Orthogroup	A_vesiculosa.proteins	A_thaliana.proteins
OG0000677	Av_00014183-RA, Av_00010642-RA, Av_00006009-RA	AT4G18970.1, AT4G18970.2, AT5G45670.1, AT1G29660.1, AT1G29670.1, AT1G29670.2
OG0000678	Av_00015140-RA, Av_00001355-RA	AT5G17230.2, AT5G17230.1, AT5G17230.4, AT5G17230.3
OG0000679	Av_00011736-RA, Av_00023748-RA, Av_00013464-RA	AT2G37150.10, AT2G37150.7, AT2G37150.5, AT2G37150.9, AT2G37150.2, AT2G37150.6, AT2G37150.11, AT2G37150.8, AT2G37150.1, AT2G37150.4, AT2G37150.12, AT2G37150.15, AT2G37150.14, AT2G37150.13, AT2G37150.3
OG0000680	Av_00006376-RA	AT1G26190.2, AT1G26190.3, AT1G26190.4, AT1G26190.6, AT1G26190.1, AT1G26190.5
OG0000684	Av_00013357-RA	AT2G28670.2, AT2G28670.1, AT1G07730.2
OG0000686	Av_00017370-RA, Av_00007427-RA	AT1G27650.2, AT1G27650.1, AT5G42820.1, AT5G42820.2
OG0000687	Av_00004034-RA, Av_00004897-RA	AT3G58510.2, AT3G58510.1, AT3G58510.3, AT2G42520.3, AT2G42520.2, AT2G42520.1, AT3G58570.1
OG0000688	Av_00016771-RA, Av_00016258-RA, Av_00001286-RA	AT1G54570.1
OG0000689	Av_00014467-RA, Av_00012659-RA, Av_00014914-RA, Av_00008142-RA, Av_00014396-RA	AT1G51200.1, AT1G51200.4, AT1G51200.3, AT1G51200.2
OG0000690	Av_00003327-RA, Av_00021656-RA, Av_00000249-RA, Av_00007782-RA	AT5G08680.1, AT5G08670.1, AT5G08690.1
OG0000690	Av_00024342-RA, Av_00023684-RA, Av_00021498-RA, Av_00019432-RA, Av_00002553-RA	ATCG00480.1
OG0000691	Av_00005329-RA, Av_00002673-RA	AT1G60450.1, AT1G60470.1
OG0000691	Av_00014843-RA, Av_00022986-RA, Av_00006641-RA	AT1G09350.2, AT1G09350.1, AT1G56600.1
OG0000692	Av_00006713-RA	AT3G03880.1
OG0000693	Av_00015457-RA	AT4G18220.1, AT4G18210.1
OG0000693	Av_00005636-RA	AT4G18190.1
OG0000695	Av_00015348-RA, Av_00000414-RA	AT2G22670.3, AT2G22670.5, AT2G22670.2, AT2G22670.4, AT2G22670.1, AT5G65670.2, AT5G65670.1
OG0000697	Av_00003205-RA, Av_00013899-RA	AT1G71710.1, AT1G71710.2, AT1G34120.3, AT1G34120.1, AT1G34120.4, AT1G34120.2, AT1G34120.5
OG0000698	Av_00020958-RA, Av_00000870-RA	AT1G30410.5, AT1G30410.1, AT1G30410.2, AT1G30410.4, AT1G30410.6, AT1G30410.3, AT1G30420.2, AT1G30420.1, AT1G30400.2, AT1G30400.1, AT2G34660.1, AT2G34660.2, AT2G34660.3
OG0000699	Av_00014455-RA	AT4G11110.1
OG0000700	Av_00019603-RA, Av_00004088-RA	AT3G14205.1, AT3G14205.2
OG0000700	Av_00000997-RA, Av_00008751-RA, Av_00009799-RA	AT3G43220.1, AT3G43220.3, AT3G43220.2
OG0000701	Av_00004560-RA, Av_00004326-RA	AT1G75490.1
OG0000702	Av_00009534-RA	AT3G13320.1, AT1G55730.1, AT1G55730.2, AT1G55720.1, AT1G55720.2
OG0000703	Av_00017404-RA, Av_00013922-RA, Av_00003228-RA, Av_00013920-RA	AT4G00440.2, AT4G00440.4, AT4G00440.3, AT4G00440.1, AT4G00440.5, AT1G01695.1
OG0000704	Av_00018223-RA, Av_00001031-RA, Av_00023597-RA, Av_00011047-RA, Av_00009839-RA, Av_00019913-RA	AT2G19170.2, AT2G19170.1, AT4G30020.1, AT4G30020.3, AT4G30020.2, AT4G30020.4
OG0000705	Av_00003599-RA, Av_00007106-RA	AT2G24610.1, AT2G24610.2, AT4G30360.1
OG0000705	Av_00003586-RA	AT5G14870.1
OG0000705	Av_00019162-RA	AT3G48010.1
OG0000706	Av_00001624-RA, Av_00012928-RA, Av_00009402-RA, Av_00009176-RA	AT3G48940.1
OG0000709	Av_00016777-RA, Av_00020354-RA	AT2G26430.1, AT2G26430.2, AT2G26430.3, AT2G26430.4
OG0000710	Av_00010684-RA	AT4G24120.1
OG0000710	Av_00009479-RA	AT5G53550.4, AT5G53550.5, AT5G53550.6, AT5G53550.1, AT5G53550.3, AT5G53550.2, AT5G24380.1
OG0000712	Av_00022010-RA, Av_00005322-RA	AT1G23750.1, AT1G23750.2, AT1G10590.2, AT1G10590.1, AT1G10590.3
OG0000712	Av_00008438-RA, Av_00006174-RA, Av_00017848-RA	AT4G28440.1
OG0000713	Av_00018492-RA, Av_00006426-RA	AT1G69840.2, AT1G69840.7, AT1G69840.4, AT1G69840.5, AT1G69840.1, AT1G69840.3, AT1G69840.6
OG0000714	Av_00014256-RA, Av_00015519-RA	AT1G13970.1
OG0000716	Av_00010303-RA, Av_00018002-RA, Av_00015653-RA	AT3G51730.1, AT5G01800.1
OG0000722	Av_00014362-RA, Av_00007053-RA, Av_00011926-RA	AT2G28120.1
OG0000722	Av_00008182-RA, Av_00001167-RA	AT2G39210.1
OG0000723	Av_00020822-RA, Av_00014589-RA	AT4G23490.1, AT4G11350.1, AT5G41460.1
OG0000723	Av_00003234-RA	AT1G01570.1, AT1G01570.2, AT4G00295.1
OG0000724	Av_00014254-RA, Av_00014255-RA, Av_00016246-RA, Av_00015131-RA, Av_00017856-RA, Av_00005120-RA	AT3G23030.1, AT3G23030.2, AT4G14560.1
OG0000725	Av_00011073-RA, Av_00009865-RA, Av_00000749-RA	AT5G47900.5, AT5G47900.3, AT5G47900.2, AT5G47900.8, AT5G47900.7, AT5G47900.4, AT5G47900.10, AT5G47900.6, AT5G47900.11, AT5G47900.9, AT5G47900.1
OG0000726	Av_00017519-RA, Av_00014597-RA, Av_00010448-RA	AT4G11220.1, AT5G41600.1
OG0000726	Av_00009428-RA, Av_00001642-RA, Av_00002103-RA, Av_00012951-RA	AT2G46170.1
OG0000728	Av_00018345-RA, Av_00005130-RA, Av_00005127-RA	AT3G22910.1
OG0000728	Av_00001423-RA	AT3G63380.1
OG0000729	Av_00009010-RA, Av_00004068-RA	AT1G76360.1
OG0000729	Av_00012351-RA	AT2G17220.2, AT2G17220.1
OG0000731	Av_00003074-RA, Av_00007892-RA, Av_00000166-RA	AT1G50700.3, AT1G50700.1, AT1G50700.2, AT3G20410.1, AT3G20410.2
OG0000731	Av_00004877-RA	AT1G76040.3, AT1G76040.2, AT1G76040.1, AT1G76040.4
OG0000734	Av_00019014-RA	AT1G17930.2, AT1G17930.1, AT2G25010.1, AT2G04865.1, AT2G04865.2
OG0000736	Av_00004244-RA	AT5G21222.2, AT5G21222.4, AT5G21222.3, AT5G21222.1
OG0000739	Av_00014553-RA, Av_00010391-RA	AT1G12430.1, AT1G12430.2
OG0000739	Av_00015238-RA	AT1G01950.3, AT1G01950.2, AT1G01950.1, AT1G01950.4
OG0000740	Av_00012046-RA	AT4G35670.2, AT4G35670.1, AT5G27530.1, AT5G44830.1, AT5G44840.1
OG0000741	Av_00008698-RA	AT5G14130.1, AT5G14130.2, AT4G30170.1, AT2G18980.1
OG0000742	Av_00006796-RA, Av_00008005-RA	AT1G52150.1, AT1G52150.2, AT1G52150.3
OG0000744	Av_00011327-RA, Av_00000973-RA	AT2G21270.4, AT2G21270.1, AT2G21270.2, AT2G21270.5, AT2G21270.3, AT4G38930.1, AT4G38930.4, AT4G38930.3, AT4G38930.2
OG0000745	Av_00023875-RA, Av_00013040-RA, Av_00018875-RA, Av_00009489-RA	AT5G24470.1
OG0000746	Av_00014674-RA	AT5G04560.1, AT5G04560.3, AT5G04560.2
OG0000746	Av_00020021-RA, Av_00002920-RA, Av_00020957-RA	AT2G36490.1
OG0000748	Av_00017719-RA	AT5G50770.1
OG0000749	Av_00007788-RA	AT1G10880.1
OG0000753	Av_00005887-RA, Av_00024101-RA, Av_00003643-RA	AT5G54960.1, AT4G33070.1, AT5G01330.1, AT5G01320.1
OG0000754	Av_00006861-RA, Av_00007915-RA, Av_00010798-RA, Av_00010225-RA	AT1G58470.2, AT1G58470.1
OG0000754	Av_00023909-RA, Av_00019200-RA, Av_00000572-RA, Av_00017453-RA, Av_00017050-RA	AT4G14300.1, AT4G14300.2
OG0000755	Av_00022087-RA, Av_00008733-RA	AT4G21480.1, AT1G11260.1
OG0000755	Av_00021366-RA	AT5G23270.1, AT1G50310.2, AT1G50310.1, AT3G19940.1, AT3G19930.1, AT3G19930.2
OG0000756	Av_00002298-RA, Av_00009689-RA	AT2G31230.1, AT1G06160.1
OG0000758	Av_00012442-RA, Av_00009330-RA	AT2G32020.1, AT2G32030.1
OG0000759	Av_00005271-RA, Av_00002703-RA, Av_00005270-RA	AT1G69710.1, AT1G69710.2
OG0000759	Av_00006543-RA, Av_00016542-RA	AT5G12350.1, AT5G19420.3, AT5G19420.2, AT5G19420.1
OG0000760	Av_00001149-RA, Av_00014345-RA	AT1G61560.3, AT1G61560.2, AT1G61560.1, AT1G61560.4, AT1G61560.10, AT1G61560.9, AT1G61560.7, AT1G61560.8, AT1G61560.5, AT1G61560.6, AT1G11310.2, AT1G11310.1, AT1G11310.3, AT2G39200.1
OG0000761	Av_00017554-RA	AT3G53990.1, AT3G53990.2
OG0000761	Av_00017066-RA, Av_00000558-RA	AT3G17020.1, AT3G17020.2
OG0000762	Av_00009660-RA, Av_00002257-RA	AT3G62220.3, AT3G62220.1, AT2G47060.2, AT2G47060.1, AT2G47060.5, AT2G47060.4
OG0000763	Av_00021793-RA, Av_00019622-RA	AT5G06770.2, AT5G06770.3, AT5G06770.4, AT5G06770.5, AT5G06770.6, AT5G06770.1, AT3G12130.1, AT3G12130.2
OG0000764	Av_00001424-RA, Av_00000818-RA	AT3G63300.1, AT3G63300.2
OG0000764	Av_00023733-RA, Av_00000611-RA	AT3G22810.3, AT3G22810.2, AT3G22810.1, AT4G14740.4, AT4G14740.1, AT4G14740.2, AT4G14740.3, AT5G43870.2, AT5G43870.1
OG0000765	Av_00002184-RA	AT4G14368.4, AT4G14368.2, AT4G14368.3, AT4G14368.1, AT3G23270.2, AT3G23270.1
OG0000765	Av_00016386-RA, Av_00012475-RA	AT5G42140.2, AT5G42140.1, AT1G76950.1
OG0000766	Av_00003343-RA	AT1G24620.1
OG0000766	Av_00005776-RA, Av_00004962-RA, Av_00003936-RA, Av_00009116-RA	AT1G66400.1
OG0000766	Av_00017056-RA	AT1G18210.1, AT1G18210.2, AT1G73630.1
OG0000767	Av_00021689-RA, Av_00000354-RA	AT5G10100.1, AT5G10100.4, AT5G10100.3, AT5G10100.2, AT5G65140.2, AT5G65140.3, AT5G65140.1, AT2G22190.1, AT2G22190.2, AT4G39770.1, AT4G39770.2
OG0000767	Av_00010968-RA, Av_00023226-RA	AT1G35910.1
OG0000768	Av_00007297-RA, Av_00023487-RA	AT4G24470.1, AT4G24470.2, AT4G24470.3
OG0000769	Av_00018185-RA, Av_00000986-RA	AT1G49760.2, AT1G49760.1, AT4G34110.1
OG0000770	Av_00002015-RA	AT4G37080.4, AT4G37080.3, AT4G37080.2, AT4G37080.1
OG0000771	Av_00011162-RA, Av_00012273-RA	AT2G21590.7, AT2G21590.2, AT2G21590.1, AT2G21590.3, AT2G21590.5, AT2G21590.6, AT2G21590.4, AT4G39210.2, AT4G39210.1
OG0000771	Av_00007208-RA	AT1G27680.1
OG0000772	Av_00007554-RA	AT2G03060.1, AT2G03060.4, AT2G03060.6, AT2G03060.5, AT2G03060.7, AT2G03060.3, AT2G03060.2
OG0000775	Av_00008445-RA, Av_00006180-RA	AT4G22030.1, AT4G04480.1
OG0000776	Av_00014115-RA, Av_00005928-RA, Av_00008728-RA, Av_00022091-RA	AT1G11180.3, AT1G11180.2, AT1G11180.1, AT1G61250.1
OG0000776	Av_00010863-RA, Av_00020259-RA, Av_00015832-RA	AT2G20840.2, AT2G20840.3, AT2G20840.1, AT1G03550.3, AT1G03550.2
OG0000777	Av_00005355-RA	AT3G26130.3, AT3G26130.1, AT3G26130.2, AT1G13130.1, AT3G26140.2, AT3G26140.3, AT3G26140.1, AT5G16700.1, AT5G17500.1
OG0000778	Av_00020918-RA, Av_00006282-RA, Av_00015839-RA	AT1G55130.1, AT3G13772.1
OG0000778	Av_00013605-RA, Av_00020103-RA, Av_00001123-RA	AT5G25100.2, AT5G25100.1, AT5G10840.1, AT2G24170.1, AT2G24170.2
OG0000779	Av_00021557-RA, Av_00007657-RA	AT1G67910.1, AT1G67910.2, AT1G24577.1
OG0000779	Av_00003048-RA	AT3G13227.1
OG0000780	Av_00019284-RA, Av_00008901-RA	AT2G19600.1
OG0000780	Av_00009373-RA, Av_00001600-RA	AT5G11800.1, AT5G51710.2, AT5G51710.1
OG0000781	Av_00014790-RA, Av_00009201-RA	AT4G27940.1
OG0000782	Av_00002625-RA, Av_00005373-RA, Av_00003360-RA, Av_00010832-RA	AT5G43270.2, AT5G43270.3, AT5G43270.1
OG0000783	Av_00005078-RA	AT2G44310.1
OG0000784	Av_00005937-RA	AT1G61680.2, AT1G61680.1
OG0000785	Av_00013157-RA	AT3G10160.1
OG0000785	Av_00003879-RA	AT5G05980.1, AT5G05980.2
OG0000786	Av_00016289-RA, Av_00021836-RA	AT5G40780.3, AT5G40780.2, AT5G40780.1, AT1G48640.1
OG0000786	Av_00011193-RA, Av_00020249-RA	AT1G67640.1, AT1G24400.1, AT1G71680.1
OG0000787	Av_00005498-RA, Av_00020834-RA, Av_00010443-RA	AT4G23740.2, AT4G23740.1
OG0000788	Av_00022311-RA	AT5G14210.1, AT5G14210.3, AT5G14210.2
OG0000788	Av_00013811-RA, Av_00011196-RA	AT5G63410.1
OG0000789	Av_00007543-RA, Av_00006418-RA	AT1G69610.3, AT1G69610.1, AT1G69610.2
OG0000797	Av_00001379-RA	AT2G01880.1
OG0000797	Av_00015091-RA	AT1G25230.3, AT1G25230.1, AT1G25230.2, AT2G01890.2, AT2G01890.1, AT2G01890.3, AT1G14700.3, AT1G14700.1, AT1G14700.2, AT1G14700.4
OG0000798	Av_00008483-RA, Av_00017360-RA, Av_00017320-RA	AT4G33790.1, AT4G33790.2, AT5G22500.2, AT5G22500.1, AT3G44540.2, AT3G44540.3, AT3G44540.1
OG0000799	Av_00017887-RA	AT4G14240.1, AT4G14240.2, AT4G14240.3
OG0000800	Av_00014892-RA, Av_00008111-RA, Av_00001229-RA	AT5G06100.5, AT5G06100.2, AT5G06100.4, AT5G06100.3, AT5G06100.1, AT3G11440.4, AT3G11440.3, AT3G11440.1, AT3G11440.2
OG0000803	Av_00009700-RA, Av_00002310-RA	AT3G04730.1, AT3G23050.3, AT3G23050.2, AT3G23050.1, AT4G14550.1, AT4G14550.2, AT4G14550.3, AT4G14550.4, AT1G04250.1
OG0000804	Av_00018730-RA, Av_00008852-RA	AT1G49950.2, AT1G49950.1, AT1G49950.3
OG0000805	Av_00019804-RA	AT3G57330.1, AT3G57330.2, AT2G41560.3, AT2G41560.2, AT2G41560.4, AT2G41560.1
OG0000807	Av_00002265-RA, Av_00009664-RA	AT2G47160.1, AT2G47160.2, AT3G62270.1
OG0000809	Av_00009866-RA, Av_00011075-RA, Av_00007404-RA	AT1G75950.1, AT5G42190.1
OG0000810	Av_00001952-RA, Av_00017905-RA	AT4G36380.1, AT4G36380.2
OG0000811	Av_00003167-RA	AT4G40070.1
OG0000811	Av_00015389-RA	AT1G72200.1, AT1G22500.1
OG0000811	Av_00001302-RA, Av_00016783-RA, Av_00020361-RA	AT5G27420.1, AT3G05200.1
OG0000812	Av_00012387-RA, Av_00004550-RA, Av_00018839-RA, Av_00007194-RA, Av_00011090-RA, Av_00009881-RA	AT4G34680.2, AT4G34680.1
OG0000812	Av_00021578-RA, Av_00001947-RA, Av_00017902-RA	AT4G36240.1
OG0000814	Av_00022770-RA, Av_00023448-RA	AT5G41990.1
OG0000814	Av_00010480-RA, Av_00017649-RA	AT3G48260.1, AT3G48260.2
OG0000815	Av_00012511-RA, Av_00016340-RA	AT5G65810.1, AT3G49720.2, AT3G49720.3, AT3G49720.1
OG0000817	Av_00001053-RA	AT5G42770.1, AT5G42770.2, AT5G42770.3
OG0000818	Av_00010964-RA, Av_00013996-RA, Av_00003155-RA	AT1G78160.1, AT1G78160.2, AT1G22240.1, AT4G08840.1, AT1G35730.1, AT1G35730.2, AT1G35750.1
OG0000818	Av_00008165-RA, Av_00004345-RA	AT5G56510.1, AT5G56510.2, AT5G56510.5, AT5G56510.6, AT5G56510.3, AT5G56510.4
OG0000819	Av_00011962-RA, Av_00019837-RA	AT4G15200.1
OG0000819	Av_00000186-RA, Av_00007876-RA	AT5G54650.2, AT5G54650.1
OG0000820	Av_00006605-RA	AT5G63700.1, AT5G63700.2
OG0000821	Av_00017545-RA, Av_00015395-RA, Av_00018333-RA	AT1G16710.4, AT1G16710.6, AT1G16710.5, AT1G16710.7, AT1G16710.9, AT1G16710.10, AT1G16710.3, AT1G16710.8, AT1G16710.2, AT1G16710.1, AT1G79000.1, AT1G79000.2, AT1G79000.3
OG0000822	Av_00019471-RA, Av_00012649-RA, Av_00020231-RA	AT1G78570.1
OG0000823	Av_00008038-RA	AT1G54217.6, AT1G54217.5, AT1G54217.1, AT1G54217.3, AT1G54217.4, AT1G54217.7, AT1G54217.2, AT1G54217.8
OG0000823	Av_00000942-RA	AT5G57060.1, AT5G57060.9, AT5G57060.7, AT5G57060.4, AT5G57060.5, AT5G57060.6, AT5G57060.3, AT5G57060.2, AT5G57060.8, AT4G26060.1
OG0000824	Av_00018006-RA, Av_00012632-RA, Av_00002959-RA	AT2G38470.1
OG0000826	Av_00005095-RA	AT2G36080.3, AT2G36080.1, AT2G36080.2, AT2G36080.4, AT5G06250.2, AT5G06250.4, AT5G06250.5, AT5G06250.3, AT5G06250.1, AT3G11580.1, AT3G11580.3, AT3G11580.2, AT3G11580.4, AT3G11580.5
OG0000827	Av_00023840-RA, Av_00009720-RA	AT4G02120.5
OG0000828	Av_00022276-RA, Av_00000006-RA	AT1G34260.4, AT1G34260.3, AT1G34260.2, AT1G34260.1
OG0000835	Av_00006558-RA, Av_00016530-RA	AT2G26760.1
OG0000835	Av_00020289-RA, Av_00003511-RA	AT5G06150.1, AT4G37490.1
OG0000837	Av_00016259-RA	AT1G03120.1, AT1G03120.2, AT5G27980.1
OG0000838	Av_00023872-RA, Av_00017833-RA, Av_00015795-RA	AT5G59830.2, AT5G59830.1, AT5G59830.3
OG0000839	Av_00006304-RA, Av_00023038-RA	AT2G41140.1, AT3G56760.1
OG0000839	Av_00000291-RA, Av_00007729-RA, Av_00016368-RA	AT3G50530.1, AT3G50530.2
OG0000840	Av_00022886-RA	ATMG01190.1, AT2G07698.1
OG0000840	Av_00023848-RA, Av_00022144-RA	ATCG00120.1
OG0000841	Av_00023349-RA, Av_00010717-RA, Av_00010716-RA, Av_00023350-RA	AT3G12500.1
OG0000842	Av_00002966-RA, Av_00005410-RA	AT3G51620.1, AT3G51620.3, AT3G51620.2
OG0000844	Av_00013706-RA	AT5G65460.3, AT5G65460.2, AT5G65460.6, AT5G65460.4, AT5G65460.1, AT5G65460.5, AT5G10470.2, AT5G10470.1
OG0000845	Av_00019990-RA	AT4G35780.1, AT2G17700.1
OG0000845	Av_00011134-RA, Av_00009920-RA, Av_00004581-RA	AT4G38470.3, AT4G38470.2, AT4G38470.1
OG0000847	Av_00019114-RA	AT1G20030.2, AT1G20030.1, AT1G75800.1
OG0000847	Av_00011696-RA, Av_00016306-RA	AT4G36010.2, AT4G36010.1, AT2G17860.1
OG0000848	Av_00013405-RA, Av_00014835-RA, Av_00016606-RA	AT5G66600.9, AT5G66600.1, AT5G66600.4, AT5G66600.5, AT5G66600.10, AT5G66600.15, AT5G66600.8, AT5G66600.13, AT5G66600.6, AT5G66600.12, AT5G66600.11, AT5G66600.14, AT5G66600.3, AT5G66600.2, AT5G66600.7
OG0000849	Av_00006273-RA, Av_00020904-RA	AT1G73860.2, AT1G73860.1
OG0000849	Av_00020810-RA, Av_00005484-RA	AT1G63640.1, AT1G63640.4, AT1G63640.2, AT1G63640.3, AT1G63640.5, AT5G41310.1
OG0000850	Av_00007734-RA	AT4G37160.2, AT4G37160.1, AT2G23630.2, AT2G23630.1
OG0000850	Av_00007733-RA, Av_00000286-RA, Av_00017951-RA, Av_00016370-RA, Av_00015882-RA	AT5G66920.1
OG0000851	Av_00011481-RA, Av_00015267-RA, Av_00010945-RA	AT1G22490.2, AT1G22490.1, AT1G72210.2, AT1G72210.1
OG0000852	Av_00008432-RA	AT2G45100.3, AT2G45100.2, AT1G30455.1, AT2G45100.1, AT2G01280.3, AT2G01280.1, AT2G01280.2, AT3G09360.3, AT3G09360.1, AT3G09360.2
OG0000853	Av_00008528-RA	AT5G58800.2, AT5G58800.1
OG0000856	Av_00004478-RA, Av_00001030-RA, Av_00018222-RA, Av_00004477-RA, Av_00023594-RA	AT4G25880.4, AT4G25880.1, AT4G25880.5, AT4G25880.2, AT4G25880.3
OG0000857	Av_00018271-RA, Av_00004679-RA, Av_00016472-RA, Av_00023242-RA	AT5G25220.2, AT5G25220.1, AT5G11060.1
OG0000858	Av_00013799-RA	AT3G24560.2, AT3G24560.1, AT3G24560.3
OG0000859	Av_00021208-RA	AT1G52570.2, AT1G52570.3, AT1G52570.1, AT3G15730.1
OG0000860	Av_00012309-RA, Av_00004407-RA	AT4G31410.2, AT4G31410.3, AT4G31410.1
OG0000861	Av_00003249-RA, Av_00024506-RA	AT5G24110.1
OG0000862	Av_00000857-RA	AT1G14650.1, AT1G14650.2, AT1G14650.3
OG0000864	Av_00010167-RA, Av_00006207-RA, Av_00012754-RA	AT5G48160.1, AT5G48160.2, AT3G07780.1, AT3G07780.3, AT3G07780.2
OG0000865	Av_00010128-RA, Av_00014286-RA	AT1G30330.2, AT1G30330.3, AT1G30330.1
OG0000866	Av_00007939-RA	AT1G19780.1, AT1G15990.1
OG0000866	Av_00012168-RA, Av_00005825-RA	AT5G57940.3, AT5G57940.2, AT5G57940.1, AT2G23980.4, AT2G23980.9, AT2G23980.5, AT2G23980.3, AT2G23980.7, AT2G23980.2, AT2G23980.8, AT2G23980.10, AT2G23980.1, AT2G23980.6, AT4G30560.4, AT4G30560.1, AT4G30560.3, AT4G30560.2, AT4G30560.5
OG0000867	Av_00018722-RA	AT2G32910.1
OG0000869	Av_00011831-RA	AT1G65580.2, AT1G65580.1
OG0000869	Av_00020856-RA, Av_00001570-RA, Av_00002039-RA, Av_00006980-RA, Av_00012878-RA	AT2G43900.1, AT2G43900.2, AT2G31830.1, AT2G31830.2, AT1G05630.3, AT1G05630.1, AT1G05630.2
OG0000870	Av_00011254-RA, Av_00000537-RA	AT3G47500.1, AT5G62430.1
OG0000871	Av_00023092-RA	AT5G51080.3, AT5G51080.1, AT5G51080.2, AT1G24090.1
OG0000871	Av_00003579-RA	AT3G01410.2, AT3G01410.1
OG0000872	Av_00004956-RA, Av_00018621-RA, Av_00021872-RA	AT3G02250.1, AT5G15740.1
OG0000878	Av_00011845-RA, Av_00006990-RA, Av_00006550-RA, Av_00016537-RA	AT5G19390.4, AT5G19390.3, AT5G19390.1, AT5G19390.2
OG0000878	Av_00011844-RA, Av_00003174-RA, Av_00008657-RA	AT4G24580.3, AT4G24580.2, AT4G24580.1
OG0000879	Av_00012565-RA	AT5G02780.3, AT5G02780.1, AT5G02780.2, AT5G02790.1
OG0000880	Av_00024139-RA, Av_00016275-RA, Av_00014341-RA	AT5G13620.1, AT1G49290.1
OG0000880	Av_00020205-RA, Av_00024210-RA, Av_00004667-RA	AT5G11220.1, AT1G64870.1, AT3G45200.1
OG0000880	Av_00014340-RA	AT2G44925.1, AT5G24355.1
OG0000881	Av_00022564-RA	AT1G10657.1, AT1G10657.4, AT1G10657.3, AT1G10657.2
OG0000881	Av_00003565-RA	AT3G28990.1, AT3G55240.1
OG0000882	Av_00024419-RA, Av_00002804-RA, Av_00019588-RA	AT2G43160.2, AT2G43160.1, AT2G43160.3, AT2G43160.5, AT2G43160.4, AT3G59290.1
OG0000883	Av_00011521-RA	AT2G21630.1
OG0000883	Av_00006744-RA, Av_00008071-RA, Av_00000722-RA	AT4G14160.2, AT4G14160.1, AT4G14160.3, AT3G23660.2, AT3G23660.1, AT1G05520.1
OG0000884	Av_00023570-RA, Av_00010020-RA	AT5G64240.2, AT5G64240.1
OG0000884	Av_00021425-RA	AT1G02170.1
OG0000886	Av_00020191-RA, Av_00019254-RA, Av_00021249-RA	AT5G45190.3, AT5G45190.2, AT5G45190.1, AT4G19600.1
OG0000887	Av_00001664-RA, Av_00009207-RA	AT5G53350.1
OG0000887	Av_00014026-RA	AT1G33360.1
OG0000887	Av_00017501-RA	AT5G49840.4, AT5G49840.2, AT5G49840.1, AT5G49840.3
OG0000889	Av_00003089-RA, Av_00022801-RA	AT5G54670.3, AT5G54670.2, AT5G54670.1
OG0000889	Av_00005630-RA, Av_00005941-RA, Av_00010570-RA	AT4G21270.1
OG0000890	Av_00023568-RA, Av_00021460-RA, Av_00017392-RA	AT2G31010.1, AT2G31010.2, AT3G58640.1, AT3G58640.2
OG0000891	Av_00003650-RA, Av_00023125-RA, Av_00008715-RA	AT1G28240.1
OG0000892	Av_00022900-RA, Av_00022251-RA	AT5G53200.1, AT2G30432.1, AT2G30424.3, AT2G30424.2, AT2G30424.1, AT2G30420.1
OG0000892	Av_00013102-RA	AT2G46410.1, AT1G01380.2, AT1G01380.3, AT1G01380.1, AT4G01060.3, AT4G01060.1, AT4G01060.2
OG0000893	Av_00013956-RA, Av_00021901-RA, Av_00016053-RA	AT2G46500.1, AT2G46500.2, AT2G46500.3
OG0000893	Av_00009456-RA	AT5G24240.1, AT5G24240.2
OG0000894	Av_00007962-RA, Av_00006825-RA	AT3G15800.1
OG0000894	Av_00005848-RA, Av_00004019-RA, Av_00004906-RA	AT2G26600.1, AT2G26600.2
OG0000895	Av_00012863-RA	AT3G59140.1
OG0000896	Av_00010879-RA, Av_00015216-RA, Av_00013928-RA	AT4G00335.2, AT4G00335.1, AT4G00335.3
OG0000897	Av_00008745-RA, Av_00006350-RA, Av_00010870-RA, Av_00010869-RA, Av_00006349-RA	AT1G19180.3, AT1G19180.1, AT1G19180.2, AT1G74950.2, AT1G74950.1
OG0000898	Av_00016706-RA, Av_00009938-RA, Av_00009470-RA	AT5G53500.2, AT5G53500.1, AT5G24320.1, AT5G24320.2
OG0000899	Av_00004189-RA, Av_00016006-RA	AT4G02630.1
OG0000899	Av_00017898-RA, Av_00013932-RA, Av_00003235-RA	AT4G01330.1, AT4G01330.2, AT4G01330.3, AT1G01540.1, AT1G01540.2
OG0000900	Av_00008347-RA, Av_00017974-RA, Av_00008352-RA	AT3G60240.4, AT3G60240.3, AT3G60240.2
OG0000901	Av_00019305-RA, Av_00008865-RA	AT4G32350.2, AT4G32350.3, AT4G32350.1
OG0000903	Av_00015785-RA, Av_00021653-RA	AT2G37290.2, AT2G37290.1, AT2G37290.3
OG0000904	Av_00020020-RA, Av_00023825-RA, Av_00022509-RA	AT5G03730.1, AT5G03730.2
OG0000905	Av_00011002-RA, Av_00015026-RA, Av_00009250-RA	AT5G50740.3, AT5G50740.5, AT5G50740.1
OG0000906	Av_00005338-RA	AT1G12940.1
OG0000907	Av_00002746-RA, Av_00007597-RA, Av_00006373-RA	AT3G25585.4, AT3G25585.1, AT3G25585.2, AT3G25585.6, AT3G25585.5, AT3G25585.3, AT1G13560.2, AT1G13560.3, AT1G13560.1
OG0000909	Av_00018472-RA, Av_00002560-RA, Av_00015458-RA	AT1G29890.1, AT1G29890.2, AT1G29890.3, AT2G34410.1, AT2G34410.2, AT2G34410.3, AT5G46340.2, AT5G46340.1
