Orthogroup	A_vesiculosa.proteins	D_spatulata.proteins
OG0001163	Av_00000983-RA	Ds_00000297-RA
OG0001164	Av_00003625-RA, Av_00007131-RA, Av_00003623-RA	Ds_00003420-RA
OG0001165	Av_00019116-RA, Av_00010199-RA, Av_00004209-RA	Ds_00000499-RA
OG0001166	Av_00010620-RA	Ds_00002576-RA, Ds_00015660-RA
OG0001167	Av_00020003-RA, Av_00004440-RA, Av_00004113-RA	Ds_00005617-RA, Ds_00017418-RA
OG0001167	Av_00018113-RA	Ds_00012798-RA
OG0001167	Av_00004114-RA	Ds_00002375-RA
OG0001168	Av_00010980-RA	Ds_00003484-RA
OG0001169	Av_00012479-RA, Av_00014820-RA, Av_00022748-RA	Ds_00005430-RA
OG0001169	Av_00007414-RA, Av_00003759-RA	Ds_00011977-RA
OG0001170	Av_00011152-RA, Av_00009930-RA	Ds_00015352-RA, Ds_00007868-RA
OG0001171	Av_00009785-RA	Ds_00017419-RA
OG0001172	Av_00003063-RA	Ds_00014041-RA
OG0001172	Av_00004757-RA	Ds_00009551-RA
OG0001173	Av_00008957-RA, Av_00022076-RA, Av_00005951-RA, Av_00005620-RA	Ds_00004519-RA
OG0001173	Av_00024745-RA	Ds_00001738-RA, Ds_00011725-RA
OG0001174	Av_00024102-RA	Ds_00010853-RA
OG0001175	Av_00023515-RA	Ds_00001650-RA
OG0001176	Av_00010612-RA, Av_00005980-RA	Ds_00004466-RA
OG0001177	Av_00024804-RA	Ds_00007732-RA
OG0001178	Av_00016580-RA, Av_00014052-RA	Ds_00004827-RA, Ds_00010820-RA
OG0001179	Av_00006761-RA, Av_00008043-RA	Ds_00002354-RA
OG0001179	Av_00000940-RA, Av_00011362-RA	Ds_00000099-RA
OG0001180	Av_00010811-RA	Ds_00018030-RA, Ds_00017915-RA, Ds_00018019-RA, Ds_00012681-RA
OG0001180	Av_00004035-RA, Av_00009043-RA	Ds_00015717-RA, Ds_00007262-RA
OG0001182	Av_00015227-RA	Ds_00008782-RA
OG0001182	Av_00003212-RA, Av_00013904-RA	Ds_00016480-RA
OG0001182	Av_00002073-RA, Av_00012914-RA	Ds_00009972-RA
OG0001183	Av_00001636-RA, Av_00009423-RA	Ds_00015875-RA
OG0001183	Av_00000034-RA, Av_00003237-RA	Ds_00008382-RA
OG0001184	Av_00005480-RA	Ds_00001307-RA
OG0001184	Av_00023365-RA	Ds_00016358-RA
OG0001185	Av_00023435-RA	Ds_00017348-RA, Ds_00017347-RA
OG0001186	Av_00004004-RA, Av_00003805-RA, Av_00007375-RA	Ds_00007221-RA
OG0001187	Av_00015879-RA, Av_00025027-RA	Ds_00004832-RA, Ds_00007369-RA
OG0001188	Av_00010452-RA, Av_00010451-RA, Av_00018545-RA	Ds_00001294-RA
OG0001188	Av_00011431-RA, Av_00014658-RA, Av_00008623-RA	Ds_00003589-RA
OG0001189	Av_00005533-RA, Av_00005443-RA, Av_00003011-RA	Ds_00014623-RA
OG0001190	Av_00013119-RA, Av_00008540-RA	Ds_00016325-RA
OG0001191	Av_00008502-RA, Av_00025013-RA	Ds_00008320-RA
OG0001192	Av_00022080-RA	Ds_00017898-RA, Ds_00010213-RA
OG0001193	Av_00003815-RA, Av_00005059-RA, Av_00022735-RA	Ds_00008733-RA
OG0001193	Av_00023823-RA	Ds_00017159-RA
OG0001194	Av_00011564-RA	Ds_00011782-RA
OG0001195	Av_00017672-RA	Ds_00013864-RA
OG0001196	Av_00018794-RA, Av_00013209-RA, Av_00001582-RA	Ds_00002734-RA
OG0001197	Av_00014284-RA, Av_00012852-RA, Av_00014079-RA	Ds_00005150-RA, Ds_00004143-RA
OG0001197	Av_00003588-RA, Av_00008272-RA, Av_00013606-RA	Ds_00003303-RA
OG0001198	Av_00005805-RA, Av_00020529-RA	Ds_00006702-RA
OG0001199	Av_00000207-RA, Av_00007846-RA	Ds_00007568-RA
OG0001200	Av_00006448-RA, Av_00007512-RA, Av_00000901-RA	Ds_00015812-RA, Ds_00008989-RA
OG0001201	Av_00006193-RA, Av_00008454-RA	Ds_00014860-RA
OG0001202	Av_00013233-RA	Ds_00003121-RA
OG0001202	Av_00017886-RA	Ds_00016892-RA, Ds_00016890-RA
OG0001203	Av_00007539-RA, Av_00006433-RA	Ds_00004332-RA
OG0001203	Av_00001393-RA	Ds_00004558-RA
OG0001204	Av_00000097-RA	Ds_00003475-RA
OG0001204	Av_00003004-RA, Av_00005438-RA	Ds_00017302-RA
OG0001205	Av_00011574-RA	Ds_00006491-RA
OG0001205	Av_00017617-RA	Ds_00007673-RA
OG0001205	Av_00019272-RA	Ds_00002271-RA
OG0001216	Av_00015658-RA	Ds_00008717-RA
OG0001217	Av_00006918-RA, Av_00021033-RA	Ds_00003902-RA
OG0001218	Av_00016239-RA, Av_00001345-RA	Ds_00006255-RA
OG0001218	Av_00016141-RA	Ds_00006965-RA
OG0001219	Av_00019688-RA, Av_00013354-RA, Av_00006131-RA	Ds_00010064-RA
OG0001219	Av_00013421-RA	Ds_00010346-RA
OG0001220	Av_00005717-RA	Ds_00004573-RA
OG0001221	Av_00013245-RA, Av_00017870-RA	Ds_00013239-RA
OG0001222	Av_00012653-RA	Ds_00014843-RA
OG0001222	Av_00008465-RA, Av_00017382-RA	Ds_00001221-RA
OG0001223	Av_00011547-RA	Ds_00000911-RA
OG0001223	Av_00006212-RA, Av_00012758-RA	Ds_00004083-RA
OG0001224	Av_00007018-RA, Av_00011881-RA, Av_00017847-RA	Ds_00005517-RA
OG0001225	Av_00011246-RA	Ds_00005334-RA
OG0001225	Av_00022195-RA, Av_00023248-RA	Ds_00009347-RA, Ds_00012621-RA
OG0001227	Av_00001711-RA	Ds_00003783-RA
OG0001227	Av_00013304-RA, Av_00007356-RA	Ds_00011595-RA, Ds_00011746-RA
OG0001228	Av_00006759-RA, Av_00006757-RA	Ds_00006468-RA, Ds_00002348-RA
OG0001229	Av_00018380-RA	Ds_00017872-RA
OG0001230	Av_00020265-RA	Ds_00016308-RA
OG0001230	Av_00005637-RA	Ds_00015890-RA
OG0001231	Av_00022544-RA	Ds_00007883-RA
OG0001232	Av_00019191-RA	Ds_00013190-RA
OG0001233	Av_00013992-RA, Av_00011486-RA, Av_00000080-RA	Ds_00008847-RA
OG0001234	Av_00018995-RA	Ds_00013425-RA, Ds_00016711-RA
OG0001234	Av_00012101-RA	Ds_00003036-RA
OG0001236	Av_00004617-RA, Av_00019036-RA	Ds_00012187-RA
OG0001237	Av_00017986-RA	Ds_00011954-RA
OG0001237	Av_00015383-RA	Ds_00010938-RA
OG0001238	Av_00003162-RA, Av_00008674-RA	Ds_00001593-RA, Ds_00003496-RA
OG0001239	Av_00007847-RA	Ds_00002156-RA
OG0001239	Av_00023084-RA	Ds_00006359-RA, Ds_00002154-RA
OG0001241	Av_00020690-RA, Av_00003659-RA, Av_00007488-RA	Ds_00015123-RA
OG0001242	Av_00016319-RA	Ds_00014501-RA, Ds_00001466-RA
OG0001243	Av_00003606-RA, Av_00007115-RA	Ds_00013635-RA, Ds_00003370-RA
OG0001244	Av_00014634-RA	Ds_00012527-RA
OG0001244	Av_00015204-RA, Av_00021527-RA	Ds_00006355-RA
OG0001245	Av_00019450-RA, Av_00004051-RA	Ds_00012860-RA
OG0001246	Av_00023141-RA, Av_00010765-RA, Av_00022717-RA	Ds_00002378-RA
OG0001248	Av_00017345-RA, Av_00008496-RA, Av_00007324-RA, Av_00013271-RA	Ds_00015673-RA, Ds_00010146-RA, Ds_00008330-RA
OG0001249	Av_00016211-RA	Ds_00007032-RA
OG0001250	Av_00022131-RA, Av_00013162-RA	Ds_00000836-RA
OG0001250	Av_00005710-RA, Av_00017276-RA, Av_00015631-RA, Av_00011995-RA	Ds_00006585-RA
OG0001252	Av_00017710-RA, Av_00011177-RA	Ds_00013788-RA, Ds_00003813-RA
OG0001253	Av_00000681-RA	Ds_00000831-RA
OG0001253	Av_00011851-RA, Av_00006993-RA, Av_00016551-RA, Av_00006537-RA	Ds_00014749-RA, Ds_00014750-RA, Ds_00013948-RA
OG0001255	Av_00000404-RA, Av_00015361-RA	Ds_00011202-RA
OG0001256	Av_00011395-RA, Av_00015959-RA, Av_00008826-RA	Ds_00000015-RA
OG0001257	Av_00002571-RA	Ds_00012699-RA
OG0001257	Av_00024054-RA, Av_00019253-RA	Ds_00004901-RA, Ds_00017283-RA
OG0001259	Av_00024647-RA, Av_00017843-RA, Av_00016489-RA, Av_00020984-RA	Ds_00016418-RA
OG0001259	Av_00009965-RA, Av_00020222-RA	Ds_00005562-RA
OG0001260	Av_00007591-RA, Av_00005225-RA, Av_00002744-RA	Ds_00008418-RA, Ds_00012374-RA
OG0001261	Av_00010499-RA, Av_00015925-RA, Av_00011232-RA	Ds_00005317-RA, Ds_00013077-RA
OG0001261	Av_00018467-RA	Ds_00012724-RA
OG0001262	Av_00002737-RA	Ds_00009126-RA
OG0001262	Av_00000511-RA	Ds_00010628-RA
OG0001267	Av_00022289-RA, Av_00013991-RA, Av_00024732-RA, Av_00017823-RA, Av_00011766-RA, Av_00010865-RA, Av_00023867-RA, Av_00024812-RA, Av_00021983-RA, Av_00023866-RA, Av_00014952-RA, Av_00024275-RA, Av_00025106-RA, Av_00023926-RA, Av_00023865-RA, Av_00007686-RA, Av_00020942-RA, Av_00019849-RA, Av_00005663-RA, Av_00020658-RA, Av_00017219-RA, Av_00020878-RA, Av_00012637-RA, Av_00010815-RA, Av_00024138-RA, Av_00020893-RA	Ds_00012135-RA, Ds_00017406-RA, Ds_00017282-RA, Ds_00014786-RA, Ds_00015101-RA, Ds_00008973-RA
OG0001271	Av_00000721-RA, Av_00003496-RA, Av_00022192-RA, Av_00023246-RA, Av_00020568-RA	Ds_00012620-RA
OG0001271	Av_00006743-RA	Ds_00005726-RA, Ds_00009344-RA, Ds_00012619-RA
OG0001271	Av_00009737-RA, Av_00021283-RA	Ds_00001130-RA
OG0001272	Av_00023533-RA	Ds_00017016-RA
OG0001273	Av_00009703-RA, Av_00002316-RA	Ds_00001084-RA
OG0001273	Av_00004152-RA, Av_00015427-RA, Av_00018162-RA	Ds_00000694-RA
OG0001274	Av_00023689-RA	Ds_00016954-RA, Ds_00011683-RA
OG0001274	Av_00023717-RA	Ds_00008239-RA
OG0001275	Av_00018789-RA, Av_00012090-RA, Av_00023645-RA	Ds_00013254-RA
OG0001275	Av_00021760-RA	Ds_00012801-RA
OG0001276	Av_00023906-RA, Av_00002125-RA	Ds_00005077-RA
OG0001276	Av_00021039-RA, Av_00006922-RA, Av_00006660-RA	Ds_00003678-RA, Ds_00003907-RA
OG0001277	Av_00014081-RA	Ds_00015482-RA
OG0001278	Av_00020979-RA, Av_00013413-RA	Ds_00015276-RA, Ds_00010367-RA
OG0001279	Av_00008479-RA	Ds_00008348-RA
OG0001279	Av_00020948-RA, Av_00022216-RA	Ds_00002069-RA, Ds_00002064-RA, Ds_00016975-RA
OG0001279	Av_00023827-RA, Av_00020018-RA, Av_00002925-RA	Ds_00008727-RA
OG0001280	Av_00020238-RA, Av_00021008-RA	Ds_00017770-RA
OG0001280	Av_00003351-RA	Ds_00010733-RA
OG0001281	Av_00019950-RA	Ds_00000961-RA
OG0001281	Av_00016204-RA, Av_00006661-RA	Ds_00003906-RA
OG0001282	Av_00000697-RA	Ds_00012678-RA
OG0001282	Av_00013143-RA, Av_00021469-RA	Ds_00005773-RA
OG0001283	Av_00002129-RA	Ds_00005069-RA
OG0001284	Av_00005968-RA	Ds_00017192-RA
OG0001284	Av_00010604-RA	Ds_00017191-RA, Ds_00004485-RA
OG0001285	Av_00014699-RA	Ds_00008841-RA
OG0001285	Av_00007286-RA	Ds_00013029-RA, Ds_00000009-RA
OG0001286	Av_00003180-RA, Av_00015258-RA	Ds_00003517-RA, Ds_00014777-RA
OG0001287	Av_00009004-RA	Ds_00011961-RA
OG0001287	Av_00014239-RA, Av_00011681-RA	Ds_00013355-RA, Ds_00013356-RA, Ds_00016714-RA
OG0001288	Av_00011950-RA	Ds_00012257-RA
OG0001289	Av_00007212-RA	Ds_00011289-RA, Ds_00000359-RA
OG0001289	Av_00016324-RA, Av_00009894-RA	Ds_00013198-RA, Ds_00005824-RA, Ds_00013168-RA
OG0001290	Av_00019430-RA	Ds_00007468-RA
OG0001291	Av_00019728-RA, Av_00003079-RA	Ds_00011743-RA
OG0001291	Av_00002482-RA	Ds_00001733-RA
OG0001292	Av_00012546-RA, Av_00002858-RA, Av_00013427-RA, Av_00016402-RA	Ds_00008190-RA, Ds_00001649-RA
OG0001293	Av_00007832-RA, Av_00020045-RA, Av_00017197-RA	Ds_00007537-RA
OG0001294	Av_00017709-RA	Ds_00003804-RA
OG0001294	Av_00017159-RA, Av_00018115-RA	Ds_00002373-RA
OG0001295	Av_00021427-RA, Av_00024771-RA	Ds_00017984-RA
OG0001295	Av_00005914-RA	Ds_00012901-RA
OG0001297	Av_00008044-RA, Av_00006760-RA	Ds_00017011-RA
OG0001298	Av_00002053-RA	Ds_00009286-RA
OG0001298	Av_00022957-RA, Av_00020842-RA	Ds_00015625-RA
OG0001298	Av_00018578-RA, Av_00010372-RA, Av_00014538-RA	Ds_00002151-RA
OG0001299	Av_00018102-RA, Av_00022240-RA	Ds_00002382-RA
OG0001299	Av_00011115-RA, Av_00009910-RA	Ds_00000112-RA
OG0001300	Av_00008035-RA, Av_00006766-RA, Av_00023782-RA	Ds_00012816-RA, Ds_00002381-RA
OG0001301	Av_00004111-RA	Ds_00000806-RA
OG0001302	Av_00000422-RA, Av_00011668-RA, Av_00015339-RA, Av_00014226-RA	Ds_00013404-RA
OG0001303	Av_00017958-RA	Ds_00003366-RA
OG0001303	Av_00023332-RA	Ds_00002252-RA
OG0001304	Av_00017573-RA	Ds_00000459-RA
OG0001304	Av_00003610-RA, Av_00007121-RA	Ds_00003376-RA
OG0001305	Av_00001488-RA	Ds_00017736-RA
OG0001306	Av_00004124-RA	Ds_00000775-RA
OG0001307	Av_00011982-RA	Ds_00011038-RA
OG0001308	Av_00005114-RA, Av_00009699-RA	Ds_00006412-RA
OG0001308	Av_00006701-RA	Ds_00006954-RA
OG0001308	Av_00002307-RA, Av_00001419-RA	Ds_00007806-RA
OG0001309	Av_00021205-RA	Ds_00011119-RA
OG0001310	Av_00005986-RA, Av_00010622-RA, Av_00014158-RA	Ds_00004459-RA
OG0001310	Av_00003067-RA, Av_00024268-RA	Ds_00001710-RA, Ds_00001713-RA
OG0001311	Av_00006594-RA	Ds_00015536-RA
OG0001311	Av_00017460-RA, Av_00021755-RA	Ds_00002755-RA
OG0001311	Av_00020425-RA	Ds_00011593-RA
OG0001312	Av_00012636-RA, Av_00002354-RA	Ds_00007546-RA
OG0001312	Av_00024108-RA, Av_00021824-RA, Av_00024567-RA	Ds_00001195-RA
OG0001313	Av_00007329-RA	Ds_00008322-RA
OG0001313	Av_00013277-RA	Ds_00008323-RA
OG0001314	Av_00004364-RA, Av_00008198-RA, Av_00003546-RA	Ds_00005966-RA
OG0001315	Av_00002072-RA, Av_00012913-RA	Ds_00012354-RA, Ds_00012966-RA
OG0001316	Av_00022915-RA	Ds_00014725-RA, Ds_00007512-RA
OG0001316	Av_00003564-RA, Av_00007078-RA, Av_00013624-RA	Ds_00010833-RA, Ds_00003264-RA
OG0001317	Av_00010185-RA, Av_00019127-RA	Ds_00017207-RA
OG0001317	Av_00003702-RA	Ds_00010692-RA
OG0001318	Av_00008499-RA	Ds_00008326-RA
OG0001318	Av_00012630-RA, Av_00002956-RA	Ds_00015561-RA
OG0001318	Av_00024241-RA	Ds_00015964-RA
OG0001319	Av_00003973-RA, Av_00004937-RA	Ds_00011103-RA, Ds_00014978-RA
OG0001320	Av_00007443-RA	Ds_00004395-RA
OG0001320	Av_00017574-RA	Ds_00000460-RA
OG0001321	Av_00009987-RA, Av_00006877-RA, Av_00024790-RA	Ds_00002527-RA, Ds_00000566-RA
OG0001322	Av_00023491-RA, Av_00018714-RA, Av_00017884-RA	Ds_00003119-RA, Ds_00004632-RA
OG0001323	Av_00012910-RA	Ds_00012027-RA
OG0001323	Av_00010898-RA	Ds_00008786-RA, Ds_00012659-RA
OG0001324	Av_00007201-RA	Ds_00000343-RA
OG0001324	Av_00018846-RA	Ds_00008886-RA
OG0001326	Av_00012198-RA, Av_00005773-RA	Ds_00015958-RA
OG0001326	Av_00006380-RA, Av_00016989-RA	Ds_00012372-RA
OG0001329	Av_00018897-RA, Av_00009510-RA	Ds_00007656-RA, Ds_00005566-RA
OG0001329	Av_00021333-RA	Ds_00005110-RA
OG0001335	Av_00009612-RA, Av_00002192-RA	Ds_00000973-RA
OG0001335	Av_00017059-RA, Av_00023905-RA, Av_00002126-RA, Av_00013512-RA	Ds_00005076-RA, Ds_00003218-RA
OG0001336	Av_00019215-RA	Ds_00006425-RA
OG0001339	Av_00006654-RA	Ds_00006346-RA, Ds_00003918-RA
OG0001340	Av_00024652-RA	Ds_00010126-RA
OG0001340	Av_00008514-RA, Av_00013291-RA, Av_00007344-RA	Ds_00008295-RA
OG0001341	Av_00002306-RA, Av_00009698-RA, Av_00003433-RA	Ds_00007808-RA
OG0001341	Av_00016155-RA	Ds_00006157-RA
OG0001342	Av_00003272-RA, Av_00025038-RA, Av_00013966-RA	Ds_00015017-RA, Ds_00006342-RA, Ds_00002876-RA, Ds_00012534-RA
OG0001343	Av_00015088-RA	Ds_00006283-RA
OG0001343	Av_00020349-RA, Av_00016766-RA	Ds_00006937-RA
OG0001343	Av_00018780-RA	Ds_00003143-RA
OG0001344	Av_00002863-RA	Ds_00010328-RA
OG0001344	Av_00013625-RA	Ds_00009609-RA
OG0001345	Av_00024654-RA	Ds_00006609-RA
OG0001345	Av_00024653-RA, Av_00022944-RA	Ds_00006610-RA
OG0001346	Av_00006914-RA	Ds_00003671-RA
OG0001348	Av_00016419-RA, Av_00024769-RA, Av_00011743-RA	Ds_00001995-RA
OG0001349	Av_00016076-RA, Av_00016131-RA, Av_00020339-RA, Av_00016754-RA	Ds_00006254-RA, Ds_00006969-RA
OG0001350	Av_00000765-RA	Ds_00000472-RA
OG0001351	Av_00010138-RA	Ds_00004130-RA
OG0001352	Av_00000628-RA, Av_00018499-RA	Ds_00004651-RA
OG0001353	Av_00022732-RA, Av_00022504-RA, Av_00003807-RA	Ds_00017149-RA
OG0001354	Av_00013178-RA, Av_00014475-RA	Ds_00011009-RA
OG0001356	Av_00021928-RA	Ds_00004434-RA
OG0001356	Av_00015028-RA, Av_00009248-RA, Av_00017720-RA, Av_00011001-RA	Ds_00007082-RA
OG0001357	Av_00021547-RA	Ds_00004357-RA
OG0001357	Av_00000289-RA	Ds_00006782-RA
OG0001358	Av_00019439-RA	Ds_00017565-RA
OG0001358	Av_00016225-RA	Ds_00003713-RA, Ds_00006241-RA
OG0001359	Av_00021474-RA	Ds_00002235-RA
OG0001360	Av_00013712-RA, Av_00001848-RA	Ds_00003605-RA
OG0001360	Av_00023486-RA, Av_00007293-RA	Ds_00013555-RA, Ds_00012223-RA
OG0001361	Av_00001915-RA, Av_00018985-RA	Ds_00001435-RA
OG0001361	Av_00003771-RA	Ds_00017562-RA
OG0001362	Av_00014832-RA, Av_00016593-RA	Ds_00011871-RA
OG0001363	Av_00000086-RA, Av_00014700-RA, Av_00011491-RA	Ds_00008832-RA, Ds_00001584-RA
OG0001364	Av_00013009-RA	Ds_00018023-RA
OG0001364	Av_00011552-RA	Ds_00001694-RA, Ds_00014058-RA
OG0001365	Av_00024416-RA, Av_00008443-RA, Av_00006178-RA	Ds_00012307-RA
OG0001367	Av_00006070-RA	Ds_00013472-RA
OG0001367	Av_00009147-RA	Ds_00012927-RA
OG0001368	Av_00012213-RA, Av_00012214-RA, Av_00005751-RA	Ds_00012763-RA
OG0001369	Av_00017380-RA	Ds_00014838-RA
OG0001370	Av_00017189-RA	Ds_00017514-RA, Ds_00017515-RA
OG0001371	Av_00004084-RA	Ds_00017896-RA
OG0001372	Av_00010989-RA, Av_00023213-RA	Ds_00001551-RA, Ds_00013595-RA
OG0001372	Av_00006051-RA	Ds_00001377-RA
OG0001373	Av_00012719-RA, Av_00016882-RA	Ds_00005236-RA
OG0001374	Av_00003611-RA, Av_00007123-RA	Ds_00003379-RA
OG0001375	Av_00005452-RA, Av_00003027-RA	Ds_00002150-RA
OG0001376	Av_00002146-RA, Av_00014736-RA	Ds_00005050-RA
OG0001376	Av_00016195-RA, Av_00006669-RA	Ds_00003660-RA
OG0001377	Av_00003803-RA, Av_00012154-RA	Ds_00007225-RA
OG0001377	Av_00021043-RA, Av_00006926-RA	Ds_00003683-RA
OG0001378	Av_00018035-RA, Av_00025009-RA, Av_00015657-RA	Ds_00002080-RA
OG0001378	Av_00001606-RA, Av_00009378-RA	Ds_00012024-RA
OG0001379	Av_00004093-RA	Ds_00000468-RA, Ds_00002341-RA
OG0001379	Av_00017133-RA, Av_00023647-RA	Ds_00016994-RA
OG0001380	Av_00011031-RA, Av_00009831-RA	Ds_00007956-RA
OG0001380	Av_00014717-RA	Ds_00003418-RA
OG0001381	Av_00008892-RA	Ds_00000216-RA
OG0001382	Av_00015918-RA, Av_00002722-RA, Av_00016973-RA, Av_00007566-RA	Ds_00017137-RA
OG0001383	Av_00016741-RA	Ds_00006981-RA, Ds_00003030-RA
OG0001384	Av_00006090-RA, Av_00023356-RA	Ds_00002109-RA
OG0001384	Av_00014765-RA	Ds_00012022-RA
OG0001385	Av_00017980-RA, Av_00008360-RA, Av_00021991-RA	Ds_00008670-RA
OG0001386	Av_00016936-RA, Av_00004744-RA	Ds_00010010-RA, Ds_00004098-RA
OG0001387	Av_00014389-RA	Ds_00006076-RA
OG0001387	Av_00020462-RA, Av_00000666-RA, Av_00019632-RA, Av_00017454-RA	Ds_00002713-RA
OG0001388	Av_00000175-RA, Av_00007889-RA, Av_00024636-RA	Ds_00011750-RA, Ds_00002965-RA
OG0001389	Av_00012704-RA, Av_00018510-RA	Ds_00014581-RA, Ds_00016435-RA, Ds_00005846-RA
OG0001390	Av_00000380-RA	Ds_00008247-RA
OG0001390	Av_00002349-RA	Ds_00007539-RA
OG0001391	Av_00022653-RA, Av_00020965-RA, Av_00002768-RA, Av_00005196-RA	Ds_00004304-RA
OG0001391	Av_00017728-RA	Ds_00009743-RA, Ds_00009745-RA
OG0001392	Av_00013017-RA, Av_00024027-RA	Ds_00012591-RA
OG0001394	Av_00014805-RA, Av_00016801-RA	Ds_00016185-RA, Ds_00005354-RA
OG0001395	Av_00009273-RA, Av_00015007-RA	Ds_00009694-RA
OG0001396	Av_00024297-RA, Av_00002623-RA, Av_00005375-RA	Ds_00004789-RA
OG0001397	Av_00007598-RA, Av_00020879-RA	Ds_00008408-RA
OG0001398	Av_00001365-RA	Ds_00006115-RA
OG0001398	Av_00020424-RA	Ds_00006230-RA
OG0001398	Av_00023045-RA	Ds_00006130-RA
OG0001400	Av_00015480-RA, Av_00023098-RA	Ds_00009020-RA, Ds_00015461-RA
OG0001400	Av_00007086-RA	Ds_00017089-RA, Ds_00011416-RA
OG0001401	Av_00019665-RA, Av_00019387-RA	Ds_00017277-RA
OG0001402	Av_00016993-RA, Av_00024202-RA, Av_00016716-RA	Ds_00008412-RA
OG0001402	Av_00005222-RA	Ds_00012381-RA
OG0001403	Av_00007635-RA	Ds_00005898-RA, Ds_00008545-RA
OG0001404	Av_00023956-RA	Ds_00001879-RA
OG0001404	Av_00010552-RA, Av_00001717-RA	Ds_00018070-RA
OG0001405	Av_00017673-RA, Av_00001749-RA	Ds_00016243-RA
OG0001405	Av_00001748-RA	Ds_00004183-RA, Ds_00004182-RA
OG0001405	Av_00018283-RA, Av_00004705-RA	Ds_00002645-RA
OG0001406	Av_00012415-RA, Av_00013861-RA, Av_00011275-RA	Ds_00016253-RA
OG0001406	Av_00007522-RA, Av_00015498-RA	Ds_00015818-RA
OG0001407	Av_00013424-RA	Ds_00010342-RA
OG0001419	Av_00017783-RA	Ds_00003839-RA, Ds_00003828-RA, Ds_00013882-RA
OG0001422	Av_00012018-RA, Av_00015621-RA	Ds_00012107-RA
OG0001423	Av_00006577-RA	Ds_00016816-RA, Ds_00013748-RA
OG0001423	Av_00001396-RA	Ds_00001115-RA, Ds_00008394-RA
OG0001424	Av_00000554-RA, Av_00014741-RA, Av_00002150-RA	Ds_00003242-RA
OG0001425	Av_00004207-RA	Ds_00000510-RA
OG0001425	Av_00011877-RA	Ds_00006088-RA
OG0001425	Av_00011876-RA, Av_00016570-RA	Ds_00005520-RA
OG0001426	Av_00007346-RA	Ds_00008282-RA
OG0001427	Av_00017495-RA, Av_00008460-RA	Ds_00014848-RA
OG0001428	Av_00013232-RA, Av_00017888-RA	Ds_00003122-RA, Ds_00004649-RA
OG0001430	Av_00017569-RA, Av_00006255-RA	Ds_00000137-RA
OG0001431	Av_00013307-RA, Av_00007360-RA, Av_00008434-RA	Ds_00011602-RA
OG0001431	Av_00013308-RA, Av_00007361-RA, Av_00008433-RA, Av_00006164-RA	Ds_00008249-RA
OG0001432	Av_00009088-RA	Ds_00015955-RA
OG0001432	Av_00012672-RA, Av_00013174-RA, Av_00021732-RA	Ds_00000821-RA
OG0001433	Av_00020074-RA, Av_00015453-RA	Ds_00009491-RA, Ds_00010982-RA
OG0001433	Av_00006647-RA, Av_00021049-RA	Ds_00003694-RA
OG0001434	Av_00009157-RA	Ds_00009305-RA
OG0001435	Av_00008423-RA, Av_00006143-RA, Av_00019676-RA	Ds_00015490-RA
OG0001437	Av_00013236-RA	Ds_00004635-RA
OG0001438	Av_00002793-RA	Ds_00007335-RA
OG0001438	Av_00011822-RA, Av_00014881-RA	Ds_00016817-RA
OG0001439	Av_00006700-RA	Ds_00006953-RA
OG0001441	Av_00000356-RA	Ds_00012837-RA
OG0001441	Av_00008681-RA, Av_00014701-RA	Ds_00003503-RA
OG0001442	Av_00004446-RA, Av_00012265-RA	Ds_00015741-RA
OG0001442	Av_00024397-RA, Av_00015364-RA, Av_00000402-RA	Ds_00004260-RA, Ds_00011204-RA
OG0001443	Av_00006847-RA, Av_00007935-RA	Ds_00000627-RA
OG0001444	Av_00008862-RA	Ds_00004951-RA
OG0001444	Av_00018328-RA	Ds_00012047-RA, Ds_00012049-RA, Ds_00002548-RA
OG0001444	Av_00004333-RA, Av_00004553-RA, Av_00011096-RA, Av_00009892-RA	Ds_00011283-RA
OG0001445	Av_00022821-RA	Ds_00016351-RA
OG0001446	Av_00018530-RA	Ds_00010019-RA
OG0001446	Av_00004747-RA, Av_00016939-RA, Av_00010157-RA, Av_00014258-RA	Ds_00004089-RA
OG0001447	Av_00012733-RA, Av_00013094-RA	Ds_00005288-RA
OG0001447	Av_00010605-RA, Av_00010602-RA	Ds_00004489-RA
OG0001448	Av_00002445-RA, Av_00015773-RA	Ds_00002205-RA
OG0001448	Av_00020695-RA	Ds_00015886-RA
OG0001449	Av_00022609-RA	Ds_00015685-RA
OG0001449	Av_00017323-RA, Av_00008493-RA	Ds_00001260-RA
OG0001450	Av_00021458-RA, Av_00020981-RA	Ds_00012317-RA, Ds_00001200-RA
OG0001451	Av_00018092-RA	Ds_00012918-RA
OG0001452	Av_00008734-RA	Ds_00015129-RA
OG0001452	Av_00020696-RA, Av_00014118-RA	Ds_00015888-RA
OG0001453	Av_00015726-RA, Av_00002537-RA, Av_00003059-RA, Av_00023501-RA	Ds_00014063-RA
OG0001454	Av_00023931-RA, Av_00017221-RA, Av_00002369-RA	Ds_00007581-RA
OG0001454	Av_00005910-RA	Ds_00011555-RA
OG0001455	Av_00012745-RA	Ds_00009545-RA, Ds_00014140-RA
OG0001455	Av_00002504-RA	Ds_00002974-RA
OG0001456	Av_00012920-RA, Av_00009386-RA, Av_00001612-RA, Av_00016692-RA	Ds_00009962-RA
