Orthogroup	A_vesiculosa.proteins	B_vulgaris.proteins
OG0001658	Av_00018276-RA, Av_00004686-RA	Bevul.2G170400.1.p
OG0001659	Av_00010709-RA, Av_00018573-RA	Bevul.5G044100.2.p, Bevul.5G044100.1.p
OG0001661	Av_00019094-RA, Av_00024266-RA, Av_00019509-RA	Bevul.2G171100.1.p, Bevul.2G171100.4.p, Bevul.2G171100.3.p, Bevul.2G171100.2.p
OG0001662	Av_00008313-RA	Bevul.2G002500.3.p, Bevul.2G002500.1.p, Bevul.2G002500.2.p
OG0001663	Av_00018817-RA	Bevul.2G139100.1.p
OG0001663	Av_00012975-RA, Av_00007239-RA	Bevul.4G115000.1.p
OG0001665	Av_00003560-RA, Av_00007076-RA	Bevul.3G224900.1.p, Bevul.2G110000.3.p, Bevul.2G110000.1.p, Bevul.2G110000.2.p
OG0001666	Av_00001627-RA, Av_00009408-RA	Bevul.3G067600.1.p
OG0001667	Av_00014664-RA, Av_00008628-RA	Bevul.1G177400.1.p
OG0001668	Av_00008757-RA, Av_00007143-RA, Av_00008756-RA	Bevul.8G142100.1.p
OG0001669	Av_00017054-RA	Bevul.3G002400.1.p
OG0001669	Av_00023015-RA	Bevul.7G167700.1.p
OG0001670	Av_00012570-RA, Av_00002884-RA	Bevul.7G056300.2.p, Bevul.7G056300.1.p, Bevul.7G056300.4.p, Bevul.7G056300.3.p
OG0001671	Av_00023123-RA, Av_00020668-RA, Av_00014105-RA, Av_00024908-RA	Bevul.8G023200.1.p
OG0001672	Av_00020700-RA	Bevul.9G018500.1.p
OG0001673	Av_00006659-RA	Bevul.4G197600.1.p
OG0001674	Av_00020600-RA, Av_00006305-RA, Av_00013137-RA, Av_00021470-RA	Bevul.3G211200.1.p
OG0001675	Av_00016109-RA	Bevul.4G106500.1.p
OG0001675	Av_00024242-RA	Bevul.7G016200.1.p
OG0001676	Av_00000099-RA, Av_00011507-RA	Bevul.5G073500.1.p, Bevul.1G144800.1.p
OG0001677	Av_00007684-RA	Bevul.6G167300.1.p, Bevul.8G093500.1.p
OG0001679	Av_00024219-RA, Av_00014065-RA, Av_00002813-RA	Bevul.5G056900.1.p
OG0001679	Av_00011970-RA, Av_00005677-RA, Av_00017254-RA	Bevul.2G250400.1.p
OG0001680	Av_00007442-RA, Av_00003733-RA	Bevul.8G079700.1.p
OG0001681	Av_00000002-RA, Av_00017788-RA	Bevul.1G215300.1.p
OG0001682	Av_00011138-RA	Bevul.3G122800.1.p
OG0001684	Av_00013743-RA	Bevul.6G145600.1.p
OG0001685	Av_00001480-RA, Av_00002218-RA, Av_00009626-RA	Bevul.7G117200.1.p
OG0001686	Av_00005113-RA	Bevul.5G200100.1.p
OG0001686	Av_00001420-RA, Av_00023546-RA	Bevul.5G242900.1.p
OG0001687	Av_00016454-RA, Av_00022541-RA, Av_00001051-RA	Bevul.1G056900.1.p
OG0001688	Av_00000820-RA, Av_00004808-RA	Bevul.3G084100.1.p
OG0001690	Av_00000064-RA, Av_00000065-RA, Av_00011462-RA	Bevul.1G217000.1.p
OG0001691	Av_00004849-RA, Av_00003468-RA, Av_00009630-RA	Bevul.7G118300.1.p
OG0001692	Av_00006670-RA, Av_00016194-RA	Bevul.4G204800.1.p
OG0001693	Av_00006651-RA	Bevul.4G164600.1.p
OG0001696	Av_00010733-RA	Bevul.3G111100.1.p
OG0001696	Av_00010511-RA, Av_00015915-RA	Bevul.5G186200.1.p
OG0001697	Av_00003355-RA, Av_00010827-RA, Av_00005366-RA, Av_00002630-RA, Av_00002629-RA	Bevul.6G210500.1.p
OG0001698	Av_00011751-RA	Bevul.6G165700.1.p
OG0001698	Av_00022096-RA, Av_00022688-RA	Bevul.5G094700.1.p
OG0001699	Av_00012848-RA, Av_00010265-RA	Bevul.9G011600.2.p, Bevul.9G011600.1.p
OG0001700	Av_00002727-RA	Bevul.6G082300.1.p
OG0001700	Av_00000528-RA, Av_00011241-RA, Av_00001785-RA	Bevul.5G180500.1.p
OG0001701	Av_00009358-RA, Av_00012465-RA	Bevul.1G086900.1.p
OG0001702	Av_00022638-RA, Av_00009742-RA, Av_00021273-RA	Bevul.7G131100.1.p
OG0001702	Av_00003949-RA	Bevul.2G196400.2.p, Bevul.2G196400.1.p
OG0001703	Av_00019926-RA, Av_00009119-RA, Av_00015603-RA	Bevul.2G211800.1.p
OG0001703	Av_00017232-RA	Bevul.5G147000.1.p
OG0001704	Av_00015618-RA, Av_00009134-RA, Av_00017292-RA, Av_00005735-RA	Bevul.2G230900.1.p
OG0001717	Av_00002590-RA	Bevul.8G024500.1.p
OG0001717	Av_00000421-RA, Av_00015340-RA	Bevul.3G043600.1.p, Bevul.2G154600.1.p
OG0001718	Av_00016627-RA	Bevul.4G170500.1.p
OG0001719	Av_00004925-RA, Av_00005829-RA, Av_00019781-RA	Bevul.7G018500.1.p
OG0001721	Av_00016333-RA	Bevul.6G020600.1.p
OG0001723	Av_00021448-RA	Bevul.2G032200.1.p
OG0001724	Av_00001510-RA	Bevul.7G078000.5.p, Bevul.7G078000.1.p, Bevul.7G078000.2.p, Bevul.7G078000.3.p, Bevul.7G078000.4.p
OG0001725	Av_00023167-RA, Av_00019459-RA, Av_00019593-RA, Av_00021203-RA	Bevul.8G142300.1.p, Bevul.7G218600.1.p, Bevul.5G055300.1.p
OG0001726	Av_00011648-RA	Bevul.6G051000.1.p, Bevul.6G051200.1.p, Bevul.6G051100.1.p, Bevul.6G051300.1.p
OG0001727	Av_00024651-RA	Bevul.7G184400.1.p, Bevul.7G184300.1.p
OG0001728	Av_00021741-RA	Bevul.7G098600.4.p, Bevul.7G098600.2.p, Bevul.7G098600.7.p, Bevul.7G098600.8.p, Bevul.7G098600.3.p, Bevul.7G098600.14.p, Bevul.7G098600.13.p, Bevul.7G098600.10.p, Bevul.7G098600.5.p, Bevul.7G098600.11.p, Bevul.7G098600.12.p, Bevul.7G098600.1.p, Bevul.7G098600.9.p, Bevul.7G098600.6.p
OG0001729	Av_00000594-RA, Av_00019217-RA	Bevul.3G096200.1.p
OG0001730	Av_00016245-RA, Av_00020097-RA	Bevul.4G138100.1.p
OG0001731	Av_00008506-RA, Av_00015280-RA, Av_00015290-RA	Bevul.7G181300.1.p
OG0001732	Av_00016176-RA, Av_00016066-RA, Av_00020363-RA, Av_00016785-RA	Bevul.4G153200.1.p
OG0001733	Av_00019369-RA, Av_00012706-RA	Bevul.9G048800.5.p, Bevul.9G048800.3.p, Bevul.9G048800.4.p, Bevul.9G048800.1.p, Bevul.9G048800.2.p
OG0001734	Av_00023559-RA	Bevul.2G044000.1.p
OG0001734	Av_00014498-RA, Av_00023029-RA, Av_00020449-RA, Av_00013149-RA, Av_00020510-RA, Av_00003526-RA, Av_00020281-RA	Bevul.3G207400.1.p
OG0001735	Av_00011989-RA	Bevul.2G237700.1.p
OG0001735	Av_00006167-RA	Bevul.5G022100.1.p
OG0001736	Av_00001572-RA, Av_00013561-RA	Bevul.3G114700.1.p
OG0001736	Av_00014268-RA	Bevul.9G059400.1.p
OG0001737	Av_00020196-RA	Bevul.3G230700.1.p
OG0001738	Av_00008055-RA	Bevul.3G170900.1.p
OG0001738	Av_00008056-RA	Bevul.7G126900.1.p
OG0001739	Av_00022049-RA	Bevul.7G101100.1.p
OG0001739	Av_00021026-RA, Av_00006910-RA	Bevul.7G101000.1.p
OG0001740	Av_00010058-RA, Av_00007956-RA, Av_00006828-RA	Bevul.9G189400.1.p
OG0001740	Av_00012149-RA, Av_00005839-RA	Bevul.8G172000.1.p
OG0001742	Av_00013619-RA, Av_00008258-RA	Bevul.2G101200.3.p, Bevul.2G101200.4.p, Bevul.2G101200.1.p, Bevul.2G101200.2.p
OG0001744	Av_00010858-RA, Av_00003401-RA	Bevul.5G130100.1.p, Bevul.7G133500.1.p, Bevul.8G097200.1.p
OG0001745	Av_00020383-RA	Bevul.3G059900.1.p
OG0001746	Av_00007274-RA, Av_00018302-RA	Bevul.9G139100.2.p, Bevul.9G139100.1.p
OG0001746	Av_00001930-RA, Av_00014936-RA, Av_00016307-RA	Bevul.6G034600.1.p
OG0001747	Av_00012113-RA, Av_00019441-RA, Av_00004058-RA	Bevul.1G030700.1.p
OG0001747	Av_00014245-RA, Av_00023162-RA	Bevul.6G223400.1.p
OG0001748	Av_00010210-RA, Av_00024539-RA, Av_00006884-RA, Av_00009978-RA	Bevul.8G111700.1.p
OG0001750	Av_00024250-RA	Bevul.9G149500.3.p, Bevul.9G149500.2.p, Bevul.9G149500.1.p
OG0001750	Av_00019429-RA	Bevul.1G042800.1.p
OG0001751	Av_00018978-RA, Av_00001922-RA, Av_00000491-RA	Bevul.6G062800.1.p
OG0001752	Av_00009014-RA	Bevul.1G038800.1.p
OG0001753	Av_00019250-RA	Bevul.6G020400.1.p
OG0001754	Av_00003164-RA, Av_00013986-RA	Bevul.1G107000.1.p
OG0001755	Av_00018436-RA, Av_00003324-RA	Bevul.1G077600.1.p
OG0001758	Av_00018992-RA, Av_00000501-RA	Bevul.6G076000.1.p
OG0001759	Av_00021586-RA	Bevul.6G021600.1.p
OG0001759	Av_00023953-RA, Av_00011164-RA, Av_00001060-RA	Bevul.9G168500.1.p
OG0001761	Av_00024110-RA, Av_00017497-RA, Av_00008459-RA, Av_00017388-RA	Bevul.9G094600.2.p, Bevul.9G094600.1.p
OG0001762	Av_00010762-RA, Av_00017493-RA	Bevul.9G096300.1.p
OG0001763	Av_00001883-RA	Bevul.6G049800.1.p
OG0001763	Av_00019140-RA, Av_00010164-RA	Bevul.9G034500.1.p
OG0001764	Av_00015456-RA	Bevul.8G083800.1.p
OG0001764	Av_00019477-RA	Bevul.4G087400.1.p
OG0001765	Av_00019102-RA, Av_00010212-RA	Bevul.1G006200.1.p
OG0001766	Av_00001429-RA, Av_00002300-RA	Bevul.5G247500.1.p, Bevul.5G247400.1.p, Bevul.5G247200.1.p, Bevul.5G247100.1.p
OG0001767	Av_00005468-RA, Av_00024494-RA	Bevul.5G033800.1.p
OG0001767	Av_00009172-RA, Av_00014769-RA, Av_00002079-RA	Bevul.3G077600.1.p
OG0001768	Av_00006794-RA, Av_00015735-RA, Av_00023967-RA, Av_00023966-RA, Av_00022525-RA, Av_00008009-RA	Bevul.9G116900.1.p
OG0001769	Av_00004393-RA, Av_00008235-RA, Av_00008331-RA	Bevul.2G119200.1.p
OG0001769	Av_00008341-RA	Bevul.2G124600.1.p
OG0001769	Av_00008738-RA	Bevul.8G149600.1.p
OG0001770	Av_00007242-RA	Bevul.8G135300.1.p
OG0001771	Av_00015425-RA, Av_00004154-RA, Av_00010727-RA	Bevul.9G195400.1.p
OG0001771	Av_00021634-RA, Av_00009042-RA, Av_00007395-RA	Bevul.8G181300.1.p
OG0001772	Av_00011052-RA, Av_00023599-RA, Av_00004472-RA, Av_00018226-RA, Av_00001034-RA	Bevul.8G206800.1.p
OG0001774	Av_00011452-RA	Bevul.1G124200.1.p, Bevul.1G124100.1.p
OG0001775	Av_00014321-RA, Av_00010076-RA	Bevul.8G119900.1.p
OG0001776	Av_00013004-RA, Av_00007245-RA	Bevul.8G136500.1.p
OG0001777	Av_00014636-RA, Av_00008594-RA	Bevul.1G195500.1.p
OG0001778	Av_00019582-RA, Av_00021195-RA	Bevul.5G078500.1.p
OG0001778	Av_00000105-RA	Bevul.1G146300.1.p
OG0001779	Av_00004480-RA, Av_00023593-RA	Bevul.8G207700.1.p
OG0001780	Av_00024531-RA, Av_00014584-RA, Av_00010432-RA, Av_00020819-RA, Av_00005490-RA	Bevul.5G028200.1.p, Bevul.3G140100.1.p, Bevul.5G028100.1.p
OG0001781	Av_00005472-RA	Bevul.5G031900.1.p
OG0001781	Av_00011994-RA	Bevul.2G236900.1.p
OG0001782	Av_00001151-RA	Bevul.4G043600.2.p, Bevul.4G043600.1.p
OG0001783	Av_00014779-RA, Av_00009182-RA	Bevul.8G205900.1.p, Bevul.5G159600.1.p
OG0001784	Av_00016859-RA, Av_00018231-RA	Bevul.8G120800.1.p
OG0001785	Av_00007228-RA, Av_00007227-RA, Av_00012980-RA, Av_00011114-RA	Bevul.8G131400.1.p
OG0001786	Av_00010856-RA, Av_00005142-RA	Bevul.3G048700.1.p, Bevul.3G049600.1.p, Bevul.3G048400.1.p, Bevul.3G048300.1.p
OG0001787	Av_00021142-RA	Bevul.7G184100.1.p
OG0001788	Av_00003072-RA, Av_00015736-RA	Bevul.4G020500.1.p
OG0001789	Av_00008659-RA	Bevul.8G031100.1.p, Bevul.9G220000.1.p, Bevul.9G220100.1.p
OG0001791	Av_00008415-RA, Av_00022581-RA, Av_00008416-RA	Bevul.4G028400.1.p
OG0001793	Av_00005706-RA	Bevul.2G240500.1.p
OG0001793	Av_00024212-RA	Bevul.9G071400.1.p
OG0001793	Av_00023129-RA	Bevul.8G030300.1.p
OG0001794	Av_00020544-RA	Bevul.2G106900.1.p, Bevul.8G081200.1.p
OG0001795	Av_00005764-RA	Bevul.2G159900.4.p, Bevul.2G159900.5.p, Bevul.2G159900.3.p, Bevul.2G159900.2.p, Bevul.2G159900.1.p
OG0001796	Av_00005049-RA, Av_00003824-RA	Bevul.7G002100.2.p, Bevul.7G002100.1.p, Bevul.2G030700.1.p
OG0001797	Av_00021552-RA	Bevul.3G176600.1.p
OG0001799	Av_00002877-RA, Av_00012563-RA	Bevul.7G064000.2.p, Bevul.7G064000.1.p, Bevul.7G064000.3.p
OG0001800	Av_00013287-RA, Av_00007340-RA, Av_00015287-RA	Bevul.7G182900.1.p, Bevul.7G182800.1.p
OG0001801	Av_00024782-RA	Bevul.8G061800.1.p, Bevul.2G076600.1.p
OG0001801	Av_00000274-RA, Av_00003339-RA, Av_00018450-RA, Av_00006336-RA	Bevul.6G143000.1.p
OG0001802	Av_00000790-RA, Av_00017820-RA	Bevul.2G032500.1.p, Bevul.2G032500.2.p
OG0001803	Av_00016332-RA, Av_00021593-RA	Bevul.6G020500.1.p
OG0001804	Av_00005236-RA, Av_00002733-RA	Bevul.6G078800.1.p
OG0001805	Av_00002025-RA	Bevul.3G046200.1.p
OG0001806	Av_00017866-RA	Bevul.3G149900.1.p
OG0001808	Av_00000079-RA, Av_00011485-RA	Bevul.5G159700.1.p
OG0001809	Av_00017097-RA, Av_00017618-RA	Bevul.3G021000.1.p
OG0001810	Av_00024872-RA	Bevul.5G240800.1.p
OG0001810	Av_00021212-RA	Bevul.4G136900.1.p
OG0001811	Av_00007678-RA	Bevul.9G170400.1.p
OG0001812	Av_00013856-RA, Av_00011284-RA, Av_00012411-RA, Av_00009296-RA	Bevul.5G207000.1.p
OG0001812	Av_00005310-RA	Bevul.6G196200.1.p
OG0001813	Av_00021526-RA	Bevul.1G130900.1.p
OG0001813	Av_00005507-RA	Bevul.5G043900.1.p
OG0001814	Av_00006416-RA, Av_00007545-RA, Av_00002704-RA, Av_00005268-RA	Bevul.6G236100.1.p
OG0001815	Av_00013769-RA, Av_00001784-RA, Av_00011242-RA, Av_00000529-RA	Bevul.5G180800.1.p
OG0001817	Av_00023235-RA	Bevul.5G091600.1.p
OG0001818	Av_00023654-RA, Av_00019895-RA, Av_00023653-RA	Bevul.9G075200.1.p
OG0001818	Av_00013369-RA, Av_00023808-RA, Av_00023809-RA	Bevul.4G040600.1.p, Bevul.4G040700.1.p
OG0001819	Av_00006428-RA, Av_00007534-RA	Bevul.6G242400.1.p
OG0001820	Av_00015474-RA	Bevul.6G179800.1.p
OG0001821	Av_00017606-RA, Av_00013062-RA, Av_00018899-RA	Bevul.3G015200.1.p
OG0001821	Av_00021125-RA, Av_00021124-RA, Av_00021707-RA	Bevul.5G094100.1.p
OG0001822	Av_00016911-RA	Bevul.2G154700.3.p, Bevul.2G154700.1.p, Bevul.2G154700.2.p
OG0001833	Av_00017963-RA, Av_00003612-RA	Bevul.2G121700.1.p, Bevul.2G121700.2.p, Bevul.2G121600.1.p, Bevul.2G121500.1.p, Bevul.2G246300.2.p, Bevul.2G246300.3.p, Bevul.2G246300.1.p, Bevul.2G246000.1.p, Bevul.6G181100.1.p, Bevul.2G121400.1.p, Bevul.2G121200.2.p, Bevul.2G121200.4.p, Bevul.2G121200.3.p, Bevul.2G121200.5.p, Bevul.2G121200.1.p, Bevul.2G121200.6.p
OG0001834	Av_00001447-RA, Av_00002282-RA	Bevul.4G164300.1.p
OG0001835	Av_00005085-RA, Av_00022172-RA, Av_00022224-RA	Bevul.7G227300.1.p, Bevul.7G227100.1.p, Bevul.4G110100.1.p
OG0001836	Av_00001285-RA, Av_00015087-RA, Av_00021218-RA, Av_00016160-RA	Bevul.4G139000.1.p
OG0001839	Av_00008046-RA	Bevul.7G011200.1.p, Bevul.7G011200.2.p, Bevul.7G166200.1.p
OG0001841	Av_00006699-RA, Av_00016153-RA	Bevul.4G131900.1.p
OG0001842	Av_00011563-RA	Bevul.4G020800.1.p
OG0001843	Av_00000723-RA, Av_00020300-RA	Bevul.3G229600.1.p
OG0001845	Av_00020199-RA	Bevul.2G214100.2.p, Bevul.2G214100.1.p
OG0001846	Av_00005728-RA	Bevul.2G228400.1.p, Bevul.2G228400.2.p
OG0001847	Av_00024021-RA, Av_00013021-RA, Av_00009461-RA	Bevul.3G036300.1.p
OG0001848	Av_00011576-RA, Av_00021132-RA, Av_00007617-RA, Av_00005402-RA, Av_00002605-RA	Bevul.6G126400.1.p
OG0001849	Av_00015194-RA, Av_00015192-RA	Bevul.2G072500.1.p
OG0001850	Av_00002164-RA, Av_00009588-RA	Bevul.3G130500.1.p
OG0001851	Av_00017724-RA, Av_00010994-RA, Av_00000924-RA, Av_00009240-RA, Av_00015035-RA	Bevul.5G163000.1.p
OG0001852	Av_00009610-RA, Av_00002188-RA	Bevul.7G104900.1.p
OG0001852	Av_00006357-RA, Av_00007627-RA	Bevul.6G132400.1.p
OG0001853	Av_00021582-RA, Av_00000464-RA, Av_00017908-RA	Bevul.6G022600.1.p
OG0001853	Av_00004330-RA	Bevul.1G154500.1.p
OG0001854	Av_00010301-RA	Bevul.7G013400.1.p, Bevul.7G013400.2.p
OG0001855	Av_00014356-RA, Av_00001165-RA	Bevul.7G037800.1.p, Bevul.7G037900.1.p
OG0001856	Av_00022186-RA, Av_00008066-RA	Bevul.3G232800.1.p
OG0001857	Av_00019198-RA, Av_00000576-RA, Av_00017053-RA	Bevul.3G002900.1.p
OG0001859	Av_00005046-RA	Bevul.7G001500.2.p, Bevul.7G001500.1.p
OG0001860	Av_00017903-RA, Av_00001951-RA	Bevul.6G026300.1.p
OG0001860	Av_00011098-RA	Bevul.1G159900.1.p, Bevul.1G159800.1.p
OG0001862	Av_00012255-RA, Av_00009854-RA	Bevul.1G055100.1.p
OG0001864	Av_00001256-RA, Av_00014859-RA, Av_00006595-RA	Bevul.4G189500.1.p
OG0001865	Av_00020652-RA	Bevul.5G256500.1.p
OG0001866	Av_00022935-RA, Av_00002022-RA	Bevul.6G093600.1.p
OG0001867	Av_00006619-RA, Av_00001274-RA	Bevul.4G177100.1.p
OG0001867	Av_00012338-RA, Av_00009794-RA	Bevul.8G142000.1.p
OG0001868	Av_00017761-RA, Av_00016446-RA	Bevul.1G050600.1.p
OG0001869	Av_00022398-RA	Bevul.6G088300.1.p
OG0001870	Av_00004486-RA, Av_00017104-RA	Bevul.8G212200.1.p
OG0001871	Av_00004198-RA	Bevul.1G004700.1.p
OG0001871	Av_00011411-RA	Bevul.8G113400.1.p
OG0001872	Av_00018305-RA	Bevul.9G137600.2.p, Bevul.9G137600.1.p
OG0001872	Av_00001927-RA	Bevul.6G033600.1.p
OG0001873	Av_00020622-RA	Bevul.9G156100.1.p, Bevul.9G174500.1.p
OG0001873	Av_00018186-RA, Av_00012365-RA, Av_00004527-RA	Bevul.9G174800.1.p, Bevul.9G174600.1.p, Bevul.9G156200.1.p, Bevul.9G156200.2.p, Bevul.9G156300.1.p
OG0001874	Av_00013721-RA, Av_00001838-RA	Bevul.6G069500.1.p
OG0001874	Av_00021081-RA	Bevul.7G187600.1.p, Bevul.9G115700.2.p, Bevul.9G115700.1.p
OG0001875	Av_00011329-RA, Av_00000971-RA, Av_00008821-RA	Bevul.9G160600.1.p, Bevul.9G160600.4.p, Bevul.9G160600.3.p, Bevul.9G160600.2.p
OG0001876	Av_00012489-RA	Bevul.6G089800.1.p
OG0001877	Av_00017988-RA, Av_00010324-RA, Av_00002981-RA, Av_00005040-RA, Av_00003832-RA	Bevul.7G000700.2.p, Bevul.7G000700.1.p
OG0001878	Av_00003110-RA	Bevul.4G056200.1.p, Bevul.4G056300.1.p
OG0001878	Av_00008724-RA	Bevul.8G031500.1.p
OG0001880	Av_00007806-RA, Av_00017499-RA, Av_00011753-RA	Bevul.7G233200.1.p
OG0001881	Av_00020669-RA, Av_00014106-RA	Bevul.8G023300.1.p
OG0001882	Av_00020258-RA	Bevul.4G055200.1.p, Bevul.1G010600.1.p
OG0001883	Av_00009212-RA	Bevul.6G197300.1.p
OG0001883	Av_00011745-RA	Bevul.6G216600.1.p
OG0001884	Av_00022616-RA	Bevul.9G078400.1.p
OG0001884	Av_00017220-RA, Av_00002367-RA	Bevul.4G066100.1.p
OG0001886	Av_00002797-RA, Av_00022813-RA	Bevul.5G132900.1.p
OG0001886	Av_00015862-RA	Bevul.4G013400.1.p
OG0001887	Av_00002356-RA, Av_00018417-RA, Av_00017468-RA	Bevul.4G071700.1.p
OG0001888	Av_00018800-RA, Av_00020796-RA, Av_00019592-RA, Av_00024835-RA	Bevul.5G105900.1.p
OG0001889	Av_00012889-RA, Av_00014758-RA	Bevul.3G088900.1.p
OG0001889	Av_00010378-RA, Av_00014541-RA	Bevul.5G008800.1.p
OG0001890	Av_00006318-RA, Av_00007670-RA	Bevul.2G075400.1.p
OG0001890	Av_00015706-RA, Av_00012573-RA, Av_00002887-RA	Bevul.1G216300.1.p
OG0001892	Av_00018216-RA, Av_00001024-RA, Av_00023591-RA, Av_00009836-RA, Av_00011041-RA	Bevul.8G209400.1.p
OG0001893	Av_00003699-RA	Bevul.3G077800.1.p
OG0001893	Av_00007465-RA	Bevul.7G220400.1.p
OG0001894	Av_00012907-RA	Bevul.1G124000.1.p
OG0001894	Av_00002068-RA, Av_00009375-RA, Av_00001602-RA	Bevul.3G081000.1.p
OG0001895	Av_00019297-RA, Av_00008880-RA	Bevul.8G199600.1.p
OG0001895	Av_00012051-RA	Bevul.2G158500.1.p
OG0001896	Av_00018264-RA, Av_00004674-RA	Bevul.2G176300.2.p, Bevul.2G176300.1.p
OG0001896	Av_00004009-RA	Bevul.8G169000.1.p
OG0001897	Av_00015818-RA, Av_00017342-RA, Av_00017341-RA, Av_00004087-RA, Av_00023070-RA	Bevul.7G163100.1.p
OG0001898	Av_00013002-RA, Av_00007247-RA, Av_00004572-RA, Av_00004307-RA, Av_00011365-RA, Av_00000935-RA	Bevul.8G136900.1.p, Bevul.7G169900.1.p
OG0001899	Av_00001000-RA, Av_00012328-RA, Av_00004500-RA	Bevul.8G151600.1.p
OG0001900	Av_00004010-RA	Bevul.8G170500.1.p, Bevul.8G170400.1.p
OG0001900	Av_00020213-RA	Bevul.2G176500.1.p
OG0001901	Av_00003200-RA, Av_00013893-RA	Bevul.1G126000.1.p
OG0001903	Av_00013018-RA, Av_00024026-RA, Av_00001663-RA, Av_00009458-RA, Av_00021010-RA, Av_00021965-RA	Bevul.1G192200.1.p
OG0001903	Av_00016051-RA, Av_00008600-RA, Av_00024512-RA	Bevul.3G037800.1.p
OG0001904	Av_00006230-RA, Av_00010074-RA, Av_00012779-RA	Bevul.2G164800.1.p
OG0001904	Av_00001066-RA	Bevul.9G172200.1.p
OG0001906	Av_00013345-RA	Bevul.7G208400.1.p
OG0001906	Av_00008220-RA, Av_00004382-RA, Av_00020101-RA, Av_00001127-RA	Bevul.2G099100.1.p
OG0001910	Av_00021341-RA, Av_00024313-RA, Av_00023476-RA	Bevul.7G062300.1.p
OG0001911	Av_00010183-RA, Av_00019130-RA, Av_00004765-RA, Av_00017751-RA, Av_00011940-RA, Av_00000158-RA, Av_00011565-RA, Av_00008414-RA	Bevul.4G021500.1.p
OG0001912	Av_00012634-RA	Bevul.7G014000.1.p, Bevul.7G013700.1.p, Bevul.7G013700.4.p, Bevul.7G013700.3.p, Bevul.7G013700.2.p, Bevul.6G030500.2.p, Bevul.6G030500.1.p
OG0001913	Av_00016863-RA, Av_00004468-RA	Bevul.8G008900.1.p, Bevul.9G226600.1.p
OG0001914	Av_00014093-RA, Av_00003642-RA	Bevul.8G014100.1.p, Bevul.8G014200.1.p, Bevul.8G014000.1.p, Bevul.8G000600.1.p
OG0001915	Av_00024439-RA	Bevul.7G072200.4.p, Bevul.7G072200.3.p, Bevul.7G072200.1.p, Bevul.7G072200.2.p
OG0001916	Av_00004714-RA, Av_00016903-RA	Bevul.7G046800.2.p, Bevul.7G046800.1.p
OG0001917	Av_00003075-RA, Av_00012027-RA	Bevul.4G030400.1.p
OG0001917	Av_00010595-RA, Av_00014138-RA	Bevul.8G053900.1.p
OG0001919	Av_00007092-RA	Bevul.2G164200.3.p, Bevul.2G164200.1.p, Bevul.2G164200.2.p, Bevul.2G083100.3.p, Bevul.2G083100.1.p, Bevul.2G083100.2.p
OG0001920	Av_00005082-RA, Av_00015663-RA	Bevul.7G027900.1.p, Bevul.7G027900.2.p, Bevul.7G027900.3.p, Bevul.7G027900.4.p
OG0001921	Av_00012744-RA	Bevul.9G024800.1.p
OG0001921	Av_00005280-RA	Bevul.6G241000.1.p
OG0001922	Av_00002196-RA	Bevul.7G109700.1.p
OG0001923	Av_00002217-RA, Av_00009623-RA	Bevul.7G116600.1.p
OG0001924	Av_00015358-RA	Bevul.6G088000.1.p, Bevul.6G088200.1.p
OG0001925	Av_00009994-RA	Bevul.1G003000.1.p
OG0001926	Av_00007288-RA	Bevul.9G148200.1.p
OG0001926	Av_00003161-RA, Av_00010952-RA	Bevul.1G105000.1.p
OG0001927	Av_00022795-RA	Bevul.9G215800.1.p
OG0001927	Av_00007299-RA	Bevul.9G215700.1.p, Bevul.9G215700.2.p
OG0001928	Av_00005548-RA	Bevul.2G051500.2.p, Bevul.2G051500.1.p
OG0001929	Av_00010654-RA, Av_00005569-RA, Av_00006017-RA, Av_00008989-RA	Bevul.4G051500.1.p
OG0001930	Av_00019070-RA	Bevul.2G094600.2.p, Bevul.2G094600.3.p, Bevul.2G094600.1.p, Bevul.6G127200.1.p
OG0001931	Av_00011270-RA, Av_00013866-RA	Bevul.5G196100.1.p
OG0001932	Av_00011518-RA	Bevul.1G149300.1.p
OG0001933	Av_00002691-RA, Av_00005294-RA	Bevul.6G245200.1.p
OG0001933	Av_00017680-RA, Av_00001739-RA, Av_00010536-RA, Av_00018764-RA	Bevul.5G200200.1.p
OG0001935	Av_00013851-RA, Av_00011294-RA	Bevul.5G213200.1.p
OG0001936	Av_00016085-RA, Av_00016123-RA, Av_00024346-RA, Av_00016222-RA	Bevul.4G119600.1.p
OG0001937	Av_00017677-RA, Av_00001743-RA	Bevul.5G197900.1.p
OG0001938	Av_00011257-RA, Av_00000538-RA, Av_00013785-RA	Bevul.2G060700.1.p, Bevul.2G060700.2.p, Bevul.5G188700.1.p
OG0001939	Av_00017674-RA	Bevul.5G196700.1.p, Bevul.5G196600.1.p
OG0001941	Av_00020697-RA	Bevul.8G009500.1.p
OG0001958	Av_00019801-RA, Av_00000687-RA	Bevul.3G201200.1.p, Bevul.2G168100.1.p
OG0001959	Av_00010850-RA	Bevul.6G183900.1.p
OG0001960	Av_00001298-RA, Av_00016268-RA	Bevul.4G148800.1.p
OG0001960	Av_00020836-RA	Bevul.7G079600.1.p
OG0001961	Av_00017355-RA, Av_00008488-RA	Bevul.7G228200.1.p
OG0001961	Av_00015661-RA	Bevul.7G028900.1.p
OG0001961	Av_00009395-RA	Bevul.3G077900.1.p
