Orthogroup	D_muscipula.proteins	B_vulgaris.proteins
OG0001007	Dm_00016529-RA, Dm_00009978-RA	Bevul.5G031800.1.p
OG0001008	Dm_00005156-RA	Bevul.3G046100.1.p
OG0001010	Dm_00007345-RA	Bevul.3G178800.1.p
OG0001013	Dm_00007697-RA	Bevul.2G243600.1.p
OG0001015	Dm_00004220-RA	Bevul.9G047500.2.p, Bevul.9G047500.1.p, Bevul.9G047500.4.p, Bevul.9G047500.3.p
OG0001017	Dm_00007934-RA, Dm_00004187-RA	Bevul.9G083600.2.p, Bevul.9G083600.1.p
OG0001018	Dm_00011353-RA, Dm_00004609-RA	Bevul.9G067700.1.p
OG0001020	Dm_00012064-RA, Dm_00012644-RA	Bevul.6G203200.1.p
OG0001021	Dm_00011601-RA, Dm_00017170-RA	Bevul.3G127100.1.p, Bevul.2G123500.1.p
OG0001021	Dm_00011208-RA	Bevul.5G221700.1.p, Bevul.4G129600.1.p
OG0001022	Dm_00012597-RA	Bevul.2G216100.1.p
OG0001023	Dm_00019771-RA	Bevul.1G192900.1.p
OG0001023	Dm_00008357-RA	Bevul.8G144600.1.p, Bevul.8G144700.1.p
OG0001024	Dm_00013801-RA	Bevul.6G078500.1.p
OG0001025	Dm_00019056-RA, Dm_00013876-RA	Bevul.5G142300.1.p
OG0001026	Dm_00013015-RA	Bevul.2G062100.1.p, Bevul.2G062100.2.p
OG0001027	Dm_00002854-RA, Dm_00014451-RA	Bevul.6G246700.1.p
OG0001028	Dm_00009829-RA, Dm_00017789-RA	Bevul.8G105700.1.p
OG0001029	Dm_00003166-RA, Dm_00006069-RA	Bevul.6G081500.1.p
OG0001029	Dm_00011082-RA	Bevul.5G178800.1.p
OG0001037	Dm_00010536-RA, Dm_00009590-RA	Bevul.3G131700.1.p
OG0001038	Dm_00018508-RA	Bevul.5G012300.1.p
OG0001039	Dm_00006220-RA	Bevul.9G059300.1.p, Bevul.9G201500.1.p
OG0001039	Dm_00003096-RA	Bevul.7G063400.1.p
OG0001040	Dm_00005966-RA	Bevul.6G243400.1.p
OG0001040	Dm_00008454-RA	Bevul.5G052400.1.p
OG0001041	Dm_00003747-RA	Bevul.7G204100.1.p
OG0001042	Dm_00013979-RA	Bevul.7G208100.1.p, Bevul.7G208200.1.p
OG0001043	Dm_00018767-RA, Dm_00017932-RA	Bevul.4G093900.1.p, Bevul.8G197500.1.p
OG0001044	Dm_00016102-RA	Bevul.7G054300.1.p
OG0001045	Dm_00007566-RA	Bevul.4G203100.1.p
OG0001046	Dm_00006893-RA	Bevul.5G050700.1.p
OG0001047	Dm_00008574-RA	Bevul.2G054700.1.p
OG0001047	Dm_00015135-RA	Bevul.7G065800.1.p
OG0001049	Dm_00004333-RA	Bevul.7G184700.1.p
OG0001050	Dm_00006984-RA	Bevul.9G138800.1.p
OG0001050	Dm_00007431-RA	Bevul.6G034400.1.p
OG0001051	Dm_00015949-RA	Bevul.2G138200.1.p, Bevul.1G061400.1.p
OG0001052	Dm_00002847-RA	Bevul.1G111400.1.p
OG0001052	Dm_00011371-RA, Dm_00001911-RA, Dm_00003801-RA	Bevul.4G186200.1.p
OG0001054	Dm_00014802-RA, Dm_00018716-RA	Bevul.5G038400.1.p, Bevul.6G066400.1.p
OG0001055	Dm_00002744-RA, Dm_00012314-RA	Bevul.9G168600.1.p
OG0001056	Dm_00005228-RA	Bevul.4G120900.1.p
OG0001056	Dm_00019916-RA	Bevul.2G090300.1.p
OG0001057	Dm_00006299-RA	Bevul.9G212800.1.p
OG0001057	Dm_00018104-RA	Bevul.1G109500.1.p
OG0001057	Dm_00006300-RA	Bevul.9G212900.1.p
OG0001058	Dm_00016371-RA, Dm_00010108-RA	Bevul.6G141200.1.p
OG0001059	Dm_00008391-RA	Bevul.5G203000.1.p
OG0001060	Dm_00017103-RA, Dm_00020902-RA, Dm_00017101-RA	Bevul.4G125900.1.p, Bevul.4G125800.1.p
OG0001060	Dm_00017102-RA, Dm_00020903-RA	Bevul.7G109000.1.p, Bevul.5G201200.1.p, Bevul.5G201100.1.p, Bevul.5G200800.1.p, Bevul.5G200900.1.p, Bevul.5G201000.1.p
OG0001063	Dm_00016447-RA	Bevul.3G011200.1.p, Bevul.3G179300.1.p
OG0001063	Dm_00020993-RA	Bevul.3G011100.1.p
OG0001064	Dm_00007084-RA, Dm_00013657-RA	Bevul.9G206800.1.p
OG0001064	Dm_00013630-RA, Dm_00013388-RA	Bevul.8G195300.1.p
OG0001065	Dm_00011924-RA, Dm_00005880-RA	Bevul.9G226100.2.p, Bevul.9G226100.1.p
OG0001066	Dm_00016900-RA, Dm_00015058-RA, Dm_00015059-RA	Bevul.2G169500.4.p, Bevul.2G169500.1.p, Bevul.2G169500.2.p, Bevul.2G169500.3.p
OG0001067	Dm_00007133-RA, Dm_00009796-RA	Bevul.5G202400.1.p
OG0001068	Dm_00003072-RA, Dm_00016060-RA	Bevul.3G076200.1.p
OG0001069	Dm_00008174-RA, Dm_00000459-RA	Bevul.3G039400.1.p
OG0001069	Dm_00003564-RA	Bevul.1G191100.1.p
OG0001070	Dm_00003642-RA	Bevul.9G101400.1.p
OG0001070	Dm_00013442-RA, Dm_00006131-RA	Bevul.7G043800.1.p
OG0001071	Dm_00003100-RA	Bevul.7G062800.7.p, Bevul.7G062800.6.p, Bevul.7G062800.8.p, Bevul.7G062800.9.p, Bevul.7G062800.1.p, Bevul.7G062800.5.p, Bevul.7G062800.3.p, Bevul.7G062800.4.p, Bevul.7G062800.2.p
OG0001072	Dm_00012642-RA	Bevul.4G090300.1.p
OG0001073	Dm_00020851-RA, Dm_00012553-RA, Dm_00003432-RA	Bevul.3G224600.1.p
OG0001074	Dm_00007771-RA, Dm_00007770-RA	Bevul.1G202100.1.p, Bevul.1G202000.1.p
OG0001075	Dm_00004003-RA, Dm_00004004-RA, Dm_00002046-RA	Bevul.3G046800.1.p
OG0001076	Dm_00003502-RA	Bevul.4G128800.1.p
OG0001077	Dm_00007141-RA	Bevul.5G057700.1.p
OG0001077	Dm_00010638-RA	Bevul.2G250800.3.p, Bevul.2G250800.2.p, Bevul.2G250800.4.p, Bevul.2G250800.1.p
OG0001078	Dm_00013731-RA	Bevul.5G175000.1.p
OG0001079	Dm_00009107-RA, Dm_00014070-RA	Bevul.5G185700.1.p
OG0001080	Dm_00008140-RA	Bevul.5G084100.1.p
OG0001081	Dm_00006176-RA, Dm_00017565-RA	Bevul.4G049400.1.p
OG0001083	Dm_00018665-RA	Bevul.2G065900.1.p, Bevul.2G065900.2.p
OG0001086	Dm_00006272-RA, Dm_00012178-RA, Dm_00007651-RA	Bevul.1G212200.1.p
OG0001092	Dm_00019254-RA	Bevul.2G243800.3.p, Bevul.2G243800.1.p, Bevul.2G243800.2.p, Bevul.2G243800.4.p
OG0001093	Dm_00017445-RA, Dm_00006638-RA	Bevul.6G226700.1.p
OG0001094	Dm_00019262-RA	Bevul.2G044900.1.p, Bevul.2G045000.1.p, Bevul.2G045200.1.p
OG0001094	Dm_00021079-RA, Dm_00020597-RA	Bevul.4G224600.1.p, Bevul.4G226800.1.p
OG0001095	Dm_00015384-RA	Bevul.2G241500.1.p, Bevul.2G241400.1.p
OG0001095	Dm_00021116-RA	Bevul.7G086400.1.p
OG0001096	Dm_00004496-RA	Bevul.4G213300.1.p
OG0001096	Dm_00000743-RA	Bevul.8G211200.1.p
OG0001096	Dm_00016028-RA	Bevul.4G240200.1.p
OG0001097	Dm_00003749-RA	Bevul.7G203000.1.p
OG0001098	Dm_00010864-RA, Dm_00015764-RA	Bevul.8G103900.1.p, Bevul.8G103800.1.p, Bevul.7G052900.1.p
OG0001099	Dm_00002560-RA, Dm_00001541-RA	Bevul.3G232600.1.p
OG0001099	Dm_00010471-RA	Bevul.5G177500.1.p
OG0001100	Dm_00013683-RA	Bevul.6G131300.1.p
OG0001100	Dm_00012850-RA	Bevul.2G175300.2.p, Bevul.2G175300.1.p, Bevul.2G175300.3.p
OG0001106	Dm_00006397-RA, Dm_00011539-RA, Dm_00006307-RA, Dm_00006829-RA, Dm_00006828-RA, Dm_00006832-RA, Dm_00006833-RA, Dm_00004921-RA	Bevul.6G184500.1.p, Bevul.6G184600.1.p
OG0001107	Dm_00018282-RA, Dm_00008493-RA, Dm_00008494-RA	Bevul.8G148300.1.p
OG0001108	Dm_00001769-RA, Dm_00011153-RA	Bevul.9G064100.1.p
OG0001109	Dm_00020010-RA, Dm_00020569-RA	Bevul.7G173800.1.p
OG0001111	Dm_00005020-RA	Bevul.2G140900.1.p
OG0001111	Dm_00003858-RA, Dm_00013904-RA	Bevul.8G131600.1.p
OG0001112	Dm_00012357-RA, Dm_00004069-RA	Bevul.1G180900.1.p
OG0001113	Dm_00020464-RA	Bevul.2G133600.1.p
OG0001114	Dm_00018375-RA, Dm_00016202-RA	Bevul.1G168300.1.p
OG0001115	Dm_00002166-RA	Bevul.2G172200.2.p, Bevul.2G172200.1.p
OG0001116	Dm_00017757-RA, Dm_00000644-RA	Bevul.2G164000.2.p, Bevul.2G164000.3.p, Bevul.2G164000.1.p
OG0001117	Dm_00014329-RA, Dm_00020976-RA	Bevul.2G133500.7.p, Bevul.2G133500.2.p, Bevul.2G133500.3.p, Bevul.2G133500.6.p, Bevul.2G133500.5.p, Bevul.2G133500.4.p, Bevul.2G133500.1.p
OG0001118	Dm_00000470-RA	Bevul.9G054000.2.p, Bevul.9G054000.3.p, Bevul.9G054000.1.p, Bevul.9G054000.4.p
OG0001119	Dm_00013353-RA	Bevul.2G109800.6.p, Bevul.2G109800.7.p, Bevul.2G109800.5.p, Bevul.2G109800.2.p, Bevul.2G109800.3.p, Bevul.2G109800.4.p, Bevul.2G109800.1.p
OG0001120	Dm_00013052-RA	Bevul.6G240400.1.p
OG0001121	Dm_00010684-RA	Bevul.7G208700.1.p
OG0001122	Dm_00019221-RA	Bevul.8G079600.1.p
OG0001123	Dm_00008809-RA, Dm_00019509-RA	Bevul.3G173700.1.p
OG0001124	Dm_00012919-RA	Bevul.8G165700.1.p
OG0001124	Dm_00008459-RA	Bevul.2G174100.1.p
OG0001125	Dm_00018914-RA, Dm_00020108-RA, Dm_00012547-RA	Bevul.3G042800.1.p
OG0001128	Dm_00001138-RA	Bevul.1G054200.1.p
OG0001129	Dm_00007668-RA	Bevul.6G211100.1.p
OG0001129	Dm_00017374-RA	Bevul.2G082800.1.p, Bevul.2G082800.2.p
OG0001130	Dm_00006827-RA	Bevul.6G184200.1.p
OG0001131	Dm_00017594-RA	Bevul.2G200700.1.p
OG0001132	Dm_00004788-RA	Bevul.2G213900.1.p
OG0001132	Dm_00001709-RA	Bevul.6G128500.1.p
OG0001133	Dm_00012430-RA	Bevul.2G078700.1.p
OG0001133	Dm_00000394-RA, Dm_00001951-RA	Bevul.6G144900.1.p
OG0001134	Dm_00004868-RA, Dm_00020005-RA	Bevul.6G239700.1.p
OG0001136	Dm_00020622-RA	Bevul.8G100300.1.p
OG0001142	Dm_00000595-RA, Dm_00000596-RA	Bevul.4G159200.1.p
OG0001143	Dm_00017692-RA, Dm_00020372-RA, Dm_00014259-RA	Bevul.7G136800.1.p
OG0001143	Dm_00001117-RA	Bevul.7G136900.1.p
OG0001144	Dm_00014716-RA, Dm_00011941-RA	Bevul.7G187900.1.p
OG0001145	Dm_00003249-RA	Bevul.5G162200.1.p
OG0001145	Dm_00002101-RA	Bevul.4G145600.1.p
OG0001146	Dm_00012120-RA, Dm_00012122-RA	Bevul.5G111400.1.p, Bevul.5G111500.1.p
OG0001147	Dm_00000780-RA	Bevul.7G029700.1.p, Bevul.7G029600.2.p, Bevul.7G029600.1.p
OG0001147	Dm_00001793-RA, Dm_00000781-RA	Bevul.7G029500.1.p
OG0001148	Dm_00016802-RA, Dm_00013183-RA, Dm_00002144-RA	Bevul.2G144100.1.p, Bevul.2G144100.2.p
OG0001148	Dm_00007826-RA	Bevul.6G049100.1.p
OG0001149	Dm_00002838-RA, Dm_00008134-RA	Bevul.4G115300.1.p
OG0001150	Dm_00020048-RA, Dm_00020047-RA	Bevul.3G211000.1.p
OG0001151	Dm_00016067-RA, Dm_00000925-RA	Bevul.7G125200.1.p
OG0001151	Dm_00000173-RA	Bevul.3G031000.1.p
OG0001151	Dm_00018812-RA	Bevul.1G196500.1.p
OG0001152	Dm_00007512-RA	Bevul.7G039100.1.p
OG0001153	Dm_00011018-RA, Dm_00011017-RA	Bevul.3G121100.1.p
OG0001154	Dm_00011379-RA	Bevul.3G171600.1.p
OG0001155	Dm_00008472-RA	Bevul.6G016800.1.p
OG0001155	Dm_00017929-RA, Dm_00004024-RA	Bevul.1G010900.1.p
OG0001156	Dm_00006211-RA	Bevul.6G008500.1.p
OG0001157	Dm_00006935-RA, Dm_00003894-RA	Bevul.6G012400.1.p
OG0001158	Dm_00017844-RA	Bevul.6G004600.1.p
OG0001159	Dm_00003804-RA	Bevul.4G185000.1.p
OG0001159	Dm_00017597-RA	Bevul.6G150600.1.p
OG0001160	Dm_00000150-RA	Bevul.1G039900.1.p, Bevul.1G040300.1.p
OG0001160	Dm_00004702-RA	Bevul.6G219600.1.p
OG0001161	Dm_00004683-RA	Bevul.9G154600.1.p
OG0001162	Dm_00000161-RA	Bevul.1G045100.1.p
OG0001162	Dm_00002271-RA	Bevul.6G075700.1.p
OG0001163	Dm_00012590-RA	Bevul.9G235000.1.p, Bevul.9G234900.1.p
OG0001163	Dm_00002370-RA	Bevul.1G004000.1.p
OG0001164	Dm_00006905-RA	Bevul.2G131600.2.p, Bevul.2G131600.1.p, Bevul.2G131600.3.p
OG0001165	Dm_00003039-RA	Bevul.1G017400.1.p
OG0001166	Dm_00020362-RA, Dm_00017671-RA	Bevul.8G043500.1.p
OG0001168	Dm_00006057-RA	Bevul.1G137800.1.p
OG0001169	Dm_00004706-RA	Bevul.6G035800.1.p, Bevul.6G035700.1.p
OG0001171	Dm_00002065-RA	Bevul.2G068000.5.p, Bevul.2G068000.2.p, Bevul.2G068000.11.p, Bevul.2G068000.12.p, Bevul.2G068000.1.p, Bevul.2G068000.4.p, Bevul.2G068000.13.p, Bevul.2G068000.10.p, Bevul.2G068000.6.p, Bevul.2G068000.9.p, Bevul.2G068000.8.p, Bevul.2G068000.16.p, Bevul.2G068000.7.p, Bevul.2G068000.15.p, Bevul.2G068000.3.p, Bevul.2G068000.14.p, Bevul.9G123900.1.p
OG0001172	Dm_00003587-RA	Bevul.5G059700.1.p, Bevul.4G012200.1.p
OG0001172	Dm_00009949-RA	Bevul.9G029200.1.p
OG0001173	Dm_00000841-RA, Dm_00008228-RA	Bevul.4G038900.1.p
OG0001174	Dm_00000697-RA	Bevul.8G016000.1.p
OG0001175	Dm_00010727-RA	Bevul.1G037400.1.p
OG0001176	Dm_00016992-RA	Bevul.8G046100.1.p
OG0001176	Dm_00012348-RA	Bevul.4G021100.1.p
OG0001177	Dm_00009412-RA	Bevul.5G036500.1.p
OG0001178	Dm_00001437-RA	Bevul.7G142100.1.p
OG0001178	Dm_00019343-RA	Bevul.5G078000.1.p
OG0001179	Dm_00012910-RA, Dm_00015319-RA	Bevul.7G171500.1.p
OG0001179	Dm_00020013-RA	Bevul.8G134700.1.p
OG0001180	Dm_00011957-RA	Bevul.4G060200.1.p, Bevul.6G144700.1.p
OG0001180	Dm_00000088-RA	Bevul.8G181200.1.p
OG0001182	Dm_00010694-RA	Bevul.1G120900.1.p
OG0001182	Dm_00003069-RA, Dm_00018258-RA	Bevul.3G075600.1.p
OG0001183	Dm_00006256-RA	Bevul.3G049900.1.p
OG0001183	Dm_00011513-RA	Bevul.1G182400.1.p
OG0001186	Dm_00010337-RA	Bevul.8G165600.1.p
OG0001187	Dm_00010928-RA	Bevul.5G048600.1.p
OG0001188	Dm_00004873-RA	Bevul.5G029000.1.p
OG0001188	Dm_00004370-RA, Dm_00008376-RA	Bevul.1G179800.1.p
OG0001189	Dm_00002084-RA, Dm_00000892-RA	Bevul.5G065800.1.p
OG0001190	Dm_00006515-RA, Dm_00018941-RA	Bevul.9G069800.2.p, Bevul.9G069800.3.p, Bevul.9G069800.1.p
OG0001191	Dm_00003292-RA	Bevul.7G180000.1.p
OG0001192	Dm_00007037-RA	Bevul.8G072300.1.p
OG0001193	Dm_00007114-RA, Dm_00004320-RA	Bevul.7G035200.1.p
OG0001194	Dm_00005461-RA, Dm_00012347-RA	Bevul.4G021200.1.p, Bevul.4G021300.1.p
OG0001194	Dm_00008585-RA	Bevul.8G046800.1.p
OG0001196	Dm_00018133-RA	Bevul.3G187700.1.p
OG0001197	Dm_00000507-RA, Dm_00005544-RA	Bevul.7G072600.1.p
OG0001197	Dm_00008318-RA	Bevul.1G197200.1.p
OG0001198	Dm_00012692-RA	Bevul.2G192200.2.p, Bevul.2G192200.1.p, Bevul.2G192200.3.p
OG0001199	Dm_00014045-RA, Dm_00014042-RA, Dm_00014044-RA	Bevul.4G066400.1.p
OG0001200	Dm_00010667-RA, Dm_00010666-RA, Dm_00006545-RA	Bevul.8G166100.1.p
OG0001201	Dm_00014746-RA, Dm_00004191-RA	Bevul.6G242200.1.p
OG0001202	Dm_00009001-RA	Bevul.3G132400.1.p, Bevul.2G182200.1.p, Bevul.2G182200.3.p, Bevul.2G182200.2.p
OG0001203	Dm_00002591-RA	Bevul.2G055800.1.p
OG0001204	Dm_00000873-RA	Bevul.5G071700.1.p
OG0001205	Dm_00007247-RA, Dm_00013059-RA	Bevul.6G124400.1.p
OG0001205	Dm_00020529-RA	Bevul.5G149300.1.p
OG0001206	Dm_00018493-RA	Bevul.7G091200.1.p, Bevul.4G022200.1.p, Bevul.3G112300.1.p, Bevul.1G032400.1.p, Bevul.6G177700.1.p, Bevul.3G083100.1.p, Bevul.6G184300.1.p, Bevul.5G073400.1.p, Bevul.8G124100.1.p, Bevul.9G088400.1.p
OG0001207	Dm_00001665-RA	Bevul.6G189000.1.p
OG0001217	Dm_00020683-RA	Bevul.4G200200.1.p
OG0001218	Dm_00004722-RA, Dm_00003504-RA	Bevul.4G127100.1.p
OG0001219	Dm_00004772-RA	Bevul.4G042500.1.p
OG0001219	Dm_00020556-RA, Dm_00016676-RA	Bevul.7G211200.1.p
OG0001220	Dm_00020256-RA	Bevul.7G198000.1.p
OG0001221	Dm_00020649-RA, Dm_00013750-RA	Bevul.3G152400.1.p
OG0001222	Dm_00001342-RA	Bevul.9G097100.1.p, Bevul.9G097100.2.p
OG0001223	Dm_00001526-RA	Bevul.4G006000.1.p
OG0001223	Dm_00013418-RA	Bevul.9G036200.2.p, Bevul.9G036200.1.p
OG0001224	Dm_00007970-RA	Bevul.4G246200.1.p, Bevul.3G177500.1.p
OG0001225	Dm_00020324-RA	Bevul.5G182400.1.p
OG0001225	Dm_00001198-RA	Bevul.3G228200.1.p
OG0001227	Dm_00011737-RA	Bevul.5G214000.1.p
OG0001227	Dm_00006039-RA	Bevul.5G213100.1.p, Bevul.7G193000.1.p
OG0001228	Dm_00008396-RA	Bevul.9G208200.2.p, Bevul.9G208200.1.p, Bevul.5G011300.1.p, Bevul.9G208100.1.p, Bevul.2G084300.1.p
OG0001230	Dm_00009935-RA	Bevul.8G061100.1.p
OG0001232	Dm_00009209-RA	Bevul.6G018700.1.p
OG0001233	Dm_00006121-RA, Dm_00011202-RA	Bevul.1G101700.1.p
OG0001234	Dm_00002275-RA	Bevul.6G076100.1.p
OG0001234	Dm_00000162-RA	Bevul.1G045700.1.p
OG0001236	Dm_00018165-RA	Bevul.9G220200.1.p, Bevul.9G220200.3.p, Bevul.9G220200.2.p
OG0001237	Dm_00008706-RA	Bevul.6G059400.1.p
OG0001238	Dm_00004942-RA	Bevul.1G101800.1.p, Bevul.1G105200.1.p
OG0001240	Dm_00003538-RA	Bevul.2G186300.1.p, Bevul.2G186200.1.p
OG0001241	Dm_00002904-RA	Bevul.8G000200.1.p
OG0001242	Dm_00003686-RA	Bevul.6G027200.1.p
OG0001243	Dm_00020422-RA, Dm_00011092-RA	Bevul.2G119700.2.p, Bevul.2G119700.1.p
OG0001244	Dm_00004515-RA	Bevul.1G197900.1.p
OG0001244	Dm_00003825-RA, Dm_00004103-RA	Bevul.1G131000.1.p
OG0001245	Dm_00001031-RA	Bevul.8G189900.1.p
OG0001246	Dm_00012018-RA	Bevul.6G041800.1.p
OG0001246	Dm_00014904-RA, Dm_00007025-RA	Bevul.7G175100.1.p
OG0001248	Dm_00016403-RA, Dm_00011846-RA	Bevul.7G178400.1.p, Bevul.7G178300.1.p
OG0001249	Dm_00015478-RA	Bevul.4G109800.1.p
OG0001250	Dm_00001192-RA	Bevul.3G199500.1.p
OG0001250	Dm_00019964-RA, Dm_00015326-RA	Bevul.2G236300.1.p
OG0001252	Dm_00001429-RA	Bevul.7G137800.1.p
OG0001252	Dm_00016533-RA	Bevul.6G175000.1.p
OG0001253	Dm_00003456-RA, Dm_00007763-RA	Bevul.4G231300.1.p
OG0001255	Dm_00011970-RA	Bevul.6G087700.1.p
OG0001256	Dm_00003466-RA, Dm_00013042-RA	Bevul.9G144900.1.p
OG0001257	Dm_00000384-RA	Bevul.1G009200.1.p
OG0001257	Dm_00009450-RA, Dm_00016937-RA	Bevul.1G148500.1.p
OG0001259	Dm_00018938-RA, Dm_00010992-RA	Bevul.5G090900.1.p
OG0001259	Dm_00000248-RA	Bevul.3G013900.1.p
OG0001260	Dm_00009901-RA	Bevul.6G109300.1.p
OG0001261	Dm_00014939-RA	Bevul.5G175300.1.p
OG0001262	Dm_00017819-RA	Bevul.2G200400.1.p
OG0001262	Dm_00014662-RA	Bevul.6G106600.1.p
OG0001263	Dm_00001253-RA, Dm_00001252-RA	Bevul.1G035000.1.p
OG0001267	Dm_00004359-RA	Bevul.5G188800.1.p, Bevul.2G096700.1.p
OG0001271	Dm_00001202-RA, Dm_00002007-RA, Dm_00010024-RA	Bevul.7G135400.1.p
OG0001273	Dm_00007504-RA, Dm_00006924-RA	Bevul.9G198700.1.p, Bevul.9G198800.1.p
OG0001275	Dm_00008602-RA, Dm_00019690-RA	Bevul.3G168600.1.p
OG0001275	Dm_00009662-RA	Bevul.7G176100.1.p
OG0001276	Dm_00008410-RA, Dm_00017741-RA	Bevul.3G001500.2.p, Bevul.3G001500.1.p
OG0001276	Dm_00001634-RA, Dm_00001796-RA	Bevul.4G197500.1.p
OG0001277	Dm_00009511-RA	Bevul.8G000900.1.p, Bevul.5G215900.1.p
OG0001278	Dm_00007150-RA	Bevul.9G042800.6.p, Bevul.9G042800.11.p, Bevul.9G042800.7.p, Bevul.9G042800.10.p, Bevul.9G042800.9.p, Bevul.9G042800.1.p, Bevul.9G042800.3.p, Bevul.9G042800.5.p, Bevul.9G042800.4.p, Bevul.9G042800.2.p, Bevul.9G042800.8.p
OG0001279	Dm_00007105-RA	Bevul.7G231300.1.p
OG0001279	Dm_00010829-RA	Bevul.7G032700.1.p
OG0001280	Dm_00014550-RA	Bevul.6G170800.1.p
OG0001280	Dm_00014363-RA	Bevul.6G170400.1.p
OG0001281	Dm_00016877-RA	Bevul.7G104800.1.p, Bevul.7G104800.2.p, Bevul.7G104800.3.p
OG0001281	Dm_00001637-RA	Bevul.4G199100.1.p
OG0001282	Dm_00001283-RA, Dm_00003119-RA	Bevul.3G209100.1.p
OG0001282	Dm_00016833-RA	Bevul.2G042000.1.p
OG0001283	Dm_00005131-RA	Bevul.3G054100.1.p
OG0001284	Dm_00013430-RA	Bevul.8G050400.1.p, Bevul.8G050500.1.p
OG0001285	Dm_00007552-RA	Bevul.1G101000.1.p
OG0001285	Dm_00012766-RA, Dm_00014169-RA	Bevul.9G146000.1.p
OG0001286	Dm_00016387-RA	Bevul.1G113200.1.p
OG0001287	Dm_00005389-RA, Dm_00004677-RA	Bevul.9G152800.1.p
OG0001288	Dm_00001772-RA	Bevul.4G157800.1.p
OG0001290	Dm_00000155-RA	Bevul.1G041800.1.p
OG0001290	Dm_00004967-RA	Bevul.9G120900.1.p
OG0001291	Dm_00006038-RA	Bevul.4G035200.1.p
OG0001291	Dm_00006451-RA, Dm_00006453-RA, Dm_00014244-RA	Bevul.8G057300.1.p
OG0001292	Dm_00011170-RA	Bevul.2G093200.1.p, Bevul.2G093000.1.p
OG0001293	Dm_00019160-RA, Dm_00012481-RA	Bevul.4G072700.1.p
OG0001294	Dm_00002873-RA	Bevul.5G219500.1.p
OG0001294	Dm_00020549-RA	Bevul.7G232700.1.p
OG0001295	Dm_00010145-RA	Bevul.4G094500.1.p
OG0001295	Dm_00004986-RA	Bevul.8G026500.1.p
OG0001297	Dm_00016095-RA	Bevul.7G170700.1.p
OG0001298	Dm_00019068-RA, Dm_00009447-RA	Bevul.3G090100.1.p
OG0001298	Dm_00005067-RA	Bevul.5G007200.1.p
OG0001299	Dm_00010636-RA	Bevul.7G173600.1.p
OG0001300	Dm_00015843-RA, Dm_00014194-RA	Bevul.7G173700.1.p
OG0001301	Dm_00015607-RA	Bevul.7G176500.1.p
OG0001302	Dm_00014872-RA	Bevul.6G056900.1.p
OG0001303	Dm_00009541-RA	Bevul.2G004900.3.p, Bevul.2G004900.2.p, Bevul.2G004900.1.p, Bevul.2G004900.4.p
OG0001304	Dm_00018442-RA	Bevul.7G149900.1.p
OG0001304	Dm_00007187-RA	Bevul.2G120300.1.p
OG0001305	Dm_00000456-RA	Bevul.3G038600.1.p, Bevul.3G038700.1.p, Bevul.3G038400.1.p, Bevul.3G038500.1.p
OG0001307	Dm_00011249-RA	Bevul.1G028200.1.p
OG0001308	Dm_00013856-RA, Dm_00009431-RA	Bevul.5G242800.1.p
OG0001309	Dm_00004274-RA	Bevul.8G102500.1.p
OG0001310	Dm_00019165-RA	Bevul.8G043200.1.p
OG0001310	Dm_00003597-RA, Dm_00004132-RA	Bevul.4G014000.1.p
OG0001311	Dm_00004895-RA	Bevul.4G191000.1.p
OG0001311	Dm_00016942-RA	Bevul.3G165700.1.p
OG0001311	Dm_00017143-RA	Bevul.7G115400.1.p
OG0001312	Dm_00016287-RA, Dm_00016932-RA	Bevul.4G073800.1.p
OG0001312	Dm_00004190-RA, Dm_00014747-RA	Bevul.9G084400.2.p, Bevul.9G084400.1.p
OG0001313	Dm_00003293-RA	Bevul.3G066900.1.p, Bevul.7G179800.1.p
OG0001313	Dm_00003294-RA	Bevul.7G179500.1.p
OG0001314	Dm_00017201-RA, Dm_00017200-RA	Bevul.2G116800.2.p, Bevul.2G116800.1.p
OG0001315	Dm_00019157-RA	Bevul.3G075100.1.p
OG0001316	Dm_00004301-RA, Dm_00015523-RA	Bevul.7G214200.1.p, Bevul.6G177000.1.p, Bevul.6G176900.1.p
OG0001316	Dm_00015231-RA	Bevul.2G107100.1.p
OG0001317	Dm_00004805-RA	Bevul.9G021400.1.p
OG0001317	Dm_00004804-RA, Dm_00006994-RA	Bevul.8G047000.1.p
OG0001318	Dm_00006353-RA	Bevul.7G178700.1.p
OG0001318	Dm_00000056-RA, Dm_00002537-RA	Bevul.7G016400.1.p
OG0001319	Dm_00007447-RA, Dm_00007879-RA	Bevul.9G113700.1.p, Bevul.9G113700.2.p
OG0001320	Dm_00012921-RA	Bevul.4G079800.1.p, Bevul.4G080100.1.p, Bevul.4G079900.1.p
OG0001321	Dm_00015327-RA	Bevul.6G007600.1.p
OG0001321	Dm_00017879-RA, Dm_00008260-RA	Bevul.9G233900.1.p
OG0001322	Dm_00016043-RA, Dm_00012288-RA	Bevul.3G132100.1.p
OG0001322	Dm_00014605-RA, Dm_00016044-RA	Bevul.3G132200.1.p
OG0001323	Dm_00016618-RA	Bevul.3G078900.1.p
OG0001323	Dm_00011852-RA, Dm_00013847-RA	Bevul.8G151100.1.p, Bevul.8G150900.1.p, Bevul.8G150800.1.p, Bevul.8G150700.1.p, Bevul.8G151000.1.p, Bevul.1G121800.1.p
