Orthogroup	D_muscipula.proteins	L_sativa.proteins
OG0000799	Dm_00016185-RA	Lsat_1_v5_gn_5_76861.5, Lsat_1_v5_gn_5_76861.2, Lsat_1_v5_gn_5_76861.3, Lsat_1_v5_gn_5_76861.4, Lsat_1_v5_gn_5_76861.1, Lsat_1_v5_gn_4_149820.1, Lsat_1_v5_gn_4_149820.3
OG0000800	Dm_00002388-RA	Lsat_1_v5_gn_0_39281.3, Lsat_1_v5_gn_0_39281.1
OG0000803	Dm_00017189-RA	Lsat_1_v5_gn_9_10001.3, Lsat_1_v5_gn_9_10001.1, Lsat_1_v5_gn_3_125741.1, Lsat_1_v5_gn_3_125741.3, Lsat_1_v5_gn_5_66981.1, Lsat_1_v5_gn_5_66981.2
OG0000804	Dm_00015313-RA	Lsat_1_v5_gn_5_113860.1, Lsat_1_v5_gn_5_113860.3, Lsat_1_v5_gn_0_28181.1, Lsat_1_v5_gn_0_28181.2
OG0000805	Dm_00014685-RA, Dm_00007443-RA	Lsat_1_v5_gn_9_30940.3, Lsat_1_v5_gn_9_30940.1, Lsat_1_v5_gn_8_82040.1, Lsat_1_v5_gn_8_82040.3, Lsat_1_v5_gn_8_82040.2
OG0000806	Dm_00002114-RA	Lsat_1_v5_gn_5_39200.1, Lsat_1_v5_gn_5_39200.2, Lsat_1_v5_gn_5_39220.1, Lsat_1_v5_gn_5_39220.3
OG0000807	Dm_00012772-RA	Lsat_1_v5_gn_9_7340.1
OG0000807	Dm_00013794-RA, Dm_00011736-RA	Lsat_1_v5_gn_4_75041.1, Lsat_1_v5_gn_5_14880.1
OG0000808	Dm_00016774-RA	Lsat_1_v5_gn_2_10560.3
OG0000809	Dm_00014314-RA, Dm_00014017-RA, Dm_00000117-RA	Lsat_1_v5_gn_3_47680.1, Lsat_1_v5_gn_8_123241.1, Lsat_1_v5_gn_4_71740.1
OG0000811	Dm_00014496-RA	Lsat_1_v5_gn_2_65920.2, Lsat_1_v5_gn_2_65920.1
OG0000811	Dm_00002123-RA, Dm_00016416-RA	Lsat_1_v5_gn_4_139200.1, Lsat_1_v5_gn_5_40061.1
OG0000812	Dm_00009177-RA, Dm_00004019-RA	Lsat_1_v5_gn_4_67040.3, Lsat_1_v5_gn_4_67040.1, Lsat_1_v5_gn_3_44100.1, Lsat_1_v5_gn_3_44100.3
OG0000812	Dm_00009998-RA	Lsat_1_v5_gn_3_75520.1, Lsat_1_v5_gn_2_78320.1, Lsat_1_v5_gn_2_78320.3
OG0000813	Dm_00014295-RA	Lsat_1_v5_gn_1_1541.2, Lsat_1_v5_gn_1_1541.1, Lsat_1_v5_gn_1_1541.3, Lsat_1_v5_gn_9_74400.1, Lsat_1_v5_gn_6_104761.1
OG0000814	Dm_00004206-RA	Lsat_1_v5_gn_4_30821.1
OG0000814	Dm_00018595-RA	Lsat_1_v5_gn_6_9080.2, Lsat_1_v5_gn_6_9080.1
OG0000814	Dm_00001422-RA	Lsat_1_v5_gn_1_27540.2, Lsat_1_v5_gn_1_27540.1, Lsat_1_v5_gn_5_14401.1, Lsat_1_v5_gn_5_14401.2
OG0000815	Dm_00017686-RA	Lsat_1_v5_gn_4_158361.1, Lsat_1_v5_gn_4_158361.2
OG0000816	Dm_00001733-RA	Lsat_1_v5_gn_9_108101.2, Lsat_1_v5_gn_7_91520.2
OG0000816	Dm_00013938-RA	Lsat_1_v5_gn_9_108101.1, Lsat_1_v5_gn_5_120581.1, Lsat_1_v5_gn_5_120581.3, Lsat_1_v5_gn_7_91520.1, Lsat_1_v5_gn_6_55861.1, Lsat_1_v5_gn_6_55920.1, Lsat_1_v5_gn_6_55920.2
OG0000817	Dm_00002738-RA	Lsat_1_v5_gn_1_18761.1
OG0000818	Dm_00009236-RA	Lsat_1_v5_gn_9_117381.1, Lsat_1_v5_gn_9_117381.3, Lsat_1_v5_gn_9_117381.2
OG0000818	Dm_00006115-RA	Lsat_1_v5_gn_1_68720.1, Lsat_1_v5_gn_1_68720.3
OG0000819	Dm_00007270-RA, Dm_00011714-RA	Lsat_1_v5_gn_4_69241.1, Lsat_1_v5_gn_4_69241.2
OG0000819	Dm_00012129-RA, Dm_00000821-RA	Lsat_1_v5_gn_5_4561.3, Lsat_1_v5_gn_0_7001.3, Lsat_1_v5_gn_0_7001.1
OG0000820	Dm_00001871-RA	Lsat_1_v5_gn_9_121500.3, Lsat_1_v5_gn_9_121500.2, Lsat_1_v5_gn_9_121500.1
OG0000821	Dm_00020804-RA, Dm_00012084-RA	Lsat_1_v5_gn_6_111241.1, Lsat_1_v5_gn_6_111241.3, Lsat_1_v5_gn_4_131340.1, Lsat_1_v5_gn_4_131340.4
OG0000822	Dm_00007997-RA, Dm_00017675-RA	Lsat_1_v5_gn_7_100181.3, Lsat_1_v5_gn_7_100181.2, Lsat_1_v5_gn_7_100181.1, Lsat_1_v5_gn_7_100160.3, Lsat_1_v5_gn_7_100160.1, Lsat_1_v5_gn_9_101680.1
OG0000823	Dm_00017689-RA	Lsat_1_v5_gn_5_135620.1, Lsat_1_v5_gn_5_135620.3
OG0000823	Dm_00012267-RA, Dm_00019613-RA, Dm_00020602-RA	Lsat_1_v5_gn_8_86200.3, Lsat_1_v5_gn_8_86200.1, Lsat_1_v5_gn_8_86200.2, Lsat_1_v5_gn_5_143500.1, Lsat_1_v5_gn_5_143500.3, Lsat_1_v5_gn_5_143500.2
OG0000824	Dm_00000052-RA	Lsat_1_v5_gn_8_103681.3, Lsat_1_v5_gn_8_103681.1
OG0000824	Dm_00001960-RA	Lsat_1_v5_gn_4_10320.1
OG0000826	Dm_00012404-RA	Lsat_1_v5_gn_6_80741.1, Lsat_1_v5_gn_3_15160.1
OG0000826	Dm_00000818-RA	Lsat_1_v5_gn_2_56260.1, Lsat_1_v5_gn_2_56260.3
OG0000827	Dm_00019619-RA, Dm_00018687-RA	Lsat_1_v5_gn_2_59481.3, Lsat_1_v5_gn_2_59481.1, Lsat_1_v5_gn_3_103521.1, Lsat_1_v5_gn_3_103521.3
OG0000828	Dm_00006275-RA	Lsat_1_v5_gn_1_13121.1, Lsat_1_v5_gn_1_13121.3, Lsat_1_v5_gn_4_135081.1, Lsat_1_v5_gn_4_135081.3
OG0000835	Dm_00002210-RA	Lsat_1_v5_gn_3_117060.1, Lsat_1_v5_gn_3_117060.2
OG0000835	Dm_00008846-RA, Dm_00004479-RA	Lsat_1_v5_gn_7_62121.1
OG0000837	Dm_00001833-RA	Lsat_1_v5_gn_2_67041.1, Lsat_1_v5_gn_2_67041.2
OG0000838	Dm_00009442-RA	Lsat_1_v5_gn_9_22121.3, Lsat_1_v5_gn_9_22121.1, Lsat_1_v5_gn_9_22121.2, Lsat_1_v5_gn_1_55881.2, Lsat_1_v5_gn_1_55881.1
OG0000839	Dm_00001271-RA	Lsat_1_v5_gn_5_156020.1
OG0000839	Dm_00003222-RA, Dm_00003220-RA	Lsat_1_v5_gn_4_167020.1, Lsat_1_v5_gn_3_91700.1
OG0000840	Dm_00008560-RA	Lsat_1_v5_gn_8_134580.1, Lsat_1_v5_gn_1_2921.1, Lsat_1_v5_gn_0_38060.1, Lsat_1_v5_gn_0_43360.1, Lsat_1_v5_gn_9_53101.1, Lsat_1_v5_gn_5_148960.1, Lsat_1_v5_gn_0_17620.1, Lsat_1_v5_gn_5_181820.1, Lsat_1_v5_gn_8_151041.1, Lsat_1_v5_gn_5_140141.1
OG0000840	Dm_00020292-RA	Lsat_1_v5_gn_8_122301.1, Lsat_1_v5_gn_1_38700.1, Lsat_1_v5_gn_8_5900.1, Lsat_1_v5_gn_1_88060.1, Lsat_1_v5_gn_0_28780.1
OG0000841	Dm_00019697-RA, Dm_00013373-RA	Lsat_1_v5_gn_8_111541.1
OG0000842	Dm_00000030-RA	Lsat_1_v5_gn_8_107961.1
OG0000844	Dm_00011896-RA, Dm_00011895-RA	Lsat_1_v5_gn_3_61481.1
OG0000845	Dm_00013111-RA, Dm_00003372-RA	Lsat_1_v5_gn_4_70101.1, Lsat_1_v5_gn_4_70101.3, Lsat_1_v5_gn_8_122461.1
OG0000847	Dm_00003031-RA	Lsat_1_v5_gn_2_12460.3, Lsat_1_v5_gn_2_12460.1
OG0000847	Dm_00006985-RA	Lsat_1_v5_gn_3_46220.1, Lsat_1_v5_gn_3_46220.3, Lsat_1_v5_gn_3_46220.2
OG0000847	Dm_00015203-RA	Lsat_1_v5_gn_2_76000.1, Lsat_1_v5_gn_2_76000.2
OG0000848	Dm_00003356-RA	Lsat_1_v5_gn_3_93700.2, Lsat_1_v5_gn_3_93700.1, Lsat_1_v5_gn_4_178521.1, Lsat_1_v5_gn_4_178521.3
OG0000849	Dm_00013318-RA	Lsat_1_v5_gn_6_6561.3, Lsat_1_v5_gn_6_6561.1
OG0000850	Dm_00002759-RA, Dm_00001071-RA	Lsat_1_v5_gn_4_168161.1, Lsat_1_v5_gn_4_168161.2
OG0000851	Dm_00004082-RA	Lsat_1_v5_gn_6_80380.1, Lsat_1_v5_gn_3_18641.2, Lsat_1_v5_gn_3_18641.1
OG0000852	Dm_00012695-RA	Lsat_1_v5_gn_1_126300.2, Lsat_1_v5_gn_1_126300.4, Lsat_1_v5_gn_1_126300.1, Lsat_1_v5_gn_1_126300.3
OG0000854	Dm_00002125-RA	Lsat_1_v5_gn_9_93381.3, Lsat_1_v5_gn_9_93381.1, Lsat_1_v5_gn_7_109881.1
OG0000855	Dm_00012723-RA	Lsat_1_v5_gn_7_18640.1, Lsat_1_v5_gn_4_58400.1
OG0000856	Dm_00000728-RA	Lsat_1_v5_gn_7_56480.1, Lsat_1_v5_gn_7_56480.3, Lsat_1_v5_gn_8_69540.1, Lsat_1_v5_gn_8_69540.2
OG0000857	Dm_00008462-RA, Dm_00018225-RA	Lsat_1_v5_gn_8_63201.1, Lsat_1_v5_gn_6_20120.2, Lsat_1_v5_gn_6_20120.1, Lsat_1_v5_gn_6_115500.1, Lsat_1_v5_gn_6_115500.4
OG0000858	Dm_00003413-RA	Lsat_1_v5_gn_8_3640.1, Lsat_1_v5_gn_8_3640.2
OG0000859	Dm_00002500-RA	Lsat_1_v5_gn_4_90561.1, Lsat_1_v5_gn_5_132081.3, Lsat_1_v5_gn_5_132081.1, Lsat_1_v5_gn_1_33321.1
OG0000859	Dm_00002926-RA	Lsat_1_v5_gn_5_95800.1, Lsat_1_v5_gn_5_95680.1
OG0000859	Dm_00008679-RA	Lsat_1_v5_gn_1_44721.1, Lsat_1_v5_gn_1_44721.2
OG0000860	Dm_00014539-RA	Lsat_1_v5_gn_5_56541.4, Lsat_1_v5_gn_5_56541.1
OG0000861	Dm_00015827-RA	Lsat_1_v5_gn_6_12161.1, Lsat_1_v5_gn_6_84341.2, Lsat_1_v5_gn_6_84341.1
OG0000862	Dm_00012602-RA	Lsat_1_v5_gn_6_65541.1, Lsat_1_v5_gn_6_65541.2
OG0000863	Dm_00011133-RA, Dm_00007339-RA	Lsat_1_v5_gn_9_62761.2, Lsat_1_v5_gn_9_62761.1
OG0000864	Dm_00011840-RA	Lsat_1_v5_gn_6_61640.3, Lsat_1_v5_gn_6_61640.1, Lsat_1_v5_gn_0_32421.1, Lsat_1_v5_gn_0_32421.3, Lsat_1_v5_gn_0_32421.2, Lsat_1_v5_gn_6_61640.2, Lsat_1_v5_gn_6_61640.4
OG0000865	Dm_00009913-RA, Dm_00000512-RA	Lsat_1_v5_gn_7_27300.1, Lsat_1_v5_gn_7_27300.3, Lsat_1_v5_gn_7_27300.2
OG0000866	Dm_00018638-RA	Lsat_1_v5_gn_5_91221.2, Lsat_1_v5_gn_5_91221.1, Lsat_1_v5_gn_5_91221.3, Lsat_1_v5_gn_7_49861.1, Lsat_1_v5_gn_7_49861.2, Lsat_1_v5_gn_8_63481.1, Lsat_1_v5_gn_8_63481.3
OG0000867	Dm_00018153-RA	Lsat_1_v5_gn_1_30260.3
OG0000867	Dm_00016722-RA	Lsat_1_v5_gn_8_55141.1
OG0000868	Dm_00011623-RA	Lsat_1_v5_gn_8_125980.1
OG0000869	Dm_00010308-RA	Lsat_1_v5_gn_2_108480.3, Lsat_1_v5_gn_2_108480.1
OG0000869	Dm_00002907-RA, Dm_00006759-RA	Lsat_1_v5_gn_1_76961.1, Lsat_1_v5_gn_1_76961.2, Lsat_1_v5_gn_1_76961.3
OG0000870	Dm_00017822-RA	Lsat_1_v5_gn_1_14020.1, Lsat_1_v5_gn_1_14020.3, Lsat_1_v5_gn_4_108141.1, Lsat_1_v5_gn_5_19880.1
OG0000870	Dm_00001993-RA	Lsat_1_v5_gn_8_51160.1
OG0000871	Dm_00011480-RA	Lsat_1_v5_gn_3_49101.1, Lsat_1_v5_gn_3_49101.2, Lsat_1_v5_gn_8_160200.1, Lsat_1_v5_gn_8_160200.3, Lsat_1_v5_gn_8_160200.2
OG0000871	Dm_00012734-RA, Dm_00012735-RA	Lsat_1_v5_gn_8_22320.2, Lsat_1_v5_gn_6_10081.1, Lsat_1_v5_gn_6_74241.1, Lsat_1_v5_gn_8_22320.3, Lsat_1_v5_gn_8_22320.5
OG0000872	Dm_00015305-RA, Dm_00015026-RA	Lsat_1_v5_gn_3_96960.1, Lsat_1_v5_gn_3_96960.2
OG0000872	Dm_00007822-RA	Lsat_1_v5_gn_1_15060.3, Lsat_1_v5_gn_1_15060.1, Lsat_1_v5_gn_4_112420.4, Lsat_1_v5_gn_4_112420.1, Lsat_1_v5_gn_5_24640.1, Lsat_1_v5_gn_5_24640.3
OG0000878	Dm_00002195-RA	Lsat_1_v5_gn_5_65361.1
OG0000879	Dm_00007407-RA	Lsat_1_v5_gn_2_115281.2, Lsat_1_v5_gn_2_115281.1
OG0000879	Dm_00011185-RA, Dm_00018862-RA	Lsat_1_v5_gn_6_29540.1, Lsat_1_v5_gn_6_29540.3, Lsat_1_v5_gn_6_29540.2
OG0000880	Dm_00002075-RA	Lsat_1_v5_gn_1_22961.1
OG0000882	Dm_00005751-RA	Lsat_1_v5_gn_6_56560.2, Lsat_1_v5_gn_1_119220.1, Lsat_1_v5_gn_6_56560.1, Lsat_1_v5_gn_6_56560.3, Lsat_1_v5_gn_8_142481.1
OG0000883	Dm_00011579-RA, Dm_00009808-RA	Lsat_1_v5_gn_2_49101.2, Lsat_1_v5_gn_2_49101.1, Lsat_1_v5_gn_6_58860.1, Lsat_1_v5_gn_1_71720.1
OG0000884	Dm_00004031-RA, Dm_00008343-RA	Lsat_1_v5_gn_4_38221.1, Lsat_1_v5_gn_9_117000.2, Lsat_1_v5_gn_9_117000.1, Lsat_1_v5_gn_9_116940.1, Lsat_1_v5_gn_9_116980.1, Lsat_1_v5_gn_9_116980.2
OG0000885	Dm_00014485-RA, Dm_00006906-RA	Lsat_1_v5_gn_3_27320.5, Lsat_1_v5_gn_9_43641.1, Lsat_1_v5_gn_3_27320.1, Lsat_1_v5_gn_5_52601.1, Lsat_1_v5_gn_5_52340.1, Lsat_1_v5_gn_5_53461.1
OG0000886	Dm_00019764-RA, Dm_00013119-RA	Lsat_1_v5_gn_5_63320.1
OG0000887	Dm_00004282-RA, Dm_00000453-RA	Lsat_1_v5_gn_2_136101.2, Lsat_1_v5_gn_2_136101.1
OG0000887	Dm_00004945-RA	Lsat_1_v5_gn_4_132220.1, Lsat_1_v5_gn_1_24881.1, Lsat_1_v5_gn_1_24881.4
OG0000888	Dm_00020666-RA, Dm_00010391-RA	Lsat_1_v5_gn_3_38280.1, Lsat_1_v5_gn_0_31960.2, Lsat_1_v5_gn_0_31960.1, Lsat_1_v5_gn_9_7741.1, Lsat_1_v5_gn_4_77561.1, Lsat_1_v5_gn_7_72301.3, Lsat_1_v5_gn_6_13221.1
OG0000888	Dm_00001725-RA	Lsat_1_v5_gn_7_72301.2, Lsat_1_v5_gn_2_24761.1, Lsat_1_v5_gn_9_7741.3, Lsat_1_v5_gn_2_134500.1, Lsat_1_v5_gn_2_134500.2
OG0000889	Dm_00000822-RA	Lsat_1_v5_gn_0_6961.1, Lsat_1_v5_gn_0_6961.5, Lsat_1_v5_gn_7_108240.1
OG0000890	Dm_00004513-RA	Lsat_1_v5_gn_7_24140.3, Lsat_1_v5_gn_7_24140.2, Lsat_1_v5_gn_7_24140.1
OG0000891	Dm_00004528-RA	Lsat_1_v5_gn_4_53221.1, Lsat_1_v5_gn_4_53221.3, Lsat_1_v5_gn_1_126181.1, Lsat_1_v5_gn_1_126181.3
OG0000892	Dm_00008511-RA	Lsat_1_v5_gn_4_33420.1
OG0000893	Dm_00003228-RA, Dm_00003107-RA	Lsat_1_v5_gn_3_140280.3, Lsat_1_v5_gn_3_140280.1, Lsat_1_v5_gn_7_1081.2, Lsat_1_v5_gn_7_1081.1
OG0000894	Dm_00004825-RA	Lsat_1_v5_gn_5_132000.2, Lsat_1_v5_gn_5_132000.3, Lsat_1_v5_gn_5_132000.1, Lsat_1_v5_gn_4_90520.1
OG0000894	Dm_00016227-RA	Lsat_1_v5_gn_7_43420.2, Lsat_1_v5_gn_7_43420.1, Lsat_1_v5_gn_5_95120.5
OG0000895	Dm_00005159-RA	Lsat_1_v5_gn_2_134420.2, Lsat_1_v5_gn_2_134420.1
OG0000896	Dm_00004372-RA	Lsat_1_v5_gn_3_138240.2, Lsat_1_v5_gn_3_138240.3, Lsat_1_v5_gn_3_138240.1
OG0000897	Dm_00005123-RA, Dm_00001597-RA	Lsat_1_v5_gn_5_139561.1, Lsat_1_v5_gn_8_85820.1, Lsat_1_v5_gn_5_137041.1, Lsat_1_v5_gn_1_37841.1, Lsat_1_v5_gn_1_37841.3, Lsat_1_v5_gn_4_91521.1
OG0000898	Dm_00000443-RA, Dm_00003677-RA	Lsat_1_v5_gn_2_136381.1
OG0000899	Dm_00001649-RA	Lsat_1_v5_gn_4_126840.1, Lsat_1_v5_gn_1_21660.1
OG0000900	Dm_00006406-RA, Dm_00012537-RA, Dm_00001955-RA	Lsat_1_v5_gn_4_38241.1
OG0000901	Dm_00014271-RA	Lsat_1_v5_gn_1_35161.1
OG0000901	Dm_00006153-RA	Lsat_1_v5_gn_8_95460.1, Lsat_1_v5_gn_8_95460.3
OG0000905	Dm_00000972-RA, Dm_00000281-RA	Lsat_1_v5_gn_5_12001.1, Lsat_1_v5_gn_5_12001.2, Lsat_1_v5_gn_5_12001.3, Lsat_1_v5_gn_4_81740.2, Lsat_1_v5_gn_4_81740.3, Lsat_1_v5_gn_4_81740.1, Lsat_1_v5_gn_1_32961.1, Lsat_1_v5_gn_1_32961.2, Lsat_1_v5_gn_1_32961.3
OG0000906	Dm_00019854-RA	Lsat_1_v5_gn_4_4881.1, Lsat_1_v5_gn_1_63320.1, Lsat_1_v5_gn_0_15821.1, Lsat_1_v5_gn_1_63341.1
OG0000907	Dm_00004619-RA, Dm_00004620-RA	Lsat_1_v5_gn_0_7801.2, Lsat_1_v5_gn_0_7801.4, Lsat_1_v5_gn_0_7801.1, Lsat_1_v5_gn_0_7801.3, Lsat_1_v5_gn_2_104520.1
OG0000909	Dm_00004051-RA	Lsat_1_v5_gn_1_92920.2
OG0000910	Dm_00016744-RA, Dm_00008392-RA	Lsat_1_v5_gn_1_6300.3, Lsat_1_v5_gn_1_6300.1, Lsat_1_v5_gn_1_6300.2, Lsat_1_v5_gn_9_41220.1, Lsat_1_v5_gn_6_100640.3, Lsat_1_v5_gn_6_100640.1
OG0000912	Dm_00004870-RA, Dm_00008277-RA	Lsat_1_v5_gn_8_52080.2, Lsat_1_v5_gn_8_52080.1
OG0000913	Dm_00017786-RA	Lsat_1_v5_gn_4_6981.1
OG0000914	Dm_00016743-RA	Lsat_1_v5_gn_1_13620.1, Lsat_1_v5_gn_1_13620.3, Lsat_1_v5_gn_4_110641.2, Lsat_1_v5_gn_4_110641.1
OG0000914	Dm_00019763-RA, Dm_00010805-RA	Lsat_1_v5_gn_4_170480.1, Lsat_1_v5_gn_2_87700.1
OG0000915	Dm_00006326-RA	Lsat_1_v5_gn_1_28121.1, Lsat_1_v5_gn_1_28121.2
OG0000915	Dm_00016030-RA, Dm_00016525-RA	Lsat_1_v5_gn_4_5001.1, Lsat_1_v5_gn_4_5001.2, Lsat_1_v5_gn_3_28780.1, Lsat_1_v5_gn_3_28780.2
OG0000920	Dm_00017837-RA, Dm_00012873-RA	Lsat_1_v5_gn_5_73041.1, Lsat_1_v5_gn_5_73041.2, Lsat_1_v5_gn_5_73041.3, Lsat_1_v5_gn_3_122660.1
OG0000921	Dm_00018547-RA	Lsat_1_v5_gn_5_158300.1, Lsat_1_v5_gn_5_158260.1, Lsat_1_v5_gn_5_158260.2, Lsat_1_v5_gn_5_158220.1, Lsat_1_v5_gn_5_158400.1, Lsat_1_v5_gn_5_158120.1
OG0000922	Dm_00003552-RA	Lsat_1_v5_gn_7_11881.1
OG0000922	Dm_00008365-RA	Lsat_1_v5_gn_5_186481.3
OG0000924	Dm_00000883-RA	Lsat_1_v5_gn_6_92441.3, Lsat_1_v5_gn_6_92441.2, Lsat_1_v5_gn_6_92441.1, Lsat_1_v5_gn_6_92441.4
OG0000926	Dm_00015666-RA, Dm_00019625-RA, Dm_00013688-RA, Dm_00013687-RA	Lsat_1_v5_gn_7_103460.1, Lsat_1_v5_gn_5_126841.5, Lsat_1_v5_gn_5_126841.1, Lsat_1_v5_gn_9_99720.1
OG0000927	Dm_00014164-RA, Dm_00003873-RA	Lsat_1_v5_gn_9_94401.1, Lsat_1_v5_gn_9_20721.1
OG0000927	Dm_00019770-RA	Lsat_1_v5_gn_4_32541.1, Lsat_1_v5_gn_7_201.3, Lsat_1_v5_gn_7_201.1
OG0000929	Dm_00020161-RA	Lsat_1_v5_gn_7_85120.1, Lsat_1_v5_gn_7_85120.4
OG0000929	Dm_00011403-RA	Lsat_1_v5_gn_9_90121.2, Lsat_1_v5_gn_9_90121.1, Lsat_1_v5_gn_9_90101.2, Lsat_1_v5_gn_9_90101.1, Lsat_1_v5_gn_9_112760.1
OG0000930	Dm_00004640-RA	Lsat_1_v5_gn_5_153480.2, Lsat_1_v5_gn_5_153480.1
OG0000930	Dm_00003736-RA	Lsat_1_v5_gn_2_63561.1
OG0000930	Dm_00010376-RA	Lsat_1_v5_gn_7_5121.3, Lsat_1_v5_gn_7_5121.1
OG0000932	Dm_00013736-RA	Lsat_1_v5_gn_5_107360.1
OG0000933	Dm_00017983-RA	Lsat_1_v5_gn_5_148821.3, Lsat_1_v5_gn_5_148821.1
OG0000933	Dm_00002032-RA	Lsat_1_v5_gn_9_86541.1, Lsat_1_v5_gn_9_86541.2, Lsat_1_v5_gn_9_86441.3, Lsat_1_v5_gn_9_86441.1, Lsat_1_v5_gn_9_123300.3, Lsat_1_v5_gn_9_123300.1, Lsat_1_v5_gn_9_123300.2
OG0000934	Dm_00009372-RA	Lsat_1_v5_gn_4_31641.1, Lsat_1_v5_gn_4_31641.3
OG0000935	Dm_00014767-RA	Lsat_1_v5_gn_4_106460.1, Lsat_1_v5_gn_3_72001.3, Lsat_1_v5_gn_3_72001.1, Lsat_1_v5_gn_4_145360.1, Lsat_1_v5_gn_4_145360.2
OG0000936	Dm_00016473-RA	Lsat_1_v5_gn_1_2361.1
OG0000936	Dm_00019001-RA	Lsat_1_v5_gn_2_65721.3, Lsat_1_v5_gn_2_65721.1
OG0000937	Dm_00003976-RA, Dm_00002434-RA	Lsat_1_v5_gn_1_20440.1, Lsat_1_v5_gn_1_20440.2, Lsat_1_v5_gn_4_124120.3, Lsat_1_v5_gn_4_124120.1
OG0000938	Dm_00005535-RA, Dm_00004100-RA	Lsat_1_v5_gn_5_109540.1, Lsat_1_v5_gn_5_109540.2, Lsat_1_v5_gn_5_109540.3, Lsat_1_v5_gn_9_116241.1, Lsat_1_v5_gn_9_116241.3, Lsat_1_v5_gn_7_78100.2, Lsat_1_v5_gn_7_78100.1, Lsat_1_v5_gn_7_78100.3
OG0000939	Dm_00001568-RA	Lsat_1_v5_gn_9_38760.1, Lsat_1_v5_gn_9_38760.2, Lsat_1_v5_gn_5_151981.3, Lsat_1_v5_gn_8_110480.2, Lsat_1_v5_gn_8_110480.1
OG0000939	Dm_00013678-RA	Lsat_1_v5_gn_7_85200.1, Lsat_1_v5_gn_9_111780.1, Lsat_1_v5_gn_9_111780.3
OG0000940	Dm_00017697-RA, Dm_00006006-RA, Dm_00017797-RA	Lsat_1_v5_gn_1_62040.3, Lsat_1_v5_gn_2_95861.3, Lsat_1_v5_gn_2_95861.1, Lsat_1_v5_gn_6_39761.2, Lsat_1_v5_gn_6_39761.1, Lsat_1_v5_gn_1_62040.1
OG0000941	Dm_00006588-RA	Lsat_1_v5_gn_6_74421.1, Lsat_1_v5_gn_6_74421.3
OG0000941	Dm_00008441-RA	Lsat_1_v5_gn_6_74461.3, Lsat_1_v5_gn_6_74461.1
OG0000942	Dm_00013343-RA, Dm_00009776-RA	Lsat_1_v5_gn_6_86341.1, Lsat_1_v5_gn_6_86341.2, Lsat_1_v5_gn_3_6221.1, Lsat_1_v5_gn_3_6221.2
OG0000943	Dm_00010511-RA	Lsat_1_v5_gn_1_69641.1
OG0000944	Dm_00012696-RA	Lsat_1_v5_gn_4_117001.3, Lsat_1_v5_gn_4_117001.1, Lsat_1_v5_gn_5_26620.1, Lsat_1_v5_gn_4_136921.1, Lsat_1_v5_gn_1_17120.1
OG0000944	Dm_00000420-RA, Dm_00000192-RA	Lsat_1_v5_gn_2_52400.1, Lsat_1_v5_gn_1_73721.1
OG0000945	Dm_00018589-RA, Dm_00006598-RA	Lsat_1_v5_gn_4_160760.1, Lsat_1_v5_gn_3_86121.2, Lsat_1_v5_gn_3_86121.1, Lsat_1_v5_gn_2_83261.1, Lsat_1_v5_gn_2_83261.2
OG0000946	Dm_00008508-RA	Lsat_1_v5_gn_7_2400.1, Lsat_1_v5_gn_7_2400.3
OG0000947	Dm_00020212-RA	Lsat_1_v5_gn_6_5940.1, Lsat_1_v5_gn_6_5940.3
OG0000948	Dm_00009262-RA	Lsat_1_v5_gn_3_19200.1, Lsat_1_v5_gn_3_19200.2
OG0000949	Dm_00000316-RA	Lsat_1_v5_gn_3_29480.2, Lsat_1_v5_gn_3_29480.1, Lsat_1_v5_gn_3_29480.3, Lsat_1_v5_gn_8_151760.2, Lsat_1_v5_gn_8_151760.3, Lsat_1_v5_gn_8_151760.1, Lsat_1_v5_gn_4_77861.1, Lsat_1_v5_gn_4_77861.2, Lsat_1_v5_gn_4_77861.3, Lsat_1_v5_gn_4_185661.1, Lsat_1_v5_gn_0_11900.3, Lsat_1_v5_gn_0_11900.1
OG0000950	Dm_00009130-RA	Lsat_1_v5_gn_5_79561.3, Lsat_1_v5_gn_5_79561.1, Lsat_1_v5_gn_5_79541.1
OG0000951	Dm_00013103-RA	Lsat_1_v5_gn_7_104720.1, Lsat_1_v5_gn_7_104720.2, Lsat_1_v5_gn_5_60340.1, Lsat_1_v5_gn_5_60320.1
OG0000952	Dm_00000383-RA, Dm_00001941-RA	Lsat_1_v5_gn_8_35461.4, Lsat_1_v5_gn_8_35461.3, Lsat_1_v5_gn_8_35461.1, Lsat_1_v5_gn_3_105980.2, Lsat_1_v5_gn_3_105980.1, Lsat_1_v5_gn_4_24841.1, Lsat_1_v5_gn_4_24841.3
OG0000953	Dm_00019104-RA	Lsat_1_v5_gn_8_118021.1, Lsat_1_v5_gn_8_118021.2, Lsat_1_v5_gn_3_108001.3, Lsat_1_v5_gn_3_108001.1, Lsat_1_v5_gn_2_62380.3, Lsat_1_v5_gn_2_62380.2, Lsat_1_v5_gn_2_62380.1
OG0000954	Dm_00004586-RA, Dm_00017774-RA	Lsat_1_v5_gn_2_102060.1, Lsat_1_v5_gn_2_102060.3, Lsat_1_v5_gn_1_56881.3, Lsat_1_v5_gn_1_56881.1
