Orthogroup	D_muscipula.proteins	V_vinifera.proteins
OG0001277	Dm_00009511-RA	VIT_207s0031g01780.5, VIT_207s0031g01780.3, VIT_207s0031g01780.6, VIT_207s0031g01780.4, VIT_207s0031g01780.1, VIT_207s0031g01780.2
OG0001278	Dm_00007150-RA	VIT_208s0007g00380.4, VIT_208s0007g00380.1, VIT_208s0007g00380.2, VIT_208s0007g00380.3, VIT_208s0007g00380.5
OG0001279	Dm_00007105-RA	VIT_206s0061g01440.1, VIT_206s0061g01440.2
OG0001279	Dm_00010829-RA	VIT_208s0007g03770.1
OG0001280	Dm_00014550-RA	VIT_201s0137g00180.1
OG0001280	Dm_00014363-RA	VIT_201s0137g00070.1, VIT_201s0137g00170.1, VIT_201s0137g00170.2, VIT_201s0137g00130.1, VIT_201s0137g00160.1
OG0001281	Dm_00016877-RA	VIT_207s0005g00940.1
OG0001281	Dm_00001637-RA	VIT_214s0060g01570.1, VIT_214s0060g01570.2
OG0001282	Dm_00001283-RA, Dm_00003119-RA	VIT_208s0007g05240.1, VIT_208s0007g05240.3
OG0001282	Dm_00016833-RA	VIT_213s0067g02840.1
OG0001283	Dm_00005131-RA	VIT_205s0077g01240.5, VIT_205s0077g01240.1, VIT_205s0077g01240.3, VIT_205s0077g01240.4, VIT_205s0077g01240.2
OG0001284	Dm_00009547-RA	VIT_210s0116g01030.1, VIT_210s0116g01040.1, VIT_210s0116g01140.1
OG0001284	Dm_00013430-RA	VIT_219s0090g00895.1
OG0001285	Dm_00007552-RA	VIT_218s0001g05690.7, VIT_218s0001g05690.5, VIT_218s0001g05690.1, VIT_218s0001g05690.3, VIT_218s0001g05690.6, VIT_218s0001g05690.8
OG0001285	Dm_00014169-RA	VIT_212s0028g00440.1
OG0001286	Dm_00016387-RA	VIT_218s0001g07370.3, VIT_218s0001g07370.4, VIT_218s0001g07370.2, VIT_218s0001g07370.1
OG0001289	Dm_00005348-RA	VIT_204s0023g02420.2, VIT_204s0023g02420.1
OG0001290	Dm_00000155-RA, Dm_00004967-RA	VIT_203s0038g03730.3, VIT_203s0038g03730.1, VIT_203s0038g03730.2
OG0001291	Dm_00006038-RA	VIT_200s2255g00010.1
OG0001291	Dm_00006451-RA, Dm_00006453-RA, Dm_00014244-RA	VIT_200s2038g00010.2, VIT_200s2038g00010.1, VIT_210s0116g00020.1
OG0001292	Dm_00011170-RA	VIT_219s0027g00760.2, VIT_219s0027g00760.1
OG0001293	Dm_00019160-RA, Dm_00012481-RA	VIT_219s0014g01500.5, VIT_219s0014g01500.2, VIT_219s0014g01500.3, VIT_219s0014g01500.4, VIT_219s0014g01500.1
OG0001294	Dm_00002873-RA	VIT_217s0000g09120.3, VIT_217s0000g09120.1
OG0001294	Dm_00020549-RA	VIT_209s0002g02100.2, VIT_209s0002g02100.1
OG0001295	Dm_00010145-RA, Dm_00004986-RA	VIT_200s0265g00050.1
OG0001297	Dm_00016095-RA	VIT_209s0002g01480.13, VIT_209s0002g01480.11, VIT_209s0002g01480.17, VIT_209s0002g01480.19, VIT_209s0002g01480.10, VIT_209s0002g01480.15, VIT_209s0002g01480.14, VIT_209s0002g01480.12, VIT_209s0002g01480.18, VIT_209s0002g01480.16, VIT_209s0002g01480.5, VIT_209s0002g01480.20, VIT_209s0002g01480.22, VIT_209s0002g01480.21, VIT_209s0002g01480.8, VIT_209s0002g01480.7, VIT_209s0002g01480.1, VIT_209s0002g01480.3, VIT_209s0002g01480.4, VIT_209s0002g01480.2, VIT_209s0002g01480.9, VIT_209s0002g01480.6
OG0001298	Dm_00019068-RA, Dm_00009447-RA	VIT_216s0022g00660.1
OG0001298	Dm_00005067-RA	VIT_202s0154g00110.2, VIT_202s0154g00110.1, VIT_200s0233g00030.1, VIT_211s0037g00720.1, VIT_211s0037g00710.1, VIT_202s0154g00110.3
OG0001299	Dm_00003857-RA, Dm_00017021-RA, Dm_00010636-RA	VIT_209s0002g01740.1
OG0001300	Dm_00015843-RA, Dm_00014194-RA	VIT_209s0002g01730.1
OG0001301	Dm_00015607-RA	VIT_209s0002g02220.1
OG0001302	Dm_00014872-RA	VIT_218s0072g00340.1
OG0001303	Dm_00009541-RA	VIT_204s0008g07320.1
OG0001303	Dm_00013172-RA	VIT_218s0001g15050.1, VIT_218s0001g15050.2, VIT_218s0001g15050.6, VIT_218s0001g15050.4, VIT_218s0001g15050.5
OG0001304	Dm_00018442-RA	VIT_209s0054g01070.1
OG0001304	Dm_00007187-RA	VIT_211s0065g00420.1
OG0001305	Dm_00000456-RA	VIT_202s0025g01590.2, VIT_202s0025g01590.1
OG0001307	Dm_00011249-RA	VIT_213s0067g01110.4, VIT_213s0067g01110.3, VIT_213s0067g01110.2, VIT_213s0067g01110.1
OG0001308	Dm_00013856-RA, Dm_00009431-RA	VIT_207s0141g00730.2, VIT_207s0141g00730.5, VIT_207s0141g00730.3, VIT_207s0141g00730.4, VIT_207s0141g00730.6, VIT_207s0141g00730.1
OG0001309	Dm_00004274-RA	VIT_208s0007g02130.2, VIT_208s0007g02130.4, VIT_208s0007g02130.3, VIT_208s0007g02130.5, VIT_208s0007g02130.1, VIT_208s0007g02130.6, VIT_208s0007g02130.7
OG0001310	Dm_00003597-RA, Dm_00004132-RA	VIT_205s0062g00780.2, VIT_205s0062g00780.1
OG0001311	Dm_00004895-RA	VIT_204s0043g00370.1
OG0001311	Dm_00017143-RA	VIT_206s0004g06520.1
OG0001312	Dm_00016287-RA, Dm_00016932-RA	VIT_219s0014g01650.3, VIT_219s0014g01650.4, VIT_219s0014g01650.1, VIT_219s0014g01650.2, VIT_216s0013g01360.1
OG0001312	Dm_00004190-RA, Dm_00014747-RA	VIT_212s0028g02510.2, VIT_212s0028g02510.1, VIT_212s0028g02510.4, VIT_212s0028g02510.3, VIT_212s0028g02510.5
OG0001313	Dm_00003293-RA, Dm_00003294-RA	VIT_206s0080g00170.1, VIT_206s0009g00480.1, VIT_206s0009g00450.1
OG0001314	Dm_00017201-RA, Dm_00017200-RA	VIT_213s0019g03990.3, VIT_213s0019g03990.2, VIT_213s0019g03990.1, VIT_213s0019g03990.4
OG0001315	Dm_00019157-RA	VIT_216s0100g00360.1
OG0001316	Dm_00004301-RA, Dm_00015523-RA	VIT_206s0004g04000.1
OG0001316	Dm_00015231-RA	VIT_213s0067g03890.1
OG0001317	Dm_00004805-RA	VIT_212s0059g01420.2, VIT_212s0059g01420.4, VIT_212s0059g01420.3, VIT_212s0059g01420.5, VIT_212s0059g01420.1
OG0001317	Dm_00004804-RA, Dm_00006994-RA	VIT_210s0523g00030.6, VIT_210s0523g00030.8, VIT_210s0523g00030.4, VIT_210s0523g00030.7, VIT_210s0523g00030.9, VIT_210s0523g00030.3, VIT_210s0523g00030.1, VIT_210s0523g00030.5, VIT_210s0523g00030.2
OG0001318	Dm_00006353-RA	VIT_206s0080g01200.1
OG0001318	Dm_00000056-RA, Dm_00002537-RA	VIT_208s0007g02350.1
OG0001319	Dm_00007447-RA, Dm_00007879-RA	VIT_213s0064g01280.9, VIT_213s0064g01280.10, VIT_213s0064g01280.4, VIT_213s0064g01280.5, VIT_213s0064g01280.7, VIT_213s0064g01280.3, VIT_213s0064g01280.11, VIT_213s0064g01280.8, VIT_213s0064g01280.1, VIT_213s0064g01280.2, VIT_213s0064g01280.6
OG0001320	Dm_00012921-RA	VIT_209s0054g01610.2, VIT_209s0054g01610.1, VIT_209s0054g01610.3
OG0001321	Dm_00017879-RA, Dm_00008260-RA	VIT_203s0180g00210.1, VIT_205s0062g00620.1
OG0001322	Dm_00016043-RA, Dm_00012288-RA	VIT_207s0104g00570.2, VIT_205s0020g02520.1
OG0001322	Dm_00014605-RA, Dm_00016044-RA	VIT_207s0104g00570.1
OG0001323	Dm_00016618-RA	VIT_216s0100g00320.1
OG0001323	Dm_00011852-RA, Dm_00013847-RA	VIT_210s0071g00460.1, VIT_204s0023g00220.1, VIT_210s0071g00410.1, VIT_210s0071g00490.1, VIT_203s0091g00940.1, VIT_210s0071g00520.1, VIT_210s0071g00570.1
OG0001324	Dm_00004953-RA	VIT_206s0004g08480.1, VIT_206s0004g08480.3, VIT_206s0004g08480.2, VIT_203s0038g00030.1, VIT_203s0038g00030.2, VIT_206s0004g08480.4
OG0001325	Dm_00012856-RA	VIT_207s0005g06380.1
OG0001326	Dm_00020978-RA	VIT_217s0000g04750.1
OG0001326	Dm_00018393-RA	VIT_217s0000g04760.1
OG0001326	Dm_00009898-RA, Dm_00006954-RA	VIT_214s0006g02140.1, VIT_214s0006g02145.1
OG0001328	Dm_00000374-RA	VIT_202s0033g00690.1, VIT_210s0092g00580.1
OG0001329	Dm_00000235-RA	VIT_216s0039g01860.1, VIT_216s0039g01860.2
OG0001329	Dm_00012968-RA, Dm_00004666-RA	VIT_202s0012g01860.2, VIT_202s0012g01860.1
OG0001335	Dm_00019715-RA	VIT_207s0005g01085.1
OG0001335	Dm_00010064-RA	VIT_205s0077g01450.1
OG0001339	Dm_00006524-RA, Dm_00001805-RA, Dm_00001624-RA	VIT_207s0005g01330.1, VIT_205s0077g01230.2
OG0001340	Dm_00010517-RA, Dm_00004334-RA	VIT_206s0009g01080.1, VIT_206s0009g01080.2
OG0001341	Dm_00005281-RA, Dm_00008363-RA	VIT_207s0141g00680.1, VIT_207s0141g00680.2, VIT_207s0141g00680.3, VIT_207s0141g00680.4, VIT_207s0141g00680.5
OG0001341	Dm_00003557-RA	VIT_214s0081g00560.2, VIT_214s0081g00560.1
OG0001342	Dm_00004566-RA	VIT_216s0098g01010.1, VIT_202s0025g02780.2, VIT_202s0025g02780.1
OG0001343	Dm_00016121-RA, Dm_00000527-RA	VIT_205s0020g03380.1, VIT_205s0020g03380.2
OG0001344	Dm_00008464-RA	VIT_208s0040g02790.1
OG0001344	Dm_00008463-RA	VIT_213s0067g03850.3, VIT_213s0067g03850.4, VIT_213s0067g03850.7, VIT_213s0067g03850.9, VIT_213s0067g03850.2, VIT_213s0067g03850.1, VIT_213s0067g03850.8, VIT_213s0067g03850.6, VIT_213s0067g03850.5
OG0001346	Dm_00008824-RA, Dm_00003997-RA	VIT_214s0060g01960.1
OG0001347	Dm_00017599-RA	VIT_200s0762g00010.1, VIT_200s0743g00010.1, VIT_200s0762g00030.1, VIT_211s0016g04890.1, VIT_200s0398g00020.1, VIT_200s0262g00180.1, VIT_200s0409g00040.1, VIT_205s0051g00120.2, VIT_205s0051g00120.3, VIT_205s0051g00120.4, VIT_203s0017g01510.1, VIT_205s0051g00120.5, VIT_205s0051g00120.1, VIT_203s0017g01500.1
OG0001349	Dm_00004720-RA	VIT_207s0005g03730.3, VIT_207s0005g03730.1, VIT_207s0005g03730.2, VIT_207s0005g03730.4, VIT_207s0005g03730.5
OG0001350	Dm_00000933-RA	VIT_205s0051g00660.2, VIT_205s0051g00660.4, VIT_205s0051g00660.3, VIT_205s0051g00660.1
OG0001351	Dm_00015926-RA, Dm_00000481-RA	VIT_206s0061g00490.1, VIT_203s0017g01120.3, VIT_203s0017g01120.1, VIT_203s0017g01120.2, VIT_203s0017g01120.4, VIT_203s0017g01120.5
OG0001352	Dm_00017366-RA	VIT_205s0020g03020.3, VIT_205s0020g03020.5, VIT_205s0020g03020.7, VIT_205s0020g03020.6, VIT_205s0020g03020.4, VIT_205s0020g03020.2, VIT_205s0020g03020.1
OG0001353	Dm_00019671-RA	VIT_208s0007g04220.2, VIT_208s0007g04220.3, VIT_208s0007g04220.5, VIT_208s0007g04220.6, VIT_208s0007g04220.1, VIT_208s0007g04220.4
OG0001354	Dm_00021033-RA	VIT_208s0007g08260.1, VIT_208s0007g08260.2, VIT_208s0007g08260.4, VIT_208s0007g08260.3
OG0001356	Dm_00019569-RA	VIT_200s0194g00170.1
OG0001356	Dm_00000278-RA	VIT_217s0000g00905.3, VIT_217s0000g00905.1, VIT_217s0000g00905.2
OG0001358	Dm_00001247-RA	VIT_218s0001g00690.1
OG0001358	Dm_00005227-RA	VIT_204s0079g00690.1, VIT_204s0079g00710.1
OG0001359	Dm_00017799-RA	VIT_218s0001g15580.1, VIT_218s0001g15580.3, VIT_218s0001g15580.4, VIT_218s0001g15580.2
OG0001359	Dm_00020934-RA	VIT_204s0044g00990.2, VIT_204s0044g00990.3, VIT_204s0044g00990.1
OG0001361	Dm_00014376-RA	VIT_200s0264g00100.1, VIT_200s0264g00100.2
OG0001361	Dm_00000127-RA	VIT_218s0001g00770.4, VIT_218s0001g00770.3, VIT_218s0001g00770.2, VIT_218s0001g00770.1
OG0001362	Dm_00003351-RA, Dm_00003350-RA	VIT_218s0001g11800.2, VIT_218s0001g11800.1
OG0001363	Dm_00013041-RA, Dm_00006206-RA	VIT_218s0001g05550.1, VIT_218s0001g05550.2, VIT_218s0001g05550.4, VIT_218s0001g05550.3
OG0001364	Dm_00003578-RA	VIT_200s0194g00180.1
OG0001365	Dm_00019291-RA, Dm_00006894-RA	VIT_212s0028g03080.3, VIT_212s0028g03080.2, VIT_212s0028g03080.1, VIT_212s0028g03080.4, VIT_210s0003g00290.1
OG0001367	Dm_00001130-RA	VIT_202s0154g00090.1
OG0001367	Dm_00009448-RA	VIT_216s0022g00670.2, VIT_216s0022g00670.1
OG0001368	Dm_00003882-RA	VIT_201s0011g02810.1, VIT_201s0011g02810.2, VIT_201s0011g02810.3
OG0001368	Dm_00013672-RA	VIT_214s0006g03280.6, VIT_214s0006g03280.3, VIT_214s0006g03280.1, VIT_214s0006g03280.4, VIT_214s0006g03280.2, VIT_214s0006g03280.5
OG0001369	Dm_00011099-RA	VIT_219s0014g00410.1, VIT_219s0014g00410.2
OG0001370	Dm_00005290-RA	VIT_219s0014g01150.1, VIT_219s0014g01370.1, VIT_219s0014g01110.1, VIT_219s0014g01120.1
OG0001371	Dm_00019725-RA	VIT_209s0002g00380.2, VIT_209s0002g00380.1, VIT_209s0002g00380.3
OG0001372	Dm_00005355-RA	VIT_211s0016g02890.6, VIT_211s0016g02890.3, VIT_211s0016g02890.4, VIT_211s0016g02890.1, VIT_211s0016g02890.2, VIT_211s0016g02890.5
OG0001372	Dm_00004183-RA	VIT_202s0488g00050.1, VIT_200s0341g00010.1
OG0001373	Dm_00011719-RA	VIT_206s0061g00710.1, VIT_208s0007g04790.1, VIT_208s0007g04790.2, VIT_208s0007g04790.4, VIT_208s0007g04790.3
OG0001373	Dm_00016260-RA	VIT_204s0008g04480.1, VIT_204s0008g04480.2, VIT_204s0008g04480.3
OG0001374	Dm_00007549-RA	VIT_200s0198g00150.1
OG0001375	Dm_00005063-RA	VIT_215s0048g02328.1
OG0001376	Dm_00011445-RA	VIT_205s0077g00610.1
OG0001377	Dm_00003787-RA	VIT_209s0002g07880.1
OG0001377	Dm_00001622-RA	VIT_211s0118g00350.1, VIT_209s0002g07880.2, VIT_211s0118g00350.2, VIT_214s0060g01280.2, VIT_214s0060g01280.1, VIT_214s0060g01280.3
OG0001378	Dm_00017407-RA	VIT_216s0100g00270.1, VIT_215s0048g01080.1
OG0001379	Dm_00001414-RA	VIT_209s0002g00880.3, VIT_209s0002g00880.2, VIT_209s0002g00880.1, VIT_209s0002g00880.4
OG0001379	Dm_00008358-RA	VIT_211s0016g00700.4
OG0001380	Dm_00000742-RA	VIT_211s0052g00850.5, VIT_211s0052g00850.3, VIT_211s0052g00850.4, VIT_211s0052g00850.2, VIT_211s0052g00850.1
OG0001380	Dm_00014429-RA	VIT_204s0008g02570.1
OG0001381	Dm_00011205-RA	VIT_204s0008g00585.1
OG0001383	Dm_00002521-RA	VIT_211s0103g00210.1, VIT_209s0002g08520.1
OG0001384	Dm_00020386-RA	VIT_202s0025g04550.1
OG0001384	Dm_00003066-RA	VIT_216s0100g00230.1, VIT_216s0100g00250.1
OG0001385	Dm_00019353-RA	VIT_215s0021g00080.1, VIT_215s0045g01460.1, VIT_215s0021g00050.2, VIT_215s0021g00050.1, VIT_215s0021g00040.1, VIT_215s0045g01520.1
OG0001386	Dm_00010005-RA	VIT_206s0009g01840.5, VIT_206s0009g01840.3, VIT_206s0009g01840.2, VIT_206s0009g01840.1, VIT_206s0009g01840.4
OG0001387	Dm_00002141-RA	VIT_208s0007g07240.3
OG0001387	Dm_00007676-RA	VIT_206s0004g00500.1
OG0001387	Dm_00018651-RA	VIT_208s0007g07240.2, VIT_208s0007g07240.1
OG0001388	Dm_00000859-RA, Dm_00006045-RA	VIT_219s0090g00280.1, VIT_219s0090g00280.2
OG0001389	Dm_00004216-RA	VIT_208s0040g01770.1, VIT_208s0040g01770.2
OG0001390	Dm_00005855-RA	VIT_206s0004g06040.1
OG0001390	Dm_00017108-RA	VIT_208s0007g01810.6, VIT_208s0007g01810.5, VIT_208s0007g01810.3, VIT_208s0007g01810.1, VIT_208s0007g01810.2, VIT_208s0007g01810.4
OG0001391	Dm_00011870-RA	VIT_201s0150g00170.1, VIT_201s0150g00170.2, VIT_201s0150g00170.3
OG0001392	Dm_00000455-RA	VIT_216s0098g01870.1, VIT_216s0098g01870.5, VIT_216s0098g01870.2, VIT_216s0098g01870.6, VIT_216s0098g01870.7, VIT_216s0098g01870.3, VIT_216s0098g01870.4, VIT_216s0098g01870.8
OG0001394	Dm_00004794-RA	VIT_218s0072g00630.1
OG0001395	Dm_00001684-RA, Dm_00001440-RA	VIT_217s0000g09820.1, VIT_217s0000g09820.2
OG0001396	Dm_00009455-RA	VIT_201s0010g03810.2, VIT_201s0010g03810.1, VIT_201s0010g03810.3, VIT_201s0010g03810.4
OG0001397	Dm_00017666-RA, Dm_00020073-RA	VIT_214s0006g00430.1
OG0001397	Dm_00011587-RA	VIT_201s0011g02530.1, VIT_201s0011g02530.6, VIT_201s0011g02530.7, VIT_201s0011g02530.8, VIT_201s0011g02530.5, VIT_201s0011g02530.4, VIT_201s0011g02530.2, VIT_201s0011g02530.3, VIT_201s0011g02530.9
OG0001398	Dm_00008131-RA, Dm_00005877-RA, Dm_00017028-RA	VIT_204s0069g01146.1
OG0001400	Dm_00010980-RA, Dm_00012385-RA	VIT_201s0026g00270.2, VIT_201s0026g00270.1
OG0001400	Dm_00017467-RA	VIT_214s0066g01580.1, VIT_214s0066g01580.2, VIT_214s0066g01580.3, VIT_214s0066g01580.4
OG0001401	Dm_00008615-RA, Dm_00005688-RA	VIT_215s0021g01160.4, VIT_215s0021g01160.1, VIT_215s0021g01160.3, VIT_215s0021g01160.2
OG0001402	Dm_00015343-RA	VIT_211s0037g00950.1
OG0001402	Dm_00012511-RA, Dm_00004622-RA	VIT_201s0010g00990.1, VIT_214s0083g00580.3, VIT_214s0083g00580.2, VIT_214s0083g00580.1
OG0001403	Dm_00007798-RA	VIT_201s0011g04590.3, VIT_201s0011g04590.4, VIT_201s0011g04590.1, VIT_201s0011g04590.2, VIT_201s0011g04590.6, VIT_201s0011g04590.5, VIT_201s0011g04590.7
OG0001404	Dm_00015471-RA	VIT_214s0066g01280.1, VIT_214s0066g01280.3, VIT_214s0066g01280.2
OG0001406	Dm_00007130-RA, Dm_00002860-RA, Dm_00019182-RA	VIT_201s0026g01140.2, VIT_201s0026g01140.1, VIT_217s0000g05370.2, VIT_217s0000g05370.1
OG0001407	Dm_00009441-RA	VIT_208s0040g02500.1
OG0001419	Dm_00019168-RA	VIT_207s0151g01040.3, VIT_207s0151g01040.1, VIT_207s0151g01040.4, VIT_207s0151g01040.2, VIT_207s0151g01070.1
OG0001422	Dm_00009893-RA	VIT_206s0004g05120.1
OG0001423	Dm_00009030-RA	VIT_204s0023g00700.3, VIT_204s0023g00700.2, VIT_204s0023g00700.1
OG0001424	Dm_00015773-RA, Dm_00009756-RA	VIT_205s0124g00560.1
OG0001427	Dm_00007555-RA, Dm_00001331-RA	VIT_210s0003g01520.2, VIT_210s0003g01520.1, VIT_212s0028g01800.1, VIT_212s0028g01800.2
OG0001428	Dm_00013528-RA	VIT_208s0040g01010.1
OG0001428	Dm_00006783-RA	VIT_205s0020g02630.1
OG0001430	Dm_00010973-RA	VIT_214s0006g00300.1, VIT_201s0011g05670.2, VIT_201s0011g05670.1
OG0001430	Dm_00017651-RA	VIT_217s0000g02050.1, VIT_217s0000g02050.2
OG0001431	Dm_00006193-RA, Dm_00016557-RA, Dm_00006192-RA	VIT_206s0004g06060.1
OG0001432	Dm_00018157-RA	VIT_213s0064g00780.1, VIT_213s0064g00750.1, VIT_213s0064g00760.1
OG0001432	Dm_00009296-RA	VIT_208s0007g07760.1, VIT_208s0007g07780.1, VIT_208s0007g07770.1, VIT_208s0007g07750.1, VIT_208s0007g08330.1, VIT_208s0007g08330.2, VIT_208s0007g08330.3
OG0001433	Dm_00000344-RA, Dm_00005035-RA, Dm_00000343-RA	VIT_210s0003g03300.1
OG0001433	Dm_00001821-RA, Dm_00008040-RA	VIT_214s0060g00900.1
OG0001435	Dm_00007426-RA	VIT_208s0007g04680.1
OG0001437	Dm_00019917-RA	VIT_205s0020g02490.4, VIT_205s0020g02490.5, VIT_205s0020g02490.6, VIT_205s0020g02490.3, VIT_205s0020g02490.2, VIT_205s0020g02490.1
OG0001438	Dm_00009843-RA	VIT_205s0062g01370.3, VIT_205s0062g01370.4, VIT_205s0062g01370.2, VIT_205s0062g01370.1
OG0001438	Dm_00001209-RA	VIT_204s0023g00730.2, VIT_204s0023g00730.3, VIT_204s0023g00730.1
OG0001439	Dm_00000085-RA	VIT_204s0023g02330.1, VIT_211s0016g05100.1, VIT_209s0002g06460.1
OG0001439	Dm_00004036-RA, Dm_00014978-RA	VIT_205s0020g04890.1
OG0001441	Dm_00007882-RA, Dm_00018385-RA	VIT_218s0001g05480.1
OG0001443	Dm_00004589-RA, Dm_00005883-RA	VIT_200s2739g00010.1
OG0001445	Dm_00014327-RA	VIT_213s0067g00100.5
OG0001445	Dm_00014328-RA	VIT_208s0056g00230.4, VIT_208s0056g00230.3, VIT_213s0067g00100.3, VIT_213s0067g00100.1
OG0001446	Dm_00010546-RA, Dm_00007414-RA	VIT_200s0194g00070.2, VIT_200s0194g00070.1, VIT_212s0057g01350.1, VIT_212s0057g01350.3, VIT_212s0057g01350.2
OG0001447	Dm_00001768-RA	VIT_212s0059g00860.1
OG0001448	Dm_00006466-RA	VIT_219s0014g03740.1, VIT_219s0014g03740.3, VIT_219s0014g03740.2
OG0001448	Dm_00001924-RA	VIT_200s0203g00040.1
OG0001449	Dm_00011699-RA	VIT_203s0038g04560.1, VIT_213s0147g00060.1
OG0001450	Dm_00004092-RA, Dm_00004510-RA	VIT_212s0028g02160.1
OG0001451	Dm_00002884-RA	VIT_205s0020g00450.9, VIT_205s0020g00450.6, VIT_205s0020g00450.10, VIT_205s0020g00450.7, VIT_205s0020g00450.8, VIT_205s0020g00450.4, VIT_205s0020g00450.5, VIT_205s0020g00450.1, VIT_205s0020g00450.2, VIT_205s0020g00450.3
OG0001452	Dm_00001926-RA, Dm_00009938-RA	VIT_200s0203g00100.1, VIT_200s0203g00100.2
OG0001453	Dm_00002679-RA, Dm_00001531-RA	VIT_219s0015g00430.1, VIT_219s0015g00430.2
OG0001454	Dm_00014917-RA, Dm_00020564-RA	VIT_219s0014g02490.1
OG0001454	Dm_00008630-RA	VIT_200s0527g00020.1
OG0001455	Dm_00009053-RA	VIT_212s0059g00300.2, VIT_212s0059g00300.1, VIT_212s0059g00390.1
OG0001456	Dm_00018803-RA, Dm_00003074-RA	VIT_216s0100g00520.1
OG0001456	Dm_00012607-RA	VIT_202s0025g04380.2, VIT_202s0025g04380.1
OG0001457	Dm_00005104-RA, Dm_00018220-RA	VIT_200s0347g00030.1, VIT_200s0203g00210.1
OG0001458	Dm_00003492-RA	VIT_211s0016g02880.1, VIT_211s0016g02880.3, VIT_211s0016g02880.2, VIT_211s0016g02880.5, VIT_211s0016g02880.4
OG0001459	Dm_00007296-RA, Dm_00007297-RA	VIT_211s0016g05460.3, VIT_211s0016g05460.2, VIT_211s0016g05460.1, VIT_204s0008g05480.1
OG0001460	Dm_00004175-RA, Dm_00001490-RA	VIT_202s0025g02530.1, VIT_202s0025g02530.4, VIT_202s0025g02530.2, VIT_201s0010g02120.1, VIT_201s0010g01340.1, VIT_202s0025g02530.6, VIT_202s0025g02530.3, VIT_202s0025g02530.5
OG0001460	Dm_00000434-RA, Dm_00000174-RA	VIT_216s0098g01220.3, VIT_216s0098g01220.1, VIT_216s0098g01220.2
OG0001461	Dm_00012495-RA, Dm_00006682-RA	VIT_202s0025g03400.1, VIT_202s0025g03400.4, VIT_202s0025g03400.2, VIT_202s0025g03400.3
OG0001461	Dm_00012472-RA, Dm_00003345-RA	VIT_215s0046g02460.1
OG0001462	Dm_00004005-RA	VIT_216s0050g01850.1, VIT_216s0050g01850.4, VIT_216s0050g01850.3, VIT_216s0050g01850.2, VIT_216s0050g01850.5, VIT_216s0050g01830.1
OG0001463	Dm_00016246-RA	VIT_215s0048g01160.1
OG0001464	Dm_00019230-RA	VIT_214s0108g01200.1, VIT_214s0108g01200.2
OG0001464	Dm_00007977-RA	VIT_201s0113g00540.1
OG0001465	Dm_00016184-RA	VIT_202s0012g00150.2, VIT_202s0012g00150.1
OG0001465	Dm_00019095-RA	VIT_215s0021g00970.1, VIT_215s0021g00970.2
OG0001466	Dm_00004360-RA	VIT_202s0025g04440.1
OG0001467	Dm_00015873-RA, Dm_00010692-RA	VIT_215s0048g01890.1, VIT_215s0048g01890.3, VIT_215s0048g01890.5, VIT_215s0048g01890.2, VIT_215s0048g01890.4, VIT_215s0048g01890.6
OG0001468	Dm_00012527-RA, Dm_00012528-RA	VIT_213s0147g00210.2, VIT_213s0147g00210.1
OG0001469	Dm_00003586-RA, Dm_00004120-RA	VIT_219s0090g01720.4, VIT_219s0090g01720.5, VIT_219s0090g01720.1, VIT_219s0090g01720.3, VIT_219s0090g01720.2
OG0001470	Dm_00011365-RA	VIT_213s0106g00440.3, VIT_213s0106g00346.1, VIT_213s0106g00440.2, VIT_213s0106g00440.1, VIT_213s0106g00250.1, VIT_213s0106g00250.2, VIT_213s0106g00250.3, VIT_213s0106g00350.1
OG0001470	Dm_00000777-RA	VIT_208s0007g03670.1, VIT_208s0007g03670.2
OG0001471	Dm_00004534-RA, Dm_00017331-RA	VIT_210s0042g01120.1, VIT_219s0014g02700.1, VIT_210s0042g01090.1
OG0001472	Dm_00000352-RA	VIT_210s0003g02960.1
OG0001473	Dm_00007712-RA	VIT_208s0040g01730.1, VIT_208s0040g01730.7, VIT_208s0040g01730.4, VIT_208s0040g01730.3, VIT_208s0040g01730.6, VIT_208s0040g01730.5, VIT_208s0040g01730.2
OG0001474	Dm_00016221-RA, Dm_00017384-RA	VIT_208s0007g00720.1
OG0001476	Dm_00018075-RA	VIT_213s0019g04370.4, VIT_213s0019g04370.2, VIT_213s0019g04370.1, VIT_213s0019g04370.3
OG0001478	Dm_00010382-RA	VIT_206s0061g00730.1, VIT_208s0007g04780.1
OG0001478	Dm_00004308-RA	VIT_206s0004g04120.1
OG0001479	Dm_00020230-RA, Dm_00007221-RA	VIT_200s0992g00030.1, VIT_200s1404g00010.1, VIT_200s0704g00040.1
OG0001480	Dm_00004487-RA	VIT_208s0040g01170.6, VIT_208s0040g01170.2, VIT_208s0040g01170.1, VIT_208s0040g01170.3, VIT_208s0040g01170.4, VIT_208s0040g01170.5
OG0001481	Dm_00019076-RA	VIT_208s0007g06280.2, VIT_208s0007g06280.1, VIT_208s0007g06280.5, VIT_208s0007g06280.4, VIT_208s0007g06280.3
OG0001483	Dm_00001914-RA	VIT_207s0130g00420.1, VIT_207s0130g00420.2
OG0001484	Dm_00005875-RA, Dm_00004249-RA	VIT_213s0047g00120.3, VIT_213s0047g00120.1, VIT_213s0047g00120.4, VIT_213s0047g00120.2
OG0001484	Dm_00005727-RA	VIT_208s0040g00360.1, VIT_208s0040g00360.3, VIT_208s0040g00360.2
