Orthogroup	D_muscipula.proteins	S_lycopersicum.proteins
OG0001814	Dm_00002000-RA, Dm_00007814-RA	Solyc01g010880.3.1, Solyc05g007670.3.1
OG0001815	Dm_00019141-RA	Solyc06g069570.3.1, Solyc03g115470.3.1
OG0001815	Dm_00004835-RA	Solyc05g012520.3.1
OG0001816	Dm_00016747-RA	Solyc02g089460.1.1, Solyc02g089470.1.1
OG0001817	Dm_00000995-RA, Dm_00000994-RA	Solyc08g076810.3.1, Solyc08g076780.2.1, Solyc08g005120.3.1, Solyc08g076790.3.1, Solyc06g061280.3.1
OG0001818	Dm_00010147-RA	Solyc10g008360.2.1
OG0001819	Dm_00019284-RA	Solyc03g113250.3.1
OG0001819	Dm_00010884-RA	Solyc04g005790.3.1, Solyc05g007000.3.1, Solyc05g006990.3.1
OG0001820	Dm_00007602-RA, Dm_00007603-RA, Dm_00007604-RA	Solyc05g013490.3.1
OG0001821	Dm_00000236-RA	Solyc06g072750.3.1, Solyc03g097120.3.1
OG0001821	Dm_00005080-RA	Solyc08g076590.3.1, Solyc08g005170.3.1
OG0001824	Dm_00014128-RA, Dm_00012619-RA, Dm_00012561-RA, Dm_00012562-RA, Dm_00012799-RA, Dm_00008760-RA, Dm_00012832-RA, Dm_00015993-RA, Dm_00009653-RA, Dm_00019220-RA, Dm_00008403-RA, Dm_00013934-RA, Dm_00015975-RA, Dm_00011020-RA, Dm_00020225-RA, Dm_00010033-RA, Dm_00006137-RA, Dm_00009353-RA, Dm_00008303-RA, Dm_00012620-RA, Dm_00012036-RA	Solyc10g018790.1.1
OG0001833	Dm_00007548-RA	Solyc07g016020.1.1, Solyc07g016040.2.1, Solyc07g015985.1.1, Solyc07g032580.2.1
OG0001834	Dm_00015047-RA	Solyc01g079420.3.1
OG0001835	Dm_00000791-RA	Solyc11g068420.2.1, Solyc01g009520.3.1
OG0001836	Dm_00002798-RA, Dm_00000524-RA	Solyc01g097790.3.1
OG0001837	Dm_00014796-RA, Dm_00001780-RA	Solyc10g083570.2.1, Solyc09g009260.3.1
OG0001838	Dm_00009085-RA	Solyc01g080690.3.1
OG0001841	Dm_00008049-RA	Solyc09g066120.3.1, Solyc06g084000.3.1
OG0001841	Dm_00003553-RA, Dm_00004037-RA	Solyc01g097010.3.1
OG0001842	Dm_00019775-RA	Solyc07g049440.3.1, Solyc05g043320.2.1, Solyc05g043330.3.1, Solyc07g049430.3.1
OG0001843	Dm_00009809-RA	Solyc09g092500.1.1, Solyc12g098590.2.1
OG0001845	Dm_00009704-RA, Dm_00009711-RA, Dm_00009709-RA, Dm_00009703-RA, Dm_00009707-RA, Dm_00009712-RA, Dm_00009701-RA, Dm_00009708-RA, Dm_00015308-RA	Solyc05g007740.2.1
OG0001847	Dm_00011668-RA, Dm_00011297-RA, Dm_00004288-RA, Dm_00000449-RA	Solyc03g083030.3.1
OG0001848	Dm_00006739-RA, Dm_00001706-RA	Solyc05g009450.2.1, Solyc04g007170.3.1
OG0001851	Dm_00000951-RA, Dm_00003253-RA	Solyc03g118290.3.1, Solyc12g042077.1.1
OG0001852	Dm_00001612-RA	Solyc05g009020.3.1
OG0001853	Dm_00003447-RA	Solyc02g084990.3.1
OG0001853	Dm_00011046-RA	Solyc04g080620.3.1, Solyc01g008710.4.1, Solyc01g008720.2.1
OG0001855	Dm_00012979-RA	Solyc03g063050.1.1, Solyc03g063030.3.1, Solyc11g008440.2.1
OG0001856	Dm_00002557-RA, Dm_00002559-RA	Solyc09g092270.3.1
OG0001857	Dm_00011441-RA, Dm_00015877-RA	Solyc03g005690.3.1, Solyc09g090680.3.1
OG0001859	Dm_00017541-RA	Solyc09g061250.3.1, Solyc06g007940.2.1, Solyc09g048980.3.1
OG0001860	Dm_00020170-RA, Dm_00011727-RA	Solyc02g084710.3.1
OG0001860	Dm_00015318-RA	Solyc04g080850.3.1
OG0001862	Dm_00002435-RA, Dm_00009617-RA	Solyc12g088920.2.1, Solyc04g079300.3.1
OG0001863	Dm_00008687-RA	Solyc01g107910.3.1, Solyc10g050160.2.1
OG0001865	Dm_00006429-RA, Dm_00013695-RA	Solyc11g007800.2.1
OG0001866	Dm_00001079-RA, Dm_00003367-RA	Solyc02g090110.3.1
OG0001867	Dm_00004904-RA	Solyc07g008820.3.1
OG0001867	Dm_00016741-RA, Dm_00005224-RA	Solyc07g042020.3.1, Solyc12g009150.2.1
OG0001868	Dm_00001154-RA	Solyc12g089060.2.1, Solyc04g080030.3.1
OG0001869	Dm_00002214-RA	Solyc02g063010.3.1
OG0001869	Dm_00001151-RA, Dm_00002724-RA	Solyc12g089040.2.1, Solyc04g079980.3.1
OG0001870	Dm_00000748-RA, Dm_00007041-RA	Solyc07g019460.3.1
OG0001871	Dm_00013711-RA	Solyc01g107240.3.1, Solyc11g012990.1.1
OG0001872	Dm_00017079-RA	Solyc01g111440.3.1
OG0001873	Dm_00013480-RA, Dm_00005382-RA	Solyc01g107900.3.1
OG0001874	Dm_00019557-RA	Solyc04g055200.3.1
OG0001874	Dm_00010869-RA	Solyc06g007180.3.1
OG0001875	Dm_00015164-RA	Solyc02g084420.3.1
OG0001876	Dm_00001087-RA	Solyc02g089870.2.1, Solyc02g065540.2.1
OG0001877	Dm_00001556-RA, Dm_00000007-RA	Solyc10g074810.2.1
OG0001878	Dm_00015178-RA	Solyc12g013650.2.1, Solyc07g063340.3.1
OG0001878	Dm_00008514-RA	Solyc02g078630.2.1
OG0001880	Dm_00020974-RA, Dm_00015472-RA, Dm_00014201-RA	Solyc03g119080.4.1, Solyc12g040640.2.1
OG0001881	Dm_00003846-RA, Dm_00002280-RA	Solyc02g077910.3.1, Solyc10g009090.3.1
OG0001882	Dm_00013194-RA	Solyc07g063430.3.1
OG0001883	Dm_00000440-RA, Dm_00010231-RA	Solyc02g094520.3.1
OG0001884	Dm_00013745-RA	Solyc07g062970.3.1
OG0001885	Dm_00014027-RA	Solyc09g075640.3.1, Solyc01g103180.3.1
OG0001886	Dm_00014210-RA	Solyc09g098180.3.1, Solyc09g098160.3.1
OG0001886	Dm_00004129-RA	Solyc12g014590.2.1, Solyc07g065165.1.1
OG0001887	Dm_00017313-RA	Solyc12g010800.2.1, Solyc07g053450.3.1
OG0001887	Dm_00019352-RA	Solyc07g062710.3.1
OG0001888	Dm_00015797-RA	Solyc01g105220.3.1
OG0001888	Dm_00016865-RA	Solyc08g075540.4.1, Solyc08g005550.3.1
OG0001889	Dm_00016470-RA	Solyc06g034370.1.1, Solyc03g083615.1.1
OG0001889	Dm_00009120-RA	Solyc08g007450.1.1, Solyc08g079235.1.1
OG0001890	Dm_00006688-RA, Dm_00010862-RA	Solyc09g008150.2.1, Solyc10g084045.1.1
OG0001891	Dm_00019388-RA, Dm_00019602-RA	Solyc07g006720.3.1
OG0001891	Dm_00000406-RA	Solyc10g083440.1.1
OG0001892	Dm_00004747-RA, Dm_00000735-RA	Solyc02g021420.3.1
OG0001893	Dm_00010720-RA	Solyc03g122110.1.1, Solyc03g116063.1.1, Solyc08g005190.3.1, Solyc04g079920.3.1
OG0001894	Dm_00011151-RA	Solyc01g093980.3.1
OG0001894	Dm_00008521-RA	Solyc06g035530.3.1, Solyc11g072310.2.1, Solyc03g006880.3.1, Solyc10g045690.1.1, Solyc10g046773.1.1, Solyc10g046820.2.1, Solyc09g009110.3.1, Solyc10g045770.2.1, Solyc10g046800.2.1, Solyc06g050110.2.1
OG0001895	Dm_00016273-RA	Solyc05g018180.3.1
OG0001895	Dm_00014591-RA	Solyc08g066600.3.1
OG0001896	Dm_00006364-RA	Solyc08g042000.3.1
OG0001896	Dm_00007846-RA	Solyc07g007790.3.1
OG0001897	Dm_00017615-RA	Solyc06g063070.3.1, Solyc03g123500.4.1, Solyc12g049560.2.1
OG0001898	Dm_00012140-RA, Dm_00018102-RA	Solyc07g041640.3.1
OG0001899	Dm_00001010-RA, Dm_00009970-RA	Solyc07g005860.3.1
OG0001900	Dm_00007845-RA	Solyc12g019050.2.1, Solyc12g009660.2.1
OG0001901	Dm_00009814-RA	Solyc01g094050.1.1
OG0001902	Dm_00020875-RA, Dm_00015489-RA	Solyc12g009610.2.1, Solyc07g008000.3.1
OG0001903	Dm_00003106-RA	Solyc01g096020.3.1, Solyc05g050580.3.1, Solyc10g009420.3.1
OG0001904	Dm_00000641-RA	Solyc03g120750.3.1
OG0001904	Dm_00001751-RA	Solyc01g109520.3.1
OG0001906	Dm_00010683-RA	Solyc11g066080.1.1
OG0001907	Dm_00004357-RA	Solyc03g122150.3.1
OG0001908	Dm_00004607-RA	Solyc07g052460.3.1, Solyc05g045705.1.1, Solyc12g005820.2.1
OG0001908	Dm_00013554-RA	Solyc10g006430.2.1
OG0001910	Dm_00020780-RA, Dm_00020779-RA	Solyc09g007350.3.1, Solyc10g086020.2.1, Solyc10g084310.2.1
OG0001911	Dm_00004810-RA, Dm_00010774-RA	Solyc12g005960.2.1, Solyc07g049490.2.1
OG0001911	Dm_00005460-RA	Solyc10g006130.1.1, Solyc07g064890.1.1
OG0001912	Dm_00000050-RA	Solyc10g076280.2.1
OG0001914	Dm_00002298-RA	Solyc02g077150.1.1, Solyc02g077110.3.1, Solyc02g014470.3.1, Solyc02g077420.3.1, Solyc12g036490.2.1, Solyc02g077430.3.1, Solyc02g076990.3.1, Solyc02g077000.3.1, Solyc02g077020.3.1, Solyc02g077010.1.1, Solyc02g077030.3.1
OG0001915	Dm_00009831-RA	Solyc02g068560.3.1
OG0001916	Dm_00001316-RA	Solyc09g065010.3.1, Solyc11g040180.2.1, Solyc09g011930.3.1, Solyc11g040170.2.1
OG0001917	Dm_00018731-RA	Solyc10g006275.1.1, Solyc07g064650.2.1
OG0001918	Dm_00017652-RA	Solyc05g053750.2.1, Solyc02g068070.3.1, Solyc02g094040.3.1, Solyc03g005020.3.1
OG0001919	Dm_00018319-RA	Solyc05g047420.3.1
OG0001920	Dm_00001378-RA, Dm_00000788-RA	Solyc10g083490.2.1, Solyc09g009430.3.1
OG0001921	Dm_00009050-RA	Solyc08g082730.3.1
OG0001922	Dm_00004446-RA	Solyc09g072650.3.1, Solyc06g008230.3.1
OG0001923	Dm_00007286-RA	Solyc09g064270.3.1
OG0001925	Dm_00001661-RA	Solyc12g070110.1.1
OG0001926	Dm_00014799-RA	Solyc11g009080.2.1
OG0001926	Dm_00004941-RA, Dm_00016799-RA	Solyc04g074480.3.1
OG0001927	Dm_00017547-RA	Solyc01g106080.3.1
OG0001928	Dm_00010914-RA	Solyc02g087410.3.1
OG0001929	Dm_00014739-RA	Solyc04g007890.3.1
OG0001929	Dm_00011377-RA, Dm_00017792-RA	Solyc05g051290.3.1, Solyc11g011160.1.1
OG0001930	Dm_00008076-RA	Solyc12g049430.1.1, Solyc02g061800.2.1, Solyc12g089200.2.1, Solyc12g038120.2.1, Solyc12g038020.2.1, Solyc09g018480.1.1, Solyc05g008280.1.1, Solyc12g038000.2.1, Solyc12g038010.1.1, Solyc12g038150.1.1, Solyc12g038070.1.1, Solyc12g038045.1.1, Solyc12g038145.1.1, Solyc12g037990.1.1
OG0001930	Dm_00007017-RA, Dm_00008077-RA	Solyc07g066420.3.1
OG0001931	Dm_00007029-RA, Dm_00011538-RA	Solyc03g113270.3.1
OG0001931	Dm_00007459-RA, Dm_00018465-RA	Solyc05g006980.3.1, Solyc04g005800.3.1
OG0001932	Dm_00017769-RA	Solyc10g024420.2.1, Solyc10g019270.2.1
OG0001933	Dm_00002863-RA	Solyc05g006680.3.1
OG0001933	Dm_00012480-RA, Dm_00015476-RA	Solyc06g071160.3.1, Solyc03g113520.3.1
OG0001934	Dm_00019944-RA, Dm_00020908-RA	Solyc05g051610.2.1
OG0001935	Dm_00004922-RA	Solyc03g114360.3.1
OG0001936	Dm_00002845-RA, Dm_00007305-RA	Solyc03g031970.3.1, Solyc02g037530.3.1
OG0001937	Dm_00009780-RA	Solyc03g113370.3.1, Solyc01g016455.1.1, Solyc06g071120.3.1
OG0001938	Dm_00018144-RA, Dm_00014649-RA	Solyc02g087960.3.1, Solyc02g067340.3.1, Solyc06g069850.3.1, Solyc03g116100.3.1
OG0001939	Dm_00010563-RA	Solyc06g071570.3.1, Solyc06g071080.3.1, Solyc06g071090.2.1, Solyc03g113430.3.1
OG0001939	Dm_00014995-RA	Solyc03g113420.3.1
OG0001941	Dm_00009937-RA	Solyc02g079300.3.1
OG0001943	Dm_00020272-RA	Solyc01g097030.3.1, Solyc06g065250.1.1
OG0001947	Dm_00017386-RA, Dm_00020063-RA, Dm_00014534-RA, Dm_00017226-RA, Dm_00015869-RA, Dm_00014442-RA, Dm_00006541-RA	Solyc01g066660.1.1, Solyc03g083930.1.1, Solyc01g018040.1.1, Solyc09g061850.1.1, Solyc05g014920.1.1
OG0001958	Dm_00004146-RA, Dm_00001182-RA	Solyc10g079870.2.1, Solyc04g016430.3.1
OG0001959	Dm_00007986-RA	Solyc11g068610.2.1
OG0001959	Dm_00016482-RA	Solyc09g090550.3.1
OG0001960	Dm_00002110-RA	Solyc01g098390.3.1
OG0001960	Dm_00016990-RA	Solyc06g008870.2.1, Solyc09g074270.3.1
OG0001961	Dm_00015460-RA	Solyc06g074350.3.1
OG0001962	Dm_00018419-RA	Solyc03g058210.2.1
OG0001963	Dm_00015628-RA	Solyc11g008280.2.1
OG0001963	Dm_00000482-RA	Solyc06g074850.3.1, Solyc06g017860.2.1, Solyc05g041540.3.1, Solyc11g066250.2.1
OG0001964	Dm_00010219-RA	Solyc06g007370.1.1
OG0001964	Dm_00000672-RA	Solyc02g076800.1.1, Solyc03g006160.1.1
OG0001965	Dm_00010576-RA	Solyc10g083750.2.1, Solyc09g008720.2.1
OG0001966	Dm_00012875-RA	Solyc11g044480.2.1
OG0001967	Dm_00009351-RA	Solyc09g064530.3.1
OG0001968	Dm_00000541-RA	Solyc09g074520.3.1
OG0001969	Dm_00009644-RA	Solyc12g013710.2.1, Solyc10g006900.3.1
OG0001970	Dm_00008647-RA, Dm_00018937-RA	Solyc05g005080.3.1, Solyc01g102580.3.1
OG0001970	Dm_00002452-RA	Solyc11g008820.2.1
OG0001972	Dm_00009232-RA, Dm_00009233-RA	Solyc09g011740.3.1, Solyc10g084990.2.1, Solyc10g086690.2.1
OG0001973	Dm_00004302-RA	Solyc06g075610.1.1, Solyc11g073010.1.1, Solyc06g005280.1.1
OG0001974	Dm_00002221-RA, Dm_00002225-RA, Dm_00002223-RA	Solyc07g043240.3.1
OG0001975	Dm_00011694-RA, Dm_00000268-RA	Solyc08g041860.1.1
OG0001976	Dm_00019670-RA	Solyc02g065715.1.1, Solyc02g065710.2.1
OG0001977	Dm_00018222-RA, Dm_00016215-RA	Solyc04g008810.3.1, Solyc06g007470.3.1
OG0001978	Dm_00016642-RA	Solyc03g025560.3.1
OG0001979	Dm_00008823-RA, Dm_00003995-RA, Dm_00020808-RA	Solyc09g075430.3.1, Solyc06g009210.3.1
OG0001980	Dm_00001759-RA, Dm_00005186-RA	Solyc02g080960.2.1
OG0001981	Dm_00016945-RA, Dm_00005898-RA	Solyc05g053290.3.1, Solyc01g067980.1.1, Solyc01g068000.3.1, Solyc06g009390.3.1
OG0001982	Dm_00007056-RA, Dm_00013612-RA	Solyc01g110190.3.1, Solyc10g054080.2.1, Solyc11g044880.2.1
OG0001983	Dm_00010487-RA, Dm_00014672-RA	Solyc01g111580.3.1, Solyc10g055550.2.1
OG0001984	Dm_00009880-RA, Dm_00011641-RA	Solyc01g008690.3.1
OG0001985	Dm_00017907-RA, Dm_00014979-RA	Solyc04g078250.3.1
OG0001985	Dm_00006212-RA	Solyc02g092800.3.1
OG0001986	Dm_00016702-RA	Solyc02g091650.3.1, Solyc02g063450.3.1
OG0001987	Dm_00009225-RA	Solyc10g008390.3.1, Solyc12g013810.2.1, Solyc10g006970.3.1, Solyc07g063190.3.1
OG0001988	Dm_00014720-RA	Solyc01g111760.3.1
OG0001989	Dm_00007828-RA	Solyc11g010350.2.1
OG0001989	Dm_00006931-RA	Solyc12g056960.2.1
OG0001990	Dm_00011776-RA	Solyc01g106060.3.1
OG0001990	Dm_00001000-RA	Solyc07g006090.2.1
OG0001991	Dm_00003896-RA, Dm_00006932-RA	Solyc01g107190.3.1, Solyc02g092550.3.1
OG0001992	Dm_00008385-RA	Solyc04g072800.3.1
OG0001993	Dm_00011815-RA, Dm_00006716-RA	Solyc03g044300.3.1, Solyc02g064960.3.1, Solyc02g093150.3.1
OG0001994	Dm_00003796-RA	Solyc07g007860.1.1, Solyc12g009650.2.1
OG0001995	Dm_00011220-RA	Solyc02g078520.3.1, Solyc02g078515.1.1
OG0001996	Dm_00004193-RA	Solyc10g008030.3.1, Solyc07g053350.3.1
OG0001996	Dm_00000688-RA, Dm_00002301-RA	Solyc02g077080.3.1
OG0001998	Dm_00008673-RA, Dm_00008942-RA	Solyc12g014070.2.1, Solyc10g007140.3.1, Solyc07g062720.2.1
OG0001999	Dm_00003019-RA	Solyc07g039550.3.1, Solyc01g110990.2.1
OG0002000	Dm_00004730-RA	Solyc12g014420.2.1
OG0002000	Dm_00006876-RA	Solyc07g049370.2.1
OG0002001	Dm_00001335-RA, Dm_00005597-RA	Solyc10g007950.3.1, Solyc07g055300.3.1
OG0002001	Dm_00006390-RA	Solyc02g072150.3.1
OG0002002	Dm_00013357-RA	Solyc07g049320.3.1
OG0002003	Dm_00001060-RA, Dm_00000098-RA	Solyc05g055340.3.1, Solyc11g007340.2.1
OG0002004	Dm_00004010-RA, Dm_00000639-RA	Solyc03g120780.3.1, Solyc08g068180.3.1, Solyc06g066660.3.1
OG0002005	Dm_00011478-RA, Dm_00011322-RA	Solyc08g065190.3.1
OG0002006	Dm_00010569-RA, Dm_00008655-RA	Solyc08g076300.3.1
OG0002006	Dm_00000140-RA	Solyc12g094520.2.1
OG0002007	Dm_00002260-RA	Solyc07g009130.3.1
OG0002008	Dm_00007650-RA	Solyc01g090420.3.1
OG0002009	Dm_00018872-RA	Solyc11g022470.2.1, Solyc11g067280.2.1
OG0002010	Dm_00004356-RA, Dm_00011636-RA	Solyc06g063050.3.1, Solyc12g049510.2.1, Solyc03g122040.3.1
OG0002011	Dm_00007850-RA	Solyc12g044820.2.1
OG0002012	Dm_00013444-RA, Dm_00002990-RA	Solyc06g066420.3.1, Solyc03g121090.3.1
OG0002013	Dm_00010104-RA, Dm_00006404-RA, Dm_00009121-RA	Solyc03g083730.1.1, Solyc03g083770.1.1
OG0002014	Dm_00000430-RA	Solyc03g082500.3.1
OG0002014	Dm_00004514-RA, Dm_00012186-RA	Solyc01g096350.3.1
OG0002015	Dm_00003462-RA	Solyc03g120940.3.1
OG0002016	Dm_00014152-RA, Dm_00015370-RA	Solyc08g081140.3.1
OG0002017	Dm_00004428-RA, Dm_00003666-RA	Solyc07g006580.3.1, Solyc06g009270.3.1
OG0002018	Dm_00013994-RA	Solyc01g094620.3.1
OG0002019	Dm_00012485-RA	Solyc01g104490.3.1
OG0002020	Dm_00013247-RA, Dm_00009463-RA	Solyc05g015500.3.1
OG0002021	Dm_00014263-RA, Dm_00010398-RA	Solyc03g122300.2.1, Solyc01g014710.1.1, Solyc03g078050.1.1, Solyc01g016435.1.1, Solyc03g063580.1.1, Solyc01g066000.1.1, Solyc06g062960.2.1
OG0002022	Dm_00012717-RA	Solyc08g008380.3.1, Solyc08g082630.3.1
OG0002023	Dm_00020045-RA, Dm_00003260-RA	Solyc05g051996.1.1
OG0002024	Dm_00004277-RA	Solyc07g049720.3.1
OG0002025	Dm_00011932-RA, Dm_00012516-RA	Solyc12g019490.2.1
OG0002025	Dm_00008915-RA	Solyc09g042750.3.1
OG0002026	Dm_00000057-RA	Solyc01g007240.3.1, Solyc01g007230.3.1, Solyc10g081980.2.1, Solyc10g081970.2.1
OG0002027	Dm_00006200-RA	Solyc12g056120.1.1
OG0002027	Dm_00014508-RA	Solyc05g010260.3.1
OG0002029	Dm_00014498-RA	Solyc07g066020.2.1
OG0002030	Dm_00011963-RA	Solyc10g078910.2.1, Solyc10g080550.2.1
OG0002031	Dm_00012103-RA, Dm_00006046-RA	Solyc01g073770.2.1, Solyc01g015020.3.1
OG0002032	Dm_00009883-RA	Solyc06g006100.3.1
OG0002033	Dm_00016644-RA	Solyc01g009330.1.1, Solyc11g068920.1.1
OG0002034	Dm_00019598-RA, Dm_00013170-RA, Dm_00020358-RA	Solyc06g069090.3.1, Solyc03g119360.3.1
OG0002035	Dm_00009477-RA	Solyc05g054860.1.1
OG0002035	Dm_00005767-RA	Solyc06g005230.2.1, Solyc11g072910.1.1
OG0002036	Dm_00010285-RA, Dm_00016143-RA	Solyc10g084540.2.1, Solyc09g005910.3.1
OG0002037	Dm_00007849-RA	Solyc02g086610.3.1
OG0002037	Dm_00018860-RA	Solyc11g011930.2.1, Solyc01g005560.3.1
OG0002038	Dm_00007928-RA	Solyc03g033270.3.1, Solyc03g033260.3.1, Solyc04g064720.3.1
OG0002039	Dm_00007272-RA	Solyc07g052695.1.1
OG0002040	Dm_00003946-RA	Solyc08g066590.3.1
OG0002042	Dm_00007955-RA	Solyc07g045440.1.1, Solyc12g006110.2.1
OG0002043	Dm_00004608-RA, Dm_00011351-RA	Solyc05g045660.3.1, Solyc12g005840.2.1, Solyc07g052410.3.1
OG0002045	Dm_00003838-RA	Solyc06g076400.3.1
OG0002045	Dm_00017343-RA	Solyc03g096670.3.1, Solyc05g052980.3.1
OG0002046	Dm_00019970-RA, Dm_00018490-RA, Dm_00003765-RA	Solyc11g007910.2.1
OG0002048	Dm_00005726-RA, Dm_00003419-RA	Solyc10g077060.2.1
OG0002048	Dm_00003420-RA	Solyc10g077050.2.1
OG0002049	Dm_00014824-RA, Dm_00015992-RA	Solyc08g075090.3.1, Solyc07g008370.3.1
OG0002050	Dm_00001648-RA	Solyc12g088800.2.1, Solyc04g078800.3.1
OG0002051	Dm_00019870-RA	Solyc06g083410.3.1, Solyc09g082490.3.1
OG0002054	Dm_00003302-RA, Dm_00003305-RA	Solyc06g036100.3.1, Solyc03g025350.3.1
OG0002055	Dm_00011443-RA, Dm_00008613-RA	Solyc12g088010.2.1, Solyc04g076540.3.1
OG0002057	Dm_00004872-RA	Solyc08g081250.3.1
OG0002058	Dm_00020496-RA	Solyc11g005380.2.1
OG0002058	Dm_00011500-RA	Solyc04g071360.3.1, Solyc12g056510.2.1
OG0002059	Dm_00002380-RA	Solyc04g078610.3.1
OG0002062	Dm_00012681-RA	Solyc02g089680.3.1, Solyc02g089690.3.1, Solyc02g065600.3.1, Solyc03g046270.3.1
OG0002063	Dm_00011407-RA	Solyc01g101090.3.1
OG0002065	Dm_00005619-RA, Dm_00011330-RA	Solyc08g074920.1.1, Solyc08g074930.1.1, Solyc08g074940.3.1, Solyc08g005830.1.1, Solyc08g005840.1.1, Solyc08g005810.1.1, Solyc08g005820.1.1, Solyc08g005850.1.1
OG0002066	Dm_00011653-RA	Solyc02g063060.3.1
OG0002067	Dm_00008138-RA	Solyc08g077200.3.1
OG0002068	Dm_00013702-RA, Dm_00017084-RA	Solyc05g005610.3.1
OG0002069	Dm_00013036-RA, Dm_00010281-RA	Solyc01g104170.3.1, Solyc10g024330.2.1
OG0002071	Dm_00001610-RA	Solyc05g008910.3.1
OG0002072	Dm_00017466-RA, Dm_00013061-RA	Solyc02g087040.1.1, Solyc02g067680.1.1
OG0002072	Dm_00003955-RA	Solyc05g005790.3.1
OG0002073	Dm_00012019-RA	Solyc12g099210.2.1, Solyc12g099200.2.1, Solyc12g099190.1.1
OG0002086	Dm_00002583-RA, Dm_00014413-RA	Solyc06g084230.3.1, Solyc09g065330.3.1, Solyc01g097870.3.1
OG0002087	Dm_00006865-RA	Solyc01g005830.3.1
OG0002088	Dm_00001876-RA, Dm_00016042-RA, Dm_00014463-RA, Dm_00000789-RA	Solyc05g054070.3.1, Solyc11g012110.2.1, Solyc04g014720.3.1
OG0002089	Dm_00006901-RA, Dm_00013956-RA	Solyc06g050640.1.1
OG0002090	Dm_00015825-RA	Solyc02g005423.1.1, Solyc09g091730.3.1, Solyc12g098340.2.1, Solyc05g053680.1.1
OG0002091	Dm_00008246-RA	Solyc09g090120.3.1
OG0002092	Dm_00014545-RA	Solyc09g082550.3.1, Solyc06g084140.3.1
OG0002092	Dm_00005744-RA	Solyc09g065560.3.1
OG0002094	Dm_00000897-RA, Dm_00002090-RA	Solyc08g007340.3.1, Solyc08g007360.3.1
OG0002095	Dm_00019295-RA, Dm_00019534-RA	Solyc03g071560.3.1, Solyc11g008210.2.1
OG0002096	Dm_00011232-RA	Solyc01g080700.3.1, Solyc01g080550.2.1, Solyc01g080570.3.1, Solyc01g080580.3.1, Solyc01g080705.1.1
OG0002097	Dm_00009197-RA	Solyc10g081460.2.1
OG0002098	Dm_00001470-RA	Solyc02g078900.3.1
OG0002099	Dm_00018073-RA, Dm_00020026-RA	Solyc09g075830.3.1
OG0002102	Dm_00011222-RA	Solyc02g066910.3.1, Solyc02g088900.3.1
OG0002103	Dm_00002105-RA, Dm_00000553-RA, Dm_00002106-RA	Solyc01g067750.3.1
OG0002104	Dm_00005829-RA	Solyc06g007670.3.1, Solyc09g020130.3.1, Solyc06g082870.3.1
OG0002105	Dm_00001419-RA, Dm_00011481-RA, Dm_00010083-RA	Solyc10g078430.2.1
OG0002106	Dm_00011718-RA	Solyc11g066380.2.1
OG0002107	Dm_00004685-RA	Solyc10g079530.1.1, Solyc10g079520.1.1
OG0002108	Dm_00008241-RA, Dm_00018673-RA	Solyc01g102350.3.1, Solyc10g038130.2.1
OG0002109	Dm_00010211-RA, Dm_00019991-RA, Dm_00015049-RA	Solyc06g073990.2.1, Solyc11g068765.1.1, Solyc10g083140.1.1, Solyc01g007870.3.1
OG0002110	Dm_00002006-RA	Solyc09g097860.3.1, Solyc12g098630.2.1, Solyc09g097865.1.1
OG0002111	Dm_00010665-RA	Solyc10g044510.2.1
OG0002111	Dm_00016269-RA	Solyc02g083720.3.1
OG0002113	Dm_00020308-RA	Solyc11g005170.2.1
OG0002114	Dm_00004253-RA	Solyc01g096560.2.1
OG0002116	Dm_00020408-RA	Solyc01g066070.3.1
OG0002116	Dm_00012403-RA	Solyc06g009200.3.1
OG0002117	Dm_00013139-RA	Solyc11g018500.2.1, Solyc11g018490.2.1
OG0002118	Dm_00017431-RA	Solyc12g056980.1.1, Solyc04g072900.1.1
OG0002120	Dm_00018169-RA, Dm_00007923-RA, Dm_00009741-RA	Solyc11g043210.2.1, Solyc01g108050.3.1, Solyc01g106050.3.1
OG0002121	Dm_00006883-RA	Solyc04g055080.3.1, Solyc05g051900.3.1, Solyc05g051920.3.1, Solyc05g051910.2.1, Solyc05g051940.3.1
OG0002122	Dm_00020575-RA	Solyc06g059850.2.1, Solyc04g063350.3.1, Solyc06g059840.3.1
OG0002122	Dm_00005974-RA	Solyc05g056480.3.1, Solyc04g025710.2.1
OG0002124	Dm_00016673-RA	Solyc12g008640.2.1, Solyc05g051780.3.1
OG0002125	Dm_00013908-RA	Solyc04g054480.3.1
OG0002126	Dm_00016472-RA, Dm_00017967-RA	Solyc04g074990.3.1
OG0002127	Dm_00007402-RA, Dm_00008433-RA	Solyc08g077710.3.1
OG0002128	Dm_00017683-RA, Dm_00005539-RA	Solyc02g083400.3.1, Solyc02g062040.3.1, Solyc03g033330.3.1
OG0002129	Dm_00005072-RA	Solyc08g074370.3.1
OG0002130	Dm_00007018-RA	Solyc11g017470.2.1, Solyc06g060230.3.1
OG0002130	Dm_00001862-RA, Dm_00010258-RA	Solyc04g009440.3.1, Solyc04g009435.1.1
OG0002131	Dm_00009841-RA	Solyc06g071310.3.1, Solyc03g114000.3.1
OG0002131	Dm_00001361-RA	Solyc12g088320.2.1, Solyc04g077780.3.1
