Orthogroup	D_muscipula.proteins	D_spatulata.proteins
OG0001764	Dm_00000351-RA	Ds_00010832-RA
OG0001764	Dm_00017624-RA	Ds_00014537-RA
OG0001765	Dm_00019196-RA	Ds_00017415-RA
OG0001765	Dm_00002350-RA	Ds_00000549-RA
OG0001766	Dm_00015415-RA	Ds_00007821-RA
OG0001767	Dm_00020031-RA	Ds_00001317-RA
OG0001767	Dm_00003077-RA, Dm_00007010-RA	Ds_00012044-RA, Ds_00009958-RA
OG0001768	Dm_00005061-RA	Ds_00002395-RA
OG0001769	Dm_00008252-RA, Dm_00013230-RA	Ds_00003367-RA
OG0001769	Dm_00007558-RA	Ds_00002568-RA
OG0001769	Dm_00001016-RA	Ds_00008236-RA
OG0001770	Dm_00008920-RA	Ds_00010352-RA
OG0001770	Dm_00014472-RA	Ds_00017803-RA
OG0001771	Dm_00006488-RA	Ds_00000679-RA, Ds_00002443-RA
OG0001771	Dm_00000089-RA	Ds_00012890-RA
OG0001772	Dm_00002252-RA	Ds_00015771-RA
OG0001773	Dm_00018531-RA	Ds_00002288-RA
OG0001774	Dm_00017275-RA	Ds_00008798-RA
OG0001775	Dm_00000635-RA	Ds_00009915-RA
OG0001776	Dm_00015516-RA	Ds_00016023-RA
OG0001777	Dm_00004207-RA	Ds_00002858-RA
OG0001778	Dm_00018786-RA, Dm_00016357-RA	Ds_00013268-RA
OG0001778	Dm_00007742-RA	Ds_00009230-RA
OG0001779	Dm_00004745-RA	Ds_00016862-RA
OG0001780	Dm_00012955-RA, Dm_00017221-RA, Dm_00018045-RA	Ds_00001291-RA, Ds_00016911-RA, Ds_00016910-RA, Ds_00016908-RA
OG0001781	Dm_00017988-RA	Ds_00007756-RA
OG0001781	Dm_00017586-RA	Ds_00006586-RA
OG0001782	Dm_00020129-RA	Ds_00002898-RA
OG0001782	Dm_00005026-RA	Ds_00011336-RA
OG0001783	Dm_00009453-RA	Ds_00016417-RA
OG0001784	Dm_00001885-RA	Ds_00004946-RA
OG0001784	Dm_00002243-RA	Ds_00009813-RA
OG0001785	Dm_00003855-RA	Ds_00000113-RA
OG0001786	Dm_00008404-RA, Dm_00016837-RA	Ds_00012397-RA, Ds_00004735-RA, Ds_00000931-RA
OG0001787	Dm_00010574-RA	Ds_00010127-RA
OG0001788	Dm_00012351-RA, Dm_00005463-RA	Ds_00001718-RA, Ds_00011784-RA
OG0001789	Dm_00008616-RA	Ds_00014781-RA
OG0001790	Dm_00014953-RA	Ds_00007423-RA, Ds_00007424-RA, Ds_00007421-RA, Ds_00011144-RA
OG0001791	Dm_00002134-RA	Ds_00011772-RA
OG0001793	Dm_00013511-RA	Ds_00006901-RA
OG0001793	Dm_00003162-RA	Ds_00016327-RA
OG0001793	Dm_00011218-RA, Dm_00001453-RA	Ds_00015208-RA, Ds_00015119-RA
OG0001794	Dm_00011496-RA	Ds_00007511-RA, Ds_00010053-RA
OG0001795	Dm_00009274-RA	Ds_00007325-RA, Ds_00007530-RA
OG0001796	Dm_00001566-RA, Dm_00015115-RA	Ds_00014298-RA, Ds_00006828-RA
OG0001797	Dm_00014918-RA	Ds_00007167-RA
OG0001800	Dm_00006974-RA, Dm_00020518-RA	Ds_00008302-RA, Ds_00010133-RA
OG0001801	Dm_00000363-RA, Dm_00007363-RA	Ds_00005942-RA, Ds_00012731-RA, Ds_00012732-RA
OG0001801	Dm_00003277-RA	Ds_00008528-RA, Ds_00013227-RA
OG0001801	Dm_00003199-RA	Ds_00005912-RA
OG0001802	Dm_00006216-RA	Ds_00013860-RA
OG0001803	Dm_00018627-RA	Ds_00001467-RA
OG0001804	Dm_00003177-RA	Ds_00010503-RA
OG0001804	Dm_00019280-RA	Ds_00005933-RA
OG0001805	Dm_00005155-RA	Ds_00005685-RA
OG0001805	Dm_00015467-RA	Ds_00013135-RA
OG0001808	Dm_00015307-RA	Ds_00003497-RA
OG0001808	Dm_00018263-RA	Ds_00001587-RA
OG0001809	Dm_00000206-RA	Ds_00008643-RA
OG0001810	Dm_00004045-RA	Ds_00006272-RA
OG0001811	Dm_00004060-RA	Ds_00012751-RA
OG0001812	Dm_00014320-RA, Dm_00009840-RA	Ds_00003754-RA, Ds_00016269-RA
OG0001812	Dm_00009066-RA	Ds_00009006-RA
OG0001813	Dm_00003826-RA	Ds_00016287-RA
OG0001813	Dm_00007701-RA	Ds_00001309-RA
OG0001814	Dm_00002000-RA	Ds_00010573-RA
OG0001814	Dm_00007814-RA	Ds_00008438-RA
OG0001815	Dm_00019141-RA	Ds_00017053-RA
OG0001815	Dm_00004835-RA	Ds_00009143-RA
OG0001816	Dm_00016747-RA	Ds_00015240-RA, Ds_00011073-RA
OG0001817	Dm_00000995-RA, Dm_00000994-RA	Ds_00016451-RA
OG0001818	Dm_00010147-RA	Ds_00001156-RA
OG0001818	Dm_00001908-RA	Ds_00002219-RA
OG0001819	Dm_00019284-RA	Ds_00017239-RA
OG0001819	Dm_00010884-RA	Ds_00004326-RA
OG0001820	Dm_00007602-RA, Dm_00007603-RA, Dm_00007604-RA	Ds_00017071-RA
OG0001821	Dm_00000236-RA	Ds_00007654-RA
OG0001821	Dm_00005080-RA	Ds_00005109-RA
OG0001822	Dm_00000491-RA	Ds_00005859-RA
OG0001824	Dm_00014128-RA, Dm_00012619-RA, Dm_00012561-RA, Dm_00012562-RA, Dm_00012799-RA, Dm_00008760-RA, Dm_00012832-RA, Dm_00015993-RA, Dm_00009653-RA, Dm_00019220-RA, Dm_00008403-RA, Dm_00013934-RA, Dm_00015975-RA	Ds_00010233-RA, Ds_00008623-RA, Ds_00010442-RA
OG0001824	Dm_00011020-RA, Dm_00020225-RA, Dm_00010033-RA, Dm_00006137-RA, Dm_00009353-RA, Dm_00008303-RA, Dm_00012620-RA, Dm_00012036-RA	Ds_00007417-RA, Ds_00010443-RA
OG0001833	Dm_00007548-RA	Ds_00003349-RA, Ds_00003380-RA
OG0001834	Dm_00015047-RA	Ds_00017836-RA, Ds_00007074-RA
OG0001835	Dm_00000791-RA	Ds_00015779-RA, Ds_00015781-RA
OG0001836	Dm_00002798-RA, Dm_00000524-RA	Ds_00006280-RA, Ds_00006178-RA
OG0001837	Dm_00014796-RA	Ds_00016977-RA
OG0001837	Dm_00001780-RA	Ds_00002059-RA
OG0001838	Dm_00009085-RA	Ds_00007123-RA
OG0001841	Dm_00003553-RA, Dm_00004037-RA	Ds_00006160-RA
OG0001842	Dm_00013459-RA	Ds_00009536-RA
OG0001842	Dm_00019775-RA	Ds_00005263-RA, Ds_00017205-RA
OG0001842	Dm_00012350-RA, Dm_00005462-RA	Ds_00011783-RA
OG0001843	Dm_00009809-RA	Ds_00009339-RA
OG0001845	Dm_00009704-RA, Dm_00009711-RA, Dm_00009709-RA, Dm_00009703-RA, Dm_00009707-RA, Dm_00009712-RA, Dm_00009701-RA, Dm_00009708-RA, Dm_00015308-RA	Ds_00017707-RA
OG0001846	Dm_00009220-RA	Ds_00007833-RA
OG0001847	Dm_00011668-RA, Dm_00011297-RA, Dm_00004288-RA, Dm_00000449-RA	Ds_00012597-RA, Ds_00017643-RA
OG0001848	Dm_00006739-RA	Ds_00008582-RA
OG0001848	Dm_00001706-RA	Ds_00006496-RA
OG0001850	Dm_00004491-RA	Ds_00004062-RA
OG0001851	Dm_00000951-RA, Dm_00003253-RA	Ds_00007095-RA
OG0001852	Dm_00001612-RA	Ds_00005879-RA
OG0001853	Dm_00003447-RA	Ds_00001470-RA, Ds_00013195-RA
OG0001853	Dm_00011046-RA	Ds_00000352-RA
OG0001855	Dm_00012979-RA	Ds_00006006-RA
OG0001856	Dm_00002558-RA	Ds_00009335-RA
OG0001857	Dm_00015877-RA	Ds_00005084-RA
OG0001859	Dm_00017541-RA	Ds_00006571-RA
OG0001860	Dm_00011727-RA	Ds_00014505-RA
OG0001860	Dm_00015318-RA	Ds_00011294-RA, Ds_00000372-RA
OG0001862	Dm_00002435-RA	Ds_00015752-RA
OG0001862	Dm_00009617-RA	Ds_00007906-RA
OG0001863	Dm_00008687-RA	Ds_00000288-RA
OG0001864	Dm_00003813-RA	Ds_00015538-RA
OG0001864	Dm_00012807-RA	Ds_00004037-RA
OG0001865	Dm_00006429-RA, Dm_00013695-RA	Ds_00013542-RA
OG0001866	Dm_00001079-RA, Dm_00003367-RA	Ds_00005396-RA
OG0001867	Dm_00004904-RA	Ds_00003957-RA
OG0001867	Dm_00016741-RA, Dm_00005224-RA	Ds_00013307-RA
OG0001868	Dm_00001154-RA	Ds_00007875-RA, Ds_00015742-RA
OG0001869	Dm_00002214-RA	Ds_00011880-RA, Ds_00005405-RA
OG0001869	Dm_00001151-RA	Ds_00007877-RA
OG0001869	Dm_00002724-RA	Ds_00009796-RA
OG0001870	Dm_00000748-RA, Dm_00007041-RA	Ds_00007960-RA, Ds_00009837-RA, Ds_00007148-RA, Ds_00007161-RA
OG0001871	Dm_00013711-RA	Ds_00012150-RA
OG0001872	Dm_00017079-RA	Ds_00013014-RA
OG0001873	Dm_00013480-RA	Ds_00012015-RA, Ds_00012960-RA
OG0001873	Dm_00005382-RA	Ds_00017037-RA, Ds_00000289-RA
OG0001874	Dm_00019557-RA	Ds_00010969-RA
OG0001874	Dm_00010869-RA	Ds_00010120-RA
OG0001875	Dm_00015164-RA	Ds_00000325-RA
OG0001876	Dm_00020365-RA, Dm_00002720-RA	Ds_00015744-RA
OG0001876	Dm_00001087-RA	Ds_00005401-RA
OG0001877	Dm_00001556-RA	Ds_00006824-RA
OG0001878	Dm_00015178-RA	Ds_00001771-RA
OG0001878	Dm_00008514-RA	Ds_00007716-RA
OG0001880	Dm_00020974-RA	Ds_00001875-RA
OG0001880	Dm_00015472-RA	Ds_00008950-RA
OG0001881	Dm_00003846-RA, Dm_00002280-RA	Ds_00011542-RA
OG0001882	Dm_00013194-RA	Ds_00018059-RA
OG0001883	Dm_00010231-RA	Ds_00008082-RA
OG0001884	Dm_00013745-RA	Ds_00007570-RA
OG0001885	Dm_00014027-RA	Ds_00014005-RA
OG0001886	Dm_00014210-RA	Ds_00015296-RA
OG0001886	Dm_00004129-RA	Ds_00001708-RA
OG0001887	Dm_00017313-RA	Ds_00012311-RA
OG0001887	Dm_00019352-RA	Ds_00007550-RA
OG0001888	Dm_00015797-RA	Ds_00013567-RA, Ds_00000013-RA, Ds_00012212-RA
OG0001888	Dm_00016865-RA	Ds_00007401-RA
OG0001889	Dm_00016470-RA	Ds_00015622-RA
OG0001890	Dm_00006688-RA	Ds_00008763-RA, Ds_00013715-RA
OG0001891	Dm_00019388-RA, Dm_00019602-RA	Ds_00017359-RA, Ds_00017360-RA, Ds_00017361-RA
OG0001892	Dm_00004747-RA	Ds_00016867-RA
OG0001892	Dm_00000735-RA	Ds_00007950-RA
OG0001893	Dm_00010720-RA	Ds_00004474-RA, Ds_00013369-RA
OG0001894	Dm_00008521-RA	Ds_00012957-RA
OG0001895	Dm_00016273-RA	Ds_00000237-RA
OG0001895	Dm_00014591-RA	Ds_00007326-RA
OG0001896	Dm_00006364-RA	Ds_00004229-RA
OG0001896	Dm_00007846-RA	Ds_00015372-RA
OG0001897	Dm_00017615-RA	Ds_00002323-RA
OG0001898	Dm_00012140-RA, Dm_00018102-RA	Ds_00000088-RA, Ds_00008862-RA
OG0001899	Dm_00001010-RA	Ds_00009860-RA
OG0001899	Dm_00009970-RA	Ds_00008240-RA
OG0001900	Dm_00007845-RA	Ds_00007232-RA
OG0001901	Dm_00009813-RA	Ds_00008803-RA
OG0001902	Dm_00020875-RA, Dm_00015489-RA	Ds_00007240-RA
OG0001903	Dm_00000454-RA	Ds_00005641-RA
OG0001903	Dm_00003106-RA	Ds_00002850-RA
OG0001904	Dm_00000641-RA	Ds_00002572-RA
OG0001904	Dm_00001751-RA	Ds_00015330-RA
OG0001906	Dm_00010683-RA	Ds_00007500-RA, Ds_00010073-RA
OG0001906	Dm_00013074-RA, Dm_00018675-RA	Ds_00009615-RA
OG0001907	Dm_00004357-RA	Ds_00002339-RA
OG0001908	Dm_00004607-RA	Ds_00012263-RA
OG0001909	Dm_00007096-RA	Ds_00009770-RA
OG0001910	Dm_00020780-RA, Dm_00020779-RA	Ds_00015403-RA, Ds_00001993-RA
OG0001911	Dm_00004810-RA, Dm_00010774-RA	Ds_00009531-RA
OG0001912	Dm_00000050-RA	Ds_00014325-RA, Ds_00014324-RA
OG0001913	Dm_00006713-RA	Ds_00015766-RA, Ds_00009820-RA
OG0001914	Dm_00002298-RA	Ds_00013850-RA
OG0001915	Dm_00009831-RA	Ds_00012410-RA
OG0001916	Dm_00001316-RA	Ds_00004154-RA
OG0001917	Dm_00008183-RA	Ds_00013378-RA
OG0001918	Dm_00017652-RA	Ds_00001901-RA
OG0001919	Dm_00018319-RA	Ds_00014748-RA
OG0001920	Dm_00001378-RA, Dm_00000788-RA	Ds_00008707-RA
OG0001921	Dm_00009050-RA	Ds_00009543-RA
OG0001922	Dm_00004446-RA	Ds_00000985-RA
OG0001923	Dm_00007286-RA	Ds_00006547-RA
OG0001924	Dm_00016706-RA	Ds_00010914-RA, Ds_00010915-RA, Ds_00011196-RA
OG0001925	Dm_00002378-RA	Ds_00002520-RA, Ds_00000560-RA
OG0001926	Dm_00014799-RA	Ds_00018046-RA, Ds_00018106-RA
OG0001926	Dm_00004941-RA, Dm_00016799-RA	Ds_00008160-RA
OG0001927	Dm_00013586-RA	Ds_00012208-RA
OG0001928	Dm_00010914-RA	Ds_00010986-RA
OG0001929	Dm_00014739-RA	Ds_00016541-RA
OG0001929	Dm_00011377-RA, Dm_00017792-RA	Ds_00004384-RA, Ds_00016193-RA
OG0001930	Dm_00007017-RA, Dm_00008077-RA	Ds_00000235-RA
OG0001931	Dm_00007029-RA	Ds_00012446-RA
OG0001931	Dm_00011538-RA	Ds_00016165-RA
OG0001931	Dm_00007459-RA	Ds_00004327-RA
OG0001932	Dm_00017769-RA	Ds_00011925-RA
OG0001933	Dm_00002863-RA	Ds_00004342-RA
OG0001933	Dm_00012480-RA, Dm_00015476-RA	Ds_00016158-RA, Ds_00003735-RA
OG0001934	Dm_00019944-RA	Ds_00009297-RA
OG0001936	Dm_00002845-RA	Ds_00006999-RA
OG0001936	Dm_00007305-RA	Ds_00006238-RA
OG0001937	Dm_00009780-RA	Ds_00016160-RA
OG0001938	Dm_00018144-RA	Ds_00016680-RA
OG0001938	Dm_00014649-RA	Ds_00017259-RA
OG0001939	Dm_00010563-RA	Ds_00016164-RA, Ds_00012447-RA
OG0001939	Dm_00014995-RA	Ds_00012449-RA
OG0001941	Dm_00009937-RA	Ds_00015889-RA
OG0001947	Dm_00017386-RA, Dm_00020063-RA, Dm_00014534-RA, Dm_00017226-RA, Dm_00015869-RA, Dm_00014442-RA, Dm_00006541-RA	Ds_00006539-RA
OG0001958	Dm_00004146-RA, Dm_00001182-RA	Ds_00000843-RA
OG0001959	Dm_00007986-RA	Ds_00013883-RA
OG0001959	Dm_00016482-RA	Ds_00003208-RA
OG0001960	Dm_00002110-RA	Ds_00006293-RA
OG0001960	Dm_00016990-RA	Ds_00000904-RA
OG0001961	Dm_00015460-RA	Ds_00015690-RA, Ds_00001264-RA
OG0001961	Dm_00018010-RA	Ds_00002084-RA
OG0001963	Dm_00015628-RA	Ds_00006016-RA
OG0001963	Dm_00000482-RA	Ds_00005854-RA
OG0001964	Dm_00010219-RA	Ds_00009058-RA, Ds_00014739-RA
OG0001965	Dm_00010576-RA	Ds_00017146-RA
OG0001966	Dm_00012875-RA	Ds_00004995-RA
OG0001968	Dm_00000541-RA	Ds_00006926-RA
OG0001969	Dm_00009644-RA	Ds_00017005-RA
OG0001970	Dm_00008647-RA, Dm_00018937-RA	Ds_00001863-RA
OG0001970	Dm_00002452-RA	Ds_00016807-RA
OG0001971	Dm_00001918-RA	Ds_00015235-RA, Ds_00015236-RA
OG0001972	Dm_00009232-RA, Dm_00009233-RA	Ds_00000827-RA
OG0001973	Dm_00004302-RA	Ds_00010052-RA
OG0001974	Dm_00002221-RA, Dm_00002225-RA, Dm_00002223-RA	Ds_00002208-RA
OG0001976	Dm_00019670-RA	Ds_00015247-RA
OG0001977	Dm_00016215-RA	Ds_00014308-RA, Ds_00006841-RA
OG0001978	Dm_00004711-RA	Ds_00001427-RA
OG0001979	Dm_00003995-RA	Ds_00003899-RA
OG0001980	Dm_00001759-RA, Dm_00005186-RA	Ds_00012252-RA
OG0001981	Dm_00016945-RA, Dm_00005898-RA	Ds_00012356-RA
OG0001982	Dm_00007056-RA	Ds_00011275-RA
OG0001983	Dm_00010487-RA, Dm_00014672-RA	Ds_00000052-RA, Ds_00013010-RA
OG0001984	Dm_00009880-RA, Dm_00011641-RA	Ds_00010921-RA
OG0001985	Dm_00017907-RA, Dm_00014979-RA	Ds_00000547-RA
OG0001985	Dm_00006212-RA	Ds_00005370-RA, Ds_00009421-RA
OG0001986	Dm_00016702-RA	Ds_00011240-RA
OG0001987	Dm_00009225-RA	Ds_00002172-RA, Ds_00007592-RA
OG0001988	Dm_00005378-RA, Dm_00014720-RA	Ds_00011151-RA
OG0001989	Dm_00007828-RA	Ds_00003606-RA
OG0001989	Dm_00006931-RA	Ds_00010635-RA, Ds_00001577-RA
OG0001990	Dm_00011776-RA	Ds_00012209-RA
OG0001990	Dm_00001000-RA	Ds_00017634-RA
OG0001991	Dm_00003896-RA, Dm_00006932-RA	Ds_00009407-RA
OG0001992	Dm_00008385-RA	Ds_00001581-RA
OG0001993	Dm_00011815-RA, Dm_00006716-RA	Ds_00005377-RA, Ds_00009449-RA
OG0001994	Dm_00003796-RA	Ds_00007236-RA
OG0001995	Dm_00011220-RA	Ds_00015205-RA
OG0001996	Dm_00004193-RA	Ds_00001196-RA
OG0001996	Dm_00002301-RA	Ds_00011507-RA
OG0001997	Dm_00014823-RA, Dm_00018757-RA	Ds_00001803-RA
OG0001998	Dm_00008673-RA	Ds_00007551-RA
OG0001998	Dm_00008942-RA	Ds_00001800-RA
OG0001999	Dm_00003019-RA	Ds_00016008-RA, Ds_00016007-RA
OG0002000	Dm_00004730-RA	Ds_00011781-RA
OG0002000	Dm_00006876-RA	Ds_00017209-RA
OG0002001	Dm_00001335-RA, Dm_00005597-RA	Ds_00001215-RA
OG0002001	Dm_00006390-RA	Ds_00011485-RA
OG0002002	Dm_00013357-RA	Ds_00017211-RA
OG0002003	Dm_00001060-RA	Ds_00007276-RA
OG0002003	Dm_00000098-RA	Ds_00015709-RA
OG0002004	Dm_00004010-RA, Dm_00000639-RA	Ds_00009933-RA
OG0002005	Dm_00011478-RA, Dm_00011322-RA	Ds_00015921-RA
OG0002006	Dm_00000140-RA	Ds_00015042-RA
OG0002007	Dm_00002260-RA	Ds_00016858-RA
OG0002008	Dm_00007650-RA	Ds_00008664-RA
OG0002009	Dm_00018872-RA	Ds_00004413-RA
OG0002010	Dm_00004356-RA, Dm_00011636-RA	Ds_00002335-RA
OG0002011	Dm_00007850-RA	Ds_00000794-RA
OG0002012	Dm_00013444-RA, Dm_00002990-RA	Ds_00002393-RA
OG0002013	Dm_00009121-RA	Ds_00001349-RA, Ds_00001348-RA, Ds_00002148-RA
OG0002014	Dm_00000430-RA	Ds_00005608-RA
OG0002014	Dm_00004514-RA, Dm_00012186-RA	Ds_00015019-RA
OG0002015	Dm_00003462-RA	Ds_00000762-RA
OG0002016	Dm_00004579-RA	Ds_00004577-RA
OG0002017	Dm_00003666-RA	Ds_00014498-RA, Ds_00016432-RA
OG0002018	Dm_00013994-RA	Ds_00004579-RA
OG0002019	Dm_00012485-RA	Ds_00016877-RA
OG0002020	Dm_00009463-RA	Ds_00004799-RA
OG0002021	Dm_00014263-RA	Ds_00017017-RA
OG0002021	Dm_00010398-RA	Ds_00000475-RA
OG0002022	Dm_00012717-RA	Ds_00016381-RA
OG0002023	Dm_00020045-RA, Dm_00003260-RA	Ds_00009751-RA
OG0002024	Dm_00004277-RA	Ds_00012588-RA, Ds_00016887-RA
OG0002025	Dm_00011932-RA, Dm_00012516-RA	Ds_00009306-RA
OG0002025	Dm_00008915-RA	Ds_00004560-RA
OG0002026	Dm_00000057-RA	Ds_00015562-RA, Ds_00015565-RA, Ds_00015564-RA, Ds_00015563-RA
OG0002027	Dm_00006200-RA	Ds_00011918-RA
OG0002027	Dm_00014508-RA	Ds_00008415-RA, Ds_00009117-RA
OG0002029	Dm_00014498-RA	Ds_00003368-RA
OG0002030	Dm_00011963-RA	Ds_00002685-RA
OG0002031	Dm_00012103-RA	Ds_00005523-RA
OG0002032	Dm_00009883-RA	Ds_00010113-RA
OG0002033	Dm_00016644-RA	Ds_00010140-RA
OG0002034	Dm_00019598-RA, Dm_00013170-RA, Dm_00020358-RA	Ds_00006716-RA, Ds_00009261-RA
OG0002035	Dm_00005767-RA	Ds_00014731-RA
OG0002036	Dm_00010285-RA, Dm_00016143-RA	Ds_00001652-RA
OG0002037	Dm_00018860-RA	Ds_00016141-RA
OG0002038	Dm_00007928-RA	Ds_00000206-RA
OG0002039	Dm_00007272-RA	Ds_00016236-RA
OG0002040	Dm_00003946-RA	Ds_00008353-RA, Ds_00010165-RA
OG0002042	Dm_00001529-RA, Dm_00002676-RA	Ds_00001692-RA
OG0002042	Dm_00007955-RA	Ds_00004080-RA
OG0002043	Dm_00008230-RA, Dm_00000844-RA	Ds_00002951-RA
OG0002043	Dm_00004608-RA, Dm_00011351-RA	Ds_00012262-RA, Ds_00016225-RA
OG0002045	Dm_00003838-RA	Ds_00010094-RA
OG0002045	Dm_00017343-RA	Ds_00017236-RA
OG0002046	Dm_00003765-RA	Ds_00006032-RA
OG0002048	Dm_00005726-RA, Dm_00003419-RA	Ds_00005744-RA
OG0002048	Dm_00003420-RA	Ds_00012642-RA
OG0002049	Dm_00014824-RA, Dm_00015992-RA	Ds_00000435-RA, Ds_00012793-RA
OG0002050	Dm_00001648-RA	Ds_00000570-RA
OG0002051	Dm_00019870-RA	Ds_00012365-RA
OG0002052	Dm_00004371-RA	Ds_00004575-RA
OG0002054	Dm_00003302-RA	Ds_00012070-RA
OG0002054	Dm_00003305-RA	Ds_00007295-RA, Ds_00012065-RA
OG0002055	Dm_00011443-RA, Dm_00008613-RA	Ds_00017144-RA
OG0002056	Dm_00001267-RA	Ds_00007467-RA, Ds_00011974-RA
OG0002057	Dm_00019167-RA, Dm_00007867-RA	Ds_00013298-RA, Ds_00013295-RA
OG0002058	Dm_00011500-RA	Ds_00005357-RA, Ds_00008675-RA
OG0002059	Dm_00002380-RA	Ds_00000558-RA
OG0002061	Dm_00003482-RA, Dm_00017595-RA	Ds_00008916-RA
OG0002061	Dm_00020494-RA	Ds_00009422-RA
OG0002062	Dm_00012681-RA	Ds_00012091-RA, Ds_00015092-RA, Ds_00012092-RA, Ds_00012094-RA, Ds_00012095-RA
OG0002063	Dm_00011407-RA	Ds_00008506-RA
OG0002065	Dm_00005619-RA	Ds_00011092-RA
OG0002066	Dm_00011653-RA	Ds_00009273-RA
OG0002067	Dm_00008138-RA	Ds_00004906-RA
OG0002068	Dm_00013702-RA, Dm_00017084-RA	Ds_00009030-RA
OG0002069	Dm_00013036-RA, Dm_00010281-RA	Ds_00005556-RA
OG0002071	Dm_00001610-RA	Ds_00006517-RA
OG0002072	Dm_00017466-RA	Ds_00010455-RA
OG0002072	Dm_00003955-RA	Ds_00009016-RA, Ds_00015465-RA
OG0002073	Dm_00012019-RA	Ds_00012808-RA, Ds_00012809-RA
OG0002086	Dm_00002583-RA	Ds_00012894-RA
OG0002086	Dm_00014413-RA	Ds_00004554-RA, Ds_00001102-RA
OG0002087	Dm_00006865-RA	Ds_00014333-RA
OG0002088	Dm_00001876-RA, Dm_00016042-RA, Dm_00014463-RA, Dm_00000789-RA	Ds_00014981-RA
OG0002089	Dm_00006901-RA, Dm_00013956-RA	Ds_00000238-RA
OG0002090	Dm_00001814-RA	Ds_00003921-RA
OG0002090	Dm_00015825-RA	Ds_00000567-RA, Ds_00012143-RA
OG0002091	Dm_00008246-RA	Ds_00006451-RA
OG0002092	Dm_00005744-RA	Ds_00004542-RA
OG0002094	Dm_00000897-RA, Dm_00002090-RA	Ds_00001361-RA
OG0002095	Dm_00019295-RA	Ds_00006020-RA
OG0002095	Dm_00019534-RA	Ds_00013185-RA
OG0002096	Dm_00011232-RA	Ds_00003085-RA
OG0002097	Dm_00009197-RA	Ds_00013144-RA, Ds_00007409-RA
OG0002098	Dm_00010868-RA	Ds_00008276-RA
OG0002099	Dm_00018073-RA, Dm_00020026-RA	Ds_00004656-RA
OG0002101	Dm_00006627-RA	Ds_00010892-RA
OG0002102	Dm_00011222-RA	Ds_00003257-RA
OG0002103	Dm_00012008-RA	Ds_00003076-RA
OG0002103	Dm_00002105-RA	Ds_00006290-RA
OG0002103	Dm_00000553-RA	Ds_00006199-RA
OG0002103	Dm_00002106-RA	Ds_00003982-RA, Ds_00006920-RA
OG0002104	Dm_00005829-RA	Ds_00001109-RA
OG0002105	Dm_00001419-RA, Dm_00011481-RA, Dm_00010083-RA	Ds_00013709-RA
OG0002106	Dm_00011718-RA	Ds_00005234-RA
OG0002107	Dm_00004685-RA	Ds_00012136-RA
OG0002108	Dm_00008241-RA	Ds_00014434-RA, Ds_00003706-RA
OG0002109	Dm_00010211-RA	Ds_00008332-RA, Ds_00015674-RA
OG0002109	Dm_00019991-RA, Dm_00015049-RA	Ds_00010150-RA
OG0002110	Dm_00002006-RA	Ds_00005725-RA
OG0002111	Dm_00010665-RA	Ds_00016219-RA
OG0002111	Dm_00016269-RA	Ds_00001446-RA
OG0002112	Dm_00009180-RA, Dm_00016554-RA, Dm_00014175-RA	Ds_00016776-RA
OG0002112	Dm_00018406-RA	Ds_00000126-RA
OG0002113	Dm_00020308-RA	Ds_00016194-RA
OG0002113	Dm_00015592-RA	Ds_00000067-RA, Ds_00012999-RA
OG0002114	Dm_00004253-RA	Ds_00007012-RA, Ds_00006579-RA, Ds_00000841-RA
OG0002115	Dm_00003457-RA	Ds_00010993-RA
OG0002116	Dm_00020408-RA	Ds_00003063-RA
OG0002116	Dm_00015330-RA, Dm_00017574-RA	Ds_00017026-RA
OG0002116	Dm_00012403-RA	Ds_00004692-RA, Ds_00004691-RA
OG0002117	Dm_00013139-RA	Ds_00010897-RA
OG0002118	Dm_00017431-RA	Ds_00001582-RA, Ds_00008826-RA
OG0002120	Dm_00018169-RA, Dm_00007923-RA	Ds_00013042-RA
OG0002120	Dm_00009741-RA	Ds_00011248-RA
OG0002121	Dm_00004845-RA	Ds_00008830-RA
OG0002121	Dm_00006883-RA	Ds_00001422-RA, Ds_00001421-RA, Ds_00008009-RA
OG0002122	Dm_00020575-RA	Ds_00010868-RA
OG0002122	Dm_00005974-RA	Ds_00010926-RA
OG0002123	Dm_00010395-RA	Ds_00008158-RA
OG0002124	Dm_00016673-RA	Ds_00014399-RA
OG0002125	Dm_00013908-RA	Ds_00014033-RA
OG0002126	Dm_00016472-RA, Dm_00017967-RA	Ds_00003511-RA
OG0002127	Dm_00008433-RA	Ds_00017278-RA, Ds_00001543-RA
OG0002128	Dm_00017683-RA	Ds_00016703-RA
OG0002128	Dm_00005539-RA	Ds_00013433-RA
OG0002129	Dm_00005072-RA	Ds_00003403-RA
OG0002130	Dm_00007018-RA	Ds_00010896-RA
OG0002130	Dm_00001862-RA	Ds_00014421-RA, Ds_00003710-RA
OG0002130	Dm_00010258-RA	Ds_00003977-RA
OG0002131	Dm_00009841-RA	Ds_00003753-RA, Ds_00016267-RA
OG0002131	Dm_00001361-RA	Ds_00000522-RA
OG0002132	Dm_00006870-RA, Dm_00014218-RA	Ds_00013145-RA, Ds_00007419-RA
OG0002133	Dm_00011799-RA	Ds_00015887-RA, Ds_00015140-RA
OG0002135	Dm_00011298-RA, Dm_00010206-RA	Ds_00007585-RA, Ds_00002165-RA
