Orthogroup	A_hypochondriacus.proteins	A_vesiculosa.proteins
OG0001431	AH013772-RA, AH022710-RA	Av_00013307-RA, Av_00007360-RA, Av_00008434-RA, Av_00013308-RA, Av_00007361-RA, Av_00008433-RA, Av_00006164-RA
OG0001432	AH016575-RA, AH016573-RA, AH016569-RA, AH016571-RA, AH004522-RA	Av_00009088-RA
OG0001432	AH020387-RA, AH006768-RA	Av_00012672-RA, Av_00013174-RA, Av_00021732-RA
OG0001433	AH014848-RA, AH021419-RA	Av_00020074-RA, Av_00015453-RA
OG0001433	AH011235-RA	Av_00015127-RA, Av_00006647-RA, Av_00021049-RA
OG0001434	AH020035-RA	Av_00009157-RA
OG0001437	AH015944-RA	Av_00013236-RA
OG0001438	AH019101-RA	Av_00002793-RA
OG0001438	AH007454-RA, AH011142-RA	Av_00011822-RA, Av_00014881-RA
OG0001439	AH010769-RA	Av_00006700-RA
OG0001441	AH003547-RA	Av_00000356-RA
OG0001441	AH008754-RA	Av_00008681-RA, Av_00014701-RA
OG0001442	AH005590-RA	Av_00024397-RA, Av_00015364-RA, Av_00000402-RA
OG0001443	AH016745-RA	Av_00006847-RA, Av_00007935-RA, Av_00023580-RA, Av_00015982-RA, Av_00023579-RA
OG0001444	AH002318-RA, AH002317-RA, AH002321-RA, AH002314-RA	Av_00008862-RA, Av_00018328-RA, Av_00004333-RA, Av_00004553-RA, Av_00011096-RA, Av_00009892-RA
OG0001445	AH015628-RA	Av_00022821-RA
OG0001446	AH000260-RA, AH001280-RA	Av_00018530-RA, Av_00004747-RA, Av_00016939-RA, Av_00010157-RA, Av_00014258-RA
OG0001447	AH021332-RA, AH001020-RA, AH001021-RA	Av_00012733-RA, Av_00013094-RA
OG0001447	AH021489-RA	Av_00010605-RA, Av_00010602-RA
OG0001448	AH008128-RA	Av_00002445-RA, Av_00015773-RA
OG0001448	AH015147-RA, AH021588-RA	Av_00020695-RA
OG0001449	AH001793-RA, AH000577-RA	Av_00022609-RA, Av_00017323-RA, Av_00008493-RA
OG0001450	AH021387-RA, AH000246-RA	Av_00021458-RA, Av_00020981-RA
OG0001451	AH011798-RA	Av_00018092-RA
OG0001452	AH010136-RA, AH015142-RA, AH021581-RA	Av_00008734-RA, Av_00020696-RA, Av_00014118-RA
OG0001453	AH009773-RA	Av_00015726-RA, Av_00002537-RA, Av_00003059-RA, Av_00023501-RA
OG0001454	AH008058-RA, AH010067-RA	Av_00023931-RA, Av_00017221-RA, Av_00002369-RA
OG0001454	AH015235-RA, AH021658-RA	Av_00005910-RA
OG0001455	AH001156-RA	Av_00012745-RA
OG0001455	AH008249-RA	Av_00002504-RA
OG0001456	AH018685-RA	Av_00010408-RA, Av_00014566-RA
OG0001457	AH015153-RA, AH023831-RA, AH021576-RA, AH009976-RA	Av_00018690-RA, Av_00021171-RA, Av_00015768-RA
OG0001458	AH014445-RA, AH020926-RA	Av_00006300-RA
OG0001459	AH023208-RA, AH016284-RA	Av_00018258-RA, Av_00010090-RA
OG0001460	AH011357-RA	Av_00006044-RA
OG0001460	AH018176-RA, AH011929-RA, AH019717-RA	Av_00013036-RA, Av_00024011-RA
OG0001461	AH009678-RA	Av_00008625-RA, Av_00015211-RA
OG0001462	AH012076-RA	Av_00002104-RA, Av_00012952-RA
OG0001463	AH009203-RA	Av_00014681-RA, Av_00008643-RA
OG0001464	AH005018-RA	Av_00024378-RA, Av_00020889-RA
OG0001465	AH011455-RA, AH018235-RA	Av_00023158-RA
OG0001465	AH009349-RA	Av_00017975-RA, Av_00008353-RA
OG0001466	AH018689-RA	Av_00005463-RA, Av_00024499-RA, Av_00023357-RA
OG0001467	AH009221-RA	Av_00014672-RA
OG0001468	AH010216-RA, AH007551-RA	Av_00013668-RA, Av_00006488-RA
OG0001469	AH009745-RA, AH008274-RA, AH009744-RA	Av_00000150-RA, Av_00011557-RA, Av_00003062-RA, Av_00015859-RA
OG0001470	AH012628-RA, AH021832-RA	Av_00021601-RA, Av_00023831-RA
OG0001471	AH015219-RA	Av_00022412-RA
OG0001471	AH002039-RA	Av_00020316-RA, Av_00000841-RA
OG0001473	AH008582-RA	Av_00024867-RA, Av_00015713-RA
OG0001474	AH016426-RA, AH022975-RA	Av_00003888-RA, Av_00005732-RA, Av_00012019-RA, Av_00015620-RA
OG0001475	AH007885-RA	Av_00006694-RA
OG0001475	AH002230-RA	Av_00011390-RA
OG0001476	AH012454-RA	Av_00001155-RA
OG0001477	AH017105-RA, AH017104-RA	Av_00016381-RA, Av_00012484-RA
OG0001478	AH012730-RA	Av_00012721-RA, Av_00016892-RA
OG0001478	AH022520-RA	Av_00020543-RA
OG0001479	AH015014-RA	Av_00005955-RA, Av_00005617-RA
OG0001480	AH020487-RA	Av_00006306-RA
OG0001480	AH011063-RA	Av_00008118-RA, Av_00006553-RA
OG0001481	AH010912-RA	Av_00007015-RA, Av_00011872-RA, Av_00001194-RA, Av_00014920-RA
OG0001481	AH020333-RA	Av_00013190-RA, Av_00021884-RA, Av_00014458-RA
OG0001482	AH022169-RA	Av_00018286-RA
OG0001483	AH013026-RA	Av_00006952-RA, Av_00011787-RA
OG0001484	AH010675-RA, AH007812-RA	Av_00016113-RA, Av_00016099-RA
OG0001485	AH021118-RA, AH006775-RA, AH021115-RA	Av_00018651-RA, Av_00008392-RA, Av_00023804-RA, Av_00021302-RA, Av_00021298-RA
OG0001487	AH009625-RA	Av_00000031-RA, Av_00017415-RA, Av_00010266-RA
OG0001488	AH011703-RA, AH020042-RA	Av_00002162-RA, Av_00009587-RA, Av_00000547-RA, Av_00014744-RA
OG0001489	AH018698-RA	Av_00021844-RA
OG0001490	AH009445-RA	Av_00014621-RA, Av_00008583-RA
OG0001490	AH009444-RA	Av_00013976-RA, Av_00003286-RA
OG0001491	AH012082-RA, AH012083-RA, AH001581-RA	Av_00009195-RA, Av_00009427-RA, Av_00001641-RA, Av_00002102-RA
OG0001492	AH009490-RA, AH011908-RA	Av_00018874-RA
OG0001493	AH019793-RA	Av_00002143-RA, Av_00013524-RA
OG0001493	AH011227-RA, AH007411-RA	Av_00016622-RA, Av_00014842-RA, Av_00001331-RA, Av_00021048-RA, Av_00006649-RA, Av_00022989-RA
OG0001494	AH009708-RA, AH004556-RA, AH005163-RA	Av_00012238-RA, Av_00005369-RA, Av_00021828-RA, Av_00002627-RA
OG0001495	AH004706-RA	Av_00015494-RA
OG0001496	AH015639-RA, AH017553-RA	Av_00011247-RA, Av_00001775-RA, Av_00009324-RA, Av_00012438-RA
OG0001497	AH017974-RA	Av_00011296-RA
OG0001500	AH022764-RA	Av_00003947-RA, Av_00012192-RA
OG0001500	AH004013-RA	Av_00006382-RA
OG0001501	AH011793-RA	Av_00013543-RA
OG0001501	AH004798-RA, AH004437-RA	Av_00000914-RA
OG0001503	AH021433-RA, AH014871-RA	Av_00008977-RA
OG0001504	AH004239-RA	Av_00010549-RA
OG0001512	AH013868-RA	Av_00023088-RA
OG0001514	AH017039-RA, AH021572-RA	Av_00014120-RA, Av_00010564-RA, Av_00005936-RA
OG0001515	AH003434-RA, AH006054-RA	Av_00010514-RA
OG0001515	AH015494-RA	Av_00012663-RA, Av_00024002-RA, Av_00024948-RA, Av_00023682-RA, Av_00024340-RA
OG0001516	AH005253-RA	Av_00016840-RA
OG0001516	AH000189-RA	Av_00022845-RA, Av_00020167-RA
OG0001517	AH019389-RA	Av_00017039-RA, Av_00023471-RA, Av_00019212-RA, Av_00000591-RA
OG0001518	AH023106-RA, AH016382-RA	Av_00017260-RA, Av_00005690-RA
OG0001519	AH016337-RA	Av_00011976-RA
OG0001520	AH015674-RA	Av_00009000-RA, Av_00021949-RA
OG0001521	AH022181-RA	Av_00001518-RA
OG0001522	AH015532-RA, AH015520-RA	Av_00016732-RA
OG0001522	AH023769-RA	Av_00017003-RA, Av_00015176-RA, Av_00010371-RA, Av_00024713-RA, Av_00024328-RA, Av_00023699-RA
OG0001523	AH007670-RA	Av_00000195-RA
OG0001523	AH022364-RA	Av_00001679-RA, Av_00017714-RA
OG0001524	AH017715-RA, AH002670-RA	Av_00006881-RA, Av_00024543-RA
OG0001525	AH006762-RA, AH020397-RA	Av_00021908-RA, Av_00022128-RA
OG0001526	AH015758-RA, AH014280-RA, AH021055-RA	Av_00006011-RA, Av_00014187-RA, Av_00021288-RA, Av_00005574-RA
OG0001528	AH007671-RA, AH010895-RA	Av_00011875-RA, Av_00007017-RA
OG0001529	AH019819-RA, AH011850-RA	Av_00017021-RA, Av_00023732-RA, Av_00000612-RA
OG0001530	AH007467-RA, AH011121-RA	Av_00014884-RA, Av_00008100-RA
OG0001531	AH000115-RA, AH001300-RA	Av_00012696-RA, Av_00018523-RA, Av_00012769-RA
OG0001532	AH012646-RA, AH021841-RA, AH012645-RA	Av_00002927-RA
OG0001533	AH019844-RA	Av_00017068-RA
OG0001534	AH007653-RA	Av_00008159-RA, Av_00014390-RA
OG0001534	AH006906-RA	Av_00021550-RA, Av_00006709-RA
OG0001535	AH023126-RA, AH016342-RA	Av_00003852-RA
OG0001535	AH013198-RA, AH022452-RA	Av_00016818-RA
OG0001536	AH008112-RA	Av_00004713-RA
OG0001538	AH005733-RA	Av_00021595-RA, Av_00000457-RA
OG0001539	AH008664-RA	Av_00023852-RA
OG0001540	AH006766-RA	Av_00012671-RA, Av_00014476-RA, Av_00021734-RA
OG0001541	AH011400-RA, AH018319-RA	Av_00006050-RA, Av_00005436-RA, Av_00003002-RA, Av_00010334-RA
OG0001542	AH007379-RA, AH010616-RA, AH007380-RA, AH010614-RA	Av_00006627-RA, Av_00022975-RA, Av_00015084-RA
OG0001543	AH000480-RA, AH002311-RA	Av_00004296-RA, Av_00004582-RA
OG0001543	AH016806-RA, AH023695-RA	Av_00004060-RA
OG0001544	AH006013-RA	Av_00013718-RA
OG0001544	AH002179-RA	Av_00010021-RA
OG0001546	AH003708-RA	Av_00002016-RA
OG0001547	AH001886-RA	Av_00012296-RA, Av_00004417-RA
OG0001549	AH006003-RA	Av_00000359-RA
OG0001549	AH011434-RA	Av_00020522-RA
OG0001550	AH005336-RA	Av_00023215-RA
OG0001552	AH002282-RA	Av_00009861-RA, Av_00011071-RA
OG0001553	AH014799-RA, AH011523-RA, AH011525-RA, AH018422-RA, AH007015-RA, AH009840-RA, AH009838-RA	Av_00007903-RA
OG0001554	AH000012-RA, AH001040-RA	Av_00010118-RA, Av_00014295-RA
OG0001555	AH021908-RA	Av_00022282-RA
OG0001556	AH018570-RA	Av_00006066-RA
OG0001557	AH008030-RA	Av_00000213-RA
OG0001558	AH012625-RA	Av_00021602-RA
OG0001559	AH020715-RA	Av_00007390-RA, Av_00005850-RA
OG0001560	AH000873-RA, AH002203-RA	Av_00015964-RA, Av_00007279-RA
OG0001561	AH010269-RA	Av_00021838-RA, Av_00011633-RA
OG0001562	AH011308-RA, AH018064-RA	Av_00024410-RA, Av_00023877-RA, Av_00022771-RA
OG0001564	AH016999-RA, AH015901-RA	Av_00021244-RA, Av_00001102-RA, Av_00008236-RA
OG0001565	AH017805-RA	Av_00019971-RA
OG0001566	AH021133-RA	Av_00007226-RA
OG0001567	AH010648-RA	Av_00011773-RA, Av_00016635-RA
OG0001568	AH019584-RA, AH012136-RA	Av_00024699-RA, Av_00016701-RA, Av_00009189-RA
OG0001569	AH000501-RA, AH001571-RA	Av_00008012-RA, Av_00006788-RA
OG0001569	AH014453-RA, AH020904-RA	Av_00019074-RA, Av_00019541-RA
OG0001571	AH020835-RA	Av_00009033-RA, Av_00021625-RA
OG0001572	AH014037-RA, AH020717-RA, AH013849-RA	Av_00009050-RA, Av_00005849-RA
OG0001573	AH018757-RA	Av_00010381-RA, Av_00014547-RA
OG0001573	AH009107-RA	Av_00019869-RA
OG0001574	AH000159-RA	Av_00014278-RA, Av_00010142-RA, Av_00023542-RA
OG0001575	AH005708-RA, AH003867-RA	Av_00020657-RA
OG0001575	AH020270-RA	Av_00012073-RA
OG0001576	AH019735-RA	Av_00022514-RA, Av_00014626-RA, Av_00008588-RA
OG0001577	AH009649-RA	Av_00011428-RA, Av_00014656-RA
OG0001578	AH013857-RA	Av_00007339-RA, Av_00021060-RA
OG0001579	AH021246-RA, AH020704-RA, AH021245-RA, AH014673-RA	Av_00018358-RA
OG0001579	AH006300-RA	Av_00022942-RA, Av_00022391-RA
OG0001580	AH021876-RA	Av_00024234-RA, Av_00005064-RA
OG0001582	AH014750-RA	Av_00005571-RA, Av_00006014-RA
OG0001583	AH018912-RA	Av_00014066-RA
OG0001586	AH012591-RA	Av_00012613-RA, Av_00002942-RA, Av_00012614-RA, Av_00010284-RA, Av_00018023-RA
OG0001587	AH003514-RA, AH006204-RA, AH003513-RA, AH006205-RA, AH003516-RA, AH006202-RA	Av_00015378-RA, Av_00001860-RA, Av_00013698-RA
OG0001588	AH008356-RA	Av_00010023-RA
OG0001589	AH008522-RA, AH008513-RA	Av_00013389-RA
OG0001590	AH020921-RA, AH014461-RA	Av_00019774-RA
OG0001590	AH004501-RA	Av_00005362-RA
OG0001591	AH008591-RA	Av_00006278-RA, Av_00020913-RA, Av_00008919-RA
OG0001592	AH007393-RA, AH011246-RA	Av_00016630-RA, Av_00001333-RA
OG0001593	AH004818-RA, AH004453-RA	Av_00021554-RA, Av_00003345-RA, Av_00010820-RA
OG0001593	AH004192-RA	Av_00011641-RA, Av_00017934-RA
OG0001594	AH009561-RA	Av_00023317-RA, Av_00016047-RA
OG0001595	AH018780-RA	Av_00020566-RA
OG0001596	AH007854-RA, AH010717-RA, AH007856-RA	Av_00016228-RA, Av_00016078-RA, Av_00016129-RA
OG0001597	AH000800-RA, AH002278-RA, AH022884-RA, AH016538-RA, AH016535-RA, AH016540-RA	Av_00005761-RA, Av_00012207-RA, Av_00003917-RA
OG0001598	AH018334-RA, AH012424-RA	Av_00019614-RA
OG0001600	AH004006-RA, AH005577-RA	Av_00024193-RA, Av_00015520-RA, Av_00016974-RA, Av_00007570-RA
OG0001601	AH004781-RA, AH004422-RA	Av_00005327-RA
OG0001601	AH002490-RA, AH017979-RA	Av_00017698-RA, Av_00001714-RA
OG0001602	AH017636-RA, AH017638-RA, AH017639-RA, AH017637-RA, AH002785-RA, AH002786-RA	Av_00001742-RA
OG0001603	AH005494-RA	Av_00007628-RA
OG0001604	AH018441-RA	Av_00019884-RA, Av_00017844-RA
OG0001605	AH021091-RA, AH014324-RA	Av_00025071-RA, Av_00017132-RA
OG0001606	AH007949-RA	Av_00019480-RA
OG0001616	AH019309-RA	Av_00022709-RA
OG0001617	AH013605-RA, AH013606-RA	Av_00004824-RA, Av_00003406-RA, Av_00009570-RA, Av_00021286-RA
OG0001618	AH000040-RA, AH015948-RA, AH015947-RA	Av_00013425-RA, Av_00015794-RA, Av_00023871-RA, Av_00017831-RA
OG0001619	AH016052-RA	Av_00011119-RA, Av_00004313-RA
OG0001620	AH004529-RA, AH005206-RA	Av_00003366-RA
OG0001620	AH000134-RA	Av_00019139-RA
OG0001621	AH007697-RA, AH010947-RA	Av_00014910-RA, Av_00008136-RA
OG0001622	AH006278-RA, AH003798-RA, AH005847-RA	Av_00004273-RA
OG0001624	AH016256-RA, AH000056-RA	Av_00019779-RA, Av_00021712-RA, Av_00021714-RA, Av_00012157-RA, Av_00003998-RA, Av_00009063-RA
OG0001625	AH021810-RA	Av_00002936-RA, Av_00012611-RA
OG0001626	AH010876-RA, AH007655-RA	Av_00007019-RA, Av_00004336-RA, Av_00014391-RA, Av_00011884-RA, Av_00006504-RA
OG0001627	AH021888-RA	Av_00002902-RA
OG0001628	AH010604-RA, AH015409-RA, AH011786-RA	Av_00006633-RA, Av_00022980-RA, Av_00001341-RA, Av_00001338-RA, Av_00015130-RA
OG0001629	AH016468-RA	Av_00005739-RA
OG0001630	AH019887-RA, AH022022-RA, AH007171-RA	Av_00023556-RA
OG0001632	AH015907-RA, AH016987-RA	Av_00008197-RA, Av_00004363-RA, Av_00001147-RA, Av_00014344-RA
OG0001633	AH003943-RA, AH006131-RA	Av_00019919-RA
OG0001634	AH015294-RA, AH015297-RA	Av_00003829-RA, Av_00005420-RA, Av_00002980-RA, Av_00010323-RA
OG0001636	AH012598-RA, AH021811-RA	Av_00022228-RA, Av_00022176-RA
OG0001637	AH005474-RA	Av_00023999-RA
OG0001637	AH016831-RA	Av_00012110-RA
OG0001638	AH005319-RA	Av_00011622-RA
OG0001639	AH011132-RA, AH007459-RA	Av_00001235-RA, Av_00014883-RA, Av_00016524-RA
OG0001640	AH016716-RA, AH008367-RA	Av_00010794-RA, Av_00010018-RA
OG0001641	AH008205-RA, AH010173-RA	Av_00015742-RA, Av_00022555-RA, Av_00024734-RA, Av_00000164-RA
OG0001642	AH000897-RA, AH002189-RA	Av_00008828-RA, Av_00008829-RA, Av_00008827-RA, Av_00018754-RA
OG0001644	AH021046-RA	Av_00023428-RA, Av_00023421-RA
OG0001646	AH012811-RA, AH021919-RA	Av_00006033-RA
OG0001647	AH021285-RA	Av_00020081-RA
OG0001648	AH009888-RA, AH009890-RA	Av_00020655-RA, Av_00017750-RA
OG0001649	AH015613-RA	Av_00023386-RA, Av_00013655-RA, Av_00011929-RA
OG0001650	AH013593-RA	Av_00021291-RA
OG0001651	AH009730-RA	Av_00015719-RA
OG0001652	AH021445-RA	Av_00005590-RA
OG0001652	AH001167-RA	Av_00011711-RA, Av_00019818-RA, Av_00012751-RA, Av_00006204-RA, Av_00011710-RA
OG0001653	AH003774-RA, AH005834-RA	Av_00014491-RA, Av_00012686-RA
OG0001654	AH017257-RA	Av_00010539-RA
OG0001655	AH018675-RA	Av_00010411-RA, Av_00014571-RA
OG0001655	AH009231-RA	Av_00010891-RA
OG0001656	AH021074-RA	Av_00021106-RA
OG0001657	AH003171-RA, AH018633-RA, AH018634-RA	Av_00010418-RA, Av_00014576-RA
OG0001657	AH018636-RA	Av_00006100-RA
OG0001658	AH023273-RA	Av_00018276-RA, Av_00004686-RA
OG0001659	AH018753-RA	Av_00010709-RA, Av_00018573-RA
OG0001660	AH000651-RA	Av_00019794-RA, Av_00009072-RA, Av_00022257-RA, Av_00003982-RA
OG0001661	AH023270-RA, AH016239-RA	Av_00019094-RA, Av_00024266-RA, Av_00019509-RA
OG0001662	AH019030-RA	Av_00008313-RA
OG0001663	AH016054-RA	Av_00018817-RA
OG0001663	AH010682-RA	Av_00012975-RA, Av_00007239-RA
OG0001665	AH006549-RA, AH020532-RA, AH015940-RA	Av_00003560-RA, Av_00007076-RA
OG0001666	AH019574-RA, AH012417-RA	Av_00001627-RA, Av_00009408-RA
OG0001667	AH009691-RA	Av_00014664-RA, Av_00008628-RA
OG0001668	AH021098-RA	Av_00008757-RA, Av_00007143-RA, Av_00008756-RA
OG0001669	AH007158-RA	Av_00017054-RA
OG0001669	AH022348-RA	Av_00023015-RA
OG0001670	AH012775-RA, AH021998-RA	Av_00012570-RA, Av_00002884-RA
OG0001671	AH015240-RA	Av_00023123-RA, Av_00020668-RA, Av_00014105-RA, Av_00024908-RA
OG0001672	AH000063-RA, AH001137-RA	Av_00020700-RA
OG0001674	AH020492-RA, AH006671-RA	Av_00020600-RA, Av_00006305-RA, Av_00013137-RA, Av_00021470-RA
OG0001675	AH000388-RA	Av_00024242-RA
OG0001676	AH018279-RA, AH018278-RA, AH009380-RA	Av_00000099-RA, Av_00011507-RA
OG0001676	AH018277-RA	Av_00002999-RA, Av_00014516-RA, Av_00010333-RA, Av_00005432-RA
OG0001677	AH021282-RA	Av_00007684-RA
OG0001679	AH018848-RA, AH003046-RA	Av_00024219-RA, Av_00014065-RA, Av_00002813-RA
OG0001680	AH014752-RA	Av_00007442-RA, Av_00003733-RA
OG0001681	AH023604-RA	Av_00000002-RA, Av_00017788-RA
OG0001682	AH000843-RA	Av_00009921-RA
OG0001682	AH000844-RA	Av_00011138-RA
OG0001684	AH004203-RA	Av_00013743-RA
OG0001685	AH004970-RA, AH013015-RA, AH021910-RA	Av_00001480-RA, Av_00002218-RA, Av_00009626-RA
OG0001686	AH002775-RA, AH017644-RA	Av_00005113-RA
OG0001686	AH002623-RA	Av_00001420-RA, Av_00023546-RA
OG0001687	AH016947-RA	Av_00022541-RA, Av_00001051-RA
OG0001688	AH012289-RA	Av_00000820-RA, Av_00004808-RA
OG0001690	AH008998-RA	Av_00000064-RA, Av_00000065-RA, Av_00011462-RA
OG0001691	AH022135-RA, AH013017-RA	Av_00004849-RA, Av_00003468-RA, Av_00009630-RA
OG0001692	AH010498-RA, AH007597-RA	Av_00006670-RA, Av_00016194-RA
OG0001693	AH011217-RA	Av_00006651-RA
OG0001694	AH015319-RA, AH002871-RA, AH015321-RA, AH015320-RA	Av_00013768-RA
OG0001696	AH011688-RA, AH020052-RA	Av_00010733-RA
OG0001696	AH017567-RA	Av_00010511-RA, Av_00015915-RA
OG0001697	AH005154-RA	Av_00003355-RA, Av_00010827-RA, Av_00005366-RA, Av_00002630-RA, Av_00002629-RA
OG0001698	AH005249-RA	Av_00011751-RA
OG0001698	AH018433-RA	Av_00022096-RA, Av_00022688-RA
OG0001699	AH007757-RA	Av_00012848-RA, Av_00010265-RA
OG0001700	AH005561-RA	Av_00002727-RA
OG0001700	AH017530-RA	Av_00000528-RA, Av_00011241-RA, Av_00001785-RA
OG0001701	AH008635-RA	Av_00009358-RA, Av_00012465-RA
OG0001702	AH013119-RA	Av_00022638-RA, Av_00009742-RA, Av_00021273-RA
OG0001702	AH016611-RA, AH022743-RA	Av_00003949-RA
OG0001703	AH022869-RA, AH003000-RA	Av_00017232-RA
OG0001704	AH022966-RA	Av_00015618-RA, Av_00009134-RA, Av_00017292-RA, Av_00005735-RA
OG0001717	AH001443-RA	Av_00002590-RA
OG0001718	AH011245-RA	Av_00016627-RA
OG0001719	AH021777-RA, AH012561-RA	Av_00004925-RA, Av_00005829-RA, Av_00019781-RA
OG0001721	AH005757-RA	Av_00016333-RA
OG0001723	AH019314-RA	Av_00021448-RA
OG0001724	AH012897-RA	Av_00001510-RA
OG0001725	AH022467-RA, AH013188-RA, AH018836-RA	Av_00023167-RA, Av_00019459-RA, Av_00019593-RA, Av_00021203-RA
OG0001726	AH006334-RA, AH003486-RA, AH003483-RA, AH006335-RA	Av_00011648-RA
OG0001727	AH013873-RA, AH013874-RA, AH013872-RA	Av_00024651-RA
OG0001728	AH022099-RA	Av_00021741-RA
OG0001729	AH012148-RA	Av_00000594-RA, Av_00019217-RA
OG0001730	AH007760-RA, AH010819-RA	Av_00016245-RA, Av_00020097-RA
OG0001731	AH013848-RA, AH022615-RA	Av_00008506-RA, Av_00015280-RA, Av_00015290-RA
OG0001732	AH010440-RA	Av_00016176-RA, Av_00016066-RA, Av_00020363-RA, Av_00016785-RA
OG0001733	AH000181-RA	Av_00019369-RA, Av_00012706-RA
OG0001734	AH015687-RA	Av_00023559-RA
OG0001734	AH020458-RA	Av_00014498-RA, Av_00023029-RA, Av_00020449-RA, Av_00013149-RA, Av_00020510-RA, Av_00003526-RA, Av_00020281-RA
OG0001735	AH023047-RA	Av_00011989-RA
OG0001735	AH022671-RA	Av_00006167-RA
OG0001736	AH020033-RA, AH011716-RA	Av_00001572-RA, Av_00013561-RA
OG0001736	AH001294-RA, AH000100-RA	Av_00014268-RA
OG0001737	AH006518-RA	Av_00020196-RA
OG0001738	AH006940-RA	Av_00008055-RA
OG0001738	AH013089-RA	Av_00008056-RA
OG0001739	AH005987-RA, AH022091-RA, AH012947-RA	Av_00022049-RA
OG0001739	AH012946-RA, AH022092-RA	Av_00021026-RA, Av_00006910-RA
OG0001740	AH000605-RA	Av_00010058-RA, Av_00007956-RA, Av_00006828-RA
OG0001740	AH014010-RA	Av_00012149-RA, Av_00005839-RA
OG0001744	AH013131-RA	Av_00010858-RA, Av_00003401-RA
OG0001745	AH005579-RA	Av_00013412-RA
OG0001745	AH019784-RA, AH020090-RA	Av_00020383-RA
OG0001746	AH000827-RA, AH002246-RA	Av_00007274-RA, Av_00018302-RA
OG0001746	AH006438-RA, AH006435-RA	Av_00001930-RA, Av_00014936-RA, Av_00016307-RA
OG0001747	AH016794-RA, AH023706-RA	Av_00012113-RA, Av_00019441-RA, Av_00004058-RA
OG0001748	AH014624-RA, AH021191-RA, AH008397-RA, AH005645-RA	Av_00010210-RA, Av_00024539-RA, Av_00006884-RA, Av_00009978-RA
OG0001750	AH000924-RA	Av_00024250-RA
OG0001750	AH023742-RA	Av_00019429-RA
OG0001751	AH005935-RA, AH003620-RA	Av_00018978-RA, Av_00001922-RA, Av_00000491-RA
OG0001752	AH023669-RA	Av_00009014-RA
OG0001753	AH005755-RA, AH003824-RA	Av_00019250-RA
OG0001754	AH008700-RA	Av_00003164-RA, Av_00013986-RA
OG0001755	AH008484-RA	Av_00018436-RA, Av_00003324-RA
OG0001758	AH003598-RA	Av_00018992-RA, Av_00000501-RA
OG0001759	AH005763-RA	Av_00021586-RA
OG0001759	AH001797-RA, AH000576-RA	Av_00023953-RA, Av_00011164-RA, Av_00001060-RA
OG0001761	AH000422-RA	Av_00024110-RA, Av_00017497-RA, Av_00008459-RA, Av_00017388-RA
OG0001762	AH001432-RA	Av_00010762-RA, Av_00017493-RA
OG0001763	AH006324-RA, AH003477-RA	Av_00001883-RA
OG0001763	AH001209-RA	Av_00019140-RA, Av_00010164-RA
OG0001764	AH021319-RA	Av_00015456-RA
OG0001764	AH007966-RA	Av_00019477-RA
OG0001765	AH016685-RA, AH008399-RA	Av_00019102-RA, Av_00010212-RA
OG0001766	AH020380-RA, AH007582-RA, AH007584-RA, AH007585-RA	Av_00001429-RA, Av_00002300-RA
OG0001767	AH018671-RA	Av_00005468-RA, Av_00024494-RA
OG0001767	AH019542-RA, AH012369-RA	Av_00009172-RA, Av_00014769-RA, Av_00002079-RA
OG0001768	AH002166-RA	Av_00006794-RA, Av_00015735-RA, Av_00023967-RA, Av_00023966-RA, Av_00022525-RA, Av_00008009-RA
OG0001769	AH016997-RA	Av_00004393-RA, Av_00008235-RA, Av_00008331-RA
OG0001769	AH017080-RA	Av_00008341-RA
OG0001769	AH021065-RA	Av_00008738-RA
OG0001770	AH014561-RA, AH021126-RA	Av_00007242-RA
OG0001771	AH001996-RA	Av_00015425-RA, Av_00004154-RA, Av_00010727-RA
OG0001771	AH014069-RA, AH020762-RA, AH014148-RA, AH023801-RA	Av_00021634-RA, Av_00009042-RA, Av_00007395-RA
OG0001772	AH014436-RA	Av_00011052-RA, Av_00023599-RA, Av_00004472-RA, Av_00018226-RA, Av_00001034-RA
OG0001773	AH018095-RA	Av_00018329-RA
OG0001774	AH009193-RA, AH020811-RA	Av_00011452-RA
OG0001775	AH014348-RA	Av_00014321-RA, Av_00010076-RA
OG0001776	AH007741-RA	Av_00013004-RA, Av_00007245-RA
OG0001777	AH009523-RA	Av_00014636-RA, Av_00008594-RA
OG0001778	AH011462-RA, AH018239-RA	Av_00019582-RA, Av_00021195-RA
OG0001778	AH009344-RA	Av_00000105-RA
OG0001779	AH020944-RA	Av_00004480-RA, Av_00023593-RA
OG0001780	AH011263-RA, AH017997-RA	Av_00024531-RA, Av_00014584-RA, Av_00010432-RA, Av_00020819-RA, Av_00005490-RA
OG0001781	AH018651-RA	Av_00005472-RA
OG0001781	AH023040-RA	Av_00011994-RA
OG0001782	AH007490-RA	Av_00023403-RA
OG0001782	AH002141-RA	Av_00001151-RA
OG0001783	AH002965-RA	Av_00014779-RA, Av_00009182-RA
OG0001784	AH021159-RA	Av_00016859-RA, Av_00018231-RA
OG0001785	AH014213-RA	Av_00007228-RA, Av_00007227-RA, Av_00012980-RA, Av_00011114-RA
OG0001786	AH012088-RA, AH019612-RA, AH012087-RA, AH012086-RA	Av_00010856-RA, Av_00005142-RA
OG0001787	AH013870-RA	Av_00021142-RA
OG0001788	AH009880-RA	Av_00003072-RA, Av_00015736-RA
