Orthogroup	A_hypochondriacus.proteins	V_vinifera.proteins
OG0001858	AH022314-RA, AH013429-RA, AH018645-RA, AH018644-RA	VIT_202s0025g03750.1, VIT_202s0025g03730.2, VIT_202s0025g03730.1, VIT_202s0025g03730.3, VIT_202s0025g03740.1
OG0001860	AH005813-RA	VIT_204s0023g02700.1
OG0001860	AH023590-RA	VIT_218s0001g13250.1
OG0001861	AH009100-RA	VIT_215s0048g00950.1
OG0001861	AH004242-RA	VIT_212s0035g02100.2, VIT_212s0035g02100.1, VIT_212s0035g02110.1, VIT_212s0035g02040.1, VIT_212s0035g02110.4, VIT_212s0035g02110.6, VIT_212s0035g02110.5, VIT_212s0035g02110.2, VIT_212s0035g02110.3, VIT_212s0035g02110.7
OG0001862	AH008619-RA	VIT_218s0001g11060.1
OG0001863	AH006122-RA, AH001628-RA, AH000953-RA	VIT_207s0031g00350.1
OG0001865	AH002706-RA	VIT_212s0028g03420.3, VIT_212s0028g03420.1, VIT_212s0028g03420.4, VIT_212s0028g03420.5, VIT_212s0028g03420.2, VIT_209s0096g00110.1, VIT_209s0096g00040.1
OG0001866	AH005896-RA, AH003949-RA	VIT_200s0207g00280.3, VIT_200s0207g00280.2, VIT_200s0207g00280.1
OG0001867	AH010637-RA	VIT_207s0031g02320.3, VIT_207s0031g02320.2, VIT_207s0031g02320.1, VIT_200s0208g00090.1
OG0001867	AH021099-RA	VIT_211s0016g00820.1, VIT_211s0016g00820.2
OG0001868	AH008680-RA	VIT_218s0001g12090.3, VIT_218s0001g12090.4, VIT_218s0001g12090.5
OG0001869	AH005583-RA	VIT_204s0023g01250.1
OG0001869	AH008676-RA	VIT_218s0001g12020.1
OG0001870	AH008888-RA	VIT_218s0001g07630.1, VIT_218s0001g07630.2
OG0001870	AH014396-RA, AH020978-RA	VIT_211s0052g00880.1
OG0001871	AH016681-RA	VIT_218s0001g09300.2, VIT_218s0001g09300.1
OG0001871	AH014636-RA	VIT_203s0091g00580.1
OG0001872	AH000815-RA	VIT_203s0038g02280.1, VIT_203s0038g02280.2, VIT_203s0038g02280.3, VIT_203s0038g02280.4, VIT_203s0038g02280.5
OG0001872	AH006452-RA	VIT_204s0023g03670.1
OG0001873	AH001632-RA, AH001633-RA, AH000955-RA, AH001630-RA, AH000957-RA, AH001635-RA	VIT_203s0063g00120.3, VIT_203s0063g00120.4, VIT_203s0063g00120.2, VIT_203s0063g00120.1
OG0001874	AH023767-RA	VIT_206s0004g06830.1
OG0001875	AH003766-RA, AH001742-RA, AH000591-RA	VIT_204s0023g03030.2, VIT_204s0023g03030.3, VIT_204s0023g03030.1
OG0001876	AH005633-RA	VIT_204s0023g01130.1
OG0001877	AH021687-RA	VIT_206s0004g08300.2, VIT_206s0004g08300.3, VIT_206s0004g08300.4, VIT_206s0004g08300.1, VIT_208s0056g00440.1, VIT_208s0056g00440.3, VIT_208s0056g00440.4, VIT_208s0056g00440.2
OG0001878	AH010013-RA, AH010014-RA	VIT_219s0014g03190.1, VIT_219s0014g03190.2, VIT_219s0014g03190.3, VIT_219s0014g03190.4
OG0001878	AH015088-RA	VIT_200s0652g00020.3, VIT_200s0652g00020.2, VIT_200s0652g00020.1
OG0001880	AH013302-RA	VIT_217s0000g02680.1
OG0001881	AH021668-RA	VIT_210s0003g00060.1
OG0001882	AH010006-RA	VIT_212s0059g01850.1, VIT_212s0059g01850.2, VIT_212s0059g01850.4, VIT_212s0059g01850.3
OG0001883	AH005140-RA, AH004270-RA	VIT_214s0068g01070.3, VIT_214s0068g01070.1, VIT_214s0068g01070.2
OG0001884	AH001358-RA	VIT_212s0028g03310.1, VIT_212s0028g03310.2, VIT_212s0028g03310.3
OG0001884	AH010074-RA	VIT_219s0014g02340.3, VIT_219s0014g02340.1
OG0001885	AH019869-RA, AH019871-RA	VIT_205s0077g01400.2, VIT_205s0077g01400.1, VIT_205s0077g01400.7, VIT_205s0077g01400.4, VIT_205s0077g01400.6, VIT_207s0005g01120.1, VIT_207s0005g01120.6, VIT_207s0005g01120.3, VIT_207s0005g01120.2, VIT_207s0005g01120.4, VIT_207s0005g01120.5
OG0001885	AH004213-RA	VIT_212s0035g01360.1
OG0001886	AH007145-RA	VIT_205s0062g01190.1, VIT_205s0062g01190.2
OG0001886	AH009736-RA	VIT_219s0090g01530.1
OG0001887	AH000287-RA	VIT_212s0028g02590.2, VIT_212s0028g02590.3, VIT_212s0028g02590.1
OG0001887	AH008027-RA, AH010109-RA	VIT_219s0014g01780.2, VIT_219s0014g01780.1
OG0001888	AH002191-RA, AH002190-RA	VIT_212s0142g00430.1
OG0001889	AH019457-RA	VIT_216s0022g00960.1
OG0001889	AH003223-RA	VIT_200s0323g00050.1
OG0001890	AH015844-RA	VIT_214s0068g00340.3, VIT_214s0068g00340.1, VIT_214s0068g00340.2
OG0001890	AH019085-RA	VIT_208s0040g01420.1
OG0001891	AH007317-RA	VIT_216s0039g02230.1
OG0001892	AH014434-RA, AH020950-RA	VIT_211s0052g00670.1
OG0001894	AH009195-RA	VIT_215s0048g01320.1
OG0001894	AH012326-RA	VIT_216s0022g02310.1
OG0001895	AH020899-RA	VIT_211s0016g03330.2, VIT_211s0016g03330.1
OG0001895	AH016176-RA, AH023355-RA	VIT_204s0008g03350.1
OG0001896	AH023236-RA	VIT_204s0008g05730.1
OG0001896	AH005882-RA	VIT_211s0118g00200.2, VIT_211s0118g00200.1
OG0001897	AH013421-RA, AH022317-RA	VIT_209s0002g00470.1, VIT_209s0002g00470.4, VIT_209s0002g00470.2, VIT_209s0002g00470.5, VIT_209s0002g00470.3
OG0001898	AH014569-RA, AH013371-RA	VIT_202s0025g04910.1
OG0001899	AH021056-RA, AH014283-RA	VIT_211s0037g00560.3, VIT_211s0037g00560.1, VIT_211s0037g00560.2
OG0001900	AH023235-RA	VIT_204s0008g05720.1
OG0001901	AH009169-RA	VIT_215s0048g01650.3, VIT_215s0048g01650.2, VIT_215s0048g01650.1, VIT_215s0048g01650.5, VIT_215s0048g01650.6, VIT_215s0048g01650.4
OG0001902	AH020702-RA, AH020700-RA	VIT_211s0016g05700.1, VIT_211s0016g05700.3, VIT_211s0016g05700.2, VIT_211s0016g05700.8, VIT_211s0016g05700.6, VIT_211s0016g05700.7, VIT_211s0016g05700.9, VIT_211s0016g05700.5, VIT_211s0016g05700.4
OG0001903	AH009550-RA, AH011982-RA	VIT_216s0098g01850.1
OG0001904	AH000560-RA, AH001826-RA	VIT_203s0063g02420.1, VIT_203s0063g02420.2
OG0001905	AH019292-RA	VIT_213s0067g03230.1
OG0001905	AH022424-RA, AH013230-RA	VIT_206s0004g08170.7, VIT_206s0004g08170.8, VIT_206s0004g08170.1, VIT_206s0004g08170.2, VIT_206s0004g08170.6, VIT_206s0004g08170.5, VIT_206s0004g08170.9, VIT_206s0004g08170.3, VIT_206s0004g08170.4
OG0001906	AH013660-RA, AH022498-RA, AH023454-RA	VIT_213s0019g01040.1, VIT_212s0059g00030.1
OG0001907	AH022335-RA	VIT_209s0002g00810.4, VIT_209s0002g00810.6, VIT_209s0002g00810.5, VIT_209s0002g00810.1, VIT_209s0002g00810.7, VIT_209s0002g00810.3, VIT_209s0002g00810.2
OG0001908	AH000258-RA	VIT_212s0059g02320.2, VIT_212s0059g02320.1
OG0001908	AH008162-RA, AH022051-RA	VIT_219s0177g00230.2, VIT_219s0177g00230.3, VIT_219s0177g00230.1
OG0001910	AH021965-RA, AH012791-RA, AH015928-RA	VIT_206s0004g03410.1, VIT_213s0019g03640.1, VIT_208s0040g02420.1
OG0001911	AH008231-RA, AH009885-RA	VIT_212s0059g01460.1, VIT_207s0031g02760.1, VIT_219s0090g01080.1
OG0001912	AH021751-RA, AH021752-RA	VIT_208s0058g00740.2, VIT_208s0058g00740.1, VIT_208s0058g00740.5, VIT_208s0058g00740.4, VIT_208s0058g00740.3, VIT_208s0058g00730.1
OG0001913	AH014788-RA, AH021371-RA	VIT_219s0014g01020.3, VIT_219s0014g01020.1
OG0001914	AH021405-RA, AH021404-RA, AH014847-RA	VIT_210s0003g01040.1
OG0001915	AH012834-RA	VIT_201s0011g01480.2, VIT_201s0011g01480.3, VIT_201s0011g01480.1
OG0001916	AH021885-RA, AH012726-RA	VIT_208s0007g01780.2, VIT_208s0007g01780.1
OG0001917	AH008209-RA	VIT_219s0090g00510.4, VIT_219s0090g00510.1, VIT_219s0090g00510.2, VIT_219s0090g00510.3
OG0001918	AH020957-RA	VIT_212s0059g01550.4, VIT_212s0059g01550.3, VIT_212s0059g01550.1, VIT_212s0059g01550.2, VIT_212s0059g01480.1
OG0001919	AH023321-RA, AH013641-RA	VIT_218s0072g00870.3, VIT_218s0072g00870.5, VIT_218s0072g00870.8, VIT_218s0072g00870.2, VIT_218s0072g00870.6, VIT_218s0072g00870.1, VIT_218s0072g00870.7, VIT_218s0072g00870.4
OG0001920	AH021819-RA	VIT_208s0007g03390.1
OG0001921	AH000041-RA	VIT_212s0059g01690.1, VIT_212s0059g01690.5, VIT_212s0059g01690.3, VIT_212s0059g01690.4, VIT_212s0059g01690.2
OG0001921	AH005106-RA	VIT_201s0026g01700.2, VIT_201s0026g01700.1
OG0001922	AH007184-RA	VIT_205s0049g01460.4, VIT_205s0049g01460.1, VIT_205s0049g01460.3, VIT_205s0049g01460.2, VIT_205s0049g01460.6, VIT_205s0049g01460.5
OG0001922	AH018949-RA	VIT_207s0005g03830.1
OG0001923	AH013011-RA	VIT_207s0005g04710.2, VIT_207s0005g04710.3, VIT_207s0005g04710.1, VIT_207s0005g04710.4
OG0001924	AH003988-RA, AH005584-RA, AH010848-RA	VIT_204s0023g01290.1
OG0001925	AH001308-RA, AH001647-RA	VIT_218s0001g10040.1
OG0001926	AH008719-RA	VIT_218s0001g06250.1
OG0001927	AH000709-RA	VIT_203s0132g00200.1
OG0001928	AH019362-RA	VIT_214s0066g02320.5, VIT_214s0066g02320.4, VIT_214s0066g02320.3, VIT_214s0066g02320.2, VIT_214s0066g02320.1, VIT_219s0085g00060.1
OG0001929	AH011101-RA	VIT_217s0000g02550.3, VIT_217s0000g02550.1, VIT_217s0000g02550.2
OG0001930	AH023430-RA	VIT_219s0027g01660.1, VIT_219s0027g01660.2
OG0001931	AH002796-RA, AH017624-RA, AH014161-RA	VIT_217s0000g05630.2, VIT_217s0000g05630.1
OG0001932	AH009321-RA	VIT_215s0021g00220.2, VIT_215s0021g00220.1
OG0001933	AH004671-RA	VIT_201s0026g01240.3, VIT_201s0026g01240.2, VIT_201s0026g01240.1
OG0001933	AH002774-RA, AH017645-RA	VIT_217s0000g05410.1
OG0001934	AH012105-RA, AH019419-RA, AH012161-RA	VIT_216s0013g01920.1, VIT_216s0013g01920.2, VIT_216s0013g01920.4, VIT_216s0013g01920.3
OG0001935	AH002493-RA	VIT_217s0000g08370.1, VIT_217s0000g08370.5, VIT_217s0000g08370.3, VIT_217s0000g08370.4, VIT_217s0000g08370.2
OG0001936	AH007839-RA, AH010696-RA	VIT_204s0079g00200.6, VIT_204s0079g00200.7, VIT_204s0079g00200.5, VIT_204s0079g00200.2, VIT_204s0079g00200.4, VIT_204s0079g00200.3, VIT_204s0079g00200.1
OG0001937	AH017634-RA, AH002787-RA	VIT_217s0000g05500.1
OG0001938	AH015778-RA, AH002820-RA	VIT_217s0000g06190.1, VIT_214s0108g00830.1, VIT_214s0108g00830.2
OG0001939	AH017629-RA, AH017630-RA	VIT_214s0066g02590.1
OG0001941	AH015141-RA, AH015155-RA, AH021580-RA	VIT_200s0203g00110.1, VIT_200s0203g00110.4, VIT_200s0203g00110.2, VIT_200s0203g00110.3
OG0001943	AH007385-RA	VIT_205s0020g00850.1, VIT_214s0060g00370.4, VIT_214s0060g00370.2, VIT_214s0060g00370.6, VIT_214s0060g00370.3, VIT_214s0060g00370.5, VIT_214s0060g00370.1
OG0001958	AH015713-RA	VIT_213s0158g00320.1, VIT_213s0158g00320.2, VIT_213s0158g00320.3
OG0001958	AH020473-RA, AH006736-RA	VIT_200s0252g00040.1
OG0001959	AH004714-RA	VIT_201s0011g05400.4, VIT_201s0011g05400.1, VIT_201s0011g05400.3, VIT_201s0011g05400.2
OG0001959	AH007175-RA	VIT_205s0049g01740.1, VIT_205s0049g01740.2, VIT_205s0049g01740.4, VIT_205s0049g01740.3
OG0001960	AH007526-RA, AH010570-RA	VIT_214s0030g00440.1, VIT_214s0030g00440.2
OG0001960	AH012886-RA	VIT_207s0104g00930.1
OG0001961	AH022404-RA, AH013257-RA	VIT_206s0080g00290.1
OG0001961	AH019541-RA	VIT_216s0100g00700.1
OG0001962	AH015423-RA	VIT_219s0014g02520.1
OG0001963	AH000200-RA	VIT_206s0061g00530.1, VIT_206s0061g00530.2
OG0001964	AH022716-RA, AH013169-RA	VIT_206s0004g07460.1
OG0001964	AH014795-RA, AH021386-RA	VIT_210s0003g01310.1
OG0001966	AH011618-RA	VIT_205s0102g00270.4, VIT_205s0102g00270.1, VIT_205s0102g00270.3, VIT_205s0102g00270.2
OG0001967	AH022029-RA, AH012994-RA	VIT_207s0005g04380.1, VIT_207s0005g04380.3, VIT_207s0005g04380.7, VIT_207s0005g04380.6, VIT_207s0005g04380.5, VIT_207s0005g04380.4, VIT_207s0005g04380.2
OG0001969	AH001351-RA	VIT_212s0059g00270.1
OG0001969	AH010017-RA, AH008094-RA	VIT_219s0014g03160.4, VIT_219s0014g03160.1, VIT_219s0014g03160.2
OG0001970	AH004245-RA, AH004243-RA	VIT_212s0035g02180.1
OG0001970	AH007481-RA	VIT_200s0340g00050.1
OG0001971	AH008086-RA	VIT_213s0019g01540.1, VIT_213s0019g01520.1, VIT_213s0019g01550.1, VIT_213s0019g01560.1
OG0001972	AH013542-RA, AH022047-RA	VIT_206s0004g05800.2, VIT_206s0004g05800.3, VIT_206s0004g05800.1, VIT_208s0007g01510.2, VIT_208s0007g01510.1
OG0001973	AH013155-RA	VIT_206s0004g04010.1
OG0001974	AH014943-RA	VIT_203s0017g01950.2, VIT_203s0017g01950.1
OG0001974	AH012720-RA	VIT_208s0007g04480.1
OG0001976	AH022760-RA	VIT_214s0083g00840.3, VIT_214s0083g00840.2, VIT_214s0083g00840.1, VIT_214s0083g00830.1, VIT_213s0019g00770.1
OG0001977	AH019267-RA, AH021722-RA, AH012475-RA	VIT_206s0004g07940.1, VIT_206s0004g07940.2, VIT_213s0067g02700.1
OG0001978	AH002650-RA	VIT_207s0005g03170.1
OG0001979	AH012979-RA, AH022090-RA	VIT_207s0005g00840.1, VIT_205s0077g01840.1
OG0001980	AH000238-RA	VIT_212s0059g01040.1
OG0001981	AH017275-RA, AH002735-RA	VIT_205s0020g00390.5, VIT_205s0020g00390.1, VIT_205s0020g00390.3, VIT_205s0020g00390.2, VIT_205s0020g00390.4, VIT_207s0005g02110.1, VIT_207s0005g02110.5, VIT_207s0005g02110.2, VIT_207s0005g02110.3, VIT_207s0005g02110.6, VIT_207s0005g02110.7, VIT_207s0005g02110.4
OG0001982	AH001759-RA, AH000543-RA	VIT_203s0038g00350.2, VIT_203s0038g00350.1
OG0001983	AH000808-RA, AH002268-RA	VIT_203s0038g02420.2, VIT_203s0038g02420.3, VIT_203s0038g02420.1
OG0001984	AH022680-RA	VIT_206s0004g06270.1, VIT_206s0004g06270.2
OG0001984	AH006332-RA	VIT_204s0044g01330.1, VIT_204s0044g01330.4, VIT_204s0044g01330.3, VIT_204s0044g01330.2
OG0001985	AH008400-RA	VIT_218s0001g09490.1
OG0001985	AH006174-RA, AH003901-RA	VIT_207s0129g00620.1, VIT_207s0129g00620.2
OG0001986	AH004322-RA	VIT_200s0415g00040.2, VIT_200s0415g00040.1, VIT_200s0262g00150.1, VIT_200s1916g00010.1
OG0001987	AH008666-RA	VIT_218s0001g15310.1
OG0001987	AH010029-RA	VIT_212s0028g03850.1, VIT_219s0014g02890.1, VIT_200s0238g00110.1
OG0001989	AH005859-RA	VIT_207s0191g00250.6, VIT_207s0191g00250.3, VIT_207s0191g00250.4, VIT_207s0191g00250.2, VIT_207s0191g00250.5, VIT_207s0191g00250.1
OG0001990	AH002387-RA, AH000710-RA	VIT_203s0038g01350.1
OG0001991	AH003881-RA, AH005693-RA	VIT_203s0091g00670.1, VIT_207s0129g00330.1
OG0001991	AH016678-RA	VIT_218s0001g09250.1
OG0001992	AH008775-RA	VIT_218s0001g05060.4, VIT_218s0001g05060.2, VIT_218s0001g05060.1, VIT_218s0001g05060.6, VIT_218s0001g05060.5, VIT_218s0001g05060.3
OG0001993	AH006129-RA	VIT_207s0031g00220.3, VIT_207s0031g00220.2, VIT_207s0031g00220.1
OG0001994	AH020693-RA	VIT_211s0016g05840.1
OG0001994	AH018585-RA	VIT_202s0154g00310.1
OG0001995	AH021635-RA	VIT_200s0647g00010.1, VIT_200s0586g00010.1, VIT_200s0586g00010.6, VIT_200s0586g00010.7, VIT_200s0586g00010.3, VIT_200s0586g00010.4, VIT_200s0586g00010.5, VIT_200s0586g00010.2
OG0001996	AH001366-RA	VIT_212s0028g02440.1
OG0001996	AH021402-RA, AH014839-RA, AH015880-RA	VIT_210s0003g01070.1
OG0001997	AH010110-RA, AH010133-RA, AH008010-RA	VIT_219s0014g01740.2, VIT_219s0014g01710.1, VIT_219s0014g01710.2, VIT_219s0014g01740.3, VIT_219s0014g01740.4, VIT_219s0014g01740.1, VIT_212s0028g02570.2
OG0001998	AH009953-RA	VIT_219s0014g01850.1, VIT_219s0014g01850.2, VIT_203s0097g00680.1, VIT_203s0088g00930.1, VIT_203s0088g01090.1
OG0001999	AH014217-RA	VIT_208s0056g00470.1
OG0002000	AH009887-RA	VIT_219s0090g01070.1
OG0002000	AH000184-RA	VIT_212s0059g01320.2, VIT_212s0059g01320.1, VIT_212s0059g01320.3
OG0002001	AH000414-RA	VIT_203s0063g01510.1, VIT_212s0028g01670.1
OG0002001	AH007240-RA	VIT_210s0003g01680.1, VIT_210s0003g01680.2
OG0002002	AH014808-RA	VIT_210s0003g01460.1, VIT_210s0003g01460.2, VIT_210s0003g01460.4
OG0002002	AH000702-RA	VIT_212s0059g01280.2
OG0002003	AH014048-RA	VIT_211s0016g04820.9, VIT_211s0016g04820.6, VIT_211s0016g04820.3, VIT_211s0016g04820.1, VIT_211s0016g04820.5, VIT_211s0016g04820.8, VIT_211s0016g04820.7, VIT_211s0016g04820.2, VIT_211s0016g04820.4, VIT_204s0008g05040.2, VIT_204s0008g05040.1
OG0002004	AH023291-RA, AH002085-RA, AH000465-RA	VIT_209s0002g04440.2, VIT_209s0002g04440.1, VIT_204s0008g03900.1
OG0002005	AH017156-RA, AH017155-RA	VIT_204s0008g01260.3, VIT_204s0008g01260.1, VIT_204s0008g01260.4, VIT_204s0008g01260.2
OG0002006	AH018466-RA	VIT_202s0109g00250.2, VIT_202s0109g00250.1
OG0002006	AH023681-RA	VIT_218s0001g00280.1, VIT_218s0001g00290.1
OG0002007	AH020940-RA, AH014421-RA, AH008650-RA	VIT_211s0103g00370.1
OG0002008	AH009052-RA	VIT_215s0021g01810.3, VIT_215s0021g01810.4, VIT_215s0021g01810.2, VIT_215s0021g01810.1
OG0002009	AH021425-RA, AH014853-RA	VIT_200s0475g00040.1, VIT_200s0475g00040.2, VIT_200s0475g00040.14, VIT_200s0475g00040.9, VIT_200s0475g00040.3, VIT_200s0475g00040.10, VIT_200s0475g00040.13, VIT_200s0475g00040.4, VIT_200s0475g00040.5, VIT_200s0475g00040.7, VIT_200s0475g00040.12, VIT_200s0475g00040.8, VIT_200s0475g00040.6, VIT_200s0475g00040.11
OG0002010	AH013397-RA, AH013398-RA, AH013399-RA	VIT_207s0151g00050.1, VIT_209s0002g00740.4, VIT_209s0002g00740.3, VIT_209s0002g00740.2, VIT_209s0002g00740.1
OG0002012	AH020919-RA, AH014458-RA	VIT_204s0079g00810.1
OG0002012	AH001570-RA, AH000500-RA	VIT_209s0002g03340.1
OG0002013	AH012225-RA, AH012213-RA	VIT_216s0022g00840.1, VIT_216s0022g00830.1, VIT_216s0022g00860.1, VIT_216s0022g00870.1
OG0002014	AH011919-RA	VIT_216s0098g01140.1
OG0002014	AH009508-RA	VIT_215s0048g02840.2, VIT_215s0048g02840.1
OG0002015	AH023375-RA	VIT_204s0008g00170.2, VIT_204s0008g00170.1
OG0002016	AH019396-RA	VIT_215s0046g02560.1
OG0002017	AH020996-RA, AH014374-RA	VIT_211s0052g01840.1, VIT_211s0052g01840.2
OG0002018	AH009689-RA	VIT_215s0046g02510.1, VIT_215s0046g02510.3, VIT_215s0046g02510.6, VIT_215s0046g02510.4, VIT_215s0046g02510.5, VIT_215s0046g02510.2, VIT_215s0046g03620.1
OG0002019	AH011955-RA	VIT_212s0034g00980.1, VIT_212s0034g00970.1, VIT_212s0034g00990.1
OG0002020	AH005184-RA, AH004544-RA	VIT_201s0010g03700.1, VIT_201s0010g03700.2, VIT_201s0010g03700.4, VIT_201s0010g03700.6, VIT_201s0010g03700.5, VIT_201s0010g03700.7, VIT_201s0010g03700.3, VIT_201s0010g03700.9, VIT_201s0010g03700.8, VIT_201s0010g03700.10, VIT_201s0010g03700.11
OG0002021	AH013388-RA, AH022603-RA	VIT_209s0002g01000.5, VIT_209s0002g01000.1, VIT_209s0002g01000.2, VIT_209s0002g01000.3, VIT_209s0002g01000.4
OG0002022	AH011333-RA, AH018122-RA	VIT_202s0025g01740.2, VIT_202s0025g01740.1
OG0002023	AH002947-RA, AH017399-RA	VIT_201s0150g00140.2, VIT_201s0150g00140.1
OG0002024	AH009827-RA, AH008259-RA	VIT_212s0059g00450.1, VIT_219s0027g01520.2, VIT_219s0027g01520.3, VIT_219s0027g01520.1
OG0002025	AH011721-RA	VIT_205s0094g00930.1, VIT_205s0094g00930.2, VIT_205s0094g00930.3, VIT_205s0094g00930.4
OG0002025	AH017873-RA, AH002556-RA	VIT_200s0582g00020.1, VIT_200s0582g00020.2, VIT_200s0227g00180.1, VIT_200s0227g00190.1
OG0002026	AH007253-RA, AH021765-RA, AH012544-RA	VIT_208s0007g02360.1
OG0002027	AH018046-RA	VIT_202s0025g00900.1
OG0002027	AH005457-RA, AH004106-RA	VIT_201s0010g01130.1, VIT_201s0010g01130.2, VIT_201s0010g01130.3
OG0002029	AH020968-RA	VIT_219s0015g01290.1
OG0002029	AH009275-RA	VIT_219s0015g01300.1
OG0002030	AH019866-RA	VIT_205s0077g01340.1
OG0002030	AH020313-RA	VIT_208s0007g06680.3, VIT_208s0007g06680.1, VIT_208s0007g06680.2
OG0002031	AH010894-RA	VIT_206s0004g01210.6, VIT_206s0004g01210.9, VIT_206s0004g01210.1, VIT_206s0004g01210.8, VIT_206s0004g01210.3, VIT_206s0004g01210.10, VIT_206s0004g01210.4, VIT_206s0004g01210.7, VIT_206s0004g01210.5, VIT_206s0004g01210.2
OG0002032	AH013798-RA, AH022683-RA	VIT_206s0004g06320.1
OG0002033	AH022623-RA	VIT_206s0009g00320.1
OG0002033	AH003076-RA, AH018869-RA	VIT_208s0105g00190.1, VIT_208s0105g00180.1
OG0002034	AH016529-RA, AH022876-RA	VIT_217s0000g03530.1, VIT_214s0006g02830.2, VIT_214s0006g02830.1, VIT_214s0006g02830.3
OG0002035	AH023510-RA	VIT_213s0067g03780.1
OG0002035	AH020365-RA	VIT_206s0004g03920.1
OG0002036	AH012816-RA, AH021922-RA	VIT_208s0040g02800.3, VIT_208s0040g02800.4, VIT_208s0040g02800.7, VIT_208s0040g02800.6, VIT_208s0040g02800.5, VIT_208s0040g02800.1, VIT_208s0040g02800.2
OG0002037	AH008413-RA	VIT_214s0066g00950.3, VIT_214s0066g00950.1, VIT_214s0066g00950.2
OG0002037	AH015883-RA	VIT_204s0079g00530.1
OG0002038	AH012151-RA	VIT_216s0039g00700.4, VIT_216s0039g00700.5, VIT_216s0039g00700.6, VIT_216s0039g00700.7, VIT_216s0039g00700.2, VIT_216s0039g00700.3, VIT_216s0039g00700.1
OG0002039	AH001114-RA, AH000210-RA, AH000199-RA	VIT_212s0059g02670.1, VIT_212s0059g02670.4, VIT_212s0059g02670.2, VIT_212s0059g02670.3
OG0002040	AH013270-RA, AH013268-RA	VIT_206s0080g00080.1
OG0002042	AH008297-RA, AH000142-RA	VIT_212s0057g01020.1
OG0002043	AH009926-RA	VIT_219s0014g00960.1, VIT_219s0014g00960.2, VIT_212s0059g02280.1
OG0002044	AH019289-RA	VIT_213s0067g03190.4, VIT_213s0067g03190.5, VIT_213s0067g03190.6, VIT_213s0067g03190.7, VIT_213s0067g03190.3, VIT_213s0067g03190.2, VIT_213s0067g03190.1
OG0002045	AH013744-RA	VIT_213s0019g02200.3, VIT_213s0019g02200.2, VIT_213s0019g02200.1, VIT_206s0004g05460.1, VIT_206s0004g05460.3, VIT_206s0004g05460.2
OG0002046	AH007914-RA, AH010267-RA	VIT_206s0061g00860.4, VIT_206s0061g00860.1, VIT_206s0061g00860.2, VIT_206s0061g00860.3, VIT_213s0019g05390.2, VIT_213s0019g05390.1
OG0002047	AH003037-RA	VIT_207s0141g00440.1, VIT_212s0055g01215.1, VIT_212s0055g01255.1, VIT_201s0010g03270.1, VIT_204s0043g00940.1, VIT_202s0033g00900.1, VIT_208s0007g01150.4, VIT_208s0007g01150.3, VIT_208s0007g01150.7, VIT_208s0007g01150.6, VIT_208s0007g01150.8, VIT_208s0007g01150.9, VIT_208s0007g01150.5, VIT_208s0007g01150.2, VIT_208s0007g01150.1
OG0002048	AH006583-RA	VIT_208s0040g00370.1
OG0002048	AH020511-RA	VIT_208s0040g00380.5, VIT_208s0040g00380.6, VIT_208s0040g00380.1, VIT_208s0040g00380.4, VIT_208s0040g00380.2, VIT_208s0040g00380.3
OG0002049	AH010265-RA, AH007913-RA	VIT_209s0054g00010.1, VIT_211s0052g00290.1
OG0002050	AH015281-RA	VIT_218s0001g10410.2, VIT_218s0001g10410.5, VIT_218s0001g10410.4, VIT_218s0001g10410.3, VIT_218s0001g10410.1
OG0002052	AH009665-RA	VIT_215s0046g01800.1
OG0002052	AH012127-RA, AH019594-RA	VIT_216s0050g00900.1, VIT_216s0050g00910.1, VIT_216s0050g00930.1
OG0002053	AH006212-RA, AH006211-RA, AH003511-RA	VIT_204s0044g00880.1
OG0002054	AH012135-RA, AH019590-RA, AH019589-RA, AH019588-RA	VIT_204s0008g04180.1, VIT_202s0025g03310.1, VIT_202s0025g03310.2, VIT_216s0050g00780.3, VIT_216s0050g00780.1, VIT_216s0050g00780.2, VIT_216s0050g00780.4
OG0002055	AH008899-RA	VIT_218s0001g07740.7, VIT_218s0001g07740.1, VIT_218s0001g07740.3, VIT_218s0001g07740.6, VIT_218s0001g07740.4, VIT_218s0001g07740.2, VIT_218s0001g07740.9, VIT_218s0001g07740.8, VIT_218s0001g07740.10, VIT_218s0001g07740.5
OG0002056	AH023731-RA	VIT_218s0122g01320.3, VIT_218s0122g01320.4, VIT_204s0044g00020.2, VIT_200s0698g00010.4
OG0002057	AH017992-RA	VIT_202s0025g03280.1
OG0002057	AH002482-RA	VIT_202s0025g03270.1
OG0002058	AH003544-RA	VIT_204s0044g00510.1
OG0002058	AH008518-RA	VIT_218s0072g00670.1
OG0002059	AH008414-RA	VIT_207s0031g00130.1, VIT_218s0001g10090.2, VIT_218s0001g10090.3, VIT_218s0001g10090.5, VIT_218s0001g10090.6, VIT_218s0001g10090.7, VIT_218s0001g10090.4, VIT_218s0001g10090.1
OG0002060	AH008643-RA	VIT_218s0001g01700.3, VIT_218s0001g01700.1, VIT_218s0001g01700.2
OG0002061	AH001693-RA, AH003903-RA	VIT_203s0091g00310.1
OG0002062	AH016484-RA, AH022930-RA, AH022934-RA, AH022932-RA	VIT_214s0083g00370.1, VIT_214s0083g00380.1
OG0002063	AH022922-RA	VIT_214s0083g00540.4, VIT_214s0083g00540.5, VIT_214s0083g00540.6
