Orthogroup	A_hypochondriacus.proteins	A_thaliana.proteins
OG0001009	AH013731-RA, AH022584-RA, AH013730-RA, AH013733-RA, AH013732-RA, AH013737-RA, AH013736-RA, AH013781-RA, AH013729-RA	AT2G37710.1, AT4G02420.1, AT4G02410.1, AT3G53810.1, AT4G29050.2, AT4G29050.1, AT1G70110.1
OG0001010	AH020302-RA	AT5G06670.1, AT5G06670.6, AT5G06670.3, AT5G06670.2, AT5G06670.4, AT5G06670.7, AT5G06670.8, AT5G06670.5, AT3G12020.3, AT3G12020.2, AT3G12020.4, AT3G12020.1
OG0001011	AH013367-RA, AH022218-RA	AT3G45240.3, AT3G45240.2, AT3G45240.1, AT5G60550.1
OG0001012	AH019262-RA	AT3G56310.2, AT3G56310.1
OG0001012	AH014361-RA	AT5G08370.1, AT5G08370.2
OG0001013	AH023105-RA, AH016384-RA	AT3G55980.1, AT3G55980.2, AT2G40140.1, AT2G40140.2
OG0001015	AH000187-RA	AT2G28250.1, AT2G28250.4, AT2G28250.2, AT2G28250.6, AT2G28250.3, AT2G28250.5
OG0001016	AH007788-RA	AT5G06510.4, AT5G06510.7, AT5G06510.3, AT5G06510.2, AT5G06510.1, AT5G06510.5, AT5G06510.6, AT3G05690.1, AT3G05690.2
OG0001017	AH008294-RA, AH000283-RA	AT2G31070.1
OG0001018	AH000257-RA, AH001276-RA	AT1G05200.2, AT1G05200.6, AT1G05200.1, AT1G05200.7, AT1G05200.3, AT2G32390.5, AT2G32390.1, AT2G32390.2
OG0001019	AH007635-RA	AT1G55500.3, AT1G55500.1, AT1G55500.6, AT1G55500.5, AT1G55500.2, AT1G55500.4, AT3G13460.1, AT3G13460.4, AT3G13460.3, AT3G13460.2
OG0001020	AH004562-RA, AH004561-RA	AT1G24300.1, AT1G24300.2, AT1G24300.3, AT1G27430.1, AT1G27430.3, AT1G27430.2
OG0001021	AH017287-RA, AH002744-RA	AT2G47070.1, AT2G47070.2, AT3G60030.1
OG0001022	AH016506-RA, AH022913-RA, AH022908-RA	AT1G58320.1, AT1G68630.1
OG0001024	AH004034-RA, AH005537-RA	AT1G69230.1, AT1G69230.2, AT1G26355.1
OG0001025	AH017213-RA	AT1G18150.2, AT1G18150.3, AT1G18150.1, AT1G73670.1
OG0001027	AH004656-RA	AT1G70100.4, AT1G70100.5, AT1G70100.2, AT1G70100.1, AT1G70100.6, AT1G70100.3, AT1G24160.2, AT1G24160.1
OG0001028	AH007056-RA, AH019832-RA	AT3G17750.1, AT1G73460.2, AT1G73460.1, AT1G73450.1
OG0001029	AH005550-RA	AT2G03505.1, AT2G03505.4, AT2G03505.2, AT2G03505.3, AT1G13830.2, AT1G13830.1
OG0001029	AH002878-RA, AH017514-RA	AT5G08000.2, AT5G08000.1, AT5G61130.1
OG0001030	AH007241-RA	AT3G02890.4, AT3G02890.3, AT3G02890.1, AT3G02890.2, AT5G16680.1, AT5G16680.2
OG0001037	AH020150-RA, AH011835-RA	AT1G06700.1, AT1G06700.3, AT1G06700.2, AT2G30740.3, AT2G30740.11, AT2G30740.14, AT2G30740.15, AT2G30740.2, AT2G30740.4, AT2G30740.10, AT2G30740.12, AT2G30740.7, AT2G30740.1, AT2G30740.8, AT2G30740.6, AT2G30740.5, AT2G30740.9, AT2G30740.13
OG0001038	AH003043-RA, AH018864-RA, AH018862-RA	AT3G54140.2, AT3G54140.1, AT5G01180.1, AT5G01180.3, AT5G01180.2
OG0001039	AH000101-RA, AH001293-RA	AT1G07890.5, AT1G07890.1, AT1G07890.7, AT1G07890.2, AT1G07890.8, AT1G07890.3, AT1G07890.4, AT1G07890.6
OG0001039	AH012796-RA	AT3G09640.2, AT3G09640.1
OG0001040	AH018815-RA, AH003066-RA	AT2G38280.2, AT2G38280.1
OG0001041	AH013706-RA, AH022551-RA	AT1G07540.1
OG0001042	AH023451-RA	AT3G55370.3, AT3G55370.1, AT3G55370.2
OG0001044	AH022004-RA, AH012767-RA	AT3G53260.1, AT2G37040.1, AT3G10340.1
OG0001045	AH022111-RA, AH012922-RA	AT4G02430.2, AT4G02430.3, AT4G02430.4, AT4G02430.1
OG0001045	AH007610-RA	AT1G09140.2, AT1G09140.1, AT1G09140.3
OG0001046	AH018798-RA, AH015860-RA	AT3G08910.1, AT5G01390.1
OG0001047	AH019370-RA	AT5G39990.1, AT5G15050.1
OG0001047	AH012801-RA	AT2G37585.1
OG0001048	AH006702-RA, AH020456-RA	AT3G10250.3, AT3G10250.4, AT3G10250.5, AT3G10250.1, AT3G10250.2, AT5G04090.6, AT5G04090.4, AT5G04090.7, AT5G04090.3, AT5G04090.1, AT5G04090.5, AT5G04090.2
OG0001050	AH006441-RA	AT4G36000.1, AT4G36000.2
OG0001050	AH023655-RA	AT4G24180.1, AT4G24180.2, AT4G24180.5, AT4G24180.6, AT4G24180.4, AT4G24180.3
OG0001051	AH002743-RA, AH017286-RA	AT4G33680.1
OG0001052	AH003285-RA	AT5G23530.1
OG0001053	AH001950-RA, AH000607-RA	AT1G80010.1
OG0001056	AH010702-RA, AH007848-RA, AH021197-RA, AH014620-RA	AT1G79450.2, AT1G79450.1, AT1G16360.1, AT1G16360.4, AT1G16360.2, AT1G54320.1, AT3G12740.1
OG0001057	AH008820-RA, AH002407-RA, AH000724-RA	AT5G64340.1, AT5G09460.1
OG0001058	AH017346-RA	AT3G27200.1
OG0001059	AH017341-RA, AH002759-RA	AT5G62580.2, AT5G62580.1
OG0001060	AH019749-RA, AH017647-RA	AT2G02130.1, AT2G02100.1, AT2G02120.1, AT2G02140.1, AT2G02147.1, AT1G61070.1
OG0001062	AH000503-RA, AH001574-RA	AT1G52790.1, AT1G52800.1
OG0001063	AH008625-RA, AH008626-RA	AT5G13210.1, AT3G24780.1
OG0001064	AH002099-RA	AT1G79860.1, AT1G52240.1
OG0001064	AH014518-RA, AH020871-RA	AT3G24620.1, AT4G13240.1
OG0001065	AH023284-RA, AH016225-RA	AT3G32090.1, AT1G80840.1
OG0001066	AH011438-RA, AH023279-RA, AH023283-RA, AH016227-RA	AT4G31880.1, AT4G31880.2
OG0001067	AH017255-RA, AH002765-RA	AT1G74840.1, AT1G74840.2, AT1G19000.1, AT1G19000.2
OG0001068	AH019530-RA, AH012352-RA	AT5G62090.2, AT5G62090.3, AT5G62090.1
OG0001069	AH011997-RA	AT4G27910.1, AT5G53430.1
OG0001069	AH016305-RA	AT3G61740.1, AT3G61740.2
OG0001070	AH000393-RA, AH001453-RA	AT5G22850.1
OG0001070	AH012697-RA, AH021874-RA	AT2G36670.3, AT2G36670.4, AT2G36670.1, AT2G36670.2
OG0001071	AH012794-RA	AT5G02880.1, AT5G02880.2
OG0001072	AH010282-RA	AT4G18360.1, AT4G18360.4, AT4G18360.3, AT4G18360.2
OG0001072	AH007944-RA	AT3G14420.1, AT3G14420.2, AT3G14420.3, AT3G14420.4, AT3G14415.1, AT3G14415.3, AT3G14415.2
OG0001073	AH006552-RA	AT2G41060.2, AT2G41060.1, AT2G41060.3, AT3G56860.10, AT3G56860.5, AT3G56860.6, AT3G56860.3, AT3G56860.9, AT3G56860.2, AT3G56860.11, AT3G56860.7, AT3G56860.4, AT3G56860.8, AT3G56860.1
OG0001074	AH009467-RA	AT4G01450.3, AT4G01450.4, AT4G01450.2, AT4G01450.1, AT4G01440.3, AT4G01440.5, AT4G01440.2, AT4G01440.1, AT4G01440.4, AT3G30340.1, AT3G30340.2
OG0001075	AH016701-RA, AH012074-RA, AH019618-RA	AT4G27970.5, AT4G27970.3, AT4G27970.1, AT4G27970.6, AT4G27970.2, AT4G27970.4, AT5G24030.2, AT5G24030.1
OG0001076	AH010746-RA, AH007881-RA	AT3G04520.1, AT3G04520.3, AT3G04520.2, AT1G08630.7, AT1G08630.6, AT1G08630.2, AT1G08630.3, AT1G08630.4, AT1G08630.1, AT1G08630.5
OG0001078	AH017489-RA	AT1G18620.5, AT1G18620.3, AT1G18620.4, AT1G18620.1, AT1G18620.2, AT1G74160.1, AT1G74160.3, AT1G74160.2
OG0001079	AH015793-RA	AT3G04060.1, AT5G18270.2, AT5G18270.1
OG0001079	AH017564-RA, AH002840-RA	AT5G39610.1, AT3G29035.1
OG0001080	AH018328-RA	AT4G18010.2, AT4G18010.1
OG0001081	AH009977-RA	AT4G27320.1, AT4G27320.2, AT5G54430.5, AT5G54430.2, AT5G54430.6, AT5G54430.3, AT5G54430.4, AT5G54430.1
OG0001082	AH019060-RA, AH019061-RA	AT2G34850.1, AT2G34850.2, AT2G34850.4, AT2G34850.3
OG0001083	AH002859-RA, AH017552-RA	AT1G74330.2, AT1G74330.1, AT1G74330.3, AT1G18670.2, AT1G18670.1, AT1G18670.3
OG0001086	AH009366-RA, AH009364-RA	AT2G14670.1, AT1G66570.1, AT1G66570.2, AT1G66570.3, AT5G43610.1, AT5G06170.1, AT1G71880.1, AT1G71890.1, AT1G22710.1
OG0001091	AH011452-RA, AH015460-RA, AH015458-RA	ATMG00510.1
OG0001093	AH004988-RA	AT5G65690.3, AT5G65690.1, AT5G65690.4, AT5G65690.2
OG0001094	AH011026-RA	AT5G12380.1
OG0001095	AH023086-RA	AT1G48910.1
OG0001096	AH011126-RA	AT5G17430.2, AT5G17430.1
OG0001096	AH010935-RA	AT1G51190.1, AT3G20840.1
OG0001097	AH022557-RA	AT5G59480.5, AT5G59480.1, AT5G59480.4, AT5G59480.3, AT5G59480.2
OG0001097	AH002582-RA, AH017924-RA	AT5G02230.2, AT5G02230.1, AT5G02230.3
OG0001099	AH020576-RA, AH006491-RA	AT4G13850.3, AT4G13850.1, AT4G13850.2, AT4G13850.4, AT3G23830.2, AT3G23830.1
OG0001099	AH002885-RA	AT5G61030.1, AT5G61030.2
OG0001100	AH005467-RA	AT5G38830.1
OG0001100	AH023245-RA	AT2G31170.2, AT2G31170.3, AT2G31170.1
OG0001102	AH004330-RA	AT2G22770.1
OG0001107	AH013425-RA	AT3G14250.1
OG0001108	AH001285-RA, AH000239-RA	AT5G42570.1
OG0001108	AH010575-RA, AH003448-RA, AH009907-RA	AT3G20450.1
OG0001109	AH022211-RA, AH013337-RA	AT1G60970.1, AT3G09800.4, AT3G09800.1, AT3G09800.5, AT4G08520.1, AT3G09800.2, AT3G09800.3
OG0001110	AH012288-RA, AH018727-RA	AT4G11990.1, AT4G22860.2, AT4G22860.1, AT4G22860.3
OG0001111	AH016064-RA	AT2G19460.2, AT2G19460.1
OG0001111	AH014211-RA	AT5G11970.1
OG0001112	AH017995-RA	AT1G63830.5, AT1G63830.3, AT1G63830.2, AT1G63830.1, AT5G41390.2, AT5G41390.1, AT4G23470.2, AT4G23470.4, AT4G23470.1, AT4G23470.3
OG0001114	AH009228-RA	AT3G61150.1
OG0001115	AH016248-RA	AT4G32000.1, AT4G32000.2, AT4G32000.4, AT4G32000.3, AT2G25220.2, AT2G25220.1, AT2G25220.6, AT2G25220.3, AT2G25220.4, AT2G25220.5, AT5G11020.3, AT5G11020.1, AT5G11020.2, AT5G11020.4
OG0001116	AH023316-RA	AT4G32730.3, AT4G32730.5, AT4G32730.2, AT4G32730.4, AT4G32730.1
OG0001117	AH016026-RA, AH017035-RA	AT5G24870.3, AT5G24870.2, AT5G24870.1, AT5G10650.3, AT5G10650.1, AT5G10650.2
OG0001118	AH001326-RA, AH000153-RA, AH000155-RA	AT5G60410.1, AT5G60410.6, AT5G60410.2, AT5G60410.5, AT5G60410.3, AT5G60410.4
OG0001119	AH015942-RA	AT2G37340.1, AT2G37340.6, AT2G37340.4, AT2G37340.2, AT2G37340.5, AT2G37340.3, AT3G53500.2, AT3G53500.3, AT3G53500.1
OG0001120	AH005099-RA, AH004603-RA	AT2G02760.1, AT2G02760.2, AT1G14400.2, AT1G14400.1, AT2G02760.3, AT2G02760.4
OG0001121	AH023457-RA	AT3G12570.4, AT3G12570.2, AT3G12570.1, AT3G12570.3
OG0001122	AH014754-RA	AT1G29400.3, AT1G29400.1, AT1G29400.2
OG0001123	AH006921-RA, AH020258-RA	AT3G03910.1, AT3G03910.2, AT5G18170.1, AT5G07440.1, AT5G07440.2
OG0001124	AH023252-RA, AH016259-RA	AT2G25290.1, AT2G25290.4, AT2G25290.2, AT2G25290.3, AT4G32070.2, AT4G32070.1
OG0001125	AH015790-RA	AT3G01150.3, AT3G01150.1
OG0001125	AH012028-RA	AT5G53180.1
OG0001128	AH016955-RA	AT2G16090.5, AT2G16090.2, AT2G16090.3, AT2G16090.4, AT2G16090.1, AT4G34370.2, AT4G34370.1, AT3G27710.1, AT3G27720.1
OG0001129	AH004516-RA	AT5G43230.1
OG0001129	AH015879-RA	AT3G01810.3, AT3G01810.1, AT3G01810.2
OG0001130	AH004473-RA, AH004879-RA	AT1G24530.1
OG0001131	AH022782-RA, AH016587-RA	AT3G02230.1, AT5G15650.1
OG0001131	AH002901-RA, AH017471-RA	AT3G08900.1
OG0001132	AH016532-RA, AH022880-RA	AT3G02555.2, AT3G02555.1, AT5G16110.1
OG0001132	AH004159-RA, AH005388-RA	AT1G68490.1
OG0001133	AH015851-RA	AT1G66250.1
OG0001133	AH004152-RA, AH005363-RA	AT2G01630.3, AT2G01630.1
OG0001134	AH015764-RA	AT3G01220.1, AT5G15150.1
OG0001134	AH005090-RA	AT1G69780.1
OG0001135	AH001124-RA, AH000067-RA	AT1G10820.2, AT1G10820.1, AT1G60670.3, AT1G60670.2, AT1G60670.5, AT1G60670.1, AT1G60670.4, AT1G68160.1
OG0001141	AH006389-RA, AH023250-RA	AT4G32090.1
OG0001143	AH013596-RA	AT3G07390.2, AT3G07390.1
OG0001143	AH013595-RA	AT3G25290.1, AT3G25290.2, AT4G12980.1
OG0001144	AH002146-RA, AH015584-RA	AT5G58610.3, AT5G58610.5, AT5G58610.4, AT5G58610.6, AT5G58610.7, AT5G58610.1, AT5G58610.11, AT5G58610.9, AT5G58610.10, AT5G58610.2, AT5G58610.8
OG0001145	AH002687-RA	AT4G25050.1, AT4G25050.2
OG0001145	AH010871-RA, AH007537-RA	AT1G54580.1, AT1G54630.1, AT1G54630.2, AT3G05020.1, AT5G27200.1
OG0001146	AH018876-RA	AT2G37760.6, AT2G37760.7, AT2G37760.1, AT2G37760.2, AT2G37760.3, AT2G37760.4, AT2G37760.5
OG0001146	AH011698-RA	AT2G37770.2, AT3G53880.1, AT3G53880.2, AT2G37790.1
OG0001147	AH021829-RA, AH021828-RA	AT3G52820.1
OG0001147	AH021827-RA, AH012620-RA	AT3G52780.1, AT3G52780.2
OG0001148	AH013387-RA	AT5G08570.1, AT5G08570.2, AT5G08570.3, AT5G63680.1, AT5G63680.3, AT5G63680.2
OG0001149	AH011884-RA	AT3G49470.2, AT3G49470.1, AT1G33040.1, AT4G10480.1, AT4G10480.2
OG0001149	AH010685-RA, AH007824-RA	AT3G12390.1, AT5G13850.1
OG0001150	AH020477-RA	AT1G62610.3, AT1G62610.1, AT1G62610.2, AT1G62610.4, AT1G63380.1, AT1G63380.4, AT1G63380.3, AT1G63380.2, AT3G55290.1, AT3G55290.2, AT3G55310.1, AT3G46170.1
OG0001151	AH013071-RA	AT2G32720.2, AT2G32720.1
OG0001151	AH019718-RA, AH011930-RA	AT5G53560.1
OG0001151	AH009515-RA	AT5G48810.1
OG0001152	AH021862-RA, AH012678-RA	AT3G52990.1, AT3G52990.2, AT2G36580.1
OG0001153	AH011761-RA	AT3G59960.4, AT3G59960.3, AT3G59960.2, AT3G59960.1, AT2G44150.1
OG0001154	AH006933-RA	AT5G18230.3, AT5G18230.2, AT5G18230.1, AT5G18230.4
OG0001155	AH016711-RA	AT4G37750.1
OG0001157	AH003889-RA	AT2G23080.2, AT2G23080.1
OG0001157	AH005694-RA, AH003879-RA	AT2G23070.1
OG0001158	AH006127-RA	AT2G23360.1
OG0001159	AH003277-RA	AT1G10890.3, AT1G10890.2, AT1G10890.1, AT1G10890.4
OG0001159	AH004048-RA	AT5G13340.1
OG0001160	AH023721-RA, AH023722-RA	AT1G20560.1, AT1G20560.2
OG0001160	AH004290-RA, AH004943-RA	AT2G17650.1
OG0001162	AH016893-RA	AT5G24360.2, AT5G24360.3, AT5G24360.1
OG0001162	AH003595-RA	AT2G17520.1
OG0001163	AH001668-RA	AT4G34215.1, AT4G34215.2
OG0001163	AH016942-RA	AT3G53010.1
OG0001164	AH017026-RA	AT5G10630.4, AT5G10630.3, AT5G10630.2, AT5G10630.5, AT5G10630.1
OG0001165	AH008325-RA, AH016691-RA	AT1G19835.2, AT1G19835.3, AT1G19835.6, AT1G19835.1, AT1G19835.5, AT1G19835.4, AT1G47900.2, AT1G47900.1, AT1G47900.3
OG0001166	AH007858-RA	AT5G55370.1, AT5G55380.1
OG0001168	AH009076-RA	AT1G02080.2, AT1G02080.3, AT1G02080.1
OG0001169	AH006416-RA	AT2G17620.1
OG0001169	AH023725-RA	AT1G76310.1, AT1G76310.4, AT1G76310.2, AT1G76310.3, AT1G20610.1
OG0001171	AH002354-RA	AT4G38380.2, AT4G38380.1, AT4G38380.5, AT4G38380.3, AT4G38380.4
OG0001172	AH009743-RA	AT1G64630.1
OG0001172	AH000090-RA, AH001173-RA	AT5G55560.1
OG0001173	AH015023-RA	AT1G61800.2, AT1G61800.1
OG0001173	AH008168-RA, AH009928-RA	AT5G54800.1
OG0001174	AH015288-RA	AT1G28960.6, AT1G28960.7, AT1G28960.3, AT1G28960.1, AT1G28960.5, AT2G33980.2, AT2G33980.4, AT2G33980.3, AT2G33980.1
OG0001175	AH000334-RA	AT5G45140.3, AT5G45140.2, AT5G45140.1
OG0001176	AH021471-RA, AH014932-RA	AT4G05520.2, AT4G05520.1
OG0001176	AH009878-RA	AT3G20290.2, AT3G20290.1, AT3G20290.3
OG0001177	AH003150-RA, AH018700-RA	AT1G63010.1, AT1G63010.3, AT1G63010.5, AT1G63010.6, AT1G63010.4, AT1G63010.7, AT1G63010.2, AT4G22990.1, AT4G22990.2, AT4G22990.3, AT4G11810.3, AT4G11810.2, AT4G11810.1
OG0001178	AH022370-RA	AT5G07460.1
OG0001178	AH018244-RA, AH011465-RA	AT4G25130.1
OG0001179	AH013358-RA	AT1G54180.1, AT1G54180.2, AT3G14000.2, AT3G14000.1
OG0001179	AH014557-RA	AT5G20540.1
OG0001180	AH005365-RA	AT1G23220.1
OG0001180	AH014071-RA	AT5G20110.1, AT5G20110.2
OG0001182	AH012348-RA, AH019533-RA	AT5G52040.1, AT5G52040.2, AT5G52040.7, AT5G52040.5, AT5G52040.3, AT5G52040.6, AT5G52040.4
OG0001183	AH012097-RA	AT5G52660.2, AT5G52660.1
OG0001183	AH009641-RA	AT4G01280.1, AT4G01280.2
OG0001184	AH011608-RA	AT2G31570.1
OG0001184	AH003173-RA	AT1G63460.1
OG0001185	AH023519-RA, AH023518-RA	AT4G30380.1, AT4G30380.2
OG0001185	AH015568-RA	AT2G18660.1
OG0001187	AH018784-RA	AT5G45370.4, AT5G45370.3, AT5G45370.6, AT5G45370.5, AT5G45370.2, AT5G45370.1, AT4G19185.1, AT4G19185.2, AT3G45870.8, AT3G45870.9, AT3G45870.1
OG0001188	AH017993-RA	AT4G11400.1, AT4G11400.2
OG0001188	AH009666-RA	AT2G46040.3, AT2G46040.1, AT2G46040.2
OG0001189	AH018210-RA	AT4G17330.3, AT4G17330.2, AT4G17330.1
OG0001190	AH000448-RA, AH000447-RA	AT1G03590.1, AT4G03415.3, AT4G03415.1, AT4G03415.2
OG0001192	AH021523-RA, AH015039-RA	AT4G21200.1
OG0001193	AH021851-RA	AT5G03740.1
OG0001193	AH000382-RA, AH001500-RA	AT3G44750.2, AT3G44750.1
OG0001194	AH009883-RA, AH008232-RA, AH009884-RA	AT1G50630.1, AT1G50630.2, AT3G20300.1
OG0001194	AH021473-RA, AH014934-RA	AT4G22270.2, AT4G22270.1
OG0001195	AH016309-RA, AH023167-RA	AT2G40435.3, AT2G40435.2, AT2G40435.1, AT3G56220.2, AT3G56220.1
OG0001196	AH006827-RA, AH020348-RA	AT5G18240.1, AT5G18240.4, AT5G18240.3, AT5G18240.6, AT5G18240.2, AT5G18240.5, AT3G04030.3, AT3G04030.4, AT3G04030.5, AT3G04030.2, AT3G04030.1
OG0001197	AH012810-RA	AT4G14990.1, AT4G14990.2, AT3G22270.1
OG0001197	AH023431-RA	AT1G79090.2, AT1G79090.1, AT1G79090.3
OG0001198	AH022726-RA, AH017490-RA	AT5G13700.1
OG0001199	AH010076-RA	AT1G53165.3, AT1G53165.2, AT1G53165.1, AT3G15220.1
OG0001200	AH002957-RA	AT3G48870.3, AT3G48870.4, AT3G48870.1, AT3G48870.2, AT5G50920.1
OG0001201	AH004686-RA	AT3G17900.2, AT3G17900.1
OG0001202	AH011829-RA, AH011828-RA, AH011830-RA	AT3G23570.1, AT3G23570.3, AT3G23570.2, AT3G23600.1, AT3G23600.2
OG0001203	AH015747-RA, AH019376-RA	AT5G39950.1
OG0001205	AH005407-RA	AT1G25480.1, AT1G68600.1, AT2G17470.1, AT2G17470.2
OG0001216	AH021831-RA	AT3G59310.3, AT3G59310.2, AT3G59310.1, AT3G59340.3, AT3G59340.4, AT3G59340.2, AT3G59340.1, AT3G59320.2, AT3G59320.1, AT3G59330.1, AT3G59330.3, AT3G59330.2
OG0001218	AH007870-RA	AT1G08620.1, AT1G08620.2, AT1G08620.4, AT1G08620.3
OG0001219	AH008153-RA, AH022509-RA	AT5G02560.1
OG0001219	AH010493-RA	AT5G27670.1
OG0001220	AH022699-RA	AT3G46890.1
OG0001220	AH023011-RA	AT5G05950.1
OG0001220	AH017884-RA	AT3G07510.3, AT3G07510.1, AT3G07510.2
OG0001221	AH007028-RA, AH007029-RA	AT5G18750.1, AT3G06340.4, AT3G06340.2, AT3G06340.3, AT3G06340.1
OG0001222	AH001435-RA	AT2G27920.1, AT2G27920.2, AT2G27920.3
OG0001223	AH009790-RA	AT5G47720.2, AT5G47720.4, AT5G47720.3, AT5G47720.1, AT5G47720.5
OG0001223	AH001215-RA, AH000140-RA	AT5G48230.1, AT5G48230.2
OG0001224	AH006895-RA	AT2G44290.1, AT2G44300.1
OG0001225	AH002585-RA, AH017546-RA, AH007192-RA	AT3G25400.1
OG0001227	AH021035-RA	AT4G18770.1
OG0001227	AH013791-RA	AT5G58850.1, AT5G11050.1
OG0001228	AH002109-RA, AH003237-RA, AH002106-RA, AH002107-RA, AH016801-RA	AT3G12750.1
OG0001229	AH021934-RA	AT5G44740.1, AT5G44740.3, AT5G44740.2
OG0001230	AH015137-RA	AT4G05140.1, AT4G05120.1, AT4G05120.2, AT4G05110.3, AT4G05110.1, AT4G05110.2
OG0001231	AH001845-RA, AH001844-RA	AT3G18850.1, AT3G18850.4, AT3G18850.2, AT3G18850.6, AT3G18850.5, AT3G18850.3
OG0001232	AH005742-RA, AH003837-RA	AT4G36640.2, AT4G36640.1, AT4G36640.3
OG0001233	AH008731-RA	AT1G78240.1, AT1G78240.2
OG0001234	AH003599-RA	AT2G17430.1, AT5G65970.2, AT5G65970.1, AT2G17480.1
OG0001234	AH016847-RA, AH023758-RA	AT1G42560.2, AT1G42560.1, AT2G33670.1
OG0001236	AH002449-RA	AT4G33700.3, AT4G33700.1, AT2G14520.3, AT2G14520.4, AT2G14520.1, AT2G14520.2
OG0001237	AH008879-RA	AT1G58200.2, AT1G58200.1
OG0001237	AH005662-RA	AT5G10490.1, AT5G10490.3, AT5G10490.2
OG0001238	AH023636-RA	AT5G10360.1, AT4G31700.1
OG0001238	AH008717-RA	AT4G31700.2
OG0001239	AH008055-RA, AH013003-RA, AH010071-RA	AT3G23550.1, AT3G23560.2, AT3G23560.1
OG0001243	AH015902-RA	AT4G31170.8, AT4G31170.5, AT4G31170.7, AT4G31170.4, AT4G31170.10, AT4G31170.9, AT4G31170.6, AT4G31170.2, AT4G31170.3, AT4G31170.1, AT2G24360.1
OG0001244	AH009503-RA	AT4G00840.2, AT4G00840.1
OG0001244	AH009104-RA	AT3G60800.1
OG0001245	AH020829-RA, AH015569-RA	AT3G24440.1, AT3G24440.2
OG0001247	AH009086-RA	AT5G41980.1
OG0001248	AH022691-RA, AH022690-RA, AH013929-RA	AT5G22220.2, AT5G22220.3
OG0001249	AH007798-RA, AH018935-RA	AT3G03770.2, AT3G03770.3, AT3G03770.1
OG0001250	AH020410-RA, AH006748-RA	AT3G10290.1, AT5G04160.1
OG0001250	AH016402-RA, AH023037-RA	AT3G11320.1, AT5G05820.1
OG0001251	AH001398-RA	AT2G31130.1, AT2G31130.4, AT2G31130.2, AT2G31130.6, AT2G31130.5, AT2G31130.7, AT2G31130.3
OG0001253	AH010969-RA	AT3G21090.1, AT1G51500.1
OG0001254	AH008334-RA	AT1G75730.1, AT1G75730.2
OG0001255	AH005586-RA	AT4G36730.1, AT4G36730.2
OG0001256	AH002195-RA	AT5G17330.1
OG0001256	AH006265-RA, AH003401-RA	AT2G02010.2, AT2G02010.1, AT2G02000.1
OG0001257	AH008377-RA	AT1G14830.1
OG0001257	AH009332-RA	AT2G44590.3, AT3G60190.1
OG0001258	AH005027-RA, AH005026-RA	AT1G69480.2, AT1G69480.1
OG0001259	AH011511-RA, AH018403-RA, AH019896-RA, AH007252-RA	AT1G32700.1, AT1G32700.2, AT4G17900.2, AT4G17900.1
OG0001260	AH005380-RA, AH004118-RA	AT1G68920.4, AT1G68920.2, AT1G68920.1, AT1G68920.3
OG0001261	AH017491-RA, AH002897-RA	AT5G08070.2, AT5G08070.1, AT5G60970.1
OG0001262	AH022777-RA	AT5G15800.1, AT5G15800.2, AT3G02310.1, AT3G02310.2
OG0001263	AH016821-RA	AT5G42220.1, AT5G42220.2
OG0001271	AH013611-RA	AT3G07340.2, AT3G07340.1, AT5G48560.2, AT5G48560.1
OG0001273	AH002602-RA	AT1G52740.1, AT2G38810.2, AT2G38810.1, AT2G38810.3, AT2G38810.4, AT3G54560.2, AT3G54560.1
OG0001274	AH020953-RA, AH018827-RA	ATCG00180.1
OG0001275	AH006951-RA, AH020239-RA	AT2G33210.1, AT2G33210.2, AT3G23990.1
OG0001275	AH013311-RA	AT3G13860.1
OG0001276	AH007151-RA, AH019878-RA	AT3G06760.1, AT3G06760.2, AT5G49230.1, AT5G49230.2
OG0001277	AH021608-RA	AT2G32320.1, AT2G32320.2, AT2G32320.3, AT2G31580.5, AT2G31580.3, AT2G31580.1, AT2G31580.2, AT2G31580.4
OG0001278	AH000211-RA	AT5G02310.1, AT5G02310.3, AT5G02310.2
OG0001279	AH012651-RA	AT3G52920.2, AT3G52920.1, AT3G09980.1
OG0001280	AH004486-RA	AT1G67730.1
OG0001281	AH022074-RA, AH012983-RA	AT2G47500.1, AT2G47500.2
OG0001281	AH007613-RA	AT5G27000.1
OG0001282	AH006683-RA	AT2G41210.1, AT3G56960.2, AT3G56960.1
OG0001282	AH019158-RA, AH015663-RA	AT3G07960.2, AT3G07960.4, AT3G07960.3, AT3G07960.1
OG0001283	AH019863-RA, AH007129-RA	AT4G16150.1, AT3G16940.2, AT3G16940.3, AT3G16940.1
OG0001284	AH014961-RA	AT1G11925.1
OG0001285	AH008738-RA	AT1G22280.3, AT1G22280.1, AT1G34750.4, AT1G34750.2, AT1G34750.1, AT1G34750.3
OG0001286	AH008835-RA	AT4G24560.1
OG0001289	AH015607-RA	AT1G10210.3, AT1G10210.1, AT1G10210.2, AT1G59580.1, AT1G59580.2
OG0001290	AH023736-RA	AT1G42470.1
OG0001290	AH002377-RA	AT4G38350.1, AT4G38350.2
OG0001291	AH008183-RA, AH010160-RA, AH002186-RA, AH015016-RA	AT4G21790.1
OG0001292	AH000248-RA, AH009372-RA	AT1G56070.2, AT1G56070.1, AT1G56070.3, AT3G12915.2, AT3G12915.1
OG0001293	AH010124-RA	AT3G14980.4, AT3G14980.3, AT3G14980.1, AT3G14980.2, AT3G14980.6, AT3G14980.5
