Orthogroup	A_coerulea.proteins	A_hypochondriacus.proteins
OG0001990	Aqcoe5G164600.1.p, Aqcoe6G089300.1.p, Aqcoe6G089300.2.p	AH002387-RA, AH000710-RA
OG0001991	Aqcoe6G287400.1.p	AH003881-RA, AH005693-RA
OG0001991	Aqcoe5G104200.1.p	AH016678-RA
OG0001992	Aqcoe6G061700.2.p, Aqcoe6G061700.1.p, Aqcoe6G061700.4.p, Aqcoe6G061700.3.p	AH008775-RA
OG0001993	Aqcoe6G134300.1.p, Aqcoe5G145900.2.p, Aqcoe5G145900.1.p	AH006129-RA
OG0001994	Aqcoe6G315100.1.p, Aqcoe7G382400.1.p	AH020693-RA
OG0001995	Aqcoe1G314400.3.p, Aqcoe1G314400.2.p, Aqcoe1G314400.4.p, Aqcoe1G314400.1.p, Aqcoe7G153300.1.p, Aqcoe4G129700.2.p, Aqcoe4G129700.1.p	AH021635-RA
OG0001996	Aqcoe1G284000.2.p, Aqcoe1G284000.1.p, Aqcoe4G056900.1.p	AH001366-RA, AH021402-RA, AH014839-RA, AH015880-RA
OG0001997	Aqcoe1G240700.1.p, Aqcoe1G240600.1.p, Aqcoe4G061200.1.p, Aqcoe4G061200.2.p	AH010110-RA, AH010133-RA, AH008010-RA
OG0001998	Aqcoe4G069500.1.p	AH009953-RA
OG0001999	Aqcoe1G267800.2.p, Aqcoe1G267800.1.p	AH014217-RA
OG0002000	Aqcoe4G297900.1.p, Aqcoe4G297900.2.p	AH009887-RA
OG0002000	Aqcoe1G338900.4.p, Aqcoe1G338900.3.p, Aqcoe1G338900.2.p, Aqcoe1G338900.1.p	AH000184-RA
OG0002001	Aqcoe4G028600.1.p, Aqcoe4G028600.3.p, Aqcoe4G028600.2.p	AH000414-RA, AH007240-RA
OG0002002	Aqcoe1G221900.1.p	AH014808-RA
OG0002002	Aqcoe1G340500.1.p, Aqcoe4G298400.1.p	AH000702-RA, AH002434-RA
OG0002003	Aqcoe7G394100.1.p, Aqcoe7G213200.1.p	AH014048-RA
OG0002004	Aqcoe7G177900.1.p, Aqcoe7G405400.1.p, Aqcoe7G405400.2.p	AH023291-RA, AH002085-RA, AH000465-RA
OG0002005	Aqcoe7G428400.1.p, Aqcoe7G127600.1.p	AH017156-RA, AH017155-RA
OG0002006	Aqcoe7G096100.1.p	AH018466-RA
OG0002006	Aqcoe5G124700.1.p	AH023681-RA
OG0002007	Aqcoe7G291900.2.p, Aqcoe7G291900.3.p, Aqcoe7G291900.1.p	AH020940-RA, AH014421-RA, AH008650-RA
OG0002008	Aqcoe7G092800.1.p, Aqcoe7G092800.3.p, Aqcoe7G092800.2.p	AH009052-RA
OG0002009	Aqcoe7G341000.1.p, Aqcoe7G341000.2.p	AH021425-RA, AH014853-RA
OG0002010	Aqcoe7G106700.1.p, Aqcoe7G431300.1.p	AH013397-RA, AH013398-RA, AH013399-RA
OG0002012	Aqcoe3G428600.1.p	AH020919-RA, AH014458-RA
OG0002013	Aqcoe7G076400.1.p	AH012225-RA, AH012213-RA
OG0002014	Aqcoe7G001800.1.p, Aqcoe7G001800.2.p	AH011919-RA, AH009508-RA
OG0002015	Aqcoe7G409200.1.p, Aqcoe7G409200.2.p	AH002153-RA, AH002149-RA, AH023375-RA
OG0002016	Aqcoe7G033100.2.p, Aqcoe7G033100.3.p, Aqcoe7G033100.1.p	AH019396-RA
OG0002017	Aqcoe7G333500.2.p, Aqcoe7G333500.1.p, Aqcoe7G256000.1.p, Aqcoe7G256000.2.p	AH020996-RA, AH014374-RA
OG0002018	Aqcoe7G032100.1.p, Aqcoe7G032100.3.p, Aqcoe7G032100.2.p	AH009689-RA
OG0002019	Aqcoe7G275900.1.p, Aqcoe7G275900.6.p, Aqcoe7G275900.9.p, Aqcoe7G275900.10.p, Aqcoe7G275900.7.p, Aqcoe7G275900.8.p, Aqcoe7G275900.4.p, Aqcoe7G275900.2.p, Aqcoe7G275900.3.p, Aqcoe7G275900.5.p, Aqcoe3G084900.1.p, Aqcoe3G084400.1.p	AH011955-RA
OG0002020	Aqcoe7G241500.1.p	AH005184-RA, AH004544-RA
OG0002021	Aqcoe7G110100.1.p	AH013388-RA, AH022603-RA
OG0002022	Aqcoe7G007400.1.p	AH011333-RA, AH018122-RA
OG0002023	Aqcoe3G422300.1.p, Aqcoe3G422400.1.p, Aqcoe1G334000.1.p, Aqcoe7G260600.1.p, Aqcoe3G031700.1.p, Aqcoe3G031700.2.p	AH002947-RA, AH017399-RA
OG0002024	Aqcoe7G070800.1.p	AH009827-RA, AH008259-RA
OG0002025	Aqcoe1G191400.2.p, Aqcoe1G191400.1.p	AH011721-RA, AH017873-RA, AH002556-RA
OG0002026	Aqcoe1G082500.1.p, Aqcoe1G082900.1.p, Aqcoe1G082300.1.p, Aqcoe1G082400.1.p	AH007253-RA, AH021765-RA, AH012544-RA
OG0002027	Aqcoe1G450300.1.p	AH018046-RA
OG0002027	Aqcoe3G383200.1.p, Aqcoe3G072900.1.p	AH005457-RA, AH004106-RA
OG0002029	Aqcoe1G381700.1.p, Aqcoe1G381700.2.p	AH020968-RA
OG0002029	Aqcoe5G085800.1.p	AH009275-RA
OG0002030	Aqcoe1G013700.2.p, Aqcoe1G013700.1.p	AH007669-RA, AH006870-RA, AH019866-RA, AH020313-RA
OG0002031	Aqcoe1G012700.3.p, Aqcoe1G012700.2.p, Aqcoe1G012700.1.p	AH010894-RA
OG0002032	Aqcoe1G427300.4.p, Aqcoe1G427300.1.p, Aqcoe1G427300.3.p, Aqcoe1G427300.2.p, Aqcoe3G226100.1.p	AH013798-RA, AH022683-RA
OG0002033	Aqcoe1G078300.1.p	AH022623-RA, AH003076-RA, AH018869-RA
OG0002034	Aqcoe3G034200.2.p, Aqcoe3G034200.1.p, Aqcoe1G100300.1.p	AH016529-RA, AH022876-RA
OG0002035	Aqcoe1G479600.2.p, Aqcoe1G479600.1.p, Aqcoe5G220800.1.p	AH023510-RA, AH020365-RA
OG0002036	Aqcoe1G478900.2.p, Aqcoe1G478900.1.p, Aqcoe3G021900.1.p	AH012816-RA, AH021922-RA
OG0002037	Aqcoe3G281000.1.p	AH008413-RA
OG0002037	Aqcoe1G156500.1.p	AH015883-RA
OG0002038	Aqcoe3G430300.3.p, Aqcoe3G430300.4.p, Aqcoe3G430300.7.p, Aqcoe3G430300.1.p, Aqcoe3G430300.5.p, Aqcoe3G430300.2.p, Aqcoe3G430300.8.p, Aqcoe3G430300.9.p, Aqcoe3G430300.10.p, Aqcoe1G197100.2.p, Aqcoe1G197100.4.p, Aqcoe1G197100.3.p, Aqcoe1G197100.5.p, Aqcoe1G197100.1.p, Aqcoe3G430300.6.p	AH012151-RA
OG0002039	Aqcoe1G367700.1.p, Aqcoe1G367700.2.p	AH001114-RA, AH000210-RA, AH000199-RA
OG0002040	Aqcoe1G450500.1.p, Aqcoe1G450500.2.p	AH013270-RA, AH013268-RA, AH000969-RA, AH001654-RA
OG0002041	Aqcoe3G439700.1.p	AH004387-RA, AH005065-RA, AH005064-RA
OG0002042	Aqcoe1G379800.1.p	AH008297-RA, AH000142-RA
OG0002043	Aqcoe1G275100.2.p, Aqcoe1G275100.1.p	AH009926-RA
OG0002044	Aqcoe1G502000.2.p, Aqcoe1G502000.1.p, Aqcoe1G502000.3.p	AH019289-RA
OG0002045	Aqcoe1G100800.1.p, Aqcoe3G290900.1.p	AH013744-RA, AH016438-RA, AH022988-RA
OG0002046	Aqcoe1G122500.2.p, Aqcoe1G122500.1.p	AH007914-RA, AH010267-RA
OG0002047	Aqcoe1G096800.3.p, Aqcoe1G096800.2.p, Aqcoe1G096800.1.p	AH003037-RA
OG0002048	Aqcoe1G010900.1.p	AH006583-RA, AH020511-RA
OG0002049	Aqcoe5G012200.2.p, Aqcoe5G012200.3.p, Aqcoe5G012200.1.p, Aqcoe5G086300.1.p	AH010265-RA, AH007913-RA
OG0002050	Aqcoe5G151100.1.p	AH015281-RA
OG0002051	Aqcoe5G001000.2.p, Aqcoe5G001000.1.p, Aqcoe5G001000.3.p	AH013090-RA
OG0002052	Aqcoe5G432900.1.p, Aqcoe5G429700.1.p, Aqcoe5G433200.1.p, Aqcoe5G431600.1.p, Aqcoe5G431600.2.p	AH009665-RA, AH012127-RA, AH019594-RA
OG0002053	Aqcoe5G241600.7.p, Aqcoe5G241600.8.p, Aqcoe5G241600.5.p, Aqcoe5G241600.14.p, Aqcoe5G241600.13.p, Aqcoe5G241600.9.p, Aqcoe5G241600.1.p, Aqcoe5G241600.3.p, Aqcoe5G241600.4.p, Aqcoe5G241600.11.p, Aqcoe5G241600.12.p, Aqcoe5G241600.2.p, Aqcoe5G241600.10.p, Aqcoe5G241600.6.p	AH006212-RA, AH006211-RA, AH003511-RA
OG0002054	Aqcoe5G434800.1.p	AH012135-RA, AH019590-RA, AH019589-RA, AH019588-RA
OG0002055	Aqcoe5G165400.1.p, Aqcoe5G165400.2.p	AH008899-RA
OG0002056	Aqcoe5G121500.1.p, Aqcoe5G121500.2.p	AH023731-RA
OG0002057	Aqcoe5G432500.3.p	AH017992-RA
OG0002057	Aqcoe5G432500.2.p, Aqcoe5G432500.1.p	AH002482-RA
OG0002058	Aqcoe5G248000.1.p	AH003544-RA, AH008518-RA
OG0002059	Aqcoe5G144600.2.p, Aqcoe5G144600.1.p	AH008414-RA
OG0002060	Aqcoe5G281300.1.p	AH008643-RA
OG0002061	Aqcoe5G214900.1.p	AH001693-RA, AH003903-RA
OG0002062	Aqcoe3G385200.1.p, Aqcoe3G385300.1.p, Aqcoe3G388100.1.p	AH016484-RA, AH022930-RA, AH022934-RA, AH022932-RA
OG0002063	Aqcoe3G076100.1.p	AH022922-RA
OG0002063	Aqcoe3G076200.3.p, Aqcoe3G076200.1.p, Aqcoe3G076200.2.p	AH016492-RA
OG0002064	Aqcoe3G049000.4.p, Aqcoe3G049000.2.p, Aqcoe3G049000.3.p, Aqcoe3G049000.1.p	AH017426-RA
OG0002065	Aqcoe3G190000.1.p	AH016647-RA, AH016377-RA
OG0002066	Aqcoe3G046400.2.p, Aqcoe3G046400.1.p, Aqcoe3G046400.3.p, Aqcoe3G046400.4.p, Aqcoe3G398200.5.p, Aqcoe3G398200.4.p, Aqcoe3G398200.3.p, Aqcoe3G398200.2.p, Aqcoe3G398200.1.p	AH022905-RA, AH016505-RA
OG0002067	Aqcoe3G239500.1.p, Aqcoe3G239500.2.p	AH018330-RA, AH009319-RA
OG0002068	Aqcoe3G294000.2.p, Aqcoe3G294000.1.p	AH007902-RA, AH004415-RA
OG0002069	Aqcoe3G178800.3.p, Aqcoe3G178800.2.p, Aqcoe3G178800.1.p, Aqcoe3G178800.4.p	AH014863-RA, AH014862-RA
OG0002070	Aqcoe3G094700.1.p, Aqcoe3G094700.2.p	AH015744-RA
OG0002071	Aqcoe3G026300.1.p	AH022857-RA, AH004133-RA, AH022858-RA
OG0002072	Aqcoe3G300100.1.p	AH004398-RA, AH004757-RA
OG0002086	Aqcoe2G345100.3.p, Aqcoe2G345100.1.p, Aqcoe2G345100.2.p, Aqcoe5G055500.1.p, Aqcoe3G433100.1.p	AH002547-RA, AH000327-RA, AH001336-RA, AH017851-RA
OG0002087	Aqcoe2G079100.1.p, Aqcoe1G051500.1.p, Aqcoe2G051200.1.p	AH010592-RA
OG0002088	Aqcoe1G020900.1.p, Aqcoe1G020900.3.p, Aqcoe1G020900.2.p, Aqcoe2G011800.1.p	AH020343-RA, AH006834-RA
OG0002089	Aqcoe3G430200.1.p, Aqcoe2G105600.1.p, Aqcoe2G206400.1.p	AH009271-RA
OG0002090	Aqcoe2G270400.1.p	AH007414-RA, AH011220-RA
OG0002091	Aqcoe2G372500.1.p	AH017739-RA, AH007208-RA, AH007357-RA
OG0002092	Aqcoe2G351200.1.p	AH011846-RA
OG0002092	Aqcoe5G049400.1.p	AH017814-RA
OG0002093	Aqcoe1G308200.1.p, Aqcoe2G126800.2.p, Aqcoe2G126800.1.p	AH014729-RA
OG0002094	Aqcoe2G109400.2.p, Aqcoe2G109400.1.p	AH009080-RA, AH018600-RA
OG0002095	Aqcoe2G243400.2.p, Aqcoe2G243400.3.p, Aqcoe2G243400.1.p, Aqcoe2G208700.1.p	AH012741-RA
OG0002096	Aqcoe2G320600.1.p	AH020155-RA
OG0002097	Aqcoe1G063100.1.p, Aqcoe1G063100.2.p, Aqcoe1G063100.3.p, Aqcoe2G062900.1.p, Aqcoe2G062900.2.p	AH019058-RA, AH019051-RA, AH019052-RA
OG0002098	Aqcoe1G330400.5.p, Aqcoe1G330400.4.p, Aqcoe1G330400.3.p, Aqcoe1G330400.1.p, Aqcoe1G330400.2.p	AH015110-RA
OG0002098	Aqcoe2G090900.1.p	AH015587-RA, AH013824-RA
OG0002099	Aqcoe2G341600.2.p, Aqcoe2G341600.1.p	AH020096-RA, AH020095-RA
OG0002100	Aqcoe2G308200.1.p, Aqcoe2G308200.2.p, Aqcoe5G080500.3.p, Aqcoe5G080500.1.p, Aqcoe5G080500.2.p	AH022180-RA, AH012842-RA
OG0002101	Aqcoe0158s0002.1.p	AH018826-RA, AH003244-RA, AH018521-RA
OG0002102	Aqcoe2G044500.2.p, Aqcoe2G044500.3.p, Aqcoe2G044500.1.p, Aqcoe5G038900.1.p	AH016975-RA
OG0002103	Aqcoe2G316100.1.p	AH008649-RA
OG0002104	Aqcoe5G446300.1.p, Aqcoe2G433800.1.p	AH020937-RA, AH014416-RA, AH017868-RA
OG0002105	Aqcoe1G133600.1.p	AH017916-RA, AH002534-RA
OG0002106	Aqcoe2G211600.1.p, Aqcoe2G211600.2.p	AH000219-RA
OG0002108	Aqcoe5G288200.1.p	AH007370-RA, AH010631-RA
OG0002108	Aqcoe2G239100.1.p	AH011811-RA
OG0002109	Aqcoe2G112900.1.p, Aqcoe3G372300.1.p, Aqcoe1G434800.1.p	AH021775-RA, AH012560-RA
OG0002110	Aqcoe2G415200.1.p, Aqcoe2G415200.2.p	AH020554-RA
OG0002111	Aqcoe6G006900.2.p, Aqcoe6G006900.1.p	AH005331-RA
OG0002111	Aqcoe6G213400.2.p, Aqcoe6G213400.1.p	AH006445-RA
OG0002112	Aqcoe1G467700.2.p, Aqcoe1G467700.1.p	AH012777-RA
OG0002113	Aqcoe6G043000.2.p, Aqcoe6G043000.1.p	AH003685-RA
OG0002113	Aqcoe6G204700.1.p	AH002287-RA
OG0002114	Aqcoe6G217600.1.p	AH016779-RA
OG0002114	Aqcoe5G454100.1.p	AH007817-RA, AH007816-RA
OG0002115	Aqcoe7G309200.1.p, Aqcoe6G178800.1.p	AH017241-RA
OG0002115	Aqcoe7G317200.1.p, Aqcoe7G317200.2.p	AH004810-RA
OG0002116	Aqcoe5G092500.1.p	AH020197-RA
OG0002116	Aqcoe6G164600.1.p	AH017685-RA
OG0002116	Aqcoe6G239500.1.p, Aqcoe5G113700.1.p, Aqcoe7G185000.1.p	AH022088-RA
OG0002117	Aqcoe6G027000.1.p	AH007346-RA
OG0002118	Aqcoe6G063200.1.p, Aqcoe6G063100.1.p	AH003525-RA, AH008771-RA
OG0002119	Aqcoe6G291700.2.p, Aqcoe6G291700.1.p	AH006191-RA
OG0002120	Aqcoe6G089600.1.p, Aqcoe6G089600.3.p, Aqcoe6G089600.2.p, Aqcoe5G165000.1.p	AH002388-RA
OG0002120	Aqcoe7G343600.2.p, Aqcoe7G343600.1.p, Aqcoe7G343600.3.p	AH005925-RA
OG0002121	Aqcoe6G088800.1.p	AH008761-RA, AH003545-RA
OG0002122	Aqcoe6G035600.1.p	AH008658-RA, AH002773-RA, AH006233-RA
OG0002123	Aqcoe6G080300.1.p, Aqcoe6G080300.3.p, Aqcoe6G080300.2.p	AH006025-RA, AH008720-RA
OG0002124	Aqcoe7G418500.1.p, Aqcoe7G418500.2.p, Aqcoe6G054300.2.p, Aqcoe6G054300.1.p, Aqcoe5G116600.1.p	AH020929-RA
OG0002125	Aqcoe6G057900.2.p, Aqcoe6G057900.5.p, Aqcoe6G057900.4.p, Aqcoe6G057900.3.p, Aqcoe6G057900.1.p	AH003570-RA, AH003583-RA, AH005957-RA
OG0002126	Aqcoe6G157000.1.p	AH008814-RA
OG0002126	Aqcoe5G163600.1.p	AH005851-RA, AH003921-RA
OG0002127	Aqcoe3G258600.1.p, Aqcoe1G285800.1.p, Aqcoe6G203200.1.p, Aqcoe7G214400.1.p	AH009365-RA, AH009346-RA
OG0002128	Aqcoe6G236100.1.p	AH004303-RA, AH004973-RA
OG0002129	Aqcoe6G014400.1.p	AH017065-RA
OG0002130	Aqcoe6G026500.1.p	AH010413-RA, AH007342-RA
OG0002131	Aqcoe3G304900.1.p, Aqcoe3G107400.1.p	AH002755-RA
OG0002132	Aqcoe4G210800.1.p, Aqcoe3G169000.1.p	AH018508-RA, AH011586-RA
OG0002133	Aqcoe4G263200.1.p	AH021583-RA, AH015143-RA
OG0002134	Aqcoe4G004600.1.p	AH006296-RA, AH003442-RA
OG0002135	Aqcoe4G099600.2.p, Aqcoe4G099600.1.p, Aqcoe1G262200.1.p, Aqcoe1G262200.2.p	AH008062-RA, AH010058-RA
OG0002136	Aqcoe7G242800.3.p, Aqcoe3G176800.7.p, Aqcoe3G176800.6.p, Aqcoe7G242800.2.p, Aqcoe7G242800.1.p, Aqcoe3G176800.3.p, Aqcoe3G176800.1.p, Aqcoe3G176800.2.p, Aqcoe3G176800.4.p, Aqcoe3G176800.5.p	AH015213-RA
OG0002137	Aqcoe4G010200.1.p, Aqcoe7G434600.1.p, Aqcoe1G122300.1.p, Aqcoe3G334800.1.p, Aqcoe7G434400.1.p, Aqcoe7G434900.1.p, Aqcoe7G435900.2.p, Aqcoe7G435900.1.p	AH002296-RA, AH014565-RA
OG0002138	Aqcoe7G089300.4.p, Aqcoe7G089300.2.p, Aqcoe7G089300.3.p, Aqcoe7G089300.1.p	AH018285-RA
OG0002139	Aqcoe7G204200.1.p, Aqcoe7G204200.2.p	AH008780-RA
OG0002140	Aqcoe7G264700.1.p, Aqcoe7G264700.2.p	AH014110-RA, AH020716-RA
OG0002141	Aqcoe7G375100.1.p, Aqcoe7G375100.2.p	AH013954-RA, AH016258-RA
OG0002142	Aqcoe7G142900.2.p, Aqcoe7G142900.1.p, Aqcoe7G143100.1.p, Aqcoe7G143100.2.p	AH007784-RA, AH010226-RA, AH001551-RA
OG0002143	Aqcoe7G363900.2.p, Aqcoe7G363900.1.p	AH016243-RA, AH023268-RA
OG0002144	Aqcoe7G013400.2.p, Aqcoe7G013400.1.p	AH012026-RA
OG0002145	Aqcoe1G192800.1.p	AH021307-RA, AH014724-RA
OG0002146	Aqcoe7G169200.2.p, Aqcoe7G169200.1.p, Aqcoe7G402300.1.p	AH020878-RA, AH014509-RA, AH023306-RA
OG0002147	Aqcoe3G391800.1.p, Aqcoe7G353700.1.p, Aqcoe3G053000.1.p	AH005434-RA, AH005435-RA, AH002925-RA, AH017443-RA
OG0002148	Aqcoe7G029200.6.p, Aqcoe7G029200.1.p, Aqcoe7G029200.5.p, Aqcoe7G029200.2.p, Aqcoe7G029200.4.p, Aqcoe7G029200.3.p	AH009672-RA
OG0002149	Aqcoe7G001900.1.p	AH009509-RA
OG0002150	Aqcoe7G304600.1.p, Aqcoe7G304700.1.p	AH021393-RA
OG0002150	Aqcoe7G329100.1.p	AH016029-RA
OG0002151	Aqcoe7G420000.1.p, Aqcoe1G189900.1.p	AH021304-RA, AH014717-RA
OG0002152	Aqcoe5G316800.5.p, Aqcoe5G316800.6.p, Aqcoe5G316800.7.p, Aqcoe7G042000.1.p	AH008584-RA
OG0002153	Aqcoe7G116700.2.p, Aqcoe7G116700.3.p, Aqcoe7G116700.1.p, Aqcoe7G433200.4.p, Aqcoe7G433200.5.p, Aqcoe7G433200.1.p, Aqcoe7G433200.3.p, Aqcoe7G433200.2.p	AH014556-RA
OG0002155	Aqcoe7G031100.2.p, Aqcoe7G031100.4.p, Aqcoe7G031100.3.p, Aqcoe7G031100.1.p	AH009684-RA, AH009683-RA
OG0002156	Aqcoe7G266100.1.p	AH016280-RA, AH023213-RA
OG0002157	Aqcoe7G396500.1.p, Aqcoe1G061700.1.p	AH005157-RA
OG0002158	Aqcoe7G303300.1.p	AH021148-RA
OG0002159	Aqcoe3G026400.1.p	AH014711-RA
OG0002159	Aqcoe7G439100.3.p, Aqcoe7G439100.1.p, Aqcoe7G439100.2.p	AH014303-RA
OG0002160	Aqcoe1G264400.1.p	AH015229-RA
OG0002161	Aqcoe1G301600.1.p, Aqcoe1G093200.1.p, Aqcoe1G093200.2.p	AH006408-RA, AH003351-RA, AH016413-RA, AH023015-RA
OG0002162	Aqcoe1G230300.2.p, Aqcoe1G230300.1.p, Aqcoe1G230200.1.p	AH021607-RA, AH002285-RA, AH002286-RA
OG0002164	Aqcoe1G282200.1.p, Aqcoe5G253900.1.p, Aqcoe5G446700.1.p, Aqcoe5G446700.2.p	AH016550-RA
OG0002165	Aqcoe1G394200.1.p	AH014140-RA, AH023163-RA, AH016311-RA
OG0002166	Aqcoe1G026300.2.p, Aqcoe1G026300.3.p, Aqcoe1G026300.1.p	AH006800-RA, AH020368-RA, AH011009-RA
OG0002167	Aqcoe1G159000.4.p, Aqcoe1G159000.6.p, Aqcoe1G159000.3.p, Aqcoe1G159000.1.p, Aqcoe1G159000.2.p, Aqcoe1G159000.5.p	AH021746-RA, AH012514-RA
OG0002168	Aqcoe1G072400.1.p	AH022602-RA, AH013856-RA
OG0002169	Aqcoe1G089900.4.p, Aqcoe1G089900.6.p, Aqcoe1G089900.8.p, Aqcoe1G089900.5.p, Aqcoe1G089900.1.p, Aqcoe1G089900.2.p, Aqcoe1G089900.3.p, Aqcoe1G089900.7.p	AH001185-RA
OG0002170	Aqcoe1G090800.1.p	AH012407-RA, AH012406-RA
OG0002171	Aqcoe1G467300.2.p, Aqcoe1G467300.1.p, Aqcoe1G467400.3.p, Aqcoe1G467400.1.p, Aqcoe1G467400.2.p	AH013645-RA, AH022503-RA
OG0002172	Aqcoe1G356000.3.p, Aqcoe1G356000.1.p, Aqcoe1G356000.4.p, Aqcoe1G356000.2.p	AH015041-RA, AH021524-RA
OG0002174	Aqcoe5G469500.4.p, Aqcoe5G469500.1.p, Aqcoe5G469500.2.p, Aqcoe5G469500.3.p	AH000316-RA, AH001354-RA
OG0002175	Aqcoe5G146100.1.p, Aqcoe5G146100.13.p, Aqcoe5G146100.14.p, Aqcoe5G146100.10.p, Aqcoe5G146100.9.p, Aqcoe5G146100.5.p, Aqcoe5G146100.6.p, Aqcoe5G146100.2.p, Aqcoe5G146100.3.p, Aqcoe5G146100.4.p, Aqcoe5G146100.12.p, Aqcoe5G146100.11.p, Aqcoe5G146100.8.p, Aqcoe5G146100.7.p	AH006128-RA
OG0002176	Aqcoe5G267300.2.p, Aqcoe5G267300.3.p, Aqcoe5G267300.1.p, Aqcoe3G255100.4.p, Aqcoe3G255100.1.p, Aqcoe3G255100.2.p, Aqcoe3G255100.3.p	AH018222-RA, AH011436-RA, AH014984-RA
OG0002177	Aqcoe5G330100.3.p, Aqcoe5G330100.1.p, Aqcoe5G330100.2.p, Aqcoe5G330200.1.p	AH010243-RA, AH010241-RA
OG0002179	Aqcoe5G000200.1.p, Aqcoe5G000200.2.p, Aqcoe5G000200.3.p	AH011757-RA, AH019999-RA
OG0002179	Aqcoe5G169700.1.p	AH000717-RA
OG0002180	Aqcoe5G362500.2.p, Aqcoe5G362500.3.p, Aqcoe5G362500.1.p, Aqcoe5G362500.6.p, Aqcoe5G362500.5.p, Aqcoe5G362500.4.p	AH009251-RA
OG0002181	Aqcoe5G428200.10.p, Aqcoe5G428200.1.p, Aqcoe5G428200.7.p, Aqcoe5G428200.4.p, Aqcoe5G428200.3.p, Aqcoe5G428200.8.p, Aqcoe5G428200.2.p, Aqcoe5G428200.6.p, Aqcoe5G428200.9.p, Aqcoe5G428200.5.p	AH011456-RA, AH009749-RA, AH015308-RA, AH023593-RA
OG0002182	Aqcoe5G067600.1.p	AH015834-RA, AH007040-RA, AH007041-RA
OG0002183	Aqcoe5G242800.6.p, Aqcoe5G242800.2.p, Aqcoe5G242800.4.p, Aqcoe5G242800.9.p, Aqcoe5G242800.10.p, Aqcoe5G242800.5.p, Aqcoe5G242800.1.p, Aqcoe5G242800.7.p, Aqcoe5G242800.3.p, Aqcoe5G242800.8.p	AH015400-RA
OG0002184	Aqcoe5G119400.2.p, Aqcoe5G119400.1.p	AH016880-RA, AH016881-RA
OG0002185	Aqcoe5G151200.2.p, Aqcoe5G151200.1.p	AH008424-RA, AH016944-RA
OG0002186	Aqcoe3G102400.1.p	AH015745-RA, AH004171-RA
OG0002187	Aqcoe5G468100.2.p, Aqcoe5G468100.1.p	AH019705-RA, AH018162-RA
OG0002188	Aqcoe5G235700.1.p	AH008665-RA
OG0002189	Aqcoe5G439900.1.p, Aqcoe5G439900.3.p, Aqcoe5G439900.2.p, Aqcoe5G439900.4.p	AH023222-RA
OG0002190	Aqcoe3G367100.1.p, Aqcoe3G063300.2.p, Aqcoe3G063300.1.p	AH016582-RA, AH017473-RA
OG0002191	Aqcoe3G004900.1.p, Aqcoe3G004900.2.p	AH004148-RA, AH005359-RA, AH015559-RA
OG0002192	Aqcoe3G443900.1.p, Aqcoe3G443900.2.p	AH020726-RA, AH014085-RA
OG0002193	Aqcoe3G320400.4.p, Aqcoe3G320400.3.p, Aqcoe3G320400.2.p, Aqcoe3G320400.1.p, Aqcoe3G098900.2.p, Aqcoe3G098900.1.p, Aqcoe3G320500.1.p, Aqcoe3G320500.2.p	AH004674-RA, AH003362-RA, AH002784-RA
OG0002194	Aqcoe3G079300.1.p, Aqcoe3G337700.1.p	AH005062-RA, AH015776-RA, AH002818-RA, AH017584-RA
OG0002195	Aqcoe3G292400.2.p, Aqcoe3G292400.1.p	AH015116-RA, AH021601-RA, AH002489-RA
OG0002196	Aqcoe3G117200.2.p	AH004759-RA
OG0002197	Aqcoe3G349200.1.p	AH004347-RA, AH005021-RA, AH015797-RA
OG0002211	Aqcoe7G274600.1.p	AH008543-RA
OG0002212	Aqcoe1G422700.1.p	AH022688-RA, AH013810-RA
OG0002213	Aqcoe2G389400.1.p	AH013040-RA, AH022236-RA
OG0002214	Aqcoe1G143900.1.p	AH001249-RA, AH012778-RA, AH021994-RA
OG0002215	Aqcoe2G064900.1.p, Aqcoe2G064900.2.p	AH003073-RA, AH018941-RA, AH018940-RA, AH018938-RA
OG0002216	Aqcoe1G131200.1.p	AH012745-RA
OG0002216	Aqcoe2G207300.1.p	AH000212-RA
OG0002217	Aqcoe2G018400.1.p	AH016644-RA
OG0002218	Aqcoe2G347700.1.p, Aqcoe5G052400.2.p, Aqcoe5G052400.1.p, Aqcoe5G052400.3.p	AH017844-RA, AH002541-RA
OG0002220	Aqcoe1G243300.1.p	AH003582-RA
OG0002220	Aqcoe3G054000.2.p, Aqcoe3G054000.1.p, Aqcoe3G054000.3.p, Aqcoe1G218800.1.p, Aqcoe1G218800.2.p, Aqcoe2G050100.1.p, Aqcoe6G244800.1.p	AH004141-RA
OG0002221	Aqcoe2G314900.1.p	AH007539-RA, AH010868-RA
OG0002222	Aqcoe2G102600.9.p, Aqcoe2G102600.8.p, Aqcoe2G102600.1.p, Aqcoe2G102600.7.p, Aqcoe2G102600.6.p, Aqcoe2G102600.3.p, Aqcoe2G102600.4.p, Aqcoe2G102600.11.p, Aqcoe2G102600.10.p, Aqcoe2G102600.2.p, Aqcoe2G102600.5.p, Aqcoe2G027500.1.p	AH001833-RA
OG0002223	Aqcoe4G247700.1.p, Aqcoe4G247400.1.p, Aqcoe4G246900.1.p, Aqcoe4G247500.1.p, Aqcoe6G259900.1.p, Aqcoe1G417200.1.p, Aqcoe1G417300.1.p	AH000487-RA, AH008341-RA
