Orthogroup	A_coerulea.proteins	D_spatulata.proteins
OG0001519	Aqcoe2G218600.8.p, Aqcoe2G218600.4.p, Aqcoe2G218600.6.p, Aqcoe2G218600.3.p, Aqcoe2G218600.2.p, Aqcoe2G218600.5.p, Aqcoe2G218600.7.p, Aqcoe2G218600.1.p, Aqcoe1G152400.3.p	Ds_00009188-RA
OG0001520	Aqcoe6G241400.1.p, Aqcoe6G241100.1.p, Aqcoe6G241100.2.p, Aqcoe6G241100.3.p, Aqcoe6G241100.4.p, Aqcoe2G088500.1.p, Aqcoe1G089600.1.p	Ds_00017982-RA
OG0001521	Aqcoe5G079900.1.p, Aqcoe5G079900.2.p	Ds_00014519-RA
OG0001521	Aqcoe2G307600.2.p, Aqcoe2G307600.1.p	Ds_00000915-RA
OG0001522	Aqcoe6G263900.1.p	Ds_00002140-RA
OG0001522	Aqcoe2G195400.1.p, Aqcoe7G225800.1.p, Aqcoe7G227900.1.p	Ds_00018077-RA
OG0001523	Aqcoe2G005500.1.p	Ds_00010654-RA
OG0001523	Aqcoe3G129500.1.p	Ds_00009702-RA
OG0001524	Aqcoe1G096400.1.p, Aqcoe1G097100.1.p, Aqcoe2G339600.2.p, Aqcoe2G339600.1.p, Aqcoe1G096500.1.p	Ds_00000537-RA
OG0001525	Aqcoe2G016100.2.p, Aqcoe2G016100.1.p	Ds_00000828-RA
OG0001526	Aqcoe1G206200.1.p, Aqcoe2G410000.3.p, Aqcoe2G410000.4.p, Aqcoe2G410000.2.p, Aqcoe2G410000.1.p	Ds_00007764-RA, Ds_00006465-RA, Ds_00004392-RA
OG0001527	Aqcoe1G441400.1.p, Aqcoe2G119800.1.p, Aqcoe3G161200.1.p	Ds_00016155-RA, Ds_00013625-RA, Ds_00009269-RA
OG0001528	Aqcoe2G005400.3.p	Ds_00006092-RA
OG0001528	Aqcoe2G005400.1.p, Aqcoe2G005400.2.p	Ds_00014985-RA
OG0001529	Aqcoe2G350600.1.p, Aqcoe2G350600.2.p, Aqcoe2G350600.3.p	Ds_00003156-RA
OG0001530	Aqcoe2G431100.1.p	Ds_00017314-RA, Ds_00004065-RA
OG0001531	Aqcoe2G007200.2.p, Aqcoe2G007200.1.p, Aqcoe2G007200.3.p	Ds_00005196-RA
OG0001532	Aqcoe2G130200.2.p, Aqcoe2G130200.1.p, Aqcoe1G453300.1.p	Ds_00008722-RA
OG0001533	Aqcoe2G270600.1.p	Ds_00005059-RA
OG0001534	Aqcoe2G050400.1.p, Aqcoe2G050400.2.p	Ds_00005514-RA, Ds_00006079-RA, Ds_00002707-RA
OG0001535	Aqcoe2G085200.1.p	Ds_00006626-RA, Ds_00014745-RA
OG0001536	Aqcoe4G201200.1.p	Ds_00015915-RA
OG0001537	Aqcoe2G233300.1.p	Ds_00002026-RA, Ds_00002027-RA
OG0001538	Aqcoe2G246600.1.p, Aqcoe5G095500.1.p, Aqcoe6G318000.1.p	Ds_00009385-RA, Ds_00003547-RA, Ds_00000610-RA
OG0001539	Aqcoe2G161900.4.p, Aqcoe2G161900.1.p, Aqcoe2G161900.2.p, Aqcoe2G161900.3.p, Aqcoe5G335100.1.p, Aqcoe4G144800.1.p	Ds_00003389-RA
OG0001540	Aqcoe2G020700.1.p, Aqcoe2G020700.3.p, Aqcoe2G020700.4.p, Aqcoe2G020700.2.p	Ds_00004929-RA, Ds_00011003-RA
OG0001541	Aqcoe2G363000.1.p, Aqcoe6G224300.1.p, Aqcoe3G269100.1.p	Ds_00001378-RA
OG0001542	Aqcoe2G246100.1.p, Aqcoe5G285900.1.p	Ds_00003705-RA, Ds_00014440-RA, Ds_00005033-RA
OG0001543	Aqcoe5G127200.1.p	Ds_00008855-RA
OG0001543	Aqcoe6G227300.1.p	Ds_00017564-RA
OG0001544	Aqcoe6G083200.1.p	Ds_00001923-RA, Ds_00001586-RA, Ds_00000593-RA
OG0001545	Aqcoe6G285100.1.p, Aqcoe6G285000.1.p, Aqcoe5G100400.1.p	Ds_00002539-RA, Ds_00014362-RA, Ds_00012162-RA
OG0001546	Aqcoe6G152900.1.p, Aqcoe6G152900.2.p	Ds_00009478-RA
OG0001546	Aqcoe5G159900.1.p	Ds_00015315-RA
OG0001547	Aqcoe6G098400.1.p	Ds_00015173-RA, Ds_00000542-RA
OG0001548	Aqcoe6G160500.1.p, Aqcoe5G314200.1.p	Ds_00000588-RA, Ds_00012197-RA
OG0001549	Aqcoe6G085700.1.p	Ds_00010966-RA
OG0001549	Aqcoe3G254600.1.p	Ds_00010249-RA
OG0001550	Aqcoe3G225200.5.p, Aqcoe3G225200.15.p, Aqcoe3G225200.18.p, Aqcoe3G225200.20.p, Aqcoe3G225200.19.p, Aqcoe3G225200.2.p, Aqcoe3G225200.4.p, Aqcoe3G225200.1.p, Aqcoe3G225200.9.p, Aqcoe3G225200.7.p, Aqcoe3G225200.8.p, Aqcoe3G225200.13.p, Aqcoe3G225200.11.p, Aqcoe3G225200.17.p, Aqcoe3G225200.16.p, Aqcoe3G225200.14.p, Aqcoe3G225200.10.p, Aqcoe3G225200.6.p, Aqcoe3G225200.12.p, Aqcoe3G225200.3.p, Aqcoe6G009800.5.p, Aqcoe6G009800.8.p, Aqcoe6G009800.2.p, Aqcoe6G009800.3.p, Aqcoe6G009800.7.p, Aqcoe6G009800.1.p, Aqcoe6G009800.4.p, Aqcoe6G009800.6.p	Ds_00003480-RA
OG0001552	Aqcoe6G215500.2.p, Aqcoe6G215500.1.p, Aqcoe6G215500.3.p	Ds_00013003-RA
OG0001553	Aqcoe6G134500.1.p	Ds_00000553-RA, Ds_00009831-RA, Ds_00011048-RA
OG0001554	Aqcoe6G050000.2.p, Aqcoe6G050000.1.p	Ds_00004177-RA
OG0001555	Aqcoe6G113100.14.p, Aqcoe6G113100.2.p, Aqcoe6G113100.8.p, Aqcoe6G113100.1.p, Aqcoe6G113100.9.p, Aqcoe6G113100.3.p, Aqcoe6G113100.12.p, Aqcoe6G113100.7.p, Aqcoe6G113100.19.p, Aqcoe6G113100.20.p, Aqcoe6G113100.18.p, Aqcoe6G113100.16.p, Aqcoe6G113100.17.p, Aqcoe6G113100.15.p, Aqcoe6G113100.10.p, Aqcoe6G113100.4.p, Aqcoe6G113100.5.p, Aqcoe6G113100.11.p, Aqcoe6G113100.6.p, Aqcoe6G113100.13.p	Ds_00011207-RA
OG0001556	Aqcoe7G373100.1.p	Ds_00011479-RA
OG0001556	Aqcoe6G113900.1.p, Aqcoe7G079300.1.p	Ds_00010228-RA
OG0001557	Aqcoe6G187700.1.p, Aqcoe6G187700.3.p, Aqcoe4G068700.2.p, Aqcoe4G068700.1.p, Aqcoe6G187700.2.p, Aqcoe7G291400.1.p	Ds_00001801-RA
OG0001558	Aqcoe6G187900.1.p, Aqcoe6G187900.2.p, Aqcoe6G187900.3.p	Ds_00004862-RA
OG0001558	Aqcoe3G116900.2.p, Aqcoe3G116900.4.p, Aqcoe3G116900.1.p, Aqcoe3G116900.3.p	Ds_00008719-RA, Ds_00004861-RA
OG0001559	Aqcoe7G387500.1.p, Aqcoe7G387500.4.p, Aqcoe7G387500.3.p, Aqcoe7G387500.2.p	Ds_00009627-RA, Ds_00015365-RA
OG0001560	Aqcoe4G246700.1.p	Ds_00007436-RA
OG0001560	Aqcoe5G209200.1.p	Ds_00000023-RA
OG0001561	Aqcoe4G205600.2.p, Aqcoe4G205600.1.p, Aqcoe4G205600.3.p	Ds_00001986-RA, Ds_00001987-RA
OG0001562	Aqcoe5G447400.1.p	Ds_00011657-RA
OG0001562	Aqcoe7G015500.1.p	Ds_00011908-RA
OG0001563	Aqcoe7G006000.1.p	Ds_00017646-RA, Ds_00012600-RA, Ds_00005630-RA
OG0001564	Aqcoe7G241300.1.p, Aqcoe7G241300.2.p	Ds_00013633-RA
OG0001565	Aqcoe7G365600.1.p	Ds_00008629-RA, Ds_00008628-RA
OG0001566	Aqcoe7G425400.1.p	Ds_00000116-RA
OG0001567	Aqcoe5G264200.1.p, Aqcoe5G264200.2.p	Ds_00014428-RA, Ds_00001505-RA
OG0001568	Aqcoe7G030000.2.p, Aqcoe7G030000.1.p	Ds_00012064-RA
OG0001569	Aqcoe7G147100.4.p, Aqcoe7G147100.5.p, Aqcoe7G147100.7.p, Aqcoe7G147100.6.p, Aqcoe7G147100.1.p, Aqcoe7G147100.2.p, Aqcoe7G147100.3.p	Ds_00016059-RA, Ds_00000225-RA
OG0001571	Aqcoe7G190000.1.p, Aqcoe7G190000.2.p, Aqcoe7G190000.3.p	Ds_00014799-RA
OG0001572	Aqcoe7G386200.1.p, Aqcoe7G386200.2.p, Aqcoe7G386200.3.p, Aqcoe7G386200.4.p, Aqcoe1G075100.1.p	Ds_00009630-RA, Ds_00007248-RA
OG0001573	Aqcoe7G071700.1.p	Ds_00017385-RA, Ds_00012939-RA, Ds_00006362-RA
OG0001574	Aqcoe1G494900.1.p	Ds_00014571-RA
OG0001575	Aqcoe5G101800.1.p	Ds_00001490-RA
OG0001575	Aqcoe1G058300.1.p	Ds_00002718-RA
OG0001576	Aqcoe1G364400.1.p	Ds_00001391-RA, Ds_00012536-RA
OG0001577	Aqcoe1G484900.1.p	Ds_00005200-RA
OG0001578	Aqcoe1G072600.2.p, Aqcoe1G072600.1.p, Aqcoe1G072600.3.p	Ds_00010134-RA, Ds_00008303-RA
OG0001579	Aqcoe1G166100.1.p	Ds_00012394-RA, Ds_00006806-RA
OG0001580	Aqcoe1G119700.1.p, Aqcoe1G119700.2.p, Aqcoe1G119800.1.p, Aqcoe3G183000.1.p	Ds_00008740-RA
OG0001581	Aqcoe1G365500.1.p	Ds_00016231-RA, Ds_00012273-RA
OG0001582	Aqcoe1G203900.1.p, Aqcoe1G203900.3.p, Aqcoe1G203900.2.p	Ds_00004387-RA, Ds_00014442-RA, Ds_00003942-RA
OG0001583	Aqcoe1G073500.3.p, Aqcoe1G073500.4.p, Aqcoe1G073500.1.p, Aqcoe1G073500.2.p	Ds_00010793-RA, Ds_00014883-RA
OG0001584	Aqcoe1G472000.1.p	Ds_00010058-RA, Ds_00007508-RA
OG0001585	Aqcoe1G165400.1.p, Aqcoe1G165400.6.p, Aqcoe1G165400.4.p, Aqcoe1G165400.2.p, Aqcoe1G165400.3.p, Aqcoe1G165400.5.p	Ds_00004741-RA, Ds_00003311-RA
OG0001586	Aqcoe1G439700.1.p	Ds_00015556-RA
OG0001587	Aqcoe5G246700.1.p, Aqcoe5G246600.1.p	Ds_00010929-RA
OG0001588	Aqcoe5G096600.2.p, Aqcoe5G096600.1.p, Aqcoe5G096600.3.p, Aqcoe5G096600.5.p, Aqcoe5G096600.4.p	Ds_00000591-RA
OG0001589	Aqcoe5G250800.1.p	Ds_00002224-RA
OG0001590	Aqcoe5G374400.2.p, Aqcoe5G374400.1.p	Ds_00015224-RA
OG0001591	Aqcoe5G099000.1.p	Ds_00017297-RA
OG0001592	Aqcoe5G297500.1.p, Aqcoe5G297500.2.p	Ds_00014447-RA, Ds_00003937-RA
OG0001593	Aqcoe3G142000.1.p, Aqcoe5G398400.1.p	Ds_00010704-RA, Ds_00017074-RA, Ds_00008030-RA, Ds_00010483-RA
OG0001594	Aqcoe5G460400.1.p, Aqcoe5G460400.3.p, Aqcoe5G460400.2.p	Ds_00002844-RA, Ds_00012515-RA
OG0001595	Aqcoe3G264600.1.p	Ds_00010822-RA
OG0001596	Aqcoe3G424500.1.p, Aqcoe3G424500.2.p	Ds_00006129-RA
OG0001596	Aqcoe3G424400.1.p	Ds_00016893-RA
OG0001597	Aqcoe3G038800.1.p, Aqcoe3G038900.1.p	Ds_00009267-RA
OG0001599	Aqcoe3G409100.1.p, Aqcoe3G409100.2.p	Ds_00012707-RA
OG0001600	Aqcoe3G356700.1.p, Aqcoe3G056700.1.p	Ds_00009146-RA, Ds_00010530-RA
OG0001602	Aqcoe3G321200.1.p	Ds_00003732-RA, Ds_00012451-RA, Ds_00003733-RA, Ds_00012452-RA, Ds_00012453-RA
OG0001603	Aqcoe3G410300.2.p, Aqcoe3G410300.1.p	Ds_00005882-RA, Ds_00017263-RA
OG0001604	Aqcoe3G169600.1.p	Ds_00005115-RA
OG0001615	Aqcoe5G449800.3.p, Aqcoe5G449800.5.p, Aqcoe5G449600.2.p, Aqcoe5G449600.3.p, Aqcoe5G449600.1.p, Aqcoe5G450600.7.p, Aqcoe5G450600.5.p, Aqcoe5G450600.4.p, Aqcoe5G450600.2.p, Aqcoe5G450600.1.p, Aqcoe5G450600.3.p, Aqcoe5G450600.6.p, Aqcoe5G449800.2.p, Aqcoe5G449800.1.p, Aqcoe5G449800.4.p, Aqcoe7G368400.1.p, Aqcoe1G233200.1.p, Aqcoe1G498200.1.p, Aqcoe1G503600.1.p, Aqcoe1G503600.2.p, Aqcoe1G497800.1.p, Aqcoe7G365900.1.p, Aqcoe7G365800.1.p, Aqcoe7G368600.1.p, Aqcoe3G108600.1.p, Aqcoe1G290500.1.p, Aqcoe1G290500.2.p, Aqcoe1G503200.1.p, Aqcoe1G502800.1.p, Aqcoe1G502800.2.p, Aqcoe6G043400.1.p, Aqcoe7G311900.1.p, Aqcoe2G063800.1.p, Aqcoe2G064000.2.p, Aqcoe2G064000.1.p, Aqcoe3G287500.1.p, Aqcoe2G063500.1.p, Aqcoe7G311700.1.p, Aqcoe2G061000.1.p, Aqcoe2G063700.1.p, Aqcoe2G063600.1.p	Ds_00011764-RA, Ds_00000747-RA
OG0001616	Aqcoe2G185800.1.p	Ds_00017612-RA
OG0001617	Aqcoe2G410100.1.p, Aqcoe2G410100.2.p	Ds_00006463-RA, Ds_00001128-RA
OG0001618	Aqcoe7G302600.1.p, Aqcoe2G177200.1.p, Aqcoe1G473400.1.p	Ds_00015414-RA, Ds_00001644-RA
OG0001619	Aqcoe1G416800.1.p, Aqcoe7G117700.1.p, Aqcoe2G117700.1.p, Aqcoe7G118400.1.p, Aqcoe7G118100.1.p	Ds_00000103-RA, Ds_00003441-RA
OG0001620	Aqcoe5G349100.1.p, Aqcoe2G263000.1.p, Aqcoe2G263000.2.p	Ds_00010601-RA
OG0001620	Aqcoe4G313000.1.p	Ds_00006211-RA
OG0001621	Aqcoe5G306900.1.p	Ds_00013963-RA
OG0001622	Aqcoe2G341400.1.p, Aqcoe2G341400.3.p, Aqcoe2G341400.2.p, Aqcoe3G271000.1.p	Ds_00012205-RA
OG0001623	Aqcoe1G463000.1.p, Aqcoe1G463000.2.p, Aqcoe2G206100.1.p, Aqcoe3G141000.1.p	Ds_00006925-RA, Ds_00016407-RA
OG0001624	Aqcoe7G372500.1.p, Aqcoe2G202600.1.p, Aqcoe6G162000.1.p	Ds_00011470-RA, Ds_00009655-RA, Ds_00007204-RA
OG0001625	Aqcoe1G443900.1.p, Aqcoe1G443900.2.p, Aqcoe2G124000.1.p, Aqcoe2G124000.3.p, Aqcoe2G124000.2.p	Ds_00015550-RA
OG0001626	Aqcoe1G050400.3.p, Aqcoe1G050400.4.p, Aqcoe1G050400.5.p	Ds_00006083-RA
OG0001626	Aqcoe2G053900.1.p, Aqcoe1G050400.1.p	Ds_00005516-RA
OG0001627	Aqcoe2G213000.3.p, Aqcoe2G213000.2.p, Aqcoe2G213000.1.p	Ds_00013688-RA
OG0001628	Aqcoe5G293400.1.p	Ds_00003941-RA
OG0001629	Aqcoe5G465600.1.p	Ds_00012601-RA
OG0001629	Aqcoe2G150500.1.p	Ds_00015484-RA, Ds_00009274-RA
OG0001630	Aqcoe5G034500.1.p	Ds_00003206-RA
OG0001631	Aqcoe2G189400.1.p	Ds_00015588-RA
OG0001631	Aqcoe2G201000.1.p, Aqcoe6G264300.1.p, Aqcoe3G240300.1.p	Ds_00016951-RA
OG0001632	Aqcoe2G145200.2.p, Aqcoe2G145200.1.p	Ds_00012235-RA, Ds_00005967-RA
OG0001633	Aqcoe6G134000.1.p	Ds_00002515-RA
OG0001633	Aqcoe5G145500.1.p	Ds_00006763-RA
OG0001634	Aqcoe1G498300.2.p, Aqcoe1G498300.1.p	Ds_00006825-RA
OG0001635	Aqcoe6G028700.1.p, Aqcoe6G157400.1.p, Aqcoe6G028500.1.p, Aqcoe6G028600.1.p, Aqcoe6G028800.1.p	Ds_00003354-RA
OG0001636	Aqcoe6G181300.1.p	Ds_00015549-RA
OG0001637	Aqcoe6G197400.1.p	Ds_00012992-RA
OG0001638	Aqcoe6G020500.1.p	Ds_00001942-RA
OG0001640	Aqcoe7G150700.4.p, Aqcoe7G150700.3.p, Aqcoe7G150700.1.p, Aqcoe7G150700.2.p, Aqcoe6G315200.2.p, Aqcoe6G315200.1.p	Ds_00002489-RA
OG0001641	Aqcoe1G234800.1.p	Ds_00001727-RA
OG0001642	Aqcoe6G084800.1.p	Ds_00005020-RA, Ds_00013566-RA, Ds_00005019-RA
OG0001643	Aqcoe3G007000.4.p	Ds_00011355-RA
OG0001643	Aqcoe6G277900.1.p	Ds_00009396-RA, Ds_00001489-RA
OG0001644	Aqcoe7G187700.1.p, Aqcoe6G282900.1.p, Aqcoe6G282900.2.p	Ds_00009863-RA
OG0001646	Aqcoe5G061500.1.p, Aqcoe0153s0002.1.p, Aqcoe0153s0002.2.p, Aqcoe0084s0002.1.p, Aqcoe0153s0002.4.p, Aqcoe4G039800.2.p, Aqcoe0153s0002.3.p, Aqcoe4G039800.1.p	Ds_00013610-RA
OG0001647	Aqcoe7G001200.1.p	Ds_00012529-RA
OG0001647	Aqcoe4G008700.1.p	Ds_00009501-RA
OG0001648	Aqcoe1G339100.1.p, Aqcoe5G001400.1.p	Ds_00001720-RA, Ds_00001719-RA, Ds_00011780-RA
OG0001649	Aqcoe1740s0001.1.p, Aqcoe4G160100.1.p, Aqcoe4G160800.2.p, Aqcoe4G160800.1.p, Aqcoe5G469600.2.p, Aqcoe5G469600.1.p	Ds_00006013-RA
OG0001650	Aqcoe4G246600.1.p, Aqcoe4G246800.1.p, Aqcoe1G075400.1.p	Ds_00006467-RA, Ds_00007765-RA, Ds_00007766-RA, Ds_00012275-RA, Ds_00009540-RA, Ds_00009539-RA
OG0001651	Aqcoe4G304700.2.p, Aqcoe4G304700.1.p	Ds_00004429-RA, Ds_00014084-RA, Ds_00014083-RA
OG0001652	Aqcoe4G276200.1.p	Ds_00004445-RA
OG0001652	Aqcoe1G392000.1.p, Aqcoe1G392000.2.p	Ds_00009548-RA
OG0001653	Aqcoe4G228800.2.p, Aqcoe4G228800.1.p	Ds_00009595-RA
OG0001654	Aqcoe1G500900.1.p	Ds_00006832-RA, Ds_00014302-RA
OG0001655	Aqcoe7G044200.1.p	Ds_00002104-RA, Ds_00003576-RA, Ds_00004609-RA
OG0001656	Aqcoe7G105700.2.p, Aqcoe7G105700.5.p, Aqcoe7G105700.4.p, Aqcoe7G105700.3.p, Aqcoe7G105700.10.p, Aqcoe7G105700.9.p, Aqcoe7G105700.12.p, Aqcoe7G105700.11.p, Aqcoe7G105700.6.p, Aqcoe7G105700.7.p, Aqcoe7G105700.8.p, Aqcoe7G105700.1.p	Ds_00016984-RA
OG0001657	Aqcoe7G036500.1.p, Aqcoe7G036700.1.p, Aqcoe7G036700.2.p, Aqcoe7G036800.1.p, Aqcoe7G036800.2.p	Ds_00007310-RA, Ds_00007730-RA
OG0001658	Aqcoe7G315000.1.p	Ds_00002466-RA, Ds_00010395-RA, Ds_00014235-RA, Ds_00004205-RA
OG0001659	Aqcoe7G070700.2.p, Aqcoe7G070700.1.p	Ds_00006356-RA, Ds_00009904-RA
OG0001660	Aqcoe7G258500.1.p, Aqcoe7G314900.1.p	Ds_00014996-RA, Ds_00007184-RA
OG0001661	Aqcoe7G362900.2.p, Aqcoe7G362900.1.p	Ds_00004208-RA
OG0001662	Aqcoe7G302500.3.p, Aqcoe7G302500.1.p, Aqcoe7G302500.2.p	Ds_00003352-RA
OG0001663	Aqcoe7G118500.1.p	Ds_00000105-RA
OG0001665	Aqcoe7G394600.2.p, Aqcoe7G394600.1.p	Ds_00010453-RA
OG0001666	Aqcoe7G033900.10.p, Aqcoe7G033900.11.p, Aqcoe7G033900.8.p, Aqcoe7G033900.1.p, Aqcoe7G033900.7.p, Aqcoe7G033900.4.p, Aqcoe7G033900.3.p, Aqcoe7G033900.12.p, Aqcoe7G033900.9.p, Aqcoe7G033900.13.p, Aqcoe7G033900.5.p, Aqcoe7G033900.6.p, Aqcoe7G033900.2.p, Aqcoe7G033900.14.p	Ds_00016408-RA
OG0001667	Aqcoe7G032500.1.p, Aqcoe7G032500.2.p, Aqcoe7G032700.1.p	Ds_00004578-RA
OG0001668	Aqcoe7G109500.1.p, Aqcoe7G109500.2.p	Ds_00013306-RA
OG0001669	Aqcoe5G093900.1.p, Aqcoe5G093900.2.p, Aqcoe5G093900.3.p	Ds_00005081-RA
OG0001669	Aqcoe7G432900.1.p, Aqcoe7G432900.2.p	Ds_00000476-RA
OG0001670	Aqcoe1G137400.1.p, Aqcoe1G137400.2.p	Ds_00008772-RA
OG0001671	Aqcoe1G257800.1.p	Ds_00011539-RA, Ds_00011540-RA
OG0001672	Aqcoe1G199000.3.p, Aqcoe1G199000.2.p, Aqcoe1G199000.1.p	Ds_00005225-RA
OG0001673	Aqcoe1G029200.1.p, Aqcoe1G029200.2.p	Ds_00003908-RA
OG0001674	Aqcoe1G048900.1.p	Ds_00005759-RA, Ds_00012670-RA, Ds_00009377-RA
OG0001675	Aqcoe1G081400.1.p	Ds_00007046-RA, Ds_00014328-RA, Ds_00015965-RA
OG0001676	Aqcoe3G265600.1.p, Aqcoe1G354700.1.p	Ds_00002807-RA
OG0001677	Aqcoe1G185600.1.p, Aqcoe1G185600.2.p	Ds_00009502-RA
OG0001678	Aqcoe1G178600.8.p, Aqcoe1G178600.3.p, Aqcoe1G178600.2.p, Aqcoe1G178600.5.p, Aqcoe1G178600.9.p, Aqcoe1G178600.6.p, Aqcoe1G178600.1.p, Aqcoe1G178600.10.p, Aqcoe1G178600.7.p, Aqcoe1G178600.4.p	Ds_00004279-RA
OG0001679	Aqcoe1G149200.1.p	Ds_00014878-RA
OG0001680	Aqcoe1G204700.3.p, Aqcoe1G204700.2.p, Aqcoe1G204700.5.p, Aqcoe1G204700.4.p, Aqcoe1G204700.1.p, Aqcoe1G204700.6.p	Ds_00015156-RA
OG0001681	Aqcoe5G278500.2.p, Aqcoe5G278500.1.p	Ds_00005442-RA, Ds_00002929-RA
OG0001682	Aqcoe5G204900.1.p	Ds_00007889-RA
OG0001684	Aqcoe5G301000.2.p, Aqcoe5G301000.4.p, Aqcoe5G301000.1.p, Aqcoe5G301000.3.p	Ds_00001965-RA
OG0001685	Aqcoe5G009000.1.p	Ds_00013256-RA, Ds_00001003-RA, Ds_00006550-RA
OG0001686	Aqcoe5G036900.1.p	Ds_00003176-RA, Ds_00014104-RA
OG0001687	Aqcoe5G195700.1.p, Aqcoe5G195700.2.p	Ds_00009785-RA, Ds_00009786-RA
OG0001688	Aqcoe5G148100.1.p	Ds_00001095-RA
OG0001689	Aqcoe3G292100.1.p	Ds_00008943-RA
OG0001689	Aqcoe5G062300.1.p	Ds_00004699-RA
OG0001690	Aqcoe5G279300.2.p, Aqcoe5G279300.1.p	Ds_00014199-RA
OG0001691	Aqcoe5G006000.2.p, Aqcoe5G006000.1.p	Ds_00006552-RA
OG0001692	Aqcoe5G319800.1.p, Aqcoe5G083800.1.p	Ds_00003661-RA
OG0001693	Aqcoe5G383000.1.p	Ds_00003686-RA
OG0001694	Aqcoe3G360100.1.p, Aqcoe3G360100.3.p, Aqcoe3G360100.2.p	Ds_00005332-RA
OG0001695	Aqcoe3G005300.2.p, Aqcoe3G005300.1.p, Aqcoe3G005200.1.p	Ds_00009850-RA, Ds_00007974-RA, Ds_00007973-RA
OG0001696	Aqcoe3G344900.1.p	Ds_00017308-RA, Ds_00016694-RA, Ds_00005343-RA
OG0001697	Aqcoe3G192700.1.p	Ds_00017399-RA
OG0001698	Aqcoe3G167400.1.p	Ds_00017594-RA, Ds_00002958-RA
OG0001699	Aqcoe3G437000.2.p, Aqcoe3G437000.1.p	Ds_00004171-RA
OG0001700	Aqcoe3G360500.1.p	Ds_00005329-RA, Ds_00017052-RA
OG0001701	Aqcoe3G175400.1.p	Ds_00001502-RA
OG0001702	Aqcoe3G072000.1.p, Aqcoe3G383100.1.p	Ds_00007438-RA, Ds_00014229-RA
OG0001703	Aqcoe3G034000.1.p	Ds_00006714-RA, Ds_00000169-RA
OG0001717	Aqcoe2G359700.1.p, Aqcoe2G364400.1.p, Aqcoe2G077900.1.p, Aqcoe1G376100.1.p, Aqcoe2G179000.1.p	Ds_00008556-RA
OG0001717	Aqcoe5G251500.1.p	Ds_00013403-RA, Ds_00011254-RA
OG0001718	Aqcoe2G258800.1.p	Ds_00016652-RA, Ds_00003696-RA
OG0001719	Aqcoe1G435900.1.p, Aqcoe2G113300.1.p	Ds_00011464-RA, Ds_00009661-RA
OG0001721	Aqcoe6G259100.1.p, Aqcoe6G122600.1.p, Aqcoe7G316900.1.p, Aqcoe2G146700.1.p	Ds_00006735-RA
OG0001723	Aqcoe2G072400.1.p, Aqcoe2G072400.2.p	Ds_00016352-RA
OG0001724	Aqcoe5G066000.2.p, Aqcoe5G066000.1.p, Aqcoe2G322900.1.p	Ds_00000898-RA
OG0001725	Aqcoe1G152200.1.p, Aqcoe2G084600.1.p	Ds_00007392-RA, Ds_00004846-RA
OG0001728	Aqcoe2G292000.2.p, Aqcoe2G292000.1.p	Ds_00012079-RA
OG0001729	Aqcoe2G367100.5.p, Aqcoe2G367100.1.p, Aqcoe2G367100.2.p, Aqcoe2G367100.3.p, Aqcoe2G367100.4.p	Ds_00004624-RA, Ds_00006421-RA
OG0001730	Aqcoe2G362300.2.p, Aqcoe2G362300.1.p	Ds_00006268-RA
OG0001731	Aqcoe1G076000.1.p, Aqcoe2G068500.1.p	Ds_00007042-RA
OG0001732	Aqcoe2G333900.1.p, Aqcoe5G060300.4.p, Aqcoe5G060300.2.p, Aqcoe5G060300.3.p, Aqcoe5G060300.1.p	Ds_00008561-RA
OG0001733	Aqcoe2G207400.3.p, Aqcoe2G207400.1.p, Aqcoe2G207400.4.p, Aqcoe2G207400.2.p	Ds_00005842-RA
OG0001734	Aqcoe2G036900.1.p	Ds_00014957-RA
OG0001735	Aqcoe2G103700.2.p, Aqcoe2G103700.1.p, Aqcoe1G083400.1.p	Ds_00005818-RA, Ds_00008250-RA
OG0001736	Aqcoe1G154900.2.p, Aqcoe1G154900.1.p	Ds_00015639-RA
OG0001736	Aqcoe1G488300.1.p	Ds_00004109-RA
OG0001737	Aqcoe2G427900.25.p, Aqcoe2G427900.2.p, Aqcoe2G427900.24.p, Aqcoe2G427900.1.p, Aqcoe2G427900.4.p, Aqcoe2G427900.3.p, Aqcoe2G427900.16.p, Aqcoe2G427900.15.p, Aqcoe2G427900.11.p, Aqcoe2G427900.12.p, Aqcoe2G427900.7.p, Aqcoe2G427900.8.p, Aqcoe2G427900.22.p, Aqcoe2G427900.23.p, Aqcoe2G427900.21.p, Aqcoe2G427900.6.p, Aqcoe2G427900.20.p, Aqcoe2G427900.5.p, Aqcoe2G427900.19.p, Aqcoe2G427900.18.p, Aqcoe2G427900.17.p, Aqcoe2G427900.14.p, Aqcoe2G427900.13.p, Aqcoe2G427900.9.p, Aqcoe2G427900.10.p	Ds_00016841-RA, Ds_00012614-RA
OG0001738	Aqcoe2G390600.1.p	Ds_00007142-RA
OG0001738	Aqcoe5G004700.1.p	Ds_00005538-RA
OG0001739	Aqcoe5G090200.1.p	Ds_00014973-RA
OG0001739	Aqcoe2G291000.1.p, Aqcoe2G291000.2.p	Ds_00003667-RA
OG0001740	Aqcoe2G056400.1.p, Aqcoe3G092800.1.p, Aqcoe4G045300.1.p, Aqcoe7G381200.1.p	Ds_00000654-RA, Ds_00007239-RA
