Orthogroup	A_coerulea.proteins	B_vulgaris.proteins
OG0001419	Aqcoe4G243000.1.p, Aqcoe5G057100.1.p, Aqcoe2G342500.2.p, Aqcoe2G342500.1.p, Aqcoe2G342400.1.p, Aqcoe2G342300.1.p, Aqcoe2G342100.1.p, Aqcoe7G138000.1.p, Aqcoe7G137900.1.p, Aqcoe6G196200.1.p, Aqcoe7G146600.1.p, Aqcoe4G266100.1.p, Aqcoe4G266600.1.p, Aqcoe4G266300.1.p, Aqcoe4G314500.1.p, Aqcoe4G314800.1.p	Bevul.7G043300.2.p, Bevul.7G043300.1.p
OG0001420	Aqcoe1G110200.1.p, Aqcoe2G155400.1.p, Aqcoe2G156300.1.p, Aqcoe2G156300.2.p, Aqcoe6G304700.1.p, Aqcoe5G222400.1.p, Aqcoe2G155200.1.p, Aqcoe2G154200.1.p, Aqcoe2G154200.3.p, Aqcoe2G154200.2.p	Bevul.2G231300.2.p, Bevul.2G231300.1.p, Bevul.2G231600.1.p, Bevul.2G231500.2.p, Bevul.2G231500.1.p, Bevul.2G231500.3.p
OG0001421	Aqcoe7G291200.1.p, Aqcoe1G368800.1.p, Aqcoe7G434800.1.p, Aqcoe6G322200.1.p, Aqcoe3G094400.1.p, Aqcoe6G272700.1.p, Aqcoe7G237300.1.p, Aqcoe4G193100.1.p, Aqcoe6G256500.1.p, Aqcoe5G272000.1.p, Aqcoe2G116300.1.p, Aqcoe7G047900.1.p, Aqcoe4G106900.1.p, Aqcoe2G073900.1.p, Aqcoe6G033000.1.p, Aqcoe4G208600.1.p, Aqcoe7G326800.1.p, Aqcoe6G211000.1.p, Aqcoe2G136500.1.p, Aqcoe5G286800.1.p, Aqcoe0315s0001.1.p	Bevul.2G147000.1.p
OG0001422	Aqcoe1G104600.3.p, Aqcoe1G104600.4.p, Aqcoe1G104600.2.p, Aqcoe1G104600.1.p, Aqcoe1G104600.5.p, Aqcoe2G226200.1.p	Bevul.2G228800.3.p, Bevul.2G228800.1.p, Bevul.2G228800.2.p, Bevul.7G201800.1.p
OG0001423	Aqcoe2G422500.4.p, Aqcoe2G422500.3.p, Aqcoe2G422500.2.p, Aqcoe2G422500.1.p	Bevul.5G226900.1.p, Bevul.4G211200.1.p
OG0001424	Aqcoe2G432000.1.p	Bevul.3G130700.1.p
OG0001425	Aqcoe5G209400.1.p, Aqcoe5G209800.1.p, Aqcoe4G166900.1.p	Bevul.1G022800.1.p
OG0001425	Aqcoe2G009100.1.p, Aqcoe1G004300.1.p	Bevul.4G245200.1.p
OG0001426	Aqcoe2G088200.1.p	Bevul.7G187200.1.p, Bevul.2G244800.1.p
OG0001427	Aqcoe1G220600.1.p, Aqcoe1G220900.2.p, Aqcoe2G132400.2.p, Aqcoe2G132400.1.p, Aqcoe1G220900.1.p, Aqcoe3G288600.1.p	Bevul.9G095700.1.p
OG0001428	Aqcoe4G107500.1.p, Aqcoe4G107600.1.p	Bevul.7G075000.1.p
OG0001428	Aqcoe2G331600.1.p	Bevul.3G133600.1.p
OG0001431	Aqcoe2G104100.2.p, Aqcoe2G104100.1.p	Bevul.7G195200.1.p
OG0001432	Aqcoe2G021100.1.p	Bevul.2G190300.1.p
OG0001432	Aqcoe5G448100.1.p	Bevul.3G193700.1.p
OG0001433	Aqcoe1G191200.1.p, Aqcoe1G190700.1.p	Bevul.4G191100.1.p
OG0001433	Aqcoe2G266000.1.p	Bevul.4G168600.1.p
OG0001434	Aqcoe7G012900.2.p, Aqcoe7G012900.1.p	Bevul.3G114500.1.p
OG0001435	Aqcoe1G125800.1.p	Bevul.5G134700.1.p
OG0001437	Aqcoe2G327500.1.p, Aqcoe2G327500.2.p	Bevul.2G104300.9.p, Bevul.2G104300.10.p, Bevul.2G104300.1.p, Bevul.2G104300.2.p, Bevul.2G104300.3.p, Bevul.2G104300.5.p, Bevul.2G104300.4.p, Bevul.2G104300.7.p, Bevul.2G104300.6.p, Bevul.2G104300.11.p, Bevul.2G104300.8.p
OG0001438	Aqcoe2G422800.1.p	Bevul.5G132300.1.p
OG0001438	Aqcoe7G223800.1.p	Bevul.4G211400.1.p
OG0001439	Aqcoe7G390800.1.p, Aqcoe6G171700.1.p, Aqcoe7G275400.1.p	Bevul.8G178800.1.p
OG0001439	Aqcoe5G037700.1.p	Bevul.4G132000.1.p
OG0001440	Aqcoe4G295400.1.p	Bevul.2G136800.1.p
OG0001441	Aqcoe6G087800.2.p, Aqcoe6G087800.1.p	Bevul.6G069800.1.p, Bevul.1G099300.1.p
OG0001442	Aqcoe5G197300.1.p	Bevul.6G087400.1.p
OG0001443	Aqcoe6G066900.1.p, Aqcoe6G066900.2.p	Bevul.1G019600.1.p
OG0001444	Aqcoe6G141300.1.p, Aqcoe6G141400.3.p, Aqcoe6G141400.2.p	Bevul.9G128900.1.p, Bevul.9G129800.1.p, Bevul.9G129000.1.p, Bevul.9G129100.1.p
OG0001445	Aqcoe0017s0002.1.p	Bevul.2G032000.1.p
OG0001446	Aqcoe4G302300.2.p, Aqcoe4G302300.1.p, Aqcoe1G378700.1.p	Bevul.9G067300.1.p
OG0001447	Aqcoe4G205100.1.p, Aqcoe4G205000.1.p	Bevul.9G004000.1.p
OG0001447	Aqcoe1G293900.1.p	Bevul.1G162900.1.p, Bevul.8G051400.1.p
OG0001448	Aqcoe4G261300.1.p, Aqcoe4G261100.1.p	Bevul.4G051100.1.p, Bevul.8G010500.1.p
OG0001449	Aqcoe1G443500.1.p, Aqcoe4G194200.1.p, Aqcoe5G232500.1.p	Bevul.9G168100.1.p
OG0001450	Aqcoe4G043800.1.p	Bevul.4G075500.1.p, Bevul.8G004900.1.p, Bevul.9G091700.3.p, Bevul.9G091700.1.p, Bevul.9G091700.2.p
OG0001451	Aqcoe5G297600.1.p, Aqcoe5G297600.11.p, Aqcoe5G297600.7.p, Aqcoe5G297600.6.p, Aqcoe5G297600.9.p, Aqcoe5G297600.5.p, Aqcoe5G297600.4.p, Aqcoe5G297600.2.p, Aqcoe5G297600.8.p, Aqcoe5G297600.12.p, Aqcoe5G297600.10.p, Aqcoe5G297600.3.p, Aqcoe0335s0001.2.p, Aqcoe0009s0001.1.p, Aqcoe4G306100.1.p, Aqcoe0335s0001.1.p, Aqcoe0335s0001.3.p, Aqcoe0335s0001.4.p	Bevul.3G128900.1.p
OG0001452	Aqcoe4G263700.1.p, Aqcoe4G263700.2.p	Bevul.4G049800.1.p, Bevul.4G075200.1.p, Bevul.8G009600.1.p
OG0001453	Aqcoe1G374600.3.p, Aqcoe1G374600.1.p, Aqcoe1G374600.2.p, Aqcoe4G310900.1.p	Bevul.4G009000.1.p
OG0001454	Aqcoe1G260600.1.p, Aqcoe4G096300.1.p	Bevul.4G063800.1.p, Bevul.8G025300.1.p
OG0001455	Aqcoe4G285100.2.p, Aqcoe4G285100.1.p	Bevul.9G025000.4.p, Bevul.9G025000.2.p, Bevul.9G025000.3.p, Bevul.9G025000.1.p, Bevul.4G018000.1.p
OG0001456	Aqcoe7G046200.1.p	Bevul.3G076800.1.p, Bevul.1G120300.1.p, Bevul.5G035300.1.p
OG0001457	Aqcoe1G384600.1.p, Aqcoe1G384600.2.p, Aqcoe7G312300.1.p	Bevul.8G061400.1.p, Bevul.4G049300.1.p
OG0001458	Aqcoe7G145000.3.p, Aqcoe7G145000.5.p, Aqcoe7G145000.1.p, Aqcoe7G145000.2.p, Aqcoe7G145000.4.p	Bevul.8G205000.1.p
OG0001459	Aqcoe7G386900.1.p	Bevul.2G180200.1.p, Bevul.2G180200.4.p, Bevul.2G180200.6.p, Bevul.2G180200.5.p, Bevul.2G180200.3.p, Bevul.2G180200.2.p
OG0001460	Aqcoe7G002500.1.p, Aqcoe7G002500.2.p	Bevul.5G061700.1.p
OG0001460	Aqcoe5G462100.1.p	Bevul.3G030900.1.p
OG0001461	Aqcoe7G030800.3.p, Aqcoe7G030800.1.p, Aqcoe7G030800.2.p	Bevul.6G086200.1.p, Bevul.1G178400.1.p
OG0001462	Aqcoe7G020000.1.p	Bevul.3G047000.1.p, Bevul.5G024000.1.p
OG0001463	Aqcoe7G052200.1.p	Bevul.1G122900.1.p, Bevul.5G037100.1.p, Bevul.5G202600.1.p
OG0001464	Aqcoe7G143500.1.p	Bevul.5G184500.1.p
OG0001464	Aqcoe3G350500.1.p	Bevul.6G230300.1.p
OG0001465	Aqcoe3G248500.1.p, Aqcoe3G248500.4.p, Aqcoe3G248500.3.p, Aqcoe3G248500.2.p	Bevul.5G079100.1.p
OG0001465	Aqcoe7G095100.1.p	Bevul.1G146800.1.p
OG0001466	Aqcoe1G456300.1.p	Bevul.7G033200.1.p
OG0001466	Aqcoe7G048900.1.p, Aqcoe5G426200.1.p	Bevul.5G035900.1.p
OG0001467	Aqcoe7G047200.2.p, Aqcoe7G047200.1.p	Bevul.1G120600.1.p
OG0001468	Aqcoe1G446400.1.p	Bevul.7G227800.1.p, Bevul.4G104600.1.p
OG0001469	Aqcoe1G390700.3.p, Aqcoe1G390700.1.p, Aqcoe1G390700.2.p	Bevul.4G012000.1.p
OG0001470	Aqcoe1G450000.1.p	Bevul.7G030500.1.p
OG0001471	Aqcoe1G186800.1.p	Bevul.8G027400.1.p, Bevul.8G027500.1.p, Bevul.3G216300.1.p
OG0001472	Aqcoe1G205500.1.p, Aqcoe1G201900.1.p	Bevul.4G087100.1.p, Bevul.4G088600.1.p, Bevul.8G082500.1.p
OG0001473	Aqcoe1G140400.1.p	Bevul.1G062200.1.p
OG0001474	Aqcoe5G129900.1.p	Bevul.2G229100.1.p
OG0001475	Aqcoe5G030100.1.p	Bevul.4G130800.1.p
OG0001475	Aqcoe1G487300.2.p, Aqcoe1G487300.1.p	Bevul.9G141200.1.p
OG0001476	Aqcoe1G142900.4.p, Aqcoe1G142900.1.p, Aqcoe1G142900.3.p, Aqcoe1G142900.2.p	Bevul.7G006100.2.p, Bevul.7G006100.1.p
OG0001477	Aqcoe1G166400.1.p	Bevul.2G139500.3.p, Bevul.2G139500.1.p, Bevul.2G139500.2.p
OG0001478	Aqcoe1G472300.1.p	Bevul.7G212400.1.p, Bevul.2G104700.1.p
OG0001479	Aqcoe1G278800.1.p	Bevul.8G057000.1.p
OG0001480	Aqcoe1G048500.3.p, Aqcoe1G048500.2.p, Aqcoe1G048500.1.p	Bevul.3G211700.1.p, Bevul.4G220600.1.p
OG0001481	Aqcoe1G017400.1.p	Bevul.3G184100.1.p
OG0001482	Aqcoe5G239300.1.p	Bevul.7G086000.2.p, Bevul.7G086000.6.p, Bevul.7G086000.5.p, Bevul.7G086000.7.p, Bevul.7G086000.10.p, Bevul.7G086000.11.p, Bevul.7G086000.3.p, Bevul.7G086000.8.p, Bevul.7G086000.1.p, Bevul.7G086000.4.p, Bevul.7G086000.9.p
OG0001483	Aqcoe3G119700.1.p, Aqcoe3G119700.2.p, Aqcoe1G199200.1.p	Bevul.7G118900.1.p
OG0001484	Aqcoe1G009000.1.p	Bevul.4G112800.1.p
OG0001485	Aqcoe1G376200.1.p, Aqcoe1G376200.2.p	Bevul.4G001400.1.p
OG0001486	Aqcoe5G396700.2.p, Aqcoe5G396700.1.p, Aqcoe5G396500.1.p	Bevul.6G176500.1.p, Bevul.6G176100.1.p
OG0001487	Aqcoe5G439600.1.p	Bevul.1G184600.1.p, Bevul.2G143800.1.p
OG0001488	Aqcoe5G438100.1.p, Aqcoe5G438100.2.p	Bevul.9G071600.1.p, Bevul.9G083900.1.p, Bevul.3G113000.1.p
OG0001489	Aqcoe5G379600.2.p, Aqcoe5G379600.1.p	Bevul.6G168900.1.p
OG0001490	Aqcoe5G299900.1.p	Bevul.1G204500.1.p, Bevul.4G125700.1.p, Bevul.1G204700.1.p
OG0001491	Aqcoe5G414000.1.p, Aqcoe5G413800.1.p	Bevul.3G049500.1.p, Bevul.3G048000.1.p, Bevul.3G047900.1.p, Bevul.3G047800.1.p, Bevul.3G058300.1.p
OG0001492	Aqcoe5G470700.1.p	Bevul.1G199400.1.p, Bevul.3G028200.1.p
OG0001493	Aqcoe5G135300.1.p	Bevul.3G060600.1.p, Bevul.4G166000.1.p
OG0001494	Aqcoe5G359600.1.p, Aqcoe3G194600.1.p	Bevul.5G153500.1.p, Bevul.5G153500.2.p, Bevul.6G208900.1.p
OG0001495	Aqcoe3G310200.1.p, Aqcoe3G310400.1.p, Aqcoe3G310500.1.p	Bevul.6G185000.1.p, Bevul.6G184800.1.p
OG0001496	Aqcoe3G352300.2.p, Aqcoe3G352300.1.p	Bevul.2G033700.1.p, Bevul.2G075100.1.p, Bevul.2G075100.2.p, Bevul.2G075100.3.p, Bevul.2G075100.5.p, Bevul.2G075100.6.p, Bevul.2G075100.4.p, Bevul.2G075100.7.p, Bevul.2G075100.8.p, Bevul.2G075100.9.p, Bevul.2G075100.10.p
OG0001497	Aqcoe3G289000.3.p, Aqcoe3G289000.2.p, Aqcoe3G289000.4.p, Aqcoe3G289000.1.p, Aqcoe3G289000.5.p, Aqcoe3G289000.6.p, Aqcoe3G289000.7.p, Aqcoe3G289000.8.p	Bevul.5G213300.1.p
OG0001498	Aqcoe3G294700.2.p, Aqcoe3G294700.1.p	Bevul.5G210400.1.p, Bevul.3G154900.1.p
OG0001499	Aqcoe3G118500.1.p	Bevul.5G211200.1.p, Bevul.5G211000.1.p, Bevul.5G211100.1.p, Bevul.5G210700.1.p, Bevul.5G211400.1.p, Bevul.8G025600.1.p, Bevul.8G025500.1.p, Bevul.8G025700.1.p, Bevul.8G025800.1.p
OG0001500	Aqcoe3G068100.1.p, Aqcoe3G068100.2.p	Bevul.2G199100.2.p, Bevul.2G199100.1.p, Bevul.6G108700.1.p
OG0001501	Aqcoe3G126400.2.p, Aqcoe3G126400.1.p	Bevul.3G127400.1.p, Bevul.6G187700.1.p
OG0001513	Aqcoe2G051400.3.p, Aqcoe2G051400.2.p, Aqcoe2G051400.1.p, Aqcoe2G049500.1.p, Aqcoe3G431400.1.p	Bevul.2G041400.2.p, Bevul.2G041400.1.p, Bevul.2G041400.4.p, Bevul.2G041400.3.p, Bevul.2G021300.1.p
OG0001514	Aqcoe2G242700.1.p, Aqcoe2G242500.1.p, Aqcoe0444s0001.1.p, Aqcoe2G242600.1.p, Aqcoe5G287400.1.p, Aqcoe2G242300.1.p, Aqcoe5G152800.1.p, Aqcoe1G495000.1.p	Bevul.4G199600.1.p, Bevul.1G151100.1.p
OG0001515	Aqcoe2G164000.1.p	Bevul.8G089600.1.p
OG0001515	Aqcoe7G231200.1.p, Aqcoe2G188900.1.p	Bevul.7G083100.1.p, Bevul.6G075000.1.p
OG0001516	Aqcoe1G164200.1.p	Bevul.6G166600.1.p
OG0001516	Aqcoe1G137100.1.p, Aqcoe2G143400.1.p	Bevul.9G046800.1.p
OG0001517	Aqcoe5G029600.1.p, Aqcoe2G370000.1.p	Bevul.3G097700.1.p
OG0001518	Aqcoe2G092600.1.p, Aqcoe2G092600.2.p, Aqcoe1G419000.2.p, Aqcoe1G419000.1.p	Bevul.2G243500.1.p
OG0001519	Aqcoe2G218600.8.p, Aqcoe2G218600.4.p, Aqcoe2G218600.6.p, Aqcoe2G218600.3.p, Aqcoe2G218600.2.p, Aqcoe2G218600.5.p, Aqcoe2G218600.7.p, Aqcoe2G218600.1.p, Aqcoe1G152400.3.p	Bevul.2G248200.4.p, Bevul.2G248200.2.p, Bevul.2G248200.3.p, Bevul.2G248200.1.p, Bevul.2G248200.5.p
OG0001520	Aqcoe6G241400.1.p, Aqcoe6G241100.1.p, Aqcoe6G241100.2.p, Aqcoe6G241100.3.p, Aqcoe6G241100.4.p, Aqcoe2G088500.1.p, Aqcoe1G089600.1.p	Bevul.5G033100.1.p, Bevul.2G043500.1.p
OG0001521	Aqcoe5G079900.1.p, Aqcoe5G079900.2.p	Bevul.3G154300.1.p
OG0001521	Aqcoe2G307600.2.p, Aqcoe2G307600.1.p	Bevul.7G090300.2.p, Bevul.7G090300.1.p
OG0001522	Aqcoe6G263900.1.p	Bevul.5G128900.1.p, Bevul.9G098900.1.p
OG0001522	Aqcoe2G195400.1.p, Aqcoe7G225800.1.p, Aqcoe7G227900.1.p	Bevul.8G085000.1.p, Bevul.7G082300.1.p
OG0001523	Aqcoe2G005500.1.p	Bevul.4G243500.1.p
OG0001523	Aqcoe3G129500.1.p	Bevul.7G144300.1.p
OG0001524	Aqcoe1G096400.1.p, Aqcoe1G097100.1.p	Bevul.2G187000.1.p
OG0001525	Aqcoe2G016100.2.p, Aqcoe2G016100.1.p	Bevul.3G195900.1.p
OG0001526	Aqcoe1G206200.1.p, Aqcoe2G410000.3.p, Aqcoe2G410000.4.p, Aqcoe2G410000.2.p, Aqcoe2G410000.1.p	Bevul.2G068100.1.p, Bevul.2G068200.1.p, Bevul.8G152000.1.p
OG0001527	Aqcoe1G441400.1.p, Aqcoe2G119800.1.p, Aqcoe3G161200.1.p	Bevul.7G024100.1.p
OG0001528	Aqcoe2G005400.3.p	Bevul.4G243400.1.p
OG0001529	Aqcoe2G350600.1.p, Aqcoe2G350600.2.p, Aqcoe2G350600.3.p	Bevul.3G146000.1.p
OG0001530	Aqcoe1G014200.1.p, Aqcoe1G494800.1.p	Bevul.5G234800.1.p
OG0001530	Aqcoe1G014300.1.p	Bevul.3G064900.1.p
OG0001530	Aqcoe2G431100.1.p	Bevul.4G213700.1.p
OG0001531	Aqcoe2G007200.2.p, Aqcoe2G007200.1.p, Aqcoe2G007200.3.p	Bevul.9G061300.3.p, Bevul.9G061300.1.p, Bevul.9G061300.2.p
OG0001532	Aqcoe2G130200.2.p, Aqcoe2G130200.1.p, Aqcoe1G453300.1.p	Bevul.7G032100.2.p, Bevul.7G032100.1.p, Bevul.7G032000.3.p, Bevul.7G032000.5.p, Bevul.7G032000.4.p, Bevul.7G032000.6.p, Bevul.7G032000.2.p, Bevul.7G032000.1.p
OG0001533	Aqcoe2G270600.1.p	Bevul.3G059200.1.p
OG0001534	Aqcoe2G050400.1.p, Aqcoe2G050400.2.p	Bevul.4G248400.1.p, Bevul.3G176000.1.p
OG0001535	Aqcoe2G085200.1.p	Bevul.2G247400.1.p, Bevul.7G219900.1.p
OG0001537	Aqcoe2G233300.1.p	Bevul.2G225100.1.p, Bevul.2G225200.1.p, Bevul.2G220900.1.p, Bevul.2G220900.3.p, Bevul.2G220900.2.p, Bevul.2G225300.1.p
OG0001538	Aqcoe2G246600.1.p, Aqcoe5G095500.1.p, Aqcoe6G318000.1.p	Bevul.6G017100.1.p, Bevul.1G011600.1.p
OG0001539	Aqcoe2G161900.4.p, Aqcoe2G161900.1.p, Aqcoe2G161900.2.p, Aqcoe2G161900.3.p, Aqcoe5G335100.1.p, Aqcoe4G144800.1.p	Bevul.1G084100.1.p
OG0001540	Aqcoe2G020700.1.p, Aqcoe2G020700.3.p, Aqcoe2G020700.4.p, Aqcoe2G020700.2.p	Bevul.4G001200.1.p, Bevul.3G193600.1.p
OG0001541	Aqcoe2G363000.1.p, Aqcoe6G224300.1.p, Aqcoe3G269100.1.p	Bevul.5G072100.1.p
OG0001542	Aqcoe2G246100.1.p, Aqcoe5G285900.1.p	Bevul.4G174900.1.p
OG0001543	Aqcoe5G127200.1.p	Bevul.9G209000.1.p, Bevul.9G130300.1.p
OG0001543	Aqcoe6G227300.1.p	Bevul.1G032600.1.p
OG0001544	Aqcoe6G083200.1.p	Bevul.6G067900.1.p, Bevul.9G146500.1.p
OG0001545	Aqcoe6G285100.1.p, Aqcoe6G285000.1.p, Aqcoe5G100400.1.p	Bevul.1G006500.1.p, Bevul.1G006600.1.p, Bevul.8G112400.1.p, Bevul.8G112300.1.p
OG0001546	Aqcoe5G159900.1.p	Bevul.9G182200.6.p, Bevul.9G182200.5.p, Bevul.9G182200.3.p, Bevul.9G182200.2.p, Bevul.9G182200.1.p, Bevul.9G182200.4.p
OG0001547	Aqcoe6G098400.1.p	Bevul.9G180600.1.p, Bevul.9G180200.1.p, Bevul.9G180300.1.p
OG0001548	Aqcoe6G160500.1.p, Aqcoe5G314200.1.p	Bevul.1G013300.1.p, Bevul.9G222300.6.p, Bevul.9G222300.2.p, Bevul.9G222300.1.p, Bevul.9G222300.3.p, Bevul.9G222300.4.p, Bevul.9G222300.5.p
OG0001549	Aqcoe6G085700.1.p	Bevul.6G069100.1.p
OG0001549	Aqcoe3G254600.1.p	Bevul.5G081200.1.p
OG0001550	Aqcoe3G225200.5.p, Aqcoe3G225200.15.p, Aqcoe3G225200.18.p, Aqcoe3G225200.20.p, Aqcoe3G225200.19.p, Aqcoe3G225200.2.p, Aqcoe3G225200.4.p, Aqcoe3G225200.1.p, Aqcoe3G225200.9.p, Aqcoe3G225200.7.p, Aqcoe3G225200.8.p, Aqcoe3G225200.13.p, Aqcoe3G225200.11.p, Aqcoe3G225200.17.p, Aqcoe3G225200.16.p, Aqcoe3G225200.14.p, Aqcoe3G225200.10.p, Aqcoe3G225200.6.p, Aqcoe3G225200.12.p, Aqcoe3G225200.3.p, Aqcoe6G009800.5.p, Aqcoe6G009800.8.p, Aqcoe6G009800.2.p, Aqcoe6G009800.3.p, Aqcoe6G009800.7.p, Aqcoe6G009800.1.p, Aqcoe6G009800.4.p, Aqcoe6G009800.6.p	Bevul.1G140300.1.p
OG0001552	Aqcoe6G215500.2.p, Aqcoe6G215500.1.p, Aqcoe6G215500.3.p	Bevul.9G134200.1.p, Bevul.9G134200.2.p, Bevul.9G134200.3.p, Bevul.9G134200.4.p
OG0001553	Aqcoe6G134500.1.p	Bevul.1G120500.1.p, Bevul.1G017500.1.p, Bevul.5G093400.1.p, Bevul.5G093600.1.p, Bevul.5G093800.1.p
OG0001554	Aqcoe6G050000.2.p, Aqcoe6G050000.1.p	Bevul.9G007700.2.p, Bevul.9G007700.1.p
OG0001555	Aqcoe6G113100.14.p, Aqcoe6G113100.2.p, Aqcoe6G113100.8.p, Aqcoe6G113100.1.p, Aqcoe6G113100.9.p, Aqcoe6G113100.3.p, Aqcoe6G113100.12.p, Aqcoe6G113100.7.p, Aqcoe6G113100.19.p, Aqcoe6G113100.20.p, Aqcoe6G113100.18.p, Aqcoe6G113100.16.p, Aqcoe6G113100.17.p, Aqcoe6G113100.15.p, Aqcoe6G113100.10.p, Aqcoe6G113100.4.p, Aqcoe6G113100.5.p, Aqcoe6G113100.11.p, Aqcoe6G113100.6.p, Aqcoe6G113100.13.p	Bevul.7G117000.1.p
OG0001556	Aqcoe7G373100.1.p	Bevul.8G164200.1.p
OG0001556	Aqcoe6G113900.1.p, Aqcoe7G079300.1.p	Bevul.5G006700.1.p
OG0001557	Aqcoe6G187700.1.p, Aqcoe6G187700.3.p, Aqcoe4G068700.2.p, Aqcoe4G068700.1.p, Aqcoe6G187700.2.p, Aqcoe7G291400.1.p	Bevul.4G071100.1.p
OG0001558	Aqcoe3G116900.2.p, Aqcoe3G116900.4.p, Aqcoe3G116900.1.p, Aqcoe3G116900.3.p	Bevul.7G030800.4.p, Bevul.7G030800.12.p, Bevul.7G030800.14.p, Bevul.7G030800.11.p, Bevul.7G030800.7.p, Bevul.7G030800.8.p, Bevul.7G030800.9.p, Bevul.7G030800.10.p, Bevul.7G030800.13.p, Bevul.7G030800.5.p, Bevul.7G030800.6.p, Bevul.7G030800.1.p, Bevul.7G030800.3.p, Bevul.7G030800.2.p
OG0001559	Aqcoe7G387500.1.p, Aqcoe7G387500.4.p, Aqcoe7G387500.3.p, Aqcoe7G387500.2.p	Bevul.8G175700.1.p
OG0001559	Aqcoe6G068000.1.p	Bevul.1G172300.1.p
OG0001560	Aqcoe5G209200.1.p	Bevul.9G143000.1.p
OG0001561	Aqcoe4G205600.2.p, Aqcoe4G205600.1.p, Aqcoe4G205600.3.p	Bevul.1G073300.1.p
OG0001562	Aqcoe5G447400.1.p	Bevul.1G188300.1.p
OG0001562	Aqcoe7G015500.1.p	Bevul.5G020000.1.p
OG0001563	Aqcoe7G006000.1.p	Bevul.3G034500.1.p
OG0001564	Aqcoe7G241300.1.p, Aqcoe7G241300.2.p	Bevul.2G119500.2.p, Bevul.2G119500.1.p
OG0001565	Aqcoe7G365600.1.p	Bevul.5G237900.1.p
OG0001566	Aqcoe7G125300.5.p, Aqcoe7G125300.1.p, Aqcoe7G125300.9.p, Aqcoe7G125300.7.p, Aqcoe7G125300.3.p, Aqcoe7G125300.2.p, Aqcoe7G125300.6.p, Aqcoe7G125300.8.p, Aqcoe7G125300.4.p	Bevul.2G141700.1.p, Bevul.2G141700.5.p, Bevul.2G141700.2.p, Bevul.2G141700.3.p, Bevul.2G141700.4.p
OG0001566	Aqcoe7G425400.1.p	Bevul.8G131200.1.p
OG0001567	Aqcoe5G264200.1.p, Aqcoe5G264200.2.p	Bevul.4G179000.1.p, Bevul.1G087600.1.p
OG0001568	Aqcoe7G030000.2.p, Aqcoe7G030000.1.p	Bevul.7G130800.1.p
OG0001569	Aqcoe7G147100.4.p, Aqcoe7G147100.5.p, Aqcoe7G147100.7.p, Aqcoe7G147100.6.p, Aqcoe7G147100.1.p, Aqcoe7G147100.2.p, Aqcoe7G147100.3.p	Bevul.9G116600.1.p, Bevul.8G202900.1.p
OG0001570	Aqcoe3G246200.3.p, Aqcoe3G246200.2.p, Aqcoe3G246200.4.p, Aqcoe3G246200.1.p, Aqcoe3G246200.5.p, Aqcoe7G083500.1.p, Aqcoe7G083500.2.p, Aqcoe7G083500.3.p	Bevul.1G175200.1.p, Bevul.1G165300.1.p
OG0001571	Aqcoe7G190000.1.p, Aqcoe7G190000.2.p, Aqcoe7G190000.3.p	Bevul.8G190200.1.p
OG0001572	Aqcoe1G075100.1.p	Bevul.7G181700.1.p
OG0001573	Aqcoe7G071700.1.p	Bevul.5G044400.1.p, Bevul.3G086700.1.p, Bevul.1G131600.1.p
OG0001574	Aqcoe1G494900.1.p	Bevul.9G053000.3.p, Bevul.9G053000.2.p, Bevul.9G053000.4.p, Bevul.9G053000.1.p
OG0001575	Aqcoe5G101800.1.p	Bevul.6G013900.1.p
OG0001575	Aqcoe1G058300.1.p	Bevul.3G173800.1.p
OG0001576	Aqcoe1G364400.1.p	Bevul.1G200000.1.p
OG0001576	Aqcoe1G095300.1.p, Aqcoe1G095300.2.p, Aqcoe1G095300.3.p	Bevul.7G198900.1.p
OG0001577	Aqcoe1G484900.1.p	Bevul.9G059700.1.p
OG0001577	Aqcoe5G433800.1.p	Bevul.5G026700.1.p
OG0001578	Aqcoe1G072600.2.p, Aqcoe1G072600.1.p, Aqcoe1G072600.3.p	Bevul.7G182700.1.p
OG0001579	Aqcoe1G166100.1.p	Bevul.8G097700.1.p, Bevul.6G046900.1.p
OG0001580	Aqcoe3G183000.1.p	Bevul.7G043700.2.p, Bevul.7G043700.1.p, Bevul.3G179800.1.p
OG0001582	Aqcoe1G203900.1.p, Aqcoe1G203900.3.p, Aqcoe1G203900.2.p	Bevul.9G038200.1.p, Bevul.9G038200.2.p, Bevul.8G080200.1.p, Bevul.4G173400.1.p
OG0001583	Aqcoe1G073500.3.p, Aqcoe1G073500.4.p, Aqcoe1G073500.1.p, Aqcoe1G073500.2.p	Bevul.5G114000.1.p
OG0001584	Aqcoe1G472000.1.p	Bevul.7G212200.1.p
OG0001585	Aqcoe1G165400.1.p, Aqcoe1G165400.6.p, Aqcoe1G165400.4.p, Aqcoe1G165400.2.p, Aqcoe1G165400.3.p, Aqcoe1G165400.5.p	Bevul.8G130600.1.p
OG0001586	Aqcoe1G439700.1.p	Bevul.7G024800.1.p
OG0001587	Aqcoe5G246700.1.p, Aqcoe5G246600.1.p	Bevul.6G054300.1.p, Bevul.6G054700.1.p, Bevul.6G054400.1.p, Bevul.6G054600.1.p, Bevul.6G054200.1.p, Bevul.6G054800.1.p
