Orthogroup	A_coerulea.proteins	D_muscipula.proteins
OG0002683	Aqcoe1G338200.1.p, Aqcoe7G279100.2.p, Aqcoe7G279100.1.p, Aqcoe2G141800.1.p, Aqcoe1G129100.1.p, Aqcoe2G141900.1.p, Aqcoe3G271500.1.p	Dm_00006204-RA, Dm_00012789-RA, Dm_00015689-RA, Dm_00010215-RA, Dm_00010214-RA, Dm_00016132-RA, Dm_00005669-RA, Dm_00010879-RA, Dm_00010591-RA, Dm_00015306-RA, Dm_00014441-RA, Dm_00020056-RA, Dm_00019946-RA, Dm_00014440-RA
OG0002684	Aqcoe2G071800.1.p	Dm_00008586-RA
OG0002685	Aqcoe5G307100.1.p, Aqcoe5G307100.3.p, Aqcoe5G307100.2.p, Aqcoe5G307100.4.p, Aqcoe6G143100.1.p	Dm_00015289-RA
OG0002686	Aqcoe5G245500.1.p, Aqcoe4G250300.1.p, Aqcoe1G050900.4.p, Aqcoe1G050900.3.p, Aqcoe1G050900.2.p, Aqcoe1G050900.1.p, Aqcoe1G050800.1.p, Aqcoe4G162700.1.p, Aqcoe2G283400.1.p, Aqcoe7G044900.1.p, Aqcoe6G243700.1.p	Dm_00010320-RA
OG0002688	Aqcoe2G423700.1.p, Aqcoe3G128200.1.p	Dm_00015290-RA, Dm_00020095-RA
OG0002689	Aqcoe2G083100.1.p, Aqcoe1G150400.1.p	Dm_00019782-RA
OG0002690	Aqcoe2G049900.1.p	Dm_00012573-RA, Dm_00012574-RA
OG0002691	Aqcoe2G156700.1.p	Dm_00007893-RA
OG0002692	Aqcoe2G346100.1.p	Dm_00001834-RA, Dm_00001835-RA
OG0002693	Aqcoe2G324300.3.p	Dm_00017403-RA, Dm_00005152-RA
OG0002693	Aqcoe2G324300.1.p, Aqcoe2G324300.2.p, Aqcoe5G065000.2.p, Aqcoe5G065000.1.p	Dm_00000566-RA
OG0002694	Aqcoe2G010100.1.p	Dm_00012098-RA, Dm_00006048-RA
OG0002695	Aqcoe4G302500.1.p, Aqcoe2G104200.1.p	Dm_00012358-RA, Dm_00010545-RA
OG0002696	Aqcoe1G098700.1.p, Aqcoe2G232300.1.p	Dm_00018634-RA
OG0002697	Aqcoe2G310300.1.p, Aqcoe1G076400.2.p, Aqcoe1G076400.1.p	Dm_00016539-RA
OG0002698	Aqcoe2G308800.11.p, Aqcoe2G308800.3.p, Aqcoe2G308800.14.p, Aqcoe2G308800.12.p, Aqcoe2G308800.13.p, Aqcoe2G308800.10.p, Aqcoe2G308800.1.p, Aqcoe2G308800.2.p, Aqcoe2G308800.4.p, Aqcoe2G308800.5.p, Aqcoe2G308800.9.p, Aqcoe2G308800.6.p, Aqcoe2G308800.7.p, Aqcoe2G308800.8.p	Dm_00000582-RA
OG0002699	Aqcoe2G133000.1.p	Dm_00017898-RA, Dm_00014581-RA
OG0002700	Aqcoe4G216400.2.p, Aqcoe2G169800.7.p, Aqcoe2G169800.3.p, Aqcoe2G169800.6.p, Aqcoe4G217600.1.p, Aqcoe4G216400.1.p, Aqcoe4G227100.1.p, Aqcoe1G320900.1.p, Aqcoe4G169200.1.p, Aqcoe7G309300.1.p, Aqcoe6G219000.1.p, Aqcoe2G169800.2.p, Aqcoe2G169800.4.p, Aqcoe0418s0001.2.p, Aqcoe0418s0001.1.p, Aqcoe2G169800.1.p, Aqcoe2G169800.5.p, Aqcoe2G315900.2.p, Aqcoe2G315900.1.p, Aqcoe2G315900.3.p	Dm_00003010-RA
OG0002701	Aqcoe2G393000.1.p, Aqcoe5G069500.1.p	Dm_00005151-RA
OG0002701	Aqcoe7G339900.3.p, Aqcoe7G339900.1.p	Dm_00000987-RA
OG0002702	Aqcoe2G423000.1.p, Aqcoe2G423000.2.p	Dm_00006526-RA
OG0002703	Aqcoe5G290800.1.p	Dm_00008436-RA
OG0002704	Aqcoe2G049200.1.p, Aqcoe1G048400.1.p	Dm_00003272-RA, Dm_00004485-RA
OG0002705	Aqcoe2G117200.2.p, Aqcoe2G117200.1.p	Dm_00012897-RA, Dm_00001402-RA
OG0002706	Aqcoe2G150600.1.p	Dm_00013465-RA, Dm_00008013-RA
OG0002706	Aqcoe7G041000.2.p, Aqcoe7G041000.1.p	Dm_00010877-RA
OG0002707	Aqcoe2G291100.1.p	Dm_00021052-RA
OG0002708	Aqcoe2G095300.1.p	Dm_00017998-RA, Dm_00005690-RA
OG0002708	Aqcoe7G180000.1.p	Dm_00020606-RA
OG0002709	Aqcoe2G369600.1.p	Dm_00012703-RA
OG0002709	Aqcoe1G113000.2.p, Aqcoe1G113000.1.p	Dm_00007392-RA
OG0002710	Aqcoe2G225100.1.p	Dm_00009891-RA
OG0002710	Aqcoe7G323900.1.p, Aqcoe7G323900.2.p	Dm_00002683-RA
OG0002711	Aqcoe2G038800.2.p, Aqcoe2G038800.1.p	Dm_00010905-RA, Dm_00007816-RA
OG0002712	Aqcoe2G067900.1.p	Dm_00011448-RA
OG0002713	Aqcoe5G087000.2.p, Aqcoe5G087000.3.p, Aqcoe5G087000.1.p, Aqcoe2G296000.3.p, Aqcoe2G296000.2.p, Aqcoe2G296000.1.p	Dm_00009370-RA
OG0002715	Aqcoe5G046700.1.p, Aqcoe4G266500.1.p, Aqcoe2G137900.1.p, Aqcoe2G137900.2.p, Aqcoe1G449300.1.p	Dm_00000779-RA
OG0002716	Aqcoe6G019200.1.p	Dm_00012817-RA, Dm_00010938-RA
OG0002717	Aqcoe5G176100.1.p, Aqcoe6G244100.1.p	Dm_00003473-RA, Dm_00003438-RA
OG0002718	Aqcoe6G005700.2.p, Aqcoe6G005700.1.p	Dm_00007832-RA
OG0002720	Aqcoe6G258300.1.p, Aqcoe6G258300.2.p	Dm_00020387-RA
OG0002721	Aqcoe7G209700.1.p	Dm_00009580-RA, Dm_00006996-RA, Dm_00012550-RA, Dm_00014991-RA, Dm_00011775-RA, Dm_00011130-RA, Dm_00015429-RA, Dm_00012423-RA, Dm_00017468-RA, Dm_00015493-RA, Dm_00018019-RA, Dm_00019053-RA, Dm_00007143-RA, Dm_00012278-RA, Dm_00018553-RA, Dm_00010900-RA, Dm_00004373-RA, Dm_00008421-RA, Dm_00013102-RA, Dm_00012967-RA, Dm_00019189-RA, Dm_00011774-RA, Dm_00015428-RA, Dm_00019828-RA, Dm_00011843-RA, Dm_00012549-RA, Dm_00014990-RA
OG0002721	Aqcoe3G174900.1.p, Aqcoe6G221700.1.p	Dm_00019030-RA
OG0002722	Aqcoe6G059200.1.p	Dm_00019300-RA
OG0002723	Aqcoe5G179600.1.p	Dm_00005012-RA, Dm_00007917-RA
OG0002723	Aqcoe6G254100.1.p, Aqcoe6G254100.2.p, Aqcoe6G254100.3.p, Aqcoe6G254100.4.p	Dm_00018407-RA
OG0002725	Aqcoe6G151300.1.p	Dm_00002433-RA
OG0002726	Aqcoe6G041100.1.p	Dm_00006775-RA
OG0002726	Aqcoe7G005300.1.p	Dm_00003678-RA
OG0002727	Aqcoe4G180200.1.p, Aqcoe6G155200.1.p, Aqcoe3G421100.1.p, Aqcoe3G421100.2.p, Aqcoe3G375100.1.p, Aqcoe3G375100.2.p, Aqcoe3G375100.3.p, Aqcoe3G375100.4.p	Dm_00003416-RA
OG0002728	Aqcoe6G040800.1.p	Dm_00018882-RA
OG0002729	Aqcoe6G159400.1.p, Aqcoe6G159400.3.p, Aqcoe6G159400.2.p, Aqcoe6G159400.4.p	Dm_00009638-RA
OG0002730	Aqcoe6G010400.1.p	Dm_00001910-RA
OG0002731	Aqcoe6G099700.1.p, Aqcoe6G099700.2.p, Aqcoe6G099800.1.p	Dm_00002751-RA, Dm_00001077-RA, Dm_00002753-RA
OG0002732	Aqcoe6G095900.1.p, Aqcoe6G095900.2.p	Dm_00002764-RA
OG0002733	Aqcoe6G098800.1.p	Dm_00002429-RA, Dm_00004655-RA
OG0002734	Aqcoe5G188900.2.p, Aqcoe5G188900.1.p, Aqcoe6G122000.1.p	Dm_00017752-RA, Dm_00013236-RA
OG0002735	Aqcoe4G251500.2.p, Aqcoe4G251500.1.p, Aqcoe3G266600.1.p	Dm_00018231-RA
OG0002736	Aqcoe1G368400.1.p, Aqcoe4G251700.1.p	Dm_00000820-RA, Dm_00012128-RA
OG0002737	Aqcoe1G337900.1.p	Dm_00013786-RA
OG0002737	Aqcoe4G297100.2.p	Dm_00006877-RA
OG0002739	Aqcoe1G017700.2.p, Aqcoe1G017700.4.p, Aqcoe1G017700.3.p, Aqcoe1G017700.1.p, Aqcoe4G287100.1.p, Aqcoe4G246400.1.p, Aqcoe4G287000.1.p	Dm_00018410-RA
OG0002741	Aqcoe4G128600.1.p	Dm_00001446-RA
OG0002742	Aqcoe4G000900.1.p, Aqcoe4G000900.3.p, Aqcoe4G000900.2.p	Dm_00019591-RA
OG0002743	Aqcoe7G439500.1.p, Aqcoe7G105500.1.p	Dm_00004587-RA, Dm_00011063-RA
OG0002744	Aqcoe7G066300.1.p	Dm_00014332-RA, Dm_00009409-RA, Dm_00008747-RA
OG0002745	Aqcoe7G377000.1.p, Aqcoe7G377000.3.p, Aqcoe7G377000.2.p	Dm_00003789-RA, Dm_00005001-RA
OG0002747	Aqcoe7G046300.4.p, Aqcoe7G046300.3.p, Aqcoe7G046300.1.p, Aqcoe7G046300.2.p	Dm_00015872-RA
OG0002748	Aqcoe7G387600.1.p, Aqcoe7G264800.1.p	Dm_00004824-RA, Dm_00002502-RA, Dm_00000075-RA, Dm_00002925-RA
OG0002749	Aqcoe7G133900.1.p	Dm_00007184-RA, Dm_00016591-RA, Dm_00013250-RA
OG0002750	Aqcoe7G395000.1.p	Dm_00009513-RA, Dm_00003723-RA
OG0002750	Aqcoe7G186100.2.p, Aqcoe7G186100.1.p	Dm_00008612-RA
OG0002751	Aqcoe7G004900.1.p	Dm_00019736-RA, Dm_00019737-RA
OG0002751	Aqcoe1G078600.1.p	Dm_00009054-RA
OG0002752	Aqcoe7G190300.1.p	Dm_00018129-RA, Dm_00003653-RA
OG0002753	Aqcoe7G049900.1.p	Dm_00017763-RA, Dm_00018503-RA
OG0002754	Aqcoe7G164600.1.p	Dm_00017142-RA, Dm_00015936-RA
OG0002755	Aqcoe7G333000.1.p	Dm_00003668-RA, Dm_00004426-RA
OG0002756	Aqcoe7G432200.1.p	Dm_00006189-RA, Dm_00016577-RA
OG0002757	Aqcoe7G132900.1.p, Aqcoe7G132900.2.p	Dm_00013825-RA, Dm_00003973-RA
OG0002758	Aqcoe7G047300.3.p, Aqcoe7G047300.2.p, Aqcoe7G047300.1.p	Dm_00015874-RA, Dm_00010693-RA
OG0002759	Aqcoe7G148800.1.p, Aqcoe7G148800.5.p, Aqcoe7G148800.6.p, Aqcoe7G148800.4.p, Aqcoe7G148800.2.p, Aqcoe7G148800.7.p, Aqcoe7G148800.3.p	Dm_00003054-RA
OG0002760	Aqcoe7G296000.1.p	Dm_00002255-RA, Dm_00011533-RA
OG0002761	Aqcoe1G089000.1.p, Aqcoe7G427900.2.p, Aqcoe7G427900.1.p	Dm_00012332-RA
OG0002762	Aqcoe7G339300.1.p	Dm_00011646-RA
OG0002763	Aqcoe7G043100.6.p, Aqcoe7G043100.4.p, Aqcoe7G043100.7.p, Aqcoe7G043100.1.p, Aqcoe7G043100.5.p, Aqcoe7G043100.2.p, Aqcoe7G043100.3.p, Aqcoe7G043100.8.p	Dm_00010793-RA
OG0002764	Aqcoe7G151100.1.p	Dm_00020002-RA, Dm_00011860-RA, Dm_00002987-RA
OG0002766	Aqcoe7G105000.1.p, Aqcoe5G091500.1.p	Dm_00003999-RA, Dm_00008826-RA
OG0002767	Aqcoe3G421400.2.p, Aqcoe3G421400.1.p, Aqcoe7G392800.1.p	Dm_00005234-RA
OG0002768	Aqcoe7G003200.1.p, Aqcoe7G003200.2.p	Dm_00001826-RA
OG0002769	Aqcoe7G028100.1.p	Dm_00011598-RA, Dm_00014480-RA
OG0002770	Aqcoe7G408200.3.p, Aqcoe7G408200.1.p, Aqcoe7G408200.2.p	Dm_00006986-RA
OG0002771	Aqcoe7G107700.1.p	Dm_00001026-RA, Dm_00008741-RA
OG0002772	Aqcoe7G010900.1.p, Aqcoe7G010900.2.p, Aqcoe7G010900.4.p, Aqcoe7G010900.3.p	Dm_00000460-RA, Dm_00008177-RA
OG0002773	Aqcoe7G101200.1.p, Aqcoe7G101200.2.p	Dm_00015540-RA
OG0002774	Aqcoe3G344400.1.p	Dm_00001986-RA
OG0002774	Aqcoe7G094100.2.p, Aqcoe7G094100.1.p	Dm_00017554-RA
OG0002776	Aqcoe7G099500.2.p, Aqcoe7G099500.1.p	Dm_00016746-RA
OG0002777	Aqcoe7G430600.1.p	Dm_00008975-RA
OG0002778	Aqcoe1G119300.1.p	Dm_00010898-RA
OG0002779	Aqcoe1G468900.1.p	Dm_00009730-RA, Dm_00015160-RA
OG0002780	Aqcoe1G445800.1.p	Dm_00001380-RA
OG0002781	Aqcoe1G068000.3.p, Aqcoe1G068000.1.p, Aqcoe1G068000.2.p	Dm_00014014-RA
OG0002782	Aqcoe1G122900.1.p	Dm_00006124-RA, Dm_00003628-RA
OG0002784	Aqcoe1G391100.1.p, Aqcoe3G178700.1.p	Dm_00003246-RA, Dm_00012415-RA
OG0002785	Aqcoe3G063100.1.p, Aqcoe3G063100.2.p, Aqcoe1G468600.1.p	Dm_00014080-RA, Dm_00014409-RA, Dm_00020586-RA
OG0002788	Aqcoe1G400700.1.p	Dm_00001581-RA, Dm_00000032-RA
OG0002789	Aqcoe1G163900.1.p	Dm_00008666-RA
OG0002790	Aqcoe1G231300.8.p, Aqcoe1G231300.5.p, Aqcoe1G231300.4.p, Aqcoe1G231300.3.p, Aqcoe1G231300.1.p, Aqcoe1G231300.6.p, Aqcoe1G231300.7.p, Aqcoe1G231300.2.p	Dm_00002128-RA, Dm_00002129-RA, Dm_00004741-RA
OG0002791	Aqcoe3G418700.1.p	Dm_00007361-RA
OG0002791	Aqcoe1G476000.1.p, Aqcoe1G476000.2.p	Dm_00010686-RA
OG0002792	Aqcoe1G476200.1.p	Dm_00017749-RA, Dm_00009116-RA, Dm_00009115-RA, Dm_00017748-RA
OG0002793	Aqcoe1G093800.1.p	Dm_00018611-RA
OG0002794	Aqcoe1G389900.2.p, Aqcoe1G389900.1.p	Dm_00002689-RA, Dm_00003585-RA
OG0002795	Aqcoe1G334400.2.p, Aqcoe1G334400.1.p	Dm_00010896-RA, Dm_00004884-RA
OG0002796	Aqcoe1G237300.1.p, Aqcoe1G237300.2.p	Dm_00000860-RA, Dm_00005204-RA, Dm_00000861-RA
OG0002797	Aqcoe1G357100.1.p	Dm_00000832-RA
OG0002798	Aqcoe1G161600.2.p, Aqcoe1G161600.1.p	Dm_00002230-RA, Dm_00001104-RA
OG0002799	Aqcoe1G044000.1.p, Aqcoe1G044000.2.p	Dm_00001274-RA
OG0002800	Aqcoe1G210600.2.p, Aqcoe1G210600.3.p, Aqcoe1G210600.4.p, Aqcoe1G210600.1.p	Dm_00003631-RA
OG0002801	Aqcoe1G169600.1.p, Aqcoe1G169600.2.p, Aqcoe1G169600.3.p	Dm_00005543-RA
OG0002802	Aqcoe1G123200.1.p	Dm_00006439-RA
OG0002803	Aqcoe5G395000.1.p, Aqcoe5G394800.1.p, Aqcoe5G394800.5.p, Aqcoe5G394800.7.p, Aqcoe5G394800.6.p, Aqcoe5G394800.8.p, Aqcoe5G394800.4.p, Aqcoe5G394800.2.p, Aqcoe5G394800.3.p, Aqcoe3G140600.1.p, Aqcoe3G140600.2.p	Dm_00006021-RA
OG0002804	Aqcoe5G308000.4.p, Aqcoe5G308000.1.p, Aqcoe5G308000.2.p, Aqcoe5G308000.3.p	Dm_00001095-RA, Dm_00002215-RA
OG0002805	Aqcoe5G269600.1.p, Aqcoe5G269600.2.p	Dm_00002023-RA
OG0002806	Aqcoe5G122100.2.p, Aqcoe5G122100.1.p	Dm_00018545-RA, Dm_00004971-RA
OG0002808	Aqcoe5G311300.1.p, Aqcoe3G434100.1.p	Dm_00018515-RA, Dm_00008728-RA, Dm_00015715-RA
OG0002809	Aqcoe5G448700.1.p	Dm_00014715-RA
OG0002810	Aqcoe5G184700.3.p, Aqcoe5G184700.1.p, Aqcoe5G184700.4.p, Aqcoe5G184700.5.p, Aqcoe5G184700.2.p, Aqcoe5G184700.6.p	Dm_00007936-RA
OG0002813	Aqcoe5G016100.2.p, Aqcoe5G016100.3.p, Aqcoe5G016100.1.p	Dm_00005679-RA, Dm_00005680-RA
OG0002814	Aqcoe3G161100.1.p, Aqcoe5G346300.1.p	Dm_00000970-RA
OG0002815	Aqcoe5G331100.1.p	Dm_00017368-RA, Dm_00012858-RA, Dm_00004517-RA
OG0002816	Aqcoe5G346800.1.p, Aqcoe3G377300.1.p	Dm_00000280-RA, Dm_00000971-RA
OG0002817	Aqcoe3G258900.1.p, Aqcoe5G365900.1.p	Dm_00013611-RA
OG0002818	Aqcoe5G456600.2.p, Aqcoe5G456600.1.p	Dm_00003572-RA, Dm_00003112-RA
OG0002819	Aqcoe5G047000.1.p	Dm_00000816-RA
OG0002820	Aqcoe5G195900.1.p, Aqcoe5G194400.1.p	Dm_00009760-RA
OG0002821	Aqcoe5G249700.1.p	Dm_00018859-RA, Dm_00016896-RA
OG0002822	Aqcoe5G305200.1.p	Dm_00001919-RA
OG0002823	Aqcoe5G001300.2.p, Aqcoe5G001300.4.p, Aqcoe5G001300.3.p, Aqcoe5G001300.1.p	Dm_00009133-RA
OG0002824	Aqcoe5G318500.3.p, Aqcoe5G318500.1.p, Aqcoe5G318500.2.p	Dm_00001572-RA
OG0002825	Aqcoe3G055000.1.p	Dm_00006785-RA
OG0002827	Aqcoe3G076700.1.p, Aqcoe3G076700.3.p, Aqcoe3G076700.4.p, Aqcoe3G076700.2.p, Aqcoe3G076600.1.p	Dm_00014379-RA
OG0002828	Aqcoe3G047900.1.p, Aqcoe3G394300.1.p	Dm_00017605-RA
OG0002829	Aqcoe3G283500.1.p	Dm_00006436-RA
OG0002829	Aqcoe3G125400.1.p	Dm_00003322-RA
OG0002830	Aqcoe3G353200.2.p, Aqcoe3G353200.1.p, Aqcoe3G353200.3.p	Dm_00017320-RA, Dm_00015562-RA
OG0002831	Aqcoe3G046500.2.p, Aqcoe3G046500.1.p, Aqcoe3G046500.4.p, Aqcoe3G046500.3.p, Aqcoe3G398000.2.p, Aqcoe3G398000.1.p	Dm_00011594-RA
OG0002832	Aqcoe3G056800.1.p	Dm_00007860-RA, Dm_00020913-RA, Dm_00007861-RA
OG0002833	Aqcoe3G350300.1.p	Dm_00012023-RA, Dm_00014337-RA, Dm_00012024-RA
OG0002834	Aqcoe3G299300.1.p	Dm_00013095-RA, Dm_00013091-RA
OG0002836	Aqcoe3G272900.1.p, Aqcoe3G272900.2.p, Aqcoe3G242000.1.p	Dm_00003264-RA
OG0002849	Aqcoe2G035900.1.p	Dm_00021080-RA, Dm_00020596-RA, Dm_00015085-RA, Dm_00015198-RA
OG0002853	Aqcoe5G075200.4.p, Aqcoe5G075200.3.p, Aqcoe5G075200.5.p, Aqcoe5G075200.2.p, Aqcoe5G075200.1.p, Aqcoe2G317700.1.p, Aqcoe2G317800.2.p, Aqcoe2G317800.1.p	Dm_00000554-RA
OG0002854	Aqcoe5G181100.1.p, Aqcoe2G238000.2.p, Aqcoe2G238000.1.p, Aqcoe3G050900.1.p	Dm_00007060-RA, Dm_00014969-RA
OG0002855	Aqcoe2G099000.1.p, Aqcoe2G099700.1.p	Dm_00015792-RA, Dm_00018631-RA
OG0002856	Aqcoe2G050000.1.p	Dm_00006384-RA, Dm_00019060-RA
OG0002857	Aqcoe2G282800.1.p, Aqcoe2G282800.2.p	Dm_00001631-RA, Dm_00001798-RA
OG0002859	Aqcoe1G007600.1.p, Aqcoe2G004800.1.p	Dm_00013571-RA
OG0002860	Aqcoe2G387700.2.p, Aqcoe2G387700.1.p	Dm_00019499-RA
OG0002861	Aqcoe2G028700.1.p	Dm_00001177-RA, Dm_00006101-RA
OG0002862	Aqcoe2G081700.1.p	Dm_00009181-RA, Dm_00004013-RA
OG0002863	Aqcoe2G015900.2.p, Aqcoe2G015900.1.p	Dm_00006581-RA
OG0002864	Aqcoe1G112700.1.p, Aqcoe2G187200.1.p, Aqcoe2G187100.1.p	Dm_00007394-RA, Dm_00010485-RA
OG0002865	Aqcoe2G239500.1.p	Dm_00008240-RA, Dm_00004907-RA
OG0002866	Aqcoe2G031600.2.p, Aqcoe2G031600.1.p	Dm_00018448-RA
OG0002867	Aqcoe2G012400.2.p, Aqcoe2G012400.3.p, Aqcoe2G012400.1.p, Aqcoe5G364800.1.p	Dm_00008419-RA
OG0002868	Aqcoe2G123800.4.p, Aqcoe2G123800.5.p, Aqcoe2G123800.6.p, Aqcoe2G123800.1.p, Aqcoe2G123800.3.p, Aqcoe2G123800.7.p, Aqcoe2G123800.2.p	Dm_00000799-RA
OG0002869	Aqcoe2G369800.1.p, Aqcoe2G369800.2.p	Dm_00011556-RA
OG0002870	Aqcoe4G081600.1.p	Dm_00018850-RA, Dm_00020425-RA
OG0002871	Aqcoe2G161400.1.p, Aqcoe1G119200.3.p, Aqcoe1G119200.2.p, Aqcoe1G119200.1.p, Aqcoe1G119200.4.p	Dm_00013441-RA, Dm_00003644-RA
OG0002872	Aqcoe2G068000.2.p, Aqcoe2G068000.1.p, Aqcoe1G076900.1.p	Dm_00001232-RA, Dm_00002943-RA
OG0002873	Aqcoe2G234100.1.p, Aqcoe4G080800.1.p	Dm_00011302-RA, Dm_00008730-RA
OG0002875	Aqcoe2G406500.1.p	Dm_00015186-RA
OG0002876	Aqcoe5G061700.1.p, Aqcoe2G332000.2.p, Aqcoe2G332000.1.p	Dm_00009909-RA
OG0002877	Aqcoe3G438500.1.p, Aqcoe2G420600.1.p	Dm_00002426-RA
OG0002878	Aqcoe2G082600.1.p	Dm_00001366-RA
OG0002879	Aqcoe2G078900.1.p	Dm_00007256-RA
OG0002880	Aqcoe2G083200.1.p, Aqcoe1G150500.1.p	Dm_00019199-RA
OG0002881	Aqcoe5G273500.1.p, Aqcoe5G278800.1.p, Aqcoe2G344000.1.p, Aqcoe2G344100.1.p	Dm_00005534-RA
OG0002882	Aqcoe2G077200.2.p, Aqcoe2G077200.1.p	Dm_00001578-RA, Dm_00000035-RA
OG0002883	Aqcoe2G320400.1.p	Dm_00002111-RA
OG0002884	Aqcoe2G337600.1.p, Aqcoe5G059000.1.p	Dm_00014733-RA
OG0002885	Aqcoe0024s0002.2.p, Aqcoe5G290000.1.p, Aqcoe0024s0002.1.p, Aqcoe6G000600.2.p, Aqcoe0024s0007.2.p, Aqcoe0024s0007.1.p, Aqcoe0024s0009.1.p, Aqcoe6G000600.1.p, Aqcoe2G159100.1.p	Dm_00006130-RA, Dm_00007891-RA
OG0002886	Aqcoe2G403300.1.p, Aqcoe2G403300.2.p	Dm_00019787-RA, Dm_00002551-RA
OG0002887	Aqcoe2G323000.1.p	Dm_00000564-RA
OG0002889	Aqcoe1G486500.1.p, Aqcoe1G486500.2.p	Dm_00014185-RA
OG0002890	Aqcoe2G211800.4.p, Aqcoe2G211800.2.p, Aqcoe2G211800.1.p, Aqcoe2G211800.3.p	Dm_00009299-RA, Dm_00003085-RA
OG0002891	Aqcoe2G434500.1.p	Dm_00012874-RA
OG0002892	Aqcoe5G267600.1.p	Dm_00021089-RA
OG0002893	Aqcoe2G002300.1.p	Dm_00005943-RA
OG0002894	Aqcoe2G217800.2.p, Aqcoe2G217800.1.p	Dm_00004322-RA, Dm_00007110-RA
OG0002895	Aqcoe5G045100.1.p, Aqcoe2G355800.1.p	Dm_00013680-RA
OG0002897	Aqcoe6G207900.1.p	Dm_00007717-RA
OG0002898	Aqcoe6G027800.4.p, Aqcoe6G027800.3.p, Aqcoe6G027800.2.p, Aqcoe6G027800.1.p	Dm_00018376-RA
OG0002899	Aqcoe3G279300.1.p, Aqcoe7G250900.1.p, Aqcoe7G250800.1.p, Aqcoe7G244800.3.p, Aqcoe7G244800.2.p, Aqcoe7G244800.1.p, Aqcoe6G234600.2.p, Aqcoe6G234600.4.p, Aqcoe6G234600.3.p, Aqcoe6G234600.1.p	Dm_00015184-RA
OG0002900	Aqcoe5G205400.1.p, Aqcoe6G103000.2.p, Aqcoe6G103000.1.p	Dm_00003371-RA
OG0002902	Aqcoe7G392600.1.p	Dm_00004817-RA
OG0002903	Aqcoe6G133900.1.p	Dm_00002386-RA
OG0002903	Aqcoe3G208400.1.p, Aqcoe4G291200.1.p	Dm_00010255-RA
OG0002904	Aqcoe5G181900.2.p, Aqcoe5G181900.1.p	Dm_00007063-RA
OG0002904	Aqcoe6G258100.1.p	Dm_00009534-RA
OG0002905	Aqcoe6G144200.3.p, Aqcoe6G144200.2.p, Aqcoe6G144200.1.p	Dm_00005658-RA
OG0002906	Aqcoe6G129500.1.p	Dm_00007163-RA
OG0002906	Aqcoe3G435000.1.p	Dm_00016429-RA
OG0002907	Aqcoe3G257400.1.p, Aqcoe6G019300.1.p	Dm_00006849-RA
OG0002908	Aqcoe6G321400.3.p, Aqcoe6G321400.4.p, Aqcoe6G321400.1.p, Aqcoe6G321400.2.p, Aqcoe6G321500.2.p, Aqcoe6G321500.1.p	Dm_00000168-RA, Dm_00007546-RA
OG0002909	Aqcoe5G203600.1.p, Aqcoe6G104500.2.p, Aqcoe6G104500.1.p	Dm_00010236-RA, Dm_00010185-RA
OG0002910	Aqcoe4G204200.1.p, Aqcoe4G204400.1.p, Aqcoe6G125000.2.p, Aqcoe6G125000.1.p, Aqcoe6G125000.3.p, Aqcoe4G270800.1.p, Aqcoe4G272000.1.p, Aqcoe4G272200.1.p, Aqcoe4G272100.1.p, Aqcoe4G272300.1.p	Dm_00003446-RA
OG0002911	Aqcoe6G083500.3.p, Aqcoe6G083500.4.p, Aqcoe6G083500.1.p, Aqcoe6G083500.2.p, Aqcoe6G083600.1.p, Aqcoe6G083600.2.p	Dm_00004154-RA
OG0002912	Aqcoe1G311800.1.p	Dm_00001512-RA
OG0002912	Aqcoe6G023800.1.p	Dm_00020468-RA
OG0002913	Aqcoe5G258700.1.p, Aqcoe5G258700.2.p, Aqcoe5G258700.4.p, Aqcoe5G258700.3.p, Aqcoe6G025400.1.p	Dm_00001866-RA
OG0002914	Aqcoe6G221100.1.p, Aqcoe6G221100.2.p	Dm_00005805-RA, Dm_00010918-RA
OG0002915	Aqcoe6G057500.2.p, Aqcoe6G057500.3.p, Aqcoe6G057500.1.p	Dm_00014632-RA, Dm_00011764-RA
OG0002916	Aqcoe6G222300.2.p, Aqcoe6G222300.1.p	Dm_00009733-RA, Dm_00005615-RA
OG0002917	Aqcoe6G259800.2.p, Aqcoe6G259800.1.p, Aqcoe5G457000.1.p	Dm_00007293-RA, Dm_00004022-RA
OG0002918	Aqcoe5G380600.5.p, Aqcoe5G380600.6.p, Aqcoe5G380600.1.p, Aqcoe5G380600.8.p, Aqcoe5G380600.9.p, Aqcoe5G380600.2.p, Aqcoe5G380600.3.p, Aqcoe5G380600.4.p, Aqcoe5G380600.7.p, Aqcoe6G051000.1.p	Dm_00015537-RA
OG0002919	Aqcoe6G041600.1.p	Dm_00018615-RA, Dm_00008236-RA, Dm_00009157-RA
OG0002920	Aqcoe4G311800.3.p, Aqcoe4G311800.4.p, Aqcoe4G311800.1.p, Aqcoe4G311800.2.p, Aqcoe6G165700.1.p	Dm_00015277-RA, Dm_00008626-RA
OG0002922	Aqcoe6G186000.1.p	Dm_00011526-RA
OG0002923	Aqcoe6G006600.1.p	Dm_00012844-RA, Dm_00016275-RA
OG0002924	Aqcoe6G266700.1.p	Dm_00007292-RA
