Orthogroup	A_coerulea.proteins	A_vesiculosa.proteins
OG0000884	Aqcoe3G258500.1.p, Aqcoe3G258500.2.p	Av_00021425-RA
OG0000885	Aqcoe2G301200.1.p	Av_00023781-RA
OG0000886	Aqcoe6G120800.2.p, Aqcoe6G120800.1.p, Aqcoe5G190500.2.p, Aqcoe5G190500.1.p, Aqcoe5G190500.4.p, Aqcoe5G190500.3.p	Av_00020191-RA, Av_00019254-RA, Av_00021249-RA
OG0000887	Aqcoe7G008700.3.p, Aqcoe7G008700.1.p, Aqcoe7G008700.2.p	Av_00001664-RA, Av_00009207-RA
OG0000887	Aqcoe6G002600.1.p, Aqcoe6G002600.2.p	Av_00014026-RA
OG0000888	Aqcoe5G230300.1.p, Aqcoe6G096500.1.p	Av_00004414-RA, Av_00012299-RA, Av_00001079-RA, Av_00021264-RA, Av_00004413-RA, Av_00017473-RA, Av_00023262-RA
OG0000889	Aqcoe4G248800.1.p, Aqcoe4G248800.6.p, Aqcoe4G248800.5.p, Aqcoe4G248800.4.p, Aqcoe4G248800.3.p, Aqcoe4G248800.2.p, Aqcoe4G249000.1.p, Aqcoe6G017900.1.p	Av_00003089-RA, Av_00022801-RA, Av_00005630-RA, Av_00005941-RA, Av_00010570-RA
OG0000890	Aqcoe4G042700.4.p, Aqcoe4G042700.1.p, Aqcoe4G042700.2.p, Aqcoe4G042700.3.p	Av_00023568-RA, Av_00021460-RA, Av_00017392-RA
OG0000891	Aqcoe1G263200.1.p, Aqcoe1G263200.2.p, Aqcoe4G100500.1.p	Av_00003650-RA, Av_00023125-RA, Av_00008715-RA
OG0000892	Aqcoe1G235300.1.p, Aqcoe1G235200.1.p	Av_00013102-RA
OG0000892	Aqcoe7G014600.1.p, Aqcoe7G014700.2.p, Aqcoe7G014700.1.p, Aqcoe7G014700.3.p, Aqcoe5G451500.1.p, Aqcoe4G279900.1.p	Av_00017432-RA
OG0000893	Aqcoe5G460000.1.p, Aqcoe7G009500.1.p	Av_00013956-RA, Av_00021901-RA, Av_00016053-RA, Av_00009456-RA
OG0000894	Aqcoe7G232500.1.p	Av_00007962-RA, Av_00006825-RA
OG0000894	Aqcoe7G385800.3.p, Aqcoe7G385800.1.p, Aqcoe7G385800.2.p	Av_00005848-RA, Av_00004019-RA, Av_00004906-RA
OG0000895	Aqcoe7G022300.1.p, Aqcoe7G022300.2.p, Aqcoe7G022400.1.p, Aqcoe7G022500.2.p, Aqcoe7G022500.3.p, Aqcoe7G022500.1.p	Av_00012863-RA
OG0000896	Aqcoe7G027800.1.p	Av_00010879-RA, Av_00015216-RA, Av_00013928-RA
OG0000897	Aqcoe7G108800.1.p	Av_00008745-RA, Av_00006350-RA, Av_00010870-RA, Av_00010869-RA, Av_00006349-RA
OG0000898	Aqcoe7G005400.1.p	Av_00016706-RA, Av_00009938-RA, Av_00009470-RA
OG0000899	Aqcoe5G148000.1.p, Aqcoe5G148000.2.p	Av_00004189-RA, Av_00016006-RA
OG0000899	Aqcoe7G024400.1.p	Av_00017898-RA, Av_00013932-RA, Av_00003235-RA
OG0000900	Aqcoe7G345000.1.p, Aqcoe3G258000.1.p, Aqcoe3G258000.2.p	Av_00008347-RA, Av_00017974-RA, Av_00008352-RA
OG0000901	Aqcoe7G180700.2.p, Aqcoe7G180700.4.p, Aqcoe7G180700.3.p, Aqcoe7G180700.1.p, Aqcoe7G180700.5.p	Av_00019305-RA, Av_00008865-RA
OG0000902	Aqcoe1G238800.1.p, Aqcoe1G238900.1.p, Aqcoe1G238700.1.p	Av_00010586-RA
OG0000903	Aqcoe1G483900.3.p, Aqcoe1G483900.1.p, Aqcoe1G483900.2.p	Av_00015785-RA, Av_00021653-RA, Av_00003558-RA, Av_00014337-RA
OG0000904	Aqcoe1G110900.1.p	Av_00020020-RA, Av_00023825-RA, Av_00022509-RA
OG0000905	Aqcoe3G181000.1.p	Av_00011002-RA, Av_00015026-RA, Av_00009250-RA
OG0000906	Aqcoe3G278400.1.p	Av_00005338-RA
OG0000907	Aqcoe1G439800.2.p, Aqcoe1G439800.1.p, Aqcoe1G439800.3.p, Aqcoe3G076500.1.p, Aqcoe3G076500.2.p	Av_00002746-RA, Av_00007597-RA, Av_00006373-RA
OG0000909	Aqcoe1G199700.1.p	Av_00018472-RA, Av_00002560-RA, Av_00015458-RA
OG0000910	Aqcoe5G251600.2.p, Aqcoe5G251600.3.p, Aqcoe5G251600.1.p, Aqcoe5G251600.4.p, Aqcoe5G251600.5.p	Av_00016677-RA, Av_00015863-RA, Av_00023384-RA
OG0000911	Aqcoe3G421600.2.p, Aqcoe3G421600.3.p, Aqcoe3G421600.1.p, Aqcoe3G421700.4.p, Aqcoe3G421700.2.p, Aqcoe3G421700.1.p, Aqcoe3G421700.3.p	Av_00009561-RA, Av_00022630-RA
OG0000912	Aqcoe3G085300.1.p	Av_00012421-RA
OG0000912	Aqcoe3G333000.1.p	Av_00005273-RA, Av_00002701-RA, Av_00024300-RA, Av_00009307-RA
OG0000913	Aqcoe3G294800.1.p, Aqcoe3G294800.2.p, Aqcoe3G294800.3.p, Aqcoe3G294800.4.p, Aqcoe3G294800.5.p	Av_00020745-RA, Av_00021488-RA
OG0000914	Aqcoe3G360700.1.p, Aqcoe3G360700.3.p, Aqcoe3G360700.2.p	Av_00015524-RA, Av_00002728-RA, Av_00021943-RA, Av_00008995-RA, Av_00006036-RA, Av_00005549-RA
OG0000915	Aqcoe3G128900.2.p	Av_00015468-RA
OG0000915	Aqcoe3G128900.1.p, Aqcoe3G277400.1.p	Av_00021481-RA, Av_00022556-RA
OG0000920	Aqcoe5G033500.1.p, Aqcoe5G033400.1.p, Aqcoe2G367000.1.p	Av_00019218-RA, Av_00000595-RA
OG0000921	Aqcoe2G040100.1.p, Aqcoe2G040200.1.p, Aqcoe4G062200.1.p, Aqcoe4G062200.2.p	Av_00000695-RA
OG0000922	Aqcoe2G365400.1.p, Aqcoe2G365400.2.p, Aqcoe5G035500.2.p, Aqcoe5G035500.3.p, Aqcoe5G035500.1.p	Av_00016241-RA, Av_00001342-RA, Av_00009697-RA, Av_00002305-RA
OG0000923	Aqcoe7G229300.1.p, Aqcoe2G200500.1.p, Aqcoe2G210500.1.p, Aqcoe2G193300.1.p	Av_00019555-RA
OG0000923	Aqcoe2G193400.1.p	Av_00017523-RA
OG0000923	Aqcoe2G210600.1.p	Av_00022879-RA
OG0000924	Aqcoe2G346600.4.p, Aqcoe2G346600.1.p, Aqcoe2G346600.2.p, Aqcoe2G346600.3.p, Aqcoe5G054100.3.p, Aqcoe5G054100.4.p, Aqcoe4G049800.1.p, Aqcoe5G054100.2.p, Aqcoe5G054100.1.p	Av_00010344-RA, Av_00014520-RA
OG0000925	Aqcoe7G229700.1.p, Aqcoe2G187800.1.p	Av_00021497-RA, Av_00021447-RA, Av_00021495-RA
OG0000925	Aqcoe2G210900.1.p	Av_00000172-RA, Av_00023935-RA, Av_00021496-RA, Av_00023688-RA
OG0000926	Aqcoe4G048200.1.p, Aqcoe1G229100.1.p, Aqcoe2G002200.1.p, Aqcoe1G229100.2.p, Aqcoe1G229100.3.p	Av_00020041-RA, Av_00017195-RA, Av_00020042-RA, Av_00012639-RA, Av_00002348-RA
OG0000927	Aqcoe2G122300.1.p	Av_00017349-RA, Av_00008494-RA
OG0000927	Aqcoe7G001700.1.p	Av_00021779-RA, Av_00019764-RA
OG0000929	Aqcoe2G259500.1.p	Av_00015939-RA
OG0000929	Aqcoe5G364700.1.p	Av_00008853-RA, Av_00007313-RA
OG0000930	Aqcoe7G427300.1.p	Av_00016931-RA
OG0000930	Aqcoe2G152800.1.p, Aqcoe5G179300.1.p	Av_00013338-RA, Av_00010885-RA, Av_00015224-RA
OG0000932	Aqcoe2G002600.1.p	Av_00014420-RA, Av_00008113-RA, Av_00014895-RA
OG0000933	Aqcoe2G341800.1.p, Aqcoe5G057200.1.p	Av_00016138-RA, Av_00006684-RA
OG0000934	Aqcoe2G020400.2.p, Aqcoe2G020400.1.p	Av_00005810-RA, Av_00003968-RA, Av_00004942-RA, Av_00014477-RA, Av_00012673-RA
OG0000935	Aqcoe6G217900.1.p	Av_00011692-RA, Av_00022364-RA
OG0000936	Aqcoe5G163800.2.p, Aqcoe5G163800.1.p	Av_00003170-RA, Av_00015830-RA
OG0000936	Aqcoe6G157100.1.p	Av_00013711-RA, Av_00001849-RA, Av_00015387-RA, Av_00000376-RA
OG0000938	Aqcoe6G016000.1.p, Aqcoe5G277700.1.p	Av_00022279-RA, Av_00000003-RA, Av_00022280-RA, Av_00014607-RA, Av_00008562-RA, Av_00008563-RA
OG0000939	Aqcoe1G147100.1.p	Av_00005661-RA
OG0000939	Aqcoe6G284800.1.p, Aqcoe6G284800.2.p	Av_00015938-RA, Av_00019041-RA, Av_00007314-RA
OG0000940	Aqcoe6G278600.1.p, Aqcoe1G451700.1.p	Av_00017163-RA, Av_00017555-RA, Av_00017361-RA, Av_00024414-RA, Av_00008480-RA
OG0000941	Aqcoe6G221200.1.p, Aqcoe1G349500.1.p, Aqcoe1G005100.1.p	Av_00023767-RA, Av_00022811-RA, Av_00015868-RA
OG0000942	Aqcoe7G027600.1.p, Aqcoe7G027600.3.p, Aqcoe7G027600.2.p, Aqcoe7G027600.4.p, Aqcoe7G027600.5.p	Av_00024532-RA, Av_00010450-RA, Av_00018544-RA, Av_00010428-RA, Av_00014582-RA
OG0000943	Aqcoe6G040100.2.p, Aqcoe6G040100.1.p	Av_00008923-RA, Av_00019274-RA, Av_00008924-RA
OG0000944	Aqcoe6G127800.1.p	Av_00018852-RA, Av_00009895-RA, Av_00009491-RA, Av_00018877-RA
OG0000945	Aqcoe6G281400.1.p	Av_00017919-RA, Av_00001978-RA
OG0000946	Aqcoe4G240000.1.p, Aqcoe7G015000.1.p, Aqcoe7G015100.1.p, Aqcoe7G015200.1.p	Av_00013946-RA, Av_00013944-RA, Av_00017431-RA, Av_00008608-RA, Av_00005109-RA
OG0000947	Aqcoe4G312400.7.p, Aqcoe4G312400.4.p, Aqcoe4G312400.6.p, Aqcoe4G312400.3.p, Aqcoe4G312400.5.p, Aqcoe4G312400.1.p, Aqcoe4G312400.2.p	Av_00015727-RA
OG0000948	Aqcoe4G231700.2.p, Aqcoe4G231700.3.p, Aqcoe4G231700.1.p, Aqcoe4G231700.4.p, Aqcoe3G093800.2.p, Aqcoe3G093800.1.p	Av_00024164-RA, Av_00017528-RA
OG0000949	Aqcoe4G205200.1.p	Av_00015013-RA, Av_00008943-RA, Av_00017661-RA, Av_00013834-RA
OG0000950	Aqcoe7G115200.1.p	Av_00009913-RA, Av_00012973-RA, Av_00013068-RA
OG0000951	Aqcoe7G289800.1.p, Aqcoe7G289900.1.p	Av_00014714-RA
OG0000952	Aqcoe1G046200.1.p	Av_00003521-RA, Av_00020287-RA, Av_00014504-RA
OG0000952	Aqcoe3G414300.1.p, Aqcoe3G007900.1.p	Av_00018457-RA, Av_00002570-RA
OG0000953	Aqcoe1G164400.1.p	Av_00020177-RA
OG0000954	Aqcoe1G073100.5.p, Aqcoe1G073100.1.p, Aqcoe1G073100.3.p, Aqcoe1G073000.3.p, Aqcoe1G146500.3.p, Aqcoe1G146500.2.p, Aqcoe1G073000.1.p, Aqcoe1G073000.2.p, Aqcoe1G146500.1.p, Aqcoe1G146500.4.p	Av_00010039-RA
OG0000955	Aqcoe1G134700.1.p	Av_00005104-RA, Av_00015705-RA, Av_00016895-RA, Av_00022493-RA
OG0000956	Aqcoe1G406800.4.p, Aqcoe1G406800.1.p, Aqcoe1G406800.3.p, Aqcoe1G406800.2.p	Av_00010312-RA, Av_00020754-RA
OG0000957	Aqcoe1G234100.1.p, Aqcoe1G306600.1.p	Av_00008394-RA, Av_00023800-RA, Av_00021307-RA, Av_00003046-RA
OG0000957	Aqcoe1G130700.1.p	Av_00009421-RA, Av_00001634-RA
OG0000958	Aqcoe1G254200.1.p	Av_00005902-RA, Av_00019893-RA, Av_00021011-RA, Av_00024258-RA, Av_00023797-RA, Av_00017175-RA, Av_00023267-RA
OG0000959	Aqcoe5G133200.1.p	Av_00001997-RA, Av_00015907-RA, Av_00023236-RA
OG0000960	Aqcoe5G160300.1.p	Av_00014687-RA, Av_00008653-RA, Av_00018748-RA, Av_00008836-RA, Av_00015953-RA
OG0000962	Aqcoe5G449200.3.p, Aqcoe5G449200.4.p, Aqcoe5G449200.2.p, Aqcoe5G449200.7.p, Aqcoe5G449200.6.p, Aqcoe5G449200.1.p, Aqcoe5G449200.5.p	Av_00002049-RA
OG0000963	Aqcoe5G304400.1.p	Av_00007281-RA, Av_00018289-RA, Av_00023757-RA, Av_00024753-RA, Av_00008869-RA
OG0000964	Aqcoe3G144400.2.p, Aqcoe3G144400.1.p, Aqcoe3G144400.3.p, Aqcoe5G400100.1.p	Av_00016290-RA, Av_00001699-RA, Av_00017645-RA, Av_00010473-RA, Av_00002657-RA, Av_00005345-RA
OG0000965	Aqcoe3G316100.1.p	Av_00000896-RA, Av_00005295-RA, Av_00002689-RA
OG0000966	Aqcoe3G025700.1.p, Aqcoe3G025900.1.p, Aqcoe3G026000.1.p	Av_00009110-RA
OG0000967	Aqcoe3G377700.8.p, Aqcoe3G377700.7.p, Aqcoe3G377700.5.p, Aqcoe3G377700.2.p, Aqcoe3G377700.1.p, Aqcoe3G377700.4.p, Aqcoe3G377700.3.p, Aqcoe3G377700.10.p, Aqcoe3G377700.9.p, Aqcoe3G377700.6.p	Av_00007588-RA
OG0000974	Aqcoe2G164900.1.p	Av_00017377-RA
OG0000974	Aqcoe7G433700.1.p	Av_00004570-RA
OG0000975	Aqcoe7G218800.1.p, Aqcoe7G218800.2.p	Av_00007937-RA
OG0000976	Aqcoe2G320500.1.p	Av_00010987-RA, Av_00000647-RA, Av_00016778-RA, Av_00016171-RA, Av_00021233-RA
OG0000977	Aqcoe2G106200.4.p, Aqcoe2G106200.1.p, Aqcoe2G106200.2.p, Aqcoe2G106200.3.p	Av_00017350-RA
OG0000978	Aqcoe2G021300.4.p, Aqcoe2G021300.5.p, Aqcoe2G021300.1.p, Aqcoe2G021300.3.p, Aqcoe2G021300.2.p	Av_00008132-RA, Av_00014907-RA, Av_00001201-RA
OG0000979	Aqcoe2G322700.3.p, Aqcoe2G322700.2.p, Aqcoe2G322700.1.p, Aqcoe5G066400.2.p, Aqcoe5G066400.1.p	Av_00022656-RA, Av_00022600-RA, Av_00017018-RA
OG0000980	Aqcoe7G145400.1.p	Av_00008013-RA, Av_00022587-RA, Av_00019290-RA, Av_00019076-RA, Av_00019545-RA
OG0000980	Aqcoe2G240600.1.p	Av_00016029-RA, Av_00022415-RA, Av_00004231-RA
OG0000982	Aqcoe1G072100.1.p	Av_00016206-RA
OG0000982	Aqcoe1G073600.1.p	Av_00018675-RA
OG0000983	Aqcoe3G412000.2.p, Aqcoe3G412000.1.p	Av_00005556-RA
OG0000984	Aqcoe5G039000.1.p, Aqcoe2G362500.1.p	Av_00020098-RA
OG0000984	Aqcoe7G129300.1.p	Av_00020061-RA, Av_00015836-RA, Av_00015443-RA, Av_00004117-RA
OG0000986	Aqcoe1G338500.1.p	Av_00023805-RA
OG0000987	Aqcoe5G227800.1.p, Aqcoe6G207000.1.p	Av_00018969-RA, Av_00001940-RA, Av_00018179-RA, Av_00000979-RA, Av_00018762-RA, Av_00008816-RA, Av_00012996-RA
OG0000988	Aqcoe5G183500.1.p, Aqcoe6G129700.1.p	Av_00018854-RA, Av_00007213-RA, Av_00004558-RA, Av_00004327-RA
OG0000989	Aqcoe6G077900.2.p, Aqcoe6G077900.1.p, Aqcoe6G077800.1.p	Av_00011483-RA
OG0000990	Aqcoe5G098200.2.p, Aqcoe5G098200.1.p, Aqcoe5G098200.3.p, Aqcoe6G146000.1.p, Aqcoe6G146000.3.p, Aqcoe5G098200.4.p, Aqcoe6G146000.2.p, Aqcoe6G146000.5.p, Aqcoe6G146000.4.p, Aqcoe6G146000.6.p, Aqcoe6G146100.2.p, Aqcoe5G098100.1.p, Aqcoe6G146100.1.p	Av_00012915-RA
OG0000991	Aqcoe6G244200.1.p, Aqcoe6G244200.2.p	Av_00011323-RA, Av_00000977-RA, Av_00009905-RA, Av_00011106-RA, Av_00012986-RA, Av_00007225-RA
OG0000992	Aqcoe1G214800.1.p, Aqcoe4G026800.1.p	Av_00021931-RA
OG0000992	Aqcoe4G043500.1.p, Aqcoe4G043600.1.p	Av_00004964-RA
OG0000993	Aqcoe4G280900.4.p, Aqcoe4G280900.3.p, Aqcoe4G280900.2.p, Aqcoe4G280900.1.p	Av_00016107-RA, Av_00023643-RA
OG0000993	Aqcoe5G279600.1.p	Av_00021688-RA, Av_00000353-RA
OG0000994	Aqcoe7G336500.1.p, Aqcoe7G233000.2.p, Aqcoe7G233000.1.p, Aqcoe4G257000.1.p	Av_00021640-RA, Av_00004018-RA, Av_00004907-RA, Av_00005846-RA, Av_00012146-RA, Av_00009051-RA, Av_00009052-RA
OG0000995	Aqcoe7G326900.2.p, Aqcoe7G326900.1.p, Aqcoe7G257600.2.p, Aqcoe7G257600.1.p	Av_00017110-RA, Av_00004489-RA, Av_00012311-RA
OG0000997	Aqcoe7G030600.1.p, Aqcoe1G428900.1.p	Av_00015624-RA
OG0000998	Aqcoe7G004200.3.p, Aqcoe7G004200.1.p, Aqcoe7G004200.2.p	Av_00002555-RA, Av_00009939-RA, Av_00024140-RA
OG0000999	Aqcoe7G381700.1.p, Aqcoe7G381700.3.p, Aqcoe7G381700.2.p, Aqcoe7G178100.1.p, Aqcoe7G381700.4.p	Av_00004673-RA, Av_00007954-RA, Av_00006830-RA
OG0001000	Aqcoe7G294200.1.p, Aqcoe7G294200.2.p	Av_00017458-RA
OG0001001	Aqcoe7G015900.2.p, Aqcoe7G015900.1.p	Av_00010277-RA, Av_00017428-RA, Av_00024505-RA, Av_00000024-RA
OG0001002	Aqcoe7G293500.1.p	Av_00009841-RA, Av_00011049-RA
OG0001003	Aqcoe7G118700.1.p, Aqcoe7G118900.1.p, Aqcoe7G118800.1.p, Aqcoe7G118600.1.p, Aqcoe1G422300.1.p, Aqcoe1G422300.2.p, Aqcoe1G422200.1.p	Av_00005700-RA, Av_00017264-RA
OG0001004	Aqcoe7G403100.5.p, Aqcoe7G403100.2.p, Aqcoe7G403100.4.p, Aqcoe7G403100.1.p, Aqcoe7G403100.3.p, Aqcoe7G354400.2.p, Aqcoe7G354400.3.p, Aqcoe7G354400.1.p, Aqcoe3G319800.2.p, Aqcoe3G319800.4.p, Aqcoe3G319800.5.p, Aqcoe3G319800.6.p, Aqcoe7G354400.4.p, Aqcoe3G319800.12.p, Aqcoe3G319800.8.p, Aqcoe3G319800.14.p, Aqcoe3G319800.13.p, Aqcoe3G319800.11.p, Aqcoe3G319800.7.p, Aqcoe3G319800.10.p, Aqcoe3G319800.1.p, Aqcoe3G319800.3.p, Aqcoe3G319800.9.p	Av_00013164-RA
OG0001005	Aqcoe7G036200.1.p	Av_00018553-RA, Av_00010461-RA, Av_00020805-RA, Av_00005481-RA, Av_00000046-RA, Av_00011438-RA
OG0001006	Aqcoe7G210900.1.p, Aqcoe7G210900.3.p, Aqcoe7G210900.2.p	Av_00018163-RA
OG0001007	Aqcoe7G038300.1.p, Aqcoe7G038300.2.p	Av_00008633-RA, Av_00014667-RA
OG0001008	Aqcoe7G023100.2.p, Aqcoe7G023100.3.p, Aqcoe7G023100.1.p, Aqcoe7G023100.4.p, Aqcoe5G440700.1.p	Av_00009429-RA, Av_00001643-RA, Av_00005499-RA, Av_00024428-RA
OG0001010	Aqcoe1G004400.2.p, Aqcoe1G004400.1.p	Av_00000674-RA
OG0001011	Aqcoe1G145600.4.p, Aqcoe1G145600.2.p, Aqcoe1G145600.1.p	Av_00016925-RA, Av_00004732-RA
OG0001012	Aqcoe1G400800.2.p, Aqcoe1G400800.3.p, Aqcoe1G400800.1.p	Av_00024005-RA
OG0001012	Aqcoe3G443600.1.p, Aqcoe3G443400.1.p, Aqcoe3G443400.2.p	Av_00004693-RA, Av_00014301-RA
OG0001013	Aqcoe1G418500.1.p	Av_00005687-RA, Av_00017258-RA, Av_00007350-RA, Av_00013299-RA
OG0001014	Aqcoe1G176500.1.p	Av_00019550-RA
OG0001015	Aqcoe1G140900.3.p, Aqcoe1G140900.1.p, Aqcoe1G140900.4.p, Aqcoe1G140900.2.p, Aqcoe1G140900.5.p, Aqcoe1G140900.6.p	Av_00018511-RA
OG0001017	Aqcoe1G240000.1.p	Av_00019890-RA, Av_00021018-RA, Av_00008453-RA, Av_00006191-RA, Av_00018418-RA, Av_00002355-RA
OG0001018	Aqcoe1G275500.2.p, Aqcoe1G275500.6.p, Aqcoe1G275500.1.p, Aqcoe1G275500.3.p	Av_00015933-RA, Av_00010771-RA, Av_00011955-RA, Av_00019832-RA, Av_00008557-RA, Av_00013101-RA
OG0001019	Aqcoe1G060600.2.p, Aqcoe1G060600.1.p, Aqcoe5G460600.1.p	Av_00011893-RA, Av_00004347-RA, Av_00008166-RA
OG0001020	Aqcoe5G346900.1.p	Av_00012248-RA, Av_00017328-RA, Av_00021452-RA, Av_00000885-RA
OG0001021	Aqcoe5G293900.1.p	Av_00014750-RA, Av_00002175-RA, Av_00009597-RA, Av_00001458-RA, Av_00009661-RA, Av_00002258-RA
OG0001022	Aqcoe3G399600.1.p	Av_00010780-RA, Av_00010788-RA, Av_00010782-RA, Av_00023576-RA
OG0001023	Aqcoe3G255300.1.p	Av_00014041-RA, Av_00004541-RA
OG0001023	Aqcoe3G255700.2.p, Aqcoe3G255700.1.p	Av_00004507-RA
OG0001024	Aqcoe3G369200.1.p, Aqcoe3G369200.2.p, Aqcoe3G369200.3.p	Av_00016982-RA, Av_00018956-RA, Av_00024199-RA, Av_00009152-RA, Av_00020057-RA
OG0001025	Aqcoe3G014700.1.p	Av_00012454-RA, Av_00009344-RA
OG0001026	Aqcoe3G078700.1.p, Aqcoe3G078700.3.p, Aqcoe3G078700.2.p	Av_00014795-RA
OG0001028	Aqcoe3G412100.2.p, Aqcoe3G412100.1.p	Av_00006243-RA, Av_00017583-RA, Av_00009558-RA
OG0001029	Aqcoe3G365400.1.p	Av_00016981-RA, Av_00015526-RA, Av_00005241-RA, Av_00002732-RA, Av_00011237-RA, Av_00000523-RA
OG0001030	Aqcoe3G231400.12.p, Aqcoe3G231400.11.p, Aqcoe3G231400.1.p, Aqcoe3G231400.2.p, Aqcoe3G231400.10.p, Aqcoe3G231400.9.p, Aqcoe3G231400.3.p, Aqcoe3G231400.4.p, Aqcoe3G231400.5.p, Aqcoe3G231400.6.p, Aqcoe3G231400.7.p, Aqcoe3G231400.8.p	Av_00018903-RA, Av_00009516-RA
OG0001037	Aqcoe2G432200.1.p, Aqcoe2G432200.2.p	Av_00000546-RA, Av_00014746-RA, Av_00020376-RA
OG0001038	Aqcoe2G103900.1.p, Aqcoe2G104000.4.p, Aqcoe2G104000.5.p, Aqcoe2G104000.3.p, Aqcoe2G104000.2.p, Aqcoe2G104000.1.p	Av_00005744-RA
OG0001038	Aqcoe1G083500.1.p, Aqcoe2G255800.1.p	Av_00013429-RA, Av_00016404-RA, Av_00012547-RA, Av_00002859-RA
OG0001039	Aqcoe2G167300.1.p	Av_00006225-RA
OG0001039	Aqcoe1G488100.3.p, Aqcoe1G488100.4.p, Aqcoe1G488100.2.p, Aqcoe2G318500.2.p, Aqcoe2G318500.1.p	Av_00012561-RA, Av_00002875-RA
OG0001040	Aqcoe3G322700.2.p, Aqcoe3G322700.1.p	Av_00007537-RA
OG0001040	Aqcoe1G414300.1.p, Aqcoe1G414300.2.p, Aqcoe2G089500.3.p, Aqcoe2G089500.1.p, Aqcoe2G089500.2.p	Av_00020083-RA
OG0001041	Aqcoe1G108800.1.p, Aqcoe2G222400.1.p, Aqcoe2G222400.2.p	Av_00019671-RA, Av_00013331-RA
OG0001042	Aqcoe1G464100.1.p, Aqcoe2G147900.1.p	Av_00024757-RA, Av_00007081-RA, Av_00003570-RA, Av_00008259-RA, Av_00002844-RA, Av_00012535-RA, Av_00018700-RA
OG0001043	Aqcoe5G395800.1.p, Aqcoe5G396000.1.p, Aqcoe4G060000.1.p	Av_00014933-RA, Av_00014932-RA, Av_00000477-RA, Av_00001933-RA, Av_00019245-RA
OG0001043	Aqcoe2G305200.2.p, Aqcoe2G305200.1.p	Av_00022612-RA
OG0001044	Aqcoe2G144500.1.p, Aqcoe1G140100.1.p	Av_00013643-RA, Av_00023396-RA, Av_00001161-RA
OG0001045	Aqcoe2G294100.3.p, Aqcoe2G294100.2.p, Aqcoe2G294100.1.p	Av_00006907-RA, Av_00006666-RA, Av_00016199-RA
OG0001046	Aqcoe2G093100.2.p, Aqcoe2G093100.1.p, Aqcoe1G419400.2.p	Av_00008442-RA, Av_00006177-RA
OG0001046	Aqcoe1G252300.2.p, Aqcoe1G252300.1.p	Av_00003649-RA, Av_00008710-RA, Av_00023120-RA
OG0001047	Aqcoe7G389600.1.p	Av_00004031-RA
OG0001047	Aqcoe2G146900.1.p	Av_00017836-RA
OG0001049	Aqcoe6G148400.1.p, Aqcoe6G148300.1.p, Aqcoe6G148700.1.p, Aqcoe6G149700.1.p, Aqcoe6G149500.1.p, Aqcoe6G149400.1.p	Av_00021069-RA, Av_00008515-RA
OG0001050	Aqcoe6G212100.2.p, Aqcoe6G212100.3.p, Aqcoe6G212100.1.p	Av_00018303-RA, Av_00011082-RA, Av_00000481-RA, Av_00001929-RA
OG0001051	Aqcoe1G389600.1.p, Aqcoe6G056100.2.p, Aqcoe6G056100.8.p, Aqcoe6G056100.12.p, Aqcoe6G056100.4.p, Aqcoe6G056100.11.p, Aqcoe6G056100.7.p, Aqcoe6G056100.16.p, Aqcoe6G056100.14.p, Aqcoe6G056100.1.p, Aqcoe6G056100.23.p, Aqcoe6G056100.20.p, Aqcoe6G056100.21.p, Aqcoe6G056100.22.p, Aqcoe6G056100.19.p, Aqcoe6G056100.15.p, Aqcoe6G056100.6.p, Aqcoe6G056100.10.p, Aqcoe6G056100.5.p, Aqcoe6G056100.13.p, Aqcoe6G056100.9.p, Aqcoe6G056100.3.p, Aqcoe6G056100.17.p, Aqcoe6G056100.18.p	Av_00011405-RA, Av_00008845-RA
OG0001052	Aqcoe6G005000.1.p, Aqcoe6G005200.1.p, Aqcoe6G005300.1.p	Av_00016125-RA
OG0001052	Aqcoe6G005100.1.p	Av_00006953-RA, Av_00011788-RA, Av_00001262-RA
OG0001054	Aqcoe6G079200.1.p, Aqcoe6G079300.1.p, Aqcoe6G079400.1.p	Av_00000363-RA, Av_00001842-RA
OG0001055	Aqcoe6G123100.1.p, Aqcoe6G123300.1.p, Aqcoe6G123400.1.p	Av_00011165-RA
OG0001056	Aqcoe3G423700.1.p	Av_00016226-RA
OG0001056	Aqcoe6G034700.1.p	Av_00008301-RA, Av_00013588-RA
OG0001057	Aqcoe5G163000.1.p, Aqcoe6G156300.1.p	Av_00003171-RA
OG0001058	Aqcoe6G076200.1.p	Av_00020738-RA
OG0001059	Aqcoe6G316900.1.p, Aqcoe3G313300.3.p, Aqcoe3G313300.1.p, Aqcoe3G313300.2.p, Aqcoe3G102800.5.p, Aqcoe3G102800.1.p, Aqcoe3G102800.2.p, Aqcoe3G102800.3.p, Aqcoe3G102800.4.p, Aqcoe3G102800.6.p	Av_00001732-RA
OG0001060	Aqcoe6G277400.1.p	Av_00020143-RA, Av_00016234-RA
OG0001063	Aqcoe5G341500.1.p, Aqcoe7G166300.1.p, Aqcoe7G178800.1.p, Aqcoe3G435700.1.p	Av_00012223-RA
OG0001064	Aqcoe7G172500.1.p	Av_00006806-RA, Av_00022499-RA, Av_00018136-RA
OG0001064	Aqcoe7G403200.1.p	Av_00004242-RA
