Orthogroup	B_vulgaris.proteins	G_max.proteins
OG0001079	Bevul.5G185700.1.p	GmISU01.17G093000.2.p, GmISU01.17G093000.1.p, GmISU01.05G023000.1.p
OG0001080	Bevul.5G084100.1.p	GmISU01.05G064200.1.p, GmISU01.17G140400.1.p, GmISU01.01G160400.15.p, GmISU01.01G160400.7.p, GmISU01.01G160400.12.p, GmISU01.01G160400.1.p, GmISU01.01G160400.17.p, GmISU01.01G160400.8.p, GmISU01.01G160400.16.p, GmISU01.01G160400.3.p, GmISU01.01G160400.5.p, GmISU01.01G160400.6.p, GmISU01.01G160400.11.p, GmISU01.01G160400.10.p, GmISU01.01G160400.2.p, GmISU01.01G160400.4.p, GmISU01.11G037300.7.p, GmISU01.11G037300.6.p, GmISU01.11G037300.5.p, GmISU01.11G037300.4.p, GmISU01.11G037300.2.p, GmISU01.11G037300.3.p
OG0001081	Bevul.4G049400.1.p	GmISU01.06G215300.1.p, GmISU01.12G121300.2.p, GmISU01.17G215300.1.p
OG0001083	Bevul.2G065900.1.p, Bevul.2G065900.2.p	GmISU01.13G039100.3.p, GmISU01.19G023000.1.p, GmISU01.13G039100.1.p, GmISU01.19G023000.3.p
OG0001083	Bevul.5G183400.1.p	GmISU01.06G179400.2.p, GmISU01.04G135400.1.p, GmISU01.04G135400.2.p, GmISU01.17G094400.3.p, GmISU01.17G094400.2.p, GmISU01.17G094400.1.p, GmISU01.05G021900.1.p
OG0001085	Bevul.6G240500.1.p, Bevul.9G002600.1.p, Bevul.9G009400.1.p, Bevul.9G009400.2.p, Bevul.9G002900.1.p, Bevul.9G041800.1.p, Bevul.9G041900.1.p, Bevul.9G026200.1.p	GmISU01.15G051900.1.p
OG0001085	Bevul.9G196200.1.p	GmISU01.16G057200.1.p, GmISU01.19G062000.1.p, GmISU01.16G057300.1.p, GmISU01.19G061900.1.p
OG0001086	Bevul.1G212200.1.p, Bevul.1G211900.1.p, Bevul.1G212100.1.p	GmISU01.16G129400.1.p, GmISU01.02G067600.1.p, GmISU01.16G129200.1.p, GmISU01.16G129300.1.p, GmISU01.02G067500.1.p, GmISU01.16G129100.1.p, GmISU01.10G181000.1.p
OG0001092	Bevul.2G243700.1.p	GmISU01.02G191300.1.p, GmISU01.14G160100.1.p, GmISU01.11G180000.1.p, GmISU01.18G057500.1.p
OG0001093	Bevul.6G226700.1.p	GmISU01.06G083200.3.p, GmISU01.06G083200.4.p, GmISU01.06G083200.2.p, GmISU01.06G083200.1.p, GmISU01.06G083200.5.p
OG0001094	Bevul.4G224600.1.p, Bevul.4G226800.1.p	GmISU01.15G125400.1.p, GmISU01.09G028200.1.p
OG0001095	Bevul.2G241500.1.p, Bevul.2G241400.1.p	GmISU01.06G139600.1.p, GmISU01.04G173300.1.p
OG0001095	Bevul.7G086400.1.p	GmISU01.19G170300.1.p, GmISU01.03G168400.1.p
OG0001096	Bevul.4G213300.1.p	GmISU01.09G204200.1.p, GmISU01.18G189900.1.p, GmISU01.10G138300.1.p
OG0001096	Bevul.8G211200.1.p	GmISU01.17G057600.1.p, GmISU01.13G069700.1.p
OG0001096	Bevul.4G240200.1.p	GmISU01.12G051400.2.p, GmISU01.12G051400.1.p, GmISU01.11G120700.1.p
OG0001097	Bevul.7G203000.1.p	GmISU01.15G034600.3.p, GmISU01.15G034600.1.p, GmISU01.15G034600.2.p, GmISU01.13G297100.1.p
OG0001097	Bevul.6G204600.1.p	GmISU01.03G049400.1.p, GmISU01.03G056000.1.p, GmISU01.18G136800.2.p, GmISU01.18G136800.1.p, GmISU01.07G117500.3.p, GmISU01.07G117500.2.p, GmISU01.03G063800.2.p, GmISU01.01G077600.2.p, GmISU01.03G063800.3.p, GmISU01.01G077600.1.p
OG0001098	Bevul.8G103900.1.p, Bevul.8G103800.1.p, Bevul.7G052900.1.p	GmISU01.04G149400.1.p
OG0001099	Bevul.3G232600.1.p	GmISU01.11G232400.3.p, GmISU01.10G086600.1.p, GmISU01.18G001800.2.p, GmISU01.18G001800.1.p
OG0001100	Bevul.6G131300.1.p	GmISU01.10G231600.1.p, GmISU01.10G231600.2.p, GmISU01.20G085100.1.p, GmISU01.20G085100.2.p
OG0001100	Bevul.2G175300.2.p, Bevul.2G175300.1.p, Bevul.2G175300.3.p	GmISU01.04G060100.2.p, GmISU01.04G060100.3.p, GmISU01.06G060500.1.p, GmISU01.04G060100.1.p
OG0001101	Bevul.7G075100.3.p, Bevul.7G075100.1.p, Bevul.7G075100.2.p, Bevul.3G222100.1.p, Bevul.3G222300.1.p	GmISU01.08G070400.1.p, GmISU01.15G046900.1.p, GmISU01.08G169700.1.p, GmISU01.08G169800.1.p, GmISU01.08G169800.4.p, GmISU01.08G169800.2.p, GmISU01.15G046800.1.p, GmISU01.08G070300.3.p, GmISU01.08G070300.1.p, GmISU01.08G070300.2.p, GmISU01.15G046700.1.p, GmISU01.08G169900.1.p, GmISU01.05G098300.1.p, GmISU01.18G237600.1.p, GmISU01.05G098200.1.p
OG0001102	Bevul.9G218800.1.p, Bevul.9G218900.2.p, Bevul.9G218900.1.p	GmISU01.15G058000.2.p, GmISU01.15G058000.1.p, GmISU01.13G218800.2.p, GmISU01.13G218800.1.p, GmISU01.07G155600.4.p, GmISU01.07G155600.1.p, GmISU01.07G155600.5.p, GmISU01.07G155600.3.p, GmISU01.07G155600.2.p, GmISU01.08G058350.1.p
OG0001102	Bevul.6G227300.1.p	GmISU01.01G158500.3.p, GmISU01.01G158500.1.p, GmISU01.11G039200.2.p, GmISU01.11G039200.1.p
OG0001106	Bevul.6G184500.1.p, Bevul.6G184600.1.p	GmISU01.19G012700.1.p, GmISU01.19G012800.1.p, GmISU01.19G012900.1.p, GmISU01.19G012600.1.p, GmISU01.02G181700.1.p
OG0001107	Bevul.7G162900.1.p, Bevul.7G162800.1.p	GmISU01.18G059800.1.p, GmISU01.07G041200.1.p, GmISU01.07G041300.1.p, GmISU01.16G011100.1.p
OG0001108	Bevul.9G064100.1.p	GmISU01.06G261400.1.p, GmISU01.12G088300.1.p, GmISU01.12G159800.1.p, GmISU01.13G270500.1.p, GmISU01.13G270500.2.p
OG0001109	Bevul.7G173800.1.p	GmISU01.13G307900.1.p, GmISU01.08G177700.1.p, GmISU01.07G007100.1.p, GmISU01.15G116400.1.p, GmISU01.15G116400.2.p, GmISU01.09G018600.1.p
OG0001110	Bevul.5G041000.1.p	GmISU01.11G025500.3.p, GmISU01.11G025500.1.p, GmISU01.01G172700.1.p, GmISU01.01G172700.2.p, GmISU01.05G049900.2.p, GmISU01.05G049900.3.p, GmISU01.17G126200.1.p, GmISU01.17G126200.2.p
OG0001111	Bevul.7G173500.1.p	GmISU01.15G024700.1.p, GmISU01.13G306900.1.p, GmISU01.07G006700.1.p, GmISU01.08G176900.2.p
OG0001111	Bevul.8G131600.1.p	GmISU01.06G047900.1.p, GmISU01.04G049100.1.p, GmISU01.17G195800.1.p, GmISU01.14G092700.1.p
OG0001113	Bevul.2G069200.1.p	GmISU01.18G207200.1.p, GmISU01.18G207200.2.p, GmISU01.08G223100.2.p, GmISU01.08G223100.1.p, GmISU01.13G037800.2.p, GmISU01.13G037800.1.p, GmISU01.19G024200.2.p, GmISU01.19G024200.1.p
OG0001114	Bevul.1G168300.1.p	GmISU01.18G172500.1.p, GmISU01.18G172500.14.p, GmISU01.18G172500.13.p, GmISU01.18G172500.9.p, GmISU01.18G172500.3.p, GmISU01.18G172500.6.p, GmISU01.18G172500.4.p, GmISU01.18G172500.11.p, GmISU01.18G172500.12.p, GmISU01.18G172500.8.p, GmISU01.18G172500.7.p, GmISU01.18G172500.10.p, GmISU01.18G172500.2.p, GmISU01.09G220800.1.p, GmISU01.09G220800.2.p, GmISU01.09G220800.3.p, GmISU01.03G014400.1.p, GmISU01.03G014400.2.p, GmISU01.07G070000.2.p, GmISU01.07G070000.1.p
OG0001115	Bevul.2G172200.2.p, Bevul.2G172200.1.p	GmISU01.17G185600.1.p, GmISU01.14G103300.1.p, GmISU01.06G058700.1.p, GmISU01.06G058700.2.p, GmISU01.04G058400.2.p, GmISU01.04G058400.1.p
OG0001116	Bevul.2G164000.2.p, Bevul.2G164000.3.p, Bevul.2G164000.1.p	GmISU01.06G075200.3.p, GmISU01.06G075200.2.p, GmISU01.06G075200.1.p, GmISU01.06G075200.4.p, GmISU01.06G075200.5.p, GmISU01.04G074100.6.p, GmISU01.04G074100.7.p, GmISU01.04G074100.8.p, GmISU01.04G074100.5.p, GmISU01.04G074100.2.p, GmISU01.14G119100.3.p, GmISU01.14G119100.5.p, GmISU01.14G119100.2.p, GmISU01.14G119100.4.p, GmISU01.17G167000.2.p, GmISU01.17G167000.3.p, GmISU01.17G167000.4.p, GmISU01.17G167000.5.p
OG0001117	Bevul.2G133500.7.p, Bevul.2G133500.2.p, Bevul.2G133500.3.p, Bevul.2G133500.6.p, Bevul.2G133500.5.p, Bevul.2G133500.4.p, Bevul.2G133500.1.p	GmISU01.14G113900.4.p, GmISU01.14G113900.1.p, GmISU01.14G113900.5.p, GmISU01.14G113900.2.p, GmISU01.14G113900.3.p, GmISU01.17G172200.4.p, GmISU01.17G172200.3.p, GmISU01.17G172200.2.p, GmISU01.17G172200.1.p, GmISU01.04G069300.1.p, GmISU01.04G069300.2.p, GmISU01.06G070200.1.p, GmISU01.06G070200.2.p
OG0001118	Bevul.9G054000.2.p, Bevul.9G054000.3.p, Bevul.9G054000.1.p, Bevul.9G054000.4.p	GmISU01.12G064800.1.p, GmISU01.12G064800.3.p, GmISU01.12G064800.5.p, GmISU01.12G064800.2.p, GmISU01.11G135500.2.p, GmISU01.12G140400.3.p, GmISU01.12G140400.1.p, GmISU01.12G140400.4.p, GmISU01.12G140400.9.p, GmISU01.12G140400.7.p, GmISU01.12G140400.8.p, GmISU01.12G140400.6.p, GmISU01.12G140400.5.p, GmISU01.12G140400.2.p, GmISU01.13G288100.1.p, GmISU01.13G288100.7.p, GmISU01.13G288100.13.p, GmISU01.13G288100.2.p, GmISU01.13G288100.4.p, GmISU01.13G288100.10.p, GmISU01.13G288100.11.p, GmISU01.13G288100.3.p
OG0001119	Bevul.2G109800.6.p, Bevul.2G109800.7.p, Bevul.2G109800.5.p, Bevul.2G109800.2.p, Bevul.2G109800.3.p, Bevul.2G109800.4.p, Bevul.2G109800.1.p	GmISU01.19G140700.1.p, GmISU01.19G140700.4.p, GmISU01.19G140700.5.p, GmISU01.19G140700.2.p, GmISU01.03G137600.2.p, GmISU01.03G137600.3.p, GmISU01.03G137600.4.p, GmISU01.19G140600.3.p, GmISU01.19G140600.1.p, GmISU01.19G140600.2.p, GmISU01.19G140600.4.p, GmISU01.03G137500.2.p, GmISU01.03G137500.1.p
OG0001122	Bevul.8G079600.1.p	GmISU01.09G076200.6.p, GmISU01.09G076200.8.p, GmISU01.09G076200.7.p, GmISU01.09G076200.3.p, GmISU01.09G076200.2.p, GmISU01.09G076200.1.p, GmISU01.09G076200.9.p, GmISU01.09G076200.4.p, GmISU01.09G076200.5.p, GmISU01.15G172600.1.p, GmISU01.15G172600.3.p, GmISU01.15G172600.2.p
OG0001123	Bevul.3G173700.1.p	GmISU01.11G138000.1.p, GmISU01.19G082500.1.p, GmISU01.16G037200.6.p, GmISU01.16G037200.2.p, GmISU01.16G037200.9.p, GmISU01.16G037200.8.p, GmISU01.16G125900.1.p, GmISU01.02G065100.1.p, GmISU01.01G164300.1.p, GmISU01.05G060400.1.p, GmISU01.17G136000.1.p
OG0001124	Bevul.8G165700.1.p	GmISU01.13G135800.1.p, GmISU01.17G098500.1.p, GmISU01.09G078000.1.p, GmISU01.09G078000.6.p, GmISU01.09G078000.2.p, GmISU01.09G078000.5.p, GmISU01.09G078000.4.p, GmISU01.09G078000.3.p
OG0001124	Bevul.2G174100.1.p	GmISU01.14G104400.1.p, GmISU01.04G059900.1.p, GmISU01.04G059900.3.p, GmISU01.04G059900.2.p
OG0001125	Bevul.2G063300.1.p, Bevul.2G063300.2.p	GmISU01.18G204700.1.p, GmISU01.09G193300.1.p
OG0001125	Bevul.3G042800.1.p	GmISU01.13G021800.1.p, GmISU01.14G135300.1.p, GmISU01.14G135300.2.p, GmISU01.06G114800.2.p, GmISU01.06G114800.3.p
OG0001126	Bevul.1G071500.1.p, Bevul.1G071700.1.p, Bevul.1G071600.1.p, Bevul.1G071800.1.p	GmISU01.20G130500.1.p, GmISU01.10G187000.1.p, GmISU01.16G138400.1.p
OG0001129	Bevul.6G211100.1.p	GmISU01.19G057300.2.p, GmISU01.19G057300.3.p, GmISU01.19G057300.1.p, GmISU01.19G066100.3.p, GmISU01.19G066100.1.p, GmISU01.19G066100.4.p, GmISU01.19G066100.2.p, GmISU01.19G066100.5.p, GmISU01.16G053800.4.p, GmISU01.16G053800.2.p, GmISU01.16G053800.1.p, GmISU01.16G053800.3.p, GmISU01.16G053800.5.p
OG0001130	Bevul.6G172400.1.p	GmISU01.08G121200.1.p
OG0001130	Bevul.7G141400.1.p	GmISU01.05G039900.1.p, GmISU01.17G115900.1.p
OG0001130	Bevul.6G184200.1.p	GmISU01.02G026200.1.p, GmISU01.01G033800.1.p
OG0001130	Bevul.5G205400.1.p	GmISU01.05G030500.1.p, GmISU01.17G085500.1.p, GmISU01.06G169800.1.p, GmISU01.04G144500.1.p
OG0001131	Bevul.2G200700.1.p	GmISU01.18G214900.1.p, GmISU01.08G229200.1.p, GmISU01.13G032600.1.p
OG0001131	Bevul.5G173500.1.p	GmISU01.01G053900.1.p, GmISU01.02G107200.1.p
OG0001132	Bevul.2G213900.1.p	GmISU01.18G237500.1.p, GmISU01.08G326500.1.p, GmISU01.13G025700.1.p, GmISU01.19G039400.1.p
OG0001132	Bevul.6G128500.1.p	GmISU01.10G233000.1.p, GmISU01.20G083600.1.p
OG0001133	Bevul.2G078700.1.p	GmISU01.14G178500.1.p, GmISU01.02G207100.1.p, GmISU01.18G038100.2.p, GmISU01.11G196300.2.p
OG0001133	Bevul.6G144900.1.p	GmISU01.16G124300.1.p, GmISU01.16G124300.2.p, GmISU01.02G063400.1.p, GmISU01.08G039700.1.p, GmISU01.05G201900.1.p
OG0001134	Bevul.6G239700.1.p	GmISU01.02G017300.4.p, GmISU01.02G017300.2.p, GmISU01.02G017300.3.p, GmISU01.02G017300.1.p, GmISU01.01G041000.2.p, GmISU01.01G041000.1.p, GmISU01.01G041000.3.p, GmISU01.08G266900.1.p, GmISU01.18G101900.1.p
OG0001135	Bevul.9G017000.3.p, Bevul.9G017000.2.p, Bevul.9G017000.5.p, Bevul.9G017000.4.p, Bevul.9G017000.6.p, Bevul.9G017000.1.p	GmISU01.12G027300.2.p, GmISU01.12G027300.3.p, GmISU01.12G027300.1.p, GmISU01.11G096300.5.p, GmISU01.11G096300.4.p, GmISU01.11G096300.2.p, GmISU01.11G096300.3.p, GmISU01.20G004000.1.p, GmISU01.20G004000.2.p, GmISU01.09G235200.8.p, GmISU01.09G235200.7.p, GmISU01.09G235200.1.p
OG0001136	Bevul.8G100300.1.p	GmISU01.09G134100.2.p, GmISU01.09G134100.1.p, GmISU01.07G096800.6.p, GmISU01.07G096800.5.p, GmISU01.09G134000.1.p, GmISU01.09G134000.4.p, GmISU01.07G096900.1.p
OG0001141	Bevul.6G038400.1.p, Bevul.2G174800.1.p	GmISU01.10G091800.1.p, GmISU01.10G092000.1.p, GmISU01.10G092100.1.p
OG0001142	Bevul.4G159200.1.p	GmISU01.08G308900.1.p, GmISU01.18G122000.1.p, GmISU01.03G194600.1.p, GmISU01.10G122100.1.p, GmISU01.20G193550.1.p
OG0001143	Bevul.7G136800.1.p	GmISU01.03G068200.1.p, GmISU01.16G074300.1.p
OG0001143	Bevul.7G136900.1.p	GmISU01.08G307900.1.p, GmISU01.18G120600.1.p
OG0001144	Bevul.7G187900.1.p	GmISU01.11G178000.1.p, GmISU01.11G178000.4.p, GmISU01.11G178000.2.p, GmISU01.11G177600.2.p, GmISU01.11G177600.1.p, GmISU01.11G177600.3.p, GmISU01.11G177600.4.p, GmISU01.02G191800.1.p, GmISU01.14G160600.3.p, GmISU01.14G160600.1.p, GmISU01.14G160600.5.p, GmISU01.14G160600.2.p
OG0001145	Bevul.5G162200.1.p	GmISU01.08G007700.1.p, GmISU01.05G170500.1.p, GmISU01.05G170500.2.p
OG0001145	Bevul.4G145600.1.p	GmISU01.20G188700.1.p, GmISU01.10G126700.1.p, GmISU01.03G200200.1.p, GmISU01.19G201000.1.p
OG0001146	Bevul.5G111400.1.p, Bevul.5G111500.1.p	GmISU01.01G080000.1.p, GmISU01.03G052100.1.p, GmISU01.18G140600.1.p, GmISU01.01G080100.1.p, GmISU01.03G052400.1.p
OG0001146	Bevul.3G112100.1.p	GmISU01.18G140900.4.p, GmISU01.18G140900.7.p, GmISU01.18G140900.5.p, GmISU01.18G140900.6.p, GmISU01.18G140900.3.p, GmISU01.18G140900.1.p, GmISU01.18G140900.2.p
OG0001147	Bevul.7G029700.1.p, Bevul.7G029600.2.p, Bevul.7G029600.1.p	GmISU01.03G154700.2.p, GmISU01.03G154700.1.p, GmISU01.10G063500.1.p
OG0001147	Bevul.7G029500.1.p	GmISU01.03G154800.1.p, GmISU01.19G157100.1.p
OG0001148	Bevul.2G144100.1.p, Bevul.2G144100.2.p	GmISU01.19G000700.1.p
OG0001148	Bevul.6G049100.1.p	GmISU01.20G020700.1.p, GmISU01.20G020700.3.p, GmISU01.07G190900.1.p
OG0001149	Bevul.3G025000.1.p	GmISU01.06G126000.1.p, GmISU01.04G185700.2.p, GmISU01.04G185700.1.p, GmISU01.06G126100.1.p, GmISU01.04G185600.1.p
OG0001149	Bevul.4G115300.1.p	GmISU01.19G095000.2.p, GmISU01.19G094900.1.p, GmISU01.03G089200.1.p, GmISU01.03G089300.2.p, GmISU01.03G089300.1.p
OG0001150	Bevul.3G211000.1.p	GmISU01.02G142000.1.p
OG0001151	Bevul.7G125200.1.p	GmISU01.18G120400.1.p, GmISU01.03G061400.1.p
OG0001151	Bevul.3G031000.1.p	GmISU01.06G121800.1.p, GmISU01.04G190100.1.p
OG0001152	Bevul.7G039100.1.p	GmISU01.03G150300.3.p, GmISU01.03G150300.1.p, GmISU01.19G153600.2.p, GmISU01.19G153600.1.p, GmISU01.10G058500.1.p, GmISU01.13G121100.1.p, GmISU01.13G121100.2.p, GmISU01.13G121100.3.p, GmISU01.10G058500.2.p
OG0001153	Bevul.3G121100.1.p	GmISU01.09G122800.15.p, GmISU01.09G122800.14.p, GmISU01.16G176000.4.p, GmISU01.16G176000.1.p, GmISU01.09G122800.11.p, GmISU01.09G122800.10.p, GmISU01.09G122800.8.p, GmISU01.09G122800.12.p, GmISU01.09G122800.9.p, GmISU01.09G122800.13.p, GmISU01.09G122800.6.p, GmISU01.09G122800.5.p, GmISU01.09G122800.7.p
OG0001154	Bevul.3G171600.1.p	GmISU01.16G038300.3.p, GmISU01.16G038300.2.p, GmISU01.16G038300.1.p, GmISU01.19G081400.1.p, GmISU01.19G081400.2.p, GmISU01.02G064300.2.p, GmISU01.02G064300.3.p, GmISU01.02G064300.1.p, GmISU01.16G125000.4.p, GmISU01.16G125000.5.p, GmISU01.16G125000.2.p, GmISU01.16G125000.11.p, GmISU01.16G125000.1.p
OG0001155	Bevul.6G016800.1.p	GmISU01.01G156700.1.p, GmISU01.01G156700.2.p, GmISU01.01G156700.3.p, GmISU01.01G156700.4.p, GmISU01.11G041000.4.p, GmISU01.17G144800.1.p, GmISU01.05G088200.1.p
OG0001155	Bevul.1G010900.1.p	GmISU01.06G044000.1.p, GmISU01.04G044600.1.p, GmISU01.14G086000.1.p, GmISU01.17G201800.1.p
OG0001156	Bevul.6G008500.1.p	GmISU01.01G151500.1.p, GmISU01.18G144000.1.p
OG0001156	Bevul.9G231500.1.p, Bevul.9G231500.2.p	GmISU01.20G097300.6.p, GmISU01.20G097300.5.p, GmISU01.20G097300.4.p, GmISU01.20G097300.3.p, GmISU01.10G221000.1.p, GmISU01.10G221000.2.p, GmISU01.10G221000.3.p
OG0001157	Bevul.6G011300.1.p	GmISU01.11G044700.1.p, GmISU01.01G153100.1.p, GmISU01.05G084800.1.p, GmISU01.17G149300.1.p
OG0001157	Bevul.6G012400.1.p	GmISU01.17G148000.1.p
OG0001158	Bevul.6G004600.1.p	GmISU01.05G077200.4.p, GmISU01.05G077200.7.p, GmISU01.05G077200.6.p, GmISU01.05G077200.1.p, GmISU01.05G077200.3.p, GmISU01.17G154800.7.p, GmISU01.17G154800.4.p, GmISU01.17G154800.3.p, GmISU01.17G154800.6.p, GmISU01.11G048600.2.p, GmISU01.11G048600.1.p, GmISU01.11G048600.3.p, GmISU01.01G149300.2.p, GmISU01.01G149300.4.p, GmISU01.01G149300.3.p
OG0001159	Bevul.4G185000.1.p	GmISU01.06G145500.1.p, GmISU01.04G167800.1.p
OG0001159	Bevul.6G150600.1.p	GmISU01.08G173100.1.p, GmISU01.15G043500.1.p
OG0001160	Bevul.1G039900.1.p, Bevul.1G040300.1.p	GmISU01.01G190100.1.p, GmISU01.11G013400.1.p
OG0001160	Bevul.6G219600.1.p	GmISU01.02G038900.1.p
OG0001162	Bevul.6G075700.1.p	GmISU01.01G120800.2.p, GmISU01.01G120800.1.p, GmISU01.11G079600.1.p, GmISU01.11G079600.2.p, GmISU01.16G093700.2.p, GmISU01.16G093700.1.p, GmISU01.09G157600.1.p, GmISU01.09G157600.2.p
OG0001163	Bevul.9G235000.1.p, Bevul.9G234900.1.p	GmISU01.20G096100.1.p
OG0001163	Bevul.1G003900.1.p	GmISU01.14G080900.1.p
OG0001163	Bevul.1G004000.1.p	GmISU01.06G038700.1.p, GmISU01.04G039200.1.p
OG0001164	Bevul.2G131600.2.p, Bevul.2G131600.1.p, Bevul.2G131600.3.p	GmISU01.05G137400.9.p, GmISU01.05G137400.7.p, GmISU01.05G137400.8.p, GmISU01.05G137400.2.p, GmISU01.05G137400.3.p, GmISU01.05G137400.5.p, GmISU01.05G137400.4.p, GmISU01.05G137400.6.p, GmISU01.05G137400.1.p, GmISU01.08G111900.1.p, GmISU01.08G111900.3.p, GmISU01.08G111900.4.p, GmISU01.08G111900.2.p, GmISU01.08G111900.5.p
OG0001165	Bevul.1G017400.1.p	GmISU01.14G181900.3.p, GmISU01.14G181900.2.p, GmISU01.14G181900.4.p, GmISU01.14G181900.1.p, GmISU01.14G181900.5.p, GmISU01.17G223500.2.p, GmISU01.17G223500.3.p, GmISU01.17G223500.4.p, GmISU01.17G223500.1.p, GmISU01.06G022400.5.p, GmISU01.06G022400.3.p, GmISU01.06G022400.2.p, GmISU01.06G022400.4.p, GmISU01.04G024500.5.p, GmISU01.04G024500.3.p, GmISU01.04G024500.2.p
OG0001166	Bevul.8G043500.1.p	GmISU01.09G184300.1.p
OG0001166	Bevul.9G001400.1.p	GmISU01.18G076000.1.p, GmISU01.08G288400.1.p, GmISU01.08G287900.1.p, GmISU01.18G076800.1.p, GmISU01.18G075200.1.p, GmISU01.18G075000.1.p, GmISU01.08G288200.1.p
OG0001167	Bevul.7G233400.1.p, Bevul.4G132700.1.p	GmISU01.13G309100.1.p, GmISU01.13G309100.2.p, GmISU01.15G022900.1.p, GmISU01.07G009000.1.p, GmISU01.08G179800.1.p
OG0001169	Bevul.6G035800.1.p, Bevul.6G035700.1.p	GmISU01.01G122800.2.p, GmISU01.11G077200.1.p, GmISU01.11G077200.2.p, GmISU01.11G077200.3.p, GmISU01.01G122800.1.p, GmISU01.01G122800.3.p
OG0001170	Bevul.9G171300.1.p, Bevul.9G171300.4.p, Bevul.9G171300.3.p, Bevul.9G171300.2.p	GmISU01.12G039400.2.p, GmISU01.12G039400.3.p, GmISU01.12G039400.1.p, GmISU01.12G039400.4.p, GmISU01.11G108700.1.p, GmISU01.11G108700.3.p
OG0001171	Bevul.2G068000.5.p, Bevul.2G068000.2.p, Bevul.2G068000.11.p, Bevul.2G068000.12.p, Bevul.2G068000.1.p, Bevul.2G068000.4.p, Bevul.2G068000.13.p, Bevul.2G068000.10.p, Bevul.2G068000.6.p, Bevul.2G068000.9.p, Bevul.2G068000.8.p, Bevul.2G068000.16.p, Bevul.2G068000.7.p, Bevul.2G068000.15.p, Bevul.2G068000.3.p, Bevul.2G068000.14.p, Bevul.9G123900.1.p	GmISU01.02G268800.2.p, GmISU01.02G268800.1.p, GmISU01.02G268800.3.p, GmISU01.14G002100.1.p, GmISU01.14G002100.2.p
OG0001172	Bevul.9G029200.1.p	GmISU01.18G072400.2.p, GmISU01.18G072400.1.p, GmISU01.08G290300.1.p, GmISU01.08G290300.2.p, GmISU01.14G015800.3.p, GmISU01.14G015800.2.p, GmISU01.14G015800.1.p, GmISU01.02G256000.1.p, GmISU01.14G006600.1.p, GmISU01.02G264800.1.p
OG0001173	Bevul.8G058600.1.p	GmISU01.15G098300.1.p, GmISU01.13G174100.1.p
OG0001173	Bevul.4G038900.1.p	GmISU01.07G221000.2.p, GmISU01.01G088300.3.p, GmISU01.01G088300.4.p, GmISU01.01G088300.1.p, GmISU01.18G087500.1.p, GmISU01.08G279000.1.p, GmISU01.08G279000.2.p
OG0001174	Bevul.8G016100.1.p	GmISU01.13G199300.2.p, GmISU01.13G199300.1.p, GmISU01.13G199300.3.p, GmISU01.15G075000.1.p
OG0001174	Bevul.8G016000.1.p	GmISU01.15G074900.2.p, GmISU01.15G074900.1.p, GmISU01.13G199400.1.p, GmISU01.07G173000.1.p, GmISU01.13G143600.2.p, GmISU01.13G143600.1.p
OG0001175	Bevul.1G037400.1.p	GmISU01.01G006000.3.p, GmISU01.01G006000.1.p, GmISU01.01G006000.4.p, GmISU01.07G110300.3.p, GmISU01.07G110300.4.p, GmISU01.07G110300.2.p, GmISU01.07G110300.1.p, GmISU01.07G110300.5.p, GmISU01.01G006000.2.p, GmISU01.01G006000.5.p
OG0001176	Bevul.8G046100.1.p	GmISU01.17G008000.1.p, GmISU01.07G226800.1.p, GmISU01.15G104700.2.p, GmISU01.15G104700.1.p, GmISU01.09G008000.1.p, GmISU01.09G008000.2.p
OG0001176	Bevul.4G020300.1.p, Bevul.4G021100.1.p	GmISU01.02G253200.4.p, GmISU01.02G253200.2.p, GmISU01.18G078100.1.p
OG0001177	Bevul.5G036500.1.p	GmISU01.09G101800.1.p, GmISU01.09G101800.3.p, GmISU01.09G101800.2.p, GmISU01.16G148000.3.p, GmISU01.16G148000.1.p, GmISU01.16G148000.2.p, GmISU01.20G127000.2.p, GmISU01.20G127000.3.p, GmISU01.20G127000.1.p
OG0001178	Bevul.7G142100.1.p	GmISU01.04G153200.1.p
OG0001178	Bevul.5G078000.1.p	GmISU01.08G281500.1.p, GmISU01.18G083600.1.p, GmISU01.18G083600.3.p, GmISU01.18G083600.2.p, GmISU01.02G250200.3.p, GmISU01.14G022300.3.p, GmISU01.02G250200.4.p, GmISU01.02G250200.2.p, GmISU01.02G250200.1.p, GmISU01.14G022300.5.p, GmISU01.14G022300.1.p, GmISU01.14G022300.6.p, GmISU01.14G022300.7.p, GmISU01.14G022300.2.p, GmISU01.14G022300.4.p, GmISU01.14G022300.8.p
OG0001179	Bevul.7G171500.1.p	GmISU01.16G004400.1.p, GmISU01.16G004400.2.p, GmISU01.07G033600.2.p, GmISU01.07G033600.1.p
OG0001179	Bevul.8G134700.1.p	GmISU01.13G080600.1.p, GmISU01.17G046700.1.p, GmISU01.13G080600.2.p, GmISU01.17G046700.2.p, GmISU01.17G046700.4.p, GmISU01.17G046700.3.p, GmISU01.15G157500.1.p, GmISU01.09G061700.1.p
OG0001180	Bevul.4G060200.1.p	GmISU01.13G240600.1.p, GmISU01.12G188100.1.p
OG0001180	Bevul.6G144700.1.p	GmISU01.02G063300.1.p, GmISU01.16G124200.1.p, GmISU01.05G202100.1.p, GmISU01.08G039900.1.p
