Orthogroup	B_vulgaris.proteins	A_coerulea.proteins
OG0000842	Bevul.7G008200.5.p, Bevul.7G008200.2.p, Bevul.7G008200.3.p, Bevul.7G008200.4.p, Bevul.7G008200.6.p, Bevul.7G008200.1.p, Bevul.7G008200.8.p, Bevul.7G008200.7.p	Aqcoe2G076500.5.p, Aqcoe2G076500.2.p, Aqcoe2G076500.1.p, Aqcoe2G076500.4.p, Aqcoe2G076500.3.p, Aqcoe2G076500.7.p, Aqcoe2G076500.6.p
OG0000843	Bevul.1G104300.1.p, Bevul.1G104400.1.p, Bevul.1G104500.1.p	Aqcoe3G164900.1.p
OG0000843	Bevul.1G104100.1.p	Aqcoe6G080600.1.p, Aqcoe6G080700.1.p
OG0000844	Bevul.6G058800.1.p	Aqcoe6G153300.2.p, Aqcoe6G153300.1.p
OG0000845	Bevul.6G222400.1.p	Aqcoe5G127300.1.p
OG0000845	Bevul.9G130100.3.p, Bevul.9G130100.1.p, Bevul.9G130100.2.p	Aqcoe6G227000.1.p
OG0000847	Bevul.1G023900.1.p, Bevul.9G138900.3.p, Bevul.9G138900.1.p, Bevul.9G138900.2.p	Aqcoe6G211700.1.p
OG0000848	Bevul.6G091800.1.p	Aqcoe5G202600.2.p, Aqcoe5G202600.3.p, Aqcoe5G202600.1.p, Aqcoe4G015000.1.p, Aqcoe6G105300.1.p, Aqcoe6G105300.2.p
OG0000849	Bevul.5G148700.1.p	Aqcoe6G252200.1.p
OG0000849	Bevul.5G001800.1.p	Aqcoe7G034400.1.p, Aqcoe7G034400.2.p
OG0000850	Bevul.6G065700.1.p, Bevul.6G065600.1.p	Aqcoe6G096900.1.p, Aqcoe5G173000.1.p
OG0000850	Bevul.6G065500.1.p	Aqcoe5G173100.1.p
OG0000851	Bevul.5G091300.1.p	Aqcoe3G223800.2.p, Aqcoe3G223800.1.p, Aqcoe3G223800.3.p
OG0000851	Bevul.1G108300.1.p, Bevul.4G151300.1.p	Aqcoe6G075100.1.p
OG0000852	Bevul.3G018200.1.p	Aqcoe4G002400.3.p, Aqcoe4G002400.7.p, Aqcoe4G002400.4.p, Aqcoe4G002400.2.p, Aqcoe4G002400.5.p, Aqcoe4G002400.6.p, Aqcoe4G002400.1.p, Aqcoe5G147700.4.p, Aqcoe5G147700.1.p, Aqcoe5G147700.2.p, Aqcoe5G147700.3.p, Aqcoe4G002400.8.p, Aqcoe5G147700.5.p, Aqcoe4G046400.1.p
OG0000853	Bevul.7G192200.1.p	Aqcoe1G425900.2.p, Aqcoe1G425900.1.p, Aqcoe1G426000.2.p, Aqcoe1G426000.1.p
OG0000853	Bevul.8G063300.1.p	Aqcoe4G268800.1.p, Aqcoe4G268800.2.p
OG0000854	Bevul.8G053600.1.p	Aqcoe1G232100.1.p, Aqcoe1G232100.2.p
OG0000855	Bevul.4G048800.1.p, Bevul.8G063400.1.p	Aqcoe4G268900.1.p, Aqcoe4G268900.2.p
OG0000856	Bevul.8G208400.1.p, Bevul.7G151800.1.p	Aqcoe7G290200.1.p, Aqcoe7G290200.2.p, Aqcoe7G290200.3.p
OG0000857	Bevul.2G172800.1.p	Aqcoe7G369600.2.p, Aqcoe7G369600.1.p
OG0000858	Bevul.8G191900.1.p	Aqcoe7G404700.1.p, Aqcoe7G404700.2.p, Aqcoe7G404700.3.p
OG0000859	Bevul.9G193300.1.p	Aqcoe7G388100.2.p, Aqcoe7G388100.1.p, Aqcoe1G164700.1.p
OG0000859	Bevul.8G176500.1.p, Bevul.2G179600.2.p, Bevul.2G179600.3.p, Bevul.2G179600.1.p	Aqcoe1G164800.1.p
OG0000860	Bevul.2G131800.3.p, Bevul.2G131800.1.p, Bevul.2G131800.2.p, Bevul.2G131800.4.p, Bevul.2G131800.5.p	Aqcoe7G222300.4.p, Aqcoe7G222300.10.p, Aqcoe7G222300.6.p, Aqcoe7G222300.7.p, Aqcoe7G222300.12.p, Aqcoe7G222300.5.p, Aqcoe7G222300.8.p, Aqcoe7G222300.13.p, Aqcoe7G222300.3.p, Aqcoe7G222300.9.p, Aqcoe7G222300.11.p, Aqcoe7G222300.2.p, Aqcoe7G222300.1.p
OG0000861	Bevul.5G019300.1.p, Bevul.3G043200.1.p, Bevul.1G188800.1.p	Aqcoe7G014800.1.p
OG0000862	Bevul.2G228500.2.p, Bevul.2G228500.4.p, Bevul.2G228500.5.p, Bevul.2G228500.6.p, Bevul.2G228500.3.p, Bevul.2G228500.1.p	Aqcoe7G377300.2.p, Aqcoe7G377300.1.p, Aqcoe7G377300.3.p, Aqcoe5G375500.1.p
OG0000863	Bevul.2G225600.4.p, Bevul.2G225600.3.p, Bevul.2G225600.5.p, Bevul.2G225600.2.p, Bevul.2G225600.1.p	Aqcoe1G095700.2.p, Aqcoe1G095700.3.p, Aqcoe1G095700.1.p, Aqcoe1G095800.1.p
OG0000864	Bevul.9G032200.1.p, Bevul.9G032200.2.p	Aqcoe1G387800.1.p, Aqcoe1G387800.2.p
OG0000865	Bevul.9G015400.6.p, Bevul.9G015400.7.p, Bevul.9G015400.8.p, Bevul.9G015400.3.p, Bevul.9G015400.5.p, Bevul.9G015400.1.p, Bevul.9G015400.2.p, Bevul.9G015400.4.p	Aqcoe1G185500.2.p, Aqcoe1G185500.3.p, Aqcoe1G185500.1.p
OG0000866	Bevul.5G042300.1.p, Bevul.5G117900.1.p	Aqcoe1G353700.2.p, Aqcoe1G353700.1.p
OG0000867	Bevul.6G216500.1.p	Aqcoe5G326100.3.p, Aqcoe5G326100.1.p, Aqcoe5G326100.2.p, Aqcoe5G326100.4.p
OG0000867	Bevul.7G085600.1.p, Bevul.7G085600.2.p	Aqcoe5G075100.1.p
OG0000868	Bevul.9G140800.4.p, Bevul.9G140800.3.p, Bevul.9G140800.1.p, Bevul.9G140800.2.p, Bevul.4G123100.1.p	Aqcoe5G303000.2.p, Aqcoe5G303000.1.p, Aqcoe5G303000.3.p, Aqcoe5G303000.4.p
OG0000869	Bevul.4G215800.1.p	Aqcoe3G437600.1.p
OG0000869	Bevul.3G117900.1.p	Aqcoe3G008400.1.p
OG0000870	Bevul.2G063000.3.p, Bevul.2G063000.4.p, Bevul.2G063000.2.p, Bevul.2G063000.1.p, Bevul.5G187000.1.p	Aqcoe3G342600.1.p
OG0000872	Bevul.6G108400.1.p, Bevul.2G199200.1.p, Bevul.2G199200.2.p, Bevul.5G172000.1.p	Aqcoe3G378300.1.p, Aqcoe3G068000.2.p, Aqcoe3G068000.1.p
OG0000878	Bevul.4G222900.1.p	Aqcoe2G042200.1.p, Aqcoe1G043100.1.p
OG0000878	Bevul.1G112400.1.p	Aqcoe7G258000.3.p, Aqcoe7G258000.1.p, Aqcoe7G258000.2.p
OG0000879	Bevul.7G220700.1.p, Bevul.1G024300.1.p	Aqcoe2G169100.1.p
OG0000880	Bevul.3G086900.1.p	Aqcoe2G326700.1.p, Aqcoe2G329900.1.p, Aqcoe1G484700.1.p, Aqcoe1G488700.1.p, Aqcoe1G474300.1.p, Aqcoe1G488900.1.p
OG0000880	Bevul.1G204000.1.p	Aqcoe4G257800.1.p
OG0000881	Bevul.2G105800.1.p	Aqcoe1G475900.1.p
OG0000882	Bevul.5G136400.1.p	Aqcoe2G429100.2.p, Aqcoe2G429100.1.p
OG0000883	Bevul.7G015900.1.p	Aqcoe2G428000.1.p
OG0000884	Bevul.9G146800.3.p, Bevul.9G146800.2.p, Bevul.9G146800.1.p	Aqcoe2G162900.1.p
OG0000884	Bevul.5G049000.1.p, Bevul.1G146600.1.p	Aqcoe3G258500.1.p, Aqcoe3G258500.2.p
OG0000885	Bevul.2G130600.1.p	Aqcoe7G320700.1.p
OG0000885	Bevul.4G133500.1.p, Bevul.4G133600.1.p	Aqcoe2G301200.1.p
OG0000886	Bevul.3G185500.1.p	Aqcoe6G120800.2.p, Aqcoe6G120800.1.p, Aqcoe5G190500.2.p, Aqcoe5G190500.1.p, Aqcoe5G190500.4.p, Aqcoe5G190500.3.p
OG0000887	Bevul.3G037700.1.p	Aqcoe7G008700.3.p, Aqcoe7G008700.1.p, Aqcoe7G008700.2.p
OG0000887	Bevul.1G093300.1.p	Aqcoe6G002600.1.p, Aqcoe6G002600.2.p
OG0000888	Bevul.9G181500.2.p, Bevul.9G181500.1.p, Bevul.9G181200.1.p, Bevul.9G181100.1.p, Bevul.9G181400.1.p	Aqcoe5G230300.1.p, Aqcoe6G096500.1.p
OG0000888	Bevul.2G148600.1.p	Aqcoe7G133500.1.p, Aqcoe4G064900.1.p, Aqcoe4G063400.1.p
OG0000889	Bevul.4G045800.1.p, Bevul.8G068100.1.p	Aqcoe4G248800.1.p, Aqcoe4G248800.6.p, Aqcoe4G248800.5.p, Aqcoe4G248800.4.p, Aqcoe4G248800.3.p, Aqcoe4G248800.2.p, Aqcoe4G249000.1.p, Aqcoe6G017900.1.p
OG0000890	Bevul.9G092100.1.p	Aqcoe4G042700.4.p, Aqcoe4G042700.1.p, Aqcoe4G042700.2.p, Aqcoe4G042700.3.p
OG0000891	Bevul.4G062200.1.p, Bevul.8G026100.1.p	Aqcoe1G263200.1.p, Aqcoe1G263200.2.p, Aqcoe4G100500.1.p
OG0000893	Bevul.1G191900.1.p, Bevul.5G016000.1.p, Bevul.3G038100.1.p	Aqcoe5G460000.1.p, Aqcoe7G009500.1.p
OG0000894	Bevul.9G192700.1.p	Aqcoe7G232500.1.p
OG0000894	Bevul.8G174500.1.p	Aqcoe7G385800.3.p, Aqcoe7G385800.1.p, Aqcoe7G385800.2.p
OG0000895	Bevul.5G022400.1.p, Bevul.7G066000.1.p, Bevul.3G045300.1.p, Bevul.3G045100.1.p, Bevul.3G045000.1.p	Aqcoe7G022300.1.p, Aqcoe7G022300.2.p, Aqcoe7G022400.1.p, Aqcoe7G022500.2.p, Aqcoe7G022500.3.p, Aqcoe7G022500.1.p
OG0000896	Bevul.1G180100.1.p, Bevul.5G028900.1.p	Aqcoe7G027800.1.p
OG0000897	Bevul.8G144500.1.p, Bevul.7G166900.1.p	Aqcoe7G108800.1.p
OG0000898	Bevul.1G194400.1.p, Bevul.3G033800.1.p	Aqcoe7G005400.1.p
OG0000899	Bevul.1G001300.1.p	Aqcoe5G148000.1.p, Aqcoe5G148000.2.p
OG0000899	Bevul.1G181800.1.p	Aqcoe7G024400.1.p
OG0000900	Bevul.1G146700.1.p, Bevul.8G039700.1.p	Aqcoe7G345000.1.p, Aqcoe3G258000.1.p, Aqcoe3G258000.2.p
OG0000901	Bevul.9G204400.3.p, Bevul.9G204400.4.p, Bevul.9G204400.1.p, Bevul.9G204400.2.p, Bevul.8G191800.1.p	Aqcoe7G180700.2.p, Aqcoe7G180700.4.p, Aqcoe7G180700.3.p, Aqcoe7G180700.1.p, Aqcoe7G180700.5.p
OG0000902	Bevul.8G055700.1.p	Aqcoe1G238800.1.p, Aqcoe1G238900.1.p, Aqcoe1G238700.1.p
OG0000903	Bevul.7G071000.1.p, Bevul.2G111000.1.p, Bevul.2G111000.4.p, Bevul.2G111000.2.p, Bevul.2G111000.3.p	Aqcoe1G483900.3.p, Aqcoe1G483900.1.p, Aqcoe1G483900.2.p
OG0000904	Bevul.7G034800.11.p, Bevul.7G034800.5.p, Bevul.7G034800.3.p, Bevul.7G034800.9.p, Bevul.7G034800.1.p, Bevul.7G034800.12.p, Bevul.7G034800.10.p, Bevul.7G034800.6.p, Bevul.7G034800.4.p, Bevul.7G034800.7.p, Bevul.7G034800.8.p, Bevul.7G034800.2.p	Aqcoe1G110900.1.p
OG0000905	Bevul.8G037400.1.p	Aqcoe1G373700.3.p, Aqcoe1G373700.1.p, Aqcoe1G373700.2.p
OG0000905	Bevul.5G157400.1.p	Aqcoe3G181000.1.p
OG0000906	Bevul.7G171100.1.p, Bevul.7G171200.1.p	Aqcoe1G135500.2.p, Aqcoe1G135500.1.p, Aqcoe1G135600.1.p
OG0000906	Bevul.6G186500.1.p, Bevul.6G186400.1.p, Bevul.6G186100.1.p, Bevul.6G186200.1.p, Bevul.6G186000.1.p	Aqcoe3G278400.1.p
OG0000907	Bevul.2G127800.4.p, Bevul.8G143400.1.p, Bevul.2G127800.6.p, Bevul.2G127800.5.p, Bevul.2G127800.1.p, Bevul.2G127800.2.p, Bevul.2G127800.7.p, Bevul.2G127800.8.p, Bevul.2G127800.3.p	Aqcoe1G439800.2.p, Aqcoe1G439800.1.p, Aqcoe1G439800.3.p, Aqcoe3G076500.1.p, Aqcoe3G076500.2.p
OG0000908	Bevul.2G224700.1.p, Bevul.7G198100.1.p	Aqcoe1G094300.1.p
OG0000909	Bevul.8G081600.1.p	Aqcoe1G199700.1.p
OG0000909	Bevul.3G062300.1.p	Aqcoe5G268800.1.p, Aqcoe5G268800.2.p
OG0000910	Bevul.1G071000.1.p, Bevul.5G204300.1.p	Aqcoe5G251600.2.p, Aqcoe5G251600.3.p, Aqcoe5G251600.1.p, Aqcoe5G251600.4.p, Aqcoe5G251600.5.p
OG0000911	Bevul.8G101400.1.p	Aqcoe3G421600.2.p, Aqcoe3G421600.3.p, Aqcoe3G421600.1.p, Aqcoe3G421700.4.p, Aqcoe3G421700.2.p, Aqcoe3G421700.1.p, Aqcoe3G421700.3.p
OG0000912	Bevul.2G058700.1.p, Bevul.6G153000.1.p	Aqcoe3G333000.1.p
OG0000913	Bevul.6G191700.1.p	Aqcoe3G294800.1.p, Aqcoe3G294800.2.p, Aqcoe3G294800.3.p, Aqcoe3G294800.4.p, Aqcoe3G294800.5.p
OG0000914	Bevul.7G162200.1.p, Bevul.5G180300.1.p, Bevul.9G018700.1.p, Bevul.9G018700.2.p, Bevul.9G018700.3.p	Aqcoe3G360700.1.p, Aqcoe3G360700.3.p, Aqcoe3G360700.2.p
OG0000915	Bevul.6G183000.1.p	Aqcoe3G128900.1.p, Aqcoe3G277400.1.p
OG0000920	Bevul.3G096100.1.p	Aqcoe5G033500.1.p, Aqcoe5G033400.1.p, Aqcoe2G367000.1.p
OG0000921	Bevul.3G208400.1.p, Bevul.3G208200.1.p, Bevul.3G208700.1.p, Bevul.3G208500.1.p	Aqcoe2G040100.1.p, Aqcoe2G040200.1.p, Aqcoe4G062200.1.p, Aqcoe4G062200.2.p
OG0000922	Bevul.4G131700.1.p, Bevul.5G243300.1.p	Aqcoe2G365400.1.p, Aqcoe2G365400.2.p, Aqcoe5G035500.2.p, Aqcoe5G035500.3.p, Aqcoe5G035500.1.p
OG0000923	Bevul.5G125300.1.p	Aqcoe7G229300.1.p, Aqcoe2G200500.1.p, Aqcoe2G210500.1.p, Aqcoe2G193300.1.p
OG0000923	Bevul.5G125500.1.p	Aqcoe7G229400.1.p, Aqcoe2G200600.1.p
OG0000924	Bevul.5G068700.1.p, Bevul.3G221100.1.p	Aqcoe2G346600.4.p, Aqcoe2G346600.1.p, Aqcoe2G346600.2.p, Aqcoe2G346600.3.p, Aqcoe5G054100.3.p, Aqcoe5G054100.4.p, Aqcoe4G049800.1.p, Aqcoe5G054100.2.p, Aqcoe5G054100.1.p
OG0000925	Bevul.5G154200.1.p	Aqcoe7G229700.1.p, Aqcoe2G187800.1.p
OG0000925	Bevul.5G125800.1.p	Aqcoe2G210900.1.p
OG0000926	Bevul.4G071400.1.p	Aqcoe4G048200.1.p, Aqcoe1G229100.1.p, Aqcoe2G002200.1.p, Aqcoe1G229100.2.p, Aqcoe1G229100.3.p
OG0000927	Bevul.7G226200.1.p	Aqcoe2G122300.1.p
OG0000927	Bevul.1G197500.1.p	Aqcoe7G001700.1.p
OG0000929	Bevul.6G230700.1.p, Bevul.3G224300.1.p	Aqcoe2G259500.1.p
OG0000929	Bevul.9G225100.1.p	Aqcoe5G364700.1.p
OG0000930	Bevul.1G020000.1.p	Aqcoe7G427300.1.p
OG0000930	Bevul.7G205900.1.p, Bevul.1G166600.1.p	Aqcoe2G152800.1.p, Aqcoe5G179300.1.p
OG0000931	Bevul.8G203900.1.p, Bevul.8G204000.1.p	Aqcoe7G363200.1.p
OG0000932	Bevul.4G217400.1.p	Aqcoe2G002600.1.p
OG0000933	Bevul.3G139300.1.p, Bevul.4G157100.1.p, Bevul.4G156700.1.p, Bevul.4G157400.1.p	Aqcoe2G341800.1.p, Aqcoe5G057200.1.p
OG0000934	Bevul.2G189900.2.p, Bevul.2G189900.1.p, Bevul.3G193800.1.p	Aqcoe2G020400.2.p, Aqcoe2G020400.1.p
OG0000935	Bevul.6G063800.1.p, Bevul.1G026900.1.p	Aqcoe6G217900.1.p
OG0000936	Bevul.1G110200.1.p, Bevul.9G069900.1.p	Aqcoe5G163800.2.p, Aqcoe5G163800.1.p
OG0000936	Bevul.6G099400.1.p	Aqcoe6G157100.1.p
OG0000938	Bevul.1G215200.1.p, Bevul.1G050300.1.p	Aqcoe6G016000.1.p, Aqcoe5G277700.1.p
OG0000939	Bevul.7G004000.1.p	Aqcoe1G147100.1.p
OG0000939	Bevul.8G112500.1.p	Aqcoe6G284800.1.p, Aqcoe6G284800.2.p
OG0000940	Bevul.7G230400.1.p, Bevul.7G031300.1.p	Aqcoe6G278600.1.p, Aqcoe1G451700.1.p
OG0000941	Bevul.5G109700.1.p, Bevul.5G011600.1.p	Aqcoe6G221200.1.p, Aqcoe1G349500.1.p, Aqcoe1G005100.1.p
OG0000942	Bevul.5G028800.1.p	Aqcoe7G027600.1.p, Aqcoe7G027600.3.p, Aqcoe7G027600.2.p, Aqcoe7G027600.4.p, Aqcoe7G027600.5.p
OG0000943	Bevul.3G024300.1.p	Aqcoe6G040100.2.p, Aqcoe6G040100.1.p
OG0000944	Bevul.1G157400.1.p, Bevul.3G026100.1.p, Bevul.6G024200.1.p	Aqcoe6G127800.1.p
OG0000945	Bevul.1G007100.1.p, Bevul.6G013400.1.p	Aqcoe6G281400.1.p
OG0000946	Bevul.1G188700.1.p, Bevul.1G188400.1.p, Bevul.1G188500.1.p, Bevul.5G019600.1.p	Aqcoe4G240000.1.p, Aqcoe7G015000.1.p, Aqcoe7G015100.1.p, Aqcoe7G015200.1.p
OG0000947	Bevul.4G009800.1.p, Bevul.4G009700.1.p, Bevul.8G089200.1.p	Aqcoe4G312400.7.p, Aqcoe4G312400.4.p, Aqcoe4G312400.6.p, Aqcoe4G312400.3.p, Aqcoe4G312400.5.p, Aqcoe4G312400.1.p, Aqcoe4G312400.2.p
OG0000947	Bevul.8G037800.1.p	Aqcoe7G324000.6.p, Aqcoe7G324000.3.p, Aqcoe7G324000.5.p, Aqcoe7G324000.7.p, Aqcoe7G324000.2.p, Aqcoe7G324000.4.p, Aqcoe7G324000.1.p
OG0000948	Bevul.2G121800.1.p	Aqcoe4G231700.2.p, Aqcoe4G231700.3.p, Aqcoe4G231700.1.p, Aqcoe4G231700.4.p, Aqcoe3G093800.2.p, Aqcoe3G093800.1.p
OG0000949	Bevul.5G150700.1.p, Bevul.6G214100.1.p	Aqcoe4G205200.1.p
OG0000950	Bevul.8G135700.1.p, Bevul.8G135800.1.p, Bevul.4G134200.1.p, Bevul.2G137500.1.p	Aqcoe7G115200.1.p
OG0000952	Bevul.3G210000.1.p	Aqcoe1G046200.1.p
OG0000952	Bevul.6G142300.1.p	Aqcoe3G414300.1.p, Aqcoe3G007900.1.p
OG0000953	Bevul.1G067300.1.p	Aqcoe1G164400.1.p
OG0000954	Bevul.4G108400.1.p, Bevul.5G113800.1.p	Aqcoe1G073100.5.p, Aqcoe1G073100.1.p, Aqcoe1G073100.3.p, Aqcoe1G073000.3.p, Aqcoe1G146500.3.p, Aqcoe1G146500.2.p, Aqcoe1G073000.1.p, Aqcoe1G073000.2.p, Aqcoe1G146500.1.p, Aqcoe1G146500.4.p
OG0000955	Bevul.7G052300.1.p, Bevul.8G068000.1.p	Aqcoe1G134700.1.p
OG0000956	Bevul.7G004800.1.p, Bevul.7G224200.1.p	Aqcoe1G406800.4.p, Aqcoe1G406800.1.p, Aqcoe1G406800.3.p, Aqcoe1G406800.2.p
OG0000957	Bevul.4G005300.1.p	Aqcoe1G234100.1.p, Aqcoe1G306600.1.p
OG0000957	Bevul.3G050600.1.p	Aqcoe1G130700.1.p
OG0000958	Bevul.8G022200.1.p, Bevul.9G078700.1.p, Bevul.4G067700.1.p	Aqcoe1G254200.1.p
OG0000959	Bevul.6G008300.1.p, Bevul.1G006300.1.p	Aqcoe5G133200.1.p
OG0000960	Bevul.1G113800.1.p, Bevul.9G212000.1.p	Aqcoe5G160300.1.p
OG0000961	Bevul.1G080900.1.p, Bevul.2G063700.1.p, Bevul.6G088100.1.p, Bevul.1G130500.1.p, Bevul.4G098300.1.p, Bevul.6G181200.1.p, Bevul.2G080000.1.p, Bevul.9G070300.1.p, Bevul.7G100800.1.p, Bevul.3G145700.1.p, Bevul.8G104000.1.p, Bevul.5G135500.1.p, Bevul.5G136500.1.p, Bevul.3G150100.1.p, Bevul.6G160900.1.p, Bevul.4G092100.1.p, Bevul.1G116700.1.p, Bevul.2G096800.1.p	Aqcoe5G432400.1.p
OG0000962	Bevul.3G091600.1.p	Aqcoe5G449200.3.p, Aqcoe5G449200.4.p, Aqcoe5G449200.2.p, Aqcoe5G449200.7.p, Aqcoe5G449200.6.p, Aqcoe5G449200.1.p, Aqcoe5G449200.5.p
OG0000963	Bevul.9G143300.1.p, Bevul.9G143300.2.p, Bevul.9G143400.1.p, Bevul.2G158800.1.p, Bevul.1G021100.1.p, Bevul.1G021300.1.p, Bevul.1G021400.1.p, Bevul.5G122300.1.p, Bevul.1G210600.1.p, Bevul.8G038000.1.p	Aqcoe5G304400.1.p
OG0000964	Bevul.6G179500.1.p	Aqcoe3G144400.2.p, Aqcoe3G144400.1.p, Aqcoe3G144400.3.p, Aqcoe5G400100.1.p
OG0000965	Bevul.2G053300.1.p	Aqcoe3G100300.1.p
OG0000965	Bevul.6G245600.1.p	Aqcoe3G316100.1.p
OG0000966	Bevul.2G113700.1.p, Bevul.2G208800.1.p, Bevul.2G208700.1.p, Bevul.2G208900.1.p	Aqcoe3G025700.1.p, Aqcoe3G025900.1.p, Aqcoe3G026000.1.p
OG0000967	Bevul.6G108000.1.p	Aqcoe3G377700.8.p, Aqcoe3G377700.7.p, Aqcoe3G377700.5.p, Aqcoe3G377700.2.p, Aqcoe3G377700.1.p, Aqcoe3G377700.4.p, Aqcoe3G377700.3.p, Aqcoe3G377700.10.p, Aqcoe3G377700.9.p, Aqcoe3G377700.6.p
OG0000974	Bevul.8G134500.1.p	Aqcoe7G433700.1.p
OG0000975	Bevul.J000100.1.p, Bevul.J000200.1.p, Bevul.3G192400.1.p, Bevul.3G192600.1.p, Bevul.3G192700.1.p, Bevul.3G192500.1.p, Bevul.3G192900.1.p	Aqcoe1G261400.1.p
OG0000976	Bevul.7G078800.3.p, Bevul.7G078800.2.p, Bevul.7G078800.1.p, Bevul.5G184300.1.p, Bevul.4G149000.1.p	Aqcoe2G320500.1.p
OG0000977	Bevul.7G226900.1.p	Aqcoe2G106200.4.p, Aqcoe2G106200.1.p, Aqcoe2G106200.2.p, Aqcoe2G106200.3.p
OG0000977	Bevul.5G064400.1.p	Aqcoe7G000500.1.p
OG0000978	Bevul.4G235000.1.p	Aqcoe2G021300.4.p, Aqcoe2G021300.5.p, Aqcoe2G021300.1.p, Aqcoe2G021300.3.p, Aqcoe2G021300.2.p
OG0000979	Bevul.3G230300.1.p	Aqcoe2G322700.3.p, Aqcoe2G322700.2.p, Aqcoe2G322700.1.p, Aqcoe5G066400.2.p, Aqcoe5G066400.1.p
OG0000980	Bevul.8G203800.1.p, Bevul.2G153500.1.p, Bevul.2G153600.1.p	Aqcoe7G145400.1.p
OG0000980	Bevul.8G203600.1.p	Aqcoe2G240600.1.p
OG0000982	Bevul.4G108100.1.p	Aqcoe1G072100.1.p
OG0000982	Bevul.5G114300.1.p	Aqcoe1G073600.1.p
OG0000983	Bevul.7G227600.1.p	Aqcoe2G142000.1.p, Aqcoe6G221000.1.p
OG0000984	Bevul.4G138300.1.p	Aqcoe5G039000.1.p, Aqcoe2G362500.1.p
OG0000984	Bevul.8G126700.1.p, Bevul.7G232200.1.p	Aqcoe7G129300.1.p
OG0000986	Bevul.4G001300.1.p	Aqcoe1G338500.1.p
OG0000987	Bevul.1G017000.1.p, Bevul.9G157800.1.p	Aqcoe5G227800.1.p, Aqcoe6G207000.1.p
OG0000988	Bevul.1G159000.1.p	Aqcoe5G183500.1.p, Aqcoe6G129700.1.p
OG0000989	Bevul.1G105600.1.p	Aqcoe6G077900.2.p, Aqcoe6G077900.1.p, Aqcoe6G077800.1.p
OG0000989	Bevul.1G036900.1.p, Bevul.1G035700.1.p, Bevul.1G035600.1.p	Aqcoe5G125300.1.p
OG0000990	Bevul.5G143200.1.p, Bevul.4G053200.1.p	Aqcoe5G098200.2.p, Aqcoe5G098200.1.p, Aqcoe5G098200.3.p, Aqcoe6G146000.1.p, Aqcoe6G146000.3.p, Aqcoe5G098200.4.p, Aqcoe6G146000.2.p, Aqcoe6G146000.5.p, Aqcoe6G146000.4.p, Aqcoe6G146000.6.p, Aqcoe6G146100.2.p, Aqcoe5G098100.1.p, Aqcoe6G146100.1.p
OG0000991	Bevul.9G158900.5.p, Bevul.9G158900.6.p, Bevul.9G158900.1.p, Bevul.9G158900.2.p, Bevul.9G158900.4.p, Bevul.9G158900.3.p, Bevul.1G173600.1.p	Aqcoe6G244200.1.p, Aqcoe6G244200.2.p
OG0000992	Bevul.8G074100.1.p	Aqcoe1G214800.1.p, Aqcoe4G026800.1.p
OG0000992	Bevul.2G203400.1.p	Aqcoe4G043500.1.p, Aqcoe4G043600.1.p
OG0000993	Bevul.4G112300.1.p	Aqcoe4G280900.4.p, Aqcoe4G280900.3.p, Aqcoe4G280900.2.p, Aqcoe4G280900.1.p
OG0000993	Bevul.6G071900.1.p	Aqcoe5G279600.1.p
OG0000994	Bevul.8G173900.1.p, Bevul.2G180700.2.p, Bevul.2G180700.1.p, Bevul.2G180700.3.p	Aqcoe7G336500.1.p, Aqcoe7G233000.2.p, Aqcoe7G233000.1.p, Aqcoe4G257000.1.p
OG0000995	Bevul.8G213000.1.p, Bevul.8G003000.1.p	Aqcoe7G326900.2.p, Aqcoe7G326900.1.p, Aqcoe7G257600.2.p, Aqcoe7G257600.1.p
OG0000996	Bevul.9G076900.1.p	Aqcoe7G179700.1.p
OG0000997	Bevul.2G239400.1.p	Aqcoe7G030600.2.p
OG0000998	Bevul.3G032100.1.p, Bevul.1G077100.1.p	Aqcoe7G004200.3.p, Aqcoe7G004200.1.p, Aqcoe7G004200.2.p
OG0000999	Bevul.2G177300.1.p, Bevul.2G177300.2.p, Bevul.9G189800.3.p, Bevul.9G189800.2.p, Bevul.9G189800.1.p	Aqcoe7G381700.1.p, Aqcoe7G381700.3.p, Aqcoe7G381700.2.p, Aqcoe7G178100.1.p, Aqcoe7G381700.4.p
OG0001000	Bevul.3G166600.1.p	Aqcoe7G294200.1.p, Aqcoe7G294200.2.p
OG0001001	Bevul.1G188000.1.p	Aqcoe7G015900.2.p, Aqcoe7G015900.1.p
OG0001002	Bevul.8G207400.1.p	Aqcoe0278s0003.1.p
OG0001003	Bevul.2G241700.1.p	Aqcoe7G118700.1.p, Aqcoe7G118900.1.p, Aqcoe7G118800.1.p, Aqcoe7G118600.1.p, Aqcoe1G422300.1.p, Aqcoe1G422300.2.p, Aqcoe1G422200.1.p
