Orthogroup	B_vulgaris.proteins	A_thaliana.proteins
OG0002321	Bevul.3G152600.1.p, Bevul.3G087200.1.p	AT3G47370.1, AT3G47370.3, AT3G47370.2, AT5G62300.1, AT5G62300.2, AT3G45030.1
OG0002322	Bevul.4G193800.1.p, Bevul.5G223400.1.p	AT5G48500.1, AT2G10930.1
OG0002323	Bevul.9G174300.2.p, Bevul.9G174300.1.p	AT4G36800.1, AT4G36800.2, AT2G18600.2, AT2G18600.1
OG0002324	Bevul.7G116800.1.p	AT4G28706.3, AT4G28706.2, AT4G28706.4, AT4G28706.1
OG0002325	Bevul.7G142000.1.p	AT3G48350.2, AT3G48350.1, AT3G48340.1, AT5G50260.1
OG0002326	Bevul.6G164500.1.p	AT5G07350.1, AT5G07350.2, AT5G61780.1
OG0002327	Bevul.2G095800.1.p, Bevul.6G173900.1.p	AT5G14890.1
OG0002327	Bevul.6G193700.1.p	AT1G70280.1, AT1G70280.2
OG0002329	Bevul.5G149400.1.p	AT1G13320.2, AT1G13320.1, AT1G13320.3, AT3G25800.3, AT3G25800.1, AT3G25800.2, AT1G25490.1
OG0002330	Bevul.7G090400.1.p, Bevul.8G068300.1.p	AT4G18230.3, AT4G18230.1, AT4G18230.2, AT4G18230.4
OG0002331	Bevul.6G137300.1.p	AT2G01130.2, AT2G01130.1
OG0002331	Bevul.5G144000.1.p	AT1G48650.1, AT1G48650.2
OG0002333	Bevul.2G097900.1.p	AT3G28200.1, AT5G40150.1
OG0002333	Bevul.6G183700.1.p	AT1G24110.1, AT4G17690.1, AT5G47000.1
OG0002334	Bevul.6G111700.1.p, Bevul.6G111900.1.p, Bevul.2G196500.1.p	AT3G30530.1, AT5G38800.1
OG0002335	Bevul.9G093000.1.p, Bevul.6G209600.1.p	AT3G49645.1, AT3G49645.2
OG0002336	Bevul.6G198700.1.p	AT1G28090.3, AT1G28090.4, AT1G28090.2, AT1G28090.1, AT1G28090.5
OG0002336	Bevul.5G161300.1.p	AT3G48830.1, AT5G23690.1
OG0002337	Bevul.9G196400.2.p, Bevul.9G196400.4.p, Bevul.9G196400.1.p, Bevul.9G196400.3.p, Bevul.8G200800.1.p	AT5G05010.1, AT5G05010.2
OG0002338	Bevul.1G159400.1.p	AT3G28030.3, AT3G28030.1, AT3G28030.4, AT3G28030.2
OG0002339	Bevul.2G091200.1.p, Bevul.2G091200.2.p	AT1G73390.3, AT1G73390.1, AT1G73390.6, AT1G73390.2, AT1G73390.5, AT1G73390.7, AT1G73390.4, AT1G17940.5, AT1G17940.6, AT1G17940.3, AT1G17940.1
OG0002340	Bevul.5G204400.1.p, Bevul.5G202900.1.p	AT5G14450.1
OG0002340	Bevul.6G176000.1.p, Bevul.6G175900.1.p	AT3G27950.1
OG0002341	Bevul.8G124800.1.p, Bevul.4G118800.1.p	AT1G65730.1
OG0002342	Bevul.6G239900.1.p	AT2G02820.3, AT2G02820.1, AT2G02820.2, AT1G14350.1, AT1G14350.4, AT1G14350.3, AT1G14350.2
OG0002343	Bevul.2G200000.1.p, Bevul.2G200000.3.p, Bevul.2G200000.2.p	AT5G38895.3, AT5G38895.2, AT5G38895.1, AT3G02290.1, AT3G02290.6, AT3G02290.4, AT3G02290.2, AT3G02290.3, AT3G02290.5, AT5G15790.4, AT5G15790.1, AT5G15790.2, AT5G15790.3, AT5G15790.5
OG0002345	Bevul.2G062400.1.p	AT5G39760.1, AT3G28920.1, AT5G15210.1
OG0002345	Bevul.6G236300.1.p	AT1G69600.1, AT5G60480.1
OG0002346	Bevul.3G190400.1.p	AT2G01420.3, AT2G01420.2, AT2G01420.1, AT1G23080.3, AT1G23080.2, AT1G23080.4, AT1G23080.1, AT1G70940.1
OG0002347	Bevul.2G197300.2.p, Bevul.2G197300.4.p, Bevul.2G197300.1.p, Bevul.2G197300.3.p, Bevul.2G197300.5.p	AT3G27700.2, AT3G27700.1
OG0002348	Bevul.6G190600.1.p	AT1G10600.2, AT1G10600.3, AT1G10600.4, AT1G10600.1
OG0002349	Bevul.1G143400.1.p	AT2G44830.3, AT2G44830.2, AT2G44830.1
OG0002352	Bevul.7G038900.9.p, Bevul.7G038900.7.p, Bevul.7G038900.1.p, Bevul.7G038900.3.p, Bevul.7G038900.5.p, Bevul.7G038900.4.p, Bevul.7G038900.6.p, Bevul.7G038900.8.p, Bevul.7G038900.2.p, Bevul.9G184100.1.p, Bevul.8G022500.1.p, Bevul.9G184200.1.p	AT1G80630.1
OG0002353	Bevul.5G133000.1.p, Bevul.1G076700.1.p, Bevul.3G124500.1.p, Bevul.5G173100.1.p, Bevul.8G114700.1.p, Bevul.2G077300.1.p, Bevul.7G075700.1.p, Bevul.7G088000.1.p, Bevul.7G091300.1.p, Bevul.1G056200.1.p, Bevul.7G077700.1.p, Bevul.2G117500.1.p, Bevul.2G082100.1.p, Bevul.5G139700.1.p, Bevul.1G030600.1.p, Bevul.2G060000.1.p, Bevul.7G233600.1.p, Bevul.9G094900.1.p, Bevul.2G081600.1.p, Bevul.8G096300.1.p, Bevul.4G098400.1.p, Bevul.9G060100.1.p, Bevul.5G109500.1.p, Bevul.8G104600.1.p	AT1G42190.1
OG0002366	Bevul.5G245500.1.p	AT3G58170.1
OG0002366	Bevul.3G097100.1.p	AT4G14455.1
OG0002368	Bevul.2G022500.1.p, Bevul.5G082500.1.p, Bevul.2G022500.3.p, Bevul.2G022500.2.p	AT1G17690.1
OG0002369	Bevul.3G054900.1.p	AT5G49430.1, AT5G49430.2
OG0002369	Bevul.5G254000.1.p	AT2G47410.4, AT2G47410.6, AT2G47410.3, AT2G47410.1, AT2G47410.2, AT2G47410.5
OG0002370	Bevul.2G146400.2.p, Bevul.2G146400.1.p	AT2G28140.1
OG0002370	Bevul.9G041300.1.p	AT3G44940.1, AT5G22930.1
OG0002371	Bevul.5G131700.1.p	AT2G31650.1, AT1G05830.1, AT1G05830.2, AT1G05830.3, AT1G05830.4
OG0002372	Bevul.8G081300.1.p	AT4G01840.1, AT4G18160.1, AT5G46370.1
OG0002373	Bevul.5G229900.1.p	AT3G28956.12, AT3G28956.5, AT3G28956.1, AT3G28956.9, AT3G28956.6, AT3G28956.11, AT3G28956.10, AT3G28956.8, AT3G28956.3, AT5G62950.7, AT5G62950.3, AT5G62950.4, AT5G62950.1, AT5G62950.6, AT5G62950.5, AT3G28956.2, AT3G28956.7, AT5G62950.2, AT3G28956.4
OG0002374	Bevul.7G069400.1.p	AT3G53510.1, AT2G37360.1
OG0002374	Bevul.2G108000.1.p	AT5G13580.1, AT2G39350.1, AT3G55090.1
OG0002375	Bevul.5G112800.1.p	AT5G06440.2, AT5G06440.3, AT5G06440.5, AT5G06440.6, AT5G06440.4, AT5G06440.1
OG0002376	Bevul.7G102000.1.p	AT2G47550.1, AT1G02810.1, AT4G02330.1
OG0002377	Bevul.3G055100.1.p	AT5G49450.1
OG0002378	Bevul.5G258600.1.p	AT2G47240.2, AT2G47240.1, AT2G47240.3, AT2G47240.4
OG0002379	Bevul.7G081400.1.p	AT2G12905.1
OG0002379	Bevul.5G126300.1.p	ATCG00360.1
OG0002380	Bevul.4G170300.1.p	AT5G02940.2, AT5G02940.1, AT5G43745.1
OG0002381	Bevul.3G171800.1.p, Bevul.3G171700.1.p	AT1G64760.2, AT1G64760.1, AT2G19440.1, AT2G19440.2
OG0002381	Bevul.6G100900.1.p	AT5G64790.1
OG0002382	Bevul.3G004900.1.p	AT5G46050.2, AT5G46050.1, AT5G46040.1
OG0002383	Bevul.3G151000.1.p	AT3G06270.1
OG0002384	Bevul.5G128300.1.p, Bevul.5G129100.1.p, Bevul.4G099500.1.p	AT2G28815.1, ATCG00790.1
OG0002386	Bevul.4G231700.1.p	AT5G12470.1
OG0002387	Bevul.5G233500.1.p	AT2G48140.2, AT2G48140.1
OG0002387	Bevul.3G146800.1.p	AT1G05450.2, AT3G22620.1
OG0002388	Bevul.7G216400.1.p, Bevul.2G250200.1.p	AT5G07120.3, AT5G07120.2, AT5G07120.1, AT5G58440.1
OG0002389	Bevul.3G012100.1.p	AT3G23200.2, AT3G23200.1
OG0002389	Bevul.3G167600.1.p	AT3G53850.1, AT3G53850.2, AT3G53850.3
OG0002390	Bevul.4G130200.1.p	AT4G14465.1
OG0002390	Bevul.2G228200.1.p	AT3G55560.1
OG0002391	Bevul.3G224800.1.p	AT1G31160.2, AT1G31160.1
OG0002391	Bevul.3G224700.1.p	AT3G56490.1
OG0002392	Bevul.7G229300.1.p	AT3G44530.2, AT3G44530.1, AT3G44530.3, AT3G44530.4
OG0002393	Bevul.7G042700.3.p, Bevul.7G042700.4.p, Bevul.7G042700.1.p, Bevul.7G042700.2.p	AT3G53090.1, AT3G53090.2
OG0002394	Bevul.2G225700.2.p, Bevul.2G225700.1.p	AT2G39830.1, AT2G39830.4, AT2G39830.2, AT2G39830.3
OG0002395	Bevul.2G057900.1.p, Bevul.2G017400.1.p, Bevul.3G181800.1.p, Bevul.3G186000.1.p, Bevul.3G181400.1.p	AT5G58003.1, AT5G58003.3, AT5G58003.2
OG0002396	Bevul.7G099300.1.p, Bevul.4G160100.1.p	AT3G62900.3, AT3G62900.2, AT3G62900.1
OG0002397	Bevul.3G023200.1.p	AT2G37270.2, AT2G37270.1, AT3G11940.2, AT3G11940.1
OG0002398	Bevul.4G203200.1.p	AT3G05545.1
OG0002399	Bevul.9G133200.1.p, Bevul.9G133100.1.p, Bevul.9G133100.3.p, Bevul.9G133100.2.p, Bevul.9G133300.1.p	AT1G68090.2, AT1G68090.1
OG0002402	Bevul.6G049700.1.p	AT5G26680.2, AT5G26680.1, AT5G26680.3, AT5G26680.5, AT5G26680.4
OG0002403	Bevul.7G022200.1.p	AT2G27370.1, AT5G06200.1, AT3G11550.1, AT2G36100.1
OG0002404	Bevul.9G138200.1.p	AT2G21045.1
OG0002404	Bevul.6G034000.1.p	AT5G66170.3, AT5G66170.2, AT5G66170.1, AT2G17850.3, AT2G17850.1, AT2G17850.2
OG0002405	Bevul.6G059600.1.p	AT5G65480.1, AT4G38060.3, AT4G38060.1, AT4G38060.4, AT4G38060.2
OG0002406	Bevul.8G040000.1.p, Bevul.2G247500.6.p, Bevul.2G247500.1.p, Bevul.2G247500.4.p, Bevul.2G247500.2.p, Bevul.2G247500.5.p, Bevul.2G247500.3.p	AT1G18070.1, AT1G18070.2, AT1G18070.3
OG0002408	Bevul.7G074400.1.p	AT3G07590.2, AT3G07590.1, AT4G02840.1
OG0002409	Bevul.6G160600.1.p	AT1G36320.1
OG0002409	Bevul.6G225700.1.p	AT4G37920.1
OG0002410	Bevul.4G180100.1.p	AT5G09230.7, AT5G09230.2, AT5G09230.1, AT5G09230.3, AT5G09230.5, AT5G09230.4, AT5G09230.6
OG0002411	Bevul.6G010300.1.p	AT5G67360.1
OG0002412	Bevul.6G000600.1.p	AT3G50640.1, AT5G66800.1
OG0002413	Bevul.9G161700.1.p, Bevul.9G161700.2.p	AT2G16460.2, AT2G16460.1
OG0002414	Bevul.9G150900.1.p	AT4G38230.3, AT4G38230.4, AT4G38230.2
OG0002415	Bevul.2G058600.1.p, Bevul.2G058600.2.p	AT3G01210.2, AT3G01210.1
OG0002416	Bevul.5G026400.1.p	AT5G52650.1, AT4G25740.1, AT4G25740.2
OG0002419	Bevul.1G156100.1.p	AT1G19660.1, AT1G19660.2, AT1G19660.3, AT1G75380.4, AT1G75380.1, AT1G75380.2, AT1G75380.3
OG0002420	Bevul.6G100800.1.p	AT4G39460.1, AT4G39460.3, AT4G39460.2
OG0002420	Bevul.1G068700.1.p	AT1G34065.2, AT1G34065.1
OG0002421	Bevul.8G137400.1.p, Bevul.6G060200.1.p, Bevul.6G060300.1.p, Bevul.8G137100.1.p	AT2G06050.2, AT2G06050.3, AT2G06050.1
OG0002422	Bevul.6G076800.1.p	AT4G35470.2, AT4G35470.1, AT2G17440.1
OG0002423	Bevul.8G196000.1.p	AT3G58130.1, AT3G58130.2, AT2G27340.2, AT2G27340.3, AT2G27340.4, AT2G27340.5, AT2G27340.1
OG0002424	Bevul.4G054600.1.p	AT3G03590.1, AT2G35605.1, AT1G31760.1
OG0002424	Bevul.6G009700.1.p	AT2G14880.1, AT2G14880.3, AT2G14880.2, AT4G34290.1
OG0002425	Bevul.9G225000.2.p, Bevul.9G225000.1.p, Bevul.9G225000.3.p, Bevul.9G225000.4.p	AT2G14680.5, AT2G14680.7, AT2G14680.4, AT2G14680.6, AT2G14680.3, AT2G14680.1, AT2G14680.8, AT2G14680.2
OG0002426	Bevul.7G148100.1.p	AT5G39960.1
OG0002427	Bevul.4G125200.1.p	AT5G08630.2, AT5G08630.3, AT5G08630.1
OG0002428	Bevul.7G000600.1.p	AT5G01970.1, AT5G01970.2
OG0002428	Bevul.2G248300.1.p	AT2G30530.1
OG0002429	Bevul.9G063300.1.p, Bevul.9G063300.2.p	AT2G04160.1
OG0002429	Bevul.3G079600.1.p	AT5G59810.1
OG0002430	Bevul.5G024400.1.p	AT1G64065.1
OG0002430	Bevul.1G183900.1.p	AT2G46150.1
OG0002431	Bevul.2G114700.2.p, Bevul.2G114700.1.p, Bevul.8G201200.1.p	AT3G55510.1, AT3G55510.2
OG0002432	Bevul.4G013500.1.p	AT4G26450.2, AT4G26450.1
OG0002433	Bevul.8G008400.1.p	AT1G29280.1
OG0002433	Bevul.9G096000.1.p, Bevul.9G096000.2.p	AT3G58710.1, AT3G58710.2
OG0002434	Bevul.4G006700.1.p	AT1G55870.3, AT1G55870.2, AT1G55870.4, AT1G55870.1
OG0002435	Bevul.3G016600.1.p	AT5G16930.1, AT3G03060.1
OG0002435	Bevul.6G020200.1.p	AT4G36580.1, AT2G18330.1
OG0002437	Bevul.5G002000.1.p	AT1G63520.1, AT4G11450.1
OG0002438	Bevul.5G224900.1.p, Bevul.5G224700.1.p	AT1G15910.1, AT4G00380.3, AT4G00380.1, AT4G00380.2
OG0002439	Bevul.7G171300.1.p	AT3G13980.1, AT1G54200.1
OG0002439	Bevul.8G135000.1.p	AT3G42800.1
OG0002440	Bevul.2G151100.1.p	AT5G11730.1
OG0002440	Bevul.9G111900.1.p	AT3G21310.1, AT3G21310.2, AT3G21310.3
OG0002441	Bevul.8G198300.1.p	AT4G28860.2, AT4G28860.1, AT4G28880.4, AT4G28880.1, AT4G28880.2, AT4G28880.3
OG0002443	Bevul.3G080700.1.p	AT5G51830.1, AT5G51830.2
OG0002443	Bevul.2G202700.1.p	AT1G66430.1
OG0002444	Bevul.3G092800.1.p	AT4G25180.1
OG0002447	Bevul.8G161700.1.p	AT5G35170.1, AT5G35170.2
OG0002448	Bevul.2G020600.1.p, Bevul.2G020600.2.p, Bevul.2G020800.1.p, Bevul.2G020700.1.p	AT2G25600.1, AT4G32500.1
OG0002449	Bevul.6G153200.1.p	AT4G24290.2, AT4G24290.3
OG0002450	Bevul.9G006200.1.p	AT5G05420.1
OG0002451	Bevul.2G030500.1.p, Bevul.8G136100.1.p	AT2G31610.1, AT3G53870.1, AT5G35530.1
OG0002452	Bevul.5G010300.1.p	AT4G22670.1
OG0002453	Bevul.6G116600.1.p	AT1G26160.1, AT1G26160.2
OG0002453	Bevul.8G156200.1.p	AT2G23820.2, AT2G23820.1
OG0002455	Bevul.5G007900.1.p, Bevul.1G134900.1.p	AT4G12410.1, AT4G22620.1
OG0002456	Bevul.8G137000.1.p	AT5G35560.1, AT5G35560.2
OG0002457	Bevul.1G120200.1.p	AT2G45750.1, AT4G00750.1
OG0002459	Bevul.8G213300.1.p	AT5G57610.1
OG0002460	Bevul.1G181700.1.p	AT1G01550.2, AT1G01550.1, AT4G01360.1, AT2G46080.1
OG0002461	Bevul.1G136000.1.p	AT3G60600.2, AT3G60600.1, AT2G45140.1, AT2G45140.2
OG0002462	Bevul.8G163800.1.p	AT5G25270.1
OG0002463	Bevul.4G003800.1.p	AT3G13224.3, AT3G13224.2, AT3G13224.1
OG0002464	Bevul.2G240700.2.p, Bevul.2G240700.1.p	AT5G05700.1, AT5G05700.2, AT3G11240.2, AT3G11240.5, AT3G11240.4, AT3G11240.3, AT3G11240.1
OG0002465	Bevul.5G068300.1.p	AT4G17390.1, AT4G16720.1
OG0002467	Bevul.4G239900.1.p	AT3G20860.1
OG0002468	Bevul.2G107900.2.p, Bevul.2G107900.1.p	AT1G28060.3, AT1G28060.2, AT1G28060.1
OG0002469	Bevul.9G103300.1.p	AT5G22760.3, AT5G22760.1, AT5G22760.2, AT5G35210.2, AT5G35210.1
OG0002470	Bevul.3G224500.1.p	AT3G56850.1, AT2G41070.2, AT2G41070.4, AT2G41070.5, AT2G41070.3, AT2G41070.1
OG0002471	Bevul.2G228600.1.p	AT3G55550.1
OG0002472	Bevul.1G193300.1.p	AT4G00950.1
OG0002472	Bevul.3G036100.1.p	AT5G53030.2, AT5G53030.1, AT4G27810.1
OG0002473	Bevul.3G188800.1.p	AT2G42320.1, AT2G42320.4, AT2G42320.3, AT2G42320.2
OG0002474	Bevul.2G250300.1.p, Bevul.5G057000.1.p	AT3G51740.1
OG0002475	Bevul.3G013300.1.p	AT4G27630.6, AT4G27630.1, AT4G27630.5
OG0002476	Bevul.9G038100.1.p	AT2G42910.1
OG0002476	Bevul.6G182000.1.p	AT1G10700.2, AT1G10700.1
OG0002477	Bevul.9G049100.1.p	AT1G07990.2, AT1G07990.1, AT1G08005.1, AT2G28360.1, AT3G45190.1, AT3G45190.2
OG0002479	Bevul.9G162600.1.p, Bevul.9G162600.2.p, Bevul.9G162500.1.p, Bevul.9G162500.2.p	AT2G21340.2, AT2G21340.1, AT4G39030.1
OG0002481	Bevul.5G218000.1.p	AT5G63090.3, AT5G63090.2, AT5G63090.1, AT5G63090.4
OG0002482	Bevul.3G212000.1.p, Bevul.3G211900.1.p, Bevul.6G198400.1.p, Bevul.5G162400.1.p	AT1G28110.1, AT1G28110.2, AT2G33530.1
OG0002483	Bevul.6G037800.1.p	AT3G02000.1, AT5G14070.1
OG0002484	Bevul.7G143200.1.p	AT4G24800.2, AT4G24800.4, AT4G24800.3, AT4G24800.1, AT3G48390.1, AT5G63190.1, AT5G63190.2
OG0002485	Bevul.1G028500.1.p	AT4G14605.1, AT4G14605.2
OG0002486	Bevul.6G204800.1.p	AT5G50570.1, AT5G50670.2, AT5G50670.1, AT5G50570.2
OG0002487	Bevul.6G120100.1.p, Bevul.5G167200.1.p	AT1G73965.1, AT1G68795.1
OG0002488	Bevul.3G023800.1.p	AT5G54130.4, AT5G54130.3, AT5G54130.2
OG0002489	Bevul.9G167300.1.p	AT2G21520.3, AT2G21520.2, AT2G21520.1, AT4G39170.2, AT4G39170.1
OG0002490	Bevul.3G007400.1.p	AT5G43310.5, AT5G43310.4, AT5G43310.3, AT5G43310.2, AT5G43310.1
OG0002491	Bevul.7G105900.1.p	AT3G55620.1
OG0002492	Bevul.4G098700.1.p	AT5G40550.1, AT5G40550.2, AT3G27460.5, AT3G27460.3, AT5G40550.3, AT5G40550.4, AT3G27460.1, AT3G27460.4, AT3G27460.2
OG0002493	Bevul.1G001400.1.p	AT5G67110.1, AT5G67110.3, AT5G67110.2
OG0002493	Bevul.6G003700.1.p	AT4G36930.1
OG0002494	Bevul.5G262600.1.p	AT3G62010.1, AT3G62010.2
OG0002495	Bevul.5G181900.1.p	AT3G29270.2, AT3G29270.1
OG0002496	Bevul.6G082400.1.p, Bevul.5G257600.1.p	AT1G69310.1, AT1G69310.3, AT1G69310.4, AT1G69310.2
OG0002497	Bevul.6G171200.1.p	AT3G26100.6, AT3G26100.5, AT3G26100.2, AT3G26100.3, AT3G26100.4, AT3G26100.1
OG0002498	Bevul.2G065100.1.p, Bevul.2G065100.2.p	AT3G01100.4, AT3G01100.3, AT3G01100.1, AT3G01100.2
OG0002498	Bevul.6G229700.1.p	AT1G69450.1, AT1G69450.2, AT1G69450.3
OG0002499	Bevul.7G216100.1.p	AT2G24560.2, AT2G24560.1, AT1G58430.1, AT2G31550.1, AT2G31540.1, AT2G30220.1, AT2G30310.1, AT1G06990.1
OG0002499	Bevul.2G246800.1.p	AT2G40250.1
OG0002500	Bevul.5G229600.1.p	AT5G12230.1, AT5G19480.2, AT5G19480.4, AT5G19480.1, AT5G19480.3
OG0002501	Bevul.8G007300.1.p	AT4G27595.1, AT4G27595.2, AT1G65010.1, AT3G02930.1, AT3G02930.3, AT3G02930.2, AT5G16730.1
OG0002502	Bevul.6G241400.1.p, Bevul.2G056400.1.p	AT5G15090.1, AT5G15090.2, AT3G01280.1
OG0002503	Bevul.6G114300.1.p	AT5G16000.1, AT3G25560.3, AT3G25560.1, AT3G25560.2
OG0002506	Bevul.9G039400.4.p, Bevul.9G039400.1.p, Bevul.9G039400.3.p, Bevul.9G039400.2.p, Bevul.9G051000.1.p	AT5G61730.1, AT5G61730.2, AT5G61690.1, AT5G61690.2, AT3G47730.1
OG0002507	Bevul.3G222900.1.p	AT1G49010.1
OG0002507	Bevul.1G171500.1.p	AT5G08520.1
OG0002508	Bevul.4G248900.1.p	AT3G60180.2, AT3G60180.1, AT3G60961.1
OG0002509	Bevul.6G232100.1.p, Bevul.2G145900.1.p	AT2G04660.1
OG0002510	Bevul.4G213000.1.p	AT3G03300.1, AT3G03300.3, AT3G03300.2, AT3G03300.4
OG0002511	Bevul.5G101400.1.p	AT4G19120.2, AT4G19120.1, AT4G19120.3, AT1G31850.2, AT1G31850.1, AT1G31850.3, AT1G31850.4
OG0002512	Bevul.5G216200.1.p	AT4G24680.2, AT4G24680.1, AT4G24680.4, AT4G24680.5, AT4G24680.3
OG0002513	Bevul.6G142000.1.p	AT1G24706.2, AT1G24706.3, AT1G24706.6, AT1G24706.5, AT1G24706.4, AT1G24706.1, AT1G24706.7, AT1G24706.8, AT1G24706.9
OG0002514	Bevul.5G179300.1.p	AT5G61150.2, AT5G61150.1
OG0002515	Bevul.5G012700.1.p	AT5G06350.1, AT5G06350.2, AT5G27010.1
OG0002524	Bevul.5G114500.1.p	AT3G54750.2, AT3G54750.1, AT3G54750.5, AT3G54750.3, AT3G54750.4
OG0002525	Bevul.8G093200.1.p	AT5G61180.1, AT3G62210.1
OG0002526	Bevul.4G215300.1.p	AT3G49660.1
OG0002526	Bevul.5G231400.1.p	AT4G02730.1
OG0002527	Bevul.7G067400.1.p, Bevul.7G067400.2.p	AT3G09550.1, AT3G09550.3, AT3G09550.2
OG0002527	Bevul.2G107400.1.p	AT3G12360.2, AT3G12360.1
OG0002530	Bevul.1G087000.1.p	AT1G77260.1
OG0002530	Bevul.2G227300.2.p, Bevul.2G227300.3.p, Bevul.2G227300.1.p	AT2G39750.1, AT5G06050.1
OG0002531	Bevul.5G255500.1.p	AT2G47350.1, AT2G47350.2
OG0002531	Bevul.3G056200.1.p	AT3G06660.1
OG0002532	Bevul.7G127600.1.p	AT3G25040.1
OG0002532	Bevul.3G017700.1.p, Bevul.8G009000.1.p	AT1G29330.1, AT1G29330.2
OG0002533	Bevul.1G202400.1.p, Bevul.6G153600.1.p	AT5G49910.1, AT4G24280.1
OG0002534	Bevul.7G186300.1.p	AT2G27100.1
OG0002535	Bevul.7G088600.1.p	AT3G62970.1
OG0002535	Bevul.3G153000.1.p	AT5G18650.1
OG0002536	Bevul.4G068600.1.p	AT2G20562.1
OG0002536	Bevul.9G084600.1.p	AT2G31090.1
OG0002537	Bevul.7G223400.1.p	AT2G30360.1
OG0002537	Bevul.7G009400.1.p	AT5G01820.1
OG0002538	Bevul.4G140600.1.p	AT1G06710.18, AT1G06710.17, AT1G06710.14, AT1G06710.10, AT1G06710.15, AT1G06710.11, AT1G06710.16, AT1G06710.3, AT1G06710.8, AT1G06710.9, AT1G06710.2, AT1G06710.4, AT1G06710.1, AT1G06710.13, AT1G06710.12, AT1G06710.5, AT1G06710.6, AT1G06710.19, AT1G06710.7
OG0002539	Bevul.3G182400.1.p	AT3G09150.4, AT3G09150.1, AT3G09150.2, AT3G09150.3
OG0002540	Bevul.4G175400.1.p	AT1G09530.2, AT1G09530.4, AT1G09530.1, AT1G09530.3, AT1G09530.6, AT1G09530.5
OG0002541	Bevul.9G058600.8.p, Bevul.9G058600.2.p, Bevul.9G058600.9.p, Bevul.9G058600.5.p, Bevul.9G058600.10.p, Bevul.9G058600.7.p, Bevul.9G058600.4.p, Bevul.9G058600.3.p, Bevul.9G058600.11.p, Bevul.9G058600.1.p, Bevul.9G058600.6.p, Bevul.9G058100.1.p	AT3G07630.1, AT3G07630.3, AT3G07630.2
OG0002542	Bevul.8G023600.1.p	AT1G57600.4, AT1G57600.2, AT1G57600.3, AT1G57600.1
OG0002543	Bevul.4G076300.1.p	AT2G42680.1, AT3G58680.1
OG0002543	Bevul.8G189300.1.p	AT3G24500.2, AT3G24500.1
OG0002544	Bevul.4G099700.1.p, Bevul.5G128500.1.p	ATCG00810.1
OG0002544	Bevul.5G128400.1.p, Bevul.4G099600.1.p, Bevul.5G129000.1.p	ATCG00800.1
OG0002545	Bevul.7G188100.1.p	AT2G30000.1, AT1G07170.1, AT1G07170.6, AT1G07170.5, AT1G07170.4, AT1G07170.2, AT1G07170.3
OG0002546	Bevul.7G113100.1.p, Bevul.2G226900.1.p	AT5G43950.1, AT1G04090.1
OG0002546	Bevul.4G190400.1.p	AT3G04350.2, AT3G04350.1, AT5G18490.1
OG0002547	Bevul.9G092800.1.p	AT3G53670.2, AT3G53670.1, AT2G37480.2, AT2G37480.1
OG0002548	Bevul.8G038100.1.p	AT5G19320.1, AT5G19320.2
OG0002548	Bevul.1G210400.1.p	AT3G63130.1, AT3G63130.2
OG0002549	Bevul.3G025900.1.p	AT5G24530.1
OG0002550	Bevul.3G113100.1.p	AT1G43800.1, AT5G16230.2
OG0002550	Bevul.3G113400.1.p	AT2G43710.1, AT2G43710.2
OG0002552	Bevul.9G218400.1.p, Bevul.9G218400.2.p	AT5G64500.1
OG0002553	Bevul.2G187200.1.p	AT4G20060.1
OG0002554	Bevul.1G101300.1.p	AT1G22310.2, AT1G22310.1
OG0002555	Bevul.5G199400.1.p	AT3G26618.1, AT1G12920.1
OG0002556	Bevul.5G033600.1.p	AT2G03220.1, AT1G14110.1, AT1G14100.1
OG0002556	Bevul.6G231500.1.p	AT2G03210.1, AT2G03210.2, AT2G03210.3
OG0002559	Bevul.1G007700.1.p	AT1G27460.3, AT1G27460.2, AT1G27460.1
OG0002561	Bevul.8G167800.1.p, Bevul.2G175200.1.p	AT5G34940.3, AT5G34940.2, AT5G34940.1, AT5G34940.4
OG0002562	Bevul.1G162300.1.p	AT1G75510.1
OG0002562	Bevul.2G116700.1.p	AT3G52270.1, AT3G52270.2
OG0002564	Bevul.4G190000.1.p	AT5G23580.1
OG0002564	Bevul.1G209800.1.p	AT1G35670.1, AT4G09570.1
OG0002565	Bevul.1G100100.1.p	AT1G22275.2, AT1G22275.3, AT1G22275.1, AT1G22260.3, AT1G22260.1, AT1G22260.2
OG0002567	Bevul.5G156600.1.p	AT5G50530.1, AT5G50640.1, AT5G63490.1, AT5G63490.2
OG0002569	Bevul.9G183300.1.p	AT3G19184.1, AT3G19184.2
OG0002571	Bevul.1G003300.1.p	AT5G43060.1, AT1G47128.1
OG0002572	Bevul.2G070900.1.p	AT5G15450.1
OG0002572	Bevul.2G170200.2.p, Bevul.2G170200.1.p	AT2G25140.1
OG0002573	Bevul.5G025800.1.p	AT4G11280.1
OG0002573	Bevul.1G182800.1.p	AT3G61510.1
OG0002575	Bevul.4G055500.1.p	AT3G15510.1, AT1G52880.1
OG0002575	Bevul.8G033400.1.p	AT1G61110.1
