Orthogroup	B_vulgaris.proteins	D_spatulata.proteins
OG0000599	Bevul.4G079400.1.p	Ds_00001824-RA, Ds_00014544-RA
OG0000600	Bevul.8G018200.1.p	Ds_00010849-RA, Ds_00011519-RA
OG0000600	Bevul.9G096100.1.p, Bevul.9G096100.2.p	Ds_00014845-RA
OG0000601	Bevul.7G017500.2.p, Bevul.7G017500.1.p, Bevul.7G017500.3.p	Ds_00015570-RA
OG0000601	Bevul.1G016100.1.p	Ds_00000504-RA
OG0000602	Bevul.5G033400.1.p, Bevul.5G033300.1.p, Bevul.5G033200.1.p	Ds_00015165-RA, Ds_00008819-RA, Ds_00009275-RA, Ds_00009271-RA
OG0000603	Bevul.2G150900.2.p, Bevul.2G150900.1.p, Bevul.2G151000.1.p	Ds_00003465-RA
OG0000603	Bevul.3G086800.1.p, Bevul.5G083500.1.p, Bevul.5G008000.1.p	Ds_00002149-RA
OG0000604	Bevul.8G061200.1.p	Ds_00015080-RA, Ds_00001764-RA
OG0000604	Bevul.4G049000.1.p, Bevul.9G071900.1.p	Ds_00010664-RA
OG0000605	Bevul.3G191700.1.p	Ds_00000820-RA
OG0000605	Bevul.4G235700.1.p	Ds_00013958-RA
OG0000605	Bevul.2G189700.1.p	Ds_00015950-RA, Ds_00014205-RA
OG0000606	Bevul.4G062900.1.p	Ds_00007586-RA
OG0000607	Bevul.4G100200.1.p	Ds_00006029-RA, Ds_00005473-RA
OG0000607	Bevul.4G099100.1.p	Ds_00005472-RA
OG0000608	Bevul.7G163600.1.p	Ds_00002503-RA
OG0000611	Bevul.6G079200.1.p	Ds_00009133-RA
OG0000612	Bevul.6G147800.1.p	Ds_00005044-RA, Ds_00014650-RA
OG0000613	Bevul.6G108800.1.p	Ds_00012370-RA
OG0000614	Bevul.3G094600.1.p	Ds_00009304-RA
OG0000621	Bevul.7G104000.2.p, Bevul.7G104000.1.p	Ds_00014165-RA
OG0000621	Bevul.7G029100.2.p, Bevul.7G029100.1.p	Ds_00001884-RA
OG0000622	Bevul.5G252700.1.p, Bevul.9G179300.1.p, Bevul.9G029500.1.p	Ds_00005247-RA
OG0000623	Bevul.1G055500.1.p	Ds_00017380-RA, Ds_00005471-RA, Ds_00006027-RA
OG0000623	Bevul.7G047600.1.p	Ds_00013695-RA
OG0000624	Bevul.3G000700.1.p	Ds_00005072-RA, Ds_00003220-RA
OG0000624	Bevul.4G197100.1.p	Ds_00003680-RA
OG0000625	Bevul.8G108200.1.p	Ds_00007752-RA
OG0000625	Bevul.7G117100.1.p	Ds_00001002-RA
OG0000626	Bevul.2G085200.1.p	Ds_00013990-RA
OG0000627	Bevul.6G154300.1.p	Ds_00014011-RA
OG0000627	Bevul.1G144900.1.p	Ds_00001550-RA, Ds_00017273-RA
OG0000627	Bevul.8G125400.1.p	Ds_00014402-RA, Ds_00000207-RA
OG0000628	Bevul.9G155000.2.p, Bevul.9G155000.1.p	Ds_00008199-RA
OG0000628	Bevul.6G003300.1.p	Ds_00006767-RA
OG0000629	Bevul.1G026700.1.p	Ds_00004954-RA, Ds_00000272-RA
OG0000630	Bevul.9G165600.1.p	Ds_00000339-RA
OG0000630	Bevul.1G162100.1.p	Ds_00000133-RA
OG0000630	Bevul.5G224200.1.p	Ds_00004596-RA
OG0000630	Bevul.9G165400.1.p	Ds_00011281-RA
OG0000631	Bevul.1G215400.1.p	Ds_00013674-RA, Ds_00002930-RA
OG0000632	Bevul.6G060900.1.p	Ds_00011563-RA, Ds_00010138-RA, Ds_00008317-RA, Ds_00003318-RA
OG0000632	Bevul.1G169500.1.p	Ds_00004274-RA
OG0000633	Bevul.9G174900.1.p, Bevul.9G174900.2.p	Ds_00016504-RA, Ds_00015323-RA
OG0000633	Bevul.6G088900.1.p, Bevul.6G089000.1.p	Ds_00006798-RA, Ds_00005404-RA
OG0000634	Bevul.9G167600.2.p, Bevul.9G167600.1.p, Bevul.9G167600.3.p	Ds_00017919-RA, Ds_00018048-RA, Ds_00017967-RA, Ds_00011828-RA, Ds_00017920-RA
OG0000634	Bevul.1G155700.1.p, Bevul.1G155500.1.p	Ds_00011829-RA
OG0000635	Bevul.6G028300.1.p	Ds_00014492-RA
OG0000635	Bevul.9G161600.1.p, Bevul.9G161600.2.p	Ds_00000332-RA, Ds_00008892-RA, Ds_00000330-RA
OG0000636	Bevul.1G158700.1.p	Ds_00000364-RA
OG0000636	Bevul.6G025100.1.p, Bevul.6G025000.1.p, Bevul.6G024900.1.p, Bevul.6G024800.1.p, Bevul.6G024700.1.p	Ds_00014511-RA, Ds_00001473-RA
OG0000637	Bevul.6G084600.1.p	Ds_00010902-RA, Ds_00011221-RA
OG0000640	Bevul.3G032000.1.p	Ds_00012607-RA
OG0000641	Bevul.5G230800.1.p	Ds_00004568-RA
OG0000642	Bevul.4G111900.1.p	Ds_00006222-RA
OG0000643	Bevul.8G118000.1.p, Bevul.8G118300.1.p, Bevul.8G118100.1.p, Bevul.8G118400.1.p, Bevul.8G118900.1.p	Ds_00006553-RA
OG0000644	Bevul.1G201000.1.p	Ds_00012540-RA, Ds_00015015-RA
OG0000645	Bevul.2G025600.1.p	Ds_00017578-RA
OG0000645	Bevul.9G047700.1.p	Ds_00005843-RA
OG0000646	Bevul.4G134800.1.p	Ds_00006173-RA
OG0000646	Bevul.5G236800.1.p	Ds_00004541-RA
OG0000647	Bevul.5G026800.1.p	Ds_00001288-RA, Ds_00016914-RA
OG0000647	Bevul.3G051000.1.p	Ds_00016386-RA
OG0000648	Bevul.5G083900.1.p	Ds_00008124-RA
OG0000649	Bevul.9G186200.1.p, Bevul.7G059800.1.p, Bevul.9G186300.1.p, Bevul.9G186400.2.p, Bevul.9G186400.1.p	Ds_00016844-RA
OG0000650	Bevul.7G036300.1.p, Bevul.7G036400.1.p	Ds_00002596-RA, Ds_00008147-RA
OG0000650	Bevul.3G108100.1.p	Ds_00005938-RA, Ds_00012726-RA
OG0000659	Bevul.7G120300.1.p	Ds_00010254-RA
OG0000659	Bevul.4G162900.1.p	Ds_00015529-RA, Ds_00004017-RA
OG0000660	Bevul.2G228900.1.p	Ds_00012108-RA
OG0000660	Bevul.7G202000.1.p	Ds_00015503-RA, Ds_00015501-RA
OG0000661	Bevul.3G160300.1.p	Ds_00003067-RA
OG0000661	Bevul.4G200500.1.p	Ds_00003901-RA
OG0000662	Bevul.3G161100.1.p	Ds_00007133-RA, Ds_00004667-RA, Ds_00003061-RA
OG0000663	Bevul.2G103000.1.p	Ds_00011447-RA, Ds_00007506-RA
OG0000663	Bevul.4G159400.1.p	Ds_00011017-RA
OG0000664	Bevul.2G074100.1.p, Bevul.6G080200.1.p	Ds_00009136-RA, Ds_00010509-RA, Ds_00010508-RA, Ds_00008431-RA
OG0000665	Bevul.6G064400.1.p	Ds_00009474-RA, Ds_00006780-RA
OG0000666	Bevul.9G237200.2.p, Bevul.9G237200.1.p	Ds_00000293-RA
OG0000666	Bevul.1G003500.1.p	Ds_00002525-RA, Ds_00000564-RA
OG0000667	Bevul.5G261900.1.p, Bevul.5G262100.1.p	Ds_00012362-RA, Ds_00001039-RA
OG0000667	Bevul.3G126200.1.p	Ds_00005024-RA
OG0000667	Bevul.8G148700.1.p	Ds_00008215-RA
OG0000668	Bevul.1G043700.1.p	Ds_00007477-RA
OG0000668	Bevul.9G149800.1.p, Bevul.9G149800.2.p, Bevul.9G149800.3.p, Bevul.9G149800.4.p	Ds_00013341-RA
OG0000669	Bevul.6G026200.1.p	Ds_00014506-RA
OG0000669	Bevul.1G159700.1.p	Ds_00000371-RA
OG0000670	Bevul.2G023300.2.p, Bevul.2G023300.1.p, Bevul.2G023400.1.p, Bevul.2G023000.1.p	Ds_00006187-RA, Ds_00006188-RA
OG0000670	Bevul.7G147000.1.p, Bevul.7G147100.1.p, Bevul.7G147400.1.p, Bevul.7G147200.1.p	Ds_00006289-RA
OG0000671	Bevul.6G039100.1.p	Ds_00010842-RA, Ds_00012903-RA
OG0000672	Bevul.3G072700.1.p	Ds_00005268-RA, Ds_00007998-RA
OG0000673	Bevul.5G005800.1.p	Ds_00011316-RA
OG0000674	Bevul.8G053100.1.p	Ds_00015108-RA
OG0000675	Bevul.6G242100.1.p	Ds_00015827-RA, Ds_00004324-RA
OG0000675	Bevul.8G172100.1.p	Ds_00015355-RA
OG0000677	Bevul.8G076700.1.p	Ds_00016678-RA, Ds_00004403-RA
OG0000677	Bevul.8G076400.1.p	Ds_00007151-RA, Ds_00016467-RA
OG0000678	Bevul.4G121000.1.p	Ds_00006990-RA
OG0000679	Bevul.7G059300.1.p, Bevul.7G059300.3.p, Bevul.7G059300.2.p	Ds_00002005-RA, Ds_00015399-RA, Ds_00010285-RA
OG0000684	Bevul.2G106200.1.p	Ds_00016916-RA
OG0000684	Bevul.7G213400.1.p	Ds_00014724-RA
OG0000684	Bevul.3G169000.1.p	Ds_00013253-RA
OG0000685	Bevul.4G112900.1.p	Ds_00006226-RA, Ds_00007014-RA
OG0000686	Bevul.7G035400.5.p, Bevul.7G035400.3.p, Bevul.7G035400.4.p, Bevul.7G035400.2.p, Bevul.7G035400.1.p	Ds_00017157-RA
OG0000686	Bevul.9G104600.1.p	Ds_00008339-RA
OG0000687	Bevul.3G177000.1.p	Ds_00002702-RA, Ds_00013242-RA
OG0000687	Bevul.8G179100.1.p	Ds_00007261-RA
OG0000688	Bevul.4G143700.1.p, Bevul.4G143800.1.p	Ds_00006183-RA, Ds_00006286-RA
OG0000689	Bevul.3G189100.1.p	Ds_00011016-RA
OG0000689	Bevul.4G240000.1.p	Ds_00016114-RA, Ds_00013967-RA
OG0000690	Bevul.6G138000.1.p	Ds_00006531-RA
OG0000690	Bevul.5G126700.1.p, Bevul.5G141000.1.p	Ds_00013525-RA, Ds_00016956-RA
OG0000691	Bevul.4G169500.1.p, Bevul.4G169700.1.p	Ds_00014451-RA, Ds_00003934-RA
OG0000692	Bevul.3G174400.1.p	Ds_00002716-RA
OG0000693	Bevul.5G081300.1.p, Bevul.5G081400.1.p, Bevul.5G081500.1.p	Ds_00010248-RA, Ds_00008131-RA, Ds_00004903-RA
OG0000693	Bevul.8G081800.1.p, Bevul.8G081900.1.p	Ds_00013985-RA, Ds_00015602-RA, Ds_00010189-RA
OG0000694	Bevul.9G123400.1.p	Ds_00017420-RA
OG0000695	Bevul.6G226400.1.p	Ds_00011234-RA
OG0000695	Bevul.1G019700.1.p	Ds_00000626-RA
OG0000697	Bevul.1G068300.1.p	Ds_00008794-RA, Ds_00008792-RA
OG0000698	Bevul.6G234100.1.p, Bevul.8G094800.1.p	Ds_00004290-RA
OG0000699	Bevul.5G020900.1.p	Ds_00011912-RA
OG0000700	Bevul.7G164500.1.p	Ds_00002328-RA
OG0000700	Bevul.8G148000.1.p	Ds_00008222-RA, Ds_00013300-RA
OG0000701	Bevul.1G161400.1.p	Ds_00011296-RA, Ds_00000134-RA
OG0000703	Bevul.1G177800.1.p	Ds_00004580-RA, Ds_00015697-RA
OG0000704	Bevul.8G207300.1.p	Ds_00015778-RA, Ds_00009826-RA
OG0000704	Bevul.5G075800.1.p	Ds_00005126-RA
OG0000705	Bevul.8G159000.1.p, Bevul.2G002900.3.p, Bevul.2G002900.1.p, Bevul.2G002900.4.p, Bevul.2G002900.2.p	Ds_00009091-RA
OG0000705	Bevul.9G060800.1.p, Bevul.9G020300.1.p	Ds_00015070-RA, Ds_00003299-RA, Ds_00015068-RA
OG0000705	Bevul.7G077500.1.p	Ds_00011801-RA
OG0000706	Bevul.1G165600.1.p	Ds_00004594-RA
OG0000707	Bevul.9G186900.1.p, Bevul.2G173900.3.p, Bevul.2G173900.1.p, Bevul.2G173900.2.p, Bevul.2G173900.4.p	Ds_00004225-RA, Ds_00012191-RA
OG0000707	Bevul.8G164800.1.p	Ds_00009652-RA, Ds_00011476-RA
OG0000708	Bevul.5G023300.1.p	Ds_00016430-RA, Ds_00016428-RA
OG0000709	Bevul.4G148400.1.p	Ds_00006291-RA
OG0000710	Bevul.5G061500.1.p, Bevul.5G061400.1.p	Ds_00002801-RA
OG0000710	Bevul.3G031200.1.p	Ds_00004527-RA
OG0000711	Bevul.5G194200.1.p	Ds_00016169-RA, Ds_00017251-RA
OG0000712	Bevul.6G190900.1.p	Ds_00009043-RA
OG0000712	Bevul.9G079200.1.p	Ds_00001173-RA
OG0000712	Bevul.4G068700.1.p	Ds_00013453-RA
OG0000713	Bevul.6G241500.1.p	Ds_00010003-RA
OG0000713	Bevul.2G056300.1.p, Bevul.2G056100.1.p, Bevul.2G056100.2.p, Bevul.2G056200.1.p, Bevul.2G056800.1.p	Ds_00012445-RA, Ds_00016166-RA
OG0000714	Bevul.6G228800.1.p	Ds_00010536-RA, Ds_00009150-RA
OG0000714	Bevul.2G065700.2.p, Bevul.2G065700.1.p	Ds_00006879-RA
OG0000715	Bevul.5G179400.1.p	Ds_00005325-RA
OG0000716	Bevul.7G009800.1.p, Bevul.7G009800.2.p	Ds_00014319-RA, Ds_00015975-RA, Ds_00006845-RA
OG0000717	Bevul.5G145700.1.p	Ds_00017101-RA
OG0000722	Bevul.9G042100.1.p	Ds_00017377-RA
OG0000722	Bevul.9G190600.1.p, Bevul.9G190700.1.p, Bevul.9G190700.2.p	Ds_00013183-RA
OG0000723	Bevul.5G027600.1.p	Ds_00017734-RA, Ds_00017733-RA
OG0000723	Bevul.1G181400.1.p	Ds_00008390-RA
OG0000724	Bevul.4G137400.1.p	Ds_00006405-RA, Ds_00004618-RA
OG0000725	Bevul.9G135100.1.p	Ds_00010226-RA, Ds_00000059-RA
OG0000725	Bevul.7G107400.1.p, Bevul.7G107400.2.p	Ds_00000979-RA
OG0000726	Bevul.5G024100.1.p	Ds_00001271-RA
OG0000726	Bevul.3G047200.1.p	Ds_00015866-RA, Ds_00012555-RA
OG0000728	Bevul.9G080000.1.p	Ds_00015760-RA
OG0000728	Bevul.4G136200.1.p	Ds_00006959-RA
OG0000728	Bevul.8G129600.1.p, Bevul.8G129300.1.p, Bevul.8G129200.1.p	Ds_00016613-RA, Ds_00003167-RA
OG0000728	Bevul.5G239000.1.p	Ds_00007795-RA
OG0000729	Bevul.1G041900.1.p	Ds_00007469-RA
OG0000729	Bevul.6G036200.1.p	Ds_00005432-RA
OG0000730	Bevul.9G121300.1.p, Bevul.9G121300.3.p, Bevul.9G121300.2.p	Ds_00008205-RA
OG0000731	Bevul.8G054700.1.p	Ds_00004500-RA
OG0000731	Bevul.4G031200.1.p	Ds_00011758-RA, Ds_00002969-RA
OG0000731	Bevul.1G030400.1.p	Ds_00015049-RA
OG0000734	Bevul.5G159000.1.p	Ds_00001228-RA, Ds_00013128-RA, Ds_00013129-RA
OG0000735	Bevul.8G028800.1.p	Ds_00015116-RA, Ds_00012895-RA
OG0000736	Bevul.8G194500.1.p, Bevul.8G194300.1.p, Bevul.8G194400.1.p, Bevul.8G194100.1.p	Ds_00000261-RA
OG0000737	Bevul.2G154200.2.p, Bevul.2G154200.1.p, Bevul.2G154300.1.p	Ds_00015848-RA
OG0000738	Bevul.1G194600.1.p	Ds_00002854-RA
OG0000739	Bevul.5G042100.1.p	Ds_00009898-RA
OG0000739	Bevul.1G128400.1.p	Ds_00001638-RA
OG0000741	Bevul.6G040900.1.p	Ds_00008056-RA
OG0000742	Bevul.9G214200.6.p, Bevul.9G214200.4.p, Bevul.9G214200.2.p, Bevul.9G214200.3.p, Bevul.9G214200.5.p, Bevul.9G214200.1.p, Bevul.9G214200.7.p	Ds_00000758-RA, Ds_00002402-RA
OG0000744	Bevul.9G159600.1.p, Bevul.9G159600.2.p	Ds_00011266-RA
OG0000745	Bevul.3G026700.1.p	Ds_00005599-RA
OG0000746	Bevul.7G034900.1.p	Ds_00016980-RA, Ds_00004850-RA, Ds_00002054-RA
OG0000748	Bevul.J001000.1.p	Ds_00017184-RA
OG0000749	Bevul.2G211000.1.p	Ds_00008468-RA, Ds_00006711-RA
OG0000749	Bevul.5G146300.1.p, Bevul.4G151200.1.p	Ds_00006301-RA, Ds_00006905-RA
OG0000753	Bevul.5G053700.1.p, Bevul.8G014900.1.p	Ds_00000494-RA, Ds_00002956-RA, Ds_00013849-RA
OG0000754	Bevul.3G004200.1.p, Bevul.3G004300.1.p	Ds_00003209-RA, Ds_00005094-RA
OG0000755	Bevul.5G036000.1.p, Bevul.5G238700.1.p	Ds_00015884-RA
OG0000755	Bevul.9G005800.1.p	Ds_00002646-RA
OG0000755	Bevul.3G161500.1.p	Ds_00004668-RA
OG0000756	Bevul.5G247800.1.p	Ds_00014092-RA
OG0000757	Bevul.7G216600.1.p, Bevul.7G216700.1.p, Bevul.7G216800.1.p	Ds_00014740-RA
OG0000758	Bevul.3G216000.1.p	Ds_00005322-RA
OG0000758	Bevul.4G142000.1.p	Ds_00016446-RA
OG0000759	Bevul.6G239000.1.p	Ds_00009162-RA
OG0000759	Bevul.4G226600.1.p, Bevul.2G043400.1.p	Ds_00014566-RA, Ds_00014933-RA
OG0000761	Bevul.3G057400.1.p	Ds_00010083-RA
OG0000761	Bevul.7G197800.1.p	Ds_00015512-RA
OG0000761	Bevul.3G057600.1.p	Ds_00003229-RA
OG0000762	Bevul.3G127000.1.p	Ds_00003256-RA
OG0000763	Bevul.4G243100.1.p	Ds_00005525-RA
OG0000763	Bevul.3G183200.1.p	Ds_00011034-RA
OG0000764	Bevul.5G237000.1.p	Ds_00001089-RA
OG0000764	Bevul.3G144600.1.p	Ds_00014673-RA
OG0000765	Bevul.8G147900.1.p	Ds_00003191-RA
OG0000765	Bevul.1G077200.1.p	Ds_00001496-RA
OG0000766	Bevul.1G060500.1.p	Ds_00012690-RA
OG0000767	Bevul.6G071400.1.p	Ds_00001927-RA, Ds_00008013-RA
OG0000767	Bevul.1G097500.1.p	Ds_00008828-RA, Ds_00001583-RA
OG0000768	Bevul.1G169600.1.p	Ds_00013041-RA, Ds_00012210-RA
OG0000768	Bevul.7G154500.1.p	Ds_00012791-RA
OG0000769	Bevul.1G001800.1.p	Ds_00000554-RA, Ds_00002513-RA
OG0000770	Bevul.6G064900.1.p	Ds_00009475-RA
OG0000771	Bevul.9G168200.1.p	Ds_00017969-RA, Ds_00016528-RA, Ds_00018090-RA, Ds_00009777-RA
OG0000771	Bevul.1G154800.1.p	Ds_00011287-RA
OG0000772	Bevul.5G186600.1.p	Ds_00005346-RA
OG0000772	Bevul.6G233500.1.p	Ds_00009158-RA
OG0000773	Bevul.8G041200.1.p, Bevul.8G041100.1.p, Bevul.3G126800.1.p	Ds_00010268-RA, Ds_00004452-RA, Ds_00004453-RA, Ds_00002634-RA, Ds_00009635-RA, Ds_00001000-RA, Ds_00004450-RA, Ds_00004451-RA, Ds_00004454-RA, Ds_00004455-RA, Ds_00004447-RA
OG0000775	Bevul.8G051900.1.p, Bevul.8G051600.1.p, Bevul.8G051700.1.p	Ds_00001180-RA
OG0000776	Bevul.8G000500.1.p	Ds_00007722-RA, Ds_00015227-RA
OG0000776	Bevul.9G068300.1.p, Bevul.9G068300.2.p, Bevul.9G068300.4.p, Bevul.9G068300.3.p	Ds_00001141-RA, Ds_00016323-RA
OG0000777	Bevul.6G173000.1.p, Bevul.9G185300.1.p, Bevul.6G173100.1.p	Ds_00010719-RA
OG0000778	Bevul.8G128400.1.p, Bevul.8G128600.1.p	Ds_00000189-RA
OG0000778	Bevul.5G173400.1.p	Ds_00010457-RA, Ds_00003305-RA
OG0000779	Bevul.4G005000.1.p	Ds_00004942-RA
OG0000780	Bevul.8G125700.1.p	Ds_00000198-RA
OG0000780	Bevul.3G083700.1.p	Ds_00012948-RA
OG0000781	Bevul.3G043900.1.p	Ds_00012576-RA
OG0000781	Bevul.1G187300.1.p	Ds_00002820-RA
OG0000782	Bevul.6G206500.1.p	Ds_00004798-RA
OG0000783	Bevul.4G140000.1.p, Bevul.4G140100.1.p	Ds_00006282-RA
OG0000784	Bevul.8G066800.1.p, Bevul.8G066700.1.p	Ds_00010196-RA, Ds_00010195-RA, Ds_00010194-RA
OG0000785	Bevul.3G202700.1.p	Ds_00000846-RA
OG0000785	Bevul.2G225900.3.p, Bevul.2G225900.4.p, Bevul.2G225900.1.p, Bevul.2G225900.2.p	Ds_00015845-RA, Ds_00004605-RA
OG0000786	Bevul.3G170500.1.p, Bevul.3G174600.1.p, Bevul.3G123300.1.p	Ds_00003844-RA
OG0000786	Bevul.6G213800.1.p	Ds_00010744-RA
OG0000787	Bevul.3G044600.1.p	Ds_00005680-RA, Ds_00012569-RA
OG0000787	Bevul.5G021800.1.p	Ds_00011917-RA
OG0000788	Bevul.2G081100.1.p	Ds_00009711-RA
OG0000789	Bevul.2G060300.3.p, Bevul.2G060300.1.p, Bevul.2G060300.2.p	Ds_00013160-RA
OG0000789	Bevul.6G236500.1.p	Ds_00010574-RA
OG0000791	Bevul.9G144400.6.p, Bevul.9G144400.5.p, Bevul.9G144400.4.p, Bevul.9G144400.3.p, Bevul.9G144400.1.p, Bevul.9G144400.2.p	Ds_00013569-RA, Ds_00013028-RA, Ds_00000018-RA
OG0000792	Bevul.5G092600.1.p, Bevul.4G037800.1.p, Bevul.4G037500.1.p, Bevul.3G207300.1.p	Ds_00001823-RA
OG0000797	Bevul.4G144200.1.p	Ds_00006930-RA
OG0000798	Bevul.5G038800.1.p, Bevul.8G112900.1.p, Bevul.7G229400.1.p	Ds_00010163-RA, Ds_00008354-RA
OG0000799	Bevul.3G051900.1.p, Bevul.3G133500.1.p	Ds_00007098-RA
OG0000799	Bevul.3G133400.1.p	Ds_00004637-RA
OG0000800	Bevul.4G217100.1.p	Ds_00006678-RA, Ds_00016799-RA, Ds_00014951-RA
OG0000802	Bevul.6G247800.1.p	Ds_00010061-RA
OG0000803	Bevul.4G137500.1.p	Ds_00006269-RA, Ds_00006154-RA
OG0000804	Bevul.3G186200.1.p	Ds_00013536-RA, Ds_00014367-RA
OG0000804	Bevul.7G073100.2.p, Bevul.7G073100.1.p	Ds_00014183-RA, Ds_00009395-RA, Ds_00001487-RA
OG0000805	Bevul.3G199400.1.p	Ds_00000835-RA
OG0000806	Bevul.4G149200.1.p	Ds_00006201-RA
OG0000806	Bevul.7G078700.5.p, Bevul.7G078700.8.p, Bevul.7G078700.7.p, Bevul.7G078700.17.p, Bevul.7G078700.4.p, Bevul.7G078700.3.p, Bevul.7G078700.6.p, Bevul.7G078700.10.p, Bevul.7G078700.9.p, Bevul.7G078700.19.p, Bevul.7G078700.21.p, Bevul.7G078700.2.p, Bevul.7G078700.18.p, Bevul.7G078700.1.p, Bevul.7G078700.11.p, Bevul.7G078700.12.p, Bevul.7G078700.16.p, Bevul.7G078700.20.p, Bevul.7G078700.14.p, Bevul.7G078700.13.p, Bevul.7G078700.15.p	Ds_00004718-RA
OG0000807	Bevul.5G260100.1.p	Ds_00014018-RA
OG0000807	Bevul.5G213800.1.p	Ds_00013807-RA
OG0000808	Bevul.5G208200.1.p	Ds_00003912-RA
OG0000809	Bevul.9G135300.1.p, Bevul.2G123900.1.p	Ds_00013006-RA, Ds_00008848-RA
OG0000810	Bevul.6G026000.1.p	Ds_00014507-RA
OG0000811	Bevul.1G108500.1.p, Bevul.1G108400.1.p	Ds_00001599-RA
OG0000811	Bevul.6G098400.1.p	Ds_00003607-RA
OG0000811	Bevul.4G151500.1.p	Ds_00006302-RA, Ds_00006208-RA
OG0000812	Bevul.9G161800.2.p, Bevul.9G161800.1.p	Ds_00011270-RA
OG0000812	Bevul.6G027600.1.p	Ds_00001464-RA, Ds_00014494-RA
OG0000813	Bevul.6G099900.1.p	Ds_00010942-RA
OG0000813	Bevul.1G109400.1.p	Ds_00008931-RA, Ds_00001606-RA
OG0000814	Bevul.1G195100.1.p	Ds_00015023-RA
OG0000814	Bevul.5G221500.1.p	Ds_00017480-RA
OG0000815	Bevul.6G017700.1.p	Ds_00001480-RA, Ds_00016598-RA
OG0000815	Bevul.9G220300.1.p	Ds_00016597-RA
OG0000816	Bevul.7G186100.1.p	Ds_00015318-RA, Ds_00001812-RA
OG0000817	Bevul.5G122500.1.p	Ds_00007863-RA, Ds_00015347-RA
OG0000818	Bevul.1G099400.1.p	Ds_00008831-RA
OG0000819	Bevul.9G066400.3.p, Bevul.9G066400.2.p, Bevul.9G066400.1.p	Ds_00016237-RA
OG0000819	Bevul.4G046000.1.p	Ds_00001749-RA, Ds_00010675-RA
OG0000820	Bevul.4G182600.1.p	Ds_00017222-RA
OG0000821	Bevul.7G147900.1.p	Ds_00000461-RA, Ds_00012775-RA
OG0000822	Bevul.3G055200.1.p, Bevul.4G083700.1.p, Bevul.4G083800.1.p	Ds_00014525-RA, Ds_00013906-RA
OG0000823	Bevul.8G133000.1.p	Ds_00008871-RA
OG0000824	Bevul.7G221200.1.p	Ds_00010033-RA
OG0000824	Bevul.7G014700.1.p	Ds_00015970-RA, Ds_00014327-RA
OG0000826	Bevul.5G065100.1.p	Ds_00007347-RA
OG0000826	Bevul.7G019700.1.p	Ds_00015797-RA
OG0000827	Bevul.5G231000.1.p	Ds_00001105-RA, Ds_00007789-RA
OG0000828	Bevul.1G213700.1.p	Ds_00013662-RA
OG0000829	Bevul.5G189900.1.p, Bevul.5G189600.1.p, Bevul.3G163200.1.p, Bevul.5G189400.1.p, Bevul.5G189500.1.p, Bevul.5G189200.1.p, Bevul.5G189300.1.p, Bevul.5G189000.1.p, Bevul.5G189700.1.p, Bevul.5G189800.1.p, Bevul.5G190600.1.p	Ds_00012417-RA, Ds_00016177-RA
OG0000835	Bevul.9G225900.1.p, Bevul.9G225900.2.p	Ds_00002471-RA
OG0000835	Bevul.4G219400.1.p	Ds_00006652-RA
OG0000835	Bevul.3G213200.1.p, Bevul.3G213300.1.p	Ds_00012658-RA
OG0000837	Bevul.5G232300.1.p, Bevul.5G232200.1.p, Bevul.5G232100.1.p	Ds_00007790-RA
OG0000837	Bevul.3G147900.1.p	Ds_00014674-RA
OG0000838	Bevul.8G018900.1.p	Ds_00001643-RA
OG0000839	Bevul.3G211500.1.p	Ds_00009379-RA, Ds_00012671-RA
OG0000839	Bevul.6G065200.1.p	Ds_00009477-RA
OG0000840	Bevul.5G148300.1.p	Ds_00011689-RA
OG0000841	Bevul.1G113600.1.p	Ds_00014776-RA
OG0000842	Bevul.7G008200.5.p, Bevul.7G008200.2.p, Bevul.7G008200.3.p, Bevul.7G008200.4.p, Bevul.7G008200.6.p, Bevul.7G008200.1.p, Bevul.7G008200.8.p, Bevul.7G008200.7.p	Ds_00015979-RA, Ds_00014310-RA
OG0000843	Bevul.1G104300.1.p, Bevul.1G104400.1.p, Bevul.1G104500.1.p	Ds_00008155-RA, Ds_00001589-RA, Ds_00008156-RA, Ds_00001608-RA, Ds_00001609-RA, Ds_00001607-RA
OG0000844	Bevul.6G058800.1.p	Ds_00003616-RA
OG0000845	Bevul.6G222400.1.p	Ds_00001434-RA
OG0000845	Bevul.9G130100.3.p, Bevul.9G130100.1.p, Bevul.9G130100.2.p	Ds_00000075-RA
OG0000847	Bevul.1G023900.1.p	Ds_00000515-RA
OG0000848	Bevul.6G091800.1.p	Ds_00011867-RA, Ds_00006797-RA
OG0000849	Bevul.5G148700.1.p	Ds_00000159-RA
OG0000849	Bevul.5G001800.1.p	Ds_00016205-RA
OG0000850	Bevul.6G065700.1.p, Bevul.6G065600.1.p	Ds_00011854-RA, Ds_00006784-RA
OG0000851	Bevul.5G091300.1.p	Ds_00013524-RA
OG0000851	Bevul.1G108300.1.p	Ds_00008176-RA
OG0000853	Bevul.7G192200.1.p	Ds_00010114-RA
OG0000853	Bevul.8G063300.1.p	Ds_00015895-RA
OG0000853	Bevul.4G048900.1.p	Ds_00015896-RA
OG0000854	Bevul.8G053600.1.p	Ds_00004497-RA
OG0000855	Bevul.4G048800.1.p	Ds_00010666-RA
