Orthogroup	B_vulgaris.proteins	L_sativa.proteins
OG0001766	Bevul.5G247500.1.p, Bevul.5G247400.1.p, Bevul.5G247200.1.p, Bevul.5G247100.1.p	Lsat_1_v5_gn_5_182240.1, Lsat_1_v5_gn_5_182240.3, Lsat_1_v5_gn_8_91121.1, Lsat_1_v5_gn_9_8641.2, Lsat_1_v5_gn_9_8641.1, Lsat_1_v5_gn_9_8641.3, Lsat_1_v5_gn_8_91101.1, Lsat_1_v5_gn_8_46741.1
OG0001767	Bevul.5G033800.1.p	Lsat_1_v5_gn_3_8400.1
OG0001767	Bevul.3G077600.1.p	Lsat_1_v5_gn_8_6800.3, Lsat_1_v5_gn_8_6800.1, Lsat_1_v5_gn_2_133880.1
OG0001768	Bevul.9G116900.1.p	Lsat_1_v5_gn_4_87081.1, Lsat_1_v5_gn_1_36780.1, Lsat_1_v5_gn_4_98781.1, Lsat_1_v5_gn_4_99241.1, Lsat_1_v5_gn_4_97640.3, Lsat_1_v5_gn_4_97640.1, Lsat_1_v5_gn_1_119060.1, Lsat_1_v5_gn_1_118801.1, Lsat_1_v5_gn_0_20960.1, Lsat_1_v5_gn_1_119000.1, Lsat_1_v5_gn_4_98761.3, Lsat_1_v5_gn_4_98761.1, Lsat_1_v5_gn_4_97380.1, Lsat_1_v5_gn_4_99281.5, Lsat_1_v5_gn_4_99281.6, Lsat_1_v5_gn_4_99301.1, Lsat_1_v5_gn_4_99281.2, Lsat_1_v5_gn_4_99281.1, Lsat_1_v5_gn_4_99021.1, Lsat_1_v5_gn_4_99021.2, Lsat_1_v5_gn_4_98941.2, Lsat_1_v5_gn_4_98941.1
OG0001769	Bevul.2G119200.1.p	Lsat_1_v5_gn_8_69741.1, Lsat_1_v5_gn_7_57121.1
OG0001769	Bevul.2G124600.1.p, Bevul.8G149600.1.p	Lsat_1_v5_gn_7_45081.1, Lsat_1_v5_gn_7_45081.2
OG0001770	Bevul.3G174800.1.p	Lsat_1_v5_gn_8_38240.1, Lsat_1_v5_gn_8_38240.2
OG0001770	Bevul.8G135300.1.p	Lsat_1_v5_gn_7_34921.1, Lsat_1_v5_gn_5_141840.1
OG0001771	Bevul.9G195400.1.p	Lsat_1_v5_gn_5_132361.1
OG0001771	Bevul.8G181300.1.p	Lsat_1_v5_gn_5_97080.2, Lsat_1_v5_gn_5_97080.1, Lsat_1_v5_gn_7_45781.1
OG0001772	Bevul.8G206800.1.p	Lsat_1_v5_gn_8_69300.1, Lsat_1_v5_gn_8_69300.2, Lsat_1_v5_gn_7_56340.1, Lsat_1_v5_gn_7_56340.2
OG0001774	Bevul.5G039600.1.p	Lsat_1_v5_gn_3_4541.5, Lsat_1_v5_gn_3_4541.4, Lsat_1_v5_gn_3_4541.1
OG0001774	Bevul.1G124200.1.p, Bevul.1G124100.1.p	Lsat_1_v5_gn_7_6320.1, Lsat_1_v5_gn_7_6320.3, Lsat_1_v5_gn_7_6300.3, Lsat_1_v5_gn_7_6300.1
OG0001775	Bevul.8G119900.1.p	Lsat_1_v5_gn_6_11320.1, Lsat_1_v5_gn_6_11320.3
OG0001775	Bevul.9G199000.2.p, Bevul.9G199000.1.p	Lsat_1_v5_gn_5_132781.2, Lsat_1_v5_gn_5_132781.1
OG0001776	Bevul.8G136500.1.p	Lsat_1_v5_gn_7_35041.1, Lsat_1_v5_gn_7_35041.2
OG0001777	Bevul.1G195500.1.p	Lsat_1_v5_gn_3_140160.1, Lsat_1_v5_gn_3_140160.2
OG0001779	Bevul.8G207700.1.p	Lsat_1_v5_gn_7_59241.3, Lsat_1_v5_gn_7_59241.1, Lsat_1_v5_gn_7_59241.2, Lsat_1_v5_gn_5_78880.5, Lsat_1_v5_gn_5_78880.4
OG0001780	Bevul.5G028200.1.p, Bevul.3G140100.1.p, Bevul.5G028100.1.p	Lsat_1_v5_gn_6_85320.1, Lsat_1_v5_gn_6_5080.1, Lsat_1_v5_gn_3_6040.3, Lsat_1_v5_gn_3_6040.1
OG0001781	Bevul.5G031900.1.p	Lsat_1_v5_gn_6_87140.1, Lsat_1_v5_gn_6_87140.2, Lsat_1_v5_gn_3_7641.2, Lsat_1_v5_gn_3_7641.1
OG0001781	Bevul.2G236900.1.p	Lsat_1_v5_gn_2_120401.2, Lsat_1_v5_gn_2_120401.1, Lsat_1_v5_gn_8_12560.1
OG0001782	Bevul.4G043600.2.p, Bevul.4G043600.1.p	Lsat_1_v5_gn_9_69300.1, Lsat_1_v5_gn_2_114260.1
OG0001783	Bevul.8G205900.1.p, Bevul.5G159600.1.p	Lsat_1_v5_gn_7_28060.3, Lsat_1_v5_gn_7_28060.2, Lsat_1_v5_gn_7_28060.1
OG0001784	Bevul.8G120800.1.p	Lsat_1_v5_gn_8_68460.3, Lsat_1_v5_gn_8_68460.1
OG0001785	Bevul.8G131400.1.p	Lsat_1_v5_gn_5_143000.1, Lsat_1_v5_gn_5_143000.2, Lsat_1_v5_gn_8_86641.1
OG0001786	Bevul.3G048700.1.p, Bevul.3G049600.1.p, Bevul.3G048400.1.p, Bevul.3G048300.1.p	Lsat_1_v5_gn_4_150800.1, Lsat_1_v5_gn_4_150800.3, Lsat_1_v5_gn_4_150741.1
OG0001787	Bevul.7G184100.1.p	Lsat_1_v5_gn_6_28341.1
OG0001788	Bevul.4G020500.1.p	Lsat_1_v5_gn_0_24181.2
OG0001789	Bevul.8G031100.1.p	Lsat_1_v5_gn_7_19261.3, Lsat_1_v5_gn_7_19261.1, Lsat_1_v5_gn_4_54580.1
OG0001789	Bevul.9G220000.1.p, Bevul.9G220100.1.p	Lsat_1_v5_gn_9_33741.1, Lsat_1_v5_gn_5_155220.3, Lsat_1_v5_gn_5_155220.1
OG0001790	Bevul.5G103100.1.p	Lsat_1_v5_gn_3_21161.1, Lsat_1_v5_gn_3_21161.2, Lsat_1_v5_gn_8_47821.1, Lsat_1_v5_gn_8_47821.3
OG0001791	Bevul.4G028400.1.p	Lsat_1_v5_gn_7_110060.1, Lsat_1_v5_gn_7_110060.3, Lsat_1_v5_gn_5_2920.1
OG0001792	Bevul.6G164400.1.p	Lsat_1_v5_gn_2_95221.1
OG0001793	Bevul.2G240500.1.p	Lsat_1_v5_gn_2_122741.1, Lsat_1_v5_gn_9_33780.1
OG0001793	Bevul.9G071400.1.p	Lsat_1_v5_gn_4_65600.1
OG0001793	Bevul.8G030300.1.p	Lsat_1_v5_gn_7_19041.1
OG0001794	Bevul.2G106900.1.p, Bevul.8G081200.1.p	Lsat_1_v5_gn_2_115601.2, Lsat_1_v5_gn_2_115601.1, Lsat_1_v5_gn_9_66241.3, Lsat_1_v5_gn_9_66241.1, Lsat_1_v5_gn_9_66241.2, Lsat_1_v5_gn_8_18241.2, Lsat_1_v5_gn_8_18241.3, Lsat_1_v5_gn_8_18241.1
OG0001795	Bevul.2G159900.4.p, Bevul.2G159900.5.p, Bevul.2G159900.3.p, Bevul.2G159900.2.p, Bevul.2G159900.1.p	Lsat_1_v5_gn_1_47181.1
OG0001796	Bevul.7G002100.2.p, Bevul.7G002100.1.p, Bevul.2G030700.1.p	Lsat_1_v5_gn_8_11360.2, Lsat_1_v5_gn_8_11360.1
OG0001797	Bevul.3G176600.1.p	Lsat_1_v5_gn_1_58760.1, Lsat_1_v5_gn_1_58760.3
OG0001797	Bevul.4G248200.1.p	Lsat_1_v5_gn_6_54241.3, Lsat_1_v5_gn_6_54241.1, Lsat_1_v5_gn_2_53461.2, Lsat_1_v5_gn_2_53461.1, Lsat_1_v5_gn_2_53461.3
OG0001799	Bevul.7G064000.2.p, Bevul.7G064000.1.p, Bevul.7G064000.3.p	Lsat_1_v5_gn_2_109801.1, Lsat_1_v5_gn_2_109801.3
OG0001800	Bevul.7G182900.1.p, Bevul.7G182800.1.p	Lsat_1_v5_gn_6_34001.1, Lsat_1_v5_gn_6_34001.2, Lsat_1_v5_gn_1_56861.1, Lsat_1_v5_gn_2_101961.1
OG0001801	Bevul.8G061800.1.p, Bevul.2G076600.1.p	Lsat_1_v5_gn_4_156861.1, Lsat_1_v5_gn_3_82320.1
OG0001801	Bevul.6G143000.1.p	Lsat_1_v5_gn_3_55500.1, Lsat_1_v5_gn_4_13761.1, Lsat_1_v5_gn_8_44801.1
OG0001802	Bevul.2G032500.1.p, Bevul.2G032500.2.p	Lsat_1_v5_gn_5_51740.1, Lsat_1_v5_gn_5_51740.3, Lsat_1_v5_gn_5_51780.1
OG0001803	Bevul.6G020500.1.p	Lsat_1_v5_gn_2_76561.1, Lsat_1_v5_gn_2_76561.3, Lsat_1_v5_gn_3_76640.1, Lsat_1_v5_gn_3_76640.3
OG0001804	Bevul.6G215900.1.p	Lsat_1_v5_gn_3_53840.1, Lsat_1_v5_gn_8_46420.1
OG0001805	Bevul.3G046200.1.p	Lsat_1_v5_gn_8_6181.3, Lsat_1_v5_gn_8_6181.1, Lsat_1_v5_gn_2_133660.3, Lsat_1_v5_gn_2_133660.1, Lsat_1_v5_gn_2_133660.2
OG0001806	Bevul.3G149900.1.p	Lsat_1_v5_gn_8_53980.1
OG0001808	Bevul.6G200800.1.p, Bevul.5G159700.1.p	Lsat_1_v5_gn_4_101.3, Lsat_1_v5_gn_4_101.1, Lsat_1_v5_gn_8_146120.1, Lsat_1_v5_gn_8_146120.2, Lsat_1_v5_gn_3_31601.1
OG0001809	Bevul.3G021000.1.p	Lsat_1_v5_gn_6_117360.1, Lsat_1_v5_gn_6_117360.3, Lsat_1_v5_gn_5_115820.2
OG0001810	Bevul.5G240800.1.p	Lsat_1_v5_gn_9_8180.2, Lsat_1_v5_gn_9_8180.1
OG0001810	Bevul.4G136900.1.p	Lsat_1_v5_gn_5_67340.1
OG0001811	Bevul.9G170400.1.p	Lsat_1_v5_gn_2_88861.2, Lsat_1_v5_gn_2_88861.1
OG0001812	Bevul.6G196200.1.p	Lsat_1_v5_gn_3_49060.1, Lsat_1_v5_gn_8_160040.1
OG0001813	Bevul.5G043900.1.p	Lsat_1_v5_gn_3_3661.1, Lsat_1_v5_gn_3_3661.3, Lsat_1_v5_gn_3_3661.2
OG0001814	Bevul.6G236100.1.p	Lsat_1_v5_gn_4_9820.1
OG0001815	Bevul.5G180800.1.p	Lsat_1_v5_gn_1_13680.1, Lsat_1_v5_gn_4_110181.1
OG0001816	Bevul.2G196100.1.p	Lsat_1_v5_gn_4_174621.2, Lsat_1_v5_gn_4_174621.1
OG0001816	Bevul.2G196300.1.p	Lsat_1_v5_gn_3_95661.1, Lsat_1_v5_gn_4_174821.1, Lsat_1_v5_gn_4_174781.1, Lsat_1_v5_gn_2_86081.1
OG0001817	Bevul.3G014400.1.p	Lsat_1_v5_gn_8_109060.2, Lsat_1_v5_gn_8_109060.1, Lsat_1_v5_gn_8_108940.1
OG0001818	Bevul.4G040600.1.p, Bevul.4G040700.1.p	Lsat_1_v5_gn_9_88520.1
OG0001819	Bevul.5G195900.1.p	Lsat_1_v5_gn_4_107341.2, Lsat_1_v5_gn_4_107341.1, Lsat_1_v5_gn_4_107341.3
OG0001819	Bevul.6G242400.1.p	Lsat_1_v5_gn_3_51501.2, Lsat_1_v5_gn_3_51501.1, Lsat_1_v5_gn_3_51501.3, Lsat_1_v5_gn_8_54020.1
OG0001820	Bevul.6G179800.1.p	Lsat_1_v5_gn_8_152141.6, Lsat_1_v5_gn_8_152141.5, Lsat_1_v5_gn_8_152141.4, Lsat_1_v5_gn_7_88920.1
OG0001821	Bevul.5G094100.1.p	Lsat_1_v5_gn_3_19100.3, Lsat_1_v5_gn_3_19100.1
OG0001822	Bevul.2G154700.3.p, Bevul.2G154700.1.p, Bevul.2G154700.2.p	Lsat_1_v5_gn_1_77661.3, Lsat_1_v5_gn_1_77661.1, Lsat_1_v5_gn_1_77661.4, Lsat_1_v5_gn_1_77661.2
OG0001823	Bevul.2G156400.1.p, Bevul.2G156100.1.p, Bevul.2G156200.1.p, Bevul.2G156300.1.p, Bevul.2G158000.1.p, Bevul.2G157600.1.p, Bevul.2G157600.2.p	Lsat_1_v5_gn_5_78760.3, Lsat_1_v5_gn_5_78760.1, Lsat_1_v5_gn_5_78720.1
OG0001825	Bevul.7G171900.1.p	Lsat_1_v5_gn_1_37160.2, Lsat_1_v5_gn_1_37160.1
OG0001833	Bevul.2G121700.1.p, Bevul.2G121700.2.p, Bevul.2G121600.1.p, Bevul.2G121500.1.p, Bevul.2G246300.2.p, Bevul.2G246300.3.p, Bevul.2G246300.1.p, Bevul.2G246000.1.p, Bevul.6G181100.1.p, Bevul.2G121400.1.p, Bevul.2G121200.2.p, Bevul.2G121200.4.p, Bevul.2G121200.3.p, Bevul.2G121200.5.p, Bevul.2G121200.1.p, Bevul.2G121200.6.p	Lsat_1_v5_gn_7_57600.1, Lsat_1_v5_gn_7_57600.3
OG0001834	Bevul.2G241800.1.p, Bevul.4G164300.1.p	Lsat_1_v5_gn_3_12840.3, Lsat_1_v5_gn_3_12840.1, Lsat_1_v5_gn_3_12840.2, Lsat_1_v5_gn_6_83381.2
OG0001835	Bevul.7G227300.1.p, Bevul.7G227100.1.p, Bevul.4G110100.1.p	Lsat_1_v5_gn_2_95040.4, Lsat_1_v5_gn_1_59281.4
OG0001836	Bevul.4G139000.1.p	Lsat_1_v5_gn_5_184180.1, Lsat_1_v5_gn_5_184180.3, Lsat_1_v5_gn_5_184180.2, Lsat_1_v5_gn_9_3440.1, Lsat_1_v5_gn_9_3440.2, Lsat_1_v5_gn_8_56501.1
OG0001837	Bevul.4G002100.1.p	Lsat_1_v5_gn_7_116520.1, Lsat_1_v5_gn_7_116520.2
OG0001838	Bevul.7G080300.2.p, Bevul.7G080300.8.p, Bevul.7G080300.7.p, Bevul.7G080300.6.p, Bevul.7G080300.4.p, Bevul.7G080300.5.p, Bevul.7G080300.3.p, Bevul.7G080300.1.p	Lsat_1_v5_gn_9_1680.1, Lsat_1_v5_gn_9_1680.2
OG0001839	Bevul.7G011200.1.p, Bevul.7G011200.2.p, Bevul.7G166200.1.p	Lsat_1_v5_gn_1_49781.3, Lsat_1_v5_gn_1_49781.1
OG0001841	Bevul.4G131900.1.p	Lsat_1_v5_gn_4_138841.1, Lsat_1_v5_gn_4_138841.2
OG0001842	Bevul.4G020800.1.p	Lsat_1_v5_gn_9_92020.3, Lsat_1_v5_gn_9_92020.1
OG0001843	Bevul.3G229600.1.p	Lsat_1_v5_gn_2_45941.1, Lsat_1_v5_gn_2_46001.1, Lsat_1_v5_gn_2_46060.1
OG0001844	Bevul.1G015900.1.p	Lsat_1_v5_gn_9_49240.1, Lsat_1_v5_gn_9_49240.4
OG0001844	Bevul.6G135500.1.p	Lsat_1_v5_gn_4_33860.1, Lsat_1_v5_gn_9_115440.1, Lsat_1_v5_gn_9_115440.3, Lsat_1_v5_gn_5_821.3, Lsat_1_v5_gn_5_66001.1, Lsat_1_v5_gn_5_821.1, Lsat_1_v5_gn_5_124461.1, Lsat_1_v5_gn_6_87021.1, Lsat_1_v5_gn_8_137301.1, Lsat_1_v5_gn_4_118061.2, Lsat_1_v5_gn_4_118061.1
OG0001845	Bevul.2G214100.2.p, Bevul.2G214100.1.p	Lsat_1_v5_gn_9_81640.1, Lsat_1_v5_gn_9_82841.6, Lsat_1_v5_gn_9_82841.1, Lsat_1_v5_gn_9_82841.5, Lsat_1_v5_gn_9_82641.2, Lsat_1_v5_gn_9_82641.1
OG0001847	Bevul.3G036300.1.p	Lsat_1_v5_gn_8_5340.1
OG0001848	Bevul.6G126400.1.p	Lsat_1_v5_gn_4_17901.1, Lsat_1_v5_gn_8_40020.4, Lsat_1_v5_gn_8_40020.1, Lsat_1_v5_gn_3_59401.1, Lsat_1_v5_gn_3_59401.2
OG0001849	Bevul.2G072500.1.p	Lsat_1_v5_gn_8_124640.2, Lsat_1_v5_gn_8_124640.1, Lsat_1_v5_gn_8_93860.1, Lsat_1_v5_gn_5_13340.2, Lsat_1_v5_gn_5_172580.1, Lsat_1_v5_gn_8_93860.3, Lsat_1_v5_gn_5_13340.1, Lsat_1_v5_gn_5_172580.3, Lsat_1_v5_gn_2_61441.1
OG0001850	Bevul.3G130500.1.p	Lsat_1_v5_gn_6_55141.2, Lsat_1_v5_gn_6_55141.1
OG0001850	Bevul.4G213900.1.p	Lsat_1_v5_gn_0_14541.1
OG0001851	Bevul.5G163000.1.p	Lsat_1_v5_gn_5_9980.1, Lsat_1_v5_gn_5_9980.3, Lsat_1_v5_gn_1_32200.1, Lsat_1_v5_gn_1_32200.2
OG0001852	Bevul.7G104900.1.p	Lsat_1_v5_gn_9_421.1, Lsat_1_v5_gn_9_421.2
OG0001852	Bevul.6G132400.1.p	Lsat_1_v5_gn_3_62580.1, Lsat_1_v5_gn_8_40161.3, Lsat_1_v5_gn_8_40161.1
OG0001853	Bevul.6G022600.1.p	Lsat_1_v5_gn_2_77500.1
OG0001853	Bevul.1G154500.1.p	Lsat_1_v5_gn_5_157381.2, Lsat_1_v5_gn_5_157381.1, Lsat_1_v5_gn_5_157381.3
OG0001854	Bevul.2G187500.1.p	Lsat_1_v5_gn_8_13321.1
OG0001855	Bevul.7G037800.1.p, Bevul.7G037900.1.p	Lsat_1_v5_gn_2_112901.1
OG0001856	Bevul.1G119900.1.p	Lsat_1_v5_gn_6_106421.1, Lsat_1_v5_gn_6_106421.2
OG0001857	Bevul.3G002900.1.p	Lsat_1_v5_gn_2_41401.2, Lsat_1_v5_gn_2_41401.3, Lsat_1_v5_gn_2_41401.1, Lsat_1_v5_gn_6_66060.2, Lsat_1_v5_gn_6_66060.1, Lsat_1_v5_gn_6_66060.3
OG0001857	Bevul.7G112500.1.p	Lsat_1_v5_gn_8_92061.2, Lsat_1_v5_gn_8_92061.1
OG0001858	Bevul.5G031200.1.p, Bevul.5G031300.1.p	Lsat_1_v5_gn_3_7761.3, Lsat_1_v5_gn_3_7761.1
OG0001859	Bevul.7G001500.2.p, Bevul.7G001500.1.p	Lsat_1_v5_gn_8_109560.3, Lsat_1_v5_gn_8_109560.1
OG0001860	Bevul.6G026300.1.p	Lsat_1_v5_gn_3_75181.3, Lsat_1_v5_gn_3_75181.1
OG0001860	Bevul.1G159900.1.p, Bevul.1G159800.1.p	Lsat_1_v5_gn_4_116621.1, Lsat_1_v5_gn_3_21820.1, Lsat_1_v5_gn_4_116761.1, Lsat_1_v5_gn_4_116721.1, Lsat_1_v5_gn_5_99920.1
OG0001861	Bevul.6G162000.1.p	Lsat_1_v5_gn_7_69741.2, Lsat_1_v5_gn_9_81781.1, Lsat_1_v5_gn_9_81781.2, Lsat_1_v5_gn_9_81821.1, Lsat_1_v5_gn_9_81781.3, Lsat_1_v5_gn_9_81801.1, Lsat_1_v5_gn_7_69741.1
OG0001862	Bevul.1G055100.1.p	Lsat_1_v5_gn_6_113580.2, Lsat_1_v5_gn_6_113580.3, Lsat_1_v5_gn_6_113580.1, Lsat_1_v5_gn_6_113580.4, Lsat_1_v5_gn_4_124081.1, Lsat_1_v5_gn_4_124081.3
OG0001863	Bevul.9G155800.1.p	Lsat_1_v5_gn_5_112200.1, Lsat_1_v5_gn_3_89440.3, Lsat_1_v5_gn_3_89440.1, Lsat_1_v5_gn_2_85160.1, Lsat_1_v5_gn_2_85100.1, Lsat_1_v5_gn_2_85140.1, Lsat_1_v5_gn_9_67881.3, Lsat_1_v5_gn_9_67881.1, Lsat_1_v5_gn_9_67821.1, Lsat_1_v5_gn_9_67821.3, Lsat_1_v5_gn_2_85040.1, Lsat_1_v5_gn_2_83940.1, Lsat_1_v5_gn_2_85000.1, Lsat_1_v5_gn_2_85000.5
OG0001864	Bevul.4G189500.1.p	Lsat_1_v5_gn_5_79701.4, Lsat_1_v5_gn_5_78841.3
OG0001865	Bevul.5G256500.1.p	Lsat_1_v5_gn_1_61501.1
OG0001866	Bevul.6G093600.1.p	Lsat_1_v5_gn_3_94041.1, Lsat_1_v5_gn_2_87261.1
OG0001867	Bevul.8G142000.1.p	Lsat_1_v5_gn_5_139981.1, Lsat_1_v5_gn_7_35180.1
OG0001868	Bevul.1G050600.1.p	Lsat_1_v5_gn_4_121761.1, Lsat_1_v5_gn_1_18261.1, Lsat_1_v5_gn_1_18261.3
OG0001869	Bevul.6G088300.1.p	Lsat_1_v5_gn_2_79760.3, Lsat_1_v5_gn_2_79760.1
OG0001870	Bevul.8G212200.1.p	Lsat_1_v5_gn_7_54581.3, Lsat_1_v5_gn_7_54581.1, Lsat_1_v5_gn_8_67661.1, Lsat_1_v5_gn_5_85441.2, Lsat_1_v5_gn_5_85441.1
OG0001871	Bevul.1G004700.1.p	Lsat_1_v5_gn_1_22761.1, Lsat_1_v5_gn_1_22761.3, Lsat_1_v5_gn_1_22761.2
OG0001871	Bevul.8G113400.1.p	Lsat_1_v5_gn_9_112320.1, Lsat_1_v5_gn_9_112320.2, Lsat_1_v5_gn_7_85641.1, Lsat_1_v5_gn_7_85641.3, Lsat_1_v5_gn_9_111641.1, Lsat_1_v5_gn_9_111641.2
OG0001872	Bevul.9G137600.2.p, Bevul.9G137600.1.p	Lsat_1_v5_gn_8_124000.3, Lsat_1_v5_gn_8_124000.1, Lsat_1_v5_gn_3_46320.1
OG0001873	Bevul.9G156100.1.p, Bevul.9G174500.1.p, Bevul.9G174800.1.p, Bevul.9G174600.1.p, Bevul.9G156200.1.p, Bevul.9G156200.2.p, Bevul.9G156300.1.p	Lsat_1_v5_gn_5_113581.1, Lsat_1_v5_gn_0_4181.1, Lsat_1_v5_gn_5_115600.3, Lsat_1_v5_gn_5_115600.1, Lsat_1_v5_gn_5_115640.1
OG0001874	Bevul.6G069500.1.p	Lsat_1_v5_gn_5_45700.3, Lsat_1_v5_gn_5_45700.1
OG0001874	Bevul.7G187600.1.p, Bevul.9G115700.2.p, Bevul.9G115700.1.p	Lsat_1_v5_gn_9_19881.1, Lsat_1_v5_gn_9_19881.2
OG0001875	Bevul.9G160600.1.p, Bevul.9G160600.4.p, Bevul.9G160600.3.p, Bevul.9G160600.2.p	Lsat_1_v5_gn_8_128741.3
OG0001876	Bevul.6G089800.1.p	Lsat_1_v5_gn_3_93260.1
OG0001877	Bevul.7G000700.2.p, Bevul.7G000700.1.p	Lsat_1_v5_gn_8_108440.3, Lsat_1_v5_gn_8_108440.2, Lsat_1_v5_gn_8_108440.1
OG0001878	Bevul.4G056200.1.p, Bevul.4G056300.1.p	Lsat_1_v5_gn_5_6540.1, Lsat_1_v5_gn_5_6540.3
OG0001878	Bevul.8G031500.1.p	Lsat_1_v5_gn_4_54460.3, Lsat_1_v5_gn_4_54460.1
OG0001879	Bevul.6G019100.1.p	Lsat_1_v5_gn_3_78181.1, Lsat_1_v5_gn_7_5320.1, Lsat_1_v5_gn_4_71160.1, Lsat_1_v5_gn_1_70701.1, Lsat_1_v5_gn_9_41861.1, Lsat_1_v5_gn_7_88480.3, Lsat_1_v5_gn_7_88480.1, Lsat_1_v5_gn_3_83101.1, Lsat_1_v5_gn_8_11861.1, Lsat_1_v5_gn_8_11861.2, Lsat_1_v5_gn_5_114100.3, Lsat_1_v5_gn_5_114100.1, Lsat_1_v5_gn_6_32340.1, Lsat_1_v5_gn_6_32340.2, Lsat_1_v5_gn_5_28101.1, Lsat_1_v5_gn_5_28101.2, Lsat_1_v5_gn_3_107140.1, Lsat_1_v5_gn_3_107140.3, Lsat_1_v5_gn_4_83901.1, Lsat_1_v5_gn_9_26841.1, Lsat_1_v5_gn_2_118881.1, Lsat_1_v5_gn_2_118881.2, Lsat_1_v5_gn_7_5320.2, Lsat_1_v5_gn_1_109980.1, Lsat_1_v5_gn_4_83901.3, Lsat_1_v5_gn_5_163900.1, Lsat_1_v5_gn_3_81380.1, Lsat_1_v5_gn_3_11941.1
OG0001880	Bevul.7G233200.1.p	Lsat_1_v5_gn_8_1461.1
OG0001881	Bevul.8G023300.1.p	Lsat_1_v5_gn_1_128461.3, Lsat_1_v5_gn_1_128461.1
OG0001882	Bevul.4G055200.1.p, Bevul.1G010600.1.p	Lsat_1_v5_gn_4_70141.1
OG0001883	Bevul.6G197300.1.p, Bevul.6G216600.1.p	Lsat_1_v5_gn_3_106460.2, Lsat_1_v5_gn_3_106460.1
OG0001884	Bevul.4G066100.1.p	Lsat_1_v5_gn_5_128101.3, Lsat_1_v5_gn_5_128101.1, Lsat_1_v5_gn_5_128101.2, Lsat_1_v5_gn_7_104700.1
OG0001886	Bevul.5G132900.1.p	Lsat_1_v5_gn_3_111920.2, Lsat_1_v5_gn_3_111920.1
OG0001886	Bevul.4G013400.1.p	Lsat_1_v5_gn_7_113021.1, Lsat_1_v5_gn_7_113021.2
OG0001887	Bevul.9G082900.2.p, Bevul.9G082900.1.p	Lsat_1_v5_gn_8_137641.1
OG0001887	Bevul.4G071700.1.p	Lsat_1_v5_gn_7_102940.1, Lsat_1_v5_gn_7_102900.1, Lsat_1_v5_gn_9_99081.3, Lsat_1_v5_gn_9_99081.1
OG0001888	Bevul.9G145500.1.p	Lsat_1_v5_gn_5_107861.1
OG0001888	Bevul.5G105900.1.p	Lsat_1_v5_gn_5_55580.1, Lsat_1_v5_gn_5_55580.3
OG0001889	Bevul.3G088900.1.p	Lsat_1_v5_gn_8_9221.1, Lsat_1_v5_gn_8_9221.3, Lsat_1_v5_gn_2_128840.1
OG0001890	Bevul.2G075400.1.p	Lsat_1_v5_gn_4_172000.1, Lsat_1_v5_gn_2_90160.1
OG0001890	Bevul.1G216300.1.p	Lsat_1_v5_gn_6_25160.1, Lsat_1_v5_gn_6_25160.3
OG0001892	Bevul.8G209400.1.p	Lsat_1_v5_gn_8_68241.1, Lsat_1_v5_gn_8_68241.2
OG0001893	Bevul.7G220400.1.p	Lsat_1_v5_gn_2_85500.3, Lsat_1_v5_gn_2_85500.1, Lsat_1_v5_gn_8_21361.2, Lsat_1_v5_gn_8_21361.1, Lsat_1_v5_gn_8_21361.3, Lsat_1_v5_gn_8_21361.6, Lsat_1_v5_gn_8_42161.1, Lsat_1_v5_gn_8_42161.2, Lsat_1_v5_gn_8_42161.4, Lsat_1_v5_gn_8_42141.2, Lsat_1_v5_gn_8_42141.1
OG0001894	Bevul.1G124000.1.p	Lsat_1_v5_gn_4_37400.1, Lsat_1_v5_gn_7_6160.1
OG0001894	Bevul.3G081000.1.p	Lsat_1_v5_gn_9_53021.1, Lsat_1_v5_gn_8_7780.1
OG0001895	Bevul.2G158500.1.p	Lsat_1_v5_gn_1_46601.1
OG0001896	Bevul.8G169000.1.p	Lsat_1_v5_gn_7_43720.1, Lsat_1_v5_gn_7_43720.3, Lsat_1_v5_gn_5_93700.1
OG0001897	Bevul.7G163100.1.p	Lsat_1_v5_gn_5_136680.1, Lsat_1_v5_gn_5_136680.3, Lsat_1_v5_gn_0_41681.1, Lsat_1_v5_gn_0_41681.2, Lsat_1_v5_gn_1_38561.1
OG0001898	Bevul.8G136900.1.p, Bevul.7G169900.1.p	Lsat_1_v5_gn_8_86361.3, Lsat_1_v5_gn_8_86361.1, Lsat_1_v5_gn_5_141200.1, Lsat_1_v5_gn_5_141200.3, Lsat_1_v5_gn_5_141200.2
OG0001899	Bevul.8G151600.1.p	Lsat_1_v5_gn_5_89401.1, Lsat_1_v5_gn_5_89401.3, Lsat_1_v5_gn_8_63840.1
OG0001900	Bevul.2G176500.1.p	Lsat_1_v5_gn_6_20700.1
OG0001901	Bevul.1G126000.1.p	Lsat_1_v5_gn_3_135480.1, Lsat_1_v5_gn_3_135480.3, Lsat_1_v5_gn_7_7601.2, Lsat_1_v5_gn_7_7601.1, Lsat_1_v5_gn_7_7601.3
OG0001902	Bevul.8G172300.1.p	Lsat_1_v5_gn_8_62521.1, Lsat_1_v5_gn_8_62521.3, Lsat_1_v5_gn_7_44181.4, Lsat_1_v5_gn_7_44181.1
OG0001903	Bevul.3G037800.1.p	Lsat_1_v5_gn_3_140341.1
