Orthogroup	B_vulgaris.proteins	A_hypochondriacus.proteins
OG0001136	Bevul.8G100300.1.p	AH015798-RA, AH015799-RA
OG0001141	Bevul.2G174700.1.p	AH019910-RA, AH022026-RA
OG0001141	Bevul.6G038400.1.p	AH006389-RA
OG0001141	Bevul.2G174800.1.p	AH023250-RA
OG0001142	Bevul.4G159200.1.p	AH007571-RA
OG0001143	Bevul.7G136800.1.p	AH013596-RA
OG0001143	Bevul.7G136900.1.p	AH013595-RA
OG0001144	Bevul.7G187900.1.p	AH002146-RA, AH015584-RA
OG0001145	Bevul.5G162200.1.p	AH002687-RA
OG0001145	Bevul.4G145600.1.p	AH010871-RA, AH007537-RA
OG0001146	Bevul.5G111400.1.p, Bevul.5G111500.1.p	AH018876-RA
OG0001146	Bevul.3G112100.1.p	AH011698-RA
OG0001147	Bevul.7G029700.1.p	AH021829-RA
OG0001147	Bevul.7G029600.2.p, Bevul.7G029600.1.p	AH021828-RA
OG0001147	Bevul.7G029500.1.p	AH021827-RA, AH012620-RA
OG0001148	Bevul.2G144100.1.p, Bevul.2G144100.2.p	AH013387-RA
OG0001149	Bevul.3G025000.1.p	AH011884-RA
OG0001149	Bevul.4G115300.1.p	AH010685-RA, AH007824-RA
OG0001150	Bevul.3G211000.1.p	AH020477-RA
OG0001151	Bevul.7G125200.1.p	AH013071-RA
OG0001151	Bevul.3G031000.1.p	AH019718-RA, AH011930-RA
OG0001151	Bevul.1G196500.1.p	AH009515-RA
OG0001152	Bevul.7G039100.1.p	AH021862-RA, AH012678-RA
OG0001153	Bevul.3G121100.1.p	AH011761-RA
OG0001154	Bevul.3G171600.1.p	AH006933-RA
OG0001155	Bevul.6G016800.1.p	AH003848-RA, AH005731-RA
OG0001155	Bevul.1G010900.1.p	AH016711-RA
OG0001156	Bevul.6G008500.1.p	AH003904-RA
OG0001157	Bevul.6G012400.1.p	AH005694-RA, AH003879-RA
OG0001158	Bevul.6G004600.1.p	AH006127-RA
OG0001159	Bevul.4G185000.1.p	AH003277-RA
OG0001159	Bevul.6G150600.1.p	AH004048-RA
OG0001160	Bevul.1G039900.1.p, Bevul.1G040300.1.p	AH023721-RA, AH023722-RA
OG0001160	Bevul.6G219600.1.p	AH004290-RA, AH004943-RA
OG0001161	Bevul.9G154600.1.p	AH001620-RA
OG0001162	Bevul.1G045100.1.p	AH016893-RA
OG0001162	Bevul.6G075700.1.p	AH003595-RA
OG0001163	Bevul.9G235000.1.p, Bevul.9G234900.1.p	AH001668-RA
OG0001163	Bevul.1G003900.1.p	AH008411-RA
OG0001163	Bevul.1G004000.1.p	AH016942-RA
OG0001164	Bevul.2G131600.2.p, Bevul.2G131600.1.p, Bevul.2G131600.3.p	AH017026-RA
OG0001165	Bevul.1G017400.1.p	AH008325-RA, AH016691-RA
OG0001166	Bevul.9G001400.1.p	AH007858-RA
OG0001167	Bevul.7G233400.1.p, Bevul.4G132700.1.p	AH013304-RA
OG0001169	Bevul.6G035800.1.p, Bevul.6G035700.1.p	AH006416-RA
OG0001170	Bevul.9G171300.1.p, Bevul.9G171300.4.p, Bevul.9G171300.3.p, Bevul.9G171300.2.p	AH001817-RA
OG0001171	Bevul.2G068000.5.p, Bevul.2G068000.2.p, Bevul.2G068000.11.p, Bevul.2G068000.12.p, Bevul.2G068000.1.p, Bevul.2G068000.4.p, Bevul.2G068000.13.p, Bevul.2G068000.10.p, Bevul.2G068000.6.p, Bevul.2G068000.9.p, Bevul.2G068000.8.p, Bevul.2G068000.16.p, Bevul.2G068000.7.p, Bevul.2G068000.15.p, Bevul.2G068000.3.p, Bevul.2G068000.14.p, Bevul.9G123900.1.p	AH002354-RA
OG0001172	Bevul.4G012200.1.p	AH009743-RA
OG0001172	Bevul.9G029200.1.p	AH000090-RA, AH001173-RA
OG0001173	Bevul.8G058600.1.p	AH015023-RA
OG0001173	Bevul.4G038900.1.p	AH008168-RA, AH009928-RA
OG0001174	Bevul.8G016000.1.p	AH015288-RA
OG0001175	Bevul.1G037400.1.p	AH000334-RA
OG0001176	Bevul.8G046100.1.p	AH021471-RA, AH014932-RA
OG0001176	Bevul.4G020300.1.p	AH009878-RA
OG0001177	Bevul.5G036500.1.p	AH003150-RA, AH018700-RA
OG0001178	Bevul.7G142100.1.p	AH022370-RA
OG0001178	Bevul.5G078000.1.p	AH018244-RA
OG0001179	Bevul.7G171500.1.p	AH013358-RA
OG0001179	Bevul.8G134700.1.p	AH014557-RA
OG0001180	Bevul.6G144700.1.p	AH005365-RA
OG0001180	Bevul.8G181200.1.p	AH014071-RA
OG0001182	Bevul.1G120900.1.p	AH009218-RA
OG0001182	Bevul.3G075600.1.p	AH012348-RA, AH019533-RA
OG0001183	Bevul.3G049900.1.p	AH012097-RA
OG0001183	Bevul.1G182400.1.p	AH009641-RA
OG0001184	Bevul.5G000400.1.p	AH018630-RA
OG0001184	Bevul.3G064400.1.p	AH011608-RA
OG0001184	Bevul.6G157600.1.p	AH003173-RA
OG0001185	Bevul.8G158300.1.p	AH014366-RA
OG0001185	Bevul.6G104600.1.p, Bevul.8G189800.1.p	AH015568-RA
OG0001186	Bevul.8G165600.1.p	AH013962-RA
OG0001187	Bevul.5G048600.1.p	AH018784-RA
OG0001188	Bevul.5G029000.1.p	AH017993-RA
OG0001188	Bevul.1G179800.1.p	AH009666-RA
OG0001189	Bevul.5G065800.1.p	AH018210-RA
OG0001190	Bevul.9G069800.2.p, Bevul.9G069800.3.p, Bevul.9G069800.1.p	AH000448-RA, AH000447-RA
OG0001191	Bevul.7G180000.1.p	AH022626-RA
OG0001192	Bevul.8G072300.1.p	AH021523-RA, AH015039-RA
OG0001193	Bevul.7G035200.1.p	AH021851-RA
OG0001193	Bevul.9G104700.1.p, Bevul.9G104800.1.p	AH000382-RA, AH001500-RA
OG0001194	Bevul.4G021200.1.p	AH009883-RA, AH008232-RA
OG0001194	Bevul.4G021300.1.p	AH009884-RA
OG0001194	Bevul.8G046800.1.p	AH021473-RA, AH014934-RA
OG0001195	Bevul.2G185900.1.p	AH016309-RA, AH023167-RA
OG0001196	Bevul.3G187700.1.p	AH006827-RA, AH020348-RA
OG0001197	Bevul.7G072600.1.p	AH012810-RA
OG0001197	Bevul.1G197200.1.p	AH023431-RA
OG0001198	Bevul.2G192200.4.p, Bevul.2G192200.2.p, Bevul.2G192200.1.p, Bevul.2G192200.3.p	AH022726-RA, AH017490-RA
OG0001198	Bevul.7G149400.1.p, Bevul.7G149300.1.p	AH017988-RA
OG0001199	Bevul.4G066400.1.p	AH010076-RA
OG0001200	Bevul.5G162700.1.p	AH002957-RA
OG0001200	Bevul.8G166100.1.p	AH017384-RA, AH013970-RA
OG0001201	Bevul.6G242200.1.p	AH004686-RA
OG0001202	Bevul.3G132400.1.p, Bevul.2G182200.1.p, Bevul.2G182200.3.p, Bevul.2G182200.2.p	AH011829-RA, AH011828-RA, AH011830-RA
OG0001203	Bevul.6G243800.1.p, Bevul.6G243700.1.p	AH014538-RA, AH014539-RA
OG0001203	Bevul.2G055800.1.p	AH015747-RA, AH019376-RA
OG0001203	Bevul.6G243600.1.p	AH004681-RA
OG0001204	Bevul.5G071700.1.p	AH018316-RA
OG0001205	Bevul.6G124400.1.p	AH005407-RA
OG0001205	Bevul.5G149300.1.p	AH017184-RA
OG0001206	Bevul.9G027400.1.p, Bevul.9G120100.1.p	AH016861-RA
OG0001206	Bevul.7G091200.1.p, Bevul.4G022200.1.p, Bevul.3G112300.1.p, Bevul.1G032400.1.p, Bevul.6G177700.1.p, Bevul.3G083100.1.p, Bevul.6G184300.1.p, Bevul.5G073400.1.p, Bevul.8G124100.1.p	AH008244-RA, AH015380-RA, AH016365-RA, AH022537-RA, AH016876-RA, AH015585-RA, AH003672-RA
OG0001206	Bevul.9G088400.1.p	AH011576-RA, AH012124-RA, AH022059-RA, AH022479-RA, AH023350-RA
OG0001207	Bevul.6G189000.1.p	AH004429-RA
OG0001217	Bevul.3G002700.1.p	AH019882-RA
OG0001218	Bevul.4G127100.1.p	AH007870-RA
OG0001219	Bevul.4G042500.1.p	AH008153-RA, AH022509-RA
OG0001220	Bevul.7G198000.1.p	AH022699-RA
OG0001220	Bevul.2G224500.1.p	AH023011-RA
OG0001220	Bevul.5G227800.1.p	AH017884-RA
OG0001221	Bevul.3G152400.1.p	AH007028-RA, AH007029-RA
OG0001222	Bevul.9G097100.1.p, Bevul.9G097100.2.p	AH001435-RA
OG0001223	Bevul.4G006000.1.p	AH009790-RA
OG0001223	Bevul.9G036200.2.p, Bevul.9G036200.1.p	AH001215-RA, AH000140-RA
OG0001224	Bevul.4G246200.1.p	AH010879-RA
OG0001224	Bevul.3G177500.1.p	AH006895-RA
OG0001225	Bevul.5G221800.1.p	AH002585-RA
OG0001225	Bevul.5G182400.1.p	AH017546-RA
OG0001225	Bevul.3G007100.1.p	AH007192-RA
OG0001225	Bevul.3G228200.1.p	AH020551-RA
OG0001227	Bevul.5G214000.1.p	AH021035-RA
OG0001227	Bevul.5G213100.1.p, Bevul.7G193000.1.p	AH013791-RA
OG0001228	Bevul.9G208200.2.p, Bevul.9G208200.1.p	AH002109-RA
OG0001228	Bevul.5G011300.1.p	AH003237-RA
OG0001228	Bevul.9G208100.1.p	AH002106-RA, AH002107-RA
OG0001228	Bevul.2G084300.1.p	AH016801-RA
OG0001229	Bevul.7G072700.6.p, Bevul.7G072700.14.p, Bevul.7G072700.11.p, Bevul.7G072700.15.p, Bevul.7G072700.13.p, Bevul.7G072700.12.p, Bevul.7G072700.10.p, Bevul.7G072700.4.p, Bevul.7G072700.5.p, Bevul.7G072700.1.p, Bevul.7G072700.3.p, Bevul.7G072700.2.p, Bevul.7G072700.8.p, Bevul.7G072700.9.p, Bevul.7G072700.7.p	AH021934-RA
OG0001230	Bevul.8G061100.1.p	AH015137-RA
OG0001231	Bevul.9G175000.1.p	AH001845-RA, AH001844-RA
OG0001232	Bevul.6G018700.1.p	AH005742-RA, AH003837-RA
OG0001233	Bevul.1G101700.1.p	AH008731-RA
OG0001234	Bevul.6G076100.1.p	AH003599-RA
OG0001234	Bevul.1G045700.1.p	AH016847-RA, AH023758-RA
OG0001235	Bevul.9G180700.1.p	AH001888-RA
OG0001236	Bevul.9G220200.1.p, Bevul.9G220200.3.p, Bevul.9G220200.2.p	AH002449-RA
OG0001237	Bevul.1G119100.1.p	AH008879-RA
OG0001237	Bevul.6G059400.1.p	AH005662-RA
OG0001238	Bevul.1G101800.1.p, Bevul.1G105200.1.p	AH023636-RA
OG0001239	Bevul.4G064800.1.p, Bevul.4G065000.1.p, Bevul.4G065100.1.p	AH008055-RA
OG0001239	Bevul.7G114400.1.p, Bevul.7G114500.1.p, Bevul.7G114600.1.p	AH013003-RA
OG0001241	Bevul.8G000200.1.p	AH015103-RA, AH021614-RA
OG0001242	Bevul.4G238100.1.p	AH011007-RA
OG0001243	Bevul.2G119700.2.p, Bevul.2G119700.1.p	AH015902-RA
OG0001244	Bevul.1G197900.1.p	AH009503-RA
OG0001244	Bevul.1G131000.1.p	AH009104-RA
OG0001245	Bevul.8G189900.1.p	AH020829-RA, AH015569-RA
OG0001246	Bevul.6G041800.1.p	AH003386-RA
OG0001246	Bevul.7G175100.1.p	AH022222-RA
OG0001248	Bevul.7G178400.1.p	AH022691-RA
OG0001248	Bevul.7G178300.1.p	AH022690-RA, AH013929-RA
OG0001249	Bevul.4G109800.1.p	AH007798-RA
OG0001249	Bevul.5G021300.1.p	AH018935-RA
OG0001250	Bevul.3G199500.1.p	AH020410-RA, AH006748-RA
OG0001250	Bevul.2G236300.1.p	AH016402-RA, AH023037-RA
OG0001250	Bevul.7G196700.1.p	AH001178-RA
OG0001251	Bevul.9G087700.4.p, Bevul.9G087700.2.p, Bevul.9G087700.3.p, Bevul.9G087700.5.p, Bevul.9G087700.1.p, Bevul.9G087700.6.p, Bevul.9G087700.7.p, Bevul.9G087700.9.p, Bevul.9G087700.8.p	AH001398-RA
OG0001252	Bevul.7G137800.1.p	AH013588-RA, AH022210-RA
OG0001252	Bevul.6G175000.1.p	AH004466-RA, AH004869-RA
OG0001253	Bevul.4G231300.1.p	AH010969-RA
OG0001254	Bevul.1G015300.1.p	AH008334-RA
OG0001255	Bevul.6G087700.1.p	AH005586-RA
OG0001256	Bevul.9G144900.1.p	AH002195-RA
OG0001256	Bevul.6G043700.1.p, Bevul.6G043600.1.p	AH006265-RA, AH003401-RA
OG0001256	Bevul.8G104100.1.p	AH018477-RA, AH021227-RA
OG0001257	Bevul.1G009200.1.p	AH008377-RA
OG0001257	Bevul.1G148500.1.p	AH009332-RA
OG0001258	Bevul.6G231400.1.p	AH005027-RA, AH005026-RA
OG0001259	Bevul.5G090900.1.p	AH011511-RA, AH018403-RA
OG0001259	Bevul.3G013900.1.p	AH019896-RA, AH007252-RA
OG0001260	Bevul.6G109300.1.p	AH005380-RA, AH004118-RA
OG0001261	Bevul.5G175300.1.p	AH017491-RA
OG0001262	Bevul.2G200400.1.p	AH022777-RA
OG0001262	Bevul.6G106600.1.p	AH005524-RA
OG0001263	Bevul.1G035000.1.p	AH016821-RA
OG0001264	Bevul.3G091800.1.p	AH019438-RA, AH012173-RA, AH012172-RA, AH012188-RA, AH012174-RA, AH012181-RA, AH012189-RA, AH012182-RA, AH012190-RA, AH012185-RA, AH012187-RA, AH012175-RA, AH012191-RA, AH012171-RA, AH012183-RA, AH012193-RA, AH003187-RA, AH007195-RA
OG0001271	Bevul.7G135400.1.p	AH013611-RA
OG0001271	Bevul.3G228800.1.p	AH006519-RA, AH020553-RA
OG0001272	Bevul.7G169100.1.p	AH013380-RA, AH013379-RA
OG0001273	Bevul.5G239700.1.p, Bevul.9G198700.1.p, Bevul.9G198800.1.p	AH002602-RA
OG0001274	Bevul.9G099000.1.p	AH020953-RA, AH018827-RA
OG0001274	Bevul.9G004700.1.p	AH023783-RA
OG0001275	Bevul.3G168600.1.p	AH006951-RA, AH020239-RA
OG0001275	Bevul.7G176100.1.p	AH013311-RA
OG0001276	Bevul.3G001500.2.p, Bevul.3G001500.1.p	AH007151-RA, AH019878-RA
OG0001276	Bevul.4G197500.1.p	AH010428-RA
OG0001277	Bevul.8G000900.1.p, Bevul.5G215900.1.p	AH021608-RA
OG0001278	Bevul.9G042800.6.p, Bevul.9G042800.11.p, Bevul.9G042800.7.p, Bevul.9G042800.10.p, Bevul.9G042800.9.p, Bevul.9G042800.1.p, Bevul.9G042800.3.p, Bevul.9G042800.5.p, Bevul.9G042800.4.p, Bevul.9G042800.2.p, Bevul.9G042800.8.p	AH000211-RA
OG0001279	Bevul.7G032700.1.p	AH012651-RA
OG0001280	Bevul.6G170800.1.p	AH004486-RA
OG0001280	Bevul.6G170400.1.p	AH004893-RA
OG0001281	Bevul.7G104800.1.p, Bevul.7G104800.2.p, Bevul.7G104800.3.p	AH022074-RA, AH012983-RA
OG0001281	Bevul.4G199100.1.p	AH007613-RA
OG0001282	Bevul.3G209100.1.p	AH006683-RA
OG0001282	Bevul.2G042000.1.p	AH019158-RA, AH015663-RA
OG0001283	Bevul.3G054100.1.p	AH019863-RA, AH007129-RA
OG0001284	Bevul.8G050400.1.p, Bevul.8G050500.1.p	AH014961-RA
OG0001285	Bevul.1G101000.1.p	AH008738-RA
OG0001285	Bevul.9G146000.1.p	AH002185-RA, AH000898-RA
OG0001286	Bevul.1G113200.1.p	AH008835-RA
OG0001286	Bevul.6G100400.1.p	AH003927-RA
OG0001287	Bevul.9G152800.1.p	AH001607-RA, AH000948-RA
OG0001288	Bevul.9G179100.1.p	AH001876-RA
OG0001288	Bevul.4G157800.1.p	AH010488-RA, AH010489-RA
OG0001289	Bevul.1G157100.1.p	AH015607-RA
OG0001290	Bevul.1G041800.1.p	AH023736-RA
OG0001290	Bevul.9G120900.1.p	AH002377-RA
OG0001291	Bevul.4G035200.1.p	AH008183-RA, AH010160-RA
OG0001291	Bevul.9G145900.1.p	AH002186-RA
OG0001291	Bevul.8G057300.1.p	AH015016-RA
OG0001292	Bevul.2G093200.1.p, Bevul.2G093000.1.p	AH000248-RA, AH009372-RA
OG0001293	Bevul.4G072700.1.p	AH010124-RA
OG0001294	Bevul.5G219500.1.p	AH002512-RA
OG0001294	Bevul.7G232700.1.p	AH022234-RA
OG0001295	Bevul.4G094500.1.p	AH007897-RA
OG0001295	Bevul.8G026500.1.p	AH021651-RA, AH015225-RA
OG0001297	Bevul.7G170700.1.p	AH013365-RA
OG0001298	Bevul.3G090100.1.p	AH012231-RA
OG0001298	Bevul.5G007200.1.p	AH018561-RA, AH003212-RA
OG0001299	Bevul.7G173600.1.p	AH013339-RA, AH022213-RA
OG0001299	Bevul.8G131500.1.p	AH014212-RA, AH021131-RA
OG0001300	Bevul.7G173700.1.p	AH013338-RA
OG0001301	Bevul.7G176500.1.p	AH022228-RA
OG0001302	Bevul.6G056900.1.p	AH003682-RA, AH005673-RA
OG0001304	Bevul.2G126400.1.p	AH017072-RA
OG0001304	Bevul.7G149900.1.p	AH022242-RA
OG0001304	Bevul.2G120300.1.p	AH015897-RA
OG0001305	Bevul.5G016400.1.p	AH018101-RA
OG0001305	Bevul.3G038600.1.p, Bevul.3G038700.1.p	AH019677-RA
OG0001305	Bevul.3G038400.1.p, Bevul.3G038500.1.p	AH019678-RA, AH011990-RA
OG0001306	Bevul.8G206300.1.p	AH020932-RA
OG0001307	Bevul.1G028200.1.p	AH002122-RA, AH000485-RA
OG0001308	Bevul.5G199900.1.p	AH002776-RA, AH017643-RA
OG0001308	Bevul.5G242800.1.p	AH017766-RA, AH002622-RA
OG0001309	Bevul.8G102500.1.p	AH014344-RA
OG0001310	Bevul.3G072300.1.p	AH001162-RA, AH000036-RA
OG0001310	Bevul.4G014000.1.p	AH008261-RA, AH009796-RA
OG0001311	Bevul.4G191000.1.p	AH010330-RA
OG0001311	Bevul.3G165700.1.p	AH006969-RA
OG0001311	Bevul.7G115400.1.p	AH021901-RA
OG0001312	Bevul.4G073800.1.p	AH010129-RA
OG0001312	Bevul.9G084400.2.p, Bevul.9G084400.1.p	AH001369-RA, AH001368-RA
OG0001313	Bevul.5G012400.1.p	AH018861-RA
OG0001313	Bevul.3G066900.1.p, Bevul.7G179800.1.p	AH013841-RA
OG0001313	Bevul.7G179500.1.p	AH013838-RA
OG0001314	Bevul.5G101300.1.p	AH018480-RA
OG0001314	Bevul.2G116800.2.p, Bevul.2G116800.1.p	AH016986-RA, AH015909-RA
OG0001315	Bevul.1G098300.1.p	AH008762-RA
OG0001315	Bevul.3G075100.1.p	AH012344-RA
OG0001316	Bevul.7G214200.1.p, Bevul.6G177000.1.p, Bevul.6G176900.1.p	AH012772-RA
OG0001316	Bevul.2G107100.1.p	AH023506-RA, AH023776-RA
OG0001317	Bevul.9G021400.4.p, Bevul.9G021400.3.p, Bevul.9G021400.2.p	AH000055-RA
OG0001317	Bevul.9G021400.1.p	AH020963-RA
OG0001317	Bevul.8G047000.1.p	AH021475-RA
OG0001318	Bevul.7G178700.1.p	AH013833-RA, AH020607-RA
OG0001318	Bevul.7G016400.1.p	AH012543-RA, AH021764-RA
OG0001319	Bevul.9G113700.1.p, Bevul.9G113700.2.p	AH001546-RA
OG0001320	Bevul.4G079800.1.p	AH010153-RA, AH007996-RA
OG0001320	Bevul.4G080100.1.p	AH007994-RA
OG0001320	Bevul.4G079900.1.p	AH010156-RA, AH010154-RA
OG0001320	Bevul.7G148900.1.p	AH022241-RA
OG0001321	Bevul.6G007600.1.p	AH003910-RA, AH006161-RA
OG0001321	Bevul.9G233900.1.p	AH001676-RA
OG0001322	Bevul.3G132100.1.p	AH020145-RA, AH011832-RA, AH020146-RA
OG0001323	Bevul.3G078900.1.p	AH019507-RA
OG0001323	Bevul.8G151100.1.p, Bevul.8G150900.1.p, Bevul.8G150800.1.p, Bevul.8G150700.1.p, Bevul.8G151000.1.p, Bevul.1G121800.1.p	AH009207-RA
OG0001324	Bevul.9G166000.1.p	AH001775-RA
OG0001324	Bevul.9G143100.4.p, Bevul.9G143100.1.p, Bevul.9G143100.2.p, Bevul.9G143100.3.p, Bevul.9G143100.5.p	AH000875-RA
OG0001325	Bevul.7G124400.1.p	AH013066-RA
OG0001326	Bevul.5G169500.1.p	AH017456-RA
OG0001326	Bevul.6G109100.1.p	AH004010-RA
OG0001327	Bevul.5G032400.1.p	AH018657-RA
OG0001328	Bevul.4G051800.1.p	AH008131-RA, AH009991-RA
OG0001329	Bevul.3G015400.1.p	AH007262-RA
OG0001329	Bevul.5G094800.1.p	AH011539-RA, AH018434-RA
OG0001335	Bevul.7G106900.2.p, Bevul.7G106900.1.p	AH012970-RA, AH022063-RA
OG0001335	Bevul.3G001100.1.p	AH019874-RA, AH019873-RA, AH007142-RA
OG0001336	Bevul.5G245400.1.p	AH017755-RA, AH002641-RA
OG0001336	Bevul.3G090400.1.p	AH023796-RA
OG0001336	Bevul.3G096900.1.p	AH019392-RA
OG0001337	Bevul.2G113200.1.p	AH015959-RA
OG0001339	Bevul.4G195600.1.p	AH010403-RA
OG0001339	Bevul.3G054200.1.p	AH007115-RA
OG0001339	Bevul.5G253200.1.p	AH002684-RA, AH017696-RA
OG0001340	Bevul.5G119200.1.p	AH018934-RA, AH018930-RA
OG0001340	Bevul.7G184600.1.p	AH022637-RA
OG0001341	Bevul.5G242500.1.p	AH017764-RA, AH002620-RA
OG0001341	Bevul.4G132800.1.p	AH010772-RA
OG0001342	Bevul.1G199500.1.p	AH009489-RA, AH003262-RA
OG0001344	Bevul.2G107600.1.p, Bevul.2G107600.2.p, Bevul.2G107600.3.p, Bevul.2G107600.4.p	AH023779-RA
OG0001345	Bevul.2G243900.2.p, Bevul.2G243900.3.p, Bevul.2G243900.1.p	AH023102-RA
OG0001345	Bevul.5G051600.1.p	AH018808-RA
OG0001346	Bevul.4G201200.1.p	AH010533-RA
OG0001346	Bevul.8G148900.1.p	AH014296-RA, AH021071-RA
OG0001348	Bevul.5G055600.1.p	AH018838-RA
OG0001348	Bevul.2G248800.1.p	AH016333-RA, AH023137-RA
OG0001349	Bevul.4G128600.1.p	AH007880-RA, AH010749-RA
OG0001350	Bevul.7G121200.1.p	AH013042-RA
OG0001351	Bevul.9G043400.10.p, Bevul.9G043400.15.p, Bevul.9G043400.3.p, Bevul.9G043400.2.p, Bevul.9G043400.4.p, Bevul.9G043400.17.p, Bevul.9G043400.16.p, Bevul.9G043400.12.p, Bevul.9G043400.11.p, Bevul.9G043400.14.p, Bevul.9G043400.13.p, Bevul.9G043400.7.p, Bevul.9G043400.5.p, Bevul.9G043400.8.p, Bevul.9G043400.6.p, Bevul.9G043400.9.p, Bevul.9G043400.1.p	AH000203-RA
OG0001352	Bevul.7G073200.1.p	AH021941-RA
OG0001352	Bevul.3G140900.1.p	AH020102-RA
OG0001353	Bevul.7G039500.2.p, Bevul.7G039500.1.p	AH012682-RA
OG0001353	Bevul.9G101800.1.p	AH000391-RA
OG0001354	Bevul.3G192100.1.p	AH006792-RA, AH020379-RA
OG0001356	Bevul.8G038400.1.p, Bevul.8G038300.1.p	AH014878-RA
OG0001356	Bevul.5G158100.1.p	AH002972-RA, AH017352-RA
OG0001357	Bevul.9G181800.5.p, Bevul.9G181800.8.p, Bevul.9G181800.21.p, Bevul.9G181800.19.p, Bevul.9G181800.9.p, Bevul.9G181800.6.p, Bevul.9G181800.20.p, Bevul.9G181800.3.p, Bevul.9G181800.11.p, Bevul.9G181800.4.p, Bevul.9G181800.10.p, Bevul.9G181800.2.p, Bevul.9G181800.16.p, Bevul.9G181800.7.p, Bevul.9G181800.1.p, Bevul.9G181800.18.p, Bevul.9G181800.14.p, Bevul.9G181800.17.p, Bevul.9G181800.15.p, Bevul.9G181800.13.p, Bevul.9G181800.12.p	AH000633-RA
OG0001358	Bevul.1G032800.1.p	AH016807-RA
OG0001359	Bevul.1G079800.1.p	AH008449-RA
OG0001359	Bevul.6G053500.1.p	AH006217-RA
OG0001360	Bevul.1G108100.1.p	AH008694-RA
OG0001360	Bevul.9G119000.1.p	AH000727-RA, AH002414-RA
OG0001361	Bevul.6G223100.1.p	AH004300-RA
OG0001361	Bevul.1G032100.1.p	AH016802-RA
OG0001362	Bevul.6G091300.1.p	AH003982-RA, AH005913-RA
OG0001363	Bevul.1G099500.1.p	AH010155-RA, AH008751-RA, AH008752-RA
OG0001364	Bevul.1G187500.1.p	AH009598-RA
OG0001364	Bevul.2G227100.1.p	AH016442-RA
OG0001364	Bevul.4G010100.1.p	AH008286-RA
OG0001364	Bevul.4G010300.1.p	AH007873-RA, AH008285-RA
OG0001365	Bevul.9G080500.2.p, Bevul.9G080500.1.p, Bevul.9G080500.3.p	AH000303-RA, AH001381-RA
OG0001366	Bevul.8G024200.1.p	AH001349-RA
OG0001367	Bevul.5G007400.1.p	AH003213-RA
OG0001367	Bevul.3G090000.1.p	AH012230-RA
OG0001368	Bevul.6G119200.1.p	AH005431-RA
OG0001368	Bevul.2G218000.1.p, Bevul.2G218000.2.p, Bevul.2G218000.3.p	AH016496-RA, AH022919-RA
OG0001369	Bevul.9G100700.1.p	AH000395-RA
OG0001370	Bevul.4G075400.1.p	AH010137-RA, AH010138-RA
OG0001371	Bevul.7G162000.1.p	AH013431-RA, AH022312-RA
OG0001372	Bevul.8G204900.1.p	AH014446-RA
OG0001372	Bevul.5G071400.1.p	AH011401-RA, AH018314-RA
OG0001373	Bevul.2G015200.1.p	AH019182-RA
OG0001374	Bevul.2G121100.1.p, Bevul.2G121100.2.p	AH015891-RA
OG0001375	Bevul.3G089700.1.p	AH012180-RA, AH012227-RA
OG0001376	Bevul.3G062600.1.p	AH019805-RA
OG0001376	Bevul.4G204600.1.p	AH010499-RA
OG0001377	Bevul.9G191400.1.p	AH001942-RA
OG0001377	Bevul.8G166700.1.p	AH020681-RA, AH013974-RA
OG0001378	Bevul.7G030200.1.p	AH012632-RA
OG0001378	Bevul.3G079200.1.p	AH019506-RA, AH012337-RA
OG0001379	Bevul.7G166800.1.p	AH013393-RA, AH022340-RA
OG0001379	Bevul.8G144800.1.p	AH014318-RA
OG0001380	Bevul.8G211300.1.p	AH020970-RA
OG0001380	Bevul.2G131100.1.p	AH016009-RA, AH017022-RA
OG0001381	Bevul.8G206200.1.p	AH020930-RA
OG0001381	Bevul.2G152300.1.p	AH017117-RA
OG0001382	Bevul.6G228400.1.p, Bevul.6G228300.1.p	AH002862-RA, AH016223-RA
OG0001383	Bevul.5G066400.1.p, Bevul.5G066300.1.p	AH018291-RA
OG0001383	Bevul.5G066200.1.p	AH006875-RA, AH018292-RA
OG0001383	Bevul.4G122800.1.p	AH007859-RA
OG0001384	Bevul.5G036600.1.p	AH003149-RA
OG0001384	Bevul.6G106200.1.p	AH005942-RA
OG0001384	Bevul.3G079300.1.p	AH012336-RA
OG0001385	Bevul.1G149000.1.p, Bevul.1G149200.1.p, Bevul.1G149100.1.p	AH009325-RA, AH009327-RA
OG0001386	Bevul.9G064400.2.p, Bevul.9G064400.3.p, Bevul.9G064400.5.p, Bevul.9G064400.8.p, Bevul.9G064400.10.p, Bevul.9G064400.14.p, Bevul.9G064400.13.p, Bevul.9G064400.7.p, Bevul.9G064400.11.p, Bevul.9G064400.9.p, Bevul.9G064400.12.p, Bevul.9G064400.1.p, Bevul.9G064400.15.p	AH000240-RA
OG0001387	Bevul.4G249600.1.p	AH004826-RA
OG0001387	Bevul.3G175600.1.p	AH006903-RA, AH020283-RA
OG0001388	Bevul.8G056700.1.p	AH015012-RA
OG0001388	Bevul.4G034000.1.p	AH010193-RA
OG0001389	Bevul.9G046900.1.p	AH000188-RA
OG0001390	Bevul.5G046800.1.p	AH003084-RA
OG0001391	Bevul.5G164900.1.p	AH017402-RA
OG0001391	Bevul.5G164800.1.p, Bevul.5G164700.1.p	AH017401-RA, AH002942-RA
