Orthogroup	S_lycopersicum.proteins	A_vesiculosa.proteins
OG0000666	Solyc04g078470.3.1, Solyc12g088650.2.1	Av_00009990-RA, Av_00007898-RA, Av_00006876-RA, Av_00019100-RA, Av_00010214-RA
OG0000667	Solyc06g084620.1.1, Solyc01g068120.3.1	Av_00001459-RA, Av_00009659-RA, Av_00001460-RA, Av_00004836-RA, Av_00000772-RA
OG0000668	Solyc04g082560.3.1	Av_00012105-RA, Av_00019427-RA
OG0000668	Solyc02g082540.3.1, Solyc00g007120.3.1	Av_00009774-RA, Av_00008779-RA
OG0000669	Solyc02g084720.3.1	Av_00011707-RA, Av_00016321-RA
OG0000671	Solyc07g062980.3.1	Av_00005906-RA
OG0000671	Solyc02g077920.3.1	Av_00023087-RA, Av_00023268-RA
OG0000671	Solyc07g053810.3.1	Av_00006172-RA, Av_00008436-RA
OG0000672	Solyc10g051140.2.1	Av_00010177-RA, Av_00015732-RA, Av_00002522-RA
OG0000673	Solyc08g078960.3.1	Av_00003022-RA, Av_00005450-RA
OG0000674	Solyc12g007310.2.1	Av_00019524-RA, Av_00019068-RA, Av_00016035-RA
OG0000674	Solyc02g080630.3.1	Av_00010599-RA, Av_00014141-RA
OG0000675	Solyc01g010780.3.1, Solyc05g007050.3.1	Av_00007532-RA, Av_00006427-RA, Av_00005282-RA
OG0000675	Solyc02g087830.3.1	Av_00002695-RA
OG0000675	Solyc07g007980.3.1	Av_00002696-RA
OG0000677	Solyc02g071620.3.1, Solyc02g071610.3.1	Av_00014183-RA, Av_00010642-RA, Av_00006009-RA
OG0000677	Solyc02g071685.1.1, Solyc02g071640.2.1, Solyc02g071680.1.1, Solyc06g007490.2.1, Solyc02g071700.3.1, Solyc02g071690.2.1, Solyc03g005910.3.1, Solyc02g071710.2.1, Solyc02g071720.2.1	Av_00003728-RA
OG0000678	Solyc03g031860.3.1, Solyc02g081330.4.1	Av_00015140-RA, Av_00001355-RA
OG0000679	Solyc09g007530.3.1	Av_00011736-RA, Av_00023748-RA, Av_00013464-RA
OG0000680	Solyc05g010340.3.1	Av_00016992-RA, Av_00015538-RA
OG0000684	Solyc06g075630.3.1, Solyc11g073040.1.1	Av_00013357-RA
OG0000685	Solyc04g072160.3.1	Av_00016219-RA, Av_00016112-RA, Av_00016735-RA, Av_00020318-RA
OG0000686	Solyc10g083640.2.1	Av_00002919-RA, Av_00012600-RA
OG0000686	Solyc11g066830.2.1	Av_00017370-RA
OG0000687	Solyc03g052980.3.1	Av_00023989-RA, Av_00019628-RA, Av_00006714-RA
OG0000688	Solyc01g098110.3.1	Av_00016771-RA, Av_00016258-RA, Av_00001286-RA
OG0000689	Solyc10g079080.2.1	Av_00014467-RA, Av_00012659-RA
OG0000690	Solyc02g091130.3.1, Solyc04g007550.3.1, Solyc05g008460.3.1	Av_00003327-RA, Av_00021656-RA, Av_00000249-RA, Av_00007782-RA
OG0000690	Solyc07g021180.2.1, Solyc12g062530.2.1	Av_00021498-RA
OG0000690	Solyc04g039850.1.1, Solyc00g042140.1.1	Av_00019432-RA, Av_00002553-RA
OG0000691	Solyc01g100830.2.1	Av_00005329-RA, Av_00002673-RA
OG0000691	Solyc02g062590.3.1	Av_00014843-RA, Av_00022986-RA, Av_00006641-RA
OG0000692	Solyc01g005575.1.1, Solyc01g005570.3.1	Av_00006713-RA
OG0000693	Solyc02g071110.3.1, Solyc03g005810.3.1	Av_00015457-RA
OG0000695	Solyc04g076850.3.1	Av_00015348-RA, Av_00000414-RA, Av_00007934-RA, Av_00006848-RA, Av_00023578-RA
OG0000697	Solyc00g009110.3.1	Av_00003205-RA, Av_00013899-RA
OG0000698	Solyc12g036160.2.1, Solyc08g006880.3.1	Av_00020958-RA, Av_00000870-RA
OG0000699	Solyc08g081990.3.1	Av_00014455-RA
OG0000700	Solyc03g123520.3.1, Solyc12g049540.2.1	Av_00019603-RA, Av_00004088-RA
OG0000700	Solyc07g017430.3.1	Av_00000997-RA, Av_00008751-RA, Av_00009799-RA
OG0000702	Solyc12g011070.2.1, Solyc07g056110.3.1	Av_00009534-RA
OG0000702	Solyc12g011080.2.1	Av_00009535-RA
OG0000703	Solyc01g094640.3.1	Av_00017404-RA, Av_00013922-RA, Av_00003228-RA, Av_00013920-RA
OG0000704	Solyc07g008900.3.1	Av_00018223-RA, Av_00001031-RA, Av_00023597-RA, Av_00011047-RA, Av_00009839-RA
OG0000704	Solyc08g077860.3.1	Av_00019913-RA
OG0000705	Solyc08g069140.3.1, Solyc07g006510.3.1	Av_00003599-RA, Av_00007106-RA
OG0000705	Solyc02g086990.3.1	Av_00003586-RA
OG0000705	Solyc03g114110.3.1	Av_00019162-RA
OG0000706	Solyc06g035920.3.1	Av_00001624-RA, Av_00012928-RA, Av_00009402-RA, Av_00009176-RA
OG0000706	Solyc06g035910.1.1, Solyc06g035900.1.1	Av_00010881-RA, Av_00015219-RA, Av_00014773-RA, Av_00014772-RA
OG0000707	Solyc07g007325.1.1, Solyc07g007330.1.1, Solyc12g009880.1.1	Av_00007373-RA, Av_00019778-RA, Av_00004000-RA, Av_00004920-RA, Av_00005831-RA, Av_00012156-RA
OG0000709	Solyc01g098350.3.1	Av_00016777-RA, Av_00020354-RA
OG0000710	Solyc08g083060.3.1	Av_00010684-RA
OG0000710	Solyc03g082620.3.1	Av_00009479-RA
OG0000712	Solyc05g006215.1.1, Solyc05g005510.3.1	Av_00022010-RA, Av_00005322-RA
OG0000712	Solyc02g077740.3.1, Solyc10g008190.3.1, Solyc07g053690.3.1	Av_00008438-RA, Av_00006174-RA, Av_00017848-RA
OG0000713	Solyc02g067470.3.1	Av_00018492-RA, Av_00006426-RA
OG0000714	Solyc05g012780.3.1, Solyc03g065205.1.1	Av_00014256-RA, Av_00015519-RA
OG0000715	Solyc12g038490.2.1, Solyc06g069500.3.1, Solyc03g115250.3.1	Av_00001795-RA, Av_00013763-RA
OG0000716	Solyc09g042700.3.1	Av_00010303-RA, Av_00018002-RA, Av_00015653-RA
OG0000722	Solyc06g011590.2.1, Solyc11g066330.1.1	Av_00014362-RA, Av_00007053-RA, Av_00011926-RA
OG0000722	Solyc11g008200.1.1, Solyc05g055540.2.1	Av_00008182-RA, Av_00001167-RA
OG0000723	Solyc01g094990.2.1	Av_00003234-RA
OG0000724	Solyc06g084070.3.1, Solyc06g008580.3.1	Av_00014254-RA, Av_00014255-RA, Av_00016246-RA, Av_00015131-RA, Av_00017856-RA, Av_00005120-RA
OG0000725	Solyc10g055620.2.1	Av_00011073-RA
OG0000725	Solyc06g084590.3.1	Av_00000749-RA
OG0000726	Solyc06g036430.3.1, Solyc03g007740.3.1	Av_00009428-RA, Av_00001642-RA, Av_00002103-RA, Av_00012951-RA
OG0000728	Solyc01g097400.1.1	Av_00011057-RA
OG0000729	Solyc04g082500.3.1	Av_00009010-RA, Av_00004068-RA
OG0000729	Solyc01g112220.3.1	Av_00012351-RA
OG0000729	Solyc00g007060.3.1, Solyc03g032150.3.1	Av_00015898-RA, Av_00013393-RA
OG0000730	Solyc04g082450.3.1, Solyc04g082460.3.1, Solyc01g112180.3.1	Av_00012347-RA
OG0000731	Solyc07g064610.3.1	Av_00003074-RA, Av_00007892-RA, Av_00000166-RA
OG0000731	Solyc04g081910.3.1	Av_00004877-RA
OG0000734	Solyc05g056010.3.1	Av_00019014-RA
OG0000735	Solyc02g078460.3.1, Solyc10g009020.3.1	Av_00023127-RA, Av_00005918-RA, Av_00005654-RA
OG0000736	Solyc08g068230.3.1	Av_00004244-RA
OG0000738	Solyc08g082910.2.1	Av_00022058-RA
OG0000739	Solyc08g079710.3.1	Av_00014553-RA, Av_00010391-RA
OG0000739	Solyc01g091480.3.1	Av_00015238-RA
OG0000740	Solyc08g060970.3.1	Av_00010061-RA
OG0000741	Solyc08g069040.3.1, Solyc02g094180.3.1, Solyc07g017880.3.1	Av_00008698-RA
OG0000742	Solyc03g120910.3.1, Solyc12g044410.2.1	Av_00006796-RA, Av_00008005-RA
OG0000744	Solyc01g110410.3.1	Av_00011327-RA, Av_00000973-RA
OG0000745	Solyc03g081240.3.1	Av_00013040-RA, Av_00018875-RA, Av_00009489-RA
OG0000746	Solyc11g007580.2.1	Av_00014674-RA
OG0000746	Solyc09g009080.3.1, Solyc10g083630.2.1	Av_00020021-RA, Av_00002920-RA, Av_00020957-RA
OG0000748	Solyc07g052270.3.1	Av_00017719-RA
OG0000749	Solyc05g009130.3.1	Av_00007788-RA
OG0000749	Solyc05g009120.3.1, Solyc05g009110.1.1	Av_00021238-RA, Av_00020360-RA
OG0000753	Solyc06g082130.3.1, Solyc10g076510.2.1, Solyc09g005110.3.1, Solyc02g077240.3.1	Av_00005887-RA, Av_00024101-RA, Av_00003643-RA
OG0000754	Solyc04g077520.3.1	Av_00006861-RA, Av_00007915-RA, Av_00010798-RA, Av_00010225-RA
OG0000754	Solyc09g090520.3.1, Solyc03g005680.3.1	Av_00023909-RA, Av_00019200-RA, Av_00000572-RA, Av_00017453-RA, Av_00017050-RA
OG0000755	Solyc03g006650.2.1, Solyc02g079220.3.1	Av_00022087-RA, Av_00008733-RA
OG0000756	Solyc11g006050.1.1	Av_00002298-RA, Av_00009689-RA
OG0000758	Solyc09g082230.1.1, Solyc09g082240.3.1, Solyc09g082250.2.1, Solyc09g082260.1.1, Solyc06g054090.1.1	Av_00012442-RA, Av_00009330-RA
OG0000759	Solyc05g007290.2.1	Av_00005271-RA, Av_00002703-RA, Av_00005270-RA
OG0000759	Solyc12g099740.2.1	Av_00006543-RA, Av_00016542-RA
OG0000760	Solyc03g095650.3.1, Solyc04g049090.3.1	Av_00001149-RA, Av_00014345-RA
OG0000761	Solyc10g086670.2.1, Solyc09g011660.3.1, Solyc09g011670.3.1	Av_00017554-RA
OG0000761	Solyc01g059930.3.1	Av_00017066-RA, Av_00000558-RA
OG0000763	Solyc01g014850.3.1	Av_00008153-RA, Av_00014923-RA
OG0000763	Solyc01g073940.3.1, Solyc03g063200.3.1, Solyc10g080480.2.1, Solyc10g078750.2.1	Av_00021793-RA, Av_00019622-RA
OG0000764	Solyc09g065590.3.1	Av_00001424-RA, Av_00000818-RA
OG0000764	Solyc09g082580.3.1	Av_00023733-RA, Av_00000611-RA
OG0000765	Solyc03g005590.2.1	Av_00002184-RA
OG0000765	Solyc04g071040.3.1	Av_00016386-RA, Av_00012475-RA
OG0000766	Solyc01g005370.3.1, Solyc04g008000.3.1	Av_00003343-RA
OG0000766	Solyc02g063350.1.1	Av_00005776-RA, Av_00004962-RA, Av_00003936-RA, Av_00009116-RA
OG0000766	Solyc03g118810.1.1, Solyc06g068960.1.1	Av_00017056-RA
OG0000767	Solyc04g054930.3.1, Solyc05g051880.3.1	Av_00021689-RA, Av_00000354-RA
OG0000767	Solyc04g072920.3.1	Av_00010968-RA, Av_00023226-RA
OG0000768	Solyc10g047640.2.1, Solyc01g106030.3.1	Av_00007297-RA, Av_00023487-RA
OG0000769	Solyc12g088720.2.1	Av_00007902-RA, Av_00006873-RA, Av_00010000-RA
OG0000770	Solyc02g090580.3.1	Av_00002015-RA
OG0000771	Solyc01g109790.3.1	Av_00011162-RA, Av_00012273-RA
OG0000771	Solyc07g019440.3.1	Av_00007208-RA
OG0000772	Solyc03g115910.2.1	Av_00007554-RA
OG0000775	Solyc02g080840.1.1, Solyc02g080850.1.1, Solyc02g080830.1.1	Av_00008445-RA, Av_00006180-RA
OG0000776	Solyc02g078840.3.1, Solyc10g009180.3.1	Av_00014115-RA, Av_00005928-RA, Av_00008728-RA, Av_00022091-RA
OG0000776	Solyc12g010750.2.1	Av_00010863-RA, Av_00020259-RA, Av_00015832-RA
OG0000777	Solyc05g013810.3.1, Solyc08g066810.3.1	Av_00023868-RA
OG0000778	Solyc03g121570.3.1, Solyc12g044890.2.1	Av_00020918-RA, Av_00006282-RA, Av_00015839-RA
OG0000778	Solyc08g006820.3.1	Av_00013605-RA, Av_00020103-RA, Av_00001123-RA
OG0000779	Solyc12g007060.1.1	Av_00004633-RA, Av_00004252-RA
OG0000779	Solyc05g013560.3.1	Av_00021557-RA, Av_00007657-RA
OG0000779	Solyc07g045200.1.1, Solyc12g006225.1.1	Av_00003048-RA
OG0000780	Solyc07g026670.3.1, Solyc05g026380.2.1	Av_00019284-RA, Av_00008901-RA
OG0000780	Solyc03g007040.3.1	Av_00009373-RA, Av_00001600-RA
OG0000781	Solyc03g007430.3.1	Av_00014790-RA, Av_00009201-RA
OG0000782	Solyc05g015510.3.1, Solyc04g045560.3.1	Av_00002625-RA, Av_00005373-RA, Av_00003360-RA, Av_00010832-RA
OG0000783	Solyc01g073710.2.1	Av_00005078-RA
OG0000784	Solyc05g026600.3.1	Av_00005937-RA
OG0000785	Solyc04g016560.2.1, Solyc04g016550.3.1	Av_00013157-RA
OG0000785	Solyc05g052920.3.1	Av_00003879-RA
OG0000786	Solyc03g111040.2.1, Solyc04g011590.3.1	Av_00011193-RA
OG0000786	Solyc05g014530.1.1	Av_00020249-RA
OG0000787	Solyc08g081940.3.1	Av_00005498-RA, Av_00020834-RA, Av_00010443-RA
OG0000788	Solyc02g068060.3.1, Solyc02g093975.1.1	Av_00022311-RA
OG0000789	Solyc05g007570.3.1	Av_00007543-RA, Av_00006418-RA
OG0000797	Solyc04g008260.3.1	Av_00015091-RA
OG0000798	Solyc06g074390.3.1, Solyc11g067190.2.1, Solyc01g104185.1.1	Av_00008483-RA, Av_00017360-RA, Av_00017320-RA
OG0000799	Solyc06g054390.3.1, Solyc01g080160.3.1, Solyc12g035710.2.1	Av_00017887-RA, Av_00006459-RA
OG0000800	Solyc06g073640.3.1, Solyc11g072060.2.1, Solyc01g009070.3.1	Av_00014892-RA, Av_00008111-RA, Av_00001229-RA
OG0000801	Solyc08g061900.1.1, Solyc11g021100.1.1	Av_00024957-RA
OG0000803	Solyc09g083290.3.1, Solyc06g053830.3.1, Solyc06g008590.3.1	Av_00009700-RA, Av_00002310-RA
OG0000804	Solyc11g044320.2.1	Av_00018730-RA, Av_00008852-RA
OG0000804	Solyc02g064630.3.1	Av_00012506-RA, Av_00016346-RA, Av_00015309-RA, Av_00000448-RA
OG0000805	Solyc04g016260.3.1, Solyc10g079300.2.1	Av_00019804-RA
OG0000807	Solyc01g079150.3.1	Av_00002265-RA, Av_00009664-RA
OG0000807	Solyc06g071500.3.1	Av_00010553-RA
OG0000809	Solyc01g111650.3.1, Solyc10g055570.2.1, Solyc10g055580.2.1, Solyc11g042930.2.1	Av_00009866-RA, Av_00011075-RA, Av_00007404-RA
OG0000811	Solyc04g074820.2.1	Av_00015389-RA
OG0000811	Solyc03g112340.1.1, Solyc01g098725.1.1	Av_00001302-RA, Av_00016783-RA, Av_00020361-RA
OG0000812	Solyc01g110310.3.1	Av_00012387-RA, Av_00004550-RA, Av_00018839-RA, Av_00007194-RA, Av_00011090-RA, Av_00009881-RA
OG0000812	Solyc03g033660.3.1, Solyc02g062385.1.1, Solyc02g084590.3.1	Av_00021578-RA, Av_00001947-RA, Av_00017902-RA
OG0000813	Solyc12g087900.2.1, Solyc04g076040.3.1	Av_00013983-RA, Av_00003172-RA
OG0000814	Solyc10g009350.3.1, Solyc01g096170.3.1	Av_00008595-RA
OG0000814	Solyc06g071800.3.1, Solyc03g112140.3.1, Solyc06g071805.1.1	Av_00010480-RA, Av_00017649-RA
OG0000815	Solyc02g092000.3.1	Av_00012511-RA, Av_00016340-RA
OG0000815	Solyc04g077420.3.1	Av_00015945-RA, Av_00007305-RA, Av_00008846-RA
OG0000816	Solyc01g028930.3.1	Av_00021267-RA, Av_00001075-RA, Av_00012294-RA, Av_00004419-RA, Av_00021546-RA
OG0000817	Solyc04g080440.3.1	Av_00001053-RA
OG0000818	Solyc04g073980.3.1	Av_00010964-RA, Av_00013996-RA, Av_00003155-RA
OG0000818	Solyc01g028800.2.1	Av_00008165-RA, Av_00004345-RA
OG0000819	Solyc05g046120.3.1, Solyc07g052707.1.1, Solyc07g052730.3.1	Av_00011962-RA, Av_00019837-RA
OG0000819	Solyc07g064010.3.1, Solyc10g006540.3.1, Solyc07g052840.1.1, Solyc07g052850.1.1, Solyc10g044547.1.1	Av_00000186-RA, Av_00007876-RA
OG0000820	Solyc01g103250.3.1	Av_00006605-RA
OG0000821	Solyc01g008120.3.1, Solyc04g008610.3.1	Av_00017545-RA, Av_00015395-RA, Av_00018333-RA
OG0000822	Solyc07g062130.3.1, Solyc10g007480.3.1	Av_00019471-RA, Av_00012649-RA, Av_00020231-RA
OG0000823	Solyc06g062830.3.1	Av_00008038-RA
OG0000823	Solyc07g041010.3.1	Av_00000942-RA
OG0000824	Solyc10g019160.2.1	Av_00019708-RA, Av_00013372-RA
OG0000824	Solyc09g014990.3.1	Av_00018006-RA, Av_00012632-RA, Av_00002959-RA
OG0000826	Solyc09g010230.2.1, Solyc10g083210.2.1	Av_00005095-RA
OG0000827	Solyc01g056850.3.1	Av_00023840-RA, Av_00009720-RA
OG0000828	Solyc11g013820.2.1	Av_00000005-RA, Av_00022277-RA
OG0000828	Solyc11g013830.2.1, Solyc06g065540.3.1	Av_00022276-RA, Av_00000006-RA
OG0000835	Solyc06g073610.3.1, Solyc01g009040.3.1	Av_00006558-RA, Av_00016530-RA
OG0000835	Solyc10g080950.2.1, Solyc10g078330.2.1	Av_00020289-RA, Av_00003511-RA
OG0000837	Solyc01g097960.3.1	Av_00016259-RA
OG0000838	Solyc06g075790.3.1, Solyc09g010350.3.1	Av_00023872-RA, Av_00017833-RA, Av_00015795-RA
OG0000839	Solyc10g078390.2.1	Av_00006304-RA, Av_00023038-RA
OG0000839	Solyc02g065070.3.1, Solyc02g090510.3.1	Av_00000291-RA, Av_00007729-RA, Av_00016368-RA
OG0000840	Solyc11g039980.2.1	Av_00022886-RA
OG0000841	Solyc10g074380.2.1, Solyc10g068350.1.1, Solyc07g026990.1.1, Solyc10g074360.1.1, Solyc10g055780.1.1, Solyc10g074460.2.1, Solyc10g074440.2.1, Solyc10g074400.2.1, Solyc10g055820.2.1, Solyc10g055810.2.1, Solyc10g055800.2.1	Av_00023349-RA, Av_00010717-RA, Av_00010716-RA, Av_00023350-RA
OG0000842	Solyc09g018160.3.1	Av_00002966-RA, Av_00005410-RA
OG0000844	Solyc11g010560.2.1	Av_00013706-RA
OG0000845	Solyc12g094410.2.1, Solyc02g083290.3.1	Av_00019990-RA
OG0000845	Solyc10g055720.2.1, Solyc01g111880.3.1	Av_00011134-RA, Av_00009920-RA, Av_00004581-RA
OG0000846	Solyc09g018955.1.1, Solyc06g082840.3.1	Av_00006614-RA, Av_00016494-RA, Av_00011781-RA, Av_00006939-RA
OG0000847	Solyc04g081550.3.1	Av_00019114-RA
OG0000847	Solyc02g083790.3.1, Solyc03g033490.2.1	Av_00011696-RA, Av_00016306-RA
OG0000848	Solyc02g089980.3.1, Solyc02g065480.2.1	Av_00013405-RA, Av_00014835-RA, Av_00016606-RA
OG0000849	Solyc12g036810.2.1, Solyc06g069130.3.1	Av_00006273-RA, Av_00020904-RA
OG0000849	Solyc08g081100.3.1	Av_00020810-RA, Av_00005484-RA
OG0000850	Solyc02g065170.3.1, Solyc02g090360.3.1	Av_00007733-RA, Av_00000286-RA, Av_00017951-RA, Av_00016370-RA, Av_00015882-RA
OG0000852	Solyc01g088720.3.1	Av_00008432-RA
OG0000853	Solyc06g076880.3.1	Av_00008528-RA
OG0000853	Solyc10g006650.3.1	Av_00007482-RA
OG0000855	Solyc03g031450.3.1, Solyc02g079760.3.1	Av_00003673-RA
OG0000856	Solyc03g123980.3.1	Av_00004478-RA, Av_00001030-RA, Av_00018222-RA, Av_00004477-RA, Av_00023594-RA
OG0000857	Solyc07g007120.3.1, Solyc12g010410.2.1, Solyc08g041820.3.1	Av_00018271-RA, Av_00004679-RA, Av_00016472-RA, Av_00023242-RA
OG0000858	Solyc11g067030.1.1	Av_00013799-RA
OG0000859	Solyc06g068090.3.1, Solyc03g116620.3.1	Av_00021208-RA
OG0000859	Solyc08g066790.3.1, Solyc08g066800.3.1	Av_00005852-RA
OG0000859	Solyc12g011170.2.1	Av_00020208-RA
OG0000860	Solyc12g096460.2.1	Av_00012309-RA, Av_00004407-RA
OG0000861	Solyc01g095630.3.1, Solyc10g009550.3.1	Av_00003249-RA, Av_00024506-RA
OG0000862	Solyc02g081960.3.1, Solyc04g005690.3.1	Av_00000857-RA
OG0000864	Solyc07g047780.3.1	Av_00010167-RA, Av_00006207-RA, Av_00012754-RA
OG0000865	Solyc07g043610.3.1	Av_00010128-RA, Av_00014286-RA
OG0000866	Solyc03g116850.3.1	Av_00007939-RA
OG0000866	Solyc12g010010.2.1, Solyc07g005590.3.1	Av_00012168-RA, Av_00005825-RA
OG0000867	Solyc06g068855.1.1, Solyc06g068850.3.1	Av_00005198-RA
OG0000867	Solyc06g008850.3.1, Solyc09g074380.3.1	Av_00018722-RA
OG0000869	Solyc11g008800.2.1	Av_00011831-RA
OG0000869	Solyc12g019070.1.1	Av_00006980-RA
OG0000869	Solyc12g019080.2.1	Av_00012878-RA
OG0000870	Solyc03g115940.3.1, Solyc06g069760.3.1	Av_00011254-RA, Av_00000537-RA
OG0000870	Solyc05g007880.3.1	Av_00016967-RA, Av_00015515-RA, Av_00006414-RA, Av_00007551-RA, Av_00005265-RA, Av_00002705-RA
OG0000871	Solyc01g008060.3.1, Solyc05g006090.3.1, Solyc05g006100.3.1, Solyc04g005010.3.1	Av_00023092-RA
OG0000871	Solyc02g087140.3.1, Solyc02g087130.3.1	Av_00003579-RA
OG0000872	Solyc03g114730.3.1, Solyc12g038670.2.1, Solyc06g069380.3.1	Av_00004956-RA, Av_00018621-RA, Av_00021872-RA, Av_00013753-RA, Av_00001804-RA, Av_00024880-RA
OG0000878	Solyc11g064880.2.1, Solyc01g008770.3.1	Av_00011845-RA, Av_00006990-RA, Av_00006550-RA, Av_00016537-RA
OG0000878	Solyc04g076140.3.1	Av_00011844-RA, Av_00003174-RA, Av_00008657-RA
OG0000879	Solyc04g009530.3.1	Av_00014336-RA
OG0000879	Solyc12g044520.2.1, Solyc12g044530.2.1, Solyc00g007030.2.1, Solyc00g007040.2.1, Solyc09g007160.3.1, Solyc09g007150.3.1, Solyc10g084400.2.1	Av_00012565-RA
OG0000880	Solyc12g038140.1.1, Solyc12g038130.1.1, Solyc12g020130.1.1	Av_00024139-RA
OG0000880	Solyc08g060960.1.1, Solyc04g049860.1.1	Av_00014340-RA
OG0000881	Solyc05g005230.3.1	Av_00022564-RA
OG0000882	Solyc09g098490.3.1, Solyc12g098740.2.1	Av_00024419-RA, Av_00002804-RA, Av_00019588-RA
OG0000883	Solyc01g081070.3.1	Av_00011521-RA
OG0000883	Solyc05g053830.3.1, Solyc09g092680.3.1	Av_00006744-RA, Av_00008071-RA, Av_00000722-RA
OG0000884	Solyc01g105320.3.1, Solyc01g105300.3.1, Solyc01g105310.3.1	Av_00023570-RA, Av_00010020-RA
OG0000884	Solyc01g088710.3.1	Av_00021425-RA
OG0000885	Solyc01g066980.3.1, Solyc12g099610.1.1, Solyc01g066970.2.1, Solyc01g066950.1.1	Av_00023781-RA
OG0000887	Solyc03g083250.3.1	Av_00001664-RA, Av_00009207-RA
OG0000887	Solyc06g063410.3.1	Av_00014026-RA
OG0000887	Solyc01g103000.2.1	Av_00017501-RA
OG0000889	Solyc07g064030.3.1, Solyc12g005250.2.1	Av_00003089-RA, Av_00022801-RA
OG0000889	Solyc12g005260.1.1	Av_00005630-RA, Av_00005941-RA, Av_00010570-RA
OG0000890	Solyc12g013990.2.1	Av_00023568-RA
OG0000890	Solyc02g076780.3.1	Av_00021460-RA, Av_00017392-RA
OG0000891	Solyc02g078180.3.1, Solyc03g006430.3.1, Solyc10g009050.3.1	Av_00003650-RA, Av_00023125-RA, Av_00008715-RA
OG0000892	Solyc01g095640.2.1	Av_00017432-RA
OG0000893	Solyc05g050590.3.1, Solyc01g095990.3.1	Av_00013956-RA, Av_00021901-RA, Av_00016053-RA
OG0000893	Solyc03g083350.3.1	Av_00009456-RA
OG0000894	Solyc06g073710.3.1, Solyc11g071520.2.1	Av_00007962-RA, Av_00006825-RA
OG0000894	Solyc07g008150.3.1	Av_00005848-RA, Av_00004019-RA, Av_00004906-RA
OG0000895	Solyc03g007530.3.1	Av_00012863-RA
OG0000896	Solyc01g094840.3.1	Av_00010879-RA, Av_00015216-RA, Av_00013928-RA
OG0000897	Solyc12g009220.2.1, Solyc07g042170.3.1, Solyc12g049400.2.1, Solyc03g122190.3.1	Av_00008745-RA, Av_00006350-RA, Av_00010870-RA, Av_00010869-RA, Av_00006349-RA
OG0000898	Solyc03g082870.3.1, Solyc06g052070.3.1	Av_00016706-RA, Av_00009938-RA, Av_00009470-RA
OG0000899	Solyc04g078700.3.1, Solyc12g088750.2.1	Av_00004189-RA, Av_00016006-RA
OG0000899	Solyc01g094940.3.1	Av_00017898-RA, Av_00013932-RA, Av_00003235-RA
OG0000900	Solyc01g088700.3.1	Av_00008347-RA, Av_00017974-RA, Av_00008352-RA
OG0000901	Solyc07g022860.3.1	Av_00019305-RA, Av_00008865-RA
OG0000902	Solyc02g080490.3.1, Solyc02g032660.3.1	Av_00010586-RA
OG0000903	Solyc04g009560.3.1	Av_00015785-RA, Av_00021653-RA
OG0000905	Solyc06g072700.3.1, Solyc03g097380.3.1	Av_00011002-RA, Av_00015026-RA, Av_00009250-RA
OG0000906	Solyc06g010250.3.1, Solyc11g069750.2.1	Av_00005338-RA
OG0000907	Solyc05g010440.2.1, Solyc00g059500.2.1, Solyc05g010427.1.1	Av_00002746-RA, Av_00007597-RA, Av_00006373-RA
OG0000909	Solyc03g005830.3.1, Solyc02g071120.3.1	Av_00018472-RA, Av_00002560-RA, Av_00015458-RA
OG0000910	Solyc04g071650.3.1, Solyc12g056580.2.1	Av_00016677-RA, Av_00015863-RA, Av_00023384-RA
OG0000911	Solyc03g098210.3.1	Av_00009561-RA, Av_00022630-RA
OG0000912	Solyc04g005660.3.1	Av_00005273-RA, Av_00002701-RA, Av_00024300-RA, Av_00009307-RA
OG0000913	Solyc05g005620.3.1	Av_00020745-RA, Av_00021488-RA
OG0000914	Solyc06g069550.1.1, Solyc03g115380.2.1	Av_00015524-RA, Av_00002728-RA
OG0000914	Solyc02g067080.3.1, Solyc02g088690.3.1	Av_00021943-RA, Av_00008995-RA, Av_00006036-RA, Av_00005549-RA
OG0000915	Solyc06g071590.3.1, Solyc03g112620.4.1	Av_00015468-RA, Av_00001705-RA
OG0000915	Solyc05g005010.3.1	Av_00021481-RA, Av_00022556-RA
OG0000920	Solyc09g089560.3.1, Solyc03g005430.3.1, Solyc06g053750.3.1	Av_00019218-RA, Av_00000595-RA
OG0000921	Solyc10g079660.2.1, Solyc10g079650.2.1, Solyc10g079680.2.1	Av_00000695-RA
OG0000922	Solyc01g097040.3.1	Av_00016241-RA, Av_00001342-RA
OG0000922	Solyc09g066140.3.1	Av_00009697-RA, Av_00002305-RA
OG0000923	Solyc10g052790.1.1	Av_00017523-RA
OG0000924	Solyc10g083150.2.1	Av_00010344-RA, Av_00014520-RA
OG0000925	Solyc04g026310.1.1	Av_00021497-RA
OG0000925	Solyc12g035950.1.1	Av_00021447-RA
OG0000925	Solyc12g035930.1.1	Av_00021495-RA
OG0000925	Solyc12g035870.2.1	Av_00000172-RA, Av_00023935-RA
OG0000925	Solyc01g017360.2.1, Solyc12g037940.2.1	Av_00021496-RA
OG0000926	Solyc10g007430.2.1, Solyc10g007230.2.1, Solyc10g007240.2.1, Solyc10g007420.4.1, Solyc10g007225.1.1, Solyc10g007250.1.1	Av_00020041-RA, Av_00017195-RA, Av_00020042-RA, Av_00012639-RA, Av_00002348-RA
OG0000927	Solyc11g068520.2.1, Solyc09g009970.3.1	Av_00017349-RA, Av_00008494-RA
