Orthogroup	S_lycopersicum.proteins	A_hypochondriacus.proteins
OG0001218	Solyc04g009990.3.1	AH007870-RA
OG0001219	Solyc09g010400.3.1	AH008153-RA, AH022509-RA
OG0001219	Solyc01g099410.3.1	AH010493-RA
OG0001220	Solyc05g052990.3.1	AH023011-RA
OG0001220	Solyc09g047930.1.1	AH017884-RA
OG0001221	Solyc07g039220.1.1, Solyc01g057750.1.1, Solyc01g057650.1.1, Solyc01g067780.1.1	AH007028-RA, AH007029-RA
OG0001222	Solyc11g066520.2.1	AH001435-RA
OG0001223	Solyc04g015100.3.1	AH009790-RA
OG0001223	Solyc05g017760.3.1, Solyc07g045350.3.1	AH001215-RA, AH000140-RA
OG0001224	Solyc01g005990.3.1	AH010879-RA
OG0001224	Solyc01g073680.3.1	AH006895-RA
OG0001225	Solyc06g069640.3.1	AH017546-RA
OG0001225	Solyc09g090300.3.1	AH007192-RA
OG0001225	Solyc09g097930.3.1	AH017928-RA
OG0001227	Solyc06g071520.1.1, Solyc03g112890.1.1	AH021035-RA
OG0001227	Solyc09g055650.2.1, Solyc06g076840.2.1	AH013791-RA
OG0001228	Solyc02g032100.3.1	AH002109-RA, AH003237-RA, AH002106-RA, AH002107-RA, AH016801-RA
OG0001229	Solyc01g034150.3.1	AH021934-RA
OG0001230	Solyc10g005450.2.1, Solyc02g079350.3.1, Solyc02g079330.3.1	AH015137-RA
OG0001231	Solyc01g109370.3.1	AH001845-RA, AH001844-RA
OG0001232	Solyc02g085300.3.1	AH005742-RA, AH003837-RA
OG0001233	Solyc04g074290.3.1	AH008731-RA
OG0001234	Solyc00g007200.3.1, Solyc02g082430.3.1	AH003599-RA
OG0001234	Solyc08g067760.3.1	AH016847-RA, AH023758-RA
OG0001235	Solyc07g054900.2.1, Solyc07g054893.1.1, Solyc07g054880.3.1, Solyc01g108830.2.1, Solyc01g108720.2.1, Solyc01g108770.1.1, Solyc01g108765.1.1, Solyc01g108780.3.1, Solyc01g108810.3.1, Solyc01g108680.3.1, Solyc01g108745.1.1, Solyc01g108740.3.1, Solyc01g108820.1.1, Solyc09g014970.3.1	AH001888-RA
OG0001236	Solyc01g106570.3.1, Solyc10g048010.2.1	AH002449-RA
OG0001237	Solyc04g076303.1.1	AH008879-RA
OG0001237	Solyc11g010610.2.1	AH005662-RA
OG0001238	Solyc08g074240.3.1, Solyc08g006040.3.1, Solyc12g096300.2.1	AH023636-RA
OG0001239	Solyc08g008540.1.1, Solyc10g007090.3.1	AH010071-RA
OG0001241	Solyc02g078800.3.1, Solyc02g078805.1.1	AH015103-RA, AH021614-RA
OG0001242	Solyc01g013885.1.1, Solyc01g012760.1.1, Solyc01g013895.1.1, Solyc01g012700.3.1, Solyc01g011510.3.1, Solyc01g013890.2.1, Solyc01g012750.2.1	AH011007-RA
OG0001243	Solyc07g042680.3.1, Solyc12g016080.1.1, Solyc12g009340.2.1, Solyc07g042890.3.1	AH015902-RA
OG0001244	Solyc05g047640.3.1	AH009503-RA
OG0001244	Solyc10g018160.2.1, Solyc01g091280.3.1	AH009104-RA
OG0001245	Solyc05g018390.3.1	AH020829-RA, AH015569-RA
OG0001246	Solyc05g018810.3.1	AH003386-RA
OG0001247	Solyc05g056330.3.1	AH009086-RA
OG0001248	Solyc06g074010.3.1, Solyc11g068800.2.1	AH022691-RA, AH022690-RA, AH013929-RA
OG0001249	Solyc01g096940.3.1	AH007798-RA
OG0001249	Solyc10g081420.2.1, Solyc01g068360.3.1	AH018935-RA
OG0001250	Solyc04g016280.3.1, Solyc10g079910.2.1, Solyc10g079280.2.1	AH020410-RA, AH006748-RA
OG0001250	Solyc05g052790.3.1	AH016402-RA, AH023037-RA
OG0001251	Solyc12g010830.2.1, Solyc07g053320.3.1, Solyc07g062640.3.1	AH001398-RA
OG0001252	Solyc03g112050.3.1	AH013588-RA, AH022210-RA
OG0001253	Solyc11g065350.2.1, Solyc11g065360.2.1	AH010969-RA
OG0001254	Solyc04g081420.3.1	AH008334-RA
OG0001255	Solyc02g062950.3.1, Solyc02g085610.3.1	AH005586-RA
OG0001256	Solyc11g011920.2.1, Solyc05g054050.3.1	AH002195-RA
OG0001256	Solyc04g025530.3.1, Solyc01g005000.3.1	AH006265-RA, AH003401-RA
OG0001256	Solyc03g098240.3.1	AH018477-RA, AH021227-RA
OG0001257	Solyc01g005310.3.1	AH008377-RA
OG0001257	Solyc01g088505.1.1	AH009332-RA
OG0001258	Solyc05g013180.3.1, Solyc08g068240.2.1	AH005027-RA, AH005026-RA
OG0001259	Solyc06g061240.3.1, Solyc08g005100.3.1, Solyc08g076860.3.1	AH011511-RA, AH018403-RA
OG0001260	Solyc04g005223.1.1, Solyc04g005220.2.1, Solyc05g010610.3.1, Solyc01g010135.1.1, Solyc04g005227.1.1	AH005380-RA, AH004118-RA
OG0001261	Solyc03g115010.2.1, Solyc06g069460.2.1	AH017491-RA, AH002897-RA
OG0001262	Solyc02g089200.3.1	AH022777-RA
OG0001262	Solyc04g005320.3.1, Solyc05g012020.3.1	AH005524-RA
OG0001263	Solyc04g082160.3.1	AH016821-RA
OG0001271	Solyc09g057710.3.1, Solyc06g083170.3.1	AH013611-RA
OG0001271	Solyc12g098620.2.1, Solyc09g097870.3.1	AH006519-RA, AH020553-RA
OG0001272	Solyc03g122350.3.1, Solyc03g122360.3.1	AH013380-RA, AH013379-RA
OG0001273	Solyc06g084090.3.1, Solyc09g065755.1.1, Solyc12g006830.2.1	AH002602-RA
OG0001274	Solyc01g017460.2.1, Solyc01g017380.1.1	AH020953-RA, AH018827-RA
OG0001274	Solyc12g062570.2.1, Solyc01g017370.1.1, Solyc08g014390.1.1, Solyc12g062580.1.1, Solyc07g021220.2.1, Solyc01g017390.1.1, Solyc10g031560.1.1, Solyc01g017470.2.1	AH023783-RA
OG0001275	Solyc05g053470.3.1, Solyc09g091180.3.1	AH006951-RA, AH020239-RA
OG0001275	Solyc03g121640.3.1	AH013311-RA
OG0001276	Solyc01g065550.3.1, Solyc12g099390.2.1	AH007151-RA, AH019878-RA
OG0001277	Solyc04g051600.3.1	AH021608-RA
OG0001278	Solyc10g084760.2.1, Solyc09g010830.3.1	AH000211-RA
OG0001279	Solyc11g007330.2.1, Solyc09g009210.3.1, Solyc10g083520.2.1	AH012651-RA
OG0001280	Solyc02g093640.3.1	AH004486-RA
OG0001280	Solyc05g014150.3.1	AH004893-RA
OG0001281	Solyc06g009780.3.1, Solyc09g075480.3.1	AH022074-RA, AH012983-RA
OG0001281	Solyc01g100120.3.1	AH007613-RA
OG0001282	Solyc12g019880.1.1, Solyc10g078460.2.1, Solyc10g080750.2.1	AH006683-RA
OG0001282	Solyc01g096410.3.1	AH019158-RA, AH015663-RA
OG0001283	Solyc01g060170.3.1, Solyc12g099345.1.1, Solyc12g099340.2.1, Solyc01g060140.3.1	AH019863-RA, AH007129-RA
OG0001285	Solyc04g074190.3.1	AH008738-RA
OG0001285	Solyc01g105280.3.1, Solyc10g047290.2.1	AH002185-RA, AH000898-RA
OG0001286	Solyc04g076210.2.1	AH008835-RA
OG0001288	Solyc05g024480.1.1, Solyc05g041100.2.1, Solyc01g108975.1.1, Solyc01g108990.3.1, Solyc01g108977.1.1, Solyc01g108950.2.1, Solyc01g109030.3.1, Solyc01g108940.2.1, Solyc01g108935.1.1, Solyc02g026080.2.1, Solyc01g106230.3.1, Solyc01g106250.3.1, Solyc01g106257.1.1	AH001876-RA
OG0001289	Solyc04g080730.3.1	AH015607-RA
OG0001290	Solyc04g082490.3.1	AH023736-RA, AH002377-RA
OG0001291	Solyc01g105270.3.1	AH002186-RA
OG0001291	Solyc02g080370.3.1	AH015016-RA
OG0001292	Solyc08g062920.3.1, Solyc08g062915.1.1, Solyc08g062910.3.1	AH000248-RA, AH009372-RA
OG0001293	Solyc07g062605.1.1	AH010124-RA
OG0001294	Solyc03g112350.3.1	AH002512-RA
OG0001294	Solyc12g044860.2.1	AH022234-RA
OG0001295	Solyc07g053980.3.1	AH007897-RA
OG0001295	Solyc02g078230.2.1	AH021651-RA, AH015225-RA
OG0001296	Solyc12g007050.1.1	AH019639-RA, AH020844-RA
OG0001297	Solyc03g121990.3.1	AH013365-RA
OG0001298	Solyc03g083960.3.1	AH012231-RA
OG0001298	Solyc06g060600.2.1	AH018561-RA, AH003212-RA
OG0001299	Solyc05g016410.3.1, Solyc07g040720.3.1	AH014212-RA, AH021131-RA
OG0001300	Solyc12g044920.2.1, Solyc03g121810.2.1, Solyc06g062780.3.1	AH013338-RA
OG0001301	Solyc03g121610.3.1	AH022228-RA
OG0001302	Solyc01g104590.3.1	AH003682-RA, AH005673-RA
OG0001303	Solyc12g096520.2.1	AH018983-RA
OG0001303	Solyc04g064500.3.1	AH008663-RA
OG0001304	Solyc08g069170.2.1	AH017072-RA
OG0001304	Solyc07g017230.3.1, Solyc05g047570.2.1	AH022242-RA, AH015897-RA
OG0001305	Solyc08g082450.3.1	AH018101-RA
OG0001305	Solyc03g083370.3.1	AH019677-RA, AH019678-RA, AH011990-RA
OG0001306	Solyc11g006570.2.1, Solyc10g005400.3.1, Solyc12g008650.2.1	AH020932-RA
OG0001307	Solyc06g051410.3.1, Solyc02g076760.3.1	AH002122-RA, AH000485-RA
OG0001308	Solyc09g083380.3.1	AH002776-RA, AH017643-RA
OG0001308	Solyc06g084020.3.1, Solyc09g066100.3.1	AH017766-RA, AH002622-RA
OG0001309	Solyc09g014440.3.1	AH014344-RA
OG0001310	Solyc11g012270.2.1, Solyc04g014760.3.1, Solyc05g054110.3.1	AH001162-RA, AH000036-RA, AH008261-RA, AH009796-RA
OG0001311	Solyc04g050440.3.1	AH010330-RA, AH003311-RA
OG0001311	Solyc03g045070.1.1	AH021901-RA
OG0001312	Solyc07g062660.3.1, Solyc12g014170.2.1	AH010129-RA
OG0001312	Solyc10g008070.3.1	AH001369-RA, AH001368-RA
OG0001313	Solyc10g081890.2.1	AH018861-RA
OG0001313	Solyc11g071350.1.1, Solyc06g074100.1.1	AH013838-RA
OG0001314	Solyc08g075860.3.1	AH018480-RA
OG0001314	Solyc05g056080.3.1	AH016986-RA, AH015909-RA
OG0001315	Solyc11g011200.2.1	AH008762-RA
OG0001315	Solyc06g035690.3.1, Solyc03g026290.3.1, Solyc03g026300.3.1	AH012344-RA
OG0001316	Solyc11g072980.1.1, Solyc11g072990.1.1	AH012772-RA
OG0001317	Solyc12g005950.2.1	AH000055-RA, AH020963-RA
OG0001317	Solyc11g011980.3.1	AH021475-RA
OG0001318	Solyc06g074040.1.1, Solyc11g068890.1.1	AH013833-RA, AH020607-RA
OG0001318	Solyc01g007220.3.1, Solyc10g081955.1.1	AH012543-RA, AH021764-RA
OG0001319	Solyc01g086890.3.1	AH001546-RA
OG0001320	Solyc07g042900.3.1	AH010156-RA, AH010154-RA
OG0001320	Solyc07g042905.1.1, Solyc07g042695.1.1	AH022241-RA
OG0001323	Solyc03g026350.3.1	AH019507-RA, AH009207-RA
OG0001324	Solyc01g109970.3.1	AH001775-RA, AH000875-RA
OG0001325	Solyc09g061290.3.1, Solyc06g083465.1.1	AH013066-RA
OG0001326	Solyc03g114710.3.1	AH017456-RA
OG0001326	Solyc05g010710.2.1	AH004010-RA
OG0001327	Solyc09g098480.1.1	AH018670-RA, AH003194-RA
OG0001328	Solyc11g011890.2.1, Solyc04g014540.2.1	AH008131-RA, AH009991-RA
OG0001329	Solyc06g072770.3.1	AH007262-RA
OG0001329	Solyc08g076530.3.1	AH011539-RA, AH018434-RA
OG0001330	Solyc06g062450.3.1	AH001548-RA, AH001547-RA
OG0001335	Solyc09g075610.3.1	AH012970-RA, AH022063-RA
OG0001336	Solyc06g083933.1.1, Solyc09g066250.1.1	AH017755-RA, AH002641-RA
OG0001336	Solyc09g011110.1.1, Solyc10g084910.2.1	AH023796-RA
OG0001336	Solyc09g089600.1.1	AH019392-RA
OG0001337	Solyc06g075500.3.1, Solyc06g075510.3.1, Solyc06g075490.1.1, Solyc06g075450.2.1, Solyc06g075480.3.1, Solyc06g075470.2.1, Solyc06g075460.3.1, Solyc11g072580.2.1, Solyc06g075440.2.1, Solyc11g072570.2.1, Solyc11g072560.2.1	AH015959-RA
OG0001339	Solyc06g009660.3.1, Solyc01g079540.3.1, Solyc01g100350.3.1, Solyc01g060130.3.1	AH010403-RA, AH007115-RA, AH002684-RA, AH017696-RA
OG0001340	Solyc10g081510.2.1	AH018934-RA, AH018930-RA
OG0001340	Solyc01g009180.3.1	AH022637-RA
OG0001341	Solyc09g066010.3.1, Solyc06g008610.3.1	AH017764-RA, AH002620-RA
OG0001342	Solyc07g049420.1.1	AH009489-RA, AH003262-RA
OG0001344	Solyc04g010220.3.1	AH023779-RA
OG0001345	Solyc09g005600.3.1	AH018808-RA
OG0001346	Solyc01g099960.3.1	AH010533-RA
OG0001346	Solyc07g017600.3.1	AH014296-RA, AH021071-RA
OG0001348	Solyc05g052470.3.1, Solyc06g050980.3.1	AH016333-RA, AH023137-RA
OG0001349	Solyc05g054980.3.1, Solyc04g010070.3.1	AH007880-RA, AH010749-RA
OG0001350	Solyc09g091460.3.1	AH013041-RA, AH013042-RA
OG0001352	Solyc06g084250.3.1, Solyc09g065210.3.1	AH021941-RA
OG0001353	Solyc09g008790.3.1, Solyc10g085720.2.1	AH012682-RA
OG0001354	Solyc10g079140.2.1, Solyc03g063600.4.1	AH006792-RA, AH020379-RA
OG0001356	Solyc11g006850.2.1, Solyc11g012650.2.1, Solyc11g005845.1.1	AH014878-RA
OG0001356	Solyc03g097530.3.1	AH002972-RA, AH017352-RA
OG0001357	Solyc02g065160.2.1	AH000633-RA
OG0001357	Solyc01g108290.3.1	AH003712-RA
OG0001358	Solyc12g094430.1.1	AH016807-RA
OG0001359	Solyc04g064790.3.1	AH008449-RA
OG0001359	Solyc11g005760.2.1	AH006217-RA
OG0001360	Solyc01g105610.1.1, Solyc01g105620.3.1	AH008694-RA, AH000727-RA, AH002414-RA
OG0001361	Solyc02g061850.3.1	AH004300-RA, AH004967-RA
OG0001361	Solyc04g082000.3.1	AH016802-RA
OG0001362	Solyc02g065490.3.1, Solyc02g089940.3.1, Solyc04g079830.2.1	AH003982-RA, AH005913-RA
OG0001363	Solyc04g074040.3.1	AH010155-RA, AH008751-RA, AH008752-RA
OG0001364	Solyc05g050250.1.1	AH009598-RA
OG0001364	Solyc07g065410.1.1	AH008286-RA, AH007873-RA, AH008285-RA
OG0001365	Solyc07g053610.3.1, Solyc02g077660.3.1	AH000303-RA, AH001381-RA
OG0001366	Solyc02g078570.3.1	AH001349-RA
OG0001367	Solyc08g079080.4.1	AH003213-RA
OG0001367	Solyc03g083910.4.1	AH012230-RA
OG0001368	Solyc02g089800.3.1, Solyc03g045050.3.1	AH016496-RA, AH022919-RA
OG0001369	Solyc07g055780.3.1, Solyc07g055790.2.1, Solyc07g055730.3.1	AH000395-RA
OG0001370	Solyc07g062480.1.1, Solyc07g062490.1.1	AH010137-RA, AH010138-RA
OG0001371	Solyc03g123570.3.1, Solyc12g049590.2.1	AH013431-RA, AH022312-RA
OG0001372	Solyc12g008620.2.1	AH014446-RA
OG0001372	Solyc06g066760.3.1, Solyc08g078270.3.1	AH011401-RA, AH018314-RA
OG0001373	Solyc08g067960.3.1	AH019182-RA
OG0001374	Solyc07g016180.3.1, Solyc05g047460.3.1	AH015891-RA
OG0001375	Solyc06g034340.2.1, Solyc03g083880.3.1	AH012226-RA, AH003216-RA, AH018557-RA, AH012180-RA, AH012227-RA
OG0001376	Solyc05g053350.3.1	AH019805-RA
OG0001376	Solyc09g014310.3.1, Solyc01g099570.3.1, Solyc01g099580.2.1	AH010499-RA
OG0001377	Solyc12g009840.2.1, Solyc07g007600.3.1	AH020681-RA, AH013974-RA
OG0001378	Solyc10g083410.1.1	AH012632-RA
OG0001378	Solyc03g026370.1.1, Solyc03g026360.1.1	AH019506-RA, AH012337-RA
OG0001379	Solyc06g063000.3.1, Solyc03g122180.3.1	AH013393-RA, AH022340-RA
OG0001379	Solyc07g042180.3.1, Solyc12g009230.2.1	AH014318-RA
OG0001380	Solyc10g081830.2.1	AH020970-RA
OG0001380	Solyc07g018300.3.1	AH016009-RA, AH017022-RA
OG0001381	Solyc05g026080.3.1	AH020930-RA
OG0001381	Solyc08g065980.3.1	AH017117-RA
OG0001382	Solyc05g006890.1.1, Solyc04g005510.3.1, Solyc01g011000.3.1, Solyc07g005560.3.1	AH002862-RA, AH016223-RA
OG0001383	Solyc07g015800.1.1, Solyc03g117270.1.1	AH018291-RA, AH006875-RA, AH018292-RA, AH007859-RA
OG0001384	Solyc08g080190.3.1, Solyc08g080200.3.1	AH003149-RA
OG0001384	Solyc06g035580.3.1	AH005942-RA, AH012336-RA
OG0001385	Solyc01g088400.3.1, Solyc01g088430.3.1, Solyc12g100270.2.1	AH009325-RA, AH009327-RA, AH021896-RA
OG0001386	Solyc11g062410.2.1, Solyc01g008850.3.1	AH000240-RA
OG0001387	Solyc01g044360.3.1	AH004826-RA
OG0001388	Solyc03g031740.2.1, Solyc03g031720.3.1, Solyc02g080420.3.1, Solyc10g005260.3.1	AH015012-RA, AH021506-RA, AH017041-RA, AH008193-RA
OG0001388	Solyc07g064510.3.1	AH010193-RA
OG0001389	Solyc09g007840.3.1	AH000188-RA
OG0001390	Solyc09g031705.1.1	AH013770-RA
OG0001390	Solyc09g013150.3.1	AH003084-RA
OG0001391	Solyc03g118150.3.1, Solyc06g068800.3.1	AH005119-RA, AH017402-RA, AH017401-RA, AH002942-RA, AH017403-RA
OG0001392	Solyc03g083320.3.1, Solyc06g051970.3.1	AH011983-RA
OG0001393	Solyc00g030000.1.1	AH014534-RA
OG0001393	Solyc03g005450.3.1	AH019390-RA, AH012146-RA
OG0001394	Solyc04g071440.3.1	AH008516-RA
OG0001395	Solyc03g111680.3.1	AH013557-RA
OG0001396	Solyc12g035520.2.1, Solyc05g015650.3.1	AH005194-RA, AH004539-RA
OG0001397	Solyc02g065590.3.1, Solyc05g010050.3.1	AH005438-RA, AH004090-RA
OG0001398	Solyc03g031940.3.1	AH007832-RA, AH007833-RA, AH010694-RA
OG0001399	Solyc05g010475.1.1	AH005452-RA
OG0001399	Solyc02g089650.3.1	AH022927-RA
OG0001400	Solyc05g005740.3.1, Solyc04g025880.3.1	AH004404-RA, AH004764-RA
OG0001400	Solyc02g087000.3.1	AH023435-RA
OG0001401	Solyc10g062180.2.1, Solyc10g062340.2.1, Solyc01g088800.3.1	AH009355-RA
OG0001402	Solyc02g089610.2.1	AH021033-RA, AH022921-RA
OG0001402	Solyc05g010420.2.1, Solyc01g010050.3.1	AH004095-RA
OG0001403	Solyc02g091230.3.1	AH016547-RA
OG0001403	Solyc05g008390.3.1, Solyc04g007600.3.1	AH005509-RA, AH004175-RA
OG0001404	Solyc02g086840.3.1	AH010253-RA
OG0001405	Solyc08g065820.2.1, Solyc04g049140.3.1, Solyc09g091490.2.1	AH017627-RA, AH000005-RA
OG0001406	Solyc04g005130.3.1, Solyc05g006650.3.1	AH004662-RA
OG0001407	Solyc09g010360.3.1, Solyc12g098280.2.1	AH015970-RA
OG0001407	Solyc04g011340.3.1, Solyc06g031710.3.1, Solyc06g031697.1.1	AH015965-RA
OG0001419	Solyc06g084240.2.1	AH012694-RA
OG0001422	Solyc06g005680.3.1, Solyc06g076350.3.1	AH016429-RA, AH022580-RA
OG0001423	Solyc06g083030.3.1, Solyc06g083040.3.1, Solyc06g083050.3.1, Solyc06g083020.2.1	AH011144-RA
OG0001424	Solyc11g008610.2.1, Solyc09g098520.3.1	AH019975-RA, AH011839-RA
OG0001426	Solyc03g096000.3.1, Solyc06g051310.3.1, Solyc05g052510.3.1	AH013894-RA, AH023113-RA
OG0001427	Solyc02g086240.3.1, Solyc10g007980.3.1, Solyc12g010930.2.1	AH022962-RA, AH000419-RA, AH001427-RA
OG0001428	Solyc01g080150.3.1	AH011825-RA, AH018566-RA, AH018559-RA
OG0001431	Solyc09g014160.2.1, Solyc10g085070.2.1	AH002991-RA
OG0001431	Solyc06g076700.1.1	AH013772-RA, AH022710-RA
OG0001432	Solyc01g087280.1.1	AH016575-RA, AH016573-RA, AH016569-RA, AH016571-RA, AH004522-RA
OG0001432	Solyc04g015530.2.1, Solyc10g080210.2.1	AH020387-RA, AH006768-RA
OG0001433	Solyc02g070500.1.1, Solyc08g016580.1.1	AH014848-RA, AH021419-RA
OG0001433	Solyc01g100750.2.1, Solyc01g100770.2.1, Solyc01g100760.2.1	AH011235-RA
OG0001434	Solyc06g053400.3.1, Solyc08g014130.3.1	AH020034-RA, AH020035-RA
OG0001435	Solyc00g017230.1.1	AH016417-RA, AH022964-RA
OG0001437	Solyc01g080270.3.1	AH015944-RA
OG0001438	Solyc09g098340.3.1, Solyc05g053900.3.1	AH019101-RA
OG0001438	Solyc03g058400.3.1, Solyc05g055800.3.1, Solyc04g056590.3.1	AH007454-RA, AH011142-RA
OG0001439	Solyc06g066100.3.1, Solyc06g065980.3.1, Solyc06g068050.3.1	AH014077-RA, AH014078-RA, AH015404-RA
OG0001441	Solyc04g055160.3.1, Solyc03g078610.3.1, Solyc05g051970.3.1	AH003547-RA
OG0001441	Solyc04g073970.3.1	AH008754-RA
OG0001442	Solyc12g005190.2.1, Solyc07g064310.2.1	AH005590-RA
OG0001443	Solyc00g050430.3.1, Solyc12g088130.2.1	AH016745-RA
OG0001444	Solyc04g078930.3.1, Solyc03g095710.3.1	AH000777-RA, AH002322-RA, AH002320-RA, AH002318-RA, AH002317-RA, AH002321-RA, AH002314-RA
OG0001445	Solyc03g095260.3.1, Solyc06g048480.3.1	AH015628-RA
OG0001446	Solyc12g006240.2.1	AH000260-RA, AH001280-RA
OG0001447	Solyc07g051950.3.1	AH021332-RA, AH001020-RA, AH001021-RA
OG0001447	Solyc04g080990.2.1	AH008957-RA
OG0001447	Solyc03g031590.3.1	AH021489-RA
OG0001448	Solyc07g063630.3.1	AH008128-RA
OG0001448	Solyc07g054740.3.1	AH000443-RA
OG0001448	Solyc02g079230.3.1	AH015147-RA, AH021588-RA
OG0001449	Solyc10g052660.3.1, Solyc02g069850.3.1	AH001793-RA, AH000577-RA
OG0001450	Solyc12g014260.1.1, Solyc10g007310.1.1, Solyc07g062470.3.1	AH010140-RA
OG0001450	Solyc10g008000.1.1	AH021387-RA, AH000246-RA
OG0001451	Solyc05g053260.3.1	AH011798-RA
OG0001452	Solyc03g006660.3.1, Solyc02g084400.3.1	AH010136-RA, AH015142-RA, AH021581-RA
OG0001453	Solyc10g006000.3.1, Solyc07g065490.3.1	AH009773-RA, AH008290-RA
OG0001454	Solyc07g063070.1.1	AH008058-RA, AH010067-RA
OG0001454	Solyc02g078030.2.1	AH015235-RA, AH021658-RA
OG0001455	Solyc07g065040.3.1, Solyc10g006100.3.1	AH008249-RA
OG0001456	Solyc10g017960.2.1	AH009223-RA
OG0001456	Solyc12g056410.2.1, Solyc08g080360.3.1	AH018685-RA
OG0001457	Solyc10g006755.1.1	AH021576-RA, AH009976-RA
OG0001458	Solyc05g026180.2.1	AH014445-RA, AH020926-RA
OG0001459	Solyc00g006540.1.1, Solyc06g066030.3.1, Solyc08g059800.3.1	AH023208-RA, AH016284-RA
OG0001460	Solyc06g053190.3.1	AH018176-RA, AH011929-RA, AH019717-RA
OG0001461	Solyc10g012430.3.1, Solyc01g094680.3.1	AH009678-RA
OG0001462	Solyc03g007760.3.1	AH012076-RA
OG0001462	Solyc08g081740.3.1	AH018031-RA
OG0001463	Solyc01g091910.4.1	AH009203-RA
OG0001463	Solyc08g080130.3.1	AH018703-RA, AH017343-RA
OG0001464	Solyc03g115760.3.1	AH002850-RA, AH017559-RA
OG0001464	Solyc05g013050.3.1	AH005018-RA
OG0001465	Solyc08g077630.3.1, Solyc08g077560.3.1	AH011455-RA, AH018235-RA
OG0001465	Solyc01g088690.3.1, Solyc11g031980.1.1, Solyc02g014320.1.1	AH009349-RA
OG0001466	Solyc09g009240.1.1, Solyc10g083560.1.1	AH012655-RA
OG0001466	Solyc08g080290.3.1, Solyc08g007840.2.1	AH018689-RA
OG0001467	Solyc10g017850.3.1, Solyc01g091730.3.1	AH009221-RA
OG0001468	Solyc11g006960.2.1	AH010216-RA, AH007551-RA
OG0001469	Solyc12g014610.2.1, Solyc07g065260.3.1	AH009745-RA, AH008274-RA, AH009744-RA
OG0001470	Solyc09g009700.3.1	AH012628-RA, AH021832-RA
OG0001471	Solyc01g008580.1.1	AH015219-RA, AH002039-RA
OG0001472	Solyc07g062010.1.1, Solyc07g062020.2.1, Solyc10g007510.2.1	AH007964-RA
OG0001473	Solyc09g007870.3.1, Solyc09g005543.1.1, Solyc09g005540.2.1, Solyc09g005527.1.1	AH008582-RA
OG0001474	Solyc04g011610.2.1	AH016426-RA, AH022975-RA
OG0001475	Solyc11g006070.2.1	AH007885-RA
OG0001475	Solyc01g111170.3.1, Solyc10g054910.1.1	AH002230-RA
OG0001476	Solyc04g005030.3.1	AH012454-RA
OG0001477	Solyc07g043320.3.1	AH017105-RA, AH017104-RA
OG0001478	Solyc06g075650.3.1	AH022520-RA
OG0001479	Solyc02g080400.2.1	AH015014-RA
OG0001480	Solyc01g080170.3.1	AH020487-RA
OG0001481	Solyc10g080450.2.1, Solyc10g078710.1.1	AH020333-RA
OG0001484	Solyc10g077070.2.1, Solyc09g082050.3.1	AH010675-RA, AH007812-RA
OG0001485	Solyc10g005920.3.1, Solyc07g065950.3.1	AH021118-RA, AH006775-RA, AH021115-RA
OG0001486	Solyc05g013680.3.1	AH004856-RA
OG0001487	Solyc10g011815.1.1	AH009625-RA
OG0001488	Solyc08g014280.3.1, Solyc06g053455.1.1	AH011703-RA, AH020042-RA
OG0001489	Solyc05g014270.3.1	AH004903-RA
OG0001489	Solyc02g093720.3.1, Solyc02g067950.3.1	AH018698-RA
OG0001490	Solyc11g027880.2.1	AH009445-RA
OG0001490	Solyc06g064940.3.1, Solyc11g051160.2.1	AH009444-RA
OG0001492	Solyc03g082380.3.1, Solyc03g082367.1.1	AH009490-RA, AH011908-RA
OG0001493	Solyc01g058670.3.1	AH019793-RA
OG0001493	Solyc01g100660.3.1	AH011227-RA, AH007411-RA
OG0001494	Solyc06g071880.3.1, Solyc06g071870.3.1, Solyc03g111230.3.1	AH009708-RA, AH004556-RA, AH005163-RA
OG0001496	Solyc06g069660.2.1	AH015639-RA, AH017553-RA
OG0001497	Solyc03g112950.3.1	AH017974-RA
OG0001498	Solyc09g042525.1.1, Solyc11g028270.1.1, Solyc02g086920.2.1	AH020859-RA
OG0001499	Solyc03g114235.1.1, Solyc03g114230.2.1	AH002486-RA
OG0001500	Solyc06g069375.1.1	AH001540-RA
OG0001500	Solyc03g046570.3.1	AH016597-RA, AH022765-RA, AH022764-RA
OG0001500	Solyc05g011810.3.1, Solyc04g005280.3.1	AH004013-RA
OG0001501	Solyc01g101040.3.1	AH011793-RA
OG0001501	Solyc05g005160.3.1, Solyc04g039670.3.1	AH004798-RA, AH004437-RA
OG0001503	Solyc11g012680.2.1, Solyc05g054210.3.1, Solyc04g015020.3.1	AH021433-RA, AH014871-RA
OG0001504	Solyc01g102680.3.1	AH004239-RA
OG0001514	Solyc01g102260.3.1	AH017039-RA, AH021572-RA
OG0001516	Solyc02g068730.3.1	AH005253-RA
OG0001516	Solyc11g069790.2.1, Solyc06g075010.3.1	AH000189-RA
OG0001517	Solyc03g005470.3.1, Solyc09g089670.3.1	AH019389-RA
OG0001518	Solyc03g096050.3.1	AH023106-RA, AH016382-RA
OG0001519	Solyc06g050990.3.1, Solyc05g052480.3.1	AH016337-RA
OG0001521	Solyc01g067550.3.1, Solyc06g054625.1.1	AH020179-RA, AH007018-RA
OG0001521	Solyc09g074640.3.1, Solyc06g008740.3.1	AH022181-RA
