Orthogroup	S_lycopersicum.proteins	D_spatulata.proteins
OG0001522	Solyc12g027753.1.1, Solyc01g065575.1.1	Ds_00006731-RA
OG0001522	Solyc02g010600.1.1, Solyc11g056360.2.1	Ds_00002140-RA
OG0001522	Solyc12g077650.2.1, Solyc04g049260.1.1, Solyc01g017187.1.1	Ds_00018077-RA
OG0001523	Solyc01g006360.3.1, Solyc03g111570.3.1	Ds_00010654-RA
OG0001523	Solyc01g006350.3.1	Ds_00009702-RA
OG0001524	Solyc04g078050.3.1	Ds_00000537-RA
OG0001525	Solyc10g080100.2.1, Solyc09g031950.2.1, Solyc10g079405.1.1	Ds_00000828-RA
OG0001526	Solyc08g006900.3.1, Solyc02g070310.3.1	Ds_00007764-RA, Ds_00006465-RA, Ds_00004392-RA
OG0001527	Solyc02g070570.3.1, Solyc09g010100.3.1, Solyc10g083280.3.1	Ds_00016155-RA, Ds_00013625-RA, Ds_00009269-RA
OG0001528	Solyc01g006370.3.1	Ds_00006092-RA
OG0001528	Solyc01g073750.3.1	Ds_00014985-RA
OG0001530	Solyc11g008580.2.1	Ds_00017314-RA, Ds_00004065-RA
OG0001531	Solyc09g007100.3.1	Ds_00005196-RA
OG0001533	Solyc01g059860.3.1, Solyc12g099250.2.1	Ds_00005059-RA
OG0001534	Solyc01g044420.3.1, Solyc01g005800.3.1	Ds_00005514-RA, Ds_00006079-RA
OG0001534	Solyc10g080640.2.1, Solyc10g078650.2.1	Ds_00002707-RA
OG0001535	Solyc06g051030.3.1	Ds_00006626-RA
OG0001536	Solyc02g080020.1.1	Ds_00015915-RA
OG0001537	Solyc10g084950.2.1, Solyc09g011390.3.1	Ds_00002026-RA, Ds_00002027-RA
OG0001539	Solyc11g045160.2.1	Ds_00003389-RA
OG0001540	Solyc07g065980.3.1	Ds_00004929-RA
OG0001540	Solyc03g058970.3.1	Ds_00011003-RA
OG0001541	Solyc03g093560.1.1, Solyc03g093550.1.1, Solyc03g093540.1.1, Solyc05g052040.1.1, Solyc08g078190.1.1	Ds_00001378-RA
OG0001542	Solyc01g101260.2.1	Ds_00003705-RA, Ds_00014440-RA, Ds_00005033-RA
OG0001543	Solyc10g055710.2.1	Ds_00008855-RA
OG0001543	Solyc04g082040.3.1, Solyc12g094420.2.1	Ds_00017564-RA
OG0001544	Solyc04g074220.3.1	Ds_00001586-RA
OG0001544	Solyc10g047340.2.1	Ds_00000593-RA
OG0001545	Solyc04g077960.1.1, Solyc12g088380.1.1	Ds_00002539-RA
OG0001546	Solyc02g090480.3.1	Ds_00009478-RA
OG0001546	Solyc01g108340.3.1	Ds_00015315-RA
OG0001547	Solyc01g108880.3.1	Ds_00015173-RA, Ds_00000542-RA
OG0001548	Solyc04g077120.3.1, Solyc12g088200.2.1	Ds_00000588-RA
OG0001549	Solyc03g078570.3.1	Ds_00010966-RA
OG0001549	Solyc01g088560.3.1	Ds_00010249-RA
OG0001550	Solyc08g078230.3.1	Ds_00003480-RA
OG0001552	Solyc01g111680.3.1	Ds_00013003-RA
OG0001553	Solyc04g078660.1.1	Ds_00000553-RA, Ds_00009831-RA, Ds_00011048-RA
OG0001554	Solyc02g014350.3.1	Ds_00004177-RA
OG0001555	Solyc02g085560.3.1, Solyc08g078600.3.1	Ds_00011207-RA
OG0001556	Solyc12g010470.2.1, Solyc07g007320.2.1	Ds_00011479-RA
OG0001556	Solyc01g091000.3.1	Ds_00010228-RA
OG0001557	Solyc12g014090.2.1	Ds_00001801-RA
OG0001558	Solyc09g009710.3.1	Ds_00008719-RA, Ds_00004861-RA
OG0001559	Solyc12g009570.2.1	Ds_00009627-RA, Ds_00015365-RA
OG0001560	Solyc06g083270.3.1, Solyc06g083280.2.1, Solyc06g007770.3.1, Solyc09g059270.3.1	Ds_00007436-RA
OG0001560	Solyc01g111090.3.1, Solyc10g054850.2.1	Ds_00000023-RA
OG0001561	Solyc02g093830.3.1	Ds_00001986-RA, Ds_00001987-RA
OG0001562	Solyc01g095610.3.1, Solyc10g009590.3.1	Ds_00011657-RA
OG0001562	Solyc08g082060.3.1	Ds_00011908-RA
OG0001563	Solyc08g082820.3.1, Solyc03g082920.3.1, Solyc06g052050.3.1	Ds_00017646-RA, Ds_00012600-RA, Ds_00005630-RA
OG0001564	Solyc05g032850.3.1	Ds_00013633-RA
OG0001565	Solyc09g065650.3.1	Ds_00008629-RA
OG0001566	Solyc07g040680.3.1	Ds_00000116-RA
OG0001567	Solyc01g068270.3.1	Ds_00014428-RA
OG0001567	Solyc04g057930.3.1	Ds_00001505-RA
OG0001568	Solyc06g036080.3.1, Solyc03g025360.3.1	Ds_00012064-RA
OG0001569	Solyc06g066430.3.1	Ds_00016059-RA
OG0001569	Solyc12g008520.2.1	Ds_00000225-RA
OG0001571	Solyc12g006990.2.1	Ds_00014799-RA
OG0001572	Solyc12g009590.2.1, Solyc07g008170.2.1, Solyc03g116680.3.1, Solyc06g068140.3.1	Ds_00009630-RA, Ds_00007248-RA
OG0001573	Solyc08g079460.3.1	Ds_00017385-RA
OG0001573	Solyc03g083510.3.1	Ds_00012939-RA
OG0001573	Solyc01g091230.3.1	Ds_00006362-RA
OG0001574	Solyc11g069190.2.1	Ds_00014571-RA
OG0001575	Solyc10g080680.2.1	Ds_00002718-RA
OG0001576	Solyc07g007060.2.1	Ds_00001391-RA
OG0001577	Solyc11g072630.2.1	Ds_00005200-RA
OG0001577	Solyc05g049970.3.1, Solyc01g094960.3.1	Ds_00008387-RA
OG0001578	Solyc06g073860.2.1, Solyc06g073880.3.1, Solyc01g006810.3.1, Solyc10g081710.2.1	Ds_00010134-RA, Ds_00008303-RA
OG0001579	Solyc07g044990.3.1	Ds_00006806-RA
OG0001580	Solyc10g085410.2.1	Ds_00008740-RA
OG0001581	Solyc05g046040.2.1	Ds_00016231-RA, Ds_00012273-RA
OG0001582	Solyc01g101120.3.1	Ds_00014442-RA, Ds_00003942-RA
OG0001583	Solyc01g006720.3.1	Ds_00010793-RA, Ds_00014883-RA
OG0001584	Solyc06g005330.3.1, Solyc06g005310.3.1, Solyc11g073120.2.1, Solyc06g075660.3.1	Ds_00010058-RA, Ds_00007508-RA
OG0001585	Solyc02g068910.3.1	Ds_00004741-RA
OG0001585	Solyc07g066440.3.1	Ds_00003311-RA
OG0001586	Solyc09g010090.4.1, Solyc09g010080.3.1, Solyc10g083300.2.1, Solyc10g083290.4.1, Solyc10g085650.2.1, Solyc10g045585.1.1, Solyc10g085640.1.1, Solyc10g085360.2.1	Ds_00015556-RA
OG0001587	Solyc11g005290.1.1, Solyc11g005320.1.1, Solyc11g005300.2.1, Solyc11g005310.1.1, Solyc11g005280.1.1	Ds_00010929-RA
OG0001588	Solyc04g077190.3.1, Solyc12g088210.2.1	Ds_00000591-RA
OG0001589	Solyc04g071540.3.1	Ds_00002224-RA
OG0001590	Solyc03g005090.3.1, Solyc02g093850.3.1	Ds_00015224-RA
OG0001591	Solyc01g103420.3.1, Solyc10g044450.2.1	Ds_00017297-RA
OG0001593	Solyc05g013580.3.1	Ds_00010704-RA, Ds_00017074-RA
OG0001593	Solyc02g093430.3.1, Solyc12g035470.2.1	Ds_00008030-RA, Ds_00010483-RA
OG0001594	Solyc01g095900.3.1, Solyc05g050630.3.1	Ds_00002844-RA, Ds_00012515-RA
OG0001595	Solyc06g048420.2.1, Solyc06g048410.3.1, Solyc03g095180.3.1	Ds_00010822-RA
OG0001596	Solyc02g081270.3.1, Solyc02g036430.2.1	Ds_00006129-RA
OG0001597	Solyc03g034220.3.1, Solyc02g085950.3.1, Solyc02g063150.3.1	Ds_00009267-RA
OG0001599	Solyc04g008110.3.1	Ds_00012707-RA
OG0001600	Solyc05g012640.3.1, Solyc05g012650.3.1, Solyc04g005500.3.1, Solyc06g069395.1.1	Ds_00009146-RA, Ds_00010530-RA
OG0001602	Solyc03g113340.3.1	Ds_00003732-RA
OG0001602	Solyc03g113330.3.1	Ds_00012451-RA, Ds_00003733-RA, Ds_00012452-RA, Ds_00012453-RA
OG0001603	Solyc09g059675.1.1	Ds_00005882-RA
OG0001603	Solyc03g118850.3.1	Ds_00017263-RA
OG0001604	Solyc08g005240.2.1, Solyc08g076390.3.1	Ds_00005115-RA
OG0001605	Solyc07g042260.3.1	Ds_00008229-RA, Ds_00016996-RA
OG0001606	Solyc07g061780.3.1	Ds_00001892-RA
OG0001616	Solyc03g095310.3.1	Ds_00017612-RA
OG0001617	Solyc09g056450.3.1	Ds_00006463-RA, Ds_00001128-RA
OG0001618	Solyc09g005720.3.1, Solyc10g084610.3.1, Solyc10g086330.2.1	Ds_00015414-RA, Ds_00001644-RA
OG0001619	Solyc08g062450.1.1, Solyc08g062340.3.1	Ds_00000103-RA, Ds_00003441-RA
OG0001620	Solyc05g015950.3.1	Ds_00010601-RA
OG0001620	Solyc07g045540.3.1	Ds_00006211-RA
OG0001621	Solyc11g062260.2.1	Ds_00013963-RA
OG0001622	Solyc11g006310.2.1	Ds_00012205-RA
OG0001623	Solyc03g025520.3.1, Solyc06g036050.3.1, Solyc01g094560.3.1	Ds_00006925-RA, Ds_00016407-RA
OG0001624	Solyc12g042080.2.1, Solyc06g073790.3.1, Solyc06g073800.3.1	Ds_00011470-RA, Ds_00009655-RA, Ds_00007204-RA
OG0001625	Solyc09g009890.3.1	Ds_00015550-RA
OG0001627	Solyc09g008485.1.1, Solyc10g086320.2.1	Ds_00013688-RA
OG0001628	Solyc12g098960.2.1	Ds_00003941-RA
OG0001629	Solyc03g082900.3.1	Ds_00012601-RA
OG0001629	Solyc06g076170.3.1	Ds_00015484-RA
OG0001629	Solyc07g005330.3.1, Solyc05g054440.3.1	Ds_00009274-RA
OG0001630	Solyc09g072870.3.1	Ds_00003206-RA
OG0001630	Solyc09g090610.3.1	Ds_00000988-RA
OG0001631	Solyc01g011415.1.1, Solyc12g035280.1.1, Solyc01g050020.2.1	Ds_00015588-RA
OG0001632	Solyc04g049120.3.1	Ds_00012235-RA, Ds_00005967-RA
OG0001633	Solyc02g093130.2.1	Ds_00009447-RA
OG0001633	Solyc04g078640.2.1	Ds_00006763-RA
OG0001634	Solyc10g074870.2.1, Solyc09g031930.3.1	Ds_00006825-RA
OG0001635	Solyc02g062880.1.1, Solyc02g062875.1.1, Solyc08g006200.2.1, Solyc08g006210.2.1, Solyc08g006190.2.1, Solyc08g006240.2.1, Solyc08g006220.3.1, Solyc02g055370.3.1, Solyc08g006490.2.1, Solyc08g006230.3.1, Solyc08g006260.2.1, Solyc08g006280.2.1, Solyc04g064830.3.1	Ds_00003354-RA
OG0001636	Solyc09g009880.3.1	Ds_00015549-RA
OG0001637	Solyc04g082220.2.1	Ds_00015043-RA
OG0001637	Solyc10g055740.2.1, Solyc10g055750.1.1	Ds_00012992-RA
OG0001638	Solyc01g104140.3.1	Ds_00001942-RA
OG0001640	Solyc04g077400.4.1, Solyc12g088230.2.1	Ds_00002489-RA
OG0001641	Solyc07g052350.3.1, Solyc12g005860.2.1	Ds_00001727-RA
OG0001642	Solyc01g105230.3.1	Ds_00005020-RA, Ds_00013566-RA, Ds_00005019-RA
OG0001643	Solyc02g092330.3.1	Ds_00009396-RA, Ds_00001489-RA
OG0001644	Solyc04g071310.3.1	Ds_00009863-RA
OG0001645	Solyc01g098410.3.1	Ds_00009521-RA, Ds_00004477-RA
OG0001646	Solyc09g064940.2.1	Ds_00013610-RA
OG0001647	Solyc05g047600.3.1	Ds_00012529-RA
OG0001647	Solyc02g021440.3.1	Ds_00009501-RA
OG0001648	Solyc07g064880.3.1	Ds_00001720-RA, Ds_00001719-RA, Ds_00011780-RA
OG0001649	Solyc11g008310.2.1, Solyc02g033070.1.1, Solyc05g024140.1.1, Solyc05g024170.1.1, Solyc05g055560.1.1	Ds_00006013-RA
OG0001650	Solyc09g057960.1.1	Ds_00006467-RA
OG0001651	Solyc11g012790.2.1	Ds_00004429-RA
OG0001651	Solyc07g065700.3.1	Ds_00014084-RA, Ds_00014083-RA
OG0001652	Solyc11g012420.2.1	Ds_00004445-RA
OG0001652	Solyc05g041910.3.1, Solyc07g048070.3.1	Ds_00009548-RA
OG0001653	Solyc04g055120.3.1	Ds_00009595-RA
OG0001654	Solyc10g074930.1.1	Ds_00006832-RA, Ds_00014302-RA
OG0001655	Solyc05g051040.3.1, Solyc01g091600.3.1	Ds_00003576-RA, Ds_00004609-RA
OG0001656	Solyc07g042500.3.1	Ds_00016984-RA
OG0001657	Solyc12g056250.2.1, Solyc04g050560.3.1	Ds_00007310-RA, Ds_00007730-RA
OG0001658	Solyc06g068410.3.1, Solyc03g117030.2.1	Ds_00002466-RA, Ds_00010395-RA, Ds_00014235-RA
OG0001658	Solyc11g045130.2.1	Ds_00004205-RA
OG0001659	Solyc01g091270.3.1	Ds_00006356-RA
OG0001659	Solyc08g079500.3.1	Ds_00009904-RA
OG0001660	Solyc01g103800.3.1, Solyc12g042650.2.1, Solyc03g083290.3.1	Ds_00014996-RA, Ds_00007184-RA
OG0001662	Solyc08g006420.3.1	Ds_00003352-RA
OG0001663	Solyc05g032750.3.1, Solyc07g041180.3.1	Ds_00000105-RA
OG0001665	Solyc05g054930.3.1	Ds_00010453-RA
OG0001666	Solyc03g025530.3.1, Solyc06g036020.1.1	Ds_00016408-RA
OG0001667	Solyc01g094610.3.1	Ds_00004578-RA
OG0001668	Solyc07g042080.3.1, Solyc12g009160.2.1	Ds_00013306-RA
OG0001669	Solyc03g122280.3.1	Ds_00000476-RA
OG0001670	Solyc09g008010.3.1	Ds_00008772-RA
OG0001671	Solyc02g077890.3.1	Ds_00011539-RA
OG0001671	Solyc07g053800.3.1	Ds_00011540-RA
OG0001672	Solyc07g056260.3.1	Ds_00005225-RA
OG0001673	Solyc01g100170.3.1	Ds_00003908-RA
OG0001674	Solyc10g078370.2.1, Solyc10g080880.2.1	Ds_00005759-RA, Ds_00012670-RA, Ds_00009377-RA
OG0001675	Solyc04g009740.3.1, Solyc11g006620.2.1	Ds_00007046-RA
OG0001675	Solyc10g081940.2.1	Ds_00014328-RA, Ds_00015965-RA
OG0001676	Solyc00g047700.3.1, Solyc08g007220.3.1	Ds_00002807-RA
OG0001677	Solyc08g023500.3.1	Ds_00009502-RA
OG0001678	Solyc02g069860.3.1	Ds_00004279-RA
OG0001679	Solyc10g076360.1.1, Solyc09g015155.1.1	Ds_00014878-RA
OG0001680	Solyc02g071250.3.1	Ds_00015156-RA
OG0001682	Solyc11g069800.1.1, Solyc04g079730.1.1	Ds_00007889-RA
OG0001684	Solyc01g103570.3.1	Ds_00001965-RA
OG0001685	Solyc09g091090.2.1	Ds_00013256-RA
OG0001685	Solyc09g064160.3.1, Solyc06g008050.3.1, Solyc06g083700.3.1	Ds_00001003-RA, Ds_00006550-RA
OG0001686	Solyc06g053810.3.1	Ds_00003176-RA
OG0001686	Solyc06g031670.2.1, Solyc08g059750.2.1	Ds_00014104-RA
OG0001687	Solyc04g080240.3.1	Ds_00009785-RA, Ds_00009786-RA
OG0001689	Solyc02g067730.2.1, Solyc02g067720.1.1, Solyc02g086850.2.1	Ds_00008943-RA
OG0001689	Solyc09g064740.3.1	Ds_00004699-RA
OG0001691	Solyc06g083660.3.1, Solyc09g063090.3.1	Ds_00006552-RA
OG0001692	Solyc06g068680.3.1, Solyc03g117980.3.1, Solyc01g099620.3.1	Ds_00003661-RA
OG0001693	Solyc01g100530.3.1	Ds_00003686-RA
OG0001694	Solyc12g036300.2.1	Ds_00005332-RA
OG0001695	Solyc04g009790.3.1, Solyc07g006740.3.1, Solyc07g006730.3.1	Ds_00009850-RA
OG0001696	Solyc10g080730.2.1, Solyc12g019740.2.1	Ds_00017308-RA
OG0001696	Solyc03g115870.3.1, Solyc06g069727.1.1	Ds_00016694-RA, Ds_00005343-RA
OG0001697	Solyc05g015070.3.1	Ds_00017399-RA
OG0001698	Solyc08g076540.3.1, Solyc11g066910.2.1, Solyc06g062360.3.1, Solyc08g005200.3.1	Ds_00002958-RA
OG0001699	Solyc04g008700.3.1	Ds_00004171-RA
OG0001700	Solyc03g115450.1.1	Ds_00005329-RA, Ds_00017052-RA
OG0001701	Solyc02g032510.3.1	Ds_00001502-RA
OG0001702	Solyc06g083310.3.1	Ds_00007438-RA
OG0001702	Solyc02g089440.3.1	Ds_00014229-RA
OG0001703	Solyc03g119350.2.1	Ds_00000169-RA
OG0001704	Solyc05g054410.3.1, Solyc04g011650.3.1	Ds_00017929-RA
OG0001705	Solyc12g040450.2.1, Solyc12g040710.1.1	Ds_00016836-RA, Ds_00016837-RA, Ds_00007191-RA, Ds_00011638-RA
OG0001717	Solyc11g005540.1.1	Ds_00008556-RA
OG0001717	Solyc11g005500.1.1	Ds_00013403-RA, Ds_00011254-RA
OG0001718	Solyc01g100930.3.1	Ds_00016652-RA, Ds_00003696-RA
OG0001721	Solyc02g085110.3.1, Solyc02g085120.3.1, Solyc02g062650.3.1	Ds_00006735-RA
OG0001723	Solyc03g095250.3.1, Solyc06g048470.3.1	Ds_00016352-RA
OG0001724	Solyc09g074113.1.1	Ds_00000898-RA
OG0001725	Solyc06g007360.3.1, Solyc02g070340.3.1	Ds_00007392-RA, Ds_00004846-RA
OG0001728	Solyc09g075190.3.1	Ds_00012079-RA
OG0001729	Solyc03g005440.3.1, Solyc09g089570.3.1	Ds_00004624-RA, Ds_00006421-RA
OG0001730	Solyc06g008600.3.1, Solyc06g084040.3.1, Solyc09g065990.3.1	Ds_00006268-RA
OG0001731	Solyc05g055160.3.1	Ds_00011565-RA, Ds_00008314-RA, Ds_00007042-RA
OG0001732	Solyc01g079870.3.1	Ds_00008561-RA
OG0001733	Solyc06g075130.3.1, Solyc11g069530.2.1	Ds_00005842-RA
OG0001734	Solyc03g078380.1.1, Solyc11g005270.1.1	Ds_00014957-RA
OG0001734	Solyc10g079560.1.1, Solyc04g039900.1.1	Ds_00005781-RA, Ds_00000853-RA
OG0001735	Solyc06g076760.2.1	Ds_00005818-RA, Ds_00008250-RA
OG0001736	Solyc12g019460.2.1, Solyc08g014420.3.1	Ds_00015639-RA
OG0001736	Solyc06g005170.3.1	Ds_00004109-RA
OG0001737	Solyc03g114040.3.1	Ds_00016841-RA, Ds_00012614-RA
OG0001738	Solyc04g051640.3.1	Ds_00007142-RA
OG0001738	Solyc09g091910.2.1	Ds_00005538-RA
OG0001739	Solyc06g009150.1.1, Solyc09g075270.1.1, Solyc09g075230.1.1, Solyc09g075260.3.1	Ds_00014973-RA
OG0001739	Solyc09g075220.1.1	Ds_00003667-RA
OG0001740	Solyc12g042750.2.1, Solyc03g116780.3.1, Solyc06g068180.3.1	Ds_00000654-RA
OG0001740	Solyc12g009620.2.1, Solyc07g007960.3.1	Ds_00007239-RA
OG0001741	Solyc01g080410.3.1	Ds_00012179-RA
OG0001741	Solyc01g106400.3.1	Ds_00003091-RA
OG0001742	Solyc06g042960.2.1, Solyc06g042980.3.1	Ds_00003279-RA
OG0001742	Solyc06g042950.3.1	Ds_00003278-RA
OG0001744	Solyc06g083210.3.1	Ds_00007753-RA
OG0001745	Solyc02g090210.3.1	Ds_00011860-RA
OG0001745	Solyc01g059840.2.1	Ds_00003232-RA
OG0001746	Solyc01g111280.2.1, Solyc01g111275.1.1	Ds_00013017-RA
OG0001746	Solyc02g083800.3.1	Ds_00001449-RA
OG0001747	Solyc04g081930.3.1	Ds_00012853-RA
OG0001747	Solyc03g033320.3.1, Solyc02g083390.3.1	Ds_00016704-RA
OG0001748	Solyc12g088400.1.1, Solyc12g088390.1.1, Solyc04g077980.1.1	Ds_00002537-RA
OG0001748	Solyc01g107170.2.1	Ds_00012157-RA
OG0001750	Solyc02g021340.3.1	Ds_00013339-RA
OG0001750	Solyc04g082540.2.1	Ds_00007471-RA
OG0001751	Solyc02g061960.3.1, Solyc02g061980.3.1	Ds_00017823-RA, Ds_00016570-RA
OG0001752	Solyc10g074490.2.1, Solyc01g112070.3.1	Ds_00008209-RA
OG0001753	Solyc03g034020.3.1, Solyc02g085140.3.1	Ds_00016603-RA
OG0001754	Solyc04g074720.3.1, Solyc12g057130.2.1	Ds_00008172-RA
OG0001755	Solyc05g008580.3.1, Solyc04g007520.3.1	Ds_00006527-RA
OG0001756	Solyc01g020378.1.1, Solyc12g088840.1.1	Ds_00013530-RA
OG0001757	Solyc01g106200.2.1	Ds_00012203-RA
OG0001758	Solyc02g082450.3.1, Solyc03g032080.3.1	Ds_00013426-RA
OG0001759	Solyc01g109770.3.1	Ds_00016526-RA
OG0001762	Solyc02g081550.3.1	Ds_00007009-RA
OG0001762	Solyc07g055320.3.1	Ds_00010178-RA
OG0001763	Solyc10g044670.2.1	Ds_00011195-RA
OG0001763	Solyc07g045480.3.1	Ds_00005173-RA
OG0001764	Solyc02g070870.3.1	Ds_00010832-RA
OG0001764	Solyc02g068390.3.1	Ds_00014537-RA
OG0001765	Solyc10g049360.2.1	Ds_00017415-RA
OG0001765	Solyc12g088530.2.1, Solyc12g088470.2.1, Solyc12g088500.2.1, Solyc12g088520.2.1, Solyc04g078310.3.1	Ds_00000549-RA
OG0001766	Solyc11g010400.2.1, Solyc11g010410.2.1, Solyc02g070080.3.1, Solyc06g083910.3.1, Solyc09g066310.3.1, Solyc09g066320.2.1	Ds_00007821-RA
OG0001767	Solyc08g080540.3.1	Ds_00001317-RA
OG0001767	Solyc03g026020.3.1	Ds_00012044-RA, Ds_00009958-RA
OG0001768	Solyc03g121040.3.1	Ds_00002395-RA
OG0001769	Solyc05g025500.3.1	Ds_00003367-RA
OG0001769	Solyc07g017730.3.1	Ds_00002568-RA, Ds_00008236-RA
OG0001770	Solyc09g010650.1.1	Ds_00009871-RA, Ds_00010352-RA, Ds_00017803-RA
OG0001770	Solyc12g009065.1.1	Ds_00008863-RA, Ds_00000097-RA
OG0001771	Solyc03g116490.1.1, Solyc06g068020.1.1	Ds_00000679-RA, Ds_00002443-RA
OG0001772	Solyc07g008770.3.1	Ds_00015771-RA
OG0001772	Solyc06g063320.3.1	Ds_00000442-RA
OG0001773	Solyc08g082420.3.1, Solyc12g055950.2.1	Ds_00002288-RA
OG0001774	Solyc08g080030.3.1	Ds_00017530-RA
OG0001775	Solyc11g012810.2.1	Ds_00009915-RA
OG0001776	Solyc05g041170.2.1, Solyc10g055100.1.1, Solyc10g055160.2.1, Solyc10g055005.1.1, Solyc10g049555.1.1, Solyc10g055040.2.1, Solyc10g055010.2.1, Solyc10g054950.2.1, Solyc10g055020.2.1, Solyc10g049510.2.1, Solyc10g054980.2.1, Solyc10g055070.1.1, Solyc10g055150.1.1, Solyc10g055025.1.1, Solyc10g055130.2.1, Solyc10g054967.1.1, Solyc12g062270.1.1, Solyc10g055030.1.1, Solyc12g021195.1.1, Solyc10g049550.2.1	Ds_00016023-RA
OG0001777	Solyc01g096180.3.1, Solyc10g009330.3.1	Ds_00002858-RA
OG0001778	Solyc06g061000.3.1	Ds_00013268-RA, Ds_00009230-RA
OG0001779	Solyc07g009490.3.1, Solyc05g046300.3.1	Ds_00016862-RA
OG0001780	Solyc08g008080.1.1, Solyc08g081370.1.1	Ds_00016730-RA, Ds_00001291-RA, Ds_00016911-RA, Ds_00016910-RA, Ds_00016908-RA
OG0001781	Solyc08g080740.3.1	Ds_00007756-RA
OG0001781	Solyc05g052780.3.1	Ds_00006586-RA
OG0001782	Solyc02g078190.3.1	Ds_00002898-RA
OG0001782	Solyc05g056020.3.1, Solyc04g049330.3.1	Ds_00011336-RA
OG0001783	Solyc03g061600.3.1	Ds_00016417-RA
OG0001784	Solyc12g015850.1.1	Ds_00004946-RA
OG0001784	Solyc07g006910.3.1	Ds_00009813-RA
OG0001785	Solyc07g040710.3.1, Solyc12g008960.2.1	Ds_00000113-RA, Ds_00008879-RA
OG0001786	Solyc02g069670.3.1, Solyc04g009630.3.1	Ds_00012397-RA, Ds_00004735-RA, Ds_00000931-RA
OG0001787	Solyc01g088200.3.1, Solyc01g088230.3.1, Solyc01g088170.4.1, Solyc11g071610.2.1, Solyc11g071620.3.1, Solyc11g071580.2.1, Solyc01g088220.2.1, Solyc11g071600.2.1, Solyc11g071590.1.1, Solyc01g009235.1.1	Ds_00010127-RA
OG0001788	Solyc11g012080.2.1	Ds_00001718-RA, Ds_00011784-RA
OG0001789	Solyc02g078590.1.1, Solyc10g076780.1.1, Solyc09g014390.1.1	Ds_00014781-RA
OG0001790	Solyc06g066170.3.1	Ds_00007423-RA, Ds_00007424-RA, Ds_00007421-RA, Ds_00011144-RA
OG0001791	Solyc07g064740.3.1	Ds_00011772-RA
OG0001793	Solyc09g014450.3.1	Ds_00006901-RA
OG0001793	Solyc07g054180.3.1	Ds_00016327-RA
OG0001793	Solyc02g078540.3.1, Solyc03g006510.3.1	Ds_00015208-RA, Ds_00015119-RA
OG0001794	Solyc04g010240.3.1, Solyc06g075620.3.1, Solyc05g054810.3.1	Ds_00007511-RA, Ds_00010053-RA
OG0001795	Solyc08g066700.3.1	Ds_00007325-RA, Ds_00007530-RA
OG0001796	Solyc03g095500.3.1, Solyc09g015820.3.1	Ds_00014298-RA, Ds_00006828-RA
OG0001799	Solyc10g084370.2.1	Ds_00010307-RA
OG0001800	Solyc11g071780.1.1, Solyc01g009250.3.1	Ds_00008302-RA, Ds_00010133-RA
OG0001801	Solyc02g091540.3.1	Ds_00005942-RA, Ds_00012731-RA, Ds_00012732-RA
OG0001801	Solyc04g074100.3.1, Solyc04g007840.3.1	Ds_00008528-RA, Ds_00013227-RA, Ds_00005912-RA
OG0001802	Solyc04g009465.1.1, Solyc04g009500.3.1	Ds_00013860-RA
OG0001803	Solyc03g033980.3.1, Solyc04g071750.3.1, Solyc02g062670.3.1, Solyc02g085130.3.1, Solyc04g071755.1.1	Ds_00001467-RA
OG0001804	Solyc03g059490.1.1	Ds_00005933-RA
OG0001805	Solyc03g007810.3.1	Ds_00005685-RA
OG0001805	Solyc08g077180.3.1	Ds_00013135-RA
OG0001806	Solyc11g062010.2.1	Ds_00003075-RA
OG0001808	Solyc05g024160.3.1	Ds_00003497-RA, Ds_00001587-RA
OG0001810	Solyc09g065820.3.1	Ds_00001082-RA
OG0001810	Solyc03g005350.3.1, Solyc09g083220.3.1	Ds_00006272-RA
OG0001811	Solyc11g008790.2.1	Ds_00012751-RA
OG0001812	Solyc06g071320.3.1, Solyc03g114020.3.1	Ds_00003754-RA, Ds_00016269-RA
OG0001812	Solyc05g006030.3.1	Ds_00009006-RA
OG0001813	Solyc01g091300.3.1	Ds_00016287-RA
OG0001813	Solyc08g079520.3.1	Ds_00001309-RA
OG0001814	Solyc03g116030.3.1	Ds_00016687-RA
OG0001814	Solyc01g010880.3.1, Solyc05g007670.3.1	Ds_00010573-RA, Ds_00008438-RA
OG0001815	Solyc06g069570.3.1, Solyc03g115470.3.1	Ds_00017053-RA
OG0001815	Solyc05g012520.3.1	Ds_00009143-RA
OG0001816	Solyc02g089460.1.1, Solyc02g089470.1.1	Ds_00015241-RA, Ds_00015240-RA, Ds_00011073-RA
OG0001817	Solyc08g076810.3.1, Solyc08g076780.2.1, Solyc08g005120.3.1, Solyc08g076790.3.1, Solyc06g061280.3.1	Ds_00016451-RA, Ds_00013521-RA
OG0001818	Solyc10g008360.2.1	Ds_00012300-RA, Ds_00001156-RA
OG0001819	Solyc03g113250.3.1	Ds_00017239-RA
OG0001819	Solyc04g005790.3.1, Solyc05g007000.3.1, Solyc05g006990.3.1	Ds_00004326-RA
OG0001820	Solyc05g013490.3.1	Ds_00017071-RA
OG0001821	Solyc06g072750.3.1, Solyc03g097120.3.1	Ds_00007654-RA
OG0001821	Solyc08g076590.3.1, Solyc08g005170.3.1	Ds_00005109-RA
OG0001823	Solyc08g062330.3.1, Solyc08g021880.1.1, Solyc08g062360.3.1	Ds_00003439-RA
