Orthogroup	S_lycopersicum.proteins	B_vulgaris.proteins
OG0002735	Solyc05g043260.1.1, Solyc05g052060.1.1, Solyc05g052055.1.1, Solyc09g014623.1.1, Solyc09g014630.1.1, Solyc05g043270.1.1, Solyc05g043234.1.1, Solyc09g014624.1.1, Solyc09g014680.1.1, Solyc05g043236.1.1, Solyc05g043280.1.1, Solyc05g043232.1.1, Solyc09g014628.1.1, Solyc09g014640.1.1, Solyc09g014627.1.1, Solyc05g043220.1.1, Solyc05g042181.1.1, Solyc05g042190.1.1, Solyc05g043213.1.1, Solyc05g041720.1.1, Solyc05g041715.1.1	Bevul.3G094500.1.p
OG0002737	Solyc02g036350.3.1, Solyc02g081190.3.1	Bevul.8G047300.1.p
OG0002737	Solyc12g005940.2.1, Solyc07g049550.3.1, Solyc07g049530.3.1	Bevul.9G020900.1.p
OG0002738	Solyc02g071510.3.1	Bevul.8G078100.1.p
OG0002739	Solyc10g080460.2.1, Solyc10g078720.2.1	Bevul.3G183900.1.p
OG0002740	Solyc01g091520.3.1	Bevul.2G101100.1.p
OG0002740	Solyc06g053670.1.1	Bevul.3G097400.1.p
OG0002741	Solyc12g013700.2.1	Bevul.4G057500.1.p
OG0002741	Solyc02g078500.2.1, Solyc03g006490.3.1	Bevul.8G029700.1.p
OG0002742	Solyc02g024020.3.1	Bevul.8G098600.1.p
OG0002743	Solyc06g072120.3.1, Solyc03g019780.3.1	Bevul.7G164700.1.p, Bevul.2G137200.1.p
OG0002744	Solyc03g007130.3.1, Solyc11g072280.2.1	Bevul.6G212200.1.p, Bevul.3G085800.1.p, Bevul.1G129200.1.p
OG0002745	Solyc08g061830.1.1, Solyc08g068810.3.1	Bevul.2G010300.1.p
OG0002747	Solyc01g091710.3.1, Solyc10g017880.2.1, Solyc01g091720.3.1	Bevul.1G120400.1.p
OG0002748	Solyc08g015940.3.1, Solyc07g008205.1.1	Bevul.9G192900.2.p, Bevul.9G192900.1.p
OG0002749	Solyc08g065470.3.1, Solyc12g008730.2.1, Solyc07g026770.3.1	Bevul.2G206000.1.p
OG0002750	Solyc12g043090.2.1	Bevul.9G203200.1.p
OG0002750	Solyc05g018350.3.1	Bevul.8G190800.1.p
OG0002751	Solyc01g005670.3.1	Bevul.5G059200.1.p
OG0002751	Solyc01g007060.3.1	Bevul.5G011800.1.p
OG0002752	Solyc03g120300.3.1, Solyc12g042990.2.1	Bevul.9G201700.1.p
OG0002753	Solyc01g091840.3.1	Bevul.1G122100.1.p
OG0002754	Solyc03g120500.3.1	Bevul.9G209200.1.p, Bevul.8G197200.1.p
OG0002755	Solyc12g096500.2.1, Solyc08g006530.3.1	Bevul.2G004800.1.p
OG0002755	Solyc07g006630.3.1	Bevul.8G214200.1.p
OG0002756	Solyc12g049380.2.1	Bevul.7G167400.1.p
OG0002757	Solyc08g065430.3.1	Bevul.2G148200.2.p, Bevul.2G148200.1.p
OG0002757	Solyc07g021700.3.1, Solyc05g026360.3.1	Bevul.8G122100.1.p
OG0002758	Solyc01g091740.3.1	Bevul.1G120700.1.p
OG0002759	Solyc04g007850.3.1	Bevul.9G196600.5.p, Bevul.9G196600.2.p, Bevul.9G196600.3.p, Bevul.9G196600.6.p, Bevul.9G196600.7.p, Bevul.9G196600.4.p, Bevul.9G196600.1.p
OG0002760	Solyc02g014455.1.1, Solyc07g008840.3.1	Bevul.8G207200.1.p
OG0002761	Solyc03g096360.3.1, Solyc05g052810.3.1	Bevul.2G236200.1.p
OG0002762	Solyc04g049890.3.1	Bevul.2G113400.4.p, Bevul.2G113400.3.p, Bevul.2G113400.5.p, Bevul.2G113400.8.p, Bevul.2G113400.7.p, Bevul.2G113400.2.p, Bevul.2G113400.1.p, Bevul.2G113400.6.p
OG0002763	Solyc02g071890.3.1	Bevul.1G208400.1.p
OG0002764	Solyc03g121060.3.1	Bevul.9G116000.2.p, Bevul.9G116000.4.p, Bevul.9G116000.1.p, Bevul.9G116000.3.p
OG0002765	Solyc08g061000.3.1	Bevul.2G181300.1.p
OG0002766	Solyc09g075290.3.1	Bevul.7G101300.1.p, Bevul.4G202000.1.p
OG0002768	Solyc08g008550.3.1, Solyc08g083040.3.1	Bevul.5G061200.1.p
OG0002769	Solyc08g081260.1.1	Bevul.5G029300.1.p
OG0002770	Solyc05g018130.3.1, Solyc05g018125.1.1	Bevul.8G200900.1.p
OG0002771	Solyc07g042250.3.1, Solyc12g009250.2.1	Bevul.8G143800.1.p
OG0002772	Solyc08g082410.3.1	Bevul.3G039700.1.p
OG0002773	Solyc03g123660.3.1, Solyc06g063100.3.1	Bevul.7G161300.1.p
OG0002774	Solyc01g095050.3.1	Bevul.2G207000.3.p, Bevul.2G207000.2.p, Bevul.2G207000.1.p
OG0002775	Solyc03g079850.3.1	Bevul.2G224200.1.p
OG0002776	Solyc03g078390.3.1	Bevul.2G122800.1.p
OG0002777	Solyc06g063010.3.1	Bevul.7G166500.1.p
OG0002778	Solyc07g065030.3.1	Bevul.4G018100.1.p
OG0002778	Solyc10g081060.2.1	Bevul.3G219800.1.p
OG0002779	Solyc09g010510.3.1	Bevul.7G057700.1.p, Bevul.7G057700.2.p
OG0002780	Solyc09g009420.1.1	Bevul.7G027700.1.p
OG0002781	Solyc01g056570.3.1	Bevul.5G118000.1.p
OG0002782	Solyc10g083800.2.1, Solyc09g008525.1.1	Bevul.7G044600.2.p, Bevul.7G044600.1.p
OG0002782	Solyc11g066480.2.1	Bevul.9G098400.1.p
OG0002783	Solyc05g016610.1.1	Bevul.3G168400.1.p, Bevul.3G168300.1.p
OG0002784	Solyc06g072320.3.1, Solyc03g098220.3.1	Bevul.5G160400.1.p
OG0002785	Solyc02g089160.3.1, Solyc02g065750.2.1	Bevul.2G200800.1.p
OG0002787	Solyc02g078650.3.1	Bevul.8G032000.1.p, Bevul.8G031900.1.p, Bevul.8G032300.1.p, Bevul.8G032200.1.p, Bevul.8G032400.1.p, Bevul.8G032500.1.p, Bevul.8G032600.1.p, Bevul.8G032700.1.p
OG0002788	Solyc09g018200.1.1, Solyc10g076180.1.1	Bevul.7G008500.1.p
OG0002788	Solyc06g082460.1.1	Bevul.7G223700.1.p
OG0002789	Solyc02g068720.3.1	Bevul.9G092600.1.p, Bevul.9G092600.3.p, Bevul.9G092600.2.p
OG0002790	Solyc07g064700.3.1	Bevul.4G029500.1.p
OG0002791	Solyc11g011250.2.1	Bevul.2G077200.2.p, Bevul.2G077200.1.p
OG0002791	Solyc05g054760.3.1	Bevul.2G106000.1.p
OG0002792	Solyc09g005750.3.1	Bevul.7G067500.1.p, Bevul.7G067500.2.p
OG0002793	Solyc08g006550.3.1	Bevul.2G224400.1.p
OG0002794	Solyc07g065290.3.1	Bevul.4G011400.1.p
OG0002795	Solyc07g065010.3.1	Bevul.4G019000.1.p
OG0002796	Solyc12g005010.2.1, Solyc07g064580.3.1	Bevul.4G032700.1.p
OG0002797	Solyc01g006320.3.1	Bevul.4G043300.1.p, Bevul.4G043700.1.p, Bevul.4G043400.1.p, Bevul.4G043200.1.p
OG0002798	Solyc02g081620.3.1, Solyc02g032120.3.1	Bevul.6G047400.1.p
OG0002799	Solyc12g020000.2.1	Bevul.3G210600.1.p
OG0002800	Solyc07g055860.3.1	Bevul.9G099400.2.p, Bevul.9G099400.1.p
OG0002801	Solyc05g056520.3.1	Bevul.9G017800.1.p, Bevul.9G017800.2.p, Bevul.9G017800.5.p, Bevul.9G017800.3.p, Bevul.9G017800.4.p
OG0002802	Solyc01g005240.3.1	Bevul.6G198200.1.p
OG0002803	Solyc05g013720.3.1	Bevul.6G175300.1.p
OG0002804	Solyc01g102480.3.1, Solyc01g102450.3.1, Solyc01g102460.3.1	Bevul.6G049300.1.p
OG0002805	Solyc03g078230.3.1	Bevul.4G126200.1.p
OG0002806	Solyc03g032160.3.1, Solyc02g082800.3.1	Bevul.9G121400.2.p, Bevul.9G121400.1.p
OG0002807	Solyc04g072050.3.1	Bevul.1G066900.1.p
OG0002808	Solyc10g080590.2.1, Solyc10g078960.2.1	Bevul.3G178000.1.p
OG0002809	Solyc11g013200.2.1	Bevul.1G216700.1.p
OG0002810	Solyc02g088770.3.1, Solyc02g084770.3.1	Bevul.6G025300.1.p
OG0002813	Solyc04g050150.3.1, Solyc04g050160.3.1	Bevul.4G190500.1.p
OG0002814	Solyc10g081760.2.1, Solyc01g009920.2.1	Bevul.6G202700.1.p
OG0002814	Solyc03g097520.3.1	Bevul.5G158000.1.p
OG0002815	Solyc10g007530.1.1, Solyc02g094560.3.1	Bevul.6G216000.1.p, Bevul.6G216100.1.p
OG0002816	Solyc06g064460.3.1, Solyc06g064470.3.1, Solyc01g097760.3.1, Solyc06g050120.3.1	Bevul.2G199500.1.p
OG0002817	Solyc08g007120.3.1, Solyc08g077460.3.1, Solyc06g061020.3.1	Bevul.5G079800.1.p
OG0002818	Solyc01g010520.3.1, Solyc05g007270.3.1	Bevul.1G190000.1.p
OG0002819	Solyc09g082700.2.1, Solyc09g082690.3.1, Solyc09g082695.1.1	Bevul.5G052800.1.p, Bevul.5G052700.1.p, Bevul.5G052900.1.p
OG0002820	Solyc01g109480.3.1	Bevul.9G172700.1.p
OG0002821	Solyc12g056550.1.1, Solyc04g071480.1.1	Bevul.1G073500.1.p
OG0002822	Solyc01g086990.3.1	Bevul.6G230200.1.p
OG0002823	Solyc06g073210.3.1, Solyc06g073200.3.1	Bevul.3G101900.1.p
OG0002824	Solyc03g117960.3.1	Bevul.7G003000.2.p, Bevul.7G003000.3.p, Bevul.7G003000.7.p, Bevul.7G003000.6.p, Bevul.7G003000.5.p, Bevul.7G003000.4.p, Bevul.7G003000.1.p
OG0002825	Solyc06g069560.2.1, Solyc03g115440.2.1	Bevul.2G163000.1.p
OG0002826	Solyc03g119250.3.1, Solyc12g036390.2.1	Bevul.5G146100.1.p
OG0002827	Solyc02g089620.3.1, Solyc02g089630.3.1	Bevul.2G222200.1.p
OG0002828	Solyc12g038340.2.1	Bevul.1G211700.1.p
OG0002828	Solyc02g089810.3.1	Bevul.2G217600.2.p, Bevul.2G217600.1.p
OG0002829	Solyc02g086650.3.1	Bevul.4G148200.1.p
OG0002829	Solyc03g112870.3.1	Bevul.5G214100.1.p
OG0002830	Solyc05g012770.3.1	Bevul.6G228700.1.p
OG0002830	Solyc03g104810.3.1, Solyc02g088345.1.1	Bevul.2G066200.1.p
OG0002831	Solyc02g063030.3.1, Solyc02g085750.3.1	Bevul.2G216700.2.p, Bevul.2G216700.1.p, Bevul.2G216700.3.p
OG0002833	Solyc06g069690.3.1	Bevul.5G184400.1.p
OG0002834	Solyc07g066410.3.1	Bevul.6G104500.1.p
OG0002835	Solyc02g014310.3.1	Bevul.9G009300.1.p
OG0002836	Solyc12g042380.2.1, Solyc06g068730.1.1	Bevul.5G165600.1.p
OG0002839	Solyc03g032220.3.1, Solyc04g063210.3.1	Bevul.8G124900.1.p
OG0002840	Solyc12g010050.2.1, Solyc03g116880.3.1	Bevul.9G226000.4.p, Bevul.9G226000.1.p, Bevul.9G226000.3.p, Bevul.9G226000.2.p
OG0002849	Solyc12g099770.2.1	Bevul.2G130400.1.p
OG0002849	Solyc10g079550.2.1	Bevul.3G205500.1.p
OG0002850	Solyc08g074730.2.1, Solyc08g074740.3.1	Bevul.7G099900.1.p, Bevul.7G099900.3.p, Bevul.7G099900.2.p
OG0002851	Solyc10g085500.2.1, Solyc09g008913.1.1, Solyc10g083690.3.1, Solyc10g083700.3.1, Solyc09g008910.2.1	Bevul.7G038300.1.p
OG0002852	Solyc01g102320.1.1	Bevul.8G007700.1.p
OG0002854	Solyc04g080980.2.1, Solyc07g032100.3.1	Bevul.1G162800.1.p, Bevul.9G164300.1.p
OG0002855	Solyc06g076870.3.1	Bevul.2G239800.1.p, Bevul.7G192700.1.p
OG0002856	Solyc01g005550.3.1	Bevul.4G250300.1.p
OG0002857	Solyc01g100180.3.1	Bevul.4G197700.1.p
OG0002859	Solyc03g059010.3.1, Solyc10g078950.2.1	Bevul.3G178100.1.p
OG0002860	Solyc09g061750.2.1	Bevul.7G120800.1.p
OG0002861	Solyc01g068200.3.1	Bevul.2G049300.1.p
OG0002861	Solyc10g079210.2.1	Bevul.3G202600.1.p
OG0002862	Solyc10g076350.2.1	Bevul.5G057200.1.p
OG0002863	Solyc01g087030.3.1, Solyc10g038000.2.1	Bevul.2G188900.3.p, Bevul.2G188900.2.p, Bevul.2G188900.1.p, Bevul.2G188900.4.p
OG0002864	Solyc11g066800.2.1	Bevul.9G103900.2.p, Bevul.9G103900.1.p, Bevul.9G103900.3.p, Bevul.9G103700.1.p
OG0002865	Solyc10g044680.2.1, Solyc01g102340.3.1	Bevul.4G176100.1.p
OG0002866	Solyc01g068380.3.1	Bevul.2G048300.1.p
OG0002867	Solyc01g091715.1.1	Bevul.3G188200.1.p
OG0002868	Solyc09g009910.3.1	Bevul.7G026000.7.p, Bevul.7G026000.4.p, Bevul.7G026000.2.p, Bevul.7G026000.3.p, Bevul.7G026000.6.p, Bevul.7G026000.5.p, Bevul.7G026000.1.p
OG0002869	Solyc09g089660.3.1	Bevul.3G097500.1.p
OG0002870	Solyc01g100920.3.1, Solyc01g100910.3.1, Solyc01g100900.3.1, Solyc12g035400.2.1, Solyc12g096850.2.1, Solyc01g100880.3.1	Bevul.4G170200.1.p
OG0002871	Solyc09g008690.2.1, Solyc10g085740.2.1	Bevul.7G042800.1.p
OG0002871	Solyc11g066700.2.1	Bevul.9G102400.1.p
OG0002872	Solyc06g073960.3.1, Solyc01g009280.3.1, Solyc11g071920.2.1	Bevul.7G180600.1.p
OG0002873	Solyc09g011920.3.1	Bevul.5G136000.1.p
OG0002874	Solyc01g087020.2.1, Solyc10g080360.1.1, Solyc10g080370.1.1, Solyc05g053060.1.1	Bevul.3G189700.1.p, Bevul.3G189500.1.p
OG0002875	Solyc06g083260.3.1	Bevul.5G130500.1.p, Bevul.7G132800.1.p
OG0002876	Solyc01g080110.3.1	Bevul.3G134300.1.p
OG0002877	Solyc07g055080.3.1	Bevul.9G054400.1.p
OG0002878	Solyc04g081510.3.1	Bevul.1G023500.1.p
OG0002879	Solyc10g078730.2.1	Bevul.3G183300.1.p
OG0002882	Solyc09g018310.3.1	Bevul.7G009500.1.p
OG0002883	Solyc01g098430.3.1	Bevul.4G149100.1.p
OG0002884	Solyc06g054310.1.1, Solyc01g079740.3.1	Bevul.3G142500.1.p
OG0002885	Solyc10g083790.2.1, Solyc10g085810.2.1	Bevul.8G085300.1.p, Bevul.7G045500.1.p, Bevul.7G045500.2.p
OG0002886	Solyc09g057680.3.1	Bevul.7G134800.1.p
OG0002886	Solyc12g098570.2.1, Solyc09g092460.3.1	Bevul.4G245100.1.p
OG0002887	Solyc01g098580.3.1, Solyc10g045430.2.1	Bevul.4G150000.1.p
OG0002889	Solyc04g049690.3.1	Bevul.2G112100.2.p, Bevul.2G112100.1.p, Bevul.2G112100.3.p
OG0002889	Solyc09g007180.3.1	Bevul.7G065500.2.p, Bevul.7G065500.1.p
OG0002890	Solyc09g007380.3.1	Bevul.7G061800.1.p
OG0002891	Solyc04g076180.3.1	Bevul.3G098600.1.p
OG0002893	Solyc10g078240.2.1, Solyc10g078230.2.1, Solyc10g078220.2.1, Solyc01g009370.2.1	Bevul.3G215400.1.p, Bevul.3G222500.1.p, Bevul.3G221900.1.p
OG0002894	Solyc09g009020.3.1	Bevul.7G035500.1.p
OG0002895	Solyc09g065760.3.1	Bevul.5G240000.1.p
OG0002896	Solyc11g072960.1.1, Solyc06g005240.3.1, Solyc06g075600.3.1	Bevul.7G214500.1.p
OG0002897	Solyc09g082860.3.1, Solyc03g005260.3.1, Solyc03g005250.3.1	Bevul.3G151400.1.p
OG0002898	Solyc04g064740.3.1	Bevul.1G080300.1.p
OG0002899	Solyc01g088730.3.1	Bevul.9G132200.2.p, Bevul.9G132200.1.p, Bevul.6G159400.1.p
OG0002900	Solyc01g109110.3.1	Bevul.9G178500.1.p
OG0002900	Solyc02g090160.3.1	Bevul.6G095100.1.p
OG0002901	Solyc02g082660.3.1	Bevul.6G074400.1.p
OG0002902	Solyc06g067980.3.1	Bevul.9G197600.1.p
OG0002903	Solyc11g006245.1.1	Bevul.5G045100.1.p
OG0002904	Solyc04g080960.3.1	Bevul.1G162400.1.p
OG0002905	Solyc04g079100.3.1	Bevul.1G058900.1.p
OG0002906	Solyc02g031970.1.1, Solyc11g071530.1.1	Bevul.3G132900.1.p
OG0002907	Solyc11g012930.2.1	Bevul.6G179900.1.p, Bevul.1G218500.1.p
OG0002908	Solyc02g082270.3.1, Solyc04g082770.3.1	Bevul.1G048100.1.p
OG0002909	Solyc07g025170.3.1	Bevul.5G123000.1.p
OG0002910	Solyc02g062570.3.1, Solyc02g062580.3.1, Solyc02g084970.3.1	Bevul.6G022700.1.p
OG0002911	Solyc03g078520.3.1, Solyc11g008960.2.1	Bevul.6G068000.1.p
OG0002912	Solyc07g065930.3.1	Bevul.4G001800.1.p
OG0002912	Solyc11g012840.2.1	Bevul.1G117100.1.p
OG0002914	Solyc03g033400.3.1, Solyc02g083560.3.1	Bevul.6G031500.1.p
OG0002914	Solyc12g089340.2.1	Bevul.1G026000.1.p
OG0002915	Solyc04g072680.2.1, Solyc04g072670.3.1	Bevul.6G073200.1.p
OG0002916	Solyc10g055450.2.1, Solyc01g111530.3.1	Bevul.9G137200.8.p, Bevul.9G137200.4.p, Bevul.9G137200.7.p, Bevul.9G137200.5.p, Bevul.9G137200.6.p, Bevul.9G137200.2.p, Bevul.9G137200.1.p, Bevul.9G137200.3.p
OG0002917	Solyc02g092070.3.1	Bevul.6G016600.1.p
OG0002918	Solyc09g009640.3.1	Bevul.5G093200.1.p, Bevul.7G002200.1.p
OG0002919	Solyc11g005720.1.1	Bevul.6G053800.1.p
OG0002920	Solyc12g089150.2.1	Bevul.2G094000.1.p, Bevul.2G094000.4.p, Bevul.2G094000.3.p, Bevul.2G094000.2.p
OG0002921	Solyc06g074280.2.1	Bevul.5G075600.1.p
OG0002922	Solyc08g065330.3.1	Bevul.2G146700.1.p, Bevul.2G146700.3.p, Bevul.2G146700.2.p, Bevul.2G146600.1.p
OG0002924	Solyc04g077555.1.1	Bevul.1G010300.1.p
OG0002925	Solyc02g093290.3.1, Solyc03g044430.3.1	Bevul.6G003600.1.p
OG0002926	Solyc02g068340.3.1	Bevul.6G105400.1.p
OG0002927	Solyc06g034140.2.1, Solyc03g063180.1.1	Bevul.8G184000.1.p
OG0002928	Solyc07g062110.3.1	Bevul.4G084800.1.p
OG0002928	Solyc09g055700.3.1	Bevul.7G218300.1.p
OG0002929	Solyc04g050240.3.1	Bevul.6G046500.1.p
OG0002930	Solyc02g093770.3.1	Bevul.2G169800.1.p
OG0002931	Solyc12g044240.2.1, Solyc03g120690.3.1	Bevul.9G206600.3.p, Bevul.9G206600.2.p, Bevul.9G206600.1.p
OG0002932	Solyc07g054270.3.1, Solyc10g008480.3.1, Solyc12g010730.2.1	Bevul.9G070000.1.p
OG0002933	Solyc10g006260.3.1	Bevul.4G027600.1.p
OG0002934	Solyc03g093400.2.1, Solyc03g094170.2.1, Solyc03g093410.3.1	Bevul.5G242100.1.p, Bevul.5G158600.1.p
OG0002935	Solyc02g079920.3.1, Solyc07g063970.3.1	Bevul.4G046200.1.p
OG0002936	Solyc12g077540.2.1	Bevul.6G214400.1.p
OG0002937	Solyc02g081010.2.1	Bevul.8G049600.1.p
OG0002938	Solyc04g015110.3.1, Solyc11g012785.1.1	Bevul.8G036000.1.p
OG0002939	Solyc07g053590.3.1	Bevul.9G080800.1.p
OG0002939	Solyc02g077610.3.1	Bevul.8G020000.1.p
OG0002940	Solyc03g121330.3.1, Solyc06g062500.3.1, Solyc12g044720.2.1	Bevul.9G110500.1.p
OG0002941	Solyc01g008460.3.1, Solyc11g065640.2.1	Bevul.4G195700.1.p, Bevul.7G165300.1.p
OG0002942	Solyc12g010430.1.1, Solyc07g007150.1.1	Bevul.2G173200.1.p
OG0002943	Solyc08g081930.3.1	Bevul.5G021900.1.p
OG0002944	Solyc03g082355.1.1	Bevul.3G057500.1.p, Bevul.6G102900.1.p
OG0002945	Solyc02g070280.3.1, Solyc12g096380.1.1, Solyc02g070270.2.1	Bevul.8G095600.1.p, Bevul.8G095500.1.p
OG0002946	Solyc08g081830.3.1	Bevul.5G022800.1.p
OG0002946	Solyc01g095390.3.1	Bevul.1G185800.1.p
OG0002947	Solyc12g006500.1.1	Bevul.2G025000.1.p
OG0002948	Solyc08g065880.3.1	Bevul.2G151600.2.p, Bevul.2G151600.3.p, Bevul.2G151600.1.p
OG0002949	Solyc04g005850.1.1	Bevul.6G245300.1.p
OG0002949	Solyc03g123870.3.1	Bevul.7G158800.1.p
OG0002950	Solyc01g005970.3.1, Solyc01g022740.3.1	Bevul.4G246600.1.p
OG0002951	Solyc01g094670.3.1	Bevul.2G172500.6.p, Bevul.2G172500.3.p, Bevul.2G172500.7.p, Bevul.2G172500.5.p, Bevul.2G172500.2.p, Bevul.2G172500.4.p, Bevul.2G172500.1.p
OG0002952	Solyc01g091590.3.1	Bevul.1G167900.1.p, Bevul.3G077700.1.p
OG0002954	Solyc01g095970.3.1, Solyc05g050600.3.1	Bevul.1G191600.1.p
OG0002955	Solyc01g095745.1.1	Bevul.1G190400.1.p
OG0002955	Solyc08g008310.3.1	Bevul.5G017700.1.p
OG0002956	Solyc01g081500.3.1, Solyc10g024470.2.1	Bevul.1G153500.1.p
OG0002957	Solyc01g095370.3.1	Bevul.1G185600.1.p, Bevul.5G022900.1.p
OG0002958	Solyc06g065840.3.1	Bevul.2G172600.1.p
OG0002959	Solyc01g094020.3.1	Bevul.1G126800.1.p
OG0002959	Solyc03g006920.2.1	Bevul.3G082200.1.p
OG0002960	Solyc08g081240.3.1	Bevul.5G029500.1.p
OG0002960	Solyc03g025290.3.1	Bevul.3G065800.1.p
OG0002961	Solyc04g064810.3.1, Solyc06g054650.3.1	Bevul.3G171000.1.p
OG0002962	Solyc07g020960.3.1	Bevul.8G196900.1.p, Bevul.9G209400.3.p, Bevul.9G209400.2.p, Bevul.9G209400.1.p, Bevul.9G209400.4.p
OG0002963	Solyc03g123830.3.1	Bevul.8G106000.1.p
OG0002963	Solyc10g049890.2.1, Solyc03g112075.1.1	Bevul.9G235100.1.p
OG0002964	Solyc08g067030.3.1	Bevul.2G021600.1.p
OG0002965	Solyc05g052110.3.1, Solyc05g052120.3.1	Bevul.2G096100.1.p, Bevul.2G096900.1.p, Bevul.2G097100.1.p, Bevul.2G097200.1.p
OG0002966	Solyc04g071730.3.1, Solyc03g033850.3.1	Bevul.2G235300.2.p, Bevul.2G235300.3.p, Bevul.2G235300.1.p
OG0002967	Solyc07g008540.3.1	Bevul.2G229900.1.p
OG0002968	Solyc07g049480.3.1	Bevul.9G207900.1.p
OG0002969	Solyc06g065870.3.1, Solyc08g041710.3.1	Bevul.2G173800.1.p, Bevul.2G173800.2.p
OG0002969	Solyc03g117280.3.1	Bevul.8G165000.1.p
OG0002970	Solyc03g019840.3.1	Bevul.9G010400.4.p, Bevul.9G010400.3.p, Bevul.9G010400.5.p, Bevul.9G010400.6.p, Bevul.9G010400.8.p, Bevul.9G010400.7.p, Bevul.9G010400.10.p, Bevul.9G010400.9.p, Bevul.9G010400.12.p, Bevul.9G010400.11.p, Bevul.9G010400.1.p, Bevul.9G010400.2.p
OG0002971	Solyc10g012170.3.1	Bevul.1G180300.1.p, Bevul.7G195600.1.p
OG0002972	Solyc01g089980.3.1	Bevul.1G144600.1.p
OG0002973	Solyc02g088200.3.1, Solyc02g088205.1.1, Solyc03g120480.3.1	Bevul.9G208900.1.p
OG0002974	Solyc08g079255.1.1, Solyc08g079250.3.1, Solyc08g007460.2.1	Bevul.5G010200.1.p, Bevul.5G010100.1.p, Bevul.5G010000.1.p, Bevul.5G009900.1.p
OG0002976	Solyc06g076860.3.1	Bevul.7G192800.1.p
OG0002977	Solyc07g056550.3.1	Bevul.3G147000.1.p, Bevul.3G153900.1.p
OG0002978	Solyc07g064690.1.1	Bevul.8G013800.1.p
OG0002979	Solyc09g005320.3.1	Bevul.5G050500.1.p
OG0002980	Solyc02g021560.3.1	Bevul.5G106600.1.p, Bevul.5G106500.1.p
OG0002981	Solyc07g055870.3.1	Bevul.9G037600.1.p
OG0002982	Solyc09g015840.3.1	Bevul.6G111500.1.p
OG0002983	Solyc07g061950.3.1, Solyc12g011420.2.1, Solyc07g061930.1.1	Bevul.4G087900.1.p
OG0002984	Solyc04g049980.1.1, Solyc12g099995.1.1, Solyc01g014230.3.1, Solyc12g100000.2.1	Bevul.2G018100.1.p, Bevul.2G018100.3.p, Bevul.2G018100.2.p
OG0002985	Solyc05g052750.3.1	Bevul.2G241200.3.p, Bevul.2G241200.1.p, Bevul.2G241200.2.p
OG0002987	Solyc03g006580.3.1, Solyc02g078700.3.1	Bevul.8G034200.1.p
OG0002988	Solyc01g006900.3.1, Solyc10g081810.2.1, Solyc10g081800.2.1	Bevul.7G181600.1.p
OG0002989	Solyc05g056120.3.1, Solyc04g015360.3.1	Bevul.7G034500.2.p, Bevul.7G034500.1.p
OG0002990	Solyc11g072070.2.1, Solyc01g009060.3.1	Bevul.7G185000.1.p
OG0002992	Solyc11g012770.2.1	Bevul.8G036300.1.p
OG0002993	Solyc02g031710.3.1, Solyc02g069180.3.1	Bevul.2G092800.1.p
OG0002994	Solyc02g068900.3.1	Bevul.8G160900.1.p
OG0002995	Solyc10g005320.3.1, Solyc10g018390.2.1, Solyc10g018380.2.1	Bevul.8G058900.1.p
OG0002995	Solyc07g064280.3.1, Solyc10g006400.3.1	Bevul.4G038800.1.p
OG0002996	Solyc04g081370.2.1	Bevul.1G015700.1.p
OG0002996	Solyc11g013220.2.1	Bevul.1G217100.1.p
OG0002997	Solyc04g009760.2.1, Solyc11g006470.2.1	Bevul.4G107200.1.p
OG0002997	Solyc11g071850.1.1, Solyc06g073970.2.1	Bevul.7G181000.1.p
OG0002998	Solyc11g071840.2.1	Bevul.7G181200.1.p
OG0002999	Solyc10g081620.2.1, Solyc11g045480.2.1	Bevul.5G114700.1.p
OG0003000	Solyc01g067440.3.1, Solyc06g008750.1.1, Solyc09g074580.1.1	Bevul.3G168000.1.p, Bevul.3G167900.1.p, Bevul.3G167800.1.p
OG0003001	Solyc03g111100.1.1	Bevul.8G139100.1.p
OG0003002	Solyc02g091000.3.1	Bevul.6G003200.1.p
OG0003003	Solyc04g081300.3.1	Bevul.1G016400.1.p
OG0003004	Solyc09g061420.3.1	Bevul.7G119600.1.p
OG0003005	Solyc09g065660.3.1	Bevul.5G238200.1.p
OG0003006	Solyc05g056340.3.1	Bevul.4G186900.1.p
OG0003007	Solyc04g080750.3.1	Bevul.1G157800.1.p
OG0003008	Solyc04g064710.3.1	Bevul.1G080500.1.p, Bevul.1G080600.1.p
OG0003008	Solyc06g059740.3.1	Bevul.7G122000.1.p
OG0003009	Solyc01g110120.3.1	Bevul.9G165000.1.p
OG0003009	Solyc07g032080.3.1	Bevul.1G162500.1.p
OG0003010	Solyc09g065630.3.1, Solyc06g084120.3.1	Bevul.3G149000.1.p
OG0003012	Solyc04g079140.3.1	Bevul.1G054300.1.p
OG0003013	Solyc12g070270.2.1	Bevul.6G180100.1.p
OG0003014	Solyc09g098070.3.1	Bevul.3G227700.1.p
OG0003014	Solyc01g005220.3.1	Bevul.6G203100.1.p
OG0003015	Solyc09g075390.3.1, Solyc09g098590.3.1, Solyc09g098580.3.1	Bevul.7G103100.2.p, Bevul.7G103100.4.p, Bevul.7G103100.1.p, Bevul.7G103100.7.p, Bevul.7G103100.3.p, Bevul.7G103100.5.p, Bevul.7G103100.6.p
OG0003016	Solyc09g082990.3.1, Solyc01g097340.3.1	Bevul.4G136500.1.p
