Orthogroup	S_lycopersicum.proteins	A_thaliana.proteins
OG0001142	Solyc01g067090.3.1	AT2G47820.1, AT2G47820.2
OG0001143	Solyc09g056385.1.1	AT3G07390.2, AT3G07390.1
OG0001143	Solyc09g056360.3.1	AT3G25290.1, AT3G25290.2, AT4G12980.1
OG0001144	Solyc03g071550.2.1, Solyc09g031580.3.1, Solyc06g082050.2.1	AT5G58610.3, AT5G58610.5, AT5G58610.4, AT5G58610.6, AT5G58610.7, AT5G58610.1, AT5G58610.11, AT5G58610.9, AT5G58610.10, AT5G58610.2, AT5G58610.8, AT5G63900.1
OG0001145	Solyc03g118410.3.1	AT4G25050.1, AT4G25050.2
OG0001146	Solyc00g015733.1.1	AT2G37760.6, AT2G37760.7, AT2G37760.1, AT2G37760.2, AT2G37760.3, AT2G37760.4, AT2G37760.5
OG0001146	Solyc09g011240.3.1	AT2G37770.2, AT3G53880.1, AT3G53880.2, AT2G37790.1
OG0001147	Solyc09g009600.2.1	AT3G52820.1
OG0001147	Solyc09g009610.2.1	AT3G52780.1, AT3G52780.2
OG0001148	Solyc04g008740.3.1	AT5G08570.1, AT5G08570.2, AT5G08570.3, AT5G63680.1, AT5G63680.3, AT5G63680.2
OG0001148	Solyc01g049650.3.1	AT4G26390.1, AT5G56350.1
OG0001149	Solyc03g080160.3.1	AT3G49470.2, AT3G49470.1, AT1G33040.1, AT4G10480.1, AT4G10480.2
OG0001149	Solyc10g081030.2.1, Solyc10g078150.2.1	AT3G12390.1, AT5G13850.1
OG0001150	Solyc10g080890.2.1, Solyc10g080900.2.1, Solyc12g100280.2.1, Solyc12g036510.1.1, Solyc12g100220.2.1, Solyc10g006860.3.1, Solyc12g044940.2.1, Solyc12g045030.2.1	AT1G62610.3, AT1G62610.1, AT1G62610.2, AT1G62610.4, AT1G63380.1, AT1G63380.4, AT1G63380.3, AT1G63380.2, AT3G55290.1, AT3G55290.2, AT3G55310.1, AT3G46170.1
OG0001151	Solyc09g061230.3.1, Solyc06g083440.3.1, Solyc06g007930.3.1	AT2G32720.2, AT2G32720.1
OG0001151	Solyc03g082600.3.1	AT5G53560.1
OG0001151	Solyc01g096270.3.1, Solyc06g053180.3.1	AT5G48810.1
OG0001152	Solyc09g008840.3.1	AT3G52990.1, AT3G52990.2, AT2G36580.1
OG0001153	Solyc12g100290.2.1, Solyc01g006220.2.1	AT3G59960.4, AT3G59960.3, AT3G59960.2, AT3G59960.1, AT2G44150.1
OG0001154	Solyc12g019860.2.1	AT5G18230.3, AT5G18230.2, AT5G18230.1, AT5G18230.4
OG0001155	Solyc04g077490.3.1	AT4G37750.1
OG0001156	Solyc01g107450.3.1	AT2G15000.7, AT2G15000.6, AT2G15000.5, AT2G15000.4, AT2G15000.1, AT2G15000.2, AT2G15000.3, AT4G34265.4, AT4G34265.5, AT4G34265.3, AT4G34265.6, AT4G34265.1, AT4G34265.2
OG0001157	Solyc03g044140.3.1	AT5G67380.2, AT5G67380.1, AT3G50000.1
OG0001157	Solyc02g092640.3.1	AT2G23080.2, AT2G23080.1
OG0001157	Solyc02g064700.3.1	AT2G23070.1
OG0001158	Solyc02g093160.3.1	AT2G23360.1
OG0001159	Solyc05g056460.3.1	AT1G10890.3, AT1G10890.2, AT1G10890.1, AT1G10890.4
OG0001159	Solyc01g104160.3.1	AT5G13340.1
OG0001160	Solyc08g075810.3.1, Solyc08g075800.1.1, Solyc10g012100.1.1, Solyc06g008920.3.1	AT1G20560.1, AT1G20560.2
OG0001160	Solyc07g043660.3.1, Solyc07g043650.2.1, Solyc07g043630.2.1, Solyc07g043640.3.1, Solyc02g082880.2.1, Solyc02g082870.3.1, Solyc03g032210.3.1	AT2G17650.1
OG0001161	Solyc07g066670.3.1	AT1G79460.1
OG0001162	Solyc04g082620.3.1	AT5G24360.2, AT5G24360.3, AT5G24360.1
OG0001162	Solyc02g082470.3.1	AT2G17520.1
OG0001163	Solyc06g073240.3.1	AT4G34215.1, AT4G34215.2
OG0001163	Solyc12g088640.2.1, Solyc12g057020.2.1, Solyc04g074110.3.1, Solyc01g102330.3.1	AT3G53010.1
OG0001164	Solyc03g119290.3.1, Solyc12g036410.2.1	AT5G10630.4, AT5G10630.3, AT5G10630.2, AT5G10630.5, AT5G10630.1
OG0001165	Solyc04g081260.3.1	AT1G19835.2, AT1G19835.3, AT1G19835.6, AT1G19835.1, AT1G19835.5, AT1G19835.4, AT1G47900.2, AT1G47900.1, AT1G47900.3
OG0001166	Solyc11g012220.1.1, Solyc11g012200.2.1, Solyc11g012210.1.1, Solyc11g012240.1.1, Solyc11g012250.1.1, Solyc11g012260.2.1	AT3G51970.1
OG0001166	Solyc06g066630.1.1	AT5G55370.1, AT5G55380.1
OG0001167	Solyc02g030450.3.1	AT5G45160.1
OG0001167	Solyc12g044900.2.1, Solyc03g121590.3.1	AT1G72960.2, AT1G72960.1, AT3G13870.2, AT3G13870.1
OG0001168	Solyc01g090780.3.1	AT1G02080.2, AT1G02080.3, AT1G02080.1
OG0001169	Solyc03g032190.3.1, Solyc02g082820.3.1	AT2G17620.1
OG0001169	Solyc12g094600.2.1, Solyc04g082430.3.1, Solyc04g081660.2.1	AT1G76310.1, AT1G76310.4, AT1G76310.2, AT1G76310.3, AT1G20610.1
OG0001170	Solyc12g089140.2.1, Solyc04g080300.3.1	AT1G75180.2, AT1G75180.4, AT1G75180.1, AT1G75180.3, AT1G19400.4, AT1G19400.1, AT1G19400.3, AT1G19400.2
OG0001171	Solyc01g112090.3.1	AT4G38380.2, AT4G38380.1, AT4G38380.5, AT4G38380.3, AT4G38380.4
OG0001172	Solyc08g082980.2.1	AT1G64630.1
OG0001172	Solyc07g047990.1.1, Solyc05g041420.3.1	AT5G55560.1
OG0001173	Solyc05g045670.3.1	AT1G61800.2, AT1G61800.1
OG0001173	Solyc07g064270.3.1	AT5G54800.1
OG0001174	Solyc10g008750.3.1, Solyc10g008760.3.1	AT5G45940.2, AT5G45940.3, AT5G45940.1
OG0001174	Solyc10g008770.3.1	AT1G28960.6, AT1G28960.7, AT1G28960.3, AT1G28960.1, AT1G28960.5, AT2G33980.2, AT2G33980.4, AT2G33980.3, AT2G33980.1
OG0001175	Solyc10g078860.2.1, Solyc10g078880.2.1	AT5G45140.3, AT5G45140.2, AT5G45140.1
OG0001176	Solyc11g012020.2.1	AT4G05520.2, AT4G05520.1
OG0001176	Solyc10g006110.3.1, Solyc12g014460.2.1, Solyc07g064910.3.1	AT3G20290.2, AT3G20290.1, AT3G20290.3
OG0001177	Solyc08g007800.3.1, Solyc12g056440.2.1	AT1G63010.1, AT1G63010.3, AT1G63010.5, AT1G63010.6, AT1G63010.4, AT1G63010.7, AT1G63010.2, AT4G22990.1, AT4G22990.2, AT4G22990.3, AT4G11810.3, AT4G11810.2, AT4G11810.1
OG0001178	Solyc03g111720.3.1	AT5G07460.1
OG0001178	Solyc06g034020.3.1, Solyc03g093690.3.1	AT4G25130.1
OG0001179	Solyc06g062880.2.1	AT1G54180.1, AT1G54180.2, AT3G14000.2, AT3G14000.1
OG0001179	Solyc07g041230.3.1	AT5G20540.1
OG0001180	Solyc07g063180.3.1, Solyc01g005460.3.1	AT1G23220.1
OG0001180	Solyc00g052545.1.1, Solyc12g006630.2.1	AT5G20110.1, AT5G20110.2
OG0001182	Solyc11g072340.2.1	AT5G52040.1, AT5G52040.2, AT5G52040.7, AT5G52040.5, AT5G52040.3, AT5G52040.6, AT5G52040.4
OG0001183	Solyc06g036305.1.1	AT5G52660.2, AT5G52660.1
OG0001183	Solyc01g095030.3.1	AT4G01280.1, AT4G01280.2
OG0001184	Solyc08g080940.3.1	AT4G11600.1
OG0001184	Solyc06g073460.3.1	AT2G31570.1
OG0001184	Solyc12g056230.2.1, Solyc12g056240.2.1	AT1G63460.1
OG0001185	Solyc07g006385.1.1, Solyc07g006390.2.1, Solyc07g006395.1.1	AT4G30380.1, AT4G30380.2
OG0001186	Solyc03g117420.3.1, Solyc07g007400.3.1, Solyc07g007410.3.1	AT1G15740.1
OG0001188	Solyc08g081290.3.1	AT4G11400.1, AT4G11400.2
OG0001188	Solyc10g012210.2.1, Solyc05g049960.3.1, Solyc01g094820.3.1	AT2G46040.3, AT2G46040.1, AT2G46040.2
OG0001189	Solyc08g078530.3.1	AT4G17330.3, AT4G17330.2, AT4G17330.1
OG0001190	Solyc10g008490.3.1, Solyc07g054300.3.1	AT1G03590.1, AT4G03415.3, AT4G03415.1, AT4G03415.2
OG0001191	Solyc01g007070.3.1	AT2G35940.2, AT2G35940.3, AT2G35940.1
OG0001192	Solyc10g005360.3.1, Solyc02g080120.2.1	AT4G21200.1
OG0001192	Solyc04g008670.2.1	AT1G50960.1
OG0001193	Solyc10g085560.2.1, Solyc09g009030.3.1	AT5G03740.1
OG0001193	Solyc11g066840.2.1	AT3G44750.2, AT3G44750.1
OG0001194	Solyc10g006120.2.1, Solyc07g064900.3.1, Solyc12g014450.2.1	AT1G50630.1, AT1G50630.2, AT3G20300.1
OG0001194	Solyc11g012000.2.1	AT4G22270.2, AT4G22270.1
OG0001195	Solyc06g050840.3.1	AT2G40435.3, AT2G40435.2, AT2G40435.1, AT3G56220.2, AT3G56220.1
OG0001196	Solyc10g083340.2.1, Solyc10g085620.2.1	AT5G18240.1, AT5G18240.4, AT5G18240.3, AT5G18240.6, AT5G18240.2, AT5G18240.5, AT3G04030.3, AT3G04030.4, AT3G04030.5, AT3G04030.2, AT3G04030.1
OG0001197	Solyc05g016240.3.1, Solyc12g006420.2.1	AT4G14990.1, AT4G14990.2, AT3G22270.1
OG0001197	Solyc12g017260.2.1	AT1G79090.2, AT1G79090.1, AT1G79090.3
OG0001198	Solyc01g087590.3.1	AT5G13700.1
OG0001199	Solyc07g062940.3.1	AT1G53165.3, AT1G53165.2, AT1G53165.1, AT3G15220.1
OG0001200	Solyc03g118340.3.1	AT3G48870.3, AT3G48870.4, AT3G48870.1, AT3G48870.2, AT5G50920.1
OG0001201	Solyc05g007030.3.1	AT3G17900.2, AT3G17900.1
OG0001202	Solyc01g080230.3.1	AT3G23570.1, AT3G23570.3, AT3G23570.2, AT3G23600.1, AT3G23600.2
OG0001203	Solyc02g087630.3.1	AT5G39950.1
OG0001204	Solyc08g078260.1.1	AT4G17470.2, AT4G17470.4, AT4G17470.1, AT4G17470.3, AT4G17480.2, AT4G17480.1, AT4G17480.3, AT4G17480.4, AT4G17483.2, AT4G17483.3, AT4G17483.4, AT4G17483.5, AT4G17483.1, AT5G47350.1, AT5G47330.1, AT5G47340.1
OG0001205	Solyc03g096820.3.1, Solyc06g072920.2.1	AT1G25480.1, AT1G68600.1, AT2G17470.1, AT2G17470.2, AT3G18440.1, AT1G18420.2, AT1G18420.1
OG0001216	Solyc06g073520.3.1	AT3G59310.3, AT3G59310.2, AT3G59310.1, AT3G59340.3, AT3G59340.4, AT3G59340.2, AT3G59340.1, AT3G59320.2, AT3G59320.1, AT3G59330.1, AT3G59330.3, AT3G59330.2
OG0001217	Solyc01g100040.3.1	AT5G27930.3, AT5G27930.1, AT5G27930.2, AT3G05640.2, AT3G05640.3, AT3G05640.1
OG0001218	Solyc04g009990.3.1	AT1G08620.1, AT1G08620.2, AT1G08620.4, AT1G08620.3
OG0001219	Solyc09g010400.3.1, Solyc11g073260.2.1, Solyc11g073250.2.1	AT5G02560.1
OG0001219	Solyc01g099410.3.1	AT5G27670.1
OG0001220	Solyc05g052990.3.1	AT5G05950.1
OG0001220	Solyc09g047930.1.1	AT3G07510.3, AT3G07510.1, AT3G07510.2
OG0001221	Solyc07g039220.1.1, Solyc01g057750.1.1, Solyc01g057650.1.1, Solyc01g067780.1.1	AT5G18750.1, AT3G06340.4, AT3G06340.2, AT3G06340.3, AT3G06340.1
OG0001222	Solyc11g066520.2.1	AT2G27920.1, AT2G27920.2, AT2G27920.3
OG0001223	Solyc04g015100.3.1	AT5G47720.2, AT5G47720.4, AT5G47720.3, AT5G47720.1, AT5G47720.5
OG0001223	Solyc05g017760.3.1, Solyc07g045350.3.1	AT5G48230.1, AT5G48230.2
OG0001224	Solyc01g073680.3.1	AT2G44290.1, AT2G44300.1
OG0001225	Solyc06g069640.3.1, Solyc09g090300.3.1	AT3G25400.1
OG0001227	Solyc06g071520.1.1, Solyc03g112890.1.1	AT4G18770.1
OG0001227	Solyc09g055650.2.1, Solyc06g076840.2.1	AT5G58850.1, AT5G11050.1
OG0001228	Solyc02g032100.3.1	AT3G12750.1
OG0001228	Solyc07g043200.2.1, Solyc07g043230.3.1	AT1G05300.2, AT1G05300.1, AT2G32270.1
OG0001229	Solyc01g034150.3.1	AT5G44740.1, AT5G44740.3, AT5G44740.2
OG0001230	Solyc10g005450.2.1, Solyc02g079350.3.1, Solyc02g079330.3.1	AT4G05140.1, AT4G05120.1, AT4G05120.2, AT4G05110.3, AT4G05110.1, AT4G05110.2
OG0001231	Solyc01g109370.3.1	AT3G18850.1, AT3G18850.4, AT3G18850.2, AT3G18850.6, AT3G18850.5, AT3G18850.3
OG0001231	Solyc04g079880.3.1	AT1G75020.1, AT1G75020.2
OG0001232	Solyc04g080290.3.1, Solyc12g089130.2.1	AT1G75170.1, AT1G75170.2, AT1G75170.3
OG0001232	Solyc02g085300.3.1	AT4G36640.2, AT4G36640.1, AT4G36640.3
OG0001233	Solyc04g074290.3.1	AT1G78240.1, AT1G78240.2
OG0001234	Solyc00g007200.3.1, Solyc02g082430.3.1	AT2G17430.1, AT5G65970.2, AT5G65970.1, AT2G17480.1
OG0001234	Solyc08g067760.3.1	AT1G42560.2, AT1G42560.1, AT2G33670.1
OG0001235	Solyc03g044740.3.1	AT3G50440.1
OG0001236	Solyc01g106570.3.1, Solyc10g048010.2.1	AT4G33700.3, AT4G33700.1, AT2G14520.3, AT2G14520.4, AT2G14520.1, AT2G14520.2
OG0001237	Solyc04g076303.1.1	AT1G58200.2, AT1G58200.1
OG0001237	Solyc11g010610.2.1	AT5G10490.1, AT5G10490.3, AT5G10490.2
OG0001238	Solyc08g074240.3.1, Solyc08g006040.3.1, Solyc12g096300.2.1	AT5G10360.1, AT4G31700.1
OG0001239	Solyc10g007080.3.1, Solyc10g007100.3.1, Solyc10g007370.2.1, Solyc10g007360.3.1, Solyc08g008540.1.1, Solyc10g007090.3.1	AT3G23550.1, AT3G23560.2, AT3G23560.1
OG0001240	Solyc09g014595.1.1, Solyc09g014830.2.1, Solyc09g014833.1.1, Solyc09g014860.3.1, Solyc09g014820.3.1	AT3G16900.1
OG0001240	Solyc06g050810.3.1	AT3G10986.1, AT3G56180.2, AT3G56180.1
OG0001242	Solyc02g084640.3.1	AT4G36250.1
OG0001243	Solyc07g042680.3.1, Solyc12g016080.1.1, Solyc12g009340.2.1, Solyc07g042890.3.1	AT4G31170.8, AT4G31170.5, AT4G31170.7, AT4G31170.4, AT4G31170.10, AT4G31170.9, AT4G31170.6, AT4G31170.2, AT4G31170.3, AT4G31170.1, AT2G24360.1
OG0001244	Solyc05g047610.3.1, Solyc05g047640.3.1	AT4G00840.2, AT4G00840.1
OG0001244	Solyc10g018160.2.1, Solyc01g091280.3.1	AT3G60800.1
OG0001245	Solyc05g018390.3.1	AT3G24440.1, AT3G24440.2
OG0001246	Solyc12g008940.2.1	AT2G19480.2, AT2G19480.3, AT2G19480.1, AT4G26110.2, AT4G26110.1, AT5G56950.1
OG0001247	Solyc05g056330.3.1	AT5G41980.1
OG0001247	Solyc12g036860.2.1, Solyc06g051665.1.1	AT1G43722.1, AT5G28730.1
OG0001248	Solyc06g074010.3.1, Solyc11g068800.2.1	AT5G22220.2, AT5G22220.3
OG0001249	Solyc01g096940.3.1, Solyc10g081420.2.1, Solyc01g068360.3.1	AT3G03770.2, AT3G03770.3, AT3G03770.1
OG0001250	Solyc04g016280.3.1, Solyc10g079910.2.1, Solyc10g079280.2.1	AT3G10290.1, AT5G04160.1
OG0001250	Solyc05g052790.3.1	AT3G11320.1, AT5G05820.1
OG0001251	Solyc12g010830.2.1, Solyc07g053320.3.1, Solyc07g062640.3.1	AT2G31130.1, AT2G31130.4, AT2G31130.2, AT2G31130.6, AT2G31130.5, AT2G31130.7, AT2G31130.3
OG0001252	Solyc05g013773.1.1	AT4G24740.9, AT4G24740.6, AT4G24740.2, AT4G24740.3, AT4G24740.1, AT4G24740.7
OG0001253	Solyc11g065350.2.1	AT3G21090.1, AT1G51500.1
OG0001254	Solyc04g081420.3.1	AT1G75730.1, AT1G75730.2
OG0001255	Solyc02g062950.3.1, Solyc02g085610.3.1	AT4G36730.1, AT4G36730.2
OG0001256	Solyc11g011920.2.1, Solyc05g054050.3.1	AT5G17330.1
OG0001256	Solyc04g025530.3.1, Solyc01g005000.3.1	AT2G02010.2, AT2G02010.1, AT2G02000.1
OG0001257	Solyc01g005310.3.1	AT1G14830.1
OG0001257	Solyc01g088505.1.1, Solyc10g062160.2.1, Solyc08g077360.3.1	AT2G44590.3, AT3G60190.1
OG0001258	Solyc02g088230.3.1, Solyc10g062230.1.1, Solyc02g088240.3.1, Solyc02g088220.3.1	AT3G29060.1
OG0001258	Solyc05g013180.3.1, Solyc08g068240.2.1	AT1G69480.2, AT1G69480.1
OG0001259	Solyc06g061240.3.1, Solyc08g005100.3.1, Solyc08g076860.3.1	AT1G32700.1, AT1G32700.2, AT4G17900.2, AT4G17900.1
OG0001260	Solyc04g005223.1.1, Solyc04g005220.2.1, Solyc05g010610.3.1, Solyc01g010135.1.1, Solyc04g005227.1.1	AT1G68920.4, AT1G68920.2, AT1G68920.1, AT1G68920.3
OG0001261	Solyc03g115010.2.1, Solyc06g069460.2.1	AT5G08070.2, AT5G08070.1, AT5G60970.1
OG0001261	Solyc02g065800.2.1, Solyc00g217560.1.1	AT3G02150.2, AT3G02150.1
OG0001262	Solyc02g089200.3.1	AT5G15800.1, AT5G15800.2, AT3G02310.1, AT3G02310.2
OG0001266	Solyc11g066500.2.1, Solyc06g074760.2.1	AT2G27950.2, AT2G27950.3, AT2G27950.1
OG0001271	Solyc09g057710.3.1, Solyc06g083170.3.1	AT3G07340.2, AT3G07340.1, AT5G48560.2, AT5G48560.1
OG0001273	Solyc12g006830.2.1	AT1G52740.1, AT2G38810.2, AT2G38810.1, AT2G38810.3, AT2G38810.4, AT3G54560.2, AT3G54560.1
OG0001274	Solyc01g017460.2.1, Solyc01g017380.1.1	ATCG00180.1
OG0001275	Solyc05g053470.3.1, Solyc09g091180.3.1	AT2G33210.1, AT2G33210.2, AT3G23990.1
OG0001275	Solyc03g121640.3.1	AT3G13860.1
OG0001276	Solyc01g065550.3.1, Solyc12g099390.2.1	AT3G06760.1, AT3G06760.2, AT5G49230.1, AT5G49230.2
OG0001276	Solyc01g100160.3.1	AT3G05700.1, AT3G05700.2, AT5G26990.1
OG0001277	Solyc04g051600.3.1	AT2G32320.1, AT2G32320.2, AT2G32320.3, AT2G31580.5, AT2G31580.3, AT2G31580.1, AT2G31580.2, AT2G31580.4
OG0001278	Solyc10g084760.2.1, Solyc09g010830.3.1	AT5G02310.1, AT5G02310.3, AT5G02310.2
OG0001279	Solyc11g066970.2.1	AT2G27740.2, AT2G27740.1
OG0001279	Solyc09g009210.3.1, Solyc10g083520.2.1	AT3G52920.2, AT3G52920.1, AT3G09980.1
OG0001280	Solyc02g093640.3.1	AT1G67730.1
OG0001280	Solyc05g014150.3.1	AT1G24470.1
OG0001281	Solyc06g009780.3.1, Solyc09g075480.3.1	AT2G47500.1, AT2G47500.2
OG0001281	Solyc01g100120.3.1	AT5G27000.1
OG0001282	Solyc12g019880.1.1, Solyc10g078460.2.1, Solyc10g080750.2.1	AT2G41210.1, AT3G56960.2, AT3G56960.1
OG0001282	Solyc01g096410.3.1	AT3G07960.2, AT3G07960.4, AT3G07960.3, AT3G07960.1
OG0001283	Solyc01g060170.3.1, Solyc12g099345.1.1	AT4G16150.1, AT3G16940.2, AT3G16940.3, AT3G16940.1
OG0001285	Solyc04g074190.3.1	AT1G22280.3, AT1G22280.1, AT1G34750.4, AT1G34750.2, AT1G34750.1, AT1G34750.3
OG0001286	Solyc04g076210.2.1	AT4G24560.1
OG0001288	Solyc01g096790.3.1	AT5G66980.1
OG0001289	Solyc04g080730.3.1	AT1G10210.3, AT1G10210.1, AT1G10210.2, AT1G59580.1, AT1G59580.2
OG0001289	Solyc02g084870.3.1	AT4G36450.1, AT2G18170.1
OG0001290	Solyc04g082490.3.1	AT1G42470.1, AT4G38350.1, AT4G38350.2
OG0001291	Solyc01g105270.3.1, Solyc02g080370.3.1	AT4G21790.1
OG0001292	Solyc08g062920.3.1, Solyc08g062915.1.1, Solyc08g062910.3.1	AT1G56070.2, AT1G56070.1, AT1G56070.3, AT3G12915.2, AT3G12915.1
OG0001293	Solyc07g062605.1.1	AT3G14980.4, AT3G14980.3, AT3G14980.1, AT3G14980.2, AT3G14980.6, AT3G14980.5
OG0001294	Solyc03g112350.3.1	AT5G63120.3, AT5G63120.4, AT5G63120.5, AT5G63120.1, AT5G63120.2
OG0001294	Solyc12g044860.2.1	AT1G55150.2, AT1G55150.1
OG0001295	Solyc07g053980.3.1	AT4G03550.1
OG0001295	Solyc02g078230.2.1	AT4G04970.1
OG0001296	Solyc10g011730.3.1, Solyc01g095520.3.1	AT2G46330.2, AT2G46330.1, AT3G61640.1
OG0001296	Solyc12g007050.1.1	AT5G53250.1, AT5G24105.1
OG0001297	Solyc03g121990.3.1	AT1G17460.1, AT1G17460.2, AT1G17460.3, AT1G72650.1, AT1G72650.2
OG0001298	Solyc03g083960.3.1	AT5G51460.1, AT5G51460.5, AT5G51460.3, AT5G51460.2, AT5G51460.4
OG0001298	Solyc06g060600.2.1	AT4G12430.1, AT4G22590.1
OG0001299	Solyc03g121820.3.1, Solyc06g062790.3.1	AT1G72710.1
OG0001300	Solyc12g044920.2.1, Solyc03g121810.2.1, Solyc06g062780.3.1	AT1G72700.3, AT1G72700.1, AT1G72700.2, AT1G17500.2, AT1G17500.1, AT1G54280.3, AT1G54280.2, AT1G54280.1, AT3G13900.1, AT3G13900.3, AT3G13900.2
OG0001301	Solyc07g039340.3.1	AT5G56890.1
OG0001302	Solyc01g103510.3.1	AT1G61580.1, AT1G43170.8, AT1G43170.2, AT1G43170.7, AT1G43170.1, AT1G43170.9, AT1G43170.3, AT1G43170.6, AT1G43170.5, AT1G43170.4
OG0001303	Solyc12g096520.2.1	AT5G10740.1, AT5G10740.2, AT5G24940.1, AT4G31750.1, AT4G31750.3, AT4G31750.2
OG0001303	Solyc04g064500.3.1	AT1G43900.1
OG0001304	Solyc08g069170.2.1	AT4G31250.1
OG0001304	Solyc07g017230.3.1, Solyc05g047570.2.1	AT3G20190.2, AT3G20190.1, AT1G50610.1, AT5G35390.1, AT2G07040.1
OG0001305	Solyc08g082450.3.1	AT4G10955.1, AT4G10955.2, AT2G05260.2, AT2G05260.1
OG0001305	Solyc03g083370.3.1	AT5G24230.2, AT5G24230.1, AT5G24230.3
OG0001306	Solyc12g098120.2.1	AT2G19800.1, AT5G56640.2, AT5G56640.1, AT4G26260.2, AT4G26260.1
OG0001306	Solyc06g062430.3.1	AT1G14520.1, AT1G14520.4, AT1G14520.3, AT1G14520.2
OG0001307	Solyc06g051410.3.1, Solyc02g076760.3.1	AT1G07780.7, AT1G07780.12, AT1G07780.10, AT1G07780.9, AT5G05590.1, AT1G07780.13, AT1G07780.1, AT1G07780.2, AT1G29410.6, AT1G29410.1, AT1G29410.2, AT1G29410.4, AT1G29410.5, AT1G29410.3, AT1G29410.7, AT1G07780.4, AT5G05590.3, AT1G07780.11, AT5G05590.2, AT5G05590.4, AT1G07780.6, AT1G07780.8, AT1G07780.5, AT1G07780.3
OG0001308	Solyc09g083380.3.1, Solyc06g084020.3.1, Solyc09g066100.3.1	AT2G30620.1, AT2G30620.2
OG0001309	Solyc09g014440.3.1	AT5G01270.2, AT5G01270.1
OG0001310	Solyc11g012270.2.1, Solyc04g014760.3.1, Solyc05g054110.3.1	AT3G07880.1, AT1G62450.1
OG0001311	Solyc04g050440.3.1	AT1G64780.1
OG0001311	Solyc09g090730.2.1	AT3G24300.1, AT3G24290.1, AT4G13510.1
OG0001311	Solyc03g045070.1.1	AT4G28700.1
OG0001312	Solyc07g062660.3.1, Solyc12g014170.2.1	AT1G06230.4, AT1G06230.1, AT1G06230.3, AT1G06230.2
OG0001313	Solyc10g081890.2.1	AT3G11680.2, AT3G11680.1
OG0001314	Solyc08g075860.3.1	AT5G45410.1, AT5G45410.2, AT5G45410.4, AT5G45410.5, AT5G45410.3
OG0001314	Solyc05g056080.3.1	AT4G25030.1, AT4G25030.2
OG0001315	Solyc11g011200.2.1, Solyc06g035690.3.1, Solyc03g026290.3.1, Solyc03g026300.3.1	AT1G16560.9, AT1G16560.2, AT1G16560.3, AT1G16560.5, AT1G16560.8, AT1G16560.1, AT1G16560.6, AT1G16560.7
OG0001316	Solyc11g072980.1.1, Solyc11g072990.1.1	AT2G28630.2, AT2G28630.1, AT1G07720.1, AT1G07720.2
OG0001317	Solyc12g005950.2.1	AT2G32950.2, AT2G32950.1
OG0001318	Solyc06g074040.1.1, Solyc11g068890.1.1	AT5G22200.1, AT3G44220.1
OG0001318	Solyc01g007220.3.1, Solyc10g081955.1.1	AT4G09590.1, AT2G35970.1, AT2G35960.1, AT3G52470.1, AT5G05657.1, AT5G06330.1, AT3G11660.1
OG0001319	Solyc01g086890.3.1	AT3G52120.4, AT3G52120.2, AT3G52120.3, AT3G52120.1
OG0001320	Solyc07g042900.3.1, Solyc07g042905.1.1, Solyc07g042695.1.1	AT3G13050.1, AT3G13050.2, AT3G13050.3, AT3G13050.4
OG0001322	Solyc09g072980.2.1, Solyc01g080250.3.1	AT3G06190.3, AT3G06190.4, AT3G06190.2, AT3G06190.5, AT3G06190.1, AT5G19000.1, AT5G19000.2, AT5G19000.3
OG0001323	Solyc03g026350.3.1	AT4G25440.2, AT4G25440.3, AT4G25440.1, AT5G51980.2, AT5G51980.1
OG0001324	Solyc01g109970.3.1	AT2G21455.1, AT2G21450.2, AT2G21450.1, AT2G21450.3, AT2G16390.2, AT2G16390.1
OG0001325	Solyc09g061290.3.1, Solyc06g083465.1.1	AT2G32700.3, AT2G32700.2, AT2G32700.1, AT2G32700.7, AT2G32700.5, AT2G32700.4, AT2G32700.6
OG0001326	Solyc03g114710.3.1	AT1G73880.1
OG0001326	Solyc05g010710.2.1	AT1G51210.1, AT5G03490.1
OG0001327	Solyc08g061255.1.1, Solyc08g080700.2.1, Solyc08g080710.2.1, Solyc09g098470.2.1, Solyc08g080840.1.1, Solyc08g081020.1.1, Solyc07g061710.2.1, Solyc00g294237.1.1, Solyc07g056707.1.1, Solyc07g056703.1.1, Solyc07g056690.2.1, Solyc07g056610.2.1, Solyc08g080790.1.1, Solyc08g080800.1.1, Solyc08g080810.2.1, Solyc08g074870.2.1, Solyc08g080745.1.1, Solyc09g098480.1.1, Solyc00g237680.2.1	AT4G10210.1, AT4G23080.1, AT4G10220.1, AT4G15056.1, AT4G15053.1, AT4G15050.1, AT1G10190.1, AT5G37520.1, AT2G24950.1
OG0001328	Solyc11g011890.2.1, Solyc04g014540.2.1	AT1G24625.1, AT1G66140.1
OG0001329	Solyc06g072770.3.1	AT5G16840.1, AT5G16840.3, AT5G16840.2
OG0001329	Solyc08g076530.3.1	AT4G17720.1, AT5G46870.2, AT5G46870.1
OG0001330	Solyc06g062450.3.1, Solyc03g093380.2.1	AT4G29990.1, AT4G29990.2, AT2G19190.1, AT2G19230.1, AT2G19230.2, AT2G19210.1, AT1G05700.2, AT1G05700.1
OG0001330	Solyc03g121230.3.1	AT1G51800.1
OG0001335	Solyc05g054400.3.1, Solyc12g099370.2.1	AT3G16870.1, AT4G16141.1
