Orthogroup	A_hypochondriacus.proteins	A_coerulea.proteins
OG0002835	AH000019-RA, AH001030-RA, AH016799-RA	Aqcoe3G435300.2.p, Aqcoe3G435300.1.p
OG0002836	AH002939-RA	Aqcoe3G272900.1.p, Aqcoe3G272900.2.p, Aqcoe3G242000.1.p
OG0002849	AH006708-RA, AH020460-RA	Aqcoe2G035900.1.p
OG0002850	AH022095-RA	Aqcoe2G291300.4.p, Aqcoe2G291300.6.p, Aqcoe2G291600.1.p, Aqcoe2G291300.5.p, Aqcoe2G291300.2.p, Aqcoe2G291300.1.p, Aqcoe2G291300.3.p, Aqcoe2G291300.10.p, Aqcoe2G291300.7.p, Aqcoe2G291300.9.p, Aqcoe2G291300.8.p, Aqcoe2G291400.1.p, Aqcoe2G291400.2.p, Aqcoe2G291400.4.p, Aqcoe2G291400.3.p
OG0002851	AH012674-RA	Aqcoe4G250000.1.p, Aqcoe4G249800.1.p, Aqcoe4G249600.1.p, Aqcoe2G186300.1.p, Aqcoe2G185900.1.p, Aqcoe2G186000.1.p, Aqcoe4G283400.2.p, Aqcoe4G283400.1.p, Aqcoe4G283400.3.p, Aqcoe4G282900.1.p, Aqcoe4G282300.1.p, Aqcoe4G282600.1.p, Aqcoe4G226200.1.p, Aqcoe4G283300.1.p, Aqcoe4G268600.2.p, Aqcoe4G268600.1.p, Aqcoe1G251100.1.p, Aqcoe4G266000.1.p, Aqcoe4G282700.1.p
OG0002853	AH007531-RA, AH007530-RA	Aqcoe5G075200.4.p, Aqcoe5G075200.3.p, Aqcoe5G075200.5.p, Aqcoe5G075200.2.p, Aqcoe5G075200.1.p, Aqcoe2G317700.1.p, Aqcoe2G317800.2.p, Aqcoe2G317800.1.p
OG0002854	AH008958-RA, AH000545-RA, AH001755-RA	Aqcoe5G181100.1.p, Aqcoe2G238000.2.p, Aqcoe2G238000.1.p, Aqcoe3G050900.1.p
OG0002855	AH023071-RA, AH016369-RA	Aqcoe2G099000.1.p, Aqcoe2G099700.1.p
OG0002856	AH007638-RA	Aqcoe2G050000.1.p
OG0002857	AH010425-RA	Aqcoe2G282800.1.p, Aqcoe2G282800.2.p
OG0002858	AH007156-RA	Aqcoe2G285000.3.p, Aqcoe2G285000.2.p, Aqcoe2G285000.1.p, Aqcoe2G285000.4.p
OG0002859	AH006894-RA, AH020295-RA	Aqcoe1G007600.1.p, Aqcoe2G004800.1.p
OG0002860	AH013036-RA	Aqcoe2G387700.2.p, Aqcoe2G387700.1.p
OG0002861	AH019356-RA, AH015718-RA, AH020430-RA, AH006729-RA, AH006731-RA	Aqcoe2G028700.1.p
OG0002862	AH018849-RA	Aqcoe2G081700.1.p
OG0002863	AH016660-RA	Aqcoe2G015900.2.p, Aqcoe2G015900.1.p
OG0002864	AH001495-RA, AH001494-RA	Aqcoe1G112700.1.p, Aqcoe2G187200.1.p, Aqcoe2G187100.1.p
OG0002866	AH019352-RA	Aqcoe2G031600.2.p, Aqcoe2G031600.1.p
OG0002867	AH006821-RA	Aqcoe2G012400.2.p, Aqcoe2G012400.3.p, Aqcoe2G012400.1.p
OG0002867	AH005153-RA	Aqcoe5G364800.1.p
OG0002868	AH012596-RA	Aqcoe2G123800.4.p, Aqcoe2G123800.5.p, Aqcoe2G123800.6.p, Aqcoe2G123800.1.p, Aqcoe2G123800.3.p, Aqcoe2G123800.7.p, Aqcoe2G123800.2.p
OG0002869	AH012145-RA, AH009724-RA	Aqcoe2G369800.1.p, Aqcoe2G369800.2.p
OG0002870	AH007399-RA, AH011242-RA	Aqcoe2G185200.1.p, Aqcoe2G185300.1.p, Aqcoe5G297900.1.p
OG0002870	AH011243-RA, AH011241-RA	Aqcoe4G081600.1.p
OG0002871	AH021868-RA	Aqcoe2G161400.1.p, Aqcoe1G119200.3.p, Aqcoe1G119200.2.p, Aqcoe1G119200.1.p, Aqcoe1G119200.4.p
OG0002872	AH013846-RA	Aqcoe2G068000.2.p, Aqcoe2G068000.1.p, Aqcoe1G076900.1.p
OG0002873	AH017220-RA	Aqcoe2G234100.1.p, Aqcoe4G080800.1.p
OG0002874	AH006805-RA, AH020362-RA	Aqcoe2G370300.1.p, Aqcoe2G370400.1.p, Aqcoe2G370600.1.p, Aqcoe2G370500.1.p
OG0002875	AH013128-RA	Aqcoe2G406500.1.p
OG0002876	AH012918-RA, AH011821-RA	Aqcoe5G061700.1.p, Aqcoe2G332000.2.p, Aqcoe2G332000.1.p
OG0002877	AH016809-RA, AH023312-RA	Aqcoe3G438500.1.p, Aqcoe2G420600.1.p
OG0002878	AH023649-RA, AH016761-RA	Aqcoe2G082600.1.p
OG0002879	AH020329-RA	Aqcoe1G003900.1.p, Aqcoe1G003900.2.p
OG0002879	AH010902-RA, AH010903-RA	Aqcoe2G078900.1.p
OG0002880	AH023144-RA, AH023143-RA, AH023141-RA, AH016327-RA	Aqcoe2G083200.1.p, Aqcoe1G150500.1.p
OG0002881	AH009013-RA, AH021107-RA, AH001697-RA	Aqcoe5G273500.1.p, Aqcoe5G278800.1.p, Aqcoe2G344000.1.p, Aqcoe2G344100.1.p
OG0002882	AH012487-RA	Aqcoe2G077200.2.p, Aqcoe2G077200.1.p
OG0002883	AH010566-RA, AH007521-RA	Aqcoe2G320400.1.p
OG0002884	AH007074-RA, AH020109-RA	Aqcoe2G337600.1.p, Aqcoe5G059000.1.p
OG0002885	AH014730-RA, AH021871-RA	Aqcoe0024s0002.2.p, Aqcoe5G290000.1.p, Aqcoe0024s0002.1.p, Aqcoe6G000600.2.p, Aqcoe0024s0007.2.p, Aqcoe0024s0007.1.p, Aqcoe0024s0009.1.p, Aqcoe6G000600.1.p, Aqcoe2G159100.1.p
OG0002886	AH006509-RA, AH006508-RA, AH020564-RA, AH013616-RA, AH000889-RA, AH023376-RA	Aqcoe2G403300.1.p, Aqcoe2G403300.2.p
OG0002887	AH007518-RA, AH010558-RA	Aqcoe2G323000.1.p
OG0002889	AH023521-RA	Aqcoe1G486500.1.p, Aqcoe1G486500.2.p
OG0002889	AH012800-RA	Aqcoe2G167700.3.p, Aqcoe2G167700.1.p, Aqcoe2G167700.2.p, Aqcoe2G167700.4.p
OG0002890	AH017518-RA	Aqcoe2G211800.4.p, Aqcoe2G211800.2.p, Aqcoe2G211800.1.p, Aqcoe2G211800.3.p
OG0002891	AH019963-RA	Aqcoe2G434500.1.p
OG0002892	AH011817-RA	Aqcoe2G263300.1.p
OG0002894	AH021854-RA	Aqcoe7G068000.1.p
OG0002895	AH002603-RA, AH017785-RA	Aqcoe5G045100.1.p, Aqcoe2G355800.1.p
OG0002896	AH013158-RA	Aqcoe2G174100.1.p, Aqcoe1G478400.1.p
OG0002897	AH008328-RA	Aqcoe6G207900.1.p
OG0002897	AH019828-RA	Aqcoe2G353900.1.p
OG0002898	AH008446-RA, AH003502-RA	Aqcoe6G027800.4.p, Aqcoe6G027800.3.p, Aqcoe6G027800.2.p, Aqcoe6G027800.1.p
OG0002899	AH002295-RA	Aqcoe3G279300.1.p, Aqcoe7G250900.1.p, Aqcoe7G250800.1.p, Aqcoe7G244800.3.p, Aqcoe7G244800.2.p, Aqcoe7G244800.1.p, Aqcoe6G234600.2.p, Aqcoe6G234600.4.p, Aqcoe6G234600.3.p, Aqcoe6G234600.1.p
OG0002900	AH001868-RA, AH005891-RA	Aqcoe5G205400.1.p, Aqcoe6G103000.2.p, Aqcoe6G103000.1.p
OG0002901	AH005969-RA	Aqcoe6G174100.1.p, Aqcoe6G174100.2.p, Aqcoe6G174100.6.p, Aqcoe6G174100.5.p, Aqcoe6G174100.4.p, Aqcoe6G174100.3.p
OG0002903	AH015264-RA	Aqcoe6G133900.1.p
OG0002904	AH008961-RA	Aqcoe6G258100.1.p
OG0002905	AH016968-RA	Aqcoe6G144200.3.p, Aqcoe6G144200.2.p, Aqcoe6G144200.1.p
OG0002906	AH001131-RA	Aqcoe6G129500.1.p
OG0002906	AH022287-RA	Aqcoe3G435000.1.p
OG0002907	AH012819-RA, AH008907-RA	Aqcoe3G257400.1.p, Aqcoe6G019300.1.p
OG0002908	AH016897-RA	Aqcoe6G321400.3.p, Aqcoe6G321400.4.p, Aqcoe6G321400.1.p, Aqcoe6G321400.2.p, Aqcoe6G321500.2.p, Aqcoe6G321500.1.p
OG0002909	AH003098-RA	Aqcoe5G203600.1.p, Aqcoe6G104500.2.p, Aqcoe6G104500.1.p
OG0002910	AH005773-RA	Aqcoe4G204200.1.p, Aqcoe4G204400.1.p, Aqcoe6G125000.2.p, Aqcoe6G125000.1.p, Aqcoe6G125000.3.p, Aqcoe4G270800.1.p, Aqcoe4G272000.1.p, Aqcoe4G272200.1.p, Aqcoe4G272100.1.p, Aqcoe4G272300.1.p
OG0002911	AH003561-RA, AH006012-RA	Aqcoe6G083500.3.p, Aqcoe6G083500.4.p, Aqcoe6G083500.1.p, Aqcoe6G083500.2.p, Aqcoe6G083600.1.p, Aqcoe6G083600.2.p
OG0002912	AH008865-RA	Aqcoe6G023800.1.p
OG0002913	AH003263-RA	Aqcoe5G258700.1.p, Aqcoe5G258700.2.p, Aqcoe5G258700.4.p, Aqcoe5G258700.3.p, Aqcoe6G025400.1.p
OG0002914	AH006464-RA, AH023666-RA	Aqcoe6G221100.1.p, Aqcoe6G221100.2.p
OG0002915	AH003584-RA	Aqcoe6G057500.2.p, Aqcoe6G057500.3.p, Aqcoe6G057500.1.p
OG0002916	AH002260-RA	Aqcoe6G222300.2.p, Aqcoe6G222300.1.p
OG0002917	AH005728-RA, AH003851-RA, AH008361-RA	Aqcoe6G259800.2.p, Aqcoe6G259800.1.p, Aqcoe5G457000.1.p
OG0002918	AH012437-RA, AH018420-RA	Aqcoe5G380600.5.p, Aqcoe5G380600.6.p, Aqcoe5G380600.1.p, Aqcoe5G380600.8.p, Aqcoe5G380600.9.p, Aqcoe5G380600.2.p, Aqcoe5G380600.3.p, Aqcoe5G380600.4.p, Aqcoe5G380600.7.p, Aqcoe6G051000.1.p
OG0002919	AH006214-RA, AH003509-RA, AH008456-RA, AH006213-RA	Aqcoe6G041600.1.p
OG0002920	AH023424-RA	Aqcoe4G311800.3.p, Aqcoe4G311800.4.p, Aqcoe4G311800.1.p, Aqcoe4G311800.2.p, Aqcoe6G165700.1.p
OG0002921	AH011419-RA	Aqcoe5G411200.1.p, Aqcoe6G112400.1.p, Aqcoe6G112400.3.p, Aqcoe6G112400.2.p
OG0002922	AH017149-RA	Aqcoe6G186000.1.p
OG0002923	AH009440-RA	Aqcoe6G006600.1.p
OG0002924	AH005724-RA, AH003853-RA	Aqcoe6G266700.1.p
OG0002925	AH006124-RA	Aqcoe6G137400.2.p, Aqcoe6G137400.1.p, Aqcoe3G196200.3.p, Aqcoe3G196200.4.p, Aqcoe3G196200.2.p, Aqcoe3G196200.1.p
OG0002926	AH006473-RA	Aqcoe6G328500.3.p, Aqcoe6G328500.2.p, Aqcoe6G328500.1.p
OG0002927	AH014050-RA	Aqcoe6G144700.1.p, Aqcoe6G144700.4.p, Aqcoe6G144700.3.p, Aqcoe6G144700.5.p, Aqcoe6G144700.2.p, Aqcoe1G388500.1.p, Aqcoe4G139800.1.p, Aqcoe5G154800.1.p, Aqcoe5G154700.1.p, Aqcoe5G154600.1.p
OG0002928	AH007701-RA	Aqcoe4G021100.1.p
OG0002928	AH013185-RA	Aqcoe1G151500.1.p, Aqcoe1G151500.2.p
OG0002929	AH003440-RA, AH006297-RA	Aqcoe1G154500.1.p, Aqcoe4G096000.2.p, Aqcoe4G096000.1.p, Aqcoe4G096000.3.p
OG0002930	AH016230-RA	Aqcoe4G304000.2.p, Aqcoe4G304000.1.p, Aqcoe4G304200.1.p
OG0002931	AH002096-RA	Aqcoe7G173100.1.p
OG0002932	AH000342-RA	Aqcoe4G149300.1.p, Aqcoe4G149300.2.p, Aqcoe4G149300.3.p, Aqcoe1G320700.1.p
OG0002933	AH009906-RA	Aqcoe4G210700.4.p, Aqcoe4G210700.3.p, Aqcoe4G210700.2.p, Aqcoe4G210700.1.p
OG0002934	AH019423-RA	Aqcoe7G090800.1.p, Aqcoe7G090900.1.p, Aqcoe7G091300.1.p, Aqcoe7G091000.1.p, Aqcoe7G091200.2.p, Aqcoe4G183100.1.p, Aqcoe7G091200.1.p, Aqcoe7G091100.2.p, Aqcoe7G091100.1.p, Aqcoe4G220000.1.p, Aqcoe7G090700.1.p, Aqcoe7G090600.1.p, Aqcoe7G090500.1.p
OG0002935	AH009952-RA	Aqcoe1G369200.4.p, Aqcoe1G369200.1.p, Aqcoe1G369200.2.p, Aqcoe1G369200.3.p, Aqcoe4G252300.1.p
OG0002936	AH004498-RA, AH004911-RA	Aqcoe5G374900.1.p, Aqcoe5G374900.2.p, Aqcoe5G374900.6.p, Aqcoe5G374900.3.p, Aqcoe5G374900.7.p, Aqcoe5G374900.4.p, Aqcoe5G374900.5.p, Aqcoe4G205300.1.p
OG0002937	AH021483-RA	Aqcoe1G300400.1.p, Aqcoe4G202800.1.p
OG0002937	AH000004-RA	Aqcoe3G157200.1.p
OG0002938	AH014858-RA, AH021429-RA, AH014859-RA, AH009728-RA	Aqcoe4G304900.1.p
OG0002939	AH001384-RA, AH015266-RA	Aqcoe1G251800.2.p, Aqcoe1G251800.1.p, Aqcoe4G076900.1.p
OG0002940	AH001525-RA, AH000354-RA	Aqcoe7G137700.1.p, Aqcoe7G137700.2.p, Aqcoe7G137700.3.p
OG0002941	AH022330-RA, AH013403-RA	Aqcoe7G008800.6.p, Aqcoe7G008800.2.p, Aqcoe3G229900.1.p, Aqcoe7G008800.1.p, Aqcoe7G008800.4.p, Aqcoe7G008800.3.p, Aqcoe7G008800.5.p
OG0002942	AH016253-RA, AH023257-RA	Aqcoe7G370600.1.p
OG0002942	AH013936-RA	Aqcoe7G066200.1.p
OG0002943	AH018049-RA, AH009605-RA	Aqcoe7G021700.1.p
OG0002944	AH005798-RA, AH003935-RA	Aqcoe1G359200.1.p, Aqcoe7G333300.2.p, Aqcoe7G333300.1.p, Aqcoe7G333300.3.p
OG0002945	AH021268-RA, AH021269-RA	Aqcoe7G370400.1.p, Aqcoe0575s0001.1.p, Aqcoe1G184800.1.p
OG0002946	AH018043-RA, AH011294-RA, AH018042-RA, AH009614-RA	Aqcoe7G023600.2.p, Aqcoe7G023600.1.p
OG0002947	AH014080-RA, AH020740-RA	Aqcoe7G269700.1.p, Aqcoe7G389800.1.p
OG0002948	AH016120-RA	Aqcoe7G417100.1.p
OG0002949	AH004667-RA	Aqcoe3G316400.2.p, Aqcoe3G316400.1.p, Aqcoe3G316400.3.p
OG0002950	AH007657-RA, AH010877-RA	Aqcoe1G050100.1.p
OG0002950	AH020743-RA	Aqcoe7G274800.1.p, Aqcoe7G274800.2.p
OG0002951	AH016250-RA	Aqcoe7G350100.1.p, Aqcoe7G350100.2.p
OG0002954	AH009556-RA	Aqcoe7G010100.1.p
OG0002955	AH018086-RA, AH011319-RA	Aqcoe7G012300.2.p, Aqcoe7G012300.1.p, Aqcoe7G012300.3.p, Aqcoe5G458500.1.p, Aqcoe5G458500.2.p
OG0002956	AH009277-RA	Aqcoe7G252900.1.p
OG0002957	AH009616-RA	Aqcoe7G023500.1.p
OG0002958	AH023259-RA	Aqcoe7G369400.1.p
OG0002959	AH009177-RA, AH012311-RA	Aqcoe7G055900.1.p
OG0002960	AH011250-RA	Aqcoe7G029500.2.p, Aqcoe7G029500.1.p
OG0002961	AH020247-RA, AH006936-RA	Aqcoe7G440200.2.p, Aqcoe7G440200.1.p
OG0002962	AH014508-RA, AH002115-RA	Aqcoe3G206600.1.p, Aqcoe7G166200.1.p
OG0002963	AH021213-RA, AH021895-RA, AH001667-RA	Aqcoe7G333200.1.p
OG0002964	AH015369-RA, AH019240-RA	Aqcoe7G212100.1.p
OG0002965	AH023441-RA, AH022387-RA, AH015983-RA	Aqcoe7G106100.1.p
OG0002966	AH003099-RA, AH023027-RA, AH023248-RA	Aqcoe1G089500.6.p, Aqcoe1G089500.1.p, Aqcoe1G089500.2.p, Aqcoe1G089500.3.p, Aqcoe1G089500.4.p, Aqcoe1G089500.5.p, Aqcoe7G134600.1.p
OG0002967	AH022971-RA, AH016423-RA	Aqcoe7G297600.1.p, Aqcoe7G297600.3.p, Aqcoe7G297600.2.p
OG0002968	AH003967-RA, AH000416-RA	Aqcoe7G122700.2.p, Aqcoe7G122700.1.p
OG0002969	AH023253-RA, AH020667-RA	Aqcoe7G282700.1.p
OG0002969	AH013958-RA	Aqcoe7G373800.1.p
OG0002970	AH014667-RA	Aqcoe3G442900.2.p, Aqcoe3G442900.1.p, Aqcoe7G234800.1.p
OG0002971	AH009661-RA, AH022708-RA, AH013769-RA	Aqcoe7G027100.2.p, Aqcoe7G027100.1.p
OG0002972	AH009378-RA	Aqcoe7G094600.1.p, Aqcoe7G094600.3.p, Aqcoe3G261700.2.p, Aqcoe3G261700.1.p
OG0002973	AH000484-RA	Aqcoe7G162700.1.p
OG0002974	AH018532-RA, AH003230-RA, AH018534-RA, AH003229-RA	Aqcoe7G075000.1.p
OG0002976	AH013794-RA	Aqcoe5G134500.1.p, Aqcoe5G134500.4.p, Aqcoe5G134500.3.p, Aqcoe1G428000.2.p, Aqcoe1G428000.1.p, Aqcoe5G134500.7.p, Aqcoe5G134500.6.p, Aqcoe5G134500.2.p, Aqcoe5G134500.5.p
OG0002977	AH020178-RA, AH019428-RA	Aqcoe1G273800.1.p, Aqcoe5G161700.1.p
OG0002978	AH014840-RA	Aqcoe1G283900.1.p, Aqcoe1G283900.2.p
OG0002979	AH013814-RA, AH018796-RA	Aqcoe1G420500.5.p, Aqcoe1G420500.2.p, Aqcoe1G420500.4.p, Aqcoe1G420500.7.p, Aqcoe1G420500.6.p, Aqcoe1G420500.3.p, Aqcoe1G420500.1.p
OG0002980	AH022550-RA, AH010122-RA	Aqcoe1G285400.1.p
OG0002981	AH014776-RA	Aqcoe1G210100.1.p
OG0002982	AH004109-RA, AH021695-RA, AH012438-RA	Aqcoe1G500400.1.p
OG0002983	AH007956-RA, AH010291-RA	Aqcoe1G192300.1.p
OG0002984	AH014282-RA, AH015353-RA	Aqcoe5G108600.1.p, Aqcoe1G169200.1.p
OG0002985	AH016375-RA, AH023085-RA	Aqcoe1G422400.1.p
OG0002986	AH001259-RA	Aqcoe1G319700.4.p, Aqcoe1G319700.3.p, Aqcoe1G319700.2.p, Aqcoe1G319700.1.p
OG0002987	AH021615-RA	Aqcoe1G141200.2.p
OG0002988	AH018880-RA, AH022612-RA, AH022613-RA	Aqcoe1G075500.1.p, Aqcoe1G075500.2.p
OG0002989	AH012662-RA, AH021847-RA	Aqcoe1G142600.1.p, Aqcoe1G142600.2.p
OG0002990	AH022639-RA	Aqcoe1G063200.1.p
OG0002991	AH006430-RA, AH006431-RA, AH021716-RA, AH012459-RA	Aqcoe1G404900.1.p
OG0002994	AH014596-RA	Aqcoe1G166000.1.p
OG0002995	AH015025-RA, AH009929-RA, AH008169-RA	Aqcoe1G347300.1.p
OG0002996	AH008331-RA	Aqcoe1G376300.3.p, Aqcoe1G376300.2.p, Aqcoe1G376300.1.p
OG0002996	AH008992-RA	Aqcoe3G402900.2.p, Aqcoe3G402900.1.p, Aqcoe3G402900.3.p
OG0002997	AH022617-RA	Aqcoe1G076300.1.p
OG0002998	AH022618-RA	Aqcoe1G076200.1.p
OG0002999	AH016891-RA, AH016890-RA, AH003108-RA	Aqcoe1G071400.1.p
OG0003000	AH020235-RA, AH006955-RA	Aqcoe0204s0001.1.p, Aqcoe5G080900.1.p, Aqcoe5G081200.1.p, Aqcoe5G081500.1.p, Aqcoe5G081300.1.p
OG0003001	AH000631-RA, AH001901-RA, AH014587-RA	Aqcoe5G372600.1.p
OG0003002	AH000679-RA, AH006113-RA, AH006112-RA	Aqcoe5G149200.1.p
OG0003004	AH013029-RA	Aqcoe5G007100.2.p, Aqcoe5G007100.8.p, Aqcoe5G007100.7.p, Aqcoe5G007100.6.p, Aqcoe5G007100.5.p, Aqcoe5G007100.3.p, Aqcoe5G007100.1.p, Aqcoe5G007100.4.p
OG0003005	AH002595-RA	Aqcoe5G047600.1.p
OG0003006	AH010354-RA	Aqcoe5G300700.3.p, Aqcoe5G300700.2.p, Aqcoe5G300700.1.p
OG0003007	AH019716-RA	Aqcoe5G186100.2.p
OG0003008	AH008444-RA, AH013049-RA	Aqcoe5G241400.1.p
OG0003009	AH001750-RA, AH008960-RA	Aqcoe5G181700.1.p
OG0003010	AH017457-RA, AH023738-RA	Aqcoe5G048100.2.p, Aqcoe5G048100.1.p
OG0003012	AH008612-RA	Aqcoe5G155400.1.p
OG0003013	AH004823-RA	Aqcoe5G401800.1.p, Aqcoe5G401800.2.p
OG0003014	AH020548-RA	Aqcoe5G003200.1.p
OG0003014	AH005210-RA	Aqcoe3G415700.1.p
OG0003015	AH022078-RA	Aqcoe5G093100.2.p, Aqcoe5G093100.1.p
OG0003016	AH010802-RA, AH007752-RA	Aqcoe5G045000.1.p
OG0003017	AH012569-RA, AH013906-RA	Aqcoe5G320700.1.p
OG0003018	AH004460-RA, AH004817-RA	Aqcoe5G398600.4.p, Aqcoe5G398600.2.p, Aqcoe5G398600.1.p, Aqcoe5G398600.3.p
OG0003019	AH018089-RA, AH019657-RA, AH012014-RA	Aqcoe5G458800.2.p, Aqcoe5G458800.1.p
OG0003020	AH004805-RA	Aqcoe3G279700.1.p
OG0003021	AH015828-RA	Aqcoe3G361600.3.p, Aqcoe3G361600.2.p, Aqcoe3G361600.1.p
OG0003022	AH009055-RA, AH001520-RA	Aqcoe3G013200.9.p, Aqcoe3G013200.3.p, Aqcoe3G013200.13.p, Aqcoe3G013200.12.p, Aqcoe3G013200.10.p, Aqcoe3G013200.8.p, Aqcoe3G013200.1.p, Aqcoe3G013200.4.p, Aqcoe3G013200.11.p, Aqcoe3G013200.2.p, Aqcoe3G013200.7.p, Aqcoe3G013200.6.p, Aqcoe3G013200.5.p, Aqcoe3G312400.1.p
OG0003023	AH022226-RA	Aqcoe3G396600.2.p, Aqcoe3G396600.1.p
OG0003024	AH002240-RA, AH007763-RA, AH010824-RA	Aqcoe3G226200.1.p
OG0003025	AH002874-RA	Aqcoe3G363500.1.p
OG0003026	AH018507-RA	Aqcoe3G184300.3.p, Aqcoe3G184300.1.p, Aqcoe3G184300.2.p, Aqcoe3G184300.4.p
OG0003027	AH022879-RA	Aqcoe3G036500.1.p, Aqcoe3G036500.2.p
OG0003028	AH002764-RA	Aqcoe3G314100.2.p, Aqcoe3G314100.1.p, Aqcoe3G102100.1.p, Aqcoe3G102200.1.p
OG0003029	AH004588-RA	Aqcoe3G334700.1.p, Aqcoe3G334700.2.p, Aqcoe3G083500.1.p
OG0003030	AH018461-RA	Aqcoe3G173800.1.p
OG0003031	AH013576-RA, AH004636-RA, AH004712-RA	Aqcoe3G104700.4.p, Aqcoe3G104700.1.p, Aqcoe3G104700.2.p, Aqcoe3G104700.3.p
OG0003032	AH000192-RA, AH001236-RA, AH009438-RA	Aqcoe3G243900.1.p
OG0003033	AH009345-RA	Aqcoe3G247400.1.p
OG0003034	AH017486-RA	Aqcoe3G368600.1.p
OG0003035	AH004788-RA	Aqcoe3G286700.1.p, Aqcoe3G286700.3.p, Aqcoe3G286700.2.p
OG0003036	AH004627-RA, AH005129-RA	Aqcoe3G206500.1.p
OG0003037	AH007903-RA	Aqcoe3G289800.1.p, Aqcoe3G289800.4.p, Aqcoe3G289800.3.p, Aqcoe3G289800.2.p
OG0003038	AH015846-RA	Aqcoe3G004400.1.p, Aqcoe3G004400.2.p
OG0003039	AH019204-RA, AH015352-RA, AH019205-RA	Aqcoe3G142400.3.p, Aqcoe3G142400.4.p, Aqcoe3G142400.1.p, Aqcoe3G142400.5.p, Aqcoe3G142400.2.p
OG0003066	AH016766-RA, AH011190-RA, AH007425-RA	Aqcoe2G397300.1.p, Aqcoe2G397800.1.p, Aqcoe2G397200.1.p
OG0003067	AH014457-RA	Aqcoe2G243100.1.p, Aqcoe2G243100.2.p, Aqcoe2G208600.1.p, Aqcoe2G042500.2.p, Aqcoe2G042500.1.p
OG0003068	AH013280-RA, AH007742-RA	Aqcoe2G130400.2.p, Aqcoe2G130400.3.p, Aqcoe2G130400.1.p
OG0003069	AH021231-RA	Aqcoe2G390300.1.p, Aqcoe2G390500.1.p, Aqcoe2G390500.2.p, Aqcoe2G390500.3.p
OG0003070	AH016622-RA, AH022734-RA	Aqcoe2G438300.1.p
OG0003071	AH007793-RA	Aqcoe4G244700.1.p, Aqcoe2G070700.1.p
OG0003072	AH019929-RA, AH022056-RA	Aqcoe2G379700.1.p, Aqcoe2G379200.2.p, Aqcoe2G379200.1.p
OG0003073	AH016655-RA, AH011004-RA	Aqcoe2G014200.1.p
OG0003074	AH016040-RA	Aqcoe3G201300.1.p, Aqcoe2G010200.1.p, Aqcoe3G201300.2.p, Aqcoe2G010200.2.p, Aqcoe3G173500.1.p, Aqcoe3G201300.3.p
OG0003075	AH006592-RA, AH006575-RA, AH006574-RA, AH014907-RA, AH006593-RA, AH006576-RA	Aqcoe2G019200.1.p, Aqcoe2G019500.1.p, Aqcoe2G019800.1.p, Aqcoe2G018700.1.p, Aqcoe2G392400.1.p, Aqcoe2G392000.1.p, Aqcoe2G392300.1.p, Aqcoe4G039900.1.p, Aqcoe4G054600.1.p, Aqcoe0084s0003.1.p, Aqcoe4G056700.1.p
OG0003076	AH003840-RA, AH005741-RA	Aqcoe2G236900.1.p, Aqcoe2G035400.1.p
OG0003077	AH008264-RA	Aqcoe2G218700.1.p, Aqcoe2G218200.1.p, Aqcoe2G218100.1.p
OG0003078	AH008432-RA	Aqcoe6G119600.1.p, Aqcoe1G427600.1.p, Aqcoe6G199800.1.p, Aqcoe1G282000.1.p, Aqcoe2G388600.1.p, Aqcoe7G405800.1.p, Aqcoe2G155700.1.p, Aqcoe7G380600.2.p, Aqcoe7G380600.1.p
OG0003079	AH012911-RA, AH021912-RA	Aqcoe2G328300.1.p
OG0003080	AH007915-RA	Aqcoe1G122400.1.p
OG0003081	AH001187-RA, AH000095-RA	Aqcoe2G112800.1.p
OG0003082	AH023038-RA	Aqcoe5G469000.1.p
OG0003083	AH013624-RA	Aqcoe3G071000.1.p, Aqcoe4G263500.1.p, Aqcoe2G360800.2.p, Aqcoe2G360800.3.p, Aqcoe2G360800.1.p, Aqcoe5G231100.1.p
OG0003083	AH013623-RA	Aqcoe2G250800.1.p
OG0003084	AH019260-RA, AH019244-RA	Aqcoe2G098600.1.p, Aqcoe6G177800.1.p
OG0003085	AH000779-RA	Aqcoe2G429000.1.p
OG0003086	AH008813-RA	Aqcoe2G052300.2.p, Aqcoe2G052300.1.p
OG0003087	AH001491-RA	Aqcoe2G185400.1.p
OG0003088	AH006538-RA, AH020541-RA	Aqcoe2G398700.1.p
OG0003089	AH004832-RA, AH004449-RA	Aqcoe5G403700.1.p
OG0003090	AH011837-RA	Aqcoe2G332900.3.p, Aqcoe2G332900.6.p, Aqcoe2G332900.1.p, Aqcoe2G332900.7.p, Aqcoe2G332900.5.p, Aqcoe2G332900.2.p, Aqcoe2G332900.4.p
OG0003091	AH016953-RA	Aqcoe2G322600.2.p, Aqcoe2G322600.1.p
OG0003092	AH013904-RA	Aqcoe2G116100.1.p, Aqcoe2G116100.2.p, Aqcoe1G438300.1.p
OG0003093	AH019864-RA, AH007131-RA, AH017699-RA	Aqcoe2G277200.1.p
OG0003094	AH013027-RA	Aqcoe2G311600.3.p, Aqcoe2G311600.2.p, Aqcoe5G007300.1.p, Aqcoe5G007400.1.p, Aqcoe2G311600.1.p, Aqcoe2G311600.4.p, Aqcoe5G007500.1.p
OG0003095	AH011713-RA	Aqcoe2G436200.2.p, Aqcoe2G436200.1.p
OG0003096	AH013221-RA	Aqcoe1G400100.1.p
