Orthogroup	A_hypochondriacus.proteins	L_sativa.proteins
OG0001936	AH007839-RA, AH010696-RA	Lsat_1_v5_gn_2_72540.3, Lsat_1_v5_gn_2_72540.1, Lsat_1_v5_gn_3_68721.2, Lsat_1_v5_gn_3_68721.1
OG0001937	AH017634-RA, AH002787-RA	Lsat_1_v5_gn_1_11560.1, Lsat_1_v5_gn_1_11560.2, Lsat_1_v5_gn_5_18460.1, Lsat_1_v5_gn_5_18460.3
OG0001938	AH015778-RA, AH002820-RA	Lsat_1_v5_gn_4_178141.3, Lsat_1_v5_gn_4_178141.1, Lsat_1_v5_gn_4_108080.1, Lsat_1_v5_gn_4_108080.3, Lsat_1_v5_gn_5_19541.1, Lsat_1_v5_gn_1_12600.1
OG0001939	AH017629-RA	Lsat_1_v5_gn_4_107140.1
OG0001939	AH017630-RA	Lsat_1_v5_gn_4_107160.1, Lsat_1_v5_gn_4_107200.1
OG0001943	AH007385-RA	Lsat_1_v5_gn_1_115801.1
OG0001958	AH015713-RA	Lsat_1_v5_gn_1_100060.1, Lsat_1_v5_gn_1_100060.2, Lsat_1_v5_gn_1_100060.3
OG0001958	AH020473-RA, AH006736-RA	Lsat_1_v5_gn_5_160700.3, Lsat_1_v5_gn_5_160700.2, Lsat_1_v5_gn_5_160700.1
OG0001959	AH004714-RA	Lsat_1_v5_gn_8_107580.1
OG0001959	AH007175-RA	Lsat_1_v5_gn_1_75260.3, Lsat_1_v5_gn_1_75260.1
OG0001960	AH007526-RA, AH010570-RA	Lsat_1_v5_gn_2_65001.1, Lsat_1_v5_gn_2_65001.2
OG0001960	AH012886-RA	Lsat_1_v5_gn_5_188620.1, Lsat_1_v5_gn_9_161.1
OG0001961	AH022404-RA, AH013257-RA	Lsat_1_v5_gn_2_96360.1
OG0001961	AH019541-RA	Lsat_1_v5_gn_8_7181.1, Lsat_1_v5_gn_2_134000.1
OG0001962	AH015423-RA	Lsat_1_v5_gn_5_50441.1, Lsat_1_v5_gn_2_92060.1, Lsat_1_v5_gn_6_69081.1, Lsat_1_v5_gn_8_146160.1, Lsat_1_v5_gn_4_117661.3, Lsat_1_v5_gn_5_61480.1
OG0001963	AH005288-RA	Lsat_1_v5_gn_9_70180.3, Lsat_1_v5_gn_9_70180.1, Lsat_1_v5_gn_9_70180.2, Lsat_1_v5_gn_9_70241.1, Lsat_1_v5_gn_2_113081.4, Lsat_1_v5_gn_2_113081.1
OG0001963	AH000200-RA	Lsat_1_v5_gn_6_44121.1
OG0001964	AH022716-RA, AH013169-RA	Lsat_1_v5_gn_9_14641.2, Lsat_1_v5_gn_9_14641.1, Lsat_1_v5_gn_5_174081.1
OG0001964	AH014795-RA, AH021386-RA	Lsat_1_v5_gn_4_49061.2, Lsat_1_v5_gn_4_49061.3, Lsat_1_v5_gn_4_49061.1
OG0001966	AH011618-RA	Lsat_1_v5_gn_3_115281.1, Lsat_1_v5_gn_3_115281.3
OG0001969	AH001351-RA	Lsat_1_v5_gn_3_41481.1
OG0001969	AH010017-RA, AH008094-RA	Lsat_1_v5_gn_7_105400.1, Lsat_1_v5_gn_5_6580.1
OG0001970	AH004245-RA, AH004243-RA	Lsat_1_v5_gn_7_54680.1, Lsat_1_v5_gn_5_101780.2, Lsat_1_v5_gn_5_101780.1, Lsat_1_v5_gn_9_81401.1
OG0001970	AH007481-RA	Lsat_1_v5_gn_3_25320.2, Lsat_1_v5_gn_3_25320.1
OG0001971	AH008086-RA, AH019355-RA, AH019354-RA	Lsat_1_v5_gn_1_97381.1, Lsat_1_v5_gn_1_97381.2, Lsat_1_v5_gn_1_97381.3
OG0001972	AH013542-RA, AH022047-RA	Lsat_1_v5_gn_9_34461.3, Lsat_1_v5_gn_9_34461.1, Lsat_1_v5_gn_8_80701.3, Lsat_1_v5_gn_8_80701.1
OG0001973	AH013155-RA	Lsat_1_v5_gn_5_167281.1
OG0001974	AH014943-RA	Lsat_1_v5_gn_5_67861.1, Lsat_1_v5_gn_5_67861.3
OG0001974	AH012720-RA	Lsat_1_v5_gn_1_52601.1, Lsat_1_v5_gn_1_52421.2, Lsat_1_v5_gn_1_52421.1, Lsat_1_v5_gn_1_52421.4, Lsat_1_v5_gn_1_51900.1
OG0001979	AH012979-RA, AH022090-RA	Lsat_1_v5_gn_5_190381.1, Lsat_1_v5_gn_5_190381.3, Lsat_1_v5_gn_8_164781.1, Lsat_1_v5_gn_8_164781.3, Lsat_1_v5_gn_9_320.1, Lsat_1_v5_gn_9_320.2
OG0001980	AH000238-RA	Lsat_1_v5_gn_9_106761.1, Lsat_1_v5_gn_9_106761.2, Lsat_1_v5_gn_7_93241.3, Lsat_1_v5_gn_7_93241.1
OG0001981	AH017275-RA, AH002735-RA	Lsat_1_v5_gn_6_69260.1, Lsat_1_v5_gn_1_40301.1, Lsat_1_v5_gn_1_40301.2
OG0001982	AH001759-RA, AH000543-RA	Lsat_1_v5_gn_9_107600.2, Lsat_1_v5_gn_9_107600.1, Lsat_1_v5_gn_7_92061.2, Lsat_1_v5_gn_7_92061.1
OG0001983	AH000808-RA, AH002268-RA	Lsat_1_v5_gn_5_149421.1, Lsat_1_v5_gn_5_149421.2, Lsat_1_v5_gn_5_130601.2, Lsat_1_v5_gn_5_130601.1, Lsat_1_v5_gn_8_5300.1, Lsat_1_v5_gn_3_46800.2, Lsat_1_v5_gn_3_46800.3, Lsat_1_v5_gn_3_46800.1, Lsat_1_v5_gn_7_72101.1, Lsat_1_v5_gn_7_72101.3, Lsat_1_v5_gn_4_58861.1, Lsat_1_v5_gn_8_124541.1, Lsat_1_v5_gn_8_124541.3
OG0001984	AH022680-RA	Lsat_1_v5_gn_8_71121.1
OG0001984	AH006332-RA	Lsat_1_v5_gn_9_26001.2, Lsat_1_v5_gn_9_26001.1, Lsat_1_v5_gn_9_26001.3
OG0001985	AH008400-RA	Lsat_1_v5_gn_1_23561.1
OG0001985	AH006174-RA, AH003901-RA	Lsat_1_v5_gn_4_163180.1, Lsat_1_v5_gn_2_84661.1, Lsat_1_v5_gn_2_84661.2
OG0001986	AH004322-RA	Lsat_1_v5_gn_4_158180.2, Lsat_1_v5_gn_2_82201.1
OG0001987	AH008666-RA	Lsat_1_v5_gn_1_9780.3, Lsat_1_v5_gn_1_9780.1, Lsat_1_v5_gn_1_9760.1, Lsat_1_v5_gn_1_9760.2
OG0001987	AH010029-RA	Lsat_1_v5_gn_9_96840.1, Lsat_1_v5_gn_7_105180.1
OG0001988	AH018478-RA, AH011565-RA	Lsat_1_v5_gn_6_97661.1, Lsat_1_v5_gn_6_97661.3, Lsat_1_v5_gn_4_136201.1
OG0001990	AH002387-RA, AH000710-RA	Lsat_1_v5_gn_9_115821.1, Lsat_1_v5_gn_5_110341.1
OG0001991	AH003881-RA, AH005693-RA	Lsat_1_v5_gn_5_114340.1, Lsat_1_v5_gn_3_87100.1, Lsat_1_v5_gn_2_83120.1
OG0001991	AH016678-RA	Lsat_1_v5_gn_4_130520.1
OG0001993	AH006129-RA	Lsat_1_v5_gn_3_89681.2, Lsat_1_v5_gn_3_89681.1, Lsat_1_v5_gn_2_85920.1, Lsat_1_v5_gn_4_165341.1
OG0001994	AH020693-RA	Lsat_1_v5_gn_8_60981.1
OG0001994	AH018585-RA	Lsat_1_v5_gn_6_2901.1
OG0001995	AH021635-RA	Lsat_1_v5_gn_4_52460.2, Lsat_1_v5_gn_4_52460.1, Lsat_1_v5_gn_7_19601.1, Lsat_1_v5_gn_7_19581.1
OG0001996	AH001366-RA	Lsat_1_v5_gn_8_139821.1, Lsat_1_v5_gn_8_139821.3
OG0001996	AH021402-RA, AH014839-RA, AH015880-RA	Lsat_1_v5_gn_7_23140.1
OG0001997	AH010110-RA, AH010133-RA, AH008010-RA	Lsat_1_v5_gn_7_103000.1, Lsat_1_v5_gn_5_129180.1, Lsat_1_v5_gn_5_129180.2, Lsat_1_v5_gn_5_129180.3, Lsat_1_v5_gn_5_129040.3, Lsat_1_v5_gn_5_129040.1
OG0001998	AH009953-RA	Lsat_1_v5_gn_5_128721.2, Lsat_1_v5_gn_5_128721.1
OG0001999	AH014217-RA	Lsat_1_v5_gn_7_36800.2, Lsat_1_v5_gn_7_36800.1, Lsat_1_v5_gn_7_2860.1
OG0002000	AH009887-RA	Lsat_1_v5_gn_9_93180.1
OG0002000	AH000184-RA	Lsat_1_v5_gn_7_95080.1, Lsat_1_v5_gn_5_124440.1, Lsat_1_v5_gn_5_124440.2
OG0002001	AH000414-RA	Lsat_1_v5_gn_8_142361.1, Lsat_1_v5_gn_5_53400.1, Lsat_1_v5_gn_4_64821.1
OG0002001	AH007240-RA	Lsat_1_v5_gn_4_48100.1
OG0002002	AH014808-RA	Lsat_1_v5_gn_7_25121.1
OG0002002	AH000702-RA, AH002434-RA	Lsat_1_v5_gn_0_47220.1
OG0002003	AH014048-RA	Lsat_1_v5_gn_5_31541.2, Lsat_1_v5_gn_5_31541.1
OG0002004	AH023291-RA, AH002085-RA, AH000465-RA	Lsat_1_v5_gn_6_11121.2, Lsat_1_v5_gn_6_11121.3, Lsat_1_v5_gn_6_11121.1, Lsat_1_v5_gn_1_49881.2, Lsat_1_v5_gn_1_49881.1, Lsat_1_v5_gn_4_102021.1, Lsat_1_v5_gn_4_102021.3, Lsat_1_v5_gn_4_102021.2, Lsat_1_v5_gn_5_130440.1, Lsat_1_v5_gn_5_130440.2
OG0002005	AH017156-RA, AH017155-RA	Lsat_1_v5_gn_3_23861.3, Lsat_1_v5_gn_3_23861.1, Lsat_1_v5_gn_6_13481.3, Lsat_1_v5_gn_6_13481.2, Lsat_1_v5_gn_6_13481.1
OG0002006	AH018466-RA	Lsat_1_v5_gn_6_73421.2, Lsat_1_v5_gn_6_73421.1
OG0002006	AH023681-RA	Lsat_1_v5_gn_8_28060.3, Lsat_1_v5_gn_8_28060.2, Lsat_1_v5_gn_8_28060.1
OG0002007	AH020940-RA, AH014421-RA, AH008650-RA	Lsat_1_v5_gn_5_82580.2, Lsat_1_v5_gn_5_82580.1, Lsat_1_v5_gn_5_82580.4, Lsat_1_v5_gn_7_55520.1, Lsat_1_v5_gn_7_55520.2, Lsat_1_v5_gn_7_56421.1, Lsat_1_v5_gn_7_56421.3, Lsat_1_v5_gn_5_82580.3, Lsat_1_v5_gn_7_55541.4
OG0002008	AH009052-RA	Lsat_1_v5_gn_3_131781.1, Lsat_1_v5_gn_3_131781.2, Lsat_1_v5_gn_3_131781.3
OG0002009	AH021425-RA, AH014853-RA	Lsat_1_v5_gn_7_12761.1, Lsat_1_v5_gn_7_12761.2, Lsat_1_v5_gn_7_12761.3, Lsat_1_v5_gn_4_65140.1
OG0002010	AH013397-RA, AH013398-RA, AH013399-RA	Lsat_1_v5_gn_5_136800.1, Lsat_1_v5_gn_5_136800.3, Lsat_1_v5_gn_5_136800.2
OG0002012	AH020919-RA, AH014458-RA	Lsat_1_v5_gn_3_69461.1
OG0002012	AH001570-RA, AH000500-RA	Lsat_1_v5_gn_4_98220.2, Lsat_1_v5_gn_4_98220.1, Lsat_1_v5_gn_5_134381.2, Lsat_1_v5_gn_5_134381.1
OG0002013	AH012225-RA, AH012213-RA	Lsat_1_v5_gn_8_8941.5, Lsat_1_v5_gn_8_8941.4, Lsat_1_v5_gn_8_8941.1, Lsat_1_v5_gn_8_8981.2, Lsat_1_v5_gn_8_8981.1
OG0002014	AH011919-RA	Lsat_1_v5_gn_9_50240.1, Lsat_1_v5_gn_8_4600.1
OG0002014	AH009508-RA	Lsat_1_v5_gn_7_620.1
OG0002015	AH002153-RA, AH002149-RA	Lsat_1_v5_gn_1_37000.1, Lsat_1_v5_gn_1_37000.3, Lsat_1_v5_gn_3_113441.1
OG0002015	AH023375-RA	Lsat_1_v5_gn_6_22781.2, Lsat_1_v5_gn_6_22781.1
OG0002017	AH020996-RA, AH014374-RA	Lsat_1_v5_gn_7_51280.3, Lsat_1_v5_gn_7_51280.1, Lsat_1_v5_gn_8_65080.3, Lsat_1_v5_gn_8_65080.1, Lsat_1_v5_gn_5_87621.1, Lsat_1_v5_gn_5_87621.3
OG0002018	AH009689-RA	Lsat_1_v5_gn_3_137161.1, Lsat_1_v5_gn_3_137161.3
OG0002019	AH011955-RA	Lsat_1_v5_gn_5_109460.1, Lsat_1_v5_gn_5_109460.3
OG0002020	AH005184-RA, AH004544-RA	Lsat_1_v5_gn_5_94821.2, Lsat_1_v5_gn_5_94821.1, Lsat_1_v5_gn_8_147801.2, Lsat_1_v5_gn_8_147801.1, Lsat_1_v5_gn_8_147801.4, Lsat_1_v5_gn_8_147801.3, Lsat_1_v5_gn_4_400.3, Lsat_1_v5_gn_4_400.1, Lsat_1_v5_gn_4_400.2
OG0002021	AH013388-RA, AH022603-RA	Lsat_1_v5_gn_4_94381.1, Lsat_1_v5_gn_4_94381.3, Lsat_1_v5_gn_5_134981.1, Lsat_1_v5_gn_1_38421.1
OG0002022	AH011333-RA, AH018122-RA	Lsat_1_v5_gn_3_11900.4, Lsat_1_v5_gn_3_11900.2, Lsat_1_v5_gn_3_11900.1, Lsat_1_v5_gn_6_84121.1, Lsat_1_v5_gn_6_84121.2, Lsat_1_v5_gn_6_9480.3, Lsat_1_v5_gn_6_9480.1
OG0002024	AH009827-RA, AH008259-RA	Lsat_1_v5_gn_4_59561.5, Lsat_1_v5_gn_4_59561.4, Lsat_1_v5_gn_4_59561.1, Lsat_1_v5_gn_4_59561.3, Lsat_1_v5_gn_1_128740.1
OG0002025	AH011721-RA	Lsat_1_v5_gn_2_40220.1, Lsat_1_v5_gn_2_40220.2
OG0002025	AH017873-RA, AH002556-RA	Lsat_1_v5_gn_5_176401.3, Lsat_1_v5_gn_5_176401.1
OG0002026	AH007253-RA, AH021765-RA, AH012544-RA	Lsat_1_v5_gn_1_57181.1
OG0002027	AH018046-RA	Lsat_1_v5_gn_6_11721.1
OG0002027	AH005457-RA, AH004106-RA	Lsat_1_v5_gn_2_86060.2, Lsat_1_v5_gn_2_86060.1
OG0002029	AH020968-RA	Lsat_1_v5_gn_7_116321.2, Lsat_1_v5_gn_7_116321.5
OG0002029	AH009275-RA	Lsat_1_v5_gn_9_89580.1, Lsat_1_v5_gn_9_89600.4, Lsat_1_v5_gn_9_89600.1
OG0002030	AH020313-RA	Lsat_1_v5_gn_8_75220.1, Lsat_1_v5_gn_8_75220.3, Lsat_1_v5_gn_9_26060.1
OG0002031	AH010894-RA	Lsat_1_v5_gn_1_68481.2, Lsat_1_v5_gn_1_68481.1, Lsat_1_v5_gn_6_49141.1
OG0002032	AH013798-RA, AH022683-RA	Lsat_1_v5_gn_9_19481.1
OG0002033	AH003076-RA, AH018869-RA	Lsat_1_v5_gn_2_53860.1, Lsat_1_v5_gn_2_53840.1, Lsat_1_v5_gn_1_58260.1, Lsat_1_v5_gn_1_58280.1, Lsat_1_v5_gn_1_58280.3, Lsat_1_v5_gn_1_58241.1, Lsat_1_v5_gn_1_58201.1, Lsat_1_v5_gn_6_33780.1
OG0002034	AH016529-RA, AH022876-RA	Lsat_1_v5_gn_4_105580.1, Lsat_1_v5_gn_1_11640.1, Lsat_1_v5_gn_3_79720.1
OG0002035	AH023510-RA	Lsat_1_v5_gn_9_66181.1
OG0002035	AH020365-RA	Lsat_1_v5_gn_5_159001.1
OG0002036	AH012816-RA, AH021922-RA	Lsat_1_v5_gn_1_54840.4, Lsat_1_v5_gn_1_54840.1
OG0002037	AH008413-RA	Lsat_1_v5_gn_4_183301.1
OG0002037	AH015883-RA	Lsat_1_v5_gn_2_71681.3, Lsat_1_v5_gn_2_71681.1, Lsat_1_v5_gn_2_71681.2, Lsat_1_v5_gn_3_67160.3, Lsat_1_v5_gn_3_67160.2, Lsat_1_v5_gn_3_67160.1
OG0002038	AH012151-RA	Lsat_1_v5_gn_9_47941.1, Lsat_1_v5_gn_9_47941.3
OG0002039	AH001114-RA, AH000210-RA, AH000199-RA	Lsat_1_v5_gn_8_129860.1, Lsat_1_v5_gn_8_129860.3
OG0002041	AH004387-RA, AH005065-RA, AH005064-RA	Lsat_1_v5_gn_2_112040.1, Lsat_1_v5_gn_2_112040.2, Lsat_1_v5_gn_2_111441.1
OG0002042	AH000142-RA	Lsat_1_v5_gn_9_103641.1, Lsat_1_v5_gn_7_96741.1, Lsat_1_v5_gn_7_96741.2
OG0002043	AH009926-RA	Lsat_1_v5_gn_5_5280.1, Lsat_1_v5_gn_5_5280.3, Lsat_1_v5_gn_9_106181.1, Lsat_1_v5_gn_7_92081.1
OG0002044	AH019289-RA	Lsat_1_v5_gn_2_126780.2, Lsat_1_v5_gn_2_126780.1
OG0002045	AH013744-RA	Lsat_1_v5_gn_8_72700.1, Lsat_1_v5_gn_9_24061.1
OG0002045	AH016438-RA, AH022988-RA	Lsat_1_v5_gn_2_118601.3, Lsat_1_v5_gn_2_118601.1, Lsat_1_v5_gn_9_63741.1
OG0002046	AH007914-RA, AH010267-RA	Lsat_1_v5_gn_2_103280.1, Lsat_1_v5_gn_2_103280.3, Lsat_1_v5_gn_8_17741.2, Lsat_1_v5_gn_8_17741.1
OG0002047	AH003037-RA	Lsat_1_v5_gn_8_84601.1
OG0002048	AH020511-RA	Lsat_1_v5_gn_9_30340.1, Lsat_1_v5_gn_8_83780.2, Lsat_1_v5_gn_8_83780.1
OG0002049	AH010265-RA, AH007913-RA	Lsat_1_v5_gn_7_95121.1, Lsat_1_v5_gn_9_105821.2, Lsat_1_v5_gn_9_105821.1, Lsat_1_v5_gn_5_124481.1
OG0002050	AH015281-RA	Lsat_1_v5_gn_1_21261.1, Lsat_1_v5_gn_1_21261.3
OG0002051	AH013090-RA	Lsat_1_v5_gn_5_180561.2, Lsat_1_v5_gn_5_180561.1, Lsat_1_v5_gn_9_12441.1
OG0002054	AH012135-RA, AH019590-RA, AH019589-RA, AH019588-RA	Lsat_1_v5_gn_8_7341.1
OG0002055	AH008899-RA	Lsat_1_v5_gn_7_70960.5, Lsat_1_v5_gn_9_80681.5, Lsat_1_v5_gn_9_80681.4, Lsat_1_v5_gn_9_80681.3, Lsat_1_v5_gn_7_70960.1, Lsat_1_v5_gn_1_1961.3, Lsat_1_v5_gn_1_1961.2, Lsat_1_v5_gn_1_1961.1
OG0002056	AH023731-RA	Lsat_1_v5_gn_8_26460.2, Lsat_1_v5_gn_8_26460.1
OG0002057	AH002482-RA	Lsat_1_v5_gn_6_86400.4, Lsat_1_v5_gn_6_86420.5, Lsat_1_v5_gn_6_86420.1, Lsat_1_v5_gn_6_86420.2, Lsat_1_v5_gn_6_86420.4
OG0002058	AH008518-RA	Lsat_1_v5_gn_1_6081.1, Lsat_1_v5_gn_6_99141.3, Lsat_1_v5_gn_6_99141.1, Lsat_1_v5_gn_9_41280.1
OG0002059	AH008414-RA	Lsat_1_v5_gn_4_127620.1, Lsat_1_v5_gn_1_22080.1
OG0002060	AH008643-RA	Lsat_1_v5_gn_6_110300.3, Lsat_1_v5_gn_6_110300.1
OG0002061	AH001693-RA	Lsat_1_v5_gn_5_116820.3, Lsat_1_v5_gn_5_116820.1, Lsat_1_v5_gn_7_85880.4, Lsat_1_v5_gn_7_85880.1
OG0002062	AH016484-RA, AH022930-RA, AH022934-RA, AH022932-RA	Lsat_1_v5_gn_4_175780.3, Lsat_1_v5_gn_4_175780.1, Lsat_1_v5_gn_3_94360.1, Lsat_1_v5_gn_3_94360.2
OG0002063	AH022922-RA	Lsat_1_v5_gn_5_78880.3, Lsat_1_v5_gn_5_78880.2, Lsat_1_v5_gn_5_78880.1
OG0002063	AH016492-RA	Lsat_1_v5_gn_2_86181.4
OG0002064	AH017426-RA	Lsat_1_v5_gn_1_16080.1, Lsat_1_v5_gn_1_16080.2, Lsat_1_v5_gn_5_25100.1, Lsat_1_v5_gn_5_25100.3
OG0002065	AH016647-RA, AH016377-RA	Lsat_1_v5_gn_1_90040.1, Lsat_1_v5_gn_6_106100.1
OG0002066	AH022905-RA, AH016505-RA	Lsat_1_v5_gn_4_153060.1, Lsat_1_v5_gn_5_25121.1, Lsat_1_v5_gn_5_25121.3
OG0002067	AH018330-RA	Lsat_1_v5_gn_3_16260.3, Lsat_1_v5_gn_3_16260.1
OG0002067	AH009319-RA	Lsat_1_v5_gn_4_39140.1, Lsat_1_v5_gn_5_31200.1
OG0002068	AH007902-RA, AH004415-RA	Lsat_1_v5_gn_8_157280.2, Lsat_1_v5_gn_8_157280.1
OG0002069	AH014863-RA, AH014862-RA	Lsat_1_v5_gn_5_109261.2, Lsat_1_v5_gn_5_109261.1, Lsat_1_v5_gn_5_109261.3, Lsat_1_v5_gn_7_77580.1, Lsat_1_v5_gn_9_118940.2, Lsat_1_v5_gn_9_118940.3, Lsat_1_v5_gn_9_118940.1
OG0002070	AH015744-RA	Lsat_1_v5_gn_4_179941.2, Lsat_1_v5_gn_4_179941.3, Lsat_1_v5_gn_4_179941.1, Lsat_1_v5_gn_2_88460.2, Lsat_1_v5_gn_2_88460.1
OG0002071	AH004133-RA, AH022858-RA	Lsat_1_v5_gn_1_89001.1
OG0002072	AH004398-RA, AH004757-RA	Lsat_1_v5_gn_3_48000.1, Lsat_1_v5_gn_4_7081.1
OG0002073	AH022223-RA, AH013325-RA, AH013324-RA	Lsat_1_v5_gn_7_59300.1, Lsat_1_v5_gn_7_59420.3, Lsat_1_v5_gn_7_59360.2, Lsat_1_v5_gn_7_59420.1, Lsat_1_v5_gn_7_59360.1, Lsat_1_v5_gn_7_59420.2, Lsat_1_v5_gn_5_185420.1, Lsat_1_v5_gn_5_185380.1, Lsat_1_v5_gn_6_301.1, Lsat_1_v5_gn_6_301.3
OG0002086	AH002547-RA, AH000327-RA, AH001336-RA, AH017851-RA	Lsat_1_v5_gn_9_3421.1, Lsat_1_v5_gn_9_3421.2, Lsat_1_v5_gn_5_184101.1, Lsat_1_v5_gn_8_56540.1
OG0002087	AH010592-RA	Lsat_1_v5_gn_6_51940.1, Lsat_1_v5_gn_6_51940.3, Lsat_1_v5_gn_6_51940.2, Lsat_1_v5_gn_6_51940.4
OG0002088	AH020343-RA, AH006834-RA	Lsat_1_v5_gn_5_67280.1, Lsat_1_v5_gn_5_67280.3, Lsat_1_v5_gn_5_67841.2, Lsat_1_v5_gn_5_67841.1, Lsat_1_v5_gn_4_46261.1
OG0002089	AH009271-RA	Lsat_1_v5_gn_0_39541.2, Lsat_1_v5_gn_0_39541.1, Lsat_1_v5_gn_5_158101.1, Lsat_1_v5_gn_5_158540.3, Lsat_1_v5_gn_5_158540.1
OG0002091	AH017739-RA	Lsat_1_v5_gn_8_92980.2, Lsat_1_v5_gn_8_92980.3, Lsat_1_v5_gn_8_92980.1
OG0002091	AH007208-RA, AH007357-RA	Lsat_1_v5_gn_3_120420.1
OG0002092	AH017814-RA	Lsat_1_v5_gn_9_6020.1, Lsat_1_v5_gn_9_6020.3, Lsat_1_v5_gn_9_6000.3, Lsat_1_v5_gn_9_6000.1
OG0002093	AH014729-RA	Lsat_1_v5_gn_6_100921.1
OG0002094	AH018600-RA	Lsat_1_v5_gn_3_100.1, Lsat_1_v5_gn_8_155260.1, Lsat_1_v5_gn_6_8461.1, Lsat_1_v5_gn_6_90960.2, Lsat_1_v5_gn_6_90960.1
OG0002095	AH012741-RA	Lsat_1_v5_gn_2_113200.3, Lsat_1_v5_gn_2_113200.1
OG0002096	AH020155-RA	Lsat_1_v5_gn_5_59420.1, Lsat_1_v5_gn_5_54940.1, Lsat_1_v5_gn_5_54940.3
OG0002097	AH019058-RA	Lsat_1_v5_gn_2_103660.1
OG0002097	AH019051-RA	Lsat_1_v5_gn_6_31501.3, Lsat_1_v5_gn_6_31501.1
OG0002098	AH015110-RA	Lsat_1_v5_gn_4_56141.1, Lsat_1_v5_gn_4_56141.3
OG0002098	AH015587-RA, AH013824-RA	Lsat_1_v5_gn_5_172941.1, Lsat_1_v5_gn_5_172941.4
OG0002099	AH020096-RA, AH020095-RA	Lsat_1_v5_gn_5_148881.1
OG0002100	AH022180-RA, AH012842-RA	Lsat_1_v5_gn_5_189480.3, Lsat_1_v5_gn_5_189480.1
OG0002101	AH018826-RA, AH003244-RA, AH018521-RA	Lsat_1_v5_gn_4_134000.2, Lsat_1_v5_gn_4_134000.1
OG0002102	AH016975-RA	Lsat_1_v5_gn_1_39900.4, Lsat_1_v5_gn_1_39900.3, Lsat_1_v5_gn_1_39900.2, Lsat_1_v5_gn_1_39900.1
OG0002103	AH008649-RA	Lsat_1_v5_gn_5_51160.2, Lsat_1_v5_gn_9_96021.1, Lsat_1_v5_gn_5_51160.3, Lsat_1_v5_gn_5_51160.1
OG0002104	AH020937-RA, AH014416-RA, AH017868-RA	Lsat_1_v5_gn_5_176220.1, Lsat_1_v5_gn_5_176220.2, Lsat_1_v5_gn_5_176220.3, Lsat_1_v5_gn_8_98561.3, Lsat_1_v5_gn_8_98561.1, Lsat_1_v5_gn_8_98561.2, Lsat_1_v5_gn_9_17201.2, Lsat_1_v5_gn_9_17201.1
OG0002105	AH017916-RA, AH002534-RA	Lsat_1_v5_gn_1_52320.4, Lsat_1_v5_gn_1_52320.3, Lsat_1_v5_gn_1_52320.1, Lsat_1_v5_gn_6_24981.2, Lsat_1_v5_gn_6_24981.1
OG0002106	AH000219-RA	Lsat_1_v5_gn_6_43200.1, Lsat_1_v5_gn_6_43200.3
OG0002108	AH007370-RA, AH010631-RA, AH011811-RA	Lsat_1_v5_gn_7_68540.2, Lsat_1_v5_gn_7_68540.1, Lsat_1_v5_gn_9_85720.1, Lsat_1_v5_gn_9_85720.2
OG0002109	AH021775-RA, AH012560-RA	Lsat_1_v5_gn_6_35941.1, Lsat_1_v5_gn_6_35961.1, Lsat_1_v5_gn_2_54800.1, Lsat_1_v5_gn_2_54800.2, Lsat_1_v5_gn_1_57381.1, Lsat_1_v5_gn_1_57381.3
OG0002111	AH005331-RA	Lsat_1_v5_gn_9_120900.1
OG0002111	AH006445-RA	Lsat_1_v5_gn_3_73200.3, Lsat_1_v5_gn_3_73200.1
OG0002112	AH012777-RA	Lsat_1_v5_gn_8_16561.1, Lsat_1_v5_gn_8_16561.2
OG0002113	AH003685-RA	Lsat_1_v5_gn_5_37600.1, Lsat_1_v5_gn_5_37600.2, Lsat_1_v5_gn_5_37600.3, Lsat_1_v5_gn_2_66660.1, Lsat_1_v5_gn_2_66660.3
OG0002113	AH002287-RA	Lsat_1_v5_gn_8_123101.1, Lsat_1_v5_gn_8_123101.4
OG0002114	AH016779-RA	Lsat_1_v5_gn_2_7800.1, Lsat_1_v5_gn_2_7800.2, Lsat_1_v5_gn_2_7800.3
OG0002115	AH017241-RA	Lsat_1_v5_gn_8_67921.1, Lsat_1_v5_gn_8_67901.1, Lsat_1_v5_gn_8_68001.1, Lsat_1_v5_gn_8_67941.1
OG0002117	AH007346-RA	Lsat_1_v5_gn_4_136340.1, Lsat_1_v5_gn_4_136340.3
OG0002118	AH008771-RA	Lsat_1_v5_gn_9_43700.1, Lsat_1_v5_gn_1_4460.3, Lsat_1_v5_gn_1_4460.1, Lsat_1_v5_gn_6_103940.1, Lsat_1_v5_gn_6_103940.3
OG0002120	AH002388-RA	Lsat_1_v5_gn_9_115801.1, Lsat_1_v5_gn_5_110221.3, Lsat_1_v5_gn_5_110221.1
OG0002121	AH008761-RA	Lsat_1_v5_gn_9_41360.1, Lsat_1_v5_gn_9_41360.3
OG0002122	AH008658-RA, AH002773-RA	Lsat_1_v5_gn_1_9280.3, Lsat_1_v5_gn_1_9280.1
OG0002122	AH006233-RA	Lsat_1_v5_gn_1_81840.1
OG0002123	AH006025-RA, AH008720-RA	Lsat_1_v5_gn_1_3621.2, Lsat_1_v5_gn_1_3621.3, Lsat_1_v5_gn_1_3621.1
