Orthogroup	A_coerulea.proteins	S_lycopersicum.proteins
OG0000739	Aqcoe1G345000.1.p, Aqcoe7G064200.1.p, Aqcoe7G064200.2.p	Solyc08g079710.3.1, Solyc01g091480.3.1
OG0000740	Aqcoe3G217800.3.p, Aqcoe3G217800.2.p, Aqcoe3G217800.1.p	Solyc08g060970.3.1
OG0000741	Aqcoe5G104900.1.p	Solyc03g044100.3.1, Solyc03g044097.1.1, Solyc02g092580.3.1
OG0000741	Aqcoe7G315100.1.p	Solyc08g069040.3.1, Solyc02g094180.3.1, Solyc07g017880.3.1
OG0000742	Aqcoe7G157600.3.p, Aqcoe7G157600.4.p, Aqcoe7G157600.1.p, Aqcoe7G157600.2.p	Solyc03g120910.3.1, Solyc12g044410.2.1, Solyc08g066500.3.1
OG0000743	Aqcoe5G226000.1.p, Aqcoe5G226300.1.p	Solyc01g105070.3.1
OG0000743	Aqcoe5G234000.1.p	Solyc10g047110.2.1, Solyc01g104860.3.1, Solyc04g064690.3.1
OG0000743	Aqcoe7G267100.1.p	Solyc02g064970.3.1
OG0000744	Aqcoe5G177500.4.p, Aqcoe5G177500.3.p, Aqcoe5G177500.1.p, Aqcoe5G177500.2.p, Aqcoe1G012200.1.p	Solyc01g110410.3.1
OG0000745	Aqcoe1G081200.1.p	Solyc03g081240.3.1
OG0000746	Aqcoe1G111100.3.p, Aqcoe1G111100.2.p, Aqcoe1G111100.4.p, Aqcoe1G111100.5.p, Aqcoe1G111100.1.p	Solyc11g007580.2.1, Solyc09g009080.3.1, Solyc10g083630.2.1
OG0000747	Aqcoe5G450200.3.p, Aqcoe5G450200.2.p, Aqcoe5G450200.1.p, Aqcoe5G450100.1.p	Solyc08g082670.3.1, Solyc12g014430.2.1
OG0000748	Aqcoe3G182300.1.p	Solyc06g072670.3.1, Solyc03g097440.3.1
OG0000749	Aqcoe3G402000.1.p	Solyc05g009130.3.1
OG0000749	Aqcoe3G029700.2.p, Aqcoe3G029700.1.p	Solyc12g036400.1.1, Solyc03g119260.3.1, Solyc05g009120.3.1, Solyc05g009110.1.1
OG0000753	Aqcoe1G411000.1.p, Aqcoe2G028400.1.p	Solyc10g076510.2.1, Solyc09g005110.3.1
OG0000753	Aqcoe1G283000.1.p	Solyc02g077240.3.1
OG0000754	Aqcoe6G259700.1.p	Solyc04g077520.3.1
OG0000754	Aqcoe5G019400.1.p	Solyc09g090520.3.1, Solyc03g005680.3.1
OG0000755	Aqcoe6G290600.1.p, Aqcoe4G260600.1.p	Solyc03g006650.2.1, Solyc02g079220.3.1, Solyc08g080300.1.1
OG0000756	Aqcoe2G371900.1.p	Solyc09g066360.1.1
OG0000756	Aqcoe5G027900.1.p	Solyc11g011750.1.1, Solyc10g054915.1.1, Solyc05g051180.2.1, Solyc11g011740.1.1, Solyc11g006050.1.1, Solyc09g089930.2.1, Solyc03g005520.1.1
OG0000757	Aqcoe1G336000.1.p, Aqcoe7G129500.1.p, Aqcoe6G255600.1.p	Solyc06g082260.3.1
OG0000757	Aqcoe2G082900.1.p, Aqcoe1G149600.1.p	Solyc05g052370.3.1, Solyc05g052400.3.1, Solyc05g052390.3.1, Solyc06g048860.2.1, Solyc06g050530.3.1
OG0000758	Aqcoe2G348100.1.p, Aqcoe2G107500.1.p	Solyc09g082230.1.1, Solyc09g082240.3.1, Solyc09g082250.2.1, Solyc09g082260.1.1, Solyc06g054090.1.1
OG0000758	Aqcoe2G347900.1.p	Solyc01g098020.2.1, Solyc01g098010.3.1, Solyc09g082220.1.1
OG0000759	Aqcoe3G334600.1.p	Solyc05g007290.2.1
OG0000759	Aqcoe2G038200.1.p	Solyc12g099740.2.1
OG0000760	Aqcoe1G495700.1.p	Solyc11g069220.2.1, Solyc06g010033.1.1
OG0000760	Aqcoe2G136100.1.p, Aqcoe2G136100.2.p	Solyc03g095650.3.1, Solyc04g049090.3.1, Solyc06g010030.3.1, Solyc02g077570.2.1
OG0000761	Aqcoe1G093500.1.p	Solyc10g086670.2.1, Solyc09g011660.3.1, Solyc09g011670.3.1
OG0000761	Aqcoe3G423200.1.p, Aqcoe3G423100.1.p	Solyc04g014600.3.1
OG0000761	Aqcoe2G272700.1.p	Solyc01g059930.3.1
OG0000762	Aqcoe2G252500.2.p, Aqcoe2G252500.3.p, Aqcoe2G252500.1.p, Aqcoe5G293500.3.p, Aqcoe5G293500.2.p, Aqcoe5G293500.1.p	Solyc05g053230.3.1, Solyc12g098980.2.1
OG0000763	Aqcoe1G003700.2.p, Aqcoe1G003700.1.p, Aqcoe2G008600.1.p, Aqcoe2G008600.2.p	Solyc01g014850.3.1, Solyc01g073940.3.1, Solyc03g063200.3.1, Solyc10g080480.2.1, Solyc10g078750.2.1
OG0000764	Aqcoe2G352200.2.p, Aqcoe2G352200.1.p	Solyc09g065590.3.1, Solyc09g082580.3.1
OG0000765	Aqcoe5G025100.1.p	Solyc03g005590.2.1
OG0000765	Aqcoe5G244000.1.p	Solyc04g071040.3.1
OG0000766	Aqcoe6G234700.1.p, Aqcoe4G233600.1.p, Aqcoe7G310900.1.p, Aqcoe7G311100.1.p	Solyc01g005370.3.1, Solyc04g008000.3.1
OG0000766	Aqcoe5G408900.1.p, Aqcoe3G011800.1.p	Solyc02g063350.1.1
OG0000766	Aqcoe3G408500.1.p	Solyc03g118810.1.1, Solyc06g068960.1.1
OG0000767	Aqcoe6G063400.1.p	Solyc04g054930.3.1, Solyc05g051880.3.1, Solyc04g072920.3.1
OG0000768	Aqcoe6G090000.1.p, Aqcoe5G165700.1.p	Solyc10g047640.2.1, Solyc01g106030.3.1
OG0000769	Aqcoe6G134200.1.p, Aqcoe5G145800.1.p	Solyc12g088720.2.1
OG0000769	Aqcoe6G047400.1.p, Aqcoe5G256700.1.p	Solyc00g009040.3.1
OG0000770	Aqcoe5G159300.3.p, Aqcoe5G159300.1.p, Aqcoe5G159300.2.p, Aqcoe6G150300.1.p	Solyc04g079340.3.1, Solyc02g090580.3.1
OG0000771	Aqcoe6G124800.1.p	Solyc01g109790.3.1
OG0000771	Aqcoe5G289800.1.p	Solyc07g019440.3.1
OG0000772	Aqcoe6G242600.7.p, Aqcoe6G242600.4.p, Aqcoe6G242600.1.p, Aqcoe6G242600.8.p, Aqcoe6G242600.9.p, Aqcoe6G242600.2.p, Aqcoe6G242600.6.p, Aqcoe6G242600.3.p, Aqcoe6G242600.5.p	Solyc03g115910.2.1
OG0000773	Aqcoe4G276700.1.p	Solyc04g014790.1.1, Solyc04g014775.1.1, Solyc04g014780.1.1, Solyc05g054120.1.1
OG0000775	Aqcoe4G204000.1.p	Solyc02g080840.1.1, Solyc02g080850.1.1, Solyc02g080830.1.1
OG0000776	Aqcoe4G163700.1.p, Aqcoe4G163700.2.p	Solyc02g078840.3.1, Solyc10g009180.3.1
OG0000776	Aqcoe1G324800.2.p, Aqcoe1G324800.1.p, Aqcoe1G324800.4.p, Aqcoe1G324800.3.p	Solyc07g054490.3.1, Solyc12g010750.2.1
OG0000777	Aqcoe7G140500.1.p, Aqcoe7G140500.2.p, Aqcoe5G391100.1.p	Solyc05g013810.3.1, Solyc08g066810.3.1
OG0000778	Aqcoe7G428300.1.p	Solyc03g121570.3.1, Solyc12g044890.2.1
OG0000778	Aqcoe7G357400.1.p	Solyc08g006820.3.1
OG0000779	Aqcoe7G181700.1.p	Solyc03g120160.1.1, Solyc03g120175.1.1, Solyc06g066700.1.1
OG0000779	Aqcoe7G181400.1.p	Solyc12g007060.1.1
OG0000779	Aqcoe3G143300.1.p	Solyc05g013560.3.1
OG0000779	Aqcoe1G373100.1.p	Solyc07g045200.1.1, Solyc12g006225.1.1
OG0000780	Aqcoe7G131600.1.p	Solyc07g026670.3.1
OG0000780	Aqcoe7G060700.3.p, Aqcoe7G060700.2.p, Aqcoe7G060700.1.p	Solyc03g007040.3.1
OG0000781	Aqcoe7G017200.1.p, Aqcoe7G017200.2.p	Solyc03g007430.3.1, Solyc01g095510.3.1
OG0000782	Aqcoe7G241600.2.p, Aqcoe7G241600.3.p, Aqcoe7G241600.1.p, Aqcoe7G241600.4.p, Aqcoe7G241600.5.p, Aqcoe7G241600.6.p	Solyc05g015510.3.1, Solyc04g045560.3.1
OG0000783	Aqcoe1G016600.1.p	Solyc01g073710.2.1
OG0000783	Aqcoe1G016400.1.p	Solyc03g031630.3.1, Solyc10g044700.1.1
OG0000784	Aqcoe1G372000.2.p, Aqcoe1G372000.1.p, Aqcoe1G371400.1.p, Aqcoe1G370100.1.p, Aqcoe1G313700.1.p, Aqcoe1G371800.1.p	Solyc10g005390.3.1, Solyc10g005410.3.1, Solyc05g026590.2.1, Solyc10g005420.1.1, Solyc05g026600.3.1
OG0000785	Aqcoe1G096900.3.p, Aqcoe1G096900.1.p, Aqcoe1G096900.2.p	Solyc04g016560.2.1, Solyc04g016550.3.1, Solyc05g052920.3.1
OG0000786	Aqcoe5G373400.5.p, Aqcoe5G373300.1.p, Aqcoe5G373200.1.p, Aqcoe5G373500.1.p, Aqcoe3G187800.1.p	Solyc02g093860.3.1, Solyc03g111040.2.1, Solyc04g011590.3.1, Solyc05g014530.1.1
OG0000787	Aqcoe5G443900.2.p, Aqcoe5G443900.1.p	Solyc08g081940.3.1
OG0000788	Aqcoe3G191200.1.p	Solyc02g068060.3.1, Solyc02g093975.1.1
OG0000789	Aqcoe3G337800.2.p, Aqcoe3G337800.1.p	Solyc02g087950.3.1, Solyc02g067350.3.1, Solyc05g007570.3.1
OG0000797	Aqcoe3G420200.1.p, Aqcoe3G008500.1.p	Solyc06g072420.3.1, Solyc03g098010.3.1
OG0000797	Aqcoe2G402100.1.p, Aqcoe2G402100.2.p, Aqcoe2G402000.1.p, Aqcoe2G402000.2.p	Solyc04g008260.3.1, Solyc04g008250.1.1
OG0000798	Aqcoe2G134700.1.p, Aqcoe2G135400.1.p, Aqcoe2G136000.1.p	Solyc06g074390.3.1, Solyc11g067190.2.1, Solyc01g104185.1.1
OG0000799	Aqcoe2G331400.1.p, Aqcoe5G062100.3.p, Aqcoe5G062100.2.p, Aqcoe5G062100.1.p	Solyc09g064870.3.1, Solyc06g054390.3.1, Solyc01g080160.3.1, Solyc12g035710.2.1
OG0000800	Aqcoe2G003200.3.p, Aqcoe2G003200.4.p, Aqcoe2G003200.1.p, Aqcoe2G003200.2.p	Solyc06g073640.3.1, Solyc11g072060.2.1, Solyc01g009070.3.1
OG0000801	Aqcoe7G228200.1.p	Solyc08g061900.1.1, Solyc11g021100.1.1, Solyc12g033020.1.1, Solyc05g024440.1.1, Solyc12g033080.1.1, Solyc01g017170.1.1, Solyc04g039800.2.1, Solyc09g015260.1.1, Solyc11g021110.2.1, Solyc01g017180.2.1, Solyc09g061460.2.1
OG0000801	Aqcoe7G225500.1.p, Aqcoe2G195200.1.p, Aqcoe2G190900.1.p	Solyc03g122010.1.1
OG0000802	Aqcoe2G178800.1.p	Solyc09g010370.3.1, Solyc04g011360.3.1, Solyc10g086350.2.1
OG0000803	Aqcoe2G360200.1.p, Aqcoe5G040500.1.p	Solyc09g083290.3.1, Solyc06g053830.3.1, Solyc06g008590.3.1
OG0000804	Aqcoe6G276000.1.p, Aqcoe6G276000.2.p, Aqcoe2G123400.1.p, Aqcoe2G123400.2.p	Solyc11g044320.2.1, Solyc02g064630.3.1
OG0000805	Aqcoe2G027400.1.p	Solyc04g016260.3.1, Solyc10g079300.2.1
OG0000806	Aqcoe5G067500.1.p, Aqcoe2G321100.1.p, Aqcoe2G321100.2.p	Solyc09g074250.3.1
OG0000807	Aqcoe2G258900.3.p, Aqcoe2G258900.2.p, Aqcoe2G258900.1.p	Solyc01g079150.3.1
OG0000807	Aqcoe3G124400.1.p	Solyc01g057770.3.1, Solyc06g071500.3.1
OG0000808	Aqcoe6G011100.1.p, Aqcoe7G343700.1.p	Solyc09g091635.1.1, Solyc07g014705.1.1
OG0000808	Aqcoe7G370300.1.p, Aqcoe6G085100.1.p	Solyc04g081980.2.1
OG0000809	Aqcoe4G236100.1.p, Aqcoe1G463700.1.p, Aqcoe1G012000.1.p, Aqcoe7G426600.1.p, Aqcoe3G361200.1.p, Aqcoe6G308700.1.p, Aqcoe5G086500.1.p, Aqcoe7G327900.1.p, Aqcoe5G065700.1.p, Aqcoe5G070800.1.p, Aqcoe5G070700.1.p, Aqcoe5G065600.1.p, Aqcoe5G065500.1.p, Aqcoe4G107000.1.p, Aqcoe4G127500.1.p, Aqcoe4G108700.1.p, Aqcoe4G109000.1.p	Solyc01g111650.3.1, Solyc10g055570.2.1, Solyc10g055580.2.1, Solyc11g042930.2.1
OG0000810	Aqcoe5G448000.3.p, Aqcoe5G448000.2.p, Aqcoe5G448000.4.p, Aqcoe5G448000.1.p, Aqcoe5G448000.5.p	Solyc03g121510.3.1
OG0000810	Aqcoe6G130300.9.p, Aqcoe6G130300.10.p, Aqcoe6G130300.7.p, Aqcoe6G130300.8.p, Aqcoe6G130300.6.p, Aqcoe6G130300.2.p, Aqcoe6G130300.5.p, Aqcoe6G130300.4.p, Aqcoe6G130300.3.p, Aqcoe6G130300.1.p	Solyc02g084740.3.1
OG0000811	Aqcoe5G219200.1.p, Aqcoe5G219200.2.p, Aqcoe6G074600.1.p	Solyc04g074820.2.1, Solyc03g112340.1.1, Solyc01g098725.1.1
OG0000812	Aqcoe6G255000.1.p, Aqcoe5G180100.1.p	Solyc01g110310.3.1, Solyc03g033660.3.1, Solyc02g062385.1.1, Solyc02g084590.3.1
OG0000813	Aqcoe6G156200.1.p, Aqcoe5G162800.1.p	Solyc05g051410.3.1, Solyc11g010460.2.1, Solyc12g087900.2.1, Solyc04g076040.3.1
OG0000814	Aqcoe6G171200.1.p	Solyc10g009350.3.1, Solyc01g096170.3.1
OG0000814	Aqcoe5G397200.3.p, Aqcoe5G397200.2.p, Aqcoe5G397200.1.p	Solyc06g071800.3.1, Solyc03g112140.3.1
OG0000815	Aqcoe6G316700.1.p, Aqcoe6G316700.2.p, Aqcoe3G134900.1.p	Solyc02g092000.3.1, Solyc04g077420.3.1, Solyc01g106580.2.1, Solyc10g047960.2.1
OG0000817	Aqcoe6G120400.1.p, Aqcoe6G120400.2.p, Aqcoe6G120400.3.p	Solyc04g080440.3.1, Solyc01g014390.3.1, Solyc02g085290.3.1
OG0000818	Aqcoe1G060300.1.p, Aqcoe1G060300.2.p	Solyc01g028800.2.1
OG0000819	Aqcoe1G368200.1.p, Aqcoe4G250900.1.p	Solyc05g046120.3.1, Solyc07g052707.1.1, Solyc07g052730.3.1, Solyc07g064010.3.1, Solyc10g006540.3.1, Solyc07g052840.1.1, Solyc07g052850.1.1, Solyc10g044547.1.1
OG0000820	Aqcoe7G013600.1.p, Aqcoe7G013600.3.p, Aqcoe7G013600.2.p	Solyc01g103250.3.1
OG0000820	Aqcoe4G179900.16.p, Aqcoe4G179900.17.p, Aqcoe4G179900.15.p, Aqcoe5G164800.4.p, Aqcoe5G164800.3.p, Aqcoe5G164800.1.p, Aqcoe5G164800.2.p, Aqcoe5G164800.6.p, Aqcoe5G164800.5.p, Aqcoe4G179900.2.p, Aqcoe4G179900.5.p, Aqcoe4G179900.7.p, Aqcoe4G179900.4.p, Aqcoe4G179900.6.p, Aqcoe4G179900.1.p, Aqcoe4G179900.3.p, Aqcoe4G179900.8.p, Aqcoe4G179900.11.p, Aqcoe4G179900.10.p, Aqcoe4G179900.14.p, Aqcoe4G179900.13.p, Aqcoe4G179900.12.p, Aqcoe4G179900.9.p, Aqcoe4G150000.1.p, Aqcoe4G150000.3.p, Aqcoe4G150000.2.p	Solyc01g086950.3.1
OG0000821	Aqcoe7G248400.5.p, Aqcoe7G248400.4.p, Aqcoe7G248400.2.p, Aqcoe7G248400.3.p, Aqcoe7G248400.1.p, Aqcoe7G248400.8.p, Aqcoe7G248400.6.p, Aqcoe7G248400.7.p, Aqcoe7G250300.1.p	Solyc01g008120.3.1, Solyc04g008610.3.1
OG0000822	Aqcoe0724s0001.1.p, Aqcoe1G209100.1.p	Solyc07g062130.3.1, Solyc10g007480.3.1
OG0000822	Aqcoe7G338100.1.p, Aqcoe7G338100.3.p, Aqcoe7G338100.5.p, Aqcoe7G338100.2.p, Aqcoe7G338100.6.p, Aqcoe7G338100.4.p	Solyc08g069110.3.1
OG0000823	Aqcoe5G033300.1.p	Solyc06g062830.3.1
OG0000823	Aqcoe7G121300.2.p, Aqcoe7G121300.1.p	Solyc07g041010.3.1
OG0000824	Aqcoe1G392900.1.p	Solyc10g019160.2.1, Solyc09g014990.3.1, Solyc05g055750.3.1, Solyc04g056360.3.1, Solyc06g066370.3.1
OG0000825	Aqcoe1G260000.5.p, Aqcoe1G260000.1.p, Aqcoe1G260000.6.p, Aqcoe1G260000.3.p, Aqcoe1G260000.2.p, Aqcoe1G260000.4.p	Solyc02g078020.3.1
OG0000826	Aqcoe5G472800.1.p	Solyc08g083400.3.1, Solyc08g013690.1.1, Solyc08g013700.1.1
OG0000826	Aqcoe1G437200.1.p	Solyc09g010230.2.1, Solyc10g083210.2.1
OG0000827	Aqcoe1G155900.1.p, Aqcoe1G155900.2.p	Solyc02g082190.3.1, Solyc12g070113.1.1, Solyc01g056850.3.1
OG0000828	Aqcoe5G272300.2.p, Aqcoe5G272300.1.p	Solyc11g013820.2.1, Solyc11g013830.2.1, Solyc06g065540.3.1
OG0000829	Aqcoe3G337600.1.p	Solyc03g116120.2.1, Solyc03g116130.2.1, Solyc01g081260.2.1, Solyc08g062570.1.1
OG0000835	Aqcoe1G049900.1.p, Aqcoe1G049900.2.p, Aqcoe2G054400.2.p, Aqcoe2G054400.1.p, Aqcoe2G054400.3.p	Solyc10g080950.2.1, Solyc10g078330.2.1
OG0000836	Aqcoe4G020800.1.p, Aqcoe7G306800.1.p, Aqcoe2G074200.1.p, Aqcoe2G310800.1.p, Aqcoe3G385400.1.p, Aqcoe3G385800.1.p	Solyc12g039070.2.1, Solyc03g114530.3.1, Solyc03g114560.2.1, Solyc03g114540.2.1, Solyc03g114550.2.1
OG0000837	Aqcoe2G346500.1.p, Aqcoe2G346300.1.p	Solyc09g065360.3.1
OG0000837	Aqcoe5G054500.1.p, Aqcoe2G346200.1.p, Aqcoe2G346400.1.p	Solyc09g082100.3.1, Solyc09g082110.3.1
OG0000838	Aqcoe4G025300.1.p, Aqcoe2G179100.1.p, Aqcoe2G179100.2.p	Solyc06g075790.3.1, Solyc09g010350.3.1
OG0000839	Aqcoe1G047400.1.p, Aqcoe2G048500.1.p	Solyc10g078390.2.1
OG0000839	Aqcoe6G151200.1.p	Solyc02g065070.3.1, Solyc02g090510.3.1
OG0000840	Aqcoe2G196200.1.p	Solyc11g039980.2.1
OG0000841	Aqcoe2G242200.1.p	Solyc02g061770.3.1, Solyc02g082960.3.1
OG0000841	Aqcoe6G193200.1.p	Solyc10g074380.2.1, Solyc10g068350.1.1, Solyc07g026990.1.1, Solyc10g074360.1.1, Solyc10g055780.1.1, Solyc10g074460.2.1, Solyc10g074440.2.1, Solyc10g074400.2.1, Solyc10g055820.2.1, Solyc10g055810.2.1, Solyc10g055800.2.1, Solyc02g082920.3.1, Solyc02g082930.3.1
OG0000842	Aqcoe2G076500.5.p, Aqcoe2G076500.2.p, Aqcoe2G076500.1.p, Aqcoe2G076500.4.p, Aqcoe2G076500.3.p, Aqcoe2G076500.7.p, Aqcoe2G076500.6.p	Solyc06g082480.3.1, Solyc09g018160.3.1
OG0000843	Aqcoe6G080600.1.p, Aqcoe6G080700.1.p	Solyc04g074450.1.1, Solyc04g074430.1.1, Solyc04g074440.1.1, Solyc04g074410.2.1
OG0000844	Aqcoe6G153300.2.p, Aqcoe6G153300.1.p	Solyc11g010560.2.1
OG0000845	Aqcoe5G127300.1.p	Solyc12g094410.2.1, Solyc02g083290.3.1
OG0000845	Aqcoe6G227000.1.p	Solyc10g055720.2.1, Solyc01g111880.3.1
OG0000846	Aqcoe1G371900.2.p, Aqcoe1G371900.1.p	Solyc09g018955.1.1, Solyc06g082840.3.1
OG0000846	Aqcoe6G034000.1.p	Solyc09g018960.3.1
OG0000847	Aqcoe6G211700.1.p	Solyc04g081550.3.1, Solyc01g111320.3.1, Solyc02g083790.3.1, Solyc03g033490.2.1
OG0000848	Aqcoe5G202600.2.p, Aqcoe5G202600.3.p, Aqcoe5G202600.1.p, Aqcoe4G015000.1.p, Aqcoe6G105300.1.p, Aqcoe6G105300.2.p	Solyc02g089980.3.1, Solyc02g065480.2.1
OG0000849	Aqcoe6G252200.1.p	Solyc12g036810.2.1, Solyc06g069130.3.1
OG0000849	Aqcoe7G034400.1.p, Aqcoe7G034400.2.p	Solyc08g081100.3.1, Solyc08g081120.3.1
OG0000850	Aqcoe5G173100.1.p	Solyc02g065170.3.1, Solyc02g090360.3.1
OG0000851	Aqcoe3G223800.2.p, Aqcoe3G223800.1.p, Aqcoe3G223800.3.p	Solyc08g076820.3.1
OG0000851	Aqcoe6G075100.1.p	Solyc11g010340.2.1, Solyc01g098720.3.1, Solyc04g074810.3.1
OG0000852	Aqcoe4G002400.3.p, Aqcoe4G002400.7.p, Aqcoe4G002400.4.p, Aqcoe4G002400.2.p, Aqcoe4G002400.5.p, Aqcoe4G002400.6.p, Aqcoe4G002400.1.p, Aqcoe5G147700.4.p, Aqcoe5G147700.1.p, Aqcoe5G147700.2.p, Aqcoe5G147700.3.p, Aqcoe4G002400.8.p, Aqcoe5G147700.5.p, Aqcoe4G046400.1.p	Solyc01g088720.3.1
OG0000853	Aqcoe1G425900.2.p, Aqcoe1G425900.1.p, Aqcoe1G426000.2.p, Aqcoe1G426000.1.p	Solyc06g076880.3.1
OG0000853	Aqcoe4G268800.1.p, Aqcoe4G268800.2.p	Solyc10g006650.3.1, Solyc02g079750.3.1, Solyc10g005430.3.1
OG0000854	Aqcoe4G195900.1.p	Solyc07g064670.3.1
OG0000854	Aqcoe1G232100.1.p, Aqcoe1G232100.2.p	Solyc07g052320.3.1, Solyc12g005880.2.1
OG0000855	Aqcoe4G268900.1.p, Aqcoe4G268900.2.p	Solyc07g063830.3.1, Solyc10g006640.3.1, Solyc03g031450.3.1, Solyc02g079760.3.1
OG0000856	Aqcoe7G290200.1.p, Aqcoe7G290200.2.p, Aqcoe7G290200.3.p	Solyc03g123980.3.1
OG0000857	Aqcoe7G369600.2.p, Aqcoe7G369600.1.p	Solyc07g007120.3.1, Solyc12g010410.2.1, Solyc08g041820.3.1
OG0000858	Aqcoe7G404700.1.p, Aqcoe7G404700.2.p, Aqcoe7G404700.3.p	Solyc11g067040.2.1, Solyc11g067030.1.1
OG0000859	Aqcoe7G388100.2.p, Aqcoe7G388100.1.p, Aqcoe1G164700.1.p	Solyc06g068090.3.1, Solyc03g116620.3.1
OG0000859	Aqcoe1G164800.1.p	Solyc08g066790.3.1, Solyc08g066800.3.1, Solyc12g011170.2.1
OG0000860	Aqcoe7G222300.4.p, Aqcoe7G222300.10.p, Aqcoe7G222300.6.p, Aqcoe7G222300.7.p, Aqcoe7G222300.12.p, Aqcoe7G222300.5.p, Aqcoe7G222300.8.p, Aqcoe7G222300.13.p, Aqcoe7G222300.3.p, Aqcoe7G222300.9.p, Aqcoe7G222300.11.p, Aqcoe7G222300.2.p, Aqcoe7G222300.1.p	Solyc12g096460.2.1
OG0000861	Aqcoe7G014800.1.p	Solyc08g082110.3.1, Solyc08g008280.3.1, Solyc08g008277.1.1, Solyc03g007380.2.1, Solyc01g095630.3.1, Solyc10g009550.3.1
OG0000862	Aqcoe7G377300.2.p, Aqcoe7G377300.1.p, Aqcoe7G377300.3.p, Aqcoe5G375500.1.p	Solyc02g081960.3.1, Solyc04g005690.3.1
OG0000863	Aqcoe1G095700.2.p, Aqcoe1G095700.3.p, Aqcoe1G095700.1.p, Aqcoe1G095800.1.p	Solyc09g011360.3.1
OG0000864	Aqcoe1G387800.1.p, Aqcoe1G387800.2.p	Solyc07g047780.3.1, Solyc05g054180.3.1
OG0000865	Aqcoe1G185500.2.p, Aqcoe1G185500.3.p, Aqcoe1G185500.1.p	Solyc07g043610.3.1, Solyc07g043620.3.1, Solyc00g188857.1.1
OG0000866	Aqcoe1G353700.2.p, Aqcoe1G353700.1.p	Solyc03g116850.3.1, Solyc12g010010.2.1, Solyc07g005590.3.1
OG0000867	Aqcoe5G326100.3.p, Aqcoe5G326100.1.p, Aqcoe5G326100.2.p, Aqcoe5G326100.4.p	Solyc06g068855.1.1, Solyc06g068850.3.1
OG0000867	Aqcoe5G075100.1.p	Solyc06g008850.3.1, Solyc09g074380.3.1
OG0000868	Aqcoe5G303000.2.p, Aqcoe5G303000.1.p, Aqcoe5G303000.3.p, Aqcoe5G303000.4.p	Solyc10g054930.2.1, Solyc11g016940.2.1
OG0000869	Aqcoe3G437600.1.p	Solyc11g008800.2.1
OG0000869	Aqcoe3G008400.1.p	Solyc12g096660.2.1, Solyc12g019070.1.1, Solyc12g019080.2.1, Solyc08g014580.3.1
OG0000870	Aqcoe3G342600.1.p	Solyc02g088070.3.1, Solyc02g067230.3.1, Solyc03g115940.3.1, Solyc06g069760.3.1, Solyc05g007880.3.1
OG0000871	Aqcoe3G304200.1.p, Aqcoe3G304200.2.p, Aqcoe3G304200.4.p, Aqcoe3G304200.3.p	Solyc01g008060.3.1, Solyc05g006090.3.1, Solyc05g006100.3.1, Solyc04g005010.3.1, Solyc02g087140.3.1, Solyc02g087130.3.1
OG0000872	Aqcoe3G378300.1.p, Aqcoe3G068000.2.p, Aqcoe3G068000.1.p	Solyc03g114730.3.1, Solyc12g038670.2.1, Solyc06g069380.3.1
OG0000878	Aqcoe2G042200.1.p, Aqcoe1G043100.1.p	Solyc11g064880.2.1, Solyc01g008770.3.1
OG0000878	Aqcoe7G258000.3.p, Aqcoe7G258000.1.p, Aqcoe7G258000.2.p	Solyc04g076140.3.1
OG0000879	Aqcoe2G169200.2.p, Aqcoe2G169200.1.p, Aqcoe2G169200.3.p, Aqcoe4G092400.1.p, Aqcoe5G192600.1.p, Aqcoe5G194800.1.p	Solyc04g009530.3.1
OG0000880	Aqcoe2G326700.1.p, Aqcoe2G329900.1.p, Aqcoe1G484700.1.p, Aqcoe1G488700.1.p, Aqcoe1G474300.1.p, Aqcoe1G488900.1.p	Solyc12g038140.1.1, Solyc12g038130.1.1, Solyc12g020130.1.1
OG0000880	Aqcoe4G257800.1.p	Solyc08g060960.1.1
OG0000881	Aqcoe3G283300.1.p, Aqcoe3G125700.1.p	Solyc05g005230.3.1
OG0000882	Aqcoe2G429100.2.p, Aqcoe2G429100.1.p	Solyc09g098490.3.1, Solyc12g098740.2.1
OG0000883	Aqcoe3G208900.2.p, Aqcoe3G208900.1.p	Solyc01g081070.3.1
OG0000883	Aqcoe2G428000.1.p	Solyc05g053830.3.1, Solyc09g092680.3.1
OG0000884	Aqcoe2G162900.1.p	Solyc01g105320.3.1, Solyc01g105300.3.1, Solyc01g105310.3.1
OG0000884	Aqcoe3G258500.1.p, Aqcoe3G258500.2.p	Solyc03g094160.3.1, Solyc05g052130.3.1, Solyc01g088710.3.1
OG0000885	Aqcoe2G301200.1.p	Solyc01g066980.3.1, Solyc12g099610.1.1, Solyc01g066970.2.1, Solyc01g066950.1.1
OG0000886	Aqcoe6G120800.2.p, Aqcoe6G120800.1.p, Aqcoe5G190500.2.p, Aqcoe5G190500.1.p, Aqcoe5G190500.4.p, Aqcoe5G190500.3.p	Solyc10g078180.2.1
OG0000887	Aqcoe7G008700.3.p, Aqcoe7G008700.1.p, Aqcoe7G008700.2.p	Solyc03g083250.3.1
OG0000887	Aqcoe6G002600.1.p, Aqcoe6G002600.2.p	Solyc06g063410.3.1
OG0000888	Aqcoe7G133500.2.p	Solyc12g095960.2.1
