Orthogroup	A_coerulea.proteins	A_thaliana.proteins
OG0001313	Aqcoe1G079200.2.p, Aqcoe1G079200.1.p, Aqcoe1G079100.1.p	AT3G11680.2, AT3G11680.1, AT2G27240.2, AT2G27240.1, AT1G08440.1, AT1G08430.1
OG0001314	Aqcoe1G494000.1.p	AT5G45410.1, AT5G45410.2, AT5G45410.4, AT5G45410.5, AT5G45410.3, AT4G25030.1, AT4G25030.2
OG0001315	Aqcoe1G095000.2.p, Aqcoe1G095000.1.p	AT1G16560.9, AT1G16560.2, AT1G16560.3, AT1G16560.5, AT1G16560.8, AT1G16560.1, AT1G16560.6, AT1G16560.7
OG0001316	Aqcoe1G478100.1.p	AT2G28630.2, AT2G28630.1, AT1G07720.1, AT1G07720.2, AT5G04530.1
OG0001317	Aqcoe1G337200.1.p	AT2G32950.2, AT2G32950.1
OG0001318	Aqcoe1G082100.1.p	AT5G22200.1, AT3G44220.1, AT4G09590.1, AT2G35970.1, AT2G35960.1, AT3G52470.1, AT5G05657.1, AT5G06330.1, AT3G11660.1
OG0001319	Aqcoe1G033000.1.p, Aqcoe1G033000.3.p, Aqcoe1G033000.2.p	AT3G52120.4, AT3G52120.2, AT3G52120.3, AT3G52120.1
OG0001320	Aqcoe5G392900.1.p, Aqcoe5G393000.1.p	AT3G13050.1, AT3G13050.2, AT3G13050.3, AT3G13050.4
OG0001321	Aqcoe5G138300.1.p	AT2G23290.1, AT4G37260.1, AT5G67300.1, AT3G50060.1
OG0001322	Aqcoe5G062800.2.p, Aqcoe5G062800.1.p	AT3G06190.3, AT3G06190.4, AT3G06190.2, AT3G06190.5, AT3G06190.1, AT5G19000.1, AT5G19000.2, AT5G19000.3
OG0001323	Aqcoe5G110900.1.p, Aqcoe5G110900.3.p, Aqcoe5G110900.2.p, Aqcoe5G110900.4.p, Aqcoe5G427100.1.p	AT4G25440.2, AT4G25440.3, AT4G25440.1, AT5G51980.2, AT5G51980.1
OG0001324	Aqcoe5G184600.5.p, Aqcoe5G184600.1.p, Aqcoe5G184600.4.p, Aqcoe5G184600.3.p, Aqcoe5G184600.2.p	AT2G21455.1, AT2G21450.2, AT2G21450.1, AT2G21450.3, AT2G16390.2, AT2G16390.1
OG0001325	Aqcoe5G007900.1.p, Aqcoe5G007900.4.p, Aqcoe5G007900.7.p, Aqcoe5G007900.6.p, Aqcoe5G007900.5.p, Aqcoe5G007900.3.p, Aqcoe5G007900.2.p	AT2G32700.3, AT2G32700.2, AT2G32700.1, AT2G32700.7, AT2G32700.5, AT2G32700.4, AT2G32700.6
OG0001326	Aqcoe3G069500.1.p	AT1G73880.1
OG0001326	Aqcoe3G108500.1.p, Aqcoe3G069100.1.p	AT1G51210.1, AT5G03490.1
OG0001327	Aqcoe3G232200.1.p	AT4G10210.1, AT4G23080.1, AT4G10220.1, AT4G15056.1, AT4G15053.1, AT4G15050.1, AT1G10190.1, AT5G37520.1, AT2G24950.1
OG0001328	Aqcoe3G408700.4.p, Aqcoe3G408700.1.p, Aqcoe3G408700.2.p, Aqcoe3G408700.5.p, Aqcoe3G408700.3.p, Aqcoe3G408700.6.p	AT1G24625.1, AT1G66140.1
OG0001329	Aqcoe3G167600.1.p	AT5G16840.1, AT5G16840.3, AT5G16840.2, AT4G17720.1, AT5G46870.2, AT5G46870.1
OG0001335	Aqcoe2G281600.1.p	AT3G16870.1, AT4G16141.1
OG0001335	Aqcoe3G017500.1.p, Aqcoe4G069700.1.p	AT5G49300.1, AT3G06740.1
OG0001336	Aqcoe2G368400.1.p	AT5G43540.1
OG0001336	Aqcoe1G101600.1.p, Aqcoe2G231100.1.p	AT3G09290.1, AT3G53820.1
OG0001337	Aqcoe1G488600.1.p, Aqcoe2G131200.1.p, Aqcoe2G131400.1.p	AT3G45710.1, AT3G45700.1, AT3G45690.1, AT3G45680.1, AT3G45720.1, AT3G45660.1, AT3G45660.3, AT3G45660.2, AT3G45650.2, AT3G45650.1
OG0001339	Aqcoe2G276800.1.p, Aqcoe2G202300.1.p	AT1G09180.1, AT1G56330.1, AT3G62560.1, AT4G02080.1
OG0001340	Aqcoe2G065700.3.p, Aqcoe2G065700.1.p, Aqcoe2G065700.2.p, Aqcoe2G065400.1.p	AT3G03780.1, AT3G03780.2, AT3G03780.3, AT5G17920.2, AT5G17920.1
OG0001340	Aqcoe3G089200.1.p	AT5G20980.2, AT5G20980.1
OG0001341	Aqcoe2G363700.1.p, Aqcoe2G363100.1.p, Aqcoe2G363100.2.p	AT2G30590.1, AT5G28650.1, AT3G04670.1, AT3G04670.2
OG0001342	Aqcoe5G471500.1.p, Aqcoe2G106900.2.p, Aqcoe2G106900.1.p	AT5G24510.1, AT5G47700.2, AT5G47700.1, AT4G00810.1, AT4G00810.2, AT1G01100.1, AT1G01100.4, AT1G01100.2, AT1G01100.3
OG0001343	Aqcoe5G055700.1.p, Aqcoe2G345000.1.p	AT3G04910.1, AT3G04910.3, AT3G04910.2, AT5G28080.2, AT5G28080.8, AT5G28080.5, AT5G28080.6, AT5G28080.1, AT5G28080.7, AT5G28080.4, AT5G28080.3
OG0001344	Aqcoe2G172700.1.p, Aqcoe1G478700.1.p, Aqcoe1G478700.2.p, Aqcoe1G478700.3.p	AT2G37370.4, AT2G37370.2, AT2G37370.3, AT2G37370.1, AT5G13560.1
OG0001345	Aqcoe2G091400.2.p, Aqcoe2G091400.4.p, Aqcoe2G091400.3.p, Aqcoe2G091400.1.p, Aqcoe1G417500.1.p	AT5G05570.1, AT5G05570.2
OG0001346	Aqcoe2G299500.1.p	AT3G05620.1
OG0001346	Aqcoe7G442200.1.p, Aqcoe7G101300.1.p	AT4G33220.2, AT4G33220.1, AT3G43270.1
OG0001348	Aqcoe2G084500.1.p	AT5G01600.1
OG0001348	Aqcoe1G151900.1.p, Aqcoe4G080100.1.p, Aqcoe1G315900.1.p	AT2G40300.1, AT3G56090.1, AT3G11050.1
OG0001349	Aqcoe5G023100.1.p, Aqcoe5G023100.2.p, Aqcoe5G023100.3.p, Aqcoe2G378100.2.p, Aqcoe2G378100.1.p, Aqcoe2G378100.3.p	AT1G54450.1, AT5G28850.2, AT5G28900.1, AT5G28850.1, AT1G03960.5, AT5G44090.1
OG0001350	Aqcoe2G389500.2.p, Aqcoe1G265200.1.p, Aqcoe2G389500.1.p	AT3G24715.3, AT3G24715.1, AT3G24715.2, AT1G04700.1, AT1G04700.3, AT1G04700.2
OG0001351	Aqcoe2G205900.6.p, Aqcoe2G205900.1.p, Aqcoe2G205900.4.p, Aqcoe2G205900.3.p, Aqcoe2G205900.5.p, Aqcoe2G205900.2.p	AT1G08125.2, AT1G08125.3, AT1G08125.4, AT1G08125.1
OG0001352	Aqcoe2G339500.1.p	AT5G13060.1, AT5G19330.2, AT5G19330.1
OG0001353	Aqcoe1G117900.1.p	AT5G22840.1, AT3G44850.1
OG0001354	Aqcoe2G021200.2.p, Aqcoe2G021200.1.p	AT2G41880.1, AT2G41880.7, AT2G41880.5, AT2G41880.3, AT2G41880.2, AT2G41880.9, AT2G41880.4, AT2G41880.6, AT2G41880.8, AT3G57550.3, AT3G57550.1, AT3G57550.2
OG0001355	Aqcoe3G118600.1.p, Aqcoe6G103100.1.p	AT3G50390.1, AT1G47610.1, AT2G26490.1, AT4G34380.1, AT3G18950.1, AT1G49450.1
OG0001356	Aqcoe6G158800.1.p, Aqcoe6G158900.1.p, Aqcoe3G161000.1.p	AT1G32583.2, AT1G32583.1
OG0001356	Aqcoe5G346200.1.p	AT4G24972.1
OG0001358	Aqcoe1G178300.1.p	AT2G30860.2, AT2G30860.1, AT2G30870.1
OG0001358	Aqcoe3G425900.1.p	AT3G03190.1, AT5G17220.1
OG0001359	Aqcoe5G238700.3.p, Aqcoe5G238700.2.p, Aqcoe5G238700.4.p, Aqcoe5G238700.1.p	AT1G77130.1
OG0001359	Aqcoe6G027900.2.p, Aqcoe6G027900.4.p, Aqcoe6G027900.3.p, Aqcoe6G027900.1.p	AT3G18660.1, AT3G18660.3, AT3G18660.2
OG0001360	Aqcoe6G075200.1.p	AT1G72220.1, AT5G10380.1, AT4G33565.1
OG0001362	Aqcoe5G202000.2.p, Aqcoe5G202000.1.p, Aqcoe6G107900.1.p, Aqcoe6G107900.2.p	AT4G36870.4, AT4G36870.3, AT4G36870.2, AT4G36870.1, AT2G23760.2, AT2G23760.4, AT2G23760.3, AT2G23760.1
OG0001363	Aqcoe6G086400.1.p, Aqcoe6G086400.3.p, Aqcoe6G086400.2.p, Aqcoe5G220600.4.p, Aqcoe5G220600.1.p, Aqcoe5G220600.2.p, Aqcoe5G220600.3.p	AT5G64200.1, AT5G64200.2
OG0001364	Aqcoe7G016300.1.p, Aqcoe7G016400.1.p, Aqcoe5G446900.1.p	AT5G41761.1
OG0001364	Aqcoe3G177200.1.p, Aqcoe1G099800.1.p	AT3G55570.1
OG0001364	Aqcoe4G312900.1.p	AT5G55620.1, AT3G09950.1
OG0001365	Aqcoe4G078600.1.p	AT5G44180.2, AT5G44180.3, AT5G44180.1, AT1G28420.1
OG0001367	Aqcoe4G045200.1.p, Aqcoe5G420100.1.p, Aqcoe5G420100.2.p, Aqcoe5G419600.3.p, Aqcoe0112s0001.1.p, Aqcoe7G078700.2.p, Aqcoe7G078700.1.p	AT1G12240.1, AT1G62660.4, AT1G62660.3, AT1G62660.2, AT1G62660.1
OG0001368	Aqcoe3G079500.1.p, Aqcoe4G191700.1.p, Aqcoe4G192800.1.p	AT1G67230.1
OG0001370	Aqcoe1G228600.1.p	AT1G78850.1, AT1G78860.1, AT1G16905.1
OG0001370	Aqcoe1G225800.1.p, Aqcoe1G225700.1.p, Aqcoe1G270800.1.p, Aqcoe1G225900.1.p, Aqcoe4G057300.1.p, Aqcoe4G057400.1.p	AT1G78830.1, AT1G78820.1
OG0001371	Aqcoe7G102000.4.p, Aqcoe7G102000.3.p, Aqcoe7G102000.2.p, Aqcoe7G102000.5.p, Aqcoe7G102000.6.p, Aqcoe7G102000.1.p	AT3G14270.1, AT3G14270.2
OG0001372	Aqcoe7G145100.1.p	AT5G56610.2, AT5G56610.1
OG0001372	Aqcoe3G271200.1.p	AT2G35680.1
OG0001373	Aqcoe1G127900.1.p	AT5G22920.1, AT5G22920.2
OG0001373	Aqcoe7G395200.2.p, Aqcoe7G395200.4.p, Aqcoe7G395200.3.p, Aqcoe7G395200.1.p	AT5G25560.4, AT5G25560.3, AT5G25560.6, AT5G25560.1, AT5G25560.5, AT5G25560.2
OG0001375	Aqcoe7G078200.1.p, Aqcoe7G078200.2.p	AT1G62700.2, AT1G62700.1, AT1G12260.1, AT1G12260.2
OG0001376	Aqcoe3G024600.1.p	AT1G47980.1
OG0001376	Aqcoe5G084300.1.p	AT3G62730.2, AT3G62730.1
OG0001377	Aqcoe7G376400.1.p	AT1G15690.1, AT1G15690.2
OG0001378	Aqcoe1G449900.1.p	AT3G52790.1
OG0001379	Aqcoe7G108600.1.p	AT3G14100.1, AT1G17370.1, AT1G17370.2
OG0001380	Aqcoe7G318800.1.p, Aqcoe7G318800.2.p, Aqcoe7G318800.3.p	AT3G02920.2, AT3G02920.3, AT3G02920.1, AT2G24490.2, AT2G24490.1
OG0001381	Aqcoe7G143900.1.p	AT5G11700.1, AT5G11700.2, AT4G32920.3, AT4G32920.1, AT4G32920.2
OG0001382	Aqcoe3G353800.1.p	AT1G13950.1, AT1G69410.1
OG0001383	Aqcoe7G287900.1.p	AT5G07610.1
OG0001384	Aqcoe7G051100.2.p, Aqcoe7G051100.1.p	AT1G12570.1, AT5G51950.2, AT5G51950.3, AT5G51950.1, AT3G56060.1
OG0001385	Aqcoe1G207500.1.p	AT1G02205.3, AT1G02205.1, AT1G02205.5, AT1G02205.4, AT1G02205.2
OG0001386	Aqcoe1G010800.2.p, Aqcoe1G010800.1.p	AT2G26980.4, AT2G26980.3
OG0001387	Aqcoe1G056000.1.p	AT5G19820.1
OG0001388	Aqcoe1G280600.1.p, Aqcoe1G280600.2.p	AT1G11650.1, AT1G11650.2, AT4G27000.1
OG0001389	Aqcoe1G141400.2.p, Aqcoe1G141400.1.p, Aqcoe1G141400.3.p	AT2G28260.1, AT2G28260.2
OG0001390	Aqcoe1G085000.1.p, Aqcoe1G085000.2.p	AT3G46980.1, AT3G46980.3, AT3G46980.4, AT3G46980.7, AT3G46980.5, AT3G46980.8, AT3G46980.2, AT3G46980.6
OG0001390	Aqcoe1G085100.1.p	AT2G38060.2, AT2G38060.1
OG0001391	Aqcoe5G328000.1.p, Aqcoe5G328200.1.p, Aqcoe5G328100.2.p, Aqcoe5G328100.1.p, Aqcoe5G328300.1.p	AT1G01630.1
OG0001392	Aqcoe5G459700.1.p	AT1G64480.1, AT1G64480.2, AT1G64480.4, AT1G64480.3
OG0001392	Aqcoe5G464300.2.p, Aqcoe5G464300.1.p	AT5G24270.1, AT5G24270.4, AT5G24270.2, AT5G24270.5, AT5G24270.3
OG0001394	Aqcoe5G249200.2.p, Aqcoe5G249200.1.p	AT1G76900.1, AT1G76900.2, AT1G76900.3, AT1G25280.1
OG0001395	Aqcoe5G383100.2.p, Aqcoe5G383100.1.p, Aqcoe5G383100.3.p, Aqcoe5G383100.4.p, Aqcoe5G383100.5.p	AT4G24790.3, AT4G24790.2, AT4G24790.5, AT4G24790.1, AT4G24790.4
OG0001396	Aqcoe3G198200.1.p, Aqcoe5G353100.4.p, Aqcoe5G353100.3.p, Aqcoe5G353100.5.p, Aqcoe5G353100.1.p, Aqcoe5G353100.2.p	AT1G67310.1
OG0001397	Aqcoe3G390300.1.p, Aqcoe3G390300.3.p, Aqcoe3G390300.2.p	AT3G02410.2, AT3G02410.3, AT3G02410.1, AT5G15860.2, AT5G15860.1
OG0001397	Aqcoe3G054300.2.p, Aqcoe3G054300.1.p	AT1G26120.1
OG0001398	Aqcoe3G134300.1.p, Aqcoe3G134200.1.p, Aqcoe3G435900.1.p	AT5G16370.1, AT5G16340.1, AT1G75960.1, AT1G21540.1, AT1G21530.1, AT1G21530.2, AT1G77240.1
OG0001399	Aqcoe3G387000.1.p, Aqcoe3G386900.1.p	AT1G13470.1, AT1G13520.1, AT1G13480.1, AT1G13530.1, AT1G13490.1, AT1G13490.2, AT1G13500.1, AT1G13550.1, AT1G13540.1, AT1G13510.1, AT1G61600.1
OG0001400	Aqcoe3G114300.1.p, Aqcoe3G299000.1.p	AT1G70300.1
OG0001400	Aqcoe3G114300.2.p	AT5G14880.1
OG0001401	Aqcoe3G245500.1.p	AT2G44710.4, AT2G44710.1, AT2G44710.2, AT2G44710.3
OG0001402	Aqcoe3G075600.1.p	AT3G02470.3, AT3G02470.1, AT3G02470.4, AT5G15950.2, AT5G15950.1, AT3G25570.1, AT3G25570.2
OG0001403	Aqcoe3G020600.2.p, Aqcoe3G020600.1.p	AT5G38070.1, AT2G01275.4, AT2G01275.2, AT2G01275.1, AT2G01275.5, AT2G01275.3
OG0001404	Aqcoe3G120300.1.p	AT3G27960.2, AT3G27960.3, AT3G27960.1, AT1G27500.2, AT1G27500.1
OG0001406	Aqcoe3G315800.1.p, Aqcoe3G315800.3.p, Aqcoe3G315800.2.p	AT5G62610.2, AT5G62610.1, AT1G59640.2, AT1G59640.1
OG0001419	Aqcoe4G243000.1.p, Aqcoe5G057100.1.p	AT4G02780.1
OG0001420	Aqcoe1G110200.1.p, Aqcoe2G155400.1.p, Aqcoe2G156300.1.p, Aqcoe2G156300.2.p, Aqcoe6G304700.1.p, Aqcoe5G222400.1.p, Aqcoe2G155200.1.p, Aqcoe2G154200.1.p, Aqcoe2G154200.3.p, Aqcoe2G154200.2.p	AT3G29375.3, AT3G29375.1, AT3G29375.2
OG0001420	Aqcoe6G160900.1.p, Aqcoe3G431800.1.p, Aqcoe2G149000.1.p, Aqcoe4G177200.1.p, Aqcoe1G110100.1.p	AT2G16490.1
OG0001421	Aqcoe7G291200.1.p, Aqcoe1G368800.1.p, Aqcoe7G434800.1.p, Aqcoe6G322200.1.p, Aqcoe3G094400.1.p, Aqcoe6G272700.1.p, Aqcoe7G237300.1.p, Aqcoe4G193100.1.p, Aqcoe6G256500.1.p, Aqcoe5G272000.1.p, Aqcoe2G116300.1.p, Aqcoe7G047900.1.p, Aqcoe4G106900.1.p, Aqcoe2G073900.1.p, Aqcoe6G033000.1.p, Aqcoe4G208600.1.p, Aqcoe7G326800.1.p, Aqcoe6G211000.1.p, Aqcoe2G136500.1.p, Aqcoe5G286800.1.p, Aqcoe0315s0001.1.p	AT1G44941.1
OG0001421	Aqcoe6G265400.1.p	AT5G11565.1, AT2G11035.1, AT5G28615.1, AT4G04650.1, AT1G43730.1, AT5G16486.1, AT5G18880.1, AT5G59060.1, AT1G34440.1, AT3G25727.1, AT2G02520.1, AT4G05095.1, AT3G27590.1, AT1G33710.1, AT3G25720.1, AT4G10613.1, AT1G60720.1, AT2G19146.1, AT1G50080.1
OG0001422	Aqcoe1G104600.3.p, Aqcoe1G104600.4.p, Aqcoe1G104600.2.p, Aqcoe1G104600.1.p, Aqcoe1G104600.5.p, Aqcoe2G226200.1.p	AT3G46640.3, AT3G46640.2, AT3G46640.1, AT5G59570.2, AT5G59570.1
OG0001423	Aqcoe2G422500.4.p, Aqcoe2G422500.3.p, Aqcoe2G422500.2.p, Aqcoe2G422500.1.p	AT3G25420.1, AT4G12910.2, AT4G12910.1
OG0001424	Aqcoe2G432000.1.p	AT3G59360.1, AT3G59360.2, AT2G43240.1
OG0001425	Aqcoe1G004300.1.p	AT2G31940.1
OG0001426	Aqcoe2G088200.1.p	AT3G11130.1, AT3G08530.1
OG0001427	Aqcoe1G220600.1.p, Aqcoe1G220900.2.p, Aqcoe2G132400.2.p, Aqcoe2G132400.1.p, Aqcoe1G220900.1.p, Aqcoe3G288600.1.p	AT4G18730.1, AT3G58700.1, AT5G45775.2, AT2G42740.1, AT5G45775.1
OG0001428	Aqcoe2G331600.1.p	AT5G19040.2, AT5G19040.1, AT5G19040.3, AT3G23630.1
OG0001430	Aqcoe2G028500.1.p	AT1G14860.1, AT2G01670.1, AT1G73540.1, AT1G18300.1
OG0001431	Aqcoe1G084300.1.p, Aqcoe1G084300.2.p, Aqcoe1G084300.3.p	AT3G09070.1, AT5G01170.1, AT2G38070.1
OG0001432	Aqcoe2G021100.1.p	AT3G07970.1
OG0001432	Aqcoe5G448100.1.p	AT2G41850.1
OG0001433	Aqcoe1G191200.1.p, Aqcoe1G190700.1.p	AT5G46230.1
OG0001433	Aqcoe2G266000.1.p	AT5G49600.1
OG0001434	Aqcoe2G018900.2.p, Aqcoe2G018900.1.p	AT5G23010.2, AT5G23010.1, AT5G23010.3, AT5G23020.1
OG0001434	Aqcoe7G012900.2.p, Aqcoe7G012900.1.p	AT1G18500.1, AT1G74040.3, AT1G74040.2, AT1G74040.1
OG0001435	Aqcoe2G220000.1.p	AT2G28950.1
OG0001435	Aqcoe1G125800.1.p	AT2G37640.2, AT2G37640.1, AT5G02260.1
OG0001437	Aqcoe2G327500.1.p, Aqcoe2G327500.2.p	AT4G14290.1, AT4G14290.4, AT4G14290.3, AT4G14290.5, AT4G14290.2, AT3G23540.3, AT3G23540.2, AT3G23540.1
OG0001438	Aqcoe2G422800.1.p	AT1G05840.1
OG0001438	Aqcoe7G223800.1.p	AT3G02740.2, AT3G02740.1, AT5G36260.1
OG0001439	Aqcoe7G390800.1.p, Aqcoe6G171700.1.p, Aqcoe7G275400.1.p	AT1G29250.1, AT2G34160.1
OG0001439	Aqcoe5G037700.1.p	AT3G04620.1
OG0001440	Aqcoe6G269200.1.p, Aqcoe6G269200.3.p, Aqcoe6G269200.2.p, Aqcoe6G269100.2.p, Aqcoe6G269100.1.p, Aqcoe1G124400.2.p, Aqcoe1G124400.1.p, Aqcoe4G243400.1.p, Aqcoe4G217500.1.p	AT1G15125.1, AT1G15125.2
OG0001440	Aqcoe4G295400.1.p	AT1G68040.1
OG0001441	Aqcoe6G087800.2.p, Aqcoe6G087800.1.p	AT4G39860.4, AT4G39860.3, AT4G39860.1, AT4G39860.2, AT1G78150.2, AT1G78150.3, AT1G78150.1
OG0001442	Aqcoe6G112300.3.p, Aqcoe6G112300.2.p, Aqcoe6G112300.1.p	AT4G16580.1
OG0001442	Aqcoe5G197300.1.p	AT5G66720.2, AT5G66720.1
OG0001443	Aqcoe6G066900.1.p, Aqcoe6G066900.2.p	AT5G10570.1, AT5G65640.2, AT5G65640.1
OG0001444	Aqcoe6G141300.1.p, Aqcoe6G141400.3.p, Aqcoe6G141400.2.p	AT4G25000.1
OG0001445	Aqcoe0017s0002.1.p	AT2G38630.2, AT2G38630.3, AT2G38630.1, AT3G54190.1
OG0001446	Aqcoe4G302300.2.p, Aqcoe4G302300.1.p, Aqcoe1G378700.1.p	AT3G07650.1, AT3G07650.3, AT3G07650.2, AT3G07650.4, AT5G48250.1
OG0001447	Aqcoe1G293900.1.p	AT1G62262.1, AT1G62280.1
OG0001448	Aqcoe4G261300.1.p, Aqcoe4G261100.1.p	AT5G54110.1, AT5G54110.2, AT4G21450.1
OG0001449	Aqcoe1G443500.1.p, Aqcoe4G194200.1.p	AT2G16360.1, AT4G34555.1, AT4G39200.1, AT2G21580.1
OG0001449	Aqcoe5G232500.1.p	AT2G21580.2, AT4G39200.2
OG0001450	Aqcoe4G043800.1.p	AT4G18610.1, AT1G16910.1, AT1G78815.1, AT2G42610.2, AT2G42610.1
OG0001451	Aqcoe5G297600.1.p, Aqcoe5G297600.11.p, Aqcoe5G297600.7.p, Aqcoe5G297600.6.p, Aqcoe5G297600.9.p, Aqcoe5G297600.5.p, Aqcoe5G297600.4.p, Aqcoe5G297600.2.p, Aqcoe5G297600.8.p, Aqcoe5G297600.12.p, Aqcoe5G297600.10.p, Aqcoe5G297600.3.p, Aqcoe0335s0001.2.p, Aqcoe0009s0001.1.p, Aqcoe4G306100.1.p, Aqcoe0335s0001.1.p, Aqcoe0335s0001.3.p, Aqcoe0335s0001.4.p	AT3G17310.3, AT3G17310.1, AT3G17310.2
OG0001452	Aqcoe4G263700.1.p, Aqcoe4G263700.2.p	AT1G11390.1
OG0001453	Aqcoe1G374600.3.p, Aqcoe1G374600.1.p, Aqcoe1G374600.2.p, Aqcoe4G310900.1.p	AT4G26630.1, AT4G26630.2, AT5G55660.1
OG0001454	Aqcoe1G260600.1.p, Aqcoe4G096300.1.p	AT5G53830.1, AT3G15300.1, AT2G33780.1, AT1G28280.1, AT1G28280.2
OG0001455	Aqcoe4G285100.2.p, Aqcoe4G285100.1.p	AT1G04950.3, AT1G04950.2, AT1G04950.1, AT1G54360.6, AT1G54360.4, AT1G54360.2, AT1G54360.5, AT1G54360.3, AT1G54360.1
OG0001456	Aqcoe7G046200.1.p	AT3G61060.2, AT3G61060.1, AT1G63090.1, AT1G12710.2, AT1G12710.1
OG0001457	Aqcoe1G384600.1.p, Aqcoe1G384600.2.p, Aqcoe7G312300.1.p	AT4G27310.1, AT5G54470.1
OG0001458	Aqcoe7G145000.3.p, Aqcoe7G145000.5.p, Aqcoe7G145000.1.p, Aqcoe7G145000.2.p, Aqcoe7G145000.4.p	AT4G29230.3, AT4G29230.2, AT4G29230.1
OG0001459	Aqcoe7G386900.1.p	AT2G25480.1, AT2G25480.2, AT4G32330.2, AT4G32330.3, AT4G32330.1, AT4G32330.4
OG0001460	Aqcoe7G002500.1.p, Aqcoe7G002500.2.p	AT5G41940.1
OG0001460	Aqcoe5G462100.1.p	AT3G49350.1
OG0001461	Aqcoe7G030800.3.p, Aqcoe7G030800.1.p, Aqcoe7G030800.2.p	AT1G63690.1, AT1G63690.2, AT1G01650.1
OG0001462	Aqcoe7G020000.1.p	AT4G28000.1, AT4G28000.3, AT4G28000.2, AT5G52882.1, AT1G64110.1, AT1G64110.2, AT1G64110.4, AT1G64110.3, AT1G64110.5
OG0001463	Aqcoe7G052200.1.p	AT4G00240.3, AT4G00240.2, AT4G00240.1, AT2G42010.2, AT2G42010.1, AT4G11840.1, AT4G11840.2, AT4G11830.2, AT4G11830.4, AT4G11830.3, AT4G11830.1, AT4G11850.1
OG0001464	Aqcoe7G143500.1.p	AT5G39510.1, AT3G29100.3
OG0001464	Aqcoe3G350500.1.p	AT1G26670.1
OG0001465	Aqcoe3G248500.1.p, Aqcoe3G248500.4.p, Aqcoe3G248500.3.p, Aqcoe3G248500.2.p	AT5G47070.1
OG0001466	Aqcoe1G456300.1.p	AT2G36450.1
OG0001466	Aqcoe7G048900.1.p, Aqcoe5G426200.1.p	AT5G52020.1, AT1G12630.1
OG0001467	Aqcoe7G047200.2.p, Aqcoe7G047200.1.p	AT1G01820.1, AT3G61070.3, AT3G61070.1, AT3G61070.2, AT2G45740.2, AT2G45740.3, AT2G45740.1
OG0001468	Aqcoe1G446400.1.p	AT5G22450.3, AT5G22450.1, AT5G22450.2
OG0001469	Aqcoe1G390700.3.p, Aqcoe1G390700.1.p, Aqcoe1G390700.2.p	AT4G26640.3, AT4G26640.4, AT4G26640.6, AT4G26640.5, AT4G26640.2, AT4G26640.7, AT4G26640.1
OG0001470	Aqcoe1G450000.1.p	AT3G09930.2, AT3G09930.1, AT5G03610.1
OG0001471	Aqcoe1G170300.1.p, Aqcoe1G170200.1.p	AT4G19680.1, AT4G19680.2, AT4G19690.1, AT4G19690.2
OG0001471	Aqcoe1G186800.1.p	AT2G04032.1
OG0001472	Aqcoe1G205500.1.p, Aqcoe1G201900.1.p	AT1G78520.1, AT4G09466.1, AT4G09464.1, AT4G09467.1, AT4G09465.1, AT4G09462.1, AT4G09090.1, AT2G29735.1, AT5G53610.1, AT5G53600.1, AT5G63225.1, AT5G63230.1, AT2G43670.1, AT2G43660.2, AT2G43660.1, AT3G28250.1
OG0001473	Aqcoe1G140400.1.p	AT5G03280.1
OG0001474	Aqcoe5G129900.1.p	AT2G39720.2, AT2G39720.1, AT3G46620.1, AT5G59550.2, AT5G59550.1
OG0001475	Aqcoe5G030100.1.p	AT3G56070.2, AT3G56070.1
OG0001475	Aqcoe1G487300.2.p, Aqcoe1G487300.1.p	AT2G16600.1
OG0001476	Aqcoe1G142900.4.p, Aqcoe1G142900.1.p, Aqcoe1G142900.3.p, Aqcoe1G142900.2.p	AT5G17530.5, AT5G17530.6, AT5G17530.7, AT5G17530.2, AT5G17530.1, AT5G17530.3, AT5G17530.4, AT5G17522.1
OG0001477	Aqcoe1G166400.1.p	AT1G05320.6, AT1G05320.5, AT1G05320.1, AT1G05320.9, AT1G05320.2, AT1G05320.3, AT1G05320.8, AT1G05320.7, AT1G05320.4, AT2G32240.1
OG0001478	Aqcoe1G127700.1.p	AT3G26520.1, AT2G36830.1
OG0001478	Aqcoe1G472300.1.p	AT4G01470.1
OG0001479	Aqcoe1G278800.1.p	AT4G21820.2, AT4G21820.3, AT4G21820.1
OG0001480	Aqcoe1G048500.3.p, Aqcoe1G048500.2.p, Aqcoe1G048500.1.p	AT2G26800.5, AT2G26800.3, AT2G26800.4, AT2G26800.2, AT2G26800.1
OG0001481	Aqcoe1G017400.1.p	AT2G42190.3, AT2G42190.2, AT2G42190.1, AT3G57930.1, AT3G57930.2
OG0001482	Aqcoe1G070500.1.p, Aqcoe3G083100.1.p, Aqcoe1G070500.2.p, Aqcoe1G070500.3.p, Aqcoe3G083100.2.p, Aqcoe3G082100.1.p, Aqcoe5G239200.2.p, Aqcoe5G239200.1.p, Aqcoe5G239300.1.p	AT4G23660.4, AT4G23660.2, AT4G23660.5, AT4G23660.3, AT4G23660.1
OG0001483	Aqcoe3G119700.1.p, Aqcoe3G119700.2.p, Aqcoe1G199200.1.p	AT5G08440.2, AT5G08440.3, AT5G08440.1, AT5G23490.3, AT5G23490.2, AT5G23490.1, AT5G23490.4
OG0001484	Aqcoe1G009000.1.p	AT2G05900.1, AT5G04940.2, AT5G04940.1, AT1G73100.1
