Orthogroup	A_coerulea.proteins	L_sativa.proteins
OG0000840	Aqcoe2G200200.1.p, Aqcoe7G229000.1.p	Lsat_1_v5_gn_8_122301.1, Lsat_1_v5_gn_1_38700.1, Lsat_1_v5_gn_8_5900.1, Lsat_1_v5_gn_1_88060.1, Lsat_1_v5_gn_0_28780.1
OG0000841	Aqcoe6G193200.1.p	Lsat_1_v5_gn_8_111541.1
OG0000842	Aqcoe2G076500.5.p, Aqcoe2G076500.2.p, Aqcoe2G076500.1.p, Aqcoe2G076500.4.p, Aqcoe2G076500.3.p, Aqcoe2G076500.7.p, Aqcoe2G076500.6.p	Lsat_1_v5_gn_5_174841.1, Lsat_1_v5_gn_8_107961.1
OG0000843	Aqcoe6G080600.1.p, Aqcoe6G080700.1.p	Lsat_1_v5_gn_1_3720.1, Lsat_1_v5_gn_1_3701.1, Lsat_1_v5_gn_9_72620.1, Lsat_1_v5_gn_9_72620.3, Lsat_1_v5_gn_9_72400.1, Lsat_1_v5_gn_9_72480.1, Lsat_1_v5_gn_9_72460.1
OG0000844	Aqcoe6G153300.2.p, Aqcoe6G153300.1.p	Lsat_1_v5_gn_3_61481.1
OG0000845	Aqcoe5G127300.1.p	Lsat_1_v5_gn_0_740.3, Lsat_1_v5_gn_0_740.1, Lsat_1_v5_gn_3_70620.1, Lsat_1_v5_gn_3_70620.2
OG0000845	Aqcoe6G227000.1.p	Lsat_1_v5_gn_4_70101.1, Lsat_1_v5_gn_4_70101.3, Lsat_1_v5_gn_8_122461.1
OG0000846	Aqcoe6G034000.1.p	Lsat_1_v5_gn_5_175680.3, Lsat_1_v5_gn_5_175680.1, Lsat_1_v5_gn_9_15761.3, Lsat_1_v5_gn_9_15761.1, Lsat_1_v5_gn_9_15761.2, Lsat_1_v5_gn_8_98661.1, Lsat_1_v5_gn_4_103040.1
OG0000847	Aqcoe6G211700.1.p	Lsat_1_v5_gn_2_12460.3, Lsat_1_v5_gn_2_12460.1, Lsat_1_v5_gn_3_46220.1, Lsat_1_v5_gn_3_46220.3, Lsat_1_v5_gn_3_46220.2, Lsat_1_v5_gn_2_76000.1, Lsat_1_v5_gn_2_76000.2
OG0000848	Aqcoe5G202600.2.p, Aqcoe5G202600.3.p, Aqcoe5G202600.1.p, Aqcoe4G015000.1.p, Aqcoe6G105300.1.p, Aqcoe6G105300.2.p	Lsat_1_v5_gn_3_93700.2, Lsat_1_v5_gn_3_93700.1, Lsat_1_v5_gn_4_178521.1, Lsat_1_v5_gn_4_178521.3
OG0000849	Aqcoe7G034400.1.p, Aqcoe7G034400.2.p	Lsat_1_v5_gn_6_6561.3, Lsat_1_v5_gn_6_6561.1
OG0000850	Aqcoe6G096900.1.p, Aqcoe5G173000.1.p	Lsat_1_v5_gn_2_86880.1, Lsat_1_v5_gn_4_179360.1
OG0000850	Aqcoe5G173100.1.p	Lsat_1_v5_gn_4_168161.1, Lsat_1_v5_gn_4_168161.2
OG0000851	Aqcoe3G223800.2.p, Aqcoe3G223800.1.p, Aqcoe3G223800.3.p	Lsat_1_v5_gn_6_80380.1, Lsat_1_v5_gn_3_18641.2, Lsat_1_v5_gn_3_18641.1
OG0000851	Aqcoe6G075100.1.p	Lsat_1_v5_gn_6_106080.1, Lsat_1_v5_gn_6_106080.2, Lsat_1_v5_gn_9_74300.1
OG0000852	Aqcoe4G002400.3.p, Aqcoe4G002400.7.p, Aqcoe4G002400.4.p, Aqcoe4G002400.2.p, Aqcoe4G002400.5.p, Aqcoe4G002400.6.p, Aqcoe4G002400.1.p, Aqcoe5G147700.4.p, Aqcoe5G147700.1.p, Aqcoe5G147700.2.p, Aqcoe5G147700.3.p, Aqcoe4G002400.8.p, Aqcoe5G147700.5.p, Aqcoe4G046400.1.p	Lsat_1_v5_gn_1_126300.2, Lsat_1_v5_gn_1_126300.4, Lsat_1_v5_gn_1_126300.1, Lsat_1_v5_gn_1_126300.3
OG0000853	Aqcoe1G425900.2.p, Aqcoe1G425900.1.p, Aqcoe1G426000.2.p, Aqcoe1G426000.1.p	Lsat_1_v5_gn_8_71001.1
OG0000853	Aqcoe4G268800.1.p, Aqcoe4G268800.2.p	Lsat_1_v5_gn_5_5400.2
OG0000854	Aqcoe4G195900.1.p	Lsat_1_v5_gn_9_93381.3, Lsat_1_v5_gn_9_93381.1, Lsat_1_v5_gn_7_109881.1
OG0000854	Aqcoe1G232100.1.p, Aqcoe1G232100.2.p	Lsat_1_v5_gn_7_92260.1
OG0000855	Aqcoe4G268900.1.p, Aqcoe4G268900.2.p	Lsat_1_v5_gn_9_95320.1, Lsat_1_v5_gn_5_4821.1, Lsat_1_v5_gn_5_4821.2, Lsat_1_v5_gn_7_18640.1, Lsat_1_v5_gn_4_58400.1
OG0000856	Aqcoe7G290200.1.p, Aqcoe7G290200.2.p, Aqcoe7G290200.3.p	Lsat_1_v5_gn_7_56480.1, Lsat_1_v5_gn_7_56480.3, Lsat_1_v5_gn_8_69540.1, Lsat_1_v5_gn_8_69540.2
OG0000857	Aqcoe7G369600.2.p, Aqcoe7G369600.1.p	Lsat_1_v5_gn_8_63201.1, Lsat_1_v5_gn_6_20120.2, Lsat_1_v5_gn_6_20120.1, Lsat_1_v5_gn_6_115500.1, Lsat_1_v5_gn_6_115500.4
OG0000858	Aqcoe7G404700.1.p, Aqcoe7G404700.2.p, Aqcoe7G404700.3.p	Lsat_1_v5_gn_8_3640.1, Lsat_1_v5_gn_8_3640.2
OG0000859	Aqcoe7G388100.2.p, Aqcoe7G388100.1.p, Aqcoe1G164700.1.p	Lsat_1_v5_gn_4_90561.1, Lsat_1_v5_gn_5_132081.3, Lsat_1_v5_gn_5_132081.1, Lsat_1_v5_gn_1_33321.1
OG0000859	Aqcoe1G164800.1.p	Lsat_1_v5_gn_5_95800.1, Lsat_1_v5_gn_5_95680.1, Lsat_1_v5_gn_1_44721.1, Lsat_1_v5_gn_1_44721.2
OG0000860	Aqcoe7G222300.4.p, Aqcoe7G222300.10.p, Aqcoe7G222300.6.p, Aqcoe7G222300.7.p, Aqcoe7G222300.12.p, Aqcoe7G222300.5.p, Aqcoe7G222300.8.p, Aqcoe7G222300.13.p, Aqcoe7G222300.3.p, Aqcoe7G222300.9.p, Aqcoe7G222300.11.p, Aqcoe7G222300.2.p, Aqcoe7G222300.1.p	Lsat_1_v5_gn_5_56541.4, Lsat_1_v5_gn_5_56541.1
OG0000861	Aqcoe7G014800.1.p	Lsat_1_v5_gn_6_12161.1, Lsat_1_v5_gn_6_84341.2, Lsat_1_v5_gn_6_84341.1, Lsat_1_v5_gn_8_6060.1, Lsat_1_v5_gn_7_77361.2, Lsat_1_v5_gn_7_77361.1, Lsat_1_v5_gn_3_139241.1
OG0000862	Aqcoe7G377300.2.p, Aqcoe7G377300.1.p, Aqcoe7G377300.3.p, Aqcoe5G375500.1.p	Lsat_1_v5_gn_6_65541.1, Lsat_1_v5_gn_6_65541.2
OG0000863	Aqcoe1G095700.2.p, Aqcoe1G095700.3.p, Aqcoe1G095700.1.p, Aqcoe1G095800.1.p	Lsat_1_v5_gn_8_84961.1, Lsat_1_v5_gn_9_62761.2, Lsat_1_v5_gn_9_62761.1
OG0000864	Aqcoe1G387800.1.p, Aqcoe1G387800.2.p	Lsat_1_v5_gn_6_61640.3, Lsat_1_v5_gn_6_61640.1, Lsat_1_v5_gn_0_32421.1, Lsat_1_v5_gn_0_32421.3, Lsat_1_v5_gn_0_32421.2, Lsat_1_v5_gn_6_61640.2, Lsat_1_v5_gn_6_61640.4
OG0000865	Aqcoe1G185500.2.p, Aqcoe1G185500.3.p, Aqcoe1G185500.1.p	Lsat_1_v5_gn_7_27300.1, Lsat_1_v5_gn_7_27300.3, Lsat_1_v5_gn_7_27300.2
OG0000866	Aqcoe1G353700.2.p, Aqcoe1G353700.1.p	Lsat_1_v5_gn_5_91221.2, Lsat_1_v5_gn_5_91221.1, Lsat_1_v5_gn_5_91221.3, Lsat_1_v5_gn_7_49861.1, Lsat_1_v5_gn_7_49861.2, Lsat_1_v5_gn_8_63481.1, Lsat_1_v5_gn_8_63481.3
OG0000867	Aqcoe5G326100.3.p, Aqcoe5G326100.1.p, Aqcoe5G326100.2.p, Aqcoe5G326100.4.p	Lsat_1_v5_gn_1_30260.3
OG0000867	Aqcoe5G075100.1.p	Lsat_1_v5_gn_8_55141.1
OG0000868	Aqcoe5G303000.2.p, Aqcoe5G303000.1.p, Aqcoe5G303000.3.p, Aqcoe5G303000.4.p	Lsat_1_v5_gn_8_125980.1, Lsat_1_v5_gn_1_6701.2, Lsat_1_v5_gn_1_6701.1
OG0000869	Aqcoe3G437600.1.p	Lsat_1_v5_gn_2_108480.3, Lsat_1_v5_gn_2_108480.1
OG0000869	Aqcoe3G008400.1.p	Lsat_1_v5_gn_1_76961.1, Lsat_1_v5_gn_1_76961.2, Lsat_1_v5_gn_1_76961.3
OG0000870	Aqcoe3G342600.1.p	Lsat_1_v5_gn_2_88380.1, Lsat_1_v5_gn_2_88380.2, Lsat_1_v5_gn_1_14020.1, Lsat_1_v5_gn_1_14020.3, Lsat_1_v5_gn_4_108141.1, Lsat_1_v5_gn_5_19880.1, Lsat_1_v5_gn_8_51160.1
OG0000871	Aqcoe3G304200.1.p, Aqcoe3G304200.2.p, Aqcoe3G304200.4.p, Aqcoe3G304200.3.p	Lsat_1_v5_gn_3_49101.1, Lsat_1_v5_gn_3_49101.2, Lsat_1_v5_gn_8_160200.1, Lsat_1_v5_gn_8_160200.3, Lsat_1_v5_gn_8_160200.2, Lsat_1_v5_gn_4_181900.1, Lsat_1_v5_gn_2_92740.1, Lsat_1_v5_gn_2_92740.3, Lsat_1_v5_gn_8_22320.2, Lsat_1_v5_gn_6_10081.1, Lsat_1_v5_gn_6_74241.1, Lsat_1_v5_gn_8_22320.3, Lsat_1_v5_gn_8_22320.5
OG0000872	Aqcoe3G378300.1.p, Aqcoe3G068000.2.p, Aqcoe3G068000.1.p	Lsat_1_v5_gn_3_96960.1, Lsat_1_v5_gn_3_96960.2, Lsat_1_v5_gn_1_15060.3, Lsat_1_v5_gn_1_15060.1, Lsat_1_v5_gn_4_112420.4, Lsat_1_v5_gn_4_112420.1, Lsat_1_v5_gn_5_24640.1, Lsat_1_v5_gn_5_24640.3
OG0000878	Aqcoe2G042200.1.p, Aqcoe1G043100.1.p	Lsat_1_v5_gn_5_65361.1
OG0000878	Aqcoe7G258000.3.p, Aqcoe7G258000.1.p, Aqcoe7G258000.2.p	Lsat_1_v5_gn_9_76240.2, Lsat_1_v5_gn_9_76240.1, Lsat_1_v5_gn_6_106340.2, Lsat_1_v5_gn_6_106340.1
OG0000879	Aqcoe2G169200.2.p, Aqcoe2G169200.1.p, Aqcoe2G169200.3.p, Aqcoe4G092400.1.p, Aqcoe5G192600.1.p, Aqcoe5G194800.1.p	Lsat_1_v5_gn_2_115281.2, Lsat_1_v5_gn_2_115281.1
OG0000880	Aqcoe2G326700.1.p, Aqcoe2G329900.1.p, Aqcoe1G484700.1.p, Aqcoe1G488700.1.p, Aqcoe1G474300.1.p, Aqcoe1G488900.1.p	Lsat_1_v5_gn_1_22961.1
OG0000881	Aqcoe3G283300.1.p, Aqcoe3G125700.1.p	Lsat_1_v5_gn_4_183200.2, Lsat_1_v5_gn_4_183200.1
OG0000881	Aqcoe2G176700.1.p	Lsat_1_v5_gn_8_17360.1
OG0000882	Aqcoe2G429100.2.p, Aqcoe2G429100.1.p	Lsat_1_v5_gn_6_56560.2, Lsat_1_v5_gn_1_119220.1, Lsat_1_v5_gn_6_56560.1, Lsat_1_v5_gn_6_56560.3, Lsat_1_v5_gn_8_142481.1
OG0000883	Aqcoe3G208900.2.p, Aqcoe3G208900.1.p	Lsat_1_v5_gn_4_40300.3, Lsat_1_v5_gn_4_40300.1, Lsat_1_v5_gn_9_4240.1, Lsat_1_v5_gn_7_10701.1, Lsat_1_v5_gn_7_10701.2
OG0000883	Aqcoe2G428000.1.p	Lsat_1_v5_gn_2_49101.2, Lsat_1_v5_gn_2_49101.1, Lsat_1_v5_gn_6_58860.1, Lsat_1_v5_gn_1_71720.1
OG0000884	Aqcoe2G162900.1.p	Lsat_1_v5_gn_9_117000.2, Lsat_1_v5_gn_9_117000.1, Lsat_1_v5_gn_9_116940.1, Lsat_1_v5_gn_9_116980.1, Lsat_1_v5_gn_9_116980.2
OG0000884	Aqcoe3G258500.1.p, Aqcoe3G258500.2.p	Lsat_1_v5_gn_1_83660.1
OG0000885	Aqcoe2G301200.1.p	Lsat_1_v5_gn_3_27320.5, Lsat_1_v5_gn_9_43641.1, Lsat_1_v5_gn_3_27320.1, Lsat_1_v5_gn_5_52601.1, Lsat_1_v5_gn_5_52340.1, Lsat_1_v5_gn_5_53461.1
OG0000886	Aqcoe6G120800.2.p, Aqcoe6G120800.1.p, Aqcoe5G190500.2.p, Aqcoe5G190500.1.p, Aqcoe5G190500.4.p, Aqcoe5G190500.3.p	Lsat_1_v5_gn_5_63320.1
OG0000887	Aqcoe7G008700.3.p, Aqcoe7G008700.1.p, Aqcoe7G008700.2.p	Lsat_1_v5_gn_2_136101.2, Lsat_1_v5_gn_2_136101.1
OG0000887	Aqcoe6G002600.1.p, Aqcoe6G002600.2.p	Lsat_1_v5_gn_4_132220.1, Lsat_1_v5_gn_1_24881.1, Lsat_1_v5_gn_1_24881.4
OG0000888	Aqcoe7G133500.2.p	Lsat_1_v5_gn_3_38280.1, Lsat_1_v5_gn_0_31960.2, Lsat_1_v5_gn_0_31960.1, Lsat_1_v5_gn_9_7741.1, Lsat_1_v5_gn_4_77561.1, Lsat_1_v5_gn_7_72301.3, Lsat_1_v5_gn_6_13221.1
OG0000888	Aqcoe5G230300.1.p, Aqcoe6G096500.1.p, Aqcoe7G133500.1.p, Aqcoe4G064900.1.p, Aqcoe4G063400.1.p	Lsat_1_v5_gn_7_72301.2, Lsat_1_v5_gn_2_24761.1, Lsat_1_v5_gn_9_7741.3, Lsat_1_v5_gn_2_134500.1, Lsat_1_v5_gn_2_134500.2
OG0000889	Aqcoe4G248800.1.p, Aqcoe4G248800.6.p, Aqcoe4G248800.5.p, Aqcoe4G248800.4.p, Aqcoe4G248800.3.p, Aqcoe4G248800.2.p, Aqcoe4G249000.1.p, Aqcoe6G017900.1.p	Lsat_1_v5_gn_0_6961.1, Lsat_1_v5_gn_0_6961.5, Lsat_1_v5_gn_7_108240.1
OG0000890	Aqcoe4G042700.4.p, Aqcoe4G042700.1.p, Aqcoe4G042700.2.p, Aqcoe4G042700.3.p	Lsat_1_v5_gn_8_141200.1, Lsat_1_v5_gn_8_141200.2, Lsat_1_v5_gn_7_24140.3, Lsat_1_v5_gn_7_24140.2, Lsat_1_v5_gn_7_24140.1
OG0000891	Aqcoe1G263200.1.p, Aqcoe1G263200.2.p, Aqcoe4G100500.1.p	Lsat_1_v5_gn_7_105241.2, Lsat_1_v5_gn_7_105241.1, Lsat_1_v5_gn_4_53221.1, Lsat_1_v5_gn_4_53221.3, Lsat_1_v5_gn_1_126181.1, Lsat_1_v5_gn_1_126181.3
OG0000892	Aqcoe4G239000.1.p	Lsat_1_v5_gn_4_68300.1
OG0000892	Aqcoe7G014600.1.p, Aqcoe7G014700.2.p, Aqcoe7G014700.1.p, Aqcoe7G014700.3.p, Aqcoe5G451500.1.p, Aqcoe4G279900.1.p	Lsat_1_v5_gn_4_33420.1
OG0000893	Aqcoe5G460000.1.p, Aqcoe7G009500.1.p	Lsat_1_v5_gn_3_140280.3, Lsat_1_v5_gn_3_140280.1, Lsat_1_v5_gn_7_1081.2, Lsat_1_v5_gn_7_1081.1, Lsat_1_v5_gn_6_83780.3, Lsat_1_v5_gn_6_83780.1
OG0000894	Aqcoe7G232500.1.p	Lsat_1_v5_gn_5_132000.2, Lsat_1_v5_gn_5_132000.3, Lsat_1_v5_gn_5_132000.1, Lsat_1_v5_gn_4_90520.1
OG0000894	Aqcoe7G385800.3.p, Aqcoe7G385800.1.p, Aqcoe7G385800.2.p	Lsat_1_v5_gn_7_43420.2, Lsat_1_v5_gn_7_43420.1, Lsat_1_v5_gn_5_95120.5
OG0000895	Aqcoe7G022300.1.p, Aqcoe7G022300.2.p, Aqcoe7G022400.1.p, Aqcoe7G022500.2.p, Aqcoe7G022500.3.p, Aqcoe7G022500.1.p	Lsat_1_v5_gn_6_85620.1, Lsat_1_v5_gn_6_86240.1, Lsat_1_v5_gn_6_86240.3, Lsat_1_v5_gn_6_85540.2, Lsat_1_v5_gn_6_85540.1, Lsat_1_v5_gn_2_134420.2, Lsat_1_v5_gn_2_134420.1
OG0000896	Aqcoe7G027800.1.p	Lsat_1_v5_gn_3_138240.2, Lsat_1_v5_gn_3_138240.3, Lsat_1_v5_gn_3_138240.1, Lsat_1_v5_gn_6_5421.3, Lsat_1_v5_gn_6_5421.1, Lsat_1_v5_gn_3_6260.1
OG0000897	Aqcoe7G108800.1.p	Lsat_1_v5_gn_5_139561.1, Lsat_1_v5_gn_8_85820.1, Lsat_1_v5_gn_5_137041.1, Lsat_1_v5_gn_1_37841.1, Lsat_1_v5_gn_1_37841.3, Lsat_1_v5_gn_4_91521.1
OG0000898	Aqcoe7G005400.1.p	Lsat_1_v5_gn_3_12220.3, Lsat_1_v5_gn_3_12220.1, Lsat_1_v5_gn_6_82540.1, Lsat_1_v5_gn_6_82540.3, Lsat_1_v5_gn_2_136381.1
OG0000899	Aqcoe5G148000.1.p, Aqcoe5G148000.2.p	Lsat_1_v5_gn_4_126840.1, Lsat_1_v5_gn_1_21660.1
OG0000899	Aqcoe7G024400.1.p	Lsat_1_v5_gn_7_3500.1, Lsat_1_v5_gn_7_3500.3, Lsat_1_v5_gn_4_34601.1
OG0000900	Aqcoe7G345000.1.p, Aqcoe3G258000.1.p, Aqcoe3G258000.2.p	Lsat_1_v5_gn_4_38241.1
OG0000901	Aqcoe7G180700.2.p, Aqcoe7G180700.4.p, Aqcoe7G180700.3.p, Aqcoe7G180700.1.p, Aqcoe7G180700.5.p	Lsat_1_v5_gn_1_35161.1, Lsat_1_v5_gn_8_95460.1, Lsat_1_v5_gn_8_95460.3
OG0000902	Aqcoe1G238800.1.p, Aqcoe1G238900.1.p, Aqcoe1G238700.1.p	Lsat_1_v5_gn_4_59521.1, Lsat_1_v5_gn_4_59521.3, Lsat_1_v5_gn_4_59521.2, Lsat_1_v5_gn_4_59441.1, Lsat_1_v5_gn_4_59441.3, Lsat_1_v5_gn_4_60660.1, Lsat_1_v5_gn_4_60721.1, Lsat_1_v5_gn_7_17841.1, Lsat_1_v5_gn_7_15900.1
OG0000903	Aqcoe1G483900.3.p, Aqcoe1G483900.1.p, Aqcoe1G483900.2.p	Lsat_1_v5_gn_9_66141.1, Lsat_1_v5_gn_9_66141.2, Lsat_1_v5_gn_9_66141.3, Lsat_1_v5_gn_2_115380.1
OG0000904	Aqcoe1G110900.1.p	Lsat_1_v5_gn_1_50121.2, Lsat_1_v5_gn_1_50421.4, Lsat_1_v5_gn_1_50121.1, Lsat_1_v5_gn_1_50421.1, Lsat_1_v5_gn_1_50121.4, Lsat_1_v5_gn_1_50421.2, Lsat_1_v5_gn_2_21380.1
OG0000905	Aqcoe1G373700.3.p, Aqcoe1G373700.1.p, Aqcoe1G373700.2.p	Lsat_1_v5_gn_4_63720.1, Lsat_1_v5_gn_4_63720.2
OG0000905	Aqcoe3G181000.1.p	Lsat_1_v5_gn_5_12001.1, Lsat_1_v5_gn_5_12001.2, Lsat_1_v5_gn_5_12001.3, Lsat_1_v5_gn_4_81740.2, Lsat_1_v5_gn_4_81740.3, Lsat_1_v5_gn_4_81740.1, Lsat_1_v5_gn_1_32961.1, Lsat_1_v5_gn_1_32961.2, Lsat_1_v5_gn_1_32961.3
OG0000906	Aqcoe1G135500.2.p, Aqcoe1G135500.1.p, Aqcoe1G135600.1.p	Lsat_1_v5_gn_1_62441.1, Lsat_1_v5_gn_1_63501.1, Lsat_1_v5_gn_1_62401.1, Lsat_1_v5_gn_1_62361.1, Lsat_1_v5_gn_1_62501.1, Lsat_1_v5_gn_1_63521.1, Lsat_1_v5_gn_6_43581.3, Lsat_1_v5_gn_6_43581.1, Lsat_1_v5_gn_6_45380.1
OG0000906	Aqcoe3G278400.1.p	Lsat_1_v5_gn_4_4881.1
OG0000907	Aqcoe1G439800.2.p, Aqcoe1G439800.1.p, Aqcoe1G439800.3.p, Aqcoe3G076500.1.p, Aqcoe3G076500.2.p	Lsat_1_v5_gn_0_7801.2, Lsat_1_v5_gn_0_7801.4, Lsat_1_v5_gn_0_7801.1, Lsat_1_v5_gn_0_7801.3, Lsat_1_v5_gn_2_104520.1
OG0000908	Aqcoe1G094300.1.p	Lsat_1_v5_gn_2_117121.3, Lsat_1_v5_gn_2_117121.1, Lsat_1_v5_gn_2_117121.2
OG0000909	Aqcoe1G199700.1.p	Lsat_1_v5_gn_7_34321.1, Lsat_1_v5_gn_7_34321.3, Lsat_1_v5_gn_1_92920.4, Lsat_1_v5_gn_1_92920.1, Lsat_1_v5_gn_1_92920.2
OG0000909	Aqcoe5G268800.1.p, Aqcoe5G268800.2.p	Lsat_1_v5_gn_1_40720.1, Lsat_1_v5_gn_1_40720.2, Lsat_1_v5_gn_1_40720.3
OG0000910	Aqcoe5G251600.2.p, Aqcoe5G251600.3.p, Aqcoe5G251600.1.p, Aqcoe5G251600.4.p, Aqcoe5G251600.5.p	Lsat_1_v5_gn_1_6300.3, Lsat_1_v5_gn_1_6300.1, Lsat_1_v5_gn_1_6300.2, Lsat_1_v5_gn_9_41220.1, Lsat_1_v5_gn_6_100640.3, Lsat_1_v5_gn_6_100640.1
OG0000911	Aqcoe3G421600.2.p, Aqcoe3G421600.3.p, Aqcoe3G421600.1.p, Aqcoe3G421700.4.p, Aqcoe3G421700.2.p, Aqcoe3G421700.1.p, Aqcoe3G421700.3.p	Lsat_1_v5_gn_2_20341.1, Lsat_1_v5_gn_2_20341.3, Lsat_1_v5_gn_2_20080.1, Lsat_1_v5_gn_2_20080.3, Lsat_1_v5_gn_2_20000.1
OG0000912	Aqcoe3G333000.1.p	Lsat_1_v5_gn_2_88961.1, Lsat_1_v5_gn_2_88961.2, Lsat_1_v5_gn_3_100601.1, Lsat_1_v5_gn_3_100601.3, Lsat_1_v5_gn_4_177861.3, Lsat_1_v5_gn_4_177861.1, Lsat_1_v5_gn_8_52080.2, Lsat_1_v5_gn_8_52080.1
OG0000913	Aqcoe3G294800.1.p, Aqcoe3G294800.2.p, Aqcoe3G294800.3.p, Aqcoe3G294800.4.p, Aqcoe3G294800.5.p	Lsat_1_v5_gn_4_6981.1
OG0000914	Aqcoe3G360700.1.p, Aqcoe3G360700.3.p, Aqcoe3G360700.2.p	Lsat_1_v5_gn_1_13620.1, Lsat_1_v5_gn_1_13620.3, Lsat_1_v5_gn_4_110641.2, Lsat_1_v5_gn_4_110641.1, Lsat_1_v5_gn_4_170480.1, Lsat_1_v5_gn_2_87700.1
OG0000915	Aqcoe3G128900.2.p	Lsat_1_v5_gn_8_154060.2
OG0000915	Aqcoe3G128900.1.p, Aqcoe3G277400.1.p	Lsat_1_v5_gn_4_5001.1, Lsat_1_v5_gn_4_5001.2, Lsat_1_v5_gn_3_28780.1, Lsat_1_v5_gn_3_28780.2
OG0000920	Aqcoe5G033500.1.p, Aqcoe5G033400.1.p, Aqcoe2G367000.1.p	Lsat_1_v5_gn_5_73041.1, Lsat_1_v5_gn_5_73041.2, Lsat_1_v5_gn_5_73041.3, Lsat_1_v5_gn_3_122660.1
OG0000921	Aqcoe2G040100.1.p, Aqcoe2G040200.1.p, Aqcoe4G062200.1.p, Aqcoe4G062200.2.p	Lsat_1_v5_gn_5_158300.1, Lsat_1_v5_gn_5_158260.1, Lsat_1_v5_gn_5_158260.2, Lsat_1_v5_gn_5_158220.1, Lsat_1_v5_gn_5_158400.1, Lsat_1_v5_gn_5_158120.1
OG0000922	Aqcoe2G365400.1.p, Aqcoe2G365400.2.p, Aqcoe5G035500.2.p, Aqcoe5G035500.3.p, Aqcoe5G035500.1.p	Lsat_1_v5_gn_7_11881.1, Lsat_1_v5_gn_5_186481.3
OG0000923	Aqcoe7G229300.1.p, Aqcoe2G200500.1.p, Aqcoe2G210500.1.p, Aqcoe2G193300.1.p	Lsat_1_v5_gn_2_1641.1
OG0000923	Aqcoe7G229400.1.p, Aqcoe2G200600.1.p	Lsat_1_v5_gn_0_46600.1, Lsat_1_v5_gn_0_22681.1, Lsat_1_v5_gn_1_56581.1, Lsat_1_v5_gn_5_26601.4, Lsat_1_v5_gn_5_26601.1
OG0000923	Aqcoe2G193400.1.p	Lsat_1_v5_gn_3_44020.1
OG0000923	Aqcoe2G210600.1.p	Lsat_1_v5_gn_4_163961.1
OG0000924	Aqcoe2G346600.4.p, Aqcoe2G346600.1.p, Aqcoe2G346600.2.p, Aqcoe2G346600.3.p, Aqcoe5G054100.3.p, Aqcoe5G054100.4.p, Aqcoe4G049800.1.p, Aqcoe5G054100.2.p, Aqcoe5G054100.1.p	Lsat_1_v5_gn_6_92441.3, Lsat_1_v5_gn_6_92441.2, Lsat_1_v5_gn_6_92441.1, Lsat_1_v5_gn_6_92441.4
OG0000925	Aqcoe7G229700.1.p, Aqcoe2G187800.1.p	Lsat_1_v5_gn_1_118620.1, Lsat_1_v5_gn_1_92840.1
OG0000925	Aqcoe2G210900.1.p	Lsat_1_v5_gn_0_38241.1, Lsat_1_v5_gn_0_38241.2, Lsat_1_v5_gn_7_76941.1
OG0000926	Aqcoe4G048200.1.p, Aqcoe1G229100.1.p, Aqcoe2G002200.1.p, Aqcoe1G229100.2.p, Aqcoe1G229100.3.p	Lsat_1_v5_gn_7_103460.1, Lsat_1_v5_gn_5_126841.5, Lsat_1_v5_gn_5_126841.1, Lsat_1_v5_gn_9_99720.1, Lsat_1_v5_gn_8_138520.3, Lsat_1_v5_gn_8_138520.1
OG0000927	Aqcoe2G122300.1.p	Lsat_1_v5_gn_9_94401.1, Lsat_1_v5_gn_9_20721.1
OG0000927	Aqcoe7G001700.1.p	Lsat_1_v5_gn_4_32541.1, Lsat_1_v5_gn_7_201.3, Lsat_1_v5_gn_7_201.1
OG0000928	Aqcoe5G077200.3.p, Aqcoe5G077200.2.p, Aqcoe5G077200.1.p	Lsat_1_v5_gn_5_146681.1, Lsat_1_v5_gn_5_146681.3
OG0000929	Aqcoe2G259500.1.p	Lsat_1_v5_gn_7_85120.1, Lsat_1_v5_gn_7_85120.4
OG0000929	Aqcoe5G364700.1.p	Lsat_1_v5_gn_9_90121.2, Lsat_1_v5_gn_9_90121.1, Lsat_1_v5_gn_9_90101.2, Lsat_1_v5_gn_9_90101.1, Lsat_1_v5_gn_9_112760.1
OG0000930	Aqcoe7G427300.1.p	Lsat_1_v5_gn_5_153480.2, Lsat_1_v5_gn_5_153480.1
OG0000930	Aqcoe2G152800.1.p, Aqcoe5G179300.1.p	Lsat_1_v5_gn_2_63561.1, Lsat_1_v5_gn_7_5121.3, Lsat_1_v5_gn_7_5121.1
OG0000931	Aqcoe2G213800.1.p	Lsat_1_v5_gn_8_59300.3, Lsat_1_v5_gn_8_59300.1
OG0000931	Aqcoe7G363200.1.p	Lsat_1_v5_gn_6_114620.1, Lsat_1_v5_gn_6_114640.2, Lsat_1_v5_gn_6_114640.1
OG0000932	Aqcoe2G002600.1.p	Lsat_1_v5_gn_5_107360.1
OG0000933	Aqcoe2G341800.1.p, Aqcoe5G057200.1.p	Lsat_1_v5_gn_5_148821.3, Lsat_1_v5_gn_5_148821.1, Lsat_1_v5_gn_9_86541.1, Lsat_1_v5_gn_9_86541.2, Lsat_1_v5_gn_9_86441.3, Lsat_1_v5_gn_9_86441.1, Lsat_1_v5_gn_9_123300.3, Lsat_1_v5_gn_9_123300.1, Lsat_1_v5_gn_9_123300.2
