Orthogroup	A_coerulea.proteins	V_vinifera.proteins
OG0000895	Aqcoe7G022300.1.p, Aqcoe7G022300.2.p, Aqcoe7G022400.1.p, Aqcoe7G022500.2.p, Aqcoe7G022500.3.p, Aqcoe7G022500.1.p	VIT_202s0025g00980.1, VIT_202s0025g00990.1, VIT_202s0025g00970.1, VIT_216s0050g02480.3, VIT_216s0050g02480.7, VIT_216s0050g02480.6, VIT_216s0050g02480.2, VIT_216s0050g02480.1, VIT_216s0050g02480.5, VIT_216s0050g02480.4, VIT_216s0050g02280.1
OG0000896	Aqcoe7G027800.1.p	VIT_215s0046g01820.1, VIT_215s0046g01820.3, VIT_215s0046g01820.5, VIT_215s0046g01820.2, VIT_215s0046g01820.7, VIT_215s0046g01820.6, VIT_215s0046g01820.8, VIT_215s0046g01820.4, VIT_202s0025g00030.1
OG0000897	Aqcoe7G108800.1.p	VIT_211s0016g00710.2, VIT_211s0016g00710.1, VIT_209s0002g00890.1, VIT_209s0002g00890.3, VIT_209s0002g00890.2, VIT_209s0002g00890.4
OG0000898	Aqcoe7G005400.1.p	VIT_200s0734g00010.1, VIT_202s0025g02240.1, VIT_202s0025g02240.5, VIT_202s0025g02240.3, VIT_202s0025g02240.4, VIT_202s0025g02240.2, VIT_215s0046g00160.2, VIT_215s0046g00160.1, VIT_216s0098g01520.1
OG0000899	Aqcoe5G148000.1.p, Aqcoe5G148000.2.p	VIT_207s0031g00480.1, VIT_218s0001g10310.2, VIT_218s0001g10310.1, VIT_218s0001g10310.3
OG0000899	Aqcoe7G024400.1.p	VIT_215s0046g02030.1, VIT_215s0046g02030.2
OG0000900	Aqcoe7G345000.1.p, Aqcoe3G258000.1.p, Aqcoe3G258000.2.p	VIT_215s0021g00980.2, VIT_215s0021g00980.3, VIT_215s0021g00980.1, VIT_215s0021g00980.4, VIT_212s0099g00008.1
OG0000901	Aqcoe7G180700.2.p, Aqcoe7G180700.4.p, Aqcoe7G180700.3.p, Aqcoe7G180700.1.p, Aqcoe7G180700.5.p	VIT_209s0002g04580.1, VIT_211s0016g04010.2, VIT_211s0016g04010.4, VIT_211s0016g04010.3, VIT_211s0016g04010.1
OG0000902	Aqcoe1G238800.1.p, Aqcoe1G238900.1.p, Aqcoe1G238700.1.p	VIT_212s0059g02230.1, VIT_212s0059g02220.1, VIT_212s0059g02180.1, VIT_212s0059g02160.3, VIT_212s0059g02160.2, VIT_212s0059g02160.1, VIT_210s0116g01860.2, VIT_210s0116g01860.1, VIT_210s0116g01880.2, VIT_210s0116g01880.1, VIT_210s0116g01870.1
OG0000903	Aqcoe1G483900.3.p, Aqcoe1G483900.1.p, Aqcoe1G483900.2.p	VIT_213s0067g03420.2, VIT_213s0067g03420.1, VIT_208s0040g03050.1
OG0000904	Aqcoe1G110900.1.p	VIT_213s0074g00430.1, VIT_208s0007g03910.3, VIT_208s0007g03910.4, VIT_208s0007g03910.1, VIT_208s0007g03910.2
OG0000905	Aqcoe1G373700.3.p, Aqcoe1G373700.1.p, Aqcoe1G373700.2.p	VIT_200s0259g00110.1
OG0000905	Aqcoe3G181000.1.p	VIT_217s0000g01110.1, VIT_217s0000g01110.4, VIT_217s0000g01110.3, VIT_217s0000g01110.6, VIT_217s0000g01110.5, VIT_217s0000g01110.2
OG0000906	Aqcoe1G135500.2.p, Aqcoe1G135500.1.p, Aqcoe1G135600.1.p	VIT_208s0040g01500.1, VIT_206s0061g00320.1
OG0000906	Aqcoe3G278400.1.p	VIT_201s0127g00070.1
OG0000907	Aqcoe1G439800.4.p	VIT_201s0010g00950.4
OG0000907	Aqcoe1G439800.2.p, Aqcoe1G439800.1.p, Aqcoe1G439800.3.p, Aqcoe3G076500.1.p, Aqcoe3G076500.2.p	VIT_201s0010g00950.3, VIT_201s0010g00950.5, VIT_201s0010g00950.2, VIT_201s0010g00950.1
OG0000908	Aqcoe1G094300.1.p	VIT_206s0004g05650.1, VIT_206s0004g05650.5, VIT_206s0004g05650.2, VIT_206s0004g05650.4, VIT_206s0004g05650.3, VIT_213s0019g02680.1, VIT_213s0019g02680.2, VIT_208s0007g01360.3, VIT_208s0007g01360.4, VIT_208s0007g01360.1, VIT_208s0007g01360.6, VIT_208s0007g01360.10, VIT_208s0007g01360.9, VIT_208s0007g01360.2, VIT_208s0007g01360.11, VIT_208s0007g01360.5, VIT_208s0007g01360.8, VIT_208s0007g01360.7
OG0000909	Aqcoe1G199700.1.p	VIT_210s0003g02830.1
OG0000909	Aqcoe5G268800.1.p, Aqcoe5G268800.2.p	VIT_205s0077g00620.1, VIT_205s0077g00620.2
OG0000910	Aqcoe5G107300.2.p, Aqcoe5G107300.1.p	VIT_203s0038g04250.1, VIT_218s0122g00120.2, VIT_218s0122g00120.1
OG0000910	Aqcoe5G251600.2.p, Aqcoe5G251600.3.p, Aqcoe5G251600.1.p, Aqcoe5G251600.4.p, Aqcoe5G251600.5.p	VIT_218s0072g00370.3, VIT_218s0072g00370.2, VIT_218s0072g00370.4, VIT_218s0072g00370.1
OG0000911	Aqcoe3G421600.2.p, Aqcoe3G421600.3.p, Aqcoe3G421600.1.p, Aqcoe3G421700.4.p, Aqcoe3G421700.2.p, Aqcoe3G421700.1.p, Aqcoe3G421700.3.p	VIT_217s0053g00850.2, VIT_217s0053g00950.1, VIT_217s0053g00850.3, VIT_217s0053g00850.1
OG0000912	Aqcoe3G085300.1.p	VIT_217s0000g05900.1
OG0000912	Aqcoe3G333000.1.p	VIT_214s0108g00420.1, VIT_201s0026g02030.1
OG0000913	Aqcoe3G294800.1.p, Aqcoe3G294800.2.p, Aqcoe3G294800.3.p, Aqcoe3G294800.4.p, Aqcoe3G294800.5.p	VIT_201s0026g00140.2, VIT_201s0026g00140.5, VIT_201s0026g00140.11, VIT_201s0026g00140.3, VIT_201s0026g00140.8, VIT_201s0026g00140.6, VIT_201s0026g00140.7, VIT_201s0026g00140.1, VIT_201s0026g00140.10, VIT_201s0026g00140.4, VIT_201s0026g00140.9
OG0000914	Aqcoe3G360700.1.p, Aqcoe3G360700.3.p, Aqcoe3G360700.2.p	VIT_201s0011g00690.1, VIT_217s0000g06960.1, VIT_217s0000g06960.2
OG0000915	Aqcoe3G128900.2.p	VIT_201s0127g00010.1
OG0000915	Aqcoe3G128900.1.p, Aqcoe3G277400.1.p	VIT_200s0394g00010.1
OG0000920	Aqcoe5G033500.1.p, Aqcoe5G033400.1.p, Aqcoe2G367000.1.p	VIT_205s0020g04980.1, VIT_210s0042g00990.1
OG0000921	Aqcoe2G040100.1.p, Aqcoe2G040200.1.p, Aqcoe4G062200.1.p, Aqcoe4G062200.2.p	VIT_208s0007g05300.1, VIT_208s0007g05300.2, VIT_208s0007g05300.3, VIT_213s0073g00400.3, VIT_213s0073g00400.4, VIT_213s0073g00400.9, VIT_213s0073g00400.7, VIT_213s0073g00400.1, VIT_213s0073g00400.6, VIT_213s0073g00400.2, VIT_213s0073g00400.5, VIT_213s0073g00400.8, VIT_213s0047g00450.2, VIT_213s0047g00450.1
OG0000922	Aqcoe2G365400.1.p, Aqcoe2G365400.2.p, Aqcoe5G035500.2.p, Aqcoe5G035500.3.p, Aqcoe5G035500.1.p	VIT_214s0081g00320.3, VIT_214s0081g00320.4, VIT_214s0081g00320.6, VIT_214s0081g00320.5, VIT_214s0081g00320.1, VIT_214s0081g00320.2, VIT_207s0141g00860.1
OG0000924	Aqcoe2G346600.4.p, Aqcoe2G346600.1.p, Aqcoe2G346600.2.p, Aqcoe2G346600.3.p, Aqcoe5G054100.3.p, Aqcoe5G054100.4.p, Aqcoe4G049800.1.p, Aqcoe5G054100.2.p, Aqcoe5G054100.1.p	VIT_200s0341g00020.3, VIT_200s0341g00020.1, VIT_200s0341g00020.2, VIT_200s0341g00020.4, VIT_200s0341g00020.5
OG0000925	Aqcoe7G229700.1.p, Aqcoe2G187800.1.p	VIT_209s0018g00815.1, VIT_204s0079g00620.1
OG0000926	Aqcoe4G048200.1.p, Aqcoe1G229100.1.p, Aqcoe2G002200.1.p, Aqcoe1G229100.2.p, Aqcoe1G229100.3.p	VIT_218s0001g09830.1, VIT_219s0014g01470.2, VIT_219s0014g01470.3, VIT_219s0014g01470.1, VIT_212s0028g02240.1, VIT_212s0028g02240.2, VIT_212s0028g02240.3
OG0000927	Aqcoe2G122300.1.p	VIT_206s0080g00580.1
OG0000927	Aqcoe7G001700.1.p	VIT_215s0048g02830.1
OG0000928	Aqcoe5G077200.3.p, Aqcoe5G077200.2.p, Aqcoe5G077200.1.p, Aqcoe2G306800.3.p, Aqcoe2G306800.4.p, Aqcoe2G306800.2.p, Aqcoe2G306800.1.p	VIT_214s0128g00890.1, VIT_214s0128g00890.5, VIT_214s0128g00890.4, VIT_214s0128g00890.3, VIT_214s0128g00890.2
OG0000929	Aqcoe2G259500.1.p, Aqcoe5G364700.1.p	VIT_203s0091g00890.1, VIT_203s0091g00900.1, VIT_203s0091g00950.1, VIT_203s0091g00880.1
OG0000930	Aqcoe7G427300.1.p	VIT_208s0056g00070.1, VIT_208s0056g00070.2, VIT_208s0056g00070.5, VIT_208s0056g00070.7, VIT_208s0056g00070.6, VIT_208s0056g00070.10, VIT_208s0056g00070.8, VIT_208s0056g00070.9, VIT_208s0056g00070.3
OG0000930	Aqcoe2G152800.1.p, Aqcoe5G179300.1.p	VIT_215s0046g03400.3, VIT_215s0046g03400.1, VIT_215s0046g03400.2
OG0000931	Aqcoe7G363300.1.p	VIT_211s0149g00270.2, VIT_211s0149g00270.1
OG0000931	Aqcoe2G213800.1.p	VIT_211s0149g00280.1
OG0000931	Aqcoe7G363200.1.p	VIT_211s0149g00320.1, VIT_200s0540g00050.1, VIT_211s0206g00030.1, VIT_211s0149g00380.1, VIT_211s0149g00350.1, VIT_200s1795g00005.1, VIT_211s0206g00010.1, VIT_211s0149g00330.1, VIT_211s0149g00340.1
OG0000932	Aqcoe2G002600.1.p	VIT_208s0040g00590.1, VIT_206s0009g02350.1
OG0000933	Aqcoe2G341800.1.p, Aqcoe5G057200.1.p	VIT_205s0020g03170.1, VIT_214s0128g00780.1, VIT_214s0128g00790.1
OG0000934	Aqcoe2G020400.2.p, Aqcoe2G020400.1.p	VIT_208s0007g08380.2, VIT_208s0007g08380.1, VIT_208s0007g08380.4, VIT_213s0064g00890.1
OG0000935	Aqcoe6G217900.1.p	VIT_200s0349g00020.5, VIT_200s0349g00020.6, VIT_200s0349g00020.4, VIT_200s0349g00020.2, VIT_200s0349g00020.3, VIT_200s0349g00020.1
OG0000936	Aqcoe5G163800.2.p, Aqcoe5G163800.1.p	VIT_218s0001g07130.1
OG0000936	Aqcoe6G157100.1.p	VIT_200s2372g00005.1, VIT_200s0199g00260.1
OG0000937	Aqcoe6G148100.1.p, Aqcoe6G148100.2.p, Aqcoe6G148100.3.p	VIT_218s0001g11080.2, VIT_218s0001g11080.3
OG0000938	Aqcoe6G016000.1.p, Aqcoe5G277700.1.p	VIT_218s0001g03990.2, VIT_218s0001g03990.1, VIT_212s0055g00330.1, VIT_212s0055g00330.2
OG0000939	Aqcoe1G147100.1.p	VIT_208s0058g01360.2, VIT_208s0058g01360.1
OG0000939	Aqcoe6G284800.1.p, Aqcoe6G284800.2.p	VIT_203s0091g00740.1
OG0000940	Aqcoe6G278600.1.p, Aqcoe1G451700.1.p	VIT_210s0042g01190.1, VIT_213s0074g00750.1, VIT_218s0076g00370.1, VIT_208s0007g03620.1, VIT_206s0061g01600.2, VIT_206s0061g01600.1
OG0000941	Aqcoe6G221200.1.p, Aqcoe1G349500.1.p, Aqcoe1G005100.1.p	VIT_202s0087g00400.2, VIT_202s0087g00400.1
OG0000942	Aqcoe7G027600.1.p, Aqcoe7G027600.3.p, Aqcoe7G027600.2.p, Aqcoe7G027600.4.p, Aqcoe7G027600.5.p	VIT_202s0025g00080.2, VIT_202s0025g00080.5, VIT_202s0025g00080.4, VIT_202s0025g00080.3, VIT_202s0025g00080.1
OG0000942	Aqcoe6G109600.2.p, Aqcoe6G109600.1.p	VIT_204s0023g01170.1, VIT_218s0001g11970.1, VIT_218s0001g11970.2
OG0000943	Aqcoe6G040100.2.p, Aqcoe6G040100.1.p	VIT_212s0055g00430.1, VIT_212s0055g00430.4, VIT_212s0055g00430.2, VIT_212s0055g00430.3
OG0000944	Aqcoe6G127800.1.p	VIT_204s0023g02430.1, VIT_203s0038g04450.1, VIT_218s0001g13040.1
OG0000945	Aqcoe6G281400.1.p	VIT_218s0001g09150.4, VIT_218s0001g09150.3, VIT_218s0001g09150.2, VIT_218s0001g09150.6, VIT_218s0001g09150.1, VIT_207s0129g00180.2, VIT_207s0129g00180.5, VIT_207s0129g00180.4, VIT_207s0129g00180.1
OG0000946	Aqcoe4G240000.1.p, Aqcoe7G015000.1.p, Aqcoe7G015100.1.p, Aqcoe7G015200.1.p	VIT_215s0046g01210.1, VIT_215s0046g01190.1, VIT_215s0021g02060.1, VIT_202s0025g01240.1
OG0000947	Aqcoe4G312400.7.p, Aqcoe4G312400.4.p, Aqcoe4G312400.6.p, Aqcoe4G312400.3.p, Aqcoe4G312400.5.p, Aqcoe4G312400.1.p, Aqcoe4G312400.2.p	VIT_219s0015g00300.1, VIT_219s0015g00310.1, VIT_219s0015g00320.2, VIT_219s0015g00320.1
OG0000947	Aqcoe7G324000.6.p, Aqcoe7G324000.3.p, Aqcoe7G324000.5.p, Aqcoe7G324000.7.p, Aqcoe7G324000.2.p, Aqcoe7G324000.4.p, Aqcoe7G324000.1.p	VIT_200s0194g00210.1, VIT_200s0194g00210.2, VIT_200s0194g00250.2, VIT_200s0194g00250.3, VIT_200s0194g00250.4, VIT_200s0194g00250.1
OG0000948	Aqcoe4G231700.2.p, Aqcoe4G231700.3.p, Aqcoe4G231700.1.p, Aqcoe4G231700.4.p, Aqcoe3G093800.2.p, Aqcoe3G093800.1.p	VIT_202s0012g01930.6, VIT_202s0012g01930.5, VIT_202s0012g01930.3, VIT_202s0012g01930.7, VIT_202s0012g01930.1, VIT_202s0012g01930.2, VIT_202s0012g01930.4, VIT_202s0012g01920.3, VIT_202s0012g01920.1, VIT_202s0012g01920.2, VIT_202s0012g01920.5, VIT_202s0012g01920.4, VIT_202s0012g01920.6
OG0000949	Aqcoe5G373800.2.p	VIT_201s0010g02460.4, VIT_201s0010g02460.1
OG0000949	Aqcoe4G205200.1.p	VIT_217s0000g10430.1, VIT_214s0171g00440.1
OG0000949	Aqcoe5G373800.1.p	VIT_201s0010g02460.5, VIT_201s0010g02460.2
OG0000950	Aqcoe7G115200.1.p	VIT_211s0016g01410.3, VIT_211s0016g01410.2, VIT_211s0016g01410.5, VIT_211s0016g01410.1, VIT_211s0016g01410.7, VIT_211s0016g01410.6, VIT_211s0016g01410.4, VIT_204s0008g01720.1
OG0000951	Aqcoe7G289800.1.p, Aqcoe7G289900.1.p, Aqcoe7G290100.2.p, Aqcoe7G290100.3.p, Aqcoe7G290100.1.p	VIT_204s0008g02740.6, VIT_204s0008g02740.3, VIT_204s0008g02740.4, VIT_204s0008g02740.5, VIT_204s0008g02740.2, VIT_204s0008g02740.1
OG0000952	Aqcoe1G046200.1.p	VIT_208s0007g05140.5, VIT_208s0007g05140.4, VIT_208s0007g05140.1, VIT_208s0007g05140.3, VIT_208s0007g05140.2
OG0000952	Aqcoe3G414300.1.p, Aqcoe3G007900.1.p	VIT_201s0011g05790.1
OG0000953	Aqcoe1G164400.1.p	VIT_201s0011g01510.1
OG0000954	Aqcoe1G073100.5.p, Aqcoe1G073100.1.p, Aqcoe1G073100.3.p, Aqcoe1G073000.3.p, Aqcoe1G146500.3.p, Aqcoe1G146500.2.p, Aqcoe1G073000.1.p, Aqcoe1G073000.2.p, Aqcoe1G146500.1.p, Aqcoe1G146500.4.p	VIT_208s0032g00840.2, VIT_208s0032g00840.1, VIT_208s0032g00840.6, VIT_208s0032g00840.5, VIT_208s0032g00840.4, VIT_208s0032g00840.3, VIT_208s0032g00840.8, VIT_208s0032g00840.7, VIT_212s0055g00840.3, VIT_212s0055g00840.4, VIT_212s0055g00840.2, VIT_212s0055g00840.1
OG0000955	Aqcoe1G134700.1.p	VIT_208s0040g01395.1, VIT_208s0040g01390.1, VIT_206s0061g00400.1, VIT_206s0061g00390.1
OG0000956	Aqcoe1G406800.4.p, Aqcoe1G406800.1.p, Aqcoe1G406800.3.p, Aqcoe1G406800.2.p	VIT_206s0004g08100.7, VIT_206s0004g08100.6, VIT_206s0004g08100.1, VIT_206s0004g08100.2, VIT_206s0004g08100.4, VIT_206s0004g08100.5, VIT_206s0004g08100.9, VIT_206s0004g08100.8, VIT_206s0004g08100.3, VIT_208s0058g01300.3, VIT_208s0058g01300.4, VIT_208s0058g01300.2, VIT_208s0058g01300.5, VIT_208s0058g01300.1, VIT_208s0058g01300.6
OG0000957	Aqcoe1G234100.1.p, Aqcoe1G306600.1.p	VIT_219s0015g01090.2, VIT_219s0015g01090.1
OG0000957	Aqcoe1G130700.1.p	VIT_202s0025g00280.1, VIT_202s0025g00280.6, VIT_202s0025g00280.2, VIT_202s0025g00280.4, VIT_202s0025g00280.5, VIT_202s0025g00280.3, VIT_216s0050g01150.1
OG0000958	Aqcoe1G254200.1.p	VIT_210s0003g00140.1, VIT_212s0028g03270.1, VIT_219s0014g02240.1
OG0000959	Aqcoe5G133200.1.p	VIT_207s0129g00690.2, VIT_207s0129g00690.1, VIT_218s0001g09600.1, VIT_218s0001g09610.1
OG0000960	Aqcoe5G160300.1.p	VIT_218s0001g07450.1, VIT_203s0017g00300.1
OG0000961	Aqcoe5G432400.1.p	VIT_207s0031g00150.1, VIT_214s0036g01410.1, VIT_200s0227g00030.1, VIT_215s0024g00270.1, VIT_216s0022g00850.1
OG0000962	Aqcoe5G449200.3.p, Aqcoe5G449200.4.p, Aqcoe5G449200.2.p, Aqcoe5G449200.7.p, Aqcoe5G449200.6.p, Aqcoe5G449200.1.p, Aqcoe5G449200.5.p	VIT_216s0013g02100.4, VIT_216s0013g02100.2, VIT_216s0013g02100.1, VIT_216s0013g02100.3
OG0000963	Aqcoe5G304400.1.p	VIT_218s0001g14270.1, VIT_218s0072g01120.1
OG0000964	Aqcoe3G144400.2.p, Aqcoe3G144400.1.p, Aqcoe3G144400.3.p, Aqcoe5G400100.1.p	VIT_217s0000g09190.2, VIT_217s0000g09190.1, VIT_200s0291g00050.3, VIT_200s0291g00050.1, VIT_200s0291g00050.4, VIT_200s0291g00050.2, VIT_200s0291g00050.5
OG0000965	Aqcoe3G100300.1.p	VIT_214s0066g02190.1, VIT_214s0066g02190.2, VIT_214s0066g02190.5, VIT_214s0066g02190.3, VIT_214s0066g02190.4
OG0000965	Aqcoe3G316100.1.p	VIT_201s0026g01190.1, VIT_201s0026g01190.5, VIT_201s0026g01190.3, VIT_201s0026g01190.4, VIT_201s0026g01190.2
OG0000966	Aqcoe3G025700.1.p, Aqcoe3G025900.1.p, Aqcoe3G026000.1.p	VIT_217s0000g03280.1, VIT_214s0006g02550.1, VIT_214s0006g02555.1, VIT_214s0006g02530.1
OG0000967	Aqcoe3G377700.8.p, Aqcoe3G377700.7.p, Aqcoe3G377700.5.p, Aqcoe3G377700.2.p, Aqcoe3G377700.1.p, Aqcoe3G377700.4.p, Aqcoe3G377700.3.p, Aqcoe3G377700.10.p, Aqcoe3G377700.9.p, Aqcoe3G377700.6.p	VIT_217s0000g04860.3, VIT_217s0000g04860.5, VIT_217s0000g04860.2, VIT_217s0000g04860.4, VIT_217s0000g04860.1, VIT_201s0010g00560.1
OG0000974	Aqcoe2G164900.1.p	VIT_206s0061g01110.1
OG0000974	Aqcoe7G433700.1.p	VIT_209s0002g01550.2, VIT_209s0002g01550.1, VIT_211s0016g01470.2, VIT_211s0016g01470.4, VIT_211s0016g01470.1, VIT_211s0016g01470.5, VIT_211s0016g01470.3
OG0000975	Aqcoe1G261400.1.p	VIT_211s0037g00440.1
OG0000975	Aqcoe7G218800.1.p, Aqcoe7G218800.2.p	VIT_209s0018g01190.1, VIT_209s0018g01190.3, VIT_209s0018g01190.2
OG0000976	Aqcoe2G320500.1.p	VIT_205s0020g02210.1, VIT_205s0020g02210.2, VIT_205s0020g02210.3, VIT_207s0104g00880.3, VIT_207s0104g00880.1, VIT_214s0030g00410.3, VIT_214s0030g00410.1, VIT_214s0030g00410.2
OG0000977	Aqcoe2G106200.4.p, Aqcoe2G106200.1.p, Aqcoe2G106200.2.p, Aqcoe2G106200.3.p	VIT_206s0080g00420.1, VIT_206s0080g00420.2, VIT_206s0080g00420.5, VIT_206s0080g00420.4, VIT_206s0080g00420.3
OG0000977	Aqcoe7G000500.1.p	VIT_202s0025g02770.6, VIT_202s0025g02770.5, VIT_202s0025g02770.7, VIT_202s0025g02770.4, VIT_202s0025g02770.2, VIT_202s0025g02770.3, VIT_202s0025g02770.1
OG0000978	Aqcoe2G021300.4.p, Aqcoe2G021300.5.p, Aqcoe2G021300.1.p, Aqcoe2G021300.3.p, Aqcoe2G021300.2.p	VIT_208s0007g08250.3, VIT_208s0007g08250.11, VIT_208s0007g08250.7, VIT_208s0007g08250.8, VIT_208s0007g08250.13, VIT_208s0007g08250.10, VIT_208s0007g08250.12, VIT_208s0007g08250.14, VIT_208s0007g08250.9, VIT_208s0007g08250.6, VIT_208s0007g08250.5, VIT_208s0007g08250.2, VIT_208s0007g08250.4, VIT_208s0007g08250.1, VIT_213s0064g00860.3, VIT_213s0064g00860.2, VIT_213s0064g00860.1, VIT_206s0004g02270.1
OG0000979	Aqcoe2G322700.3.p, Aqcoe2G322700.2.p, Aqcoe2G322700.1.p, Aqcoe5G066400.2.p, Aqcoe5G066400.1.p	VIT_205s0020g02320.7, VIT_205s0020g02320.1, VIT_205s0020g02320.4, VIT_205s0020g02320.3, VIT_205s0020g02320.2, VIT_205s0020g02320.5, VIT_205s0020g02320.6
OG0000980	Aqcoe7G145400.1.p	VIT_211s0016g02940.1, VIT_209s0002g03250.1
OG0000980	Aqcoe2G240600.1.p	VIT_204s0008g00490.1, VIT_211s0016g02950.1
OG0000982	Aqcoe1G072100.1.p	VIT_213s0175g00080.1, VIT_208s0032g01220.1
OG0000982	Aqcoe2G070400.1.p, Aqcoe2G070400.2.p	VIT_208s0032g00780.2, VIT_208s0032g00780.1
OG0000983	Aqcoe3G412000.2.p, Aqcoe3G412000.1.p	VIT_201s0011g06540.1, VIT_201s0011g06540.2
OG0000983	Aqcoe2G142000.1.p, Aqcoe6G221000.1.p	VIT_206s0080g00390.2, VIT_206s0080g00390.1
OG0000984	Aqcoe5G039000.1.p, Aqcoe2G362500.1.p	VIT_214s0081g00090.1, VIT_205s0020g04740.1, VIT_207s0141g00630.1
OG0000984	Aqcoe7G129300.1.p	VIT_211s0016g02330.1, VIT_209s0002g02400.1
OG0000986	Aqcoe6G210300.1.p	VIT_218s0001g14440.1
OG0000986	Aqcoe1G338500.1.p	VIT_219s0015g01370.1
OG0000987	Aqcoe5G227800.1.p, Aqcoe6G207000.1.p	VIT_204s0023g03230.1, VIT_203s0038g00950.1
OG0000988	Aqcoe5G183500.1.p, Aqcoe6G129700.1.p	VIT_203s0038g00050.3, VIT_206s0004g08470.1, VIT_203s0038g00050.1, VIT_203s0038g00050.2, VIT_218s0001g13150.11, VIT_218s0001g13150.10, VIT_218s0001g13150.7, VIT_218s0001g13150.4, VIT_218s0001g13150.6, VIT_218s0001g13150.3, VIT_218s0001g13150.2, VIT_218s0001g13150.9, VIT_218s0001g13150.8, VIT_218s0001g13150.1, VIT_218s0001g13150.5
OG0000989	Aqcoe6G077900.2.p, Aqcoe6G077900.1.p, Aqcoe6G077800.1.p	VIT_218s0001g06360.2, VIT_218s0001g06360.1
OG0000989	Aqcoe5G125300.1.p	VIT_218s0001g00410.1, VIT_218s0001g00380.5, VIT_218s0001g00380.3, VIT_218s0001g00380.1
OG0000990	Aqcoe5G098200.2.p, Aqcoe5G098200.1.p, Aqcoe5G098200.3.p, Aqcoe6G146000.1.p, Aqcoe6G146000.3.p, Aqcoe5G098200.4.p, Aqcoe6G146000.2.p, Aqcoe6G146000.5.p, Aqcoe6G146000.4.p, Aqcoe6G146000.6.p, Aqcoe6G146100.2.p, Aqcoe5G098100.1.p, Aqcoe6G146100.1.p	VIT_208s0007g05440.3, VIT_208s0007g05440.5, VIT_208s0007g05440.1, VIT_208s0007g05440.4, VIT_208s0007g05440.2, VIT_208s0007g05440.6, VIT_218s0041g01940.1, VIT_218s0041g01940.3, VIT_218s0041g01940.7, VIT_218s0041g01940.5, VIT_218s0041g01940.2, VIT_218s0041g01940.4, VIT_218s0041g01940.6, VIT_211s0052g00460.1
OG0000991	Aqcoe6G244200.1.p, Aqcoe6G244200.2.p	VIT_203s0038g00840.2, VIT_203s0038g00840.3, VIT_203s0038g00840.1, VIT_203s0038g00840.4, VIT_218s0001g13730.1
OG0000992	Aqcoe1G214800.1.p, Aqcoe4G026800.1.p	VIT_210s0003g01830.3, VIT_210s0003g01830.2, VIT_210s0003g01830.1
OG0000992	Aqcoe4G043500.1.p, Aqcoe4G043600.1.p	VIT_214s0006g01540.1
OG0000993	Aqcoe4G280900.4.p, Aqcoe4G280900.3.p, Aqcoe4G280900.2.p, Aqcoe4G280900.1.p	VIT_213s0073g00680.1, VIT_213s0073g00680.5, VIT_213s0073g00680.4, VIT_213s0073g00680.3, VIT_213s0073g00680.2
OG0000993	Aqcoe5G279600.1.p	VIT_200s0357g00110.1, VIT_200s0556g00010.1
OG0000994	Aqcoe7G336500.1.p, Aqcoe7G233000.2.p, Aqcoe7G233000.1.p, Aqcoe4G257000.1.p	VIT_211s0016g05510.1, VIT_211s0016g05510.2, VIT_211s0016g05510.3, VIT_204s0008g05520.1
OG0000995	Aqcoe7G326900.2.p, Aqcoe7G326900.1.p, Aqcoe7G257600.2.p, Aqcoe7G257600.1.p	VIT_211s0052g01380.3, VIT_211s0052g01380.1, VIT_211s0052g01380.2, VIT_200s0181g00220.1, VIT_200s0181g00220.2
OG0000996	Aqcoe7G179700.1.p	VIT_204s0008g04140.1
OG0000996	Aqcoe7G179400.1.p	VIT_204s0008g03950.1, VIT_204s0008g03930.2, VIT_204s0008g03930.4, VIT_204s0008g03930.3, VIT_204s0008g03930.1, VIT_211s0016g03950.1
OG0000997	Aqcoe7G030600.2.p	VIT_215s0046g02410.5
OG0000997	Aqcoe7G030600.1.p, Aqcoe1G428900.1.p	VIT_215s0046g02410.3, VIT_215s0046g02410.1, VIT_215s0046g02410.4, VIT_215s0046g02410.2, VIT_202s0025g03390.2
OG0000998	Aqcoe7G004200.3.p, Aqcoe7G004200.1.p, Aqcoe7G004200.2.p	VIT_216s0098g01370.1, VIT_218s0166g00240.4, VIT_218s0166g00240.5, VIT_218s0166g00240.8, VIT_218s0166g00240.9, VIT_218s0166g00240.7, VIT_218s0166g00240.1, VIT_218s0166g00240.2, VIT_218s0166g00240.6, VIT_218s0166g00240.3
OG0000999	Aqcoe7G381700.1.p, Aqcoe7G381700.3.p, Aqcoe7G381700.2.p, Aqcoe7G178100.1.p, Aqcoe7G381700.4.p	VIT_204s0008g05630.1, VIT_204s0008g05630.3, VIT_204s0008g05630.4, VIT_204s0008g05630.2, VIT_209s0002g07300.2, VIT_209s0002g07300.1
OG0001000	Aqcoe7G294200.1.p, Aqcoe7G294200.2.p	VIT_207s0005g04630.3, VIT_207s0005g04630.4, VIT_207s0005g04630.5, VIT_207s0005g04630.7, VIT_207s0005g04630.6, VIT_207s0005g04630.1, VIT_207s0005g04630.2, VIT_205s0077g00140.1
