Orthogroup	G_max.proteins	V_vinifera.proteins
OG0001582	GmISU01.02G245000.1.p, GmISU01.14G026800.1.p, GmISU01.18G090700.1.p, GmISU01.18G090700.2.p, GmISU01.08G276400.1.p	VIT_212s0028g00050.2, VIT_212s0028g00050.5, VIT_212s0028g00050.4, VIT_212s0028g00050.3, VIT_212s0028g00050.1
OG0001582	GmISU01.08G113100.1.p	VIT_210s0003g02720.2, VIT_210s0003g02720.3, VIT_210s0003g02720.1
OG0001583	GmISU01.02G160700.4.p, GmISU01.02G160700.3.p, GmISU01.02G160700.1.p, GmISU01.10G074300.4.p, GmISU01.10G074300.3.p, GmISU01.10G074300.1.p, GmISU01.10G074300.2.p, GmISU01.10G074300.5.p, GmISU01.19G166600.6.p, GmISU01.19G166600.4.p, GmISU01.19G166600.1.p, GmISU01.19G166600.5.p, GmISU01.19G166600.3.p, GmISU01.19G166600.2.p, GmISU01.03G164500.1.p, GmISU01.19G166600.7.p, GmISU01.03G164500.4.p, GmISU01.03G164500.3.p	VIT_208s0032g00790.4, VIT_208s0032g00790.2, VIT_208s0032g00790.3, VIT_208s0032g00790.1
OG0001584	GmISU01.11G129700.2.p, GmISU01.11G129700.4.p, GmISU01.11G129700.3.p, GmISU01.12G060300.4.p, GmISU01.12G060300.2.p, GmISU01.12G060300.3.p, GmISU01.12G060300.1.p, GmISU01.11G129700.1.p, GmISU01.13G292700.3.p, GmISU01.13G292700.2.p, GmISU01.15G038900.2.p, GmISU01.13G292700.1.p, GmISU01.15G038900.1.p	VIT_206s0004g04140.2, VIT_206s0004g04140.4, VIT_206s0004g04140.5, VIT_206s0004g04140.3, VIT_206s0004g04140.6, VIT_206s0004g04140.1
OG0001585	GmISU01.07G188900.4.p, GmISU01.07G188900.3.p, GmISU01.07G188900.2.p, GmISU01.07G188900.1.p, GmISU01.20G017200.1.p	VIT_201s0011g01870.2, VIT_201s0011g01870.1, VIT_201s0011g01870.3, VIT_201s0011g01870.4
OG0001585	GmISU01.08G159300.1.p, GmISU01.15G211800.1.p	VIT_219s0027g00520.5, VIT_219s0027g00520.1, VIT_219s0027g00520.2, VIT_219s0027g00520.6, VIT_219s0027g00520.3, VIT_219s0027g00520.4
OG0001586	GmISU01.10G065900.3.p, GmISU01.10G065900.1.p, GmISU01.03G157500.1.p, GmISU01.19G159700.1.p, GmISU01.20G023700.2.p, GmISU01.20G023700.1.p, GmISU01.20G023700.3.p, GmISU01.20G023850.1.p	VIT_208s0007g03060.1
OG0001588	GmISU01.06G044950.1.p, GmISU01.06G044950.2.p, GmISU01.04G046200.2.p, GmISU01.04G046200.3.p	VIT_218s0001g08370.2, VIT_218s0001g08370.1, VIT_218s0001g08370.3
OG0001589	GmISU01.20G130900.1.p, GmISU01.20G130900.3.p, GmISU01.17G109750.1.p, GmISU01.10G186600.2.p, GmISU01.20G130900.2.p, GmISU01.02G072800.1.p, GmISU01.02G072800.4.p, GmISU01.02G072800.2.p, GmISU01.02G072800.3.p	VIT_218s0072g00440.2, VIT_218s0072g00440.9, VIT_218s0072g00440.8, VIT_218s0072g00440.6, VIT_218s0072g00440.10, VIT_218s0072g00440.4, VIT_218s0072g00440.7, VIT_218s0072g00440.5, VIT_218s0072g00440.3, VIT_218s0072g00440.1
OG0001590	GmISU01.19G063200.1.p, GmISU01.19G063200.4.p, GmISU01.19G063200.2.p, GmISU01.19G063200.3.p, GmISU01.19G063200.5.p, GmISU01.16G056500.1.p, GmISU01.19G059000.1.p, GmISU01.05G066200.1.p	VIT_214s0171g00410.1, VIT_214s0171g00410.3, VIT_214s0171g00410.2
OG0001590	GmISU01.05G119600.1.p, GmISU01.08G093000.1.p, GmISU01.18G008900.1.p, GmISU01.11G225300.1.p	VIT_201s0010g02480.3, VIT_201s0010g02480.1, VIT_201s0010g02480.2
OG0001591	GmISU01.12G136400.1.p, GmISU01.16G001500.2.p, GmISU01.16G001500.4.p, GmISU01.16G001500.3.p, GmISU01.16G001500.5.p, GmISU01.16G001500.7.p, GmISU01.16G001500.6.p, GmISU01.16G001500.1.p, GmISU01.04G212800.5.p, GmISU01.04G212800.12.p, GmISU01.04G212800.14.p, GmISU01.04G212800.13.p, GmISU01.04G212800.16.p, GmISU01.04G212800.15.p, GmISU01.04G212800.11.p, GmISU01.04G212800.4.p, GmISU01.04G212800.18.p, GmISU01.04G212800.17.p, GmISU01.04G212800.19.p, GmISU01.04G212800.20.p, GmISU01.06G277300.11.p, GmISU01.06G277300.9.p, GmISU01.06G277300.8.p, GmISU01.06G277300.2.p, GmISU01.06G277300.10.p	VIT_218s0075g00710.1, VIT_218s0075g00790.1
OG0001592	GmISU01.18G111500.3.p, GmISU01.18G111500.4.p, GmISU01.18G111500.2.p	VIT_201s0127g00380.1, VIT_201s0127g00380.2
OG0001593	GmISU01.19G045800.1.p	VIT_214s0066g00350.2, VIT_214s0066g00350.1
OG0001594	GmISU01.07G051700.11.p, GmISU01.07G051700.8.p, GmISU01.07G051700.12.p, GmISU01.07G051700.9.p, GmISU01.07G051700.4.p, GmISU01.07G051700.6.p, GmISU01.07G051700.3.p, GmISU01.07G051700.5.p, GmISU01.07G051700.10.p, GmISU01.07G051700.7.p, GmISU01.16G022100.1.p, GmISU01.16G022100.6.p, GmISU01.16G022100.5.p, GmISU01.16G022100.9.p, GmISU01.16G022100.11.p, GmISU01.16G022100.10.p, GmISU01.16G022100.3.p, GmISU01.16G022100.8.p	VIT_215s0046g00740.5, VIT_215s0046g00740.6, VIT_215s0046g00740.3, VIT_215s0046g00740.2, VIT_215s0046g00740.4, VIT_215s0046g00740.1
OG0001595	GmISU01.10G158600.1.p, GmISU01.20G157100.2.p, GmISU01.20G157100.5.p, GmISU01.02G078900.1.p, GmISU01.02G078900.2.p, GmISU01.02G078900.5.p, GmISU01.02G078900.3.p, GmISU01.10G094200.3.p, GmISU01.10G094200.1.p, GmISU01.10G094200.2.p, GmISU01.02G078900.6.p	VIT_216s0013g00260.2, VIT_216s0013g00260.1, VIT_216s0013g00260.3, VIT_216s0013g00260.4, VIT_216s0013g00260.5
OG0001596	GmISU01.02G203200.1.p, GmISU01.02G203200.2.p, GmISU01.14G174600.1.p, GmISU01.18G041300.2.p, GmISU01.18G041300.1.p, GmISU01.18G041300.3.p, GmISU01.11G192800.1.p	VIT_204s0079g00280.2, VIT_204s0079g00280.3, VIT_204s0079g00280.1
OG0001596	GmISU01.09G131800.1.p, GmISU01.16G185300.1.p	VIT_217s0053g00740.1
OG0001597	GmISU01.19G039100.1.p, GmISU01.19G039200.1.p, GmISU01.13G025800.3.p, GmISU01.18G237701.1.p	VIT_217s0000g03690.1
OG0001598	GmISU01.10G244932.1.p, GmISU01.20G071300.2.p, GmISU01.20G071300.1.p, GmISU01.20G071400.1.p, GmISU01.10G244866.1.p, GmISU01.20G071500.1.p, GmISU01.20G071500.2.p, GmISU01.10G244800.1.p, GmISU01.17G141400.1.p, GmISU01.05G091500.1.p, GmISU01.17G141500.1.p, GmISU01.11G038100.2.p, GmISU01.01G159400.1.p	VIT_202s0012g01030.1
OG0001599	GmISU01.02G078300.14.p, GmISU01.02G078300.15.p, GmISU01.02G078300.3.p, GmISU01.02G078300.8.p, GmISU01.02G078300.9.p, GmISU01.02G078300.10.p, GmISU01.02G078300.1.p, GmISU01.02G078300.13.p, GmISU01.02G078300.2.p, GmISU01.07G147000.2.p, GmISU01.07G147000.4.p, GmISU01.07G147000.3.p, GmISU01.07G147000.6.p, GmISU01.07G147000.7.p, GmISU01.08G045200.2.p, GmISU01.08G045200.1.p, GmISU01.08G045200.5.p, GmISU01.08G045200.4.p, GmISU01.08G045200.6.p, GmISU01.08G045200.3.p, GmISU01.05G207500.1.p, GmISU01.05G207500.5.p, GmISU01.05G207500.3.p, GmISU01.05G207500.2.p, GmISU01.05G207500.4.p	VIT_201s0011g06190.2, VIT_201s0011g06190.3, VIT_201s0011g06190.1
OG0001600	GmISU01.02G101600.2.p, GmISU01.02G101600.1.p, GmISU01.01G048300.1.p, GmISU01.07G192900.2.p, GmISU01.07G192900.1.p, GmISU01.07G192900.3.p, GmISU01.20G022900.3.p, GmISU01.20G022900.1.p, GmISU01.20G022900.2.p	VIT_201s0011g00910.5, VIT_201s0011g00910.4, VIT_201s0011g00910.2, VIT_201s0011g00910.3, VIT_201s0011g00910.1
OG0001601	GmISU01.02G031800.1.p, GmISU01.01G028200.1.p	VIT_201s0127g00700.1
OG0001601	GmISU01.06G166500.1.p, GmISU01.04G147400.1.p	VIT_217s0000g08380.1
OG0001601	GmISU01.19G006900.1.p, GmISU01.05G006500.1.p	VIT_214s0066g01190.1
OG0001602	GmISU01.04G142000.1.p, GmISU01.04G142000.3.p, GmISU01.06G172600.1.p	VIT_217s0000g05470.1
OG0001602	GmISU01.04G142100.1.p	VIT_217s0000g05460.1
OG0001603	GmISU01.10G229200.3.p, GmISU01.10G229200.4.p, GmISU01.20G088500.7.p, GmISU01.20G088500.6.p, GmISU01.20G088500.4.p, GmISU01.10G229200.2.p, GmISU01.20G088500.1.p, GmISU01.20G088500.5.p, GmISU01.10G229200.1.p	VIT_218s0041g02320.1, VIT_214s0030g00890.1, VIT_201s0011g04090.2, VIT_201s0011g04090.4, VIT_201s0011g04090.3, VIT_201s0011g04090.1
OG0001603	GmISU01.07G088700.1.p, GmISU01.09G142300.1.p	VIT_217s0000g03200.1, VIT_217s0000g03200.3, VIT_217s0000g03200.2
OG0001604	GmISU01.01G013600.3.p, GmISU01.01G013600.2.p, GmISU01.01G013600.4.p, GmISU01.01G013600.5.p, GmISU01.01G013600.1.p, GmISU01.09G167700.2.p, GmISU01.09G167700.3.p, GmISU01.09G167700.4.p, GmISU01.09G167700.1.p	VIT_202s0012g01960.5, VIT_202s0012g01960.3, VIT_202s0012g01960.4, VIT_202s0012g01960.2, VIT_202s0012g01960.1
OG0001605	GmISU01.15G162100.1.p, GmISU01.15G162100.2.p, GmISU01.09G064800.1.p, GmISU01.09G064800.5.p, GmISU01.09G064800.4.p, GmISU01.13G084700.1.p, GmISU01.13G084700.4.p, GmISU01.13G084700.2.p, GmISU01.13G084700.6.p, GmISU01.13G084700.3.p, GmISU01.17G042600.4.p, GmISU01.17G042600.2.p, GmISU01.17G042600.3.p, GmISU01.17G042600.1.p, GmISU01.17G042600.5.p, GmISU01.17G042600.9.p, GmISU01.17G042600.8.p, GmISU01.17G042600.7.p, GmISU01.17G042600.10.p, GmISU01.17G042600.6.p, GmISU01.17G042600.11.p	VIT_211s0016g00640.2, VIT_211s0016g00640.1
OG0001606	GmISU01.15G206000.3.p, GmISU01.15G206000.5.p, GmISU01.15G206000.4.p, GmISU01.15G206000.9.p, GmISU01.15G206000.14.p, GmISU01.15G206000.10.p, GmISU01.15G206000.11.p, GmISU01.15G206000.7.p, GmISU01.15G206000.6.p, GmISU01.15G206000.2.p, GmISU01.15G206000.15.p, GmISU01.15G206000.19.p, GmISU01.15G206000.16.p, GmISU01.15G206000.18.p, GmISU01.15G206000.17.p, GmISU01.15G206000.20.p, GmISU01.15G206000.1.p, GmISU01.15G206000.13.p, GmISU01.15G206000.12.p, GmISU01.15G206000.8.p, GmISU01.13G224400.2.p, GmISU01.13G224400.9.p, GmISU01.13G224400.8.p, GmISU01.13G224400.5.p, GmISU01.13G224400.6.p, GmISU01.13G224400.4.p, GmISU01.13G224400.3.p, GmISU01.13G224400.7.p	VIT_219s0140g00200.1, VIT_219s0140g00200.3, VIT_219s0140g00200.4, VIT_219s0140g00200.2
OG0001607	GmISU01.01G087700.1.p, GmISU01.01G087800.1.p, GmISU01.11G049700.1.p, GmISU01.01G148200.1.p	VIT_213s0074g00536.1, VIT_213s0074g00531.1, VIT_213s0074g00533.1, VIT_213s0074g00506.1, VIT_209s0096g00002.1, VIT_213s0074g00532.1, VIT_213s0074g00050.1, VIT_213s0074g00075.1, VIT_213s0074g00534.1, VIT_213s0074g00503.1
OG0001607	GmISU01.07G212100.1.p	VIT_216s0022g01310.1
OG0001616	GmISU01.06G128200.1.p	VIT_213s0067g00110.3, VIT_213s0067g00110.4, VIT_213s0067g00110.5, VIT_213s0067g00110.2, VIT_213s0067g00110.1
OG0001616	GmISU01.07G104900.1.p	VIT_215s0021g01060.1, VIT_215s0021g01060.2, VIT_215s0021g01060.3, VIT_215s0021g01040.1, VIT_215s0021g01110.1
OG0001616	GmISU01.18G046600.1.p, GmISU01.18G046600.2.p	VIT_218s0089g00700.2, VIT_218s0089g00700.3, VIT_218s0089g00700.1, VIT_203s0167g00190.1, VIT_218s0089g00700.5, VIT_218s0089g00700.6, VIT_218s0089g00700.4
OG0001617	GmISU01.19G210600.2.p, GmISU01.19G210600.1.p, GmISU01.03G209600.2.p, GmISU01.03G209600.1.p	VIT_204s0043g00840.3, VIT_204s0043g00840.1, VIT_204s0043g00840.2
OG0001617	GmISU01.08G308300.1.p, GmISU01.18G120800.1.p	VIT_200s0524g00030.1, VIT_200s0524g00010.1
OG0001618	GmISU01.18G228800.1.p, GmISU01.02G085300.1.p	VIT_206s0004g04090.1, VIT_206s0004g04090.2, VIT_213s0019g00250.1, VIT_208s0040g02630.2, VIT_208s0040g02630.1
OG0001619	GmISU01.04G050500.1.p, GmISU01.20G013400.1.p, GmISU01.06G048800.1.p, GmISU01.17G193800.1.p, GmISU01.17G193700.1.p, GmISU01.14G094700.1.p, GmISU01.14G094600.1.p	VIT_204s0008g01580.1, VIT_204s0008g01520.1, VIT_204s0008g01550.1, VIT_204s0008g01570.1, VIT_204s0008g01510.1, VIT_204s0008g01490.1, VIT_204s0008g01500.1, VIT_204s0008g01590.1
OG0001620	GmISU01.02G086800.3.p, GmISU01.02G086800.1.p, GmISU01.18G227000.2.p, GmISU01.18G227000.1.p	VIT_201s0146g00060.3, VIT_201s0146g00060.5, VIT_201s0146g00060.4, VIT_201s0146g00060.2, VIT_201s0146g00060.1
OG0001620	GmISU01.08G184500.2.p, GmISU01.07G012400.2.p, GmISU01.07G012400.1.p	VIT_212s0057g00940.1, VIT_212s0057g00940.2, VIT_212s0057g00940.7, VIT_212s0057g00940.4
OG0001621	GmISU01.13G170800.2.p, GmISU01.13G170800.1.p, GmISU01.12G200700.2.p, GmISU01.12G200700.1.p, GmISU01.12G200700.3.p	VIT_213s0064g01030.1
OG0001621	GmISU01.17G171500.1.p, GmISU01.12G051900.1.p, GmISU01.12G051900.2.p, GmISU01.11G121400.1.p, GmISU01.11G121400.2.p	VIT_206s0004g01930.3, VIT_206s0004g01930.2, VIT_206s0004g01930.1, VIT_206s0004g01930.4
OG0001622	GmISU01.18G039900.1.p, GmISU01.05G016700.1.p, GmISU01.05G016700.2.p, GmISU01.11G194800.1.p, GmISU01.17G074401.1.p	VIT_212s0057g00310.4, VIT_212s0057g00310.3, VIT_212s0057g00310.1, VIT_212s0057g00310.2
OG0001623	GmISU01.20G124200.1.p, GmISU01.20G124100.2.p, GmISU01.10G196000.1.p, GmISU01.19G039500.2.p, GmISU01.19G039500.1.p	VIT_216s0050g00610.2, VIT_216s0050g00610.1
OG0001624	GmISU01.01G081100.1.p, GmISU01.17G097300.1.p, GmISU01.13G137100.1.p, GmISU01.09G080300.1.p, GmISU01.09G080200.1.p	VIT_211s0118g00680.1, VIT_204s0008g06220.1
OG0001625	GmISU01.03G156800.3.p, GmISU01.03G156800.2.p, GmISU01.03G156800.5.p, GmISU01.03G156800.4.p, GmISU01.03G156800.1.p	VIT_208s0007g03200.1, VIT_208s0007g03200.2, VIT_208s0007g03200.6, VIT_208s0007g03200.5, VIT_208s0007g03200.3, VIT_208s0007g03200.4
OG0001625	GmISU01.12G081300.3.p, GmISU01.11G146700.5.p, GmISU01.11G146700.4.p, GmISU01.12G081300.6.p, GmISU01.12G081300.5.p, GmISU01.12G081300.7.p, GmISU01.11G146700.9.p, GmISU01.11G146700.7.p, GmISU01.11G146700.2.p, GmISU01.11G146700.8.p	VIT_206s0080g00470.3, VIT_206s0080g00470.2, VIT_206s0080g00470.4, VIT_206s0080g00470.1
OG0001626	GmISU01.08G104100.2.p	VIT_213s0156g00060.2
OG0001626	GmISU01.09G086900.3.p	VIT_206s0004g00830.1
OG0001627	GmISU01.03G147300.5.p, GmISU01.03G147300.14.p, GmISU01.03G147300.9.p, GmISU01.03G147300.10.p, GmISU01.03G147300.1.p, GmISU01.03G147300.4.p, GmISU01.03G147300.3.p, GmISU01.03G147300.11.p, GmISU01.03G147300.8.p, GmISU01.03G147300.13.p, GmISU01.03G147300.2.p, GmISU01.03G147300.6.p, GmISU01.03G147300.12.p, GmISU01.03G147300.7.p, GmISU01.10G054500.1.p, GmISU01.10G054500.4.p, GmISU01.10G054500.3.p, GmISU01.13G118200.1.p	VIT_208s0007g04700.3, VIT_208s0007g04700.4, VIT_208s0007g04700.1, VIT_208s0007g04700.6, VIT_208s0007g04700.2, VIT_208s0007g04700.5
OG0001628	GmISU01.15G167400.3.p, GmISU01.15G167400.2.p	VIT_205s0020g00730.3, VIT_205s0020g00730.1, VIT_205s0020g00730.2
OG0001628	GmISU01.10G113900.1.p, GmISU01.20G064200.5.p, GmISU01.20G064200.6.p, GmISU01.20G064200.3.p, GmISU01.20G064200.1.p, GmISU01.20G064200.2.p, GmISU01.20G064200.4.p, GmISU01.03G187200.1.p, GmISU01.03G187200.2.p	VIT_214s0060g00460.2, VIT_214s0060g00460.1
OG0001629	GmISU01.06G066600.1.p	VIT_216s0098g01560.1
OG0001630	GmISU01.03G129400.2.p	VIT_205s0049g01790.2
OG0001630	GmISU01.10G036500.1.p, GmISU01.13G099000.1.p, GmISU01.19G133400.1.p, GmISU01.03G129400.1.p	VIT_207s0005g04150.1
OG0001632	GmISU01.13G048900.1.p, GmISU01.20G140800.1.p, GmISU01.20G140800.5.p, GmISU01.20G140800.4.p, GmISU01.20G140800.6.p, GmISU01.20G140800.3.p, GmISU01.20G140800.2.p, GmISU01.10G176200.6.p, GmISU01.10G176200.1.p, GmISU01.10G176200.9.p, GmISU01.10G176200.5.p, GmISU01.10G176200.10.p, GmISU01.10G176200.3.p, GmISU01.10G176200.11.p, GmISU01.10G176200.7.p, GmISU01.10G176200.4.p, GmISU01.10G176200.2.p, GmISU01.10G176200.8.p	VIT_213s0019g04010.1, VIT_213s0019g04010.3, VIT_213s0019g04010.2
OG0001633	GmISU01.05G077600.1.p, GmISU01.17G154300.1.p	VIT_207s0031g00190.1
OG0001634	GmISU01.12G136200.1.p, GmISU01.12G136200.2.p	VIT_212s0035g01100.2, VIT_212s0035g01100.1
OG0001634	GmISU01.09G226600.1.p, GmISU01.18G165200.1.p, GmISU01.03G001100.1.p, GmISU01.16G189000.1.p	VIT_208s0056g00510.1
OG0001636	GmISU01.19G158700.1.p, GmISU01.03G156700.2.p, GmISU01.03G156700.1.p, GmISU01.10G065200.1.p, GmISU01.13G127600.2.p, GmISU01.13G127600.1.p	VIT_208s0007g03210.1, VIT_208s0007g03210.4, VIT_208s0007g03210.3, VIT_208s0007g03210.2
OG0001637	GmISU01.15G065000.3.p, GmISU01.15G065000.1.p, GmISU01.15G065000.4.p, GmISU01.15G065000.2.p, GmISU01.13G211500.1.p	VIT_218s0001g11300.1
OG0001637	GmISU01.12G021300.1.p, GmISU01.11G089000.1.p	VIT_203s0038g03540.3, VIT_203s0038g03540.1, VIT_203s0038g03540.2
OG0001638	GmISU01.15G043300.8.p, GmISU01.15G043300.7.p, GmISU01.15G043300.1.p, GmISU01.15G043300.4.p, GmISU01.15G043300.5.p, GmISU01.15G043300.2.p, GmISU01.15G043300.3.p, GmISU01.15G043300.6.p, GmISU01.08G173200.2.p, GmISU01.08G173200.5.p, GmISU01.08G173200.1.p, GmISU01.08G173200.4.p, GmISU01.08G173200.3.p, GmISU01.05G142500.7.p, GmISU01.05G142500.6.p, GmISU01.05G142500.1.p, GmISU01.05G142500.5.p, GmISU01.08G117700.2.p, GmISU01.08G117700.1.p, GmISU01.08G117700.3.p	VIT_212s0034g01790.2, VIT_212s0034g01790.5, VIT_212s0034g01790.4, VIT_212s0034g01790.1, VIT_212s0034g01790.3
OG0001639	GmISU01.11G183600.1.p, GmISU01.11G183600.3.p, GmISU01.11G183600.4.p, GmISU01.18G049000.3.p, GmISU01.04G121100.2.p, GmISU01.04G121100.3.p, GmISU01.04G121100.1.p, GmISU01.06G191900.2.p, GmISU01.06G191900.1.p	VIT_206s0004g08050.2, VIT_206s0004g08050.3, VIT_206s0004g08050.1, VIT_206s0004g08050.4, VIT_206s0004g08050.6, VIT_206s0004g08050.7, VIT_206s0004g08050.5
OG0001640	GmISU01.04G045600.2.p, GmISU01.04G045600.1.p, GmISU01.14G087100.1.p, GmISU01.14G087100.2.p, GmISU01.17G201200.1.p, GmISU01.17G201200.3.p, GmISU01.17G201200.2.p, GmISU01.14G087100.3.p	VIT_218s0001g08490.2, VIT_218s0001g08490.1, VIT_218s0001g08490.5, VIT_218s0001g08490.3, VIT_218s0001g08490.4
OG0001641	GmISU01.11G073500.1.p, GmISU01.01G125800.1.p	VIT_200s0264g00030.1, VIT_200s0264g00030.3
OG0001641	GmISU01.12G089600.1.p, GmISU01.06G259900.1.p, GmISU01.13G269800.1.p, GmISU01.12G161000.1.p	VIT_219s0090g00460.1
OG0001642	GmISU01.05G150100.1.p, GmISU01.05G150100.2.p, GmISU01.05G150100.6.p, GmISU01.05G150100.4.p, GmISU01.08G125800.1.p	VIT_207s0141g00250.1
OG0001643	GmISU01.11G042400.1.p, GmISU01.11G042400.2.p, GmISU01.01G155300.1.p, GmISU01.05G086200.1.p	VIT_200s0601g00030.4
OG0001644	GmISU01.19G031600.1.p	VIT_211s0037g00750.1, VIT_211s0037g00750.3, VIT_211s0037g00750.2
OG0001645	GmISU01.02G231000.1.p, GmISU01.02G231000.2.p, GmISU01.20G038500.1.p	VIT_212s0059g01130.1
OG0001645	GmISU01.15G103000.2.p, GmISU01.15G103000.1.p	VIT_210s0116g00920.1
OG0001646	GmISU01.02G133600.1.p, GmISU01.13G281400.1.p, GmISU01.02G133400.1.p, GmISU01.10G023800.2.p, GmISU01.10G023800.1.p	VIT_207s0104g00200.4, VIT_207s0104g00200.2, VIT_207s0104g00200.7, VIT_207s0104g00200.6, VIT_207s0104g00200.5, VIT_207s0104g00200.1, VIT_207s0104g00200.3
OG0001647	GmISU01.07G047600.1.p, GmISU01.16G017900.1.p	VIT_215s0048g02740.3, VIT_215s0048g02740.2, VIT_215s0048g02740.1, VIT_215s0048g02740.4
OG0001647	GmISU01.09G076900.1.p, GmISU01.09G076900.2.p	VIT_210s0003g04020.5, VIT_210s0003g04020.6, VIT_210s0003g04020.4, VIT_210s0003g04020.1, VIT_210s0003g04020.2, VIT_210s0003g04020.7, VIT_210s0003g04020.3
OG0001648	GmISU01.08G312700.2.p, GmISU01.18G125900.1.p	VIT_200s0186g00020.1, VIT_200s0186g00080.1, VIT_200s0186g00020.2, VIT_200s0186g00080.2, VIT_212s0059g01310.1, VIT_212s0059g01310.2
OG0001649	GmISU01.10G171500.4.p, GmISU01.10G171500.2.p, GmISU01.10G171500.3.p, GmISU01.10G171500.1.p, GmISU01.10G084000.2.p, GmISU01.10G084000.1.p, GmISU01.02G141800.3.p, GmISU01.02G141800.2.p, GmISU01.02G141800.1.p, GmISU01.02G141800.4.p	VIT_213s0019g04860.6, VIT_213s0019g04860.5, VIT_213s0019g04860.4, VIT_213s0019g04860.1, VIT_213s0019g04860.2, VIT_213s0019g04860.8, VIT_213s0019g04860.7, VIT_213s0019g04860.3
OG0001650	GmISU01.18G118800.1.p	VIT_207s0141g00870.1, VIT_207s0141g00840.1, VIT_207s0141g00930.1
OG0001650	GmISU01.13G267300.1.p, GmISU01.12G163200.1.p, GmISU01.13G267200.1.p	VIT_212s0059g02600.1, VIT_212s0059g02590.1, VIT_212s0059g02620.1, VIT_212s0059g02580.1
OG0001651	GmISU01.09G014300.1.p, GmISU01.15G112000.1.p, GmISU01.09G014300.2.p, GmISU01.07G230700.9.p, GmISU01.07G230700.6.p, GmISU01.07G230700.7.p, GmISU01.07G230700.8.p, GmISU01.17G004300.1.p, GmISU01.17G004300.2.p	VIT_210s0116g00400.1
OG0001651	GmISU01.08G296000.1.p	VIT_219s0015g00760.2, VIT_219s0015g00760.3, VIT_219s0015g00760.1, VIT_219s0015g00760.4, VIT_219s0015g00760.5, VIT_219s0015g00760.6
OG0001652	GmISU01.15G107200.1.p, GmISU01.09G010400.1.p, GmISU01.07G228500.1.p, GmISU01.17G006700.1.p	VIT_212s0057g00420.1, VIT_212s0057g00420.3, VIT_212s0057g00420.2, VIT_210s0405g00040.3, VIT_210s0405g00040.2, VIT_210s0405g00040.1
OG0001654	GmISU01.17G086700.1.p	VIT_217s0000g07520.2, VIT_217s0000g07520.1
OG0001654	GmISU01.09G228400.1.p, GmISU01.18G161000.2.p	VIT_208s0058g01440.1
OG0001655	GmISU01.01G175600.1.p, GmISU01.01G175600.3.p, GmISU01.11G023500.2.p, GmISU01.11G023500.1.p, GmISU01.05G044400.1.p, GmISU01.17G120300.1.p	VIT_202s0025g04150.2, VIT_202s0025g04150.3, VIT_202s0025g04150.1
OG0001655	GmISU01.18G172200.1.p, GmISU01.09G221100.1.p	VIT_215s0048g02030.1
OG0001656	GmISU01.17G041500.2.p, GmISU01.17G041500.1.p, GmISU01.13G086000.1.p	VIT_211s0016g00490.2, VIT_211s0016g00490.1, VIT_211s0016g00490.3
OG0001657	GmISU01.05G175600.1.p	VIT_202s0025g03620.2, VIT_202s0025g03620.1
OG0001658	GmISU01.08G202200.2.p, GmISU01.08G202200.1.p, GmISU01.07G021800.2.p, GmISU01.07G021800.1.p	VIT_209s0070g00060.1
OG0001658	GmISU01.06G057600.4.p, GmISU01.06G057600.1.p, GmISU01.04G057500.1.p, GmISU01.04G057500.3.p	VIT_204s0008g05850.2, VIT_204s0008g05850.1
OG0001659	GmISU01.03G022000.3.p, GmISU01.03G022000.1.p, GmISU01.01G107600.1.p, GmISU01.01G107600.3.p, GmISU01.17G124600.4.p, GmISU01.17G124600.5.p, GmISU01.17G124600.2.p, GmISU01.17G124600.6.p, GmISU01.17G124600.1.p, GmISU01.17G124600.3.p, GmISU01.05G048300.1.p	VIT_202s0241g00080.1
OG0001660	GmISU01.07G021700.1.p, GmISU01.08G202300.1.p, GmISU01.08G202300.3.p, GmISU01.08G202300.2.p, GmISU01.13G327300.2.p, GmISU01.13G327300.1.p, GmISU01.13G327300.3.p, GmISU01.15G003400.2.p, GmISU01.15G003400.1.p	VIT_211s0037g00080.1, VIT_211s0037g00080.2, VIT_211s0037g00080.3
OG0001661	GmISU01.04G057700.1.p, GmISU01.04G057700.2.p, GmISU01.06G057900.2.p, GmISU01.06G057900.1.p, GmISU01.17G186500.1.p, GmISU01.14G102400.1.p	VIT_204s0008g05900.1, VIT_204s0008g05900.3, VIT_204s0008g05900.2, VIT_204s0008g05900.4
OG0001661	GmISU01.13G128500.1.p, GmISU01.17G070000.1.p, GmISU01.09G082800.1.p, GmISU01.15G178900.1.p	VIT_211s0206g00060.2, VIT_211s0206g00060.1
OG0001662	GmISU01.14G114900.8.p, GmISU01.14G114900.1.p, GmISU01.14G114900.9.p, GmISU01.14G114900.3.p, GmISU01.14G114900.6.p, GmISU01.14G114900.11.p, GmISU01.14G114900.10.p, GmISU01.14G114900.4.p, GmISU01.14G114900.2.p, GmISU01.14G114900.7.p, GmISU01.14G114900.12.p, GmISU01.17G171400.2.p, GmISU01.17G171400.8.p, GmISU01.17G171400.4.p, GmISU01.17G171400.9.p, GmISU01.17G171400.3.p, GmISU01.17G171400.1.p, GmISU01.17G171400.7.p, GmISU01.17G171400.10.p, GmISU01.17G171400.5.p, GmISU01.17G171400.6.p	VIT_204s0069g00870.1
