Orthogroup	G_max.proteins	P_amilis.proteins
OG0000263	GmISU01.06G265200.4.p, GmISU01.06G265200.2.p, GmISU01.06G265200.1.p, GmISU01.06G265100.2.p, GmISU01.06G265100.3.p, GmISU01.06G265100.1.p, GmISU01.06G265300.3.p, GmISU01.06G265300.1.p, GmISU01.06G265300.2.p, GmISU01.06G269550.1.p, GmISU01.04G105300.1.p, GmISU01.20G031200.1.p, GmISU01.18G089100.1.p, GmISU01.15G116200.1.p, GmISU01.20G031400.2.p, GmISU01.20G031400.1.p, GmISU01.08G272900.1.p, GmISU01.08G277600.1.p, GmISU01.19G100200.1.p	FUN_046441-T1, FUN_046442-T1, FUN_046440-T1
OG0000264	GmISU01.04G213200.4.p, GmISU01.04G213200.3.p, GmISU01.04G213200.2.p, GmISU01.04G213200.1.p, GmISU01.06G277200.3.p, GmISU01.06G277200.2.p, GmISU01.06G277200.1.p	FUN_027212-T1
OG0000264	GmISU01.08G111400.2.p, GmISU01.05G136800.2.p, GmISU01.05G136800.1.p, GmISU01.13G190900.1.p, GmISU01.13G190900.2.p, GmISU01.15G082300.1.p, GmISU01.15G082300.2.p	FUN_034960-T1
OG0000265	GmISU01.06G203900.3.p, GmISU01.06G203900.4.p, GmISU01.06G203900.7.p, GmISU01.06G203900.8.p, GmISU01.06G203900.1.p, GmISU01.06G203900.6.p, GmISU01.06G203900.5.p, GmISU01.12G131900.1.p, GmISU01.06G204100.1.p	FUN_011920-T2, FUN_011920-T1, FUN_049254-T1
OG0000265	GmISU01.12G172400.1.p, GmISU01.13G257400.1.p, GmISU01.12G172400.2.p, GmISU01.13G257500.1.p	FUN_005711-T1, FUN_005712-T1, FUN_041659-T1, FUN_041683-T1, FUN_012733-T3, FUN_012733-T6, FUN_012733-T4, FUN_012733-T2, FUN_012733-T5, FUN_012733-T1, FUN_012737-T1
OG0000266	GmISU01.01G197700.3.p, GmISU01.01G197700.1.p, GmISU01.01G197700.4.p, GmISU01.11G003100.4.p, GmISU01.11G003100.3.p, GmISU01.11G003100.6.p, GmISU01.11G003100.2.p, GmISU01.11G003100.5.p, GmISU01.11G003100.1.p	FUN_035283-T1, FUN_012447-T1
OG0000267	GmISU01.14G091300.1.p, GmISU01.17G196900.1.p	FUN_012377-T1
OG0000268	GmISU01.17G104800.1.p, GmISU01.17G104800.2.p, GmISU01.13G138200.1.p	FUN_007893-T1, FUN_026180-T1
OG0000269	GmISU01.08G186500.1.p, GmISU01.08G186500.2.p, GmISU01.07G013400.1.p	FUN_006463-T2, FUN_006463-T3, FUN_006463-T1
OG0000269	GmISU01.04G079100.9.p, GmISU01.04G079100.11.p, GmISU01.04G079100.1.p, GmISU01.04G079100.12.p, GmISU01.04G079100.15.p, GmISU01.04G079100.14.p, GmISU01.04G079100.13.p, GmISU01.04G079100.10.p, GmISU01.04G079100.8.p, GmISU01.04G079100.6.p, GmISU01.06G080700.3.p, GmISU01.06G080700.1.p, GmISU01.06G080700.4.p, GmISU01.06G080700.5.p, GmISU01.06G080700.2.p, GmISU01.06G080700.6.p	FUN_005120-T2, FUN_005120-T1
OG0000270	GmISU01.08G178500.1.p, GmISU01.08G178600.1.p, GmISU01.07G007900.1.p, GmISU01.15G023400.1.p, GmISU01.15G023400.2.p, GmISU01.13G308300.1.p	FUN_031439-T1, FUN_020087-T1, FUN_043360-T1
OG0000271	GmISU01.01G071600.1.p, GmISU01.17G084500.4.p, GmISU01.17G084500.3.p, GmISU01.17G084500.6.p, GmISU01.17G084500.5.p, GmISU01.17G084500.2.p, GmISU01.17G084500.1.p, GmISU01.05G031500.1.p, GmISU01.05G031500.2.p, GmISU01.04G145500.7.p, GmISU01.04G145500.1.p, GmISU01.04G145500.6.p, GmISU01.04G145500.2.p, GmISU01.04G145500.3.p, GmISU01.06G168700.1.p, GmISU01.06G168700.2.p	FUN_010906-T1, FUN_010906-T2, FUN_010901-T1
OG0000276	GmISU01.04G025400.1.p, GmISU01.06G023400.1.p	FUN_038553-T1, FUN_049823-T1, FUN_049822-T1, FUN_049821-T1
OG0000276	GmISU01.02G019900.1.p	FUN_032445-T1
OG0000276	GmISU01.03G201500.1.p, GmISU01.19G202600.1.p	FUN_002520-T1
OG0000276	GmISU01.08G033500.1.p, GmISU01.01G110200.1.p, GmISU01.09G154450.1.p	FUN_010257-T1
OG0000277	GmISU01.13G277000.1.p, GmISU01.12G151800.1.p, GmISU01.11G147500.1.p, GmISU01.12G080300.1.p	FUN_048694-T1
OG0000277	GmISU01.13G062900.1.p, GmISU01.14G144400.1.p	FUN_048623-T1
OG0000277	GmISU01.10G168400.1.p, GmISU01.20G147700.1.p	FUN_023857-T1
OG0000277	GmISU01.02G155600.1.p, GmISU01.03G105300.1.p, GmISU01.19G109500.1.p	FUN_004668-T1, FUN_032886-T1
OG0000278	GmISU01.01G186300.1.p, GmISU01.01G186300.2.p, GmISU01.11G013700.2.p, GmISU01.11G013700.1.p	FUN_001489-T1, FUN_027214-T1, FUN_044546-T2, FUN_044546-T1
OG0000278	GmISU01.06G208600.6.p, GmISU01.06G208600.7.p, GmISU01.06G208600.3.p, GmISU01.06G208600.5.p, GmISU01.06G208600.4.p, GmISU01.06G208600.1.p, GmISU01.06G208600.2.p, GmISU01.06G208600.8.p, GmISU01.06G208600.11.p, GmISU01.06G208600.9.p, GmISU01.06G208600.10.p, GmISU01.12G127500.2.p, GmISU01.13G239700.1.p, GmISU01.13G239700.3.p, GmISU01.13G239700.2.p, GmISU01.12G188700.1.p	FUN_011938-T2, FUN_011938-T1, FUN_046609-T1
OG0000279	GmISU01.04G187800.7.p, GmISU01.04G187800.2.p, GmISU01.04G187800.3.p, GmISU01.04G187800.4.p, GmISU01.06G123900.1.p, GmISU01.06G123900.2.p, GmISU01.06G124100.1.p, GmISU01.06G124100.2.p, GmISU01.04G187700.3.p, GmISU01.04G187700.2.p	FUN_043112-T1, FUN_045048-T1
OG0000279	GmISU01.08G163800.2.p, GmISU01.15G207300.1.p, GmISU01.08G163800.1.p	FUN_011702-T1, FUN_011703-T1
OG0000280	GmISU01.18G242300.9.p, GmISU01.18G242300.3.p, GmISU01.18G242300.8.p, GmISU01.18G242300.6.p, GmISU01.10G255000.1.p, GmISU01.10G255000.5.p, GmISU01.10G255000.3.p, GmISU01.10G255000.4.p, GmISU01.10G255000.2.p, GmISU01.20G207000.1.p, GmISU01.20G207000.2.p	FUN_031792-T1, FUN_025254-T1, FUN_025254-T2
OG0000280	GmISU01.19G072700.1.p, GmISU01.19G072700.9.p, GmISU01.19G072700.4.p, GmISU01.19G072700.3.p, GmISU01.19G072700.2.p, GmISU01.19G072700.12.p, GmISU01.19G072700.13.p, GmISU01.19G072700.14.p, GmISU01.19G072700.15.p, GmISU01.19G072700.10.p, GmISU01.19G072700.11.p, GmISU01.19G072700.6.p, GmISU01.16G047000.5.p, GmISU01.16G047000.8.p, GmISU01.19G072700.7.p, GmISU01.19G072700.5.p, GmISU01.16G047000.12.p, GmISU01.16G047000.11.p, GmISU01.16G047000.2.p, GmISU01.16G047000.10.p, GmISU01.16G047000.3.p, GmISU01.16G047000.4.p	FUN_020597-T1, FUN_020597-T3, FUN_020597-T2
OG0000285	GmISU01.01G119300.2.p, GmISU01.01G119300.3.p, GmISU01.01G119300.1.p, GmISU01.11G080900.2.p, GmISU01.11G080900.1.p, GmISU01.16G096000.1.p, GmISU01.16G096000.3.p, GmISU01.16G096000.2.p, GmISU01.16G095800.5.p, GmISU01.16G095800.3.p, GmISU01.16G095800.4.p, GmISU01.16G095800.1.p, GmISU01.09G156100.2.p, GmISU01.09G156100.3.p, GmISU01.09G156100.1.p	FUN_007822-T1, FUN_004211-T1, FUN_004210-T1, FUN_004207-T1
OG0000286	GmISU01.03G019700.1.p, GmISU01.01G109300.1.p, GmISU01.01G172000.1.p, GmISU01.11G026200.3.p, GmISU01.11G026200.2.p, GmISU01.05G049500.3.p, GmISU01.05G049500.1.p, GmISU01.05G049500.2.p, GmISU01.17G125900.1.p, GmISU01.17G125900.2.p	FUN_040635-T1
OG0000286	GmISU01.01G158900.1.p, GmISU01.11G038700.1.p, GmISU01.05G090500.1.p, GmISU01.17G142500.2.p, GmISU01.17G142500.4.p, GmISU01.09G202000.1.p, GmISU01.18G192400.1.p	FUN_017519-T1, FUN_041554-T1
OG0000288	GmISU01.05G190600.4.p, GmISU01.05G190600.3.p, GmISU01.08G027100.2.p, GmISU01.05G190600.5.p, GmISU01.05G190600.1.p, GmISU01.08G027100.1.p	FUN_049973-T1, FUN_049973-T3, FUN_049973-T2, FUN_020079-T3, FUN_020079-T1, FUN_020079-T2
OG0000290	GmISU01.17G087300.1.p, GmISU01.05G028600.1.p	FUN_047516-T1
OG0000291	GmISU01.18G099500.3.p, GmISU01.18G099500.4.p, GmISU01.18G099500.2.p, GmISU01.08G268800.2.p, GmISU01.08G268800.4.p, GmISU01.08G268800.7.p, GmISU01.08G268800.5.p, GmISU01.01G042700.2.p, GmISU01.01G042700.1.p, GmISU01.02G095500.1.p	FUN_032536-T1, FUN_032536-T2, FUN_023332-T1, FUN_023332-T2, FUN_023332-T6
OG0000291	GmISU01.04G138400.1.p, GmISU01.04G138400.3.p	FUN_011047-T1
OG0000291	GmISU01.05G063900.4.p, GmISU01.05G063900.3.p, GmISU01.05G063900.1.p, GmISU01.05G063900.5.p, GmISU01.05G063900.2.p, GmISU01.17G140100.5.p, GmISU01.17G140100.6.p, GmISU01.17G140100.2.p, GmISU01.17G140100.1.p, GmISU01.17G140100.3.p, GmISU01.17G140100.4.p	FUN_041458-T1
OG0000292	GmISU01.13G251800.1.p, GmISU01.12G178300.1.p, GmISU01.13G251700.1.p, GmISU01.12G112400.1.p, GmISU01.13G251900.1.p, GmISU01.06G242800.1.p, GmISU01.12G104200.1.p, GmISU01.08G296700.1.p	FUN_043231-T1, FUN_043230-T1, FUN_040852-T1, FUN_025147-T1, FUN_025145-T1, FUN_009844-T1, FUN_006301-T1, FUN_007480-T1
OG0000292	GmISU01.06G203600.1.p	FUN_027554-T1
OG0000293	GmISU01.19G183100.2.p, GmISU01.19G183100.3.p, GmISU01.19G183100.1.p	FUN_036219-T1, FUN_013612-T1
OG0000293	GmISU01.13G113300.1.p, GmISU01.13G113300.3.p, GmISU01.10G049700.2.p, GmISU01.10G049700.1.p, GmISU01.03G145100.2.p, GmISU01.03G145100.1.p	FUN_042208-T1
OG0000293	GmISU01.07G198200.3.p, GmISU01.07G198200.2.p, GmISU01.07G198200.1.p, GmISU01.17G035100.1.p, GmISU01.17G035000.1.p	FUN_035723-T1, FUN_052347-T1, FUN_052346-T1, FUN_052348-T1
OG0000294	GmISU01.03G206800.6.p, GmISU01.03G206800.2.p, GmISU01.03G206800.5.p, GmISU01.03G206800.1.p, GmISU01.03G206800.4.p, GmISU01.19G207900.3.p, GmISU01.19G207900.2.p, GmISU01.19G207900.4.p, GmISU01.19G207900.1.p	FUN_000189-T1, FUN_002724-T1
OG0000294	GmISU01.13G098800.4.p, GmISU01.13G098800.7.p, GmISU01.13G098800.11.p, GmISU01.13G098800.6.p, GmISU01.13G098800.5.p, GmISU01.13G098800.1.p, GmISU01.13G098800.8.p, GmISU01.13G098800.2.p, GmISU01.13G098800.9.p, GmISU01.13G098800.10.p, GmISU01.13G098800.3.p, GmISU01.10G036300.2.p, GmISU01.10G036300.1.p, GmISU01.19G133000.2.p, GmISU01.19G133000.1.p, GmISU01.03G129100.1.p, GmISU01.03G129100.8.p, GmISU01.03G129100.7.p, GmISU01.03G129100.3.p, GmISU01.03G129100.6.p, GmISU01.03G129100.2.p, GmISU01.03G129100.5.p	FUN_043721-T1, FUN_024846-T1
OG0000295	GmISU01.16G037400.6.p	FUN_005699-T1, FUN_005699-T2
OG0000295	GmISU01.08G322900.1.p, GmISU01.18G240900.3.p, GmISU01.18G240900.1.p, GmISU01.10G250600.1.p	FUN_000277-T1
OG0000295	GmISU01.04G078300.1.p, GmISU01.06G079800.10.p	FUN_005104-T1
OG0000296	GmISU01.19G119900.1.p, GmISU01.03G115500.1.p	FUN_024605-T1
OG0000296	GmISU01.07G225600.1.p, GmISU01.17G009000.2.p, GmISU01.17G009000.1.p	FUN_035086-T1
OG0000297	GmISU01.05G188400.1.p, GmISU01.08G024500.1.p, GmISU01.08G224700.1.p	FUN_005565-T1, FUN_005562-T1, FUN_011775-T1, FUN_011786-T1
OG0000298	GmISU01.15G024200.1.p, GmISU01.13G307500.1.p, GmISU01.07G007600.1.p, GmISU01.08G178200.1.p	FUN_020166-T1
OG0000298	GmISU01.01G057200.1.p, GmISU01.02G110000.1.p, GmISU01.06G094400.1.p, GmISU01.04G092000.1.p	FUN_029580-T1, FUN_017021-T1
OG0000298	GmISU01.16G080200.1.p, GmISU01.09G166200.1.p, GmISU01.01G015400.1.p, GmISU01.01G015400.2.p, GmISU01.12G015400.1.p, GmISU01.11G099700.1.p	FUN_041607-T1, FUN_017616-T1
OG0000299	GmISU01.12G162400.1.p, GmISU01.13G268400.1.p, GmISU01.13G268300.1.p, GmISU01.12G162500.1.p, GmISU01.12G162500.2.p, GmISU01.06G257500.1.p, GmISU01.06G257400.1.p, GmISU01.12G091300.1.p	FUN_001048-T1
OG0000300	GmISU01.11G119400.4.p, GmISU01.11G119400.1.p, GmISU01.11G119400.3.p, GmISU01.11G119400.2.p, GmISU01.11G119400.5.p, GmISU01.11G119400.6.p, GmISU01.20G038300.1.p, GmISU01.20G038300.2.p, GmISU01.20G038000.1.p, GmISU01.13G012300.1.p, GmISU01.13G051500.1.p, GmISU01.11G119300.1.p, GmISU01.12G049800.1.p	FUN_028803-T2, FUN_028803-T1, FUN_028799-T2, FUN_028799-T1
OG0000301	GmISU01.15G041700.7.p, GmISU01.15G041700.14.p, GmISU01.15G041700.12.p, GmISU01.15G041700.13.p, GmISU01.15G041700.16.p, GmISU01.15G041700.15.p, GmISU01.15G041700.11.p, GmISU01.15G041700.10.p, GmISU01.15G041700.9.p, GmISU01.15G041700.8.p, GmISU01.15G041700.18.p, GmISU01.15G041700.20.p, GmISU01.15G041700.23.p, GmISU01.15G041700.22.p, GmISU01.15G041700.17.p, GmISU01.15G041700.21.p, GmISU01.15G041700.24.p, GmISU01.15G041700.25.p, GmISU01.15G041700.26.p, GmISU01.15G041700.19.p, GmISU01.15G041700.27.p, GmISU01.13G289500.3.p, GmISU01.13G289500.4.p, GmISU01.13G289500.1.p, GmISU01.13G289500.6.p, GmISU01.11G133500.1.p, GmISU01.11G133500.3.p, GmISU01.11G133500.10.p, GmISU01.11G133500.8.p, GmISU01.11G133500.9.p, GmISU01.11G133500.2.p, GmISU01.11G133500.7.p, GmISU01.11G133500.4.p, GmISU01.11G133500.5.p, GmISU01.11G133500.6.p, GmISU01.12G066500.6.p, GmISU01.12G066500.10.p, GmISU01.12G066500.5.p, GmISU01.12G066500.13.p, GmISU01.12G066500.12.p, GmISU01.12G066500.11.p, GmISU01.12G066500.3.p	FUN_027295-T1, FUN_015537-T1
OG0000302	GmISU01.08G232300.1.p, GmISU01.18G218600.1.p, GmISU01.13G031200.1.p, GmISU01.19G031500.1.p	FUN_016896-T1
OG0000302	GmISU01.19G041500.1.p, GmISU01.13G024200.1.p, GmISU01.13G024200.3.p	FUN_029839-T1, FUN_016597-T1
OG0000302	GmISU01.06G160200.3.p, GmISU01.06G160200.2.p, GmISU01.06G160200.4.p, GmISU01.06G160200.1.p, GmISU01.04G153000.1.p	FUN_025112-T1, FUN_050327-T1
OG0000303	GmISU01.18G106200.2.p, GmISU01.18G106200.5.p, GmISU01.18G106200.4.p, GmISU01.18G106200.1.p, GmISU01.18G106200.6.p, GmISU01.18G106200.7.p, GmISU01.08G262000.8.p, GmISU01.08G262000.9.p, GmISU01.08G262000.2.p, GmISU01.08G262000.7.p, GmISU01.08G262000.5.p, GmISU01.02G023600.4.p, GmISU01.02G023600.1.p, GmISU01.02G023600.3.p, GmISU01.01G035200.1.p	FUN_032380-T4, FUN_032380-T2, FUN_032380-T1, FUN_032380-T3, FUN_022948-T1
OG0000303	GmISU01.19G014400.1.p, GmISU01.19G014400.5.p, GmISU01.19G014400.4.p, GmISU01.19G014400.3.p, GmISU01.19G014400.2.p, GmISU01.13G045700.2.p, GmISU01.13G045700.4.p, GmISU01.13G045700.3.p, GmISU01.13G045700.1.p	FUN_029995-T1, FUN_016452-T1, FUN_016452-T2
OG0000308	GmISU01.12G019500.1.p, GmISU01.11G087000.1.p, GmISU01.16G094900.2.p, GmISU01.16G095100.1.p, GmISU01.16G095000.2.p, GmISU01.16G095000.1.p, GmISU01.16G094700.1.p, GmISU01.11G086950.1.p	FUN_036304-T1, FUN_036380-T1, FUN_036382-T1, FUN_036302-T1, FUN_036303-T1
OG0000308	GmISU01.15G131200.1.p, GmISU01.15G131200.2.p, GmISU01.09G034800.3.p, GmISU01.09G034800.2.p, GmISU01.09G034800.1.p, GmISU01.09G034900.1.p, GmISU01.19G103100.1.p, GmISU01.03G099400.1.p, GmISU01.03G099100.1.p, GmISU01.19G103000.1.p, GmISU01.03G099200.1.p	FUN_032762-T1
OG0000309	GmISU01.08G135200.1.p, GmISU01.05G158900.1.p	FUN_007606-T1, FUN_007606-T2
OG0000309	GmISU01.18G132900.1.p, GmISU01.01G019800.1.p, GmISU01.01G019700.1.p	FUN_031146-T3, FUN_031146-T2, FUN_031146-T1, FUN_025514-T1
OG0000313	GmISU01.20G101700.1.p	FUN_052145-T1, FUN_005569-T1
OG0000313	GmISU01.02G028100.1.p, GmISU01.02G028100.2.p, GmISU01.01G032100.1.p, GmISU01.18G108100.1.p, GmISU01.08G260000.1.p	FUN_032313-T1, FUN_009171-T1
OG0000313	GmISU01.17G084600.2.p, GmISU01.17G084600.8.p, GmISU01.17G084600.7.p, GmISU01.17G084600.5.p, GmISU01.17G084600.1.p, GmISU01.17G084600.6.p, GmISU01.17G084600.3.p, GmISU01.17G084600.4.p, GmISU01.05G031400.6.p, GmISU01.05G031400.4.p, GmISU01.05G031400.3.p, GmISU01.05G031400.1.p, GmISU01.05G031400.7.p, GmISU01.05G031400.5.p, GmISU01.06G168800.2.p, GmISU01.06G168800.4.p, GmISU01.06G168800.1.p, GmISU01.06G168800.3.p	FUN_047449-T1
OG0000314	GmISU01.03G160600.1.p, GmISU01.19G162700.1.p, GmISU01.02G166200.1.p, GmISU01.10G068900.1.p	FUN_038966-T1, FUN_020279-T1
OG0000314	GmISU01.06G022200.1.p, GmISU01.04G024200.1.p	FUN_024179-T1
OG0000315	GmISU01.02G001200.1.p, GmISU01.10G000300.1.p	FUN_000681-T1, FUN_002143-T1, FUN_017758-T1, FUN_002145-T1, FUN_002134-T1, FUN_051640-T1
OG0000315	GmISU01.01G115800.1.p	FUN_030112-T1, FUN_030112-T2, FUN_030719-T1, FUN_027299-T1
OG0000316	GmISU01.17G055300.3.p, GmISU01.17G055300.6.p, GmISU01.17G055300.5.p, GmISU01.17G055300.1.p, GmISU01.17G055300.2.p, GmISU01.13G072300.3.p, GmISU01.13G072300.4.p, GmISU01.13G072300.2.p	FUN_003110-T1, FUN_003110-T2
OG0000316	GmISU01.17G174900.1.p, GmISU01.17G174900.2.p, GmISU01.14G112600.3.p, GmISU01.14G112600.1.p, GmISU01.14G112600.2.p, GmISU01.14G112600.4.p	FUN_006117-T1, FUN_021451-T1
OG0000317	GmISU01.13G325000.5.p, GmISU01.13G325000.6.p, GmISU01.13G325000.7.p, GmISU01.13G325000.8.p, GmISU01.13G325000.1.p, GmISU01.13G325000.4.p, GmISU01.13G325000.9.p, GmISU01.13G325000.3.p, GmISU01.13G325000.2.p, GmISU01.15G005600.1.p, GmISU01.15G005600.2.p, GmISU01.15G005600.3.p, GmISU01.07G025600.2.p, GmISU01.08G199800.10.p	FUN_005456-T2, FUN_005456-T1
OG0000318	GmISU01.12G067800.5.p, GmISU01.11G132000.3.p, GmISU01.11G132000.1.p, GmISU01.11G132000.2.p, GmISU01.12G067800.3.p, GmISU01.12G067800.4.p, GmISU01.12G067800.1.p, GmISU01.12G067800.2.p	FUN_008954-T3, FUN_008954-T4, FUN_008954-T5, FUN_008954-T2, FUN_008954-T1, FUN_013713-T1
OG0000319	GmISU01.18G204800.13.p, GmISU01.18G204800.1.p, GmISU01.18G204800.3.p, GmISU01.18G204800.5.p, GmISU01.18G204800.8.p, GmISU01.18G204800.11.p, GmISU01.18G204800.10.p, GmISU01.18G204800.9.p, GmISU01.09G193200.6.p, GmISU01.09G193200.3.p, GmISU01.09G193200.10.p, GmISU01.09G193200.11.p, GmISU01.18G204800.2.p, GmISU01.18G204800.12.p, GmISU01.18G204800.4.p, GmISU01.18G204800.6.p, GmISU01.19G021400.4.p, GmISU01.13G040600.4.p, GmISU01.13G040600.5.p, GmISU01.13G040600.2.p, GmISU01.13G040600.3.p, GmISU01.13G040600.1.p, GmISU01.19G021400.2.p, GmISU01.19G021400.5.p, GmISU01.19G021400.3.p, GmISU01.19G021400.1.p, GmISU01.19G021400.6.p	FUN_029168-T1
OG0000321	GmISU01.14G162700.1.p, GmISU01.02G193900.1.p	FUN_044761-T1
OG0000321	GmISU01.18G054200.1.p	FUN_007669-T1
OG0000321	GmISU01.19G208600.1.p, GmISU01.03G207700.1.p, GmISU01.20G182100.1.p, GmISU01.10G133600.1.p	FUN_000203-T1, FUN_002707-T1
OG0000321	GmISU01.03G126800.1.p, GmISU01.19G130700.1.p, GmISU01.10G034500.1.p	FUN_051281-T1
OG0000322	GmISU01.02G139900.1.p, GmISU01.02G139900.2.p, GmISU01.02G017000.1.p, GmISU01.14G176100.1.p, GmISU01.14G176100.2.p	FUN_024738-T1, FUN_024426-T1, FUN_024739-T1
OG0000323	GmISU01.08G317800.1.p, GmISU01.08G317800.2.p, GmISU01.18G130400.2.p	FUN_043557-T1
OG0000323	GmISU01.04G176200.1.p, GmISU01.04G176200.2.p, GmISU01.06G136300.2.p, GmISU01.06G136300.1.p	FUN_004348-T1
OG0000323	GmISU01.14G185500.1.p, GmISU01.14G185500.2.p	FUN_042710-T2, FUN_042710-T1
OG0000325	GmISU01.17G214800.1.p, GmISU01.14G073100.1.p	FUN_044336-T3, FUN_044336-T1, FUN_044336-T2, FUN_011893-T1, FUN_011893-T2, FUN_040108-T1, FUN_040110-T1
OG0000326	GmISU01.11G065900.1.p, GmISU01.01G133200.1.p, GmISU01.01G133200.2.p	FUN_025585-T1, FUN_031036-T1
OG0000327	GmISU01.04G037100.1.p, GmISU01.06G037000.1.p	FUN_042714-T1
OG0000327	GmISU01.05G161300.1.p, GmISU01.08G144500.1.p, GmISU01.06G139200.2.p, GmISU01.06G139200.1.p, GmISU01.04G173800.1.p	FUN_020910-T1
OG0000327	GmISU01.08G183900.2.p, GmISU01.08G183900.1.p, GmISU01.07G012200.1.p, GmISU01.15G020800.1.p, GmISU01.13G311000.1.p, GmISU01.13G311000.2.p	FUN_015882-T1, FUN_006480-T1
OG0000328	GmISU01.09G015600.1.p, GmISU01.15G113300.1.p, GmISU01.09G142100.1.p	FUN_025407-T1, FUN_032065-T1, FUN_032062-T1, FUN_032063-T1
OG0000329	GmISU01.08G189600.1.p, GmISU01.15G016200.1.p	FUN_001808-T1, FUN_006343-T1
OG0000330	GmISU01.17G169400.3.p, GmISU01.17G169400.4.p, GmISU01.17G169400.5.p, GmISU01.17G169400.1.p, GmISU01.17G169400.2.p, GmISU01.17G169400.6.p, GmISU01.06G078000.2.p, GmISU01.06G078000.1.p, GmISU01.06G078000.4.p, GmISU01.06G078000.3.p, GmISU01.06G078100.1.p	FUN_007470-T1, FUN_025047-T1
OG0000330	GmISU01.05G195100.1.p, GmISU01.05G195100.3.p, GmISU01.05G195100.2.p	FUN_026441-T1
OG0000330	GmISU01.09G155200.1.p, GmISU01.09G155200.2.p, GmISU01.01G111500.1.p, GmISU01.01G111500.2.p	FUN_026442-T1
OG0000331	GmISU01.19G151100.1.p	FUN_014166-T1
OG0000331	GmISU01.03G148200.1.p, GmISU01.19G151200.1.p, GmISU01.19G150900.1.p, GmISU01.19G151000.1.p, GmISU01.03G148000.1.p, GmISU01.03G147900.1.p, GmISU01.03G148100.1.p, GmISU01.10G055800.1.p, GmISU01.03G147800.1.p, GmISU01.03G147700.1.p, GmISU01.19G150800.1.p	FUN_045478-T1
OG0000332	GmISU01.18G042900.1.p, GmISU01.18G042900.5.p, GmISU01.18G042900.3.p, GmISU01.18G042900.2.p	FUN_029061-T2, FUN_029061-T1
OG0000332	GmISU01.14G173600.1.p, GmISU01.11G191200.1.p	FUN_001012-T1
OG0000335	GmISU01.10G234900.3.p, GmISU01.10G234900.2.p, GmISU01.20G081500.2.p, GmISU01.20G081500.1.p, GmISU01.10G234900.1.p, GmISU01.20G081500.3.p	FUN_033602-T1
OG0000335	GmISU01.20G203800.5.p, GmISU01.10G252500.2.p, GmISU01.10G252500.1.p, GmISU01.20G203800.4.p, GmISU01.20G203800.1.p, GmISU01.20G203800.7.p, GmISU01.20G203800.6.p, GmISU01.20G203800.3.p	FUN_030747-T1, FUN_004457-T1, FUN_004457-T2
OG0000336	GmISU01.13G092700.1.p	FUN_050617-T1
OG0000336	GmISU01.10G150500.1.p, GmISU01.20G166000.1.p, GmISU01.09G086200.1.p, GmISU01.20G166200.1.p, GmISU01.20G166100.1.p, GmISU01.10G150400.1.p	FUN_041405-T1, FUN_011615-T1, FUN_011612-T1, FUN_011614-T1
OG0000337	GmISU01.05G078400.1.p, GmISU01.08G085000.1.p, GmISU01.05G112800.1.p, GmISU01.01G057600.1.p, GmISU01.02G110600.1.p, GmISU01.02G110800.1.p, GmISU01.02G110700.1.p, GmISU01.01G049300.1.p, GmISU01.02G110400.1.p, GmISU01.12G198300.1.p, GmISU01.13G227500.1.p, GmISU01.12G198100.1.p, GmISU01.15G200900.1.p	FUN_041587-T2, FUN_041587-T1, FUN_027149-T1
OG0000338	GmISU01.06G029000.1.p, GmISU01.04G030100.1.p, GmISU01.14G069900.1.p, GmISU01.01G136400.1.p, GmISU01.11G062800.1.p, GmISU01.16G112400.1.p, GmISU01.02G050600.1.p, GmISU01.16G112300.1.p, GmISU01.02G050500.1.p	FUN_002238-T1
OG0000338	GmISU01.19G096700.1.p, GmISU01.03G092600.1.p	FUN_050507-T1
OG0000338	GmISU01.19G002000.1.p	FUN_041675-T1
OG0000339	GmISU01.02G068400.1.p, GmISU01.20G135600.1.p, GmISU01.10G181700.1.p, GmISU01.10G181700.3.p, GmISU01.10G181700.4.p, GmISU01.10G181700.2.p	FUN_027140-T1
OG0000339	GmISU01.08G168000.1.p, GmISU01.08G168000.2.p, GmISU01.15G048600.1.p, GmISU01.05G096400.1.p, GmISU01.05G096400.2.p, GmISU01.05G096400.3.p, GmISU01.05G096500.1.p, GmISU01.05G096500.3.p, GmISU01.08G068400.1.p	FUN_024224-T1, FUN_034006-T1
OG0000340	GmISU01.04G008200.1.p, GmISU01.04G008100.1.p	FUN_013134-T1, FUN_013135-T1, FUN_013132-T1, FUN_020358-T1, FUN_020359-T1, FUN_038370-T1, FUN_038368-T1, FUN_013131-T1, FUN_031951-T1, FUN_031957-T1
OG0000342	GmISU01.04G078600.4.p, GmISU01.06G080000.5.p, GmISU01.06G080000.4.p, GmISU01.06G080000.2.p, GmISU01.06G080000.1.p, GmISU01.04G078600.5.p, GmISU01.04G078600.6.p	FUN_005110-T1, FUN_005110-T2, FUN_026515-T1, FUN_026515-T2
OG0000342	GmISU01.08G187200.2.p, GmISU01.15G018400.1.p, GmISU01.13G312900.2.p, GmISU01.13G312900.3.p	FUN_006423-T1, FUN_006404-T1, FUN_006411-T1
