Orthogroup	G_max.proteins	L_sativa.proteins
OG0002107	GmISU01.03G023700.1.p, GmISU01.10G226300.1.p, GmISU01.16G121900.1.p, GmISU01.05G067700.1.p, GmISU01.19G057000.1.p, GmISU01.05G067500.1.p	Lsat_1_v5_gn_5_159461.1, Lsat_1_v5_gn_5_164680.1, Lsat_1_v5_gn_5_159261.1, Lsat_1_v5_gn_5_159261.3, Lsat_1_v5_gn_5_159420.1, Lsat_1_v5_gn_5_159420.2, Lsat_1_v5_gn_5_159381.1, Lsat_1_v5_gn_5_159281.1, Lsat_1_v5_gn_5_159361.1
OG0002108	GmISU01.19G185100.1.p, GmISU01.19G185100.4.p, GmISU01.19G185100.3.p, GmISU01.03G183900.2.p, GmISU01.03G183900.1.p, GmISU01.10G112300.1.p, GmISU01.20G062300.1.p, GmISU01.03G185900.1.p, GmISU01.19G187200.1.p	Lsat_1_v5_gn_7_68540.2, Lsat_1_v5_gn_7_68540.1, Lsat_1_v5_gn_9_85720.1, Lsat_1_v5_gn_9_85720.2
OG0002109	GmISU01.03G159700.2.p, GmISU01.03G159700.1.p, GmISU01.19G161700.1.p	Lsat_1_v5_gn_6_35941.1, Lsat_1_v5_gn_6_35961.1, Lsat_1_v5_gn_2_54800.1, Lsat_1_v5_gn_2_54800.2, Lsat_1_v5_gn_1_57381.1, Lsat_1_v5_gn_1_57381.3
OG0002110	GmISU01.08G097500.4.p, GmISU01.08G097500.3.p, GmISU01.08G097500.1.p, GmISU01.08G097500.2.p, GmISU01.05G123700.1.p, GmISU01.18G003800.1.p, GmISU01.18G003800.2.p, GmISU01.11G230600.3.p, GmISU01.11G230600.4.p, GmISU01.11G230600.1.p	Lsat_1_v5_gn_6_58521.3, Lsat_1_v5_gn_6_58521.1, Lsat_1_v5_gn_6_58700.3, Lsat_1_v5_gn_6_58700.1, Lsat_1_v5_gn_1_69121.3, Lsat_1_v5_gn_1_69121.1, Lsat_1_v5_gn_1_69121.2
OG0002111	GmISU01.08G175300.3.p, GmISU01.08G175300.4.p, GmISU01.08G175300.2.p, GmISU01.08G175300.1.p	Lsat_1_v5_gn_9_120900.1
OG0002111	GmISU01.01G128200.3.p, GmISU01.01G128200.1.p, GmISU01.11G071000.1.p, GmISU01.11G071000.2.p	Lsat_1_v5_gn_3_73200.3, Lsat_1_v5_gn_3_73200.1
OG0002112	GmISU01.04G008300.1.p, GmISU01.06G007500.1.p	Lsat_1_v5_gn_4_67220.2, Lsat_1_v5_gn_4_67220.1, Lsat_1_v5_gn_4_67220.3
OG0002113	GmISU01.06G136200.1.p	Lsat_1_v5_gn_5_37600.1, Lsat_1_v5_gn_5_37600.2, Lsat_1_v5_gn_5_37600.3, Lsat_1_v5_gn_2_66660.1, Lsat_1_v5_gn_2_66660.3
OG0002113	GmISU01.20G076400.4.p, GmISU01.10G240100.1.p, GmISU01.10G240100.3.p	Lsat_1_v5_gn_8_123101.1, Lsat_1_v5_gn_8_123101.4
OG0002114	GmISU01.06G019800.1.p, GmISU01.04G021300.1.p, GmISU01.04G021500.2.p, GmISU01.04G021500.1.p, GmISU01.06G019900.1.p, GmISU01.04G021400.1.p, GmISU01.04G021700.1.p	Lsat_1_v5_gn_2_7800.1, Lsat_1_v5_gn_2_7800.2, Lsat_1_v5_gn_2_7800.3
OG0002115	GmISU01.15G147300.1.p, GmISU01.09G050800.1.p, GmISU01.15G147100.1.p, GmISU01.09G050850.1.p, GmISU01.09G050700.1.p, GmISU01.15G146700.1.p, GmISU01.15G146900.1.p, GmISU01.09G050900.1.p, GmISU01.09G050900.2.p, GmISU01.15G147400.1.p	Lsat_1_v5_gn_8_67921.1, Lsat_1_v5_gn_8_67901.1, Lsat_1_v5_gn_8_68001.1, Lsat_1_v5_gn_8_67941.1
OG0002117	GmISU01.04G203600.1.p, GmISU01.06G105800.1.p, GmISU01.06G105800.2.p, GmISU01.08G001700.3.p, GmISU01.08G001700.2.p, GmISU01.08G001700.1.p, GmISU01.08G001700.4.p, GmISU01.04G169200.3.p, GmISU01.04G169200.1.p, GmISU01.04G169200.2.p, GmISU01.06G144100.1.p	Lsat_1_v5_gn_4_136340.1, Lsat_1_v5_gn_4_136340.3
OG0002118	GmISU01.06G095900.1.p, GmISU01.04G093600.1.p, GmISU01.13G061200.1.p, GmISU01.14G142400.1.p	Lsat_1_v5_gn_9_43700.1, Lsat_1_v5_gn_1_4460.3, Lsat_1_v5_gn_1_4460.1, Lsat_1_v5_gn_6_103940.1, Lsat_1_v5_gn_6_103940.3
OG0002119	GmISU01.02G073600.3.p, GmISU01.01G051800.1.p, GmISU01.15G203800.1.p, GmISU01.16G139000.1.p, GmISU01.02G073600.4.p, GmISU01.02G073600.1.p	Lsat_1_v5_gn_6_101180.1, Lsat_1_v5_gn_6_101180.3
OG0002120	GmISU01.15G055300.1.p, GmISU01.13G221100.1.p, GmISU01.13G221100.2.p, GmISU01.07G153200.1.p, GmISU01.08G061100.2.p, GmISU01.08G061100.1.p	Lsat_1_v5_gn_9_115801.1, Lsat_1_v5_gn_5_110221.3, Lsat_1_v5_gn_5_110221.1
OG0002121	GmISU01.14G142900.1.p	Lsat_1_v5_gn_9_41360.1, Lsat_1_v5_gn_9_41360.3
OG0002122	GmISU01.04G200100.1.p, GmISU01.06G109800.1.p	Lsat_1_v5_gn_1_9280.3, Lsat_1_v5_gn_1_9280.1
OG0002122	GmISU01.04G172200.1.p	Lsat_1_v5_gn_1_81840.1
OG0002123	GmISU01.04G090700.4.p, GmISU01.04G090700.2.p, GmISU01.06G092900.1.p, GmISU01.06G092900.6.p, GmISU01.06G092900.3.p, GmISU01.06G092900.2.p	Lsat_1_v5_gn_1_3621.2, Lsat_1_v5_gn_1_3621.3, Lsat_1_v5_gn_1_3621.1
OG0002124	GmISU01.01G005000.1.p, GmISU01.07G111000.1.p, GmISU01.07G111000.2.p, GmISU01.07G111000.5.p	Lsat_1_v5_gn_7_38980.1, Lsat_1_v5_gn_7_38980.2, Lsat_1_v5_gn_5_146340.2, Lsat_1_v5_gn_5_146340.1
OG0002125	GmISU01.08G129500.1.p, GmISU01.08G129500.3.p, GmISU01.08G129500.4.p, GmISU01.08G129500.2.p, GmISU01.11G216000.1.p, GmISU01.11G216000.7.p, GmISU01.11G216000.5.p, GmISU01.11G216000.9.p, GmISU01.11G216000.8.p, GmISU01.11G216000.6.p, GmISU01.11G216000.2.p, GmISU01.11G216000.10.p, GmISU01.18G018100.2.p, GmISU01.18G018100.1.p, GmISU01.18G018100.4.p	Lsat_1_v5_gn_2_67780.1, Lsat_1_v5_gn_2_67780.3, Lsat_1_v5_gn_4_139981.3, Lsat_1_v5_gn_4_139981.1
OG0002126	GmISU01.02G155500.1.p, GmISU01.20G052100.1.p, GmISU01.20G049500.1.p, GmISU01.20G052200.1.p, GmISU01.08G252100.1.p, GmISU01.08G251900.1.p, GmISU01.08G252000.1.p, GmISU01.18G114600.1.p, GmISU01.02G036900.1.p, GmISU01.01G023400.1.p	Lsat_1_v5_gn_9_74161.1, Lsat_1_v5_gn_6_105160.1
OG0002127	GmISU01.05G061500.2.p, GmISU01.17G137400.2.p	Lsat_1_v5_gn_3_15700.2
OG0002127	GmISU01.05G061500.1.p, GmISU01.07G105200.1.p, GmISU01.03G079100.1.p, GmISU01.17G137400.1.p	Lsat_1_v5_gn_6_94921.2, Lsat_1_v5_gn_3_15700.4, Lsat_1_v5_gn_4_38201.2, Lsat_1_v5_gn_4_38201.1, Lsat_1_v5_gn_6_94921.1
OG0002128	GmISU01.16G100200.5.p, GmISU01.16G100200.1.p, GmISU01.16G100200.4.p, GmISU01.16G100200.2.p, GmISU01.16G100200.3.p, GmISU01.02G040800.1.p, GmISU01.01G125900.1.p, GmISU01.01G125900.2.p, GmISU01.11G073400.1.p	Lsat_1_v5_gn_3_71041.1, Lsat_1_v5_gn_4_144221.1, Lsat_1_v5_gn_2_75500.1
OG0002129	GmISU01.04G067900.3.p, GmISU01.04G067900.8.p, GmISU01.04G067900.4.p, GmISU01.04G067900.7.p, GmISU01.04G067900.12.p, GmISU01.04G067900.11.p, GmISU01.04G067900.15.p, GmISU01.04G067900.13.p, GmISU01.04G067900.14.p, GmISU01.04G067900.1.p, GmISU01.04G067900.9.p, GmISU01.04G067900.10.p, GmISU01.04G067900.16.p, GmISU01.04G067900.2.p, GmISU01.04G067900.5.p, GmISU01.06G068900.2.p, GmISU01.06G068900.5.p, GmISU01.06G068900.1.p, GmISU01.06G068900.3.p, GmISU01.06G068900.4.p	Lsat_1_v5_gn_5_59360.1
OG0002130	GmISU01.05G164900.1.p, GmISU01.06G144200.1.p, GmISU01.04G169100.1.p	Lsat_1_v5_gn_3_101901.1, Lsat_1_v5_gn_4_176860.1
OG0002131	GmISU01.05G031100.1.p, GmISU01.17G084900.1.p, GmISU01.06G169000.1.p, GmISU01.04G145200.1.p	Lsat_1_v5_gn_5_16880.1
OG0002131	GmISU01.17G204400.1.p, GmISU01.14G083900.1.p, GmISU01.06G042200.1.p, GmISU01.04G042800.1.p	Lsat_1_v5_gn_1_1361.3
OG0002132	GmISU01.09G173700.3.p, GmISU01.09G173700.1.p, GmISU01.09G173700.2.p, GmISU01.09G173700.4.p, GmISU01.16G066300.1.p, GmISU01.16G090000.1.p, GmISU01.16G090000.2.p, GmISU01.04G103600.1.p, GmISU01.04G103600.2.p	Lsat_1_v5_gn_9_78721.1, Lsat_1_v5_gn_6_15340.1, Lsat_1_v5_gn_6_15240.2, Lsat_1_v5_gn_0_46260.1
OG0002133	GmISU01.12G094900.1.p, GmISU01.06G254600.1.p, GmISU01.12G166400.1.p, GmISU01.13G264100.1.p	Lsat_1_v5_gn_8_131100.1, Lsat_1_v5_gn_3_40760.2, Lsat_1_v5_gn_3_40760.1, Lsat_1_v5_gn_3_40800.1
OG0002134	GmISU01.14G030000.1.p, GmISU01.14G030000.3.p, GmISU01.14G030000.2.p, GmISU01.02G242700.1.p, GmISU01.18G096200.2.p, GmISU01.18G096200.1.p, GmISU01.18G096200.3.p, GmISU01.08G272000.1.p, GmISU01.08G272000.2.p	Lsat_1_v5_gn_3_36081.1, Lsat_1_v5_gn_3_36081.2, Lsat_1_v5_gn_4_27080.1, Lsat_1_v5_gn_1_16041.3, Lsat_1_v5_gn_1_16041.1
OG0002135	GmISU01.06G207700.1.p, GmISU01.06G207700.3.p, GmISU01.06G207700.2.p, GmISU01.12G127800.1.p, GmISU01.13G239500.3.p, GmISU01.13G239500.1.p, GmISU01.13G239500.2.p, GmISU01.12G188900.1.p, GmISU01.12G188900.2.p	Lsat_1_v5_gn_9_98060.1, Lsat_1_v5_gn_5_127901.4, Lsat_1_v5_gn_5_127901.1
OG0002136	GmISU01.07G164900.4.p, GmISU01.07G164900.3.p, GmISU01.07G164900.7.p, GmISU01.07G164900.2.p, GmISU01.07G164900.5.p, GmISU01.07G164900.1.p, GmISU01.13G151400.3.p, GmISU01.07G164900.6.p	Lsat_1_v5_gn_4_52761.1, Lsat_1_v5_gn_4_52761.3
OG0002137	GmISU01.17G046100.1.p, GmISU01.13G081100.1.p, GmISU01.17G046200.1.p	Lsat_1_v5_gn_3_8021.2, Lsat_1_v5_gn_3_8021.1, Lsat_1_v5_gn_3_5080.1, Lsat_1_v5_gn_3_5080.3, Lsat_1_v5_gn_5_134660.1, Lsat_1_v5_gn_5_141381.1, Lsat_1_v5_gn_7_13541.1, Lsat_1_v5_gn_5_141361.1, Lsat_1_v5_gn_5_141361.3
OG0002138	GmISU01.11G031600.2.p, GmISU01.11G031600.3.p, GmISU01.11G031600.1.p, GmISU01.11G031600.6.p, GmISU01.11G031600.4.p, GmISU01.11G031600.5.p, GmISU01.11G031600.7.p, GmISU01.11G031600.8.p, GmISU01.11G031600.9.p, GmISU01.11G031600.15.p, GmISU01.11G031600.20.p, GmISU01.11G031600.19.p, GmISU01.11G031600.21.p, GmISU01.11G031600.18.p, GmISU01.11G031600.13.p, GmISU01.11G031600.10.p, GmISU01.11G031600.14.p, GmISU01.11G031600.11.p, GmISU01.11G031600.12.p, GmISU01.11G031600.17.p, GmISU01.11G031600.16.p	Lsat_1_v5_gn_3_1200.3, Lsat_1_v5_gn_3_1200.1
OG0002139	GmISU01.11G101700.6.p, GmISU01.11G101700.7.p, GmISU01.11G101700.2.p, GmISU01.11G101700.1.p, GmISU01.11G101700.8.p, GmISU01.11G101700.4.p, GmISU01.12G013400.4.p, GmISU01.12G013400.16.p, GmISU01.12G013400.5.p, GmISU01.12G013400.8.p, GmISU01.12G013400.7.p, GmISU01.12G013400.11.p, GmISU01.12G013400.6.p, GmISU01.12G013400.12.p, GmISU01.12G013400.2.p, GmISU01.12G013400.3.p, GmISU01.12G013400.17.p, GmISU01.12G013400.18.p, GmISU01.12G013400.10.p, GmISU01.12G013400.9.p, GmISU01.11G101700.3.p, GmISU01.11G101700.5.p, GmISU01.12G013400.1.p, GmISU01.12G013400.14.p, GmISU01.12G013400.13.p, GmISU01.12G013400.15.p	Lsat_1_v5_gn_1_24901.1, Lsat_1_v5_gn_1_24901.2
OG0002140	GmISU01.13G323000.1.p	Lsat_1_v5_gn_1_19860.1
OG0002140	GmISU01.13G137800.1.p, GmISU01.17G104400.1.p	Lsat_1_v5_gn_7_107661.1, Lsat_1_v5_gn_5_95540.1, Lsat_1_v5_gn_5_95540.2
OG0002141	GmISU01.13G136000.2.p, GmISU01.13G136000.1.p	Lsat_1_v5_gn_7_46821.2, Lsat_1_v5_gn_7_46821.1, Lsat_1_v5_gn_7_46821.3
OG0002141	GmISU01.04G059800.2.p, GmISU01.04G059800.1.p, GmISU01.06G060200.3.p, GmISU01.06G060200.2.p, GmISU01.06G060200.1.p, GmISU01.17G183700.1.p	Lsat_1_v5_gn_6_115600.3, Lsat_1_v5_gn_6_115600.1
OG0002142	GmISU01.01G004300.1.p, GmISU01.07G111900.1.p	Lsat_1_v5_gn_7_33820.1
OG0002143	GmISU01.14G102900.1.p, GmISU01.17G186000.1.p, GmISU01.06G058200.1.p, GmISU01.04G057900.1.p	Lsat_1_v5_gn_6_19821.2, Lsat_1_v5_gn_6_19821.1
OG0002144	GmISU01.13G022000.1.p, GmISU01.14G135100.1.p	Lsat_1_v5_gn_2_134680.1, Lsat_1_v5_gn_2_134680.3
OG0002144	GmISU01.16G023400.1.p, GmISU01.07G052800.1.p	Lsat_1_v5_gn_3_139520.1
OG0002145	GmISU01.13G184200.1.p, GmISU01.15G088800.1.p, GmISU01.18G092300.1.p, GmISU01.14G028400.1.p, GmISU01.02G244600.1.p, GmISU01.14G028400.2.p, GmISU01.02G244600.2.p	Lsat_1_v5_gn_7_30180.1, Lsat_1_v5_gn_7_30180.3, Lsat_1_v5_gn_7_30180.2, Lsat_1_v5_gn_1_97741.4, Lsat_1_v5_gn_4_28960.1, Lsat_1_v5_gn_4_28960.2
OG0002146	GmISU01.07G077200.3.p, GmISU01.09G152700.1.p, GmISU01.07G077200.4.p, GmISU01.07G077200.1.p, GmISU01.07G077200.2.p, GmISU01.08G034400.2.p, GmISU01.08G034400.1.p, GmISU01.05G196500.2.p	Lsat_1_v5_gn_8_105060.1, Lsat_1_v5_gn_7_42100.1, Lsat_1_v5_gn_7_42100.3
OG0002147	GmISU01.02G117300.1.p, GmISU01.01G072400.1.p	Lsat_1_v5_gn_3_60041.1
OG0002147	GmISU01.17G113500.4.p, GmISU01.05G013600.1.p, GmISU01.04G118600.1.p, GmISU01.06G187600.1.p	Lsat_1_v5_gn_4_111840.1, Lsat_1_v5_gn_1_15720.1
OG0002148	GmISU01.18G179800.8.p, GmISU01.18G179800.2.p, GmISU01.18G179800.1.p, GmISU01.18G179800.5.p, GmISU01.18G179800.7.p, GmISU01.18G179800.6.p, GmISU01.09G214500.1.p, GmISU01.09G214500.2.p	Lsat_1_v5_gn_8_68820.1, Lsat_1_v5_gn_7_4301.1, Lsat_1_v5_gn_7_4301.3
OG0002149	GmISU01.06G122700.1.p, GmISU01.04G189400.1.p	Lsat_1_v5_gn_9_50261.1
OG0002149	GmISU01.07G048200.1.p, GmISU01.16G018400.1.p, GmISU01.03G216400.1.p	Lsat_1_v5_gn_3_140060.1
OG0002150	GmISU01.17G060700.1.p, GmISU01.13G066900.1.p	Lsat_1_v5_gn_7_51861.1, Lsat_1_v5_gn_5_86400.1, Lsat_1_v5_gn_8_66320.1
OG0002151	GmISU01.05G106000.1.p, GmISU01.08G078000.1.p, GmISU01.10G099000.1.p, GmISU01.13G185800.1.p, GmISU01.15G087300.1.p, GmISU01.15G209000.1.p, GmISU01.13G224300.1.p, GmISU01.15G206200.1.p, GmISU01.13G224200.1.p	Lsat_1_v5_gn_9_101040.3, Lsat_1_v5_gn_9_101040.1, Lsat_1_v5_gn_5_125361.1, Lsat_1_v5_gn_7_100961.1
OG0002152	GmISU01.04G094700.5.p, GmISU01.04G094700.6.p, GmISU01.04G094700.1.p, GmISU01.04G094700.8.p, GmISU01.04G094700.2.p, GmISU01.04G094700.4.p, GmISU01.04G094700.7.p, GmISU01.04G094700.3.p, GmISU01.06G096700.1.p, GmISU01.06G096700.6.p, GmISU01.06G096700.5.p	Lsat_1_v5_gn_9_44420.2, Lsat_1_v5_gn_9_44420.1
OG0002153	GmISU01.09G061900.2.p, GmISU01.09G061900.3.p, GmISU01.09G061900.1.p, GmISU01.15G157400.1.p, GmISU01.15G157400.2.p, GmISU01.17G046900.1.p, GmISU01.13G080300.1.p, GmISU01.13G080300.2.p	Lsat_1_v5_gn_7_34841.1
OG0002154	GmISU01.15G229400.4.p, GmISU01.15G229400.2.p, GmISU01.15G229400.1.p, GmISU01.15G229400.3.p, GmISU01.10G077300.1.p	Lsat_1_v5_gn_6_90041.1
OG0002155	GmISU01.18G179300.3.p, GmISU01.18G179300.1.p, GmISU01.18G179300.2.p, GmISU01.09G214900.1.p	Lsat_1_v5_gn_3_137260.1, Lsat_1_v5_gn_3_137260.2
OG0002156	GmISU01.04G062300.2.p, GmISU01.04G062300.1.p, GmISU01.06G062900.1.p, GmISU01.17G181900.1.p	Lsat_1_v5_gn_1_44740.1, Lsat_1_v5_gn_5_30320.1
OG0002156	GmISU01.15G008200.1.p, GmISU01.08G196800.1.p, GmISU01.07G028600.1.p	Lsat_1_v5_gn_5_131240.1, Lsat_1_v5_gn_4_88920.1
OG0002158	GmISU01.17G053701.1.p, GmISU01.13G073600.2.p, GmISU01.13G073600.1.p, GmISU01.15G151500.1.p, GmISU01.09G055000.1.p	Lsat_1_v5_gn_3_13560.1, Lsat_1_v5_gn_1_71621.1, Lsat_1_v5_gn_3_98701.1, Lsat_1_v5_gn_3_98701.3, Lsat_1_v5_gn_1_51580.2, Lsat_1_v5_gn_1_71621.3, Lsat_1_v5_gn_1_51580.1, Lsat_1_v5_gn_1_51580.3, Lsat_1_v5_gn_5_83461.1, Lsat_1_v5_gn_5_83461.2, Lsat_1_v5_gn_8_69161.1, Lsat_1_v5_gn_8_69161.3
OG0002159	GmISU01.07G086900.2.p, GmISU01.07G086900.1.p, GmISU01.07G086900.3.p, GmISU01.09G143100.3.p, GmISU01.09G143100.2.p, GmISU01.09G143100.1.p	Lsat_1_v5_gn_8_143381.1
OG0002159	GmISU01.13G086400.2.p, GmISU01.17G041200.1.p, GmISU01.13G086400.1.p, GmISU01.17G041200.2.p	Lsat_1_v5_gn_7_35460.1
OG0002160	GmISU01.13G150500.1.p, GmISU01.13G150500.2.p, GmISU01.13G150500.3.p, GmISU01.07G166000.5.p, GmISU01.06G081950.2.p, GmISU01.06G081950.1.p, GmISU01.07G166000.4.p, GmISU01.13G150500.4.p, GmISU01.15G069700.4.p, GmISU01.15G069700.5.p, GmISU01.18G128300.1.p, GmISU01.15G069700.1.p, GmISU01.13G205900.8.p, GmISU01.13G205900.11.p, GmISU01.13G205900.7.p, GmISU01.13G205900.5.p, GmISU01.13G205900.4.p, GmISU01.13G205900.2.p, GmISU01.13G205900.14.p, GmISU01.13G205900.3.p, GmISU01.13G205900.6.p, GmISU01.13G205900.9.p, GmISU01.13G205900.13.p, GmISU01.13G205900.1.p	Lsat_1_v5_gn_4_53041.1, Lsat_1_v5_gn_4_53041.2
OG0002161	GmISU01.01G082300.1.p, GmISU01.03G055000.1.p, GmISU01.18G143100.1.p, GmISU01.07G123800.1.p	Lsat_1_v5_gn_8_80861.1, Lsat_1_v5_gn_9_31700.1, Lsat_1_v5_gn_9_31700.3
OG0002161	GmISU01.11G204200.1.p, GmISU01.18G029800.1.p, GmISU01.14G059300.1.p, GmISU01.02G214700.1.p	Lsat_1_v5_gn_8_14501.1, Lsat_1_v5_gn_2_116981.1
OG0002162	GmISU01.10G239900.1.p, GmISU01.20G076500.1.p, GmISU01.20G076500.2.p, GmISU01.10G240000.2.p, GmISU01.10G240000.1.p, GmISU01.20G075000.1.p	Lsat_1_v5_gn_8_29540.1, Lsat_1_v5_gn_8_29540.3
OG0002163	GmISU01.16G076900.1.p, GmISU01.18G122100.1.p, GmISU01.08G309000.1.p, GmISU01.18G073800.1.p, GmISU01.08G289700.1.p	Lsat_1_v5_gn_6_58760.1, Lsat_1_v5_gn_6_58760.3, Lsat_1_v5_gn_0_15420.2, Lsat_1_v5_gn_0_15420.1, Lsat_1_v5_gn_0_15420.3, Lsat_1_v5_gn_5_3361.3, Lsat_1_v5_gn_5_3361.1, Lsat_1_v5_gn_5_3361.2, Lsat_1_v5_gn_5_7581.2, Lsat_1_v5_gn_5_7581.1
OG0002164	GmISU01.05G100800.1.p, GmISU01.08G072900.1.p	Lsat_1_v5_gn_4_155121.1, Lsat_1_v5_gn_2_81280.1, Lsat_1_v5_gn_2_81160.1
OG0002165	GmISU01.14G050400.1.p, GmISU01.02G221700.1.p	Lsat_1_v5_gn_9_58660.1, Lsat_1_v5_gn_9_58660.2
OG0002165	GmISU01.14G050200.1.p, GmISU01.02G221500.1.p, GmISU01.18G020500.1.p, GmISU01.11G213300.1.p	Lsat_1_v5_gn_9_58680.1, Lsat_1_v5_gn_9_58680.3
OG0002166	GmISU01.10G080600.1.p, GmISU01.02G155700.1.p, GmISU01.03G105200.1.p, GmISU01.19G109400.1.p	Lsat_1_v5_gn_9_27520.2, Lsat_1_v5_gn_9_27520.1, Lsat_1_v5_gn_5_162720.2, Lsat_1_v5_gn_5_162720.1, Lsat_1_v5_gn_2_97581.1
OG0002167	GmISU01.15G218400.2.p, GmISU01.08G151300.2.p, GmISU01.08G151300.1.p, GmISU01.15G218400.3.p, GmISU01.15G218400.1.p, GmISU01.15G184400.1.p	Lsat_1_v5_gn_7_69101.3, Lsat_1_v5_gn_7_69101.1
OG0002168	GmISU01.19G166200.2.p, GmISU01.19G166200.5.p, GmISU01.03G164000.2.p, GmISU01.03G164000.1.p	Lsat_1_v5_gn_2_106361.3, Lsat_1_v5_gn_0_21000.4, Lsat_1_v5_gn_0_21000.1
OG0002169	GmISU01.12G007300.2.p, GmISU01.12G007300.6.p, GmISU01.12G007300.4.p, GmISU01.12G007300.1.p, GmISU01.09G186700.9.p, GmISU01.09G186700.7.p, GmISU01.09G186700.8.p, GmISU01.09G186700.10.p, GmISU01.09G186700.6.p, GmISU01.09G186700.4.p, GmISU01.09G186700.3.p, GmISU01.09G186700.2.p, GmISU01.09G186700.5.p	Lsat_1_v5_gn_9_25441.2, Lsat_1_v5_gn_9_25441.1
OG0002170	GmISU01.16G158000.1.p	Lsat_1_v5_gn_2_132441.2, Lsat_1_v5_gn_2_132441.1
OG0002170	GmISU01.09G109200.1.p, GmISU01.20G123400.1.p, GmISU01.10G196900.1.p	Lsat_1_v5_gn_2_132401.1, Lsat_1_v5_gn_2_132401.3, Lsat_1_v5_gn_2_132401.2
OG0002171	GmISU01.15G038000.9.p, GmISU01.11G128400.2.p, GmISU01.11G128400.7.p, GmISU01.11G128400.6.p, GmISU01.12G059100.2.p	Lsat_1_v5_gn_8_16781.1
OG0002172	GmISU01.11G002800.5.p, GmISU01.11G002800.7.p, GmISU01.11G002800.2.p, GmISU01.11G002800.1.p, GmISU01.11G002800.4.p, GmISU01.11G002800.3.p, GmISU01.11G002800.6.p, GmISU01.01G198200.2.p, GmISU01.01G198200.1.p, GmISU01.10G213600.1.p, GmISU01.20G107000.1.p	Lsat_1_v5_gn_4_57760.2, Lsat_1_v5_gn_4_57760.1, Lsat_1_v5_gn_1_123061.1
OG0002173	GmISU01.10G198500.2.p, GmISU01.10G198500.3.p, GmISU01.10G198500.1.p, GmISU01.20G121500.1.p, GmISU01.20G121500.2.p	Lsat_1_v5_gn_2_131821.1
OG0002174	GmISU01.19G218300.1.p, GmISU01.03G217100.2.p, GmISU01.03G217100.3.p, GmISU01.03G217100.1.p	Lsat_1_v5_gn_4_31720.2, Lsat_1_v5_gn_4_31720.1
OG0002175	GmISU01.17G154700.1.p	Lsat_1_v5_gn_4_165160.1
OG0002176	GmISU01.07G196500.3.p, GmISU01.07G196500.1.p, GmISU01.20G029800.1.p, GmISU01.14G033400.1.p, GmISU01.02G239500.1.p	Lsat_1_v5_gn_6_68221.2, Lsat_1_v5_gn_6_68221.1, Lsat_1_v5_gn_3_16041.3, Lsat_1_v5_gn_3_16041.1
OG0002177	GmISU01.02G081300.3.p, GmISU01.02G081300.6.p, GmISU01.02G081300.4.p, GmISU01.02G081300.2.p, GmISU01.02G081300.8.p, GmISU01.02G081300.7.p, GmISU01.02G081300.1.p, GmISU01.18G234500.1.p	Lsat_1_v5_gn_3_32621.3, Lsat_1_v5_gn_3_32621.1
OG0002178	GmISU01.08G096100.4.p, GmISU01.08G096100.7.p, GmISU01.08G096100.5.p, GmISU01.08G096100.8.p, GmISU01.08G096100.19.p, GmISU01.08G096100.9.p, GmISU01.08G096100.1.p, GmISU01.08G096100.12.p, GmISU01.08G096100.2.p, GmISU01.08G096100.17.p, GmISU01.08G096100.13.p, GmISU01.08G096100.15.p, GmISU01.08G096100.6.p, GmISU01.08G096100.3.p, GmISU01.08G096100.20.p, GmISU01.08G096100.18.p, GmISU01.08G096100.16.p, GmISU01.08G096100.10.p, GmISU01.08G096100.11.p, GmISU01.05G122300.1.p, GmISU01.05G122300.7.p, GmISU01.05G122300.5.p, GmISU01.05G122300.9.p, GmISU01.05G122300.6.p, GmISU01.05G122300.8.p, GmISU01.05G122300.2.p	Lsat_1_v5_gn_8_147740.1, Lsat_1_v5_gn_8_147740.2
OG0002179	GmISU01.08G116400.1.p, GmISU01.05G141000.1.p	Lsat_1_v5_gn_1_77261.1
OG0002179	GmISU01.07G152200.1.p, GmISU01.08G062400.1.p	Lsat_1_v5_gn_5_109740.1
OG0002180	GmISU01.07G067000.12.p, GmISU01.07G067000.1.p, GmISU01.07G067000.8.p, GmISU01.07G067000.11.p, GmISU01.07G067000.7.p, GmISU01.07G067000.4.p, GmISU01.07G067000.6.p, GmISU01.07G067000.10.p, GmISU01.07G067000.13.p, GmISU01.07G067000.2.p, GmISU01.07G067000.5.p, GmISU01.07G067000.9.p, GmISU01.07G067000.3.p	Lsat_1_v5_gn_7_5201.2, Lsat_1_v5_gn_7_5201.1
OG0002181	GmISU01.04G155333.1.p, GmISU01.06G158650.1.p	Lsat_1_v5_gn_9_14500.3, Lsat_1_v5_gn_4_76860.1, Lsat_1_v5_gn_4_76860.2, Lsat_1_v5_gn_9_14500.1, Lsat_1_v5_gn_4_76860.3
