Orthogroup	G_max.proteins	A_hypochondriacus.proteins
OG0001243	GmISU01.08G024300.2.p, GmISU01.08G024300.4.p, GmISU01.08G024300.1.p, GmISU01.08G024300.3.p, GmISU01.05G188200.4.p, GmISU01.05G188200.3.p, GmISU01.05G188200.2.p, GmISU01.05G188200.5.p	AH015902-RA
OG0001244	GmISU01.18G167800.1.p, GmISU01.18G167800.2.p, GmISU01.09G224800.1.p, GmISU01.01G107800.2.p, GmISU01.01G107800.1.p, GmISU01.03G021900.2.p, GmISU01.03G021900.1.p	AH009104-RA
OG0001245	GmISU01.09G149300.1.p, GmISU01.09G149300.3.p, GmISU01.09G149300.4.p, GmISU01.09G149300.2.p, GmISU01.07G080400.4.p, GmISU01.07G080400.5.p, GmISU01.07G080400.2.p, GmISU01.07G080400.1.p, GmISU01.07G080400.3.p, GmISU01.05G198800.2.p, GmISU01.05G198800.1.p, GmISU01.08G036600.13.p, GmISU01.08G036600.8.p, GmISU01.08G036600.5.p, GmISU01.08G036600.1.p, GmISU01.08G036600.14.p, GmISU01.08G036600.7.p, GmISU01.08G036600.2.p, GmISU01.08G036600.15.p, GmISU01.08G036600.10.p, GmISU01.08G036600.9.p, GmISU01.08G036600.11.p, GmISU01.08G036600.6.p, GmISU01.08G036600.12.p	AH020829-RA, AH015569-RA
OG0001246	GmISU01.13G308200.1.p	AH022222-RA
OG0001248	GmISU01.11G143900.1.p, GmISU01.12G084500.1.p, GmISU01.12G084500.2.p, GmISU01.12G084500.3.p	AH022691-RA, AH022690-RA, AH013929-RA
OG0001249	GmISU01.19G086800.8.p, GmISU01.19G086800.4.p, GmISU01.19G086800.10.p, GmISU01.19G086800.5.p, GmISU01.19G086800.11.p, GmISU01.19G086800.9.p, GmISU01.19G086800.6.p, GmISU01.19G086800.12.p, GmISU01.16G033800.2.p, GmISU01.16G033800.3.p, GmISU01.16G033800.4.p, GmISU01.16G033800.7.p, GmISU01.16G033800.1.p, GmISU01.16G033800.5.p, GmISU01.16G033800.8.p, GmISU01.12G140300.1.p, GmISU01.17G164700.4.p, GmISU01.17G164700.3.p, GmISU01.17G164700.2.p, GmISU01.17G164700.1.p	AH007798-RA, AH018935-RA
OG0001250	GmISU01.19G104500.2.p, GmISU01.03G100400.2.p	AH020410-RA, AH006748-RA
OG0001250	GmISU01.14G058200.1.p, GmISU01.02G215600.2.p, GmISU01.02G215600.1.p, GmISU01.18G029100.1.p, GmISU01.18G029100.2.p	AH016402-RA, AH023037-RA
OG0001251	GmISU01.12G175700.4.p, GmISU01.12G175700.3.p, GmISU01.12G175700.5.p, GmISU01.12G175700.1.p, GmISU01.13G254300.1.p, GmISU01.13G254300.2.p, GmISU01.06G240800.1.p, GmISU01.12G106000.2.p, GmISU01.12G106000.5.p, GmISU01.12G106000.1.p, GmISU01.12G106000.3.p, GmISU01.12G106000.7.p, GmISU01.12G106000.6.p, GmISU01.06G201100.1.p	AH001398-RA
OG0001252	GmISU01.17G115300.5.p, GmISU01.17G115300.1.p	AH013588-RA, AH022210-RA
OG0001253	GmISU01.12G018800.9.p, GmISU01.12G018800.1.p, GmISU01.12G018800.8.p, GmISU01.12G018800.4.p, GmISU01.12G018800.7.p, GmISU01.12G018800.2.p, GmISU01.12G018800.5.p, GmISU01.12G018800.6.p, GmISU01.11G086200.1.p, GmISU01.11G086200.4.p, GmISU01.11G086200.5.p, GmISU01.12G018700.2.p	AH010969-RA
OG0001254	GmISU01.06G021600.2.p, GmISU01.06G021600.1.p, GmISU01.04G023600.2.p, GmISU01.04G023600.3.p, GmISU01.04G023600.1.p, GmISU01.14G182900.9.p, GmISU01.14G182900.10.p, GmISU01.14G182900.1.p, GmISU01.14G182900.6.p, GmISU01.14G182900.4.p, GmISU01.14G182900.5.p, GmISU01.14G182900.11.p, GmISU01.14G182900.7.p, GmISU01.17G224500.3.p, GmISU01.17G224500.5.p, GmISU01.17G224500.10.p, GmISU01.17G224500.11.p, GmISU01.17G224500.2.p, GmISU01.17G224500.1.p, GmISU01.17G224500.9.p, GmISU01.17G224500.8.p, GmISU01.17G224500.7.p, GmISU01.17G224500.6.p, GmISU01.17G224500.4.p	AH008334-RA
OG0001255	GmISU01.16G115000.4.p, GmISU01.16G115000.2.p, GmISU01.16G115000.5.p, GmISU01.16G115000.3.p, GmISU01.16G115000.1.p, GmISU01.16G115000.6.p, GmISU01.02G053200.4.p, GmISU01.02G053200.5.p, GmISU01.02G053200.3.p, GmISU01.02G053200.2.p, GmISU01.02G053200.1.p, GmISU01.01G139500.3.p, GmISU01.01G139500.4.p, GmISU01.01G139500.1.p, GmISU01.01G139500.2.p, GmISU01.11G059100.5.p, GmISU01.11G059100.4.p, GmISU01.11G059100.10.p, GmISU01.11G059100.3.p, GmISU01.11G059100.9.p, GmISU01.11G059100.1.p, GmISU01.11G059100.8.p, GmISU01.11G059100.6.p, GmISU01.11G059100.2.p, GmISU01.11G059100.7.p	AH005586-RA
OG0001256	GmISU01.14G175500.1.p, GmISU01.02G204100.1.p, GmISU01.11G193500.1.p	AH002195-RA
OG0001256	GmISU01.16G186400.1.p, GmISU01.09G132800.4.p	AH018477-RA, AH021227-RA
OG0001257	GmISU01.05G205600.1.p, GmISU01.08G043000.1.p	AH008377-RA
OG0001257	GmISU01.03G075900.2.p, GmISU01.07G107100.3.p, GmISU01.07G107100.2.p, GmISU01.08G303000.1.p	AH009332-RA
OG0001259	GmISU01.01G074800.4.p, GmISU01.01G074800.3.p, GmISU01.01G074800.1.p, GmISU01.01G016500.1.p, GmISU01.09G165300.1.p	AH011511-RA, AH018403-RA
OG0001259	GmISU01.11G008100.1.p, GmISU01.01G191900.1.p, GmISU01.11G100300.1.p, GmISU01.12G014800.1.p	AH019896-RA, AH007252-RA
OG0001260	GmISU01.01G057800.7.p, GmISU01.01G057800.6.p, GmISU01.01G057800.1.p, GmISU01.01G057800.2.p, GmISU01.01G057800.10.p, GmISU01.01G057800.5.p, GmISU01.01G057800.9.p, GmISU01.01G057800.8.p, GmISU01.01G057800.3.p, GmISU01.01G057800.11.p, GmISU01.02G110900.11.p, GmISU01.02G110900.9.p, GmISU01.02G110900.4.p, GmISU01.02G110900.15.p, GmISU01.02G110900.2.p, GmISU01.02G110900.14.p, GmISU01.02G110900.7.p, GmISU01.02G110900.5.p, GmISU01.02G110900.1.p, GmISU01.02G110900.6.p	AH005380-RA, AH004118-RA
OG0001261	GmISU01.04G132700.1.p, GmISU01.06G184400.1.p, GmISU01.17G073400.1.p, GmISU01.05G017700.1.p	AH017491-RA, AH002897-RA
OG0001262	GmISU01.08G229800.2.p, GmISU01.08G229800.1.p, GmISU01.18G216100.2.p, GmISU01.18G216100.1.p, GmISU01.13G032200.1.p, GmISU01.13G032200.2.p, GmISU01.19G029500.2.p, GmISU01.19G029500.1.p	AH022777-RA
OG0001263	GmISU01.17G228000.18.p, GmISU01.17G228000.21.p, GmISU01.17G228000.19.p, GmISU01.17G228000.20.p, GmISU01.17G228000.2.p, GmISU01.17G228000.15.p, GmISU01.17G228000.16.p, GmISU01.17G228000.17.p, GmISU01.17G228000.14.p, GmISU01.17G228000.3.p, GmISU01.17G228000.13.p, GmISU01.17G228000.5.p, GmISU01.14G187100.7.p, GmISU01.14G187100.10.p, GmISU01.14G187100.8.p, GmISU01.14G187100.13.p, GmISU01.14G187100.5.p, GmISU01.14G187100.1.p, GmISU01.14G187100.3.p, GmISU01.14G187100.6.p, GmISU01.14G187100.9.p, GmISU01.14G187100.20.p, GmISU01.14G187100.21.p, GmISU01.14G187100.17.p, GmISU01.14G187100.18.p, GmISU01.14G187100.19.p, GmISU01.14G187100.2.p, GmISU01.14G187100.16.p, GmISU01.14G187100.4.p, GmISU01.14G187100.15.p, GmISU01.14G187100.14.p, GmISU01.14G187100.11.p, GmISU01.14G187100.12.p	AH016821-RA
OG0001264	GmISU01.03G052350.1.p	AH019438-RA, AH012173-RA, AH012172-RA, AH012188-RA, AH012174-RA, AH012181-RA, AH012189-RA, AH012182-RA, AH012190-RA, AH012185-RA, AH012187-RA, AH012175-RA, AH012191-RA, AH012171-RA, AH012183-RA, AH012193-RA, AH003187-RA, AH007195-RA
OG0001271	GmISU01.08G308800.1.p, GmISU01.18G121900.1.p, GmISU01.03G066500.2.p, GmISU01.16G076500.1.p	AH013611-RA
OG0001272	GmISU01.16G007000.1.p, GmISU01.07G036900.1.p	AH013380-RA, AH013379-RA
OG0001273	GmISU01.06G191300.1.p, GmISU01.04G121300.1.p, GmISU01.14G108100.1.p, GmISU01.17G179800.1.p, GmISU01.03G121500.1.p, GmISU01.19G125900.1.p, GmISU01.10G028900.1.p, GmISU01.10G028900.3.p, GmISU01.02G128300.2.p, GmISU01.10G028900.2.p, GmISU01.02G128300.1.p	AH002602-RA
OG0001275	GmISU01.20G157300.1.p, GmISU01.10G158400.1.p, GmISU01.20G054700.1.p, GmISU01.10G102400.1.p	AH006951-RA, AH020239-RA
OG0001275	GmISU01.08G179300.3.p, GmISU01.08G179300.2.p, GmISU01.08G179300.5.p, GmISU01.08G179300.1.p, GmISU01.07G008600.1.p, GmISU01.08G179300.4.p, GmISU01.07G008600.2.p	AH013311-RA
OG0001276	GmISU01.15G133400.3.p, GmISU01.15G133400.1.p, GmISU01.09G037600.1.p	AH007151-RA, AH019878-RA
OG0001276	GmISU01.20G196900.1.p, GmISU01.10G118800.1.p	AH010428-RA
OG0001277	GmISU01.16G097400.2.p, GmISU01.16G079800.2.p, GmISU01.16G097500.1.p, GmISU01.10G001500.1.p	AH021608-RA
OG0001278	GmISU01.18G135600.7.p, GmISU01.18G135600.6.p, GmISU01.18G135600.5.p, GmISU01.18G135600.8.p, GmISU01.07G116500.5.p, GmISU01.07G116500.6.p, GmISU01.07G116500.1.p, GmISU01.07G116500.4.p, GmISU01.18G135600.4.p, GmISU01.18G135600.9.p	AH000211-RA
OG0001279	GmISU01.20G148700.1.p, GmISU01.10G167000.1.p, GmISU01.19G155700.1.p, GmISU01.03G152700.1.p, GmISU01.19G155700.2.p, GmISU01.03G152700.2.p	AH012651-RA
OG0001280	GmISU01.11G223400.1.p, GmISU01.18G010800.1.p	AH004486-RA
OG0001280	GmISU01.18G010700.1.p, GmISU01.11G223500.1.p	AH004893-RA
OG0001281	GmISU01.03G175700.3.p, GmISU01.03G175700.1.p, GmISU01.03G175700.6.p, GmISU01.03G175700.5.p, GmISU01.03G175700.4.p, GmISU01.03G175700.2.p, GmISU01.19G177000.3.p, GmISU01.19G177000.1.p, GmISU01.19G177000.2.p, GmISU01.02G014000.1.p, GmISU01.02G014000.4.p, GmISU01.02G014000.2.p, GmISU01.02G014000.3.p, GmISU01.10G015100.1.p, GmISU01.10G015100.3.p, GmISU01.10G015100.2.p, GmISU01.10G015100.5.p	AH022074-RA, AH012983-RA
OG0001282	GmISU01.02G144700.1.p, GmISU01.02G144700.2.p	AH006683-RA
OG0001282	GmISU01.13G164900.1.p, GmISU01.15G197100.1.p	AH019158-RA, AH015663-RA
OG0001283	GmISU01.15G132100.1.p, GmISU01.15G132100.2.p, GmISU01.15G132100.3.p, GmISU01.09G036100.5.p, GmISU01.09G036100.7.p, GmISU01.09G036100.1.p, GmISU01.09G036100.6.p, GmISU01.09G036100.4.p, GmISU01.17G028400.1.p, GmISU01.17G028400.4.p, GmISU01.07G205000.6.p, GmISU01.07G205000.7.p, GmISU01.17G028400.6.p, GmISU01.07G205000.3.p, GmISU01.07G205000.2.p, GmISU01.07G205000.1.p, GmISU01.18G110500.1.p, GmISU01.07G205000.5.p, GmISU01.07G205000.4.p	AH019863-RA, AH007129-RA
OG0001284	GmISU01.09G005400.1.p	AH014962-RA, AH014961-RA
OG0001285	GmISU01.06G094200.3.p, GmISU01.06G094200.2.p, GmISU01.06G094200.4.p	AH008738-RA
OG0001285	GmISU01.08G065700.1.p, GmISU01.08G065700.2.p, GmISU01.08G065700.3.p, GmISU01.05G094100.1.p, GmISU01.08G166200.1.p, GmISU01.15G050400.1.p	AH002185-RA, AH000898-RA
OG0001286	GmISU01.14G149200.1.p, GmISU01.02G179900.3.p, GmISU01.02G179900.1.p, GmISU01.02G179900.2.p, GmISU01.06G085100.1.p, GmISU01.04G083700.1.p	AH008835-RA
OG0001289	GmISU01.06G026800.1.p, GmISU01.06G026800.2.p, GmISU01.04G028400.1.p, GmISU01.04G028400.2.p, GmISU01.04G028400.3.p	AH015607-RA
OG0001290	GmISU01.02G268900.2.p, GmISU01.02G268900.4.p, GmISU01.02G268900.3.p, GmISU01.02G268900.1.p, GmISU01.02G268900.5.p, GmISU01.14G001600.4.p, GmISU01.14G001600.3.p, GmISU01.14G001600.2.p, GmISU01.14G001600.1.p	AH002377-RA
OG0001291	GmISU01.05G094200.1.p, GmISU01.08G065800.1.p	AH002186-RA
OG0001291	GmISU01.17G012800.3.p, GmISU01.17G012800.1.p, GmISU01.17G012800.4.p, GmISU01.17G012800.6.p, GmISU01.17G012800.5.p, GmISU01.07G221800.1.p	AH015016-RA
OG0001292	GmISU01.15G213200.4.p, GmISU01.15G213200.5.p, GmISU01.15G213200.2.p, GmISU01.15G213200.1.p, GmISU01.15G213200.3.p, GmISU01.08G157500.1.p	AH000248-RA, AH009372-RA
OG0001293	GmISU01.12G192800.9.p, GmISU01.12G192800.4.p, GmISU01.12G192800.6.p, GmISU01.12G192800.2.p, GmISU01.12G192800.5.p, GmISU01.12G192800.10.p, GmISU01.12G192800.11.p, GmISU01.12G192800.7.p, GmISU01.12G192800.1.p, GmISU01.12G192800.3.p, GmISU01.12G192800.8.p, GmISU01.13G234000.3.p, GmISU01.13G234000.6.p, GmISU01.13G234000.2.p, GmISU01.13G234000.1.p	AH010124-RA
OG0001294	GmISU01.17G078300.11.p, GmISU01.17G078300.10.p, GmISU01.17G078300.9.p, GmISU01.05G037300.3.p, GmISU01.17G078300.8.p, GmISU01.17G078300.4.p, GmISU01.17G078300.2.p, GmISU01.17G078300.1.p, GmISU01.05G037300.1.p	AH002512-RA
OG0001294	GmISU01.07G009300.1.p, GmISU01.08G180300.1.p	AH022234-RA
OG0001295	GmISU01.06G248300.5.p, GmISU01.06G248300.3.p, GmISU01.06G248300.2.p, GmISU01.06G248300.6.p, GmISU01.06G248300.1.p, GmISU01.06G248300.4.p, GmISU01.12G099400.5.p, GmISU01.12G099400.1.p, GmISU01.12G099400.3.p, GmISU01.12G099400.6.p, GmISU01.12G099400.4.p, GmISU01.13G259200.2.p, GmISU01.13G259200.1.p	AH007897-RA
OG0001295	GmISU01.13G206200.7.p, GmISU01.13G206200.1.p, GmISU01.13G206200.3.p, GmISU01.13G206200.5.p, GmISU01.13G206200.2.p	AH021651-RA, AH015225-RA
OG0001296	GmISU01.01G182500.1.p	AH019639-RA, AH020844-RA
OG0001297	GmISU01.07G034300.1.p, GmISU01.16G004900.5.p, GmISU01.16G004900.3.p, GmISU01.16G004900.7.p, GmISU01.16G004900.4.p, GmISU01.16G004900.1.p, GmISU01.16G004900.2.p	AH013365-RA
OG0001298	GmISU01.09G188900.3.p, GmISU01.12G004900.3.p, GmISU01.12G004900.4.p, GmISU01.12G004900.1.p	AH012231-RA
OG0001298	GmISU01.17G127500.1.p	AH018561-RA, AH003212-RA
OG0001299	GmISU01.15G024600.1.p, GmISU01.13G307000.1.p	AH013339-RA, AH022213-RA
OG0001299	GmISU01.09G059100.1.p, GmISU01.15G155500.4.p, GmISU01.15G155500.1.p, GmISU01.13G078400.1.p, GmISU01.17G049000.2.p, GmISU01.13G078400.2.p, GmISU01.17G049000.1.p	AH014212-RA, AH021131-RA
OG0001300	GmISU01.07G006900.6.p, GmISU01.07G006900.3.p, GmISU01.08G177100.1.p, GmISU01.08G177100.3.p, GmISU01.13G307100.7.p, GmISU01.13G307100.5.p, GmISU01.13G307100.3.p, GmISU01.13G307100.2.p, GmISU01.15G024500.9.p, GmISU01.15G024500.10.p, GmISU01.15G024500.11.p, GmISU01.13G307100.4.p, GmISU01.13G307100.6.p	AH013338-RA
OG0001301	GmISU01.08G179900.1.p, GmISU01.08G179900.3.p, GmISU01.08G179900.2.p, GmISU01.15G023100.1.p, GmISU01.15G023100.2.p, GmISU01.15G023100.4.p, GmISU01.15G023100.3.p, GmISU01.13G308900.3.p, GmISU01.13G308900.1.p, GmISU01.03G044701.1.p, GmISU01.08G179600.4.p, GmISU01.08G179600.3.p, GmISU01.08G179600.1.p, GmISU01.08G179600.2.p, GmISU01.07G008800.12.p, GmISU01.07G008800.11.p, GmISU01.07G008800.10.p, GmISU01.07G008800.9.p, GmISU01.07G008800.7.p, GmISU01.07G008800.6.p, GmISU01.07G008800.5.p, GmISU01.07G008800.3.p, GmISU01.07G008800.4.p, GmISU01.07G008800.1.p, GmISU01.07G008800.13.p, GmISU01.07G008800.2.p, GmISU01.07G008800.8.p	AH022228-RA
OG0001302	GmISU01.09G000700.3.p, GmISU01.09G000700.1.p, GmISU01.09G000700.2.p, GmISU01.12G203500.4.p, GmISU01.12G203500.5.p, GmISU01.12G203500.7.p, GmISU01.12G203500.1.p, GmISU01.12G203500.6.p, GmISU01.10G186100.1.p, GmISU01.20G131300.1.p	AH003682-RA, AH005673-RA
OG0001303	GmISU01.10G248400.1.p	AH008663-RA
OG0001304	GmISU01.14G115800.1.p, GmISU01.17G170600.1.p, GmISU01.04G070900.1.p	AH017072-RA
OG0001304	GmISU01.15G000400.1.p	AH022242-RA
OG0001304	GmISU01.05G188800.1.p, GmISU01.08G025000.1.p	AH015897-RA
OG0001305	GmISU01.05G185400.1.p, GmISU01.08G021400.1.p, GmISU01.08G021400.3.p, GmISU01.01G184400.4.p, GmISU01.01G184400.3.p, GmISU01.01G184400.5.p, GmISU01.01G184400.2.p, GmISU01.01G184400.1.p	AH018101-RA
OG0001307	GmISU01.18G024400.5.p, GmISU01.18G024400.6.p, GmISU01.18G024400.4.p, GmISU01.18G024400.3.p, GmISU01.11G209700.3.p, GmISU01.11G209700.2.p, GmISU01.11G209700.1.p	AH002122-RA, AH000485-RA
OG0001308	GmISU01.02G126100.1.p, GmISU01.10G030600.1.p	AH017766-RA, AH002622-RA
OG0001309	GmISU01.07G129200.1.p, GmISU01.07G129200.6.p, GmISU01.07G129200.4.p, GmISU01.07G129200.7.p, GmISU01.07G129200.5.p, GmISU01.07G129200.3.p, GmISU01.07G129200.8.p, GmISU01.07G129200.10.p, GmISU01.07G129200.9.p, GmISU01.07G129200.11.p, GmISU01.07G129200.2.p, GmISU01.18G148900.1.p, GmISU01.18G148900.2.p, GmISU01.18G148900.6.p, GmISU01.18G148900.5.p, GmISU01.18G148900.4.p, GmISU01.18G148900.3.p, GmISU01.18G148900.7.p, GmISU01.18G148900.9.p, GmISU01.18G148900.8.p	AH014344-RA
OG0001310	GmISU01.08G096900.1.p, GmISU01.05G123300.1.p	AH008261-RA, AH009796-RA
OG0001311	GmISU01.10G135450.1.p, GmISU01.10G135500.1.p, GmISU01.10G135600.1.p, GmISU01.10G135400.1.p	AH010330-RA, AH003311-RA
OG0001312	GmISU01.12G105700.1.p, GmISU01.13G254800.2.p, GmISU01.12G175100.1.p	AH010129-RA
OG0001313	GmISU01.19G164300.1.p, GmISU01.03G162200.1.p	AH018861-RA
OG0001313	GmISU01.12G085500.2.p, GmISU01.11G143100.1.p, GmISU01.12G085500.1.p	AH013841-RA
OG0001313	GmISU01.12G155800.1.p	AH013838-RA
OG0001314	GmISU01.09G172600.1.p, GmISU01.09G172600.3.p, GmISU01.09G172600.2.p	AH018480-RA
OG0001314	GmISU01.10G176300.4.p, GmISU01.10G176300.2.p, GmISU01.10G176300.3.p, GmISU01.10G176300.1.p, GmISU01.20G140600.1.p, GmISU01.20G140600.3.p, GmISU01.20G140600.2.p	AH016986-RA, AH015909-RA
OG0001315	GmISU01.07G064000.1.p, GmISU01.03G008500.2.p, GmISU01.03G008500.1.p, GmISU01.02G133500.1.p	AH008762-RA
OG0001315	GmISU01.16G168800.1.p, GmISU01.09G116000.1.p	AH012344-RA
OG0001316	GmISU01.13G291300.1.p, GmISU01.15G040100.1.p, GmISU01.12G068200.1.p, GmISU01.11G131600.1.p	AH012772-RA
OG0001316	GmISU01.20G198800.1.p, GmISU01.10G248300.1.p	AH023506-RA, AH023776-RA
OG0001317	GmISU01.02G228400.1.p, GmISU01.14G045800.1.p, GmISU01.02G228400.2.p	AH000055-RA, AH020963-RA
OG0001318	GmISU01.11G143800.1.p, GmISU01.12G084800.1.p, GmISU01.12G155000.1.p, GmISU01.13G274000.1.p	AH013833-RA, AH020607-RA
OG0001318	GmISU01.02G165600.1.p, GmISU01.10G069800.1.p, GmISU01.19G163300.1.p, GmISU01.03G161600.1.p	AH012543-RA, AH021764-RA
OG0001319	GmISU01.15G225400.4.p, GmISU01.15G225400.1.p, GmISU01.15G225400.6.p, GmISU01.15G225400.5.p, GmISU01.15G225400.2.p, GmISU01.15G225400.3.p, GmISU01.08G141500.7.p, GmISU01.08G141500.4.p, GmISU01.08G141500.5.p, GmISU01.08G141500.1.p, GmISU01.08G141500.6.p, GmISU01.08G141500.2.p	AH001546-RA
OG0001320	GmISU01.07G000600.1.p, GmISU01.08G210600.1.p	AH010153-RA, AH007996-RA, AH007994-RA, AH010156-RA, AH010154-RA, AH022241-RA
OG0001321	GmISU01.05G080700.1.p, GmISU01.17G152500.1.p, GmISU01.01G151100.1.p, GmISU01.11G047000.1.p	AH003910-RA, AH006161-RA
OG0001321	GmISU01.14G081000.1.p, GmISU01.17G206900.1.p, GmISU01.04G039300.1.p	AH001676-RA, AH008409-RA
OG0001323	GmISU01.09G116300.1.p, GmISU01.16G169000.1.p	AH019507-RA
OG0001323	GmISU01.15G158266.1.p, GmISU01.15G158200.1.p, GmISU01.02G189700.1.p, GmISU01.02G189700.2.p, GmISU01.14G158100.2.p, GmISU01.14G158100.1.p	AH009207-RA
OG0001324	GmISU01.12G199100.4.p, GmISU01.12G199100.1.p, GmISU01.12G199100.3.p, GmISU01.12G199100.2.p, GmISU01.13G169200.1.p, GmISU01.13G169200.2.p	AH001775-RA, AH000875-RA
OG0001325	GmISU01.18G129000.4.p, GmISU01.18G129000.7.p, GmISU01.18G129000.2.p, GmISU01.18G129000.3.p, GmISU01.18G129000.5.p, GmISU01.18G129000.6.p, GmISU01.18G129000.1.p, GmISU01.08G316400.1.p, GmISU01.08G316400.4.p, GmISU01.08G316400.5.p, GmISU01.08G316400.3.p, GmISU01.08G316400.2.p	AH013066-RA
OG0001326	GmISU01.06G186100.1.p	AH017456-RA
OG0001326	GmISU01.01G056600.3.p, GmISU01.01G056600.2.p, GmISU01.01G056600.1.p	AH005374-RA, AH004010-RA
OG0001328	GmISU01.02G205200.1.p, GmISU01.14G176400.1.p, GmISU01.02G205100.1.p, GmISU01.11G194900.1.p, GmISU01.11G194900.2.p, GmISU01.18G039800.3.p, GmISU01.18G039800.2.p, GmISU01.18G039800.5.p	AH008131-RA, AH009991-RA
OG0001329	GmISU01.12G015700.2.p, GmISU01.12G015700.1.p	AH007262-RA
OG0001330	GmISU01.15G020200.3.p, GmISU01.15G020200.4.p, GmISU01.15G020200.1.p, GmISU01.15G020200.2.p	AH001548-RA, AH001547-RA
OG0001335	GmISU01.03G190800.1.p, GmISU01.19G192400.1.p, GmISU01.19G192400.2.p	AH012970-RA, AH022063-RA
OG0001335	GmISU01.17G027600.1.p, GmISU01.07G205900.2.p	AH019874-RA, AH019873-RA, AH007142-RA
OG0001336	GmISU01.10G150300.1.p, GmISU01.20G166300.1.p, GmISU01.03G124200.1.p, GmISU01.19G128200.1.p, GmISU01.10G031800.1.p, GmISU01.13G093200.2.p	AH017755-RA, AH002641-RA
OG0001336	GmISU01.12G054300.1.p, GmISU01.11G123600.1.p, GmISU01.07G119300.1.p, GmISU01.18G139200.1.p	AH023796-RA
OG0001337	GmISU01.13G289400.2.p, GmISU01.13G289400.1.p	AH015959-RA
OG0001339	GmISU01.07G204900.1.p, GmISU01.17G028500.1.p	AH010403-RA
OG0001339	GmISU01.07G204800.1.p, GmISU01.15G132000.1.p, GmISU01.09G035900.1.p	AH007115-RA, AH002684-RA, AH017696-RA
OG0001340	GmISU01.19G085700.1.p, GmISU01.19G085700.3.p, GmISU01.19G085700.2.p, GmISU01.16G034500.1.p, GmISU01.17G163700.1.p, GmISU01.17G163700.2.p, GmISU01.05G072600.1.p	AH018934-RA, AH018930-RA
OG0001340	GmISU01.16G034500.7.p	AH022637-RA
OG0001341	GmISU01.02G126200.8.p, GmISU01.02G126200.6.p, GmISU01.02G126200.2.p, GmISU01.02G126200.4.p, GmISU01.02G126200.5.p, GmISU01.02G126200.7.p, GmISU01.02G126200.1.p, GmISU01.10G030500.1.p, GmISU01.10G030500.3.p, GmISU01.10G030500.2.p, GmISU01.03G123000.1.p	AH017764-RA, AH002620-RA
OG0001342	GmISU01.19G218900.3.p, GmISU01.03G217500.1.p, GmISU01.04G187400.1.p, GmISU01.06G124400.1.p	AH009489-RA, AH003262-RA
OG0001344	GmISU01.10G248700.2.p, GmISU01.10G248700.1.p, GmISU01.20G199200.1.p	AH023779-RA
OG0001345	GmISU01.07G132000.1.p, GmISU01.18G151400.1.p, GmISU01.18G151400.4.p	AH018808-RA
OG0001346	GmISU01.19G193500.1.p	AH010533-RA
OG0001346	GmISU01.15G164700.1.p, GmISU01.09G068000.1.p, GmISU01.15G164800.1.p, GmISU01.09G068200.1.p, GmISU01.13G087500.2.p, GmISU01.17G040100.2.p	AH014296-RA, AH021071-RA
OG0001348	GmISU01.01G094900.1.p, GmISU01.03G040700.1.p, GmISU01.18G154600.1.p, GmISU01.07G135100.1.p	AH018838-RA
OG0001348	GmISU01.11G211300.1.p, GmISU01.18G022600.1.p, GmISU01.02G223600.2.p, GmISU01.14G052400.2.p, GmISU01.02G223600.1.p, GmISU01.14G052400.1.p, GmISU01.05G078750.1.p	AH016333-RA, AH023137-RA
OG0001349	GmISU01.20G168700.2.p, GmISU01.10G147700.2.p	AH007880-RA, AH010749-RA
OG0001350	GmISU01.08G318300.3.p, GmISU01.08G318300.1.p, GmISU01.08G318300.2.p, GmISU01.18G130900.2.p, GmISU01.18G130900.3.p, GmISU01.18G130900.1.p, GmISU01.18G130900.4.p	AH013041-RA, AH013042-RA
OG0001351	GmISU01.12G072700.1.p, GmISU01.11G155000.3.p, GmISU01.11G155000.1.p, GmISU01.11G155000.2.p	AH000203-RA
OG0001352	GmISU01.20G109200.6.p, GmISU01.20G109200.5.p, GmISU01.20G109200.7.p, GmISU01.10G211400.6.p, GmISU01.10G211400.8.p, GmISU01.10G211400.9.p, GmISU01.10G211400.7.p, GmISU01.10G211400.5.p	AH021941-RA
OG0001352	GmISU01.10G211400.4.p, GmISU01.10G211400.3.p, GmISU01.10G211400.1.p, GmISU01.20G109200.1.p, GmISU01.20G109200.4.p, GmISU01.20G109200.3.p, GmISU01.11G004000.2.p, GmISU01.11G004000.1.p, GmISU01.11G004000.3.p, GmISU01.01G196800.1.p	AH020102-RA
OG0001353	GmISU01.12G076100.3.p, GmISU01.12G076100.1.p, GmISU01.12G076100.2.p, GmISU01.13G280800.1.p, GmISU01.13G280800.2.p, GmISU01.12G148000.1.p	AH012682-RA
OG0001354	GmISU01.19G108500.1.p, GmISU01.03G103900.2.p, GmISU01.03G103900.1.p, GmISU01.10G082500.1.p, GmISU01.02G156300.5.p, GmISU01.02G156300.3.p, GmISU01.02G156300.2.p, GmISU01.02G156300.6.p	AH006792-RA, AH020379-RA
OG0001356	GmISU01.08G009000.1.p	AH014878-RA
OG0001356	GmISU01.04G160300.3.p, GmISU01.04G160300.6.p, GmISU01.04G160300.8.p, GmISU01.04G160300.1.p, GmISU01.04G160300.7.p, GmISU01.04G160300.5.p, GmISU01.04G160300.2.p, GmISU01.04G160300.4.p, GmISU01.06G153600.1.p	AH002972-RA, AH017352-RA
