Orthogroup	P_amilis.proteins	D_spatulata.proteins
OG0001822	FUN_036664-T1	Ds_00005859-RA
OG0001823	FUN_005105-T1, FUN_005090-T1, FUN_005093-T1, FUN_005097-T1, FUN_005074-T1, FUN_005075-T1, FUN_005089-T1	Ds_00003439-RA
OG0001824	FUN_053250-T1	Ds_00010233-RA, Ds_00008623-RA, Ds_00010442-RA
OG0001833	FUN_030486-T1, FUN_047050-T1	Ds_00003349-RA, Ds_00003380-RA
OG0001834	FUN_044741-T1, FUN_036075-T1	Ds_00017836-RA, Ds_00007074-RA
OG0001835	FUN_021025-T1, FUN_048745-T1	Ds_00002086-RA, Ds_00015779-RA, Ds_00015781-RA
OG0001836	FUN_035645-T1, FUN_002550-T1	Ds_00006280-RA, Ds_00006178-RA
OG0001837	FUN_020541-T1, FUN_005835-T1	Ds_00016977-RA, Ds_00002059-RA
OG0001838	FUN_020187-T2, FUN_020187-T1	Ds_00007123-RA
OG0001839	FUN_003988-T2, FUN_003988-T1, FUN_024001-T2, FUN_024001-T1	Ds_00002337-RA
OG0001841	FUN_002646-T1, FUN_035692-T1, FUN_035692-T2	Ds_00006160-RA
OG0001842	FUN_020401-T1, FUN_027512-T1	Ds_00009536-RA
OG0001842	FUN_044284-T1	Ds_00011783-RA
OG0001843	FUN_034073-T1, FUN_003526-T1, FUN_001041-T1, FUN_003529-T1	Ds_00009339-RA
OG0001845	FUN_011178-T1	Ds_00017707-RA
OG0001846	FUN_010059-T2, FUN_010059-T1	Ds_00001321-RA
OG0001846	FUN_030103-T1	Ds_00007833-RA
OG0001847	FUN_013642-T2, FUN_013642-T1, FUN_008836-T1	Ds_00012597-RA, Ds_00017643-RA
OG0001848	FUN_033577-T1, FUN_020154-T1	Ds_00008582-RA, Ds_00006496-RA
OG0001850	FUN_014262-T1	Ds_00014656-RA
OG0001851	FUN_011342-T1, FUN_011342-T2, FUN_047052-T2, FUN_047052-T3, FUN_047052-T1	Ds_00007095-RA
OG0001852	FUN_024800-T1, FUN_024800-T2, FUN_043074-T1	Ds_00010476-RA
OG0001852	FUN_020107-T1, FUN_033513-T1	Ds_00005879-RA
OG0001853	FUN_030714-T1	Ds_00001470-RA, Ds_00013195-RA
OG0001853	FUN_038331-T1	Ds_00000352-RA
OG0001854	FUN_003965-T1	Ds_00006850-RA
OG0001855	FUN_020575-T1	Ds_00006006-RA
OG0001856	FUN_044209-T1	Ds_00011946-RA, Ds_00011945-RA
OG0001856	FUN_003492-T1	Ds_00009335-RA
OG0001857	FUN_015016-T2, FUN_015016-T1	Ds_00005084-RA
OG0001859	FUN_004107-T1, FUN_024979-T2, FUN_024979-T3, FUN_024979-T4, FUN_024979-T1	Ds_00006571-RA
OG0001860	FUN_049741-T1, FUN_038492-T1, FUN_038491-T1	Ds_00011294-RA, Ds_00000372-RA
OG0001862	FUN_027044-T1, FUN_027044-T2, FUN_027044-T3, FUN_001515-T1	Ds_00015752-RA, Ds_00007906-RA
OG0001863	FUN_029399-T1	Ds_00000288-RA
OG0001864	FUN_035836-T1, FUN_035836-T2, FUN_035882-T1	Ds_00015538-RA, Ds_00004037-RA
OG0001865	FUN_029093-T1, FUN_029093-T2	Ds_00013542-RA
OG0001866	FUN_029701-T1, FUN_031251-T1	Ds_00005396-RA
OG0001867	FUN_035969-T1, FUN_035970-T1, FUN_052306-T1	Ds_00003957-RA
OG0001867	FUN_028285-T1, FUN_028283-T1	Ds_00013307-RA
OG0001868	FUN_001568-T1	Ds_00007875-RA, Ds_00015742-RA
OG0001869	FUN_001115-T1	Ds_00011880-RA, Ds_00005405-RA
OG0001869	FUN_001574-T1	Ds_00007877-RA, Ds_00009796-RA
OG0001870	FUN_026823-T2, FUN_026823-T1, FUN_026823-T3	Ds_00007960-RA, Ds_00009837-RA, Ds_00007148-RA, Ds_00007161-RA
OG0001871	FUN_007927-T2, FUN_007927-T1	Ds_00002536-RA
OG0001871	FUN_039728-T1	Ds_00012150-RA
OG0001872	FUN_045719-T1	Ds_00013014-RA
OG0001872	FUN_025545-T1, FUN_031106-T2, FUN_031106-T3, FUN_031106-T1, FUN_023907-T1	Ds_00001445-RA
OG0001873	FUN_038206-T1, FUN_047181-T1, FUN_047182-T1	Ds_00012015-RA, Ds_00012960-RA
OG0001874	FUN_017009-T1, FUN_017009-T3, FUN_029591-T1	Ds_00010969-RA
OG0001874	FUN_025921-T1	Ds_00010120-RA
OG0001875	FUN_002162-T1	Ds_00000325-RA, Ds_00008894-RA
OG0001876	FUN_012749-T1	Ds_00015744-RA
OG0001876	FUN_025411-T1	Ds_00005401-RA
OG0001877	FUN_012867-T1, FUN_012867-T2, FUN_012867-T3	Ds_00006824-RA
OG0001878	FUN_050156-T1, FUN_036669-T1	Ds_00001771-RA
OG0001878	FUN_008737-T1, FUN_036549-T1	Ds_00007716-RA
OG0001880	FUN_011658-T3, FUN_011658-T5, FUN_011658-T4, FUN_011658-T2, FUN_011658-T1	Ds_00001875-RA, Ds_00008950-RA
OG0001881	FUN_043291-T3, FUN_043291-T2, FUN_043291-T1, FUN_036675-T1	Ds_00011542-RA
OG0001882	FUN_045808-T2, FUN_045808-T1	Ds_00018059-RA
OG0001883	FUN_009741-T4, FUN_009741-T1, FUN_048092-T1, FUN_009741-T5, FUN_009741-T3, FUN_048091-T1, FUN_009741-T2	Ds_00008082-RA
OG0001884	FUN_005451-T2, FUN_005451-T1	Ds_00001169-RA
OG0001884	FUN_011923-T2, FUN_011923-T3, FUN_011923-T1	Ds_00007570-RA
OG0001885	FUN_053085-T2, FUN_053085-T1	Ds_00014005-RA
OG0001886	FUN_039847-T1, FUN_038693-T1	Ds_00015296-RA
OG0001886	FUN_046283-T1	Ds_00001708-RA
OG0001887	FUN_012658-T1	Ds_00012311-RA
OG0001887	FUN_011889-T1	Ds_00007550-RA
OG0001888	FUN_041845-T1, FUN_017925-T1	Ds_00007401-RA
OG0001889	FUN_015355-T1	Ds_00015622-RA
OG0001890	FUN_040652-T1	Ds_00008763-RA, Ds_00013715-RA
OG0001891	FUN_001918-T1	Ds_00017359-RA, Ds_00017360-RA, Ds_00017361-RA
OG0001892	FUN_013073-T3, FUN_013073-T1	Ds_00016867-RA, Ds_00007950-RA
OG0001893	FUN_018217-T3, FUN_018217-T2, FUN_018217-T1	Ds_00004474-RA, Ds_00013369-RA
OG0001894	FUN_025859-T1	Ds_00012957-RA
OG0001895	FUN_026434-T1	Ds_00000237-RA
OG0001895	FUN_005030-T1	Ds_00007326-RA
OG0001896	FUN_020949-T1, FUN_020949-T2, FUN_008398-T2, FUN_008398-T1	Ds_00004229-RA
OG0001896	FUN_026080-T4, FUN_026080-T2, FUN_026080-T1, FUN_026080-T3	Ds_00015372-RA
OG0001897	FUN_024056-T1	Ds_00002323-RA
OG0001898	FUN_027790-T1, FUN_027790-T3, FUN_027790-T2, FUN_050062-T1	Ds_00000088-RA, Ds_00008862-RA
OG0001899	FUN_028762-T1	Ds_00009860-RA, Ds_00008240-RA
OG0001900	FUN_013148-T1	Ds_00007232-RA
OG0001900	FUN_008472-T1	Ds_00017783-RA
OG0001901	FUN_049417-T1, FUN_037062-T1	Ds_00008803-RA
OG0001902	FUN_007771-T2, FUN_007771-T4, FUN_007771-T1, FUN_007771-T3	Ds_00007240-RA
OG0001903	FUN_037458-T1	Ds_00017637-RA
OG0001903	FUN_048176-T1	Ds_00005641-RA
OG0001903	FUN_008865-T1, FUN_013656-T1	Ds_00011643-RA, Ds_00012513-RA, Ds_00002850-RA
OG0001904	FUN_004959-T1, FUN_004959-T2	Ds_00002572-RA, Ds_00009943-RA
OG0001904	FUN_002277-T1	Ds_00015330-RA
OG0001906	FUN_049265-T1	Ds_00007500-RA, Ds_00010073-RA
OG0001906	FUN_001063-T1	Ds_00009615-RA
OG0001907	FUN_000963-T1, FUN_014005-T1, FUN_050110-T1, FUN_050112-T1, FUN_050113-T1, FUN_050114-T1	Ds_00002339-RA
OG0001908	FUN_005175-T1	Ds_00012263-RA
OG0001909	FUN_002253-T1, FUN_030448-T1, FUN_003583-T1, FUN_050512-T1	Ds_00016521-RA, Ds_00009770-RA, Ds_00009771-RA
OG0001910	FUN_000869-T1, FUN_005895-T1, FUN_005895-T2, FUN_005894-T1	Ds_00015403-RA, Ds_00001993-RA
OG0001911	FUN_046175-T1, FUN_046174-T1	Ds_00009531-RA
OG0001912	FUN_003964-T1	Ds_00014325-RA, Ds_00014324-RA
OG0001913	FUN_035650-T1, FUN_035648-T1	Ds_00014542-RA, Ds_00015766-RA, Ds_00009820-RA
OG0001914	FUN_036772-T1, FUN_036773-T1, FUN_036771-T1, FUN_036767-T1, FUN_006011-T1, FUN_006012-T2, FUN_006012-T1, FUN_036768-T1	Ds_00013850-RA
OG0001915	FUN_042742-T1	Ds_00012410-RA
OG0001916	FUN_014617-T2, FUN_014617-T3, FUN_014617-T1	Ds_00004154-RA
OG0001917	FUN_012370-T1, FUN_035199-T1	Ds_00013378-RA
OG0001918	FUN_031315-T1	Ds_00001901-RA
OG0001919	FUN_025135-T1, FUN_033214-T1	Ds_00014748-RA
OG0001920	FUN_020544-T2, FUN_020544-T1, FUN_020544-T3, FUN_039075-T1	Ds_00008707-RA
OG0001921	FUN_011758-T1, FUN_011758-T2, FUN_011758-T3	Ds_00009543-RA
OG0001921	FUN_032463-T1, FUN_032467-T1	Ds_00009166-RA
OG0001922	FUN_024829-T2, FUN_024829-T1	Ds_00000985-RA
OG0001923	FUN_024911-T2, FUN_024911-T1, FUN_043655-T1, FUN_043647-T1	Ds_00006547-RA
OG0001924	FUN_030240-T1, FUN_001116-T1	Ds_00010914-RA, Ds_00010915-RA, Ds_00011196-RA
OG0001925	FUN_024541-T1	Ds_00002520-RA, Ds_00000560-RA
OG0001926	FUN_053234-T1, FUN_053234-T3, FUN_048611-T2, FUN_048611-T1	Ds_00008160-RA
OG0001928	FUN_030853-T1, FUN_030855-T1, FUN_018367-T1	Ds_00010986-RA
OG0001929	FUN_033331-T1	Ds_00016541-RA
OG0001929	FUN_001562-T1	Ds_00004384-RA, Ds_00016193-RA
OG0001930	FUN_039264-T2, FUN_039264-T1	Ds_00000235-RA
OG0001931	FUN_047532-T1, FUN_011016-T1	Ds_00012446-RA, Ds_00016165-RA
OG0001932	FUN_021988-T5, FUN_021988-T4, FUN_021988-T3, FUN_021988-T2, FUN_021988-T1, FUN_021988-T6, FUN_024929-T1, FUN_013081-T1, FUN_013078-T1	Ds_00011925-RA
OG0001933	FUN_023013-T1	Ds_00004342-RA
OG0001933	FUN_010981-T1	Ds_00016158-RA, Ds_00003735-RA
OG0001934	FUN_013815-T1	Ds_00009297-RA
OG0001936	FUN_022487-T3, FUN_022487-T1, FUN_022487-T2	Ds_00006999-RA, Ds_00006238-RA
OG0001937	FUN_047522-T1, FUN_011002-T1	Ds_00016160-RA
OG0001938	FUN_029208-T1, FUN_011073-T1	Ds_00016680-RA, Ds_00017259-RA, Ds_00016178-RA
OG0001939	FUN_011012-T1	Ds_00016164-RA, Ds_00012447-RA
OG0001939	FUN_011011-T1	Ds_00012449-RA
OG0001941	FUN_035502-T3, FUN_035502-T1, FUN_035502-T2, FUN_035502-T4	Ds_00015889-RA
OG0001942	FUN_011756-T1, FUN_011755-T1, FUN_012711-T1, FUN_011836-T1, FUN_011747-T1, FUN_010649-T1, FUN_011751-T1, FUN_012712-T1, FUN_012706-T1, FUN_012703-T1, FUN_012698-T1, FUN_011746-T1, FUN_011597-T1, FUN_011749-T1, FUN_012185-T1, FUN_010648-T1, FUN_033405-T1, FUN_033420-T1, FUN_043739-T1, FUN_033441-T1, FUN_033409-T1	Ds_00011739-RA, Ds_00011737-RA, Ds_00011735-RA
OG0001958	FUN_032766-T1	Ds_00000843-RA
OG0001959	FUN_008829-T1	Ds_00013883-RA
OG0001959	FUN_019166-T1	Ds_00003208-RA
OG0001960	FUN_000412-T1	Ds_00006293-RA
OG0001960	FUN_024643-T1	Ds_00000904-RA
OG0001961	FUN_048703-T1	Ds_00015690-RA, Ds_00001264-RA
OG0001961	FUN_039087-T1	Ds_00002084-RA
OG0001963	FUN_001133-T1, FUN_001133-T2	Ds_00005854-RA
OG0001964	FUN_049346-T1	Ds_00009058-RA, Ds_00014739-RA
OG0001965	FUN_020550-T1	Ds_00017146-RA
OG0001966	FUN_014751-T4, FUN_014751-T2, FUN_014751-T1, FUN_014751-T5, FUN_014751-T3, FUN_031623-T1	Ds_00004995-RA
OG0001968	FUN_000350-T1, FUN_002500-T1	Ds_00006926-RA, Ds_00006192-RA
OG0001969	FUN_015541-T2	Ds_00001147-RA
OG0001969	FUN_046547-T1	Ds_00017005-RA
OG0001970	FUN_009784-T1, FUN_009780-T1	Ds_00001863-RA
OG0001970	FUN_052575-T2, FUN_052575-T1, FUN_052574-T1, FUN_036258-T1	Ds_00016807-RA
OG0001971	FUN_024922-T1, FUN_038122-T1, FUN_038082-T1, FUN_030836-T1, FUN_030835-T1	Ds_00015235-RA, Ds_00015236-RA
OG0001972	FUN_010274-T1	Ds_00000827-RA, Ds_00010999-RA
OG0001973	FUN_049324-T1	Ds_00010052-RA
OG0001974	FUN_026996-T1	Ds_00002208-RA, Ds_00011888-RA
OG0001976	FUN_016889-T1	Ds_00015247-RA
OG0001977	FUN_018983-T1, FUN_004013-T1	Ds_00014308-RA, Ds_00006841-RA
OG0001978	FUN_012960-T1	Ds_00001427-RA
OG0001979	FUN_042983-T1	Ds_00003899-RA
OG0001980	FUN_012316-T1	Ds_00017193-RA
OG0001981	FUN_044945-T1	Ds_00012356-RA
OG0001982	FUN_002190-T1	Ds_00011275-RA
OG0001983	FUN_051974-T1, FUN_045730-T1	Ds_00000052-RA, Ds_00013010-RA
OG0001984	FUN_020810-T1, FUN_020810-T2	Ds_00010921-RA
OG0001985	FUN_024513-T1, FUN_042726-T1	Ds_00000547-RA
OG0001985	FUN_030501-T2, FUN_030501-T1, FUN_052780-T1	Ds_00005370-RA, Ds_00009421-RA
OG0001986	FUN_000995-T1	Ds_00015349-RA
OG0001987	FUN_011954-T1, FUN_046576-T1	Ds_00002172-RA, Ds_00007592-RA
OG0001988	FUN_017804-T1, FUN_041791-T1, FUN_017804-T2, FUN_041791-T2, FUN_041791-T3	Ds_00011151-RA
OG0001989	FUN_025457-T1	Ds_00003606-RA
OG0001989	FUN_033316-T1, FUN_033316-T2, FUN_038220-T1, FUN_038216-T1	Ds_00010635-RA, Ds_00001577-RA
OG0001990	FUN_003741-T1	Ds_00012209-RA
OG0001990	FUN_052838-T1	Ds_00017634-RA
OG0001991	FUN_001785-T1, FUN_030545-T1, FUN_039245-T1	Ds_00009407-RA, Ds_00006748-RA
OG0001992	FUN_038203-T1	Ds_00001581-RA
OG0001993	FUN_029382-T1	Ds_00005377-RA, Ds_00009449-RA
OG0001994	FUN_013162-T1	Ds_00007236-RA
OG0001994	FUN_018447-T1, FUN_005724-T1	Ds_00011324-RA
OG0001995	FUN_008764-T2, FUN_008764-T4, FUN_008764-T1, FUN_008764-T3, FUN_008764-T5	Ds_00015205-RA
OG0001996	FUN_027380-T1	Ds_00001196-RA
OG0001996	FUN_036775-T1	Ds_00011507-RA
OG0001997	FUN_011862-T2, FUN_011862-T1, FUN_046704-T2, FUN_046704-T1	Ds_00013439-RA, Ds_00013444-RA
OG0001998	FUN_046686-T1	Ds_00007551-RA, Ds_00001800-RA
OG0001999	FUN_001873-T1	Ds_00016008-RA, Ds_00016007-RA
OG0002000	FUN_046170-T1, FUN_044126-T2, FUN_044126-T1	Ds_00011781-RA
OG0002000	FUN_018510-T1	Ds_00017209-RA
OG0002001	FUN_015595-T1, FUN_015595-T2	Ds_00001215-RA
OG0002001	FUN_045287-T1, FUN_045287-T2, FUN_045287-T3	Ds_00011485-RA
OG0002002	FUN_052081-T1, FUN_052081-T2	Ds_00017211-RA
OG0002003	FUN_012968-T1	Ds_00007276-RA, Ds_00015709-RA
OG0002004	FUN_000151-T1	Ds_00009933-RA
OG0002005	FUN_033898-T1, FUN_005231-T1	Ds_00015921-RA
OG0002006	FUN_025684-T1, FUN_025684-T3, FUN_025684-T2	Ds_00015042-RA
OG0002007	FUN_026761-T1, FUN_045695-T1	Ds_00016858-RA
OG0002008	FUN_039602-T1	Ds_00008664-RA
OG0002010	FUN_024004-T2, FUN_024004-T3, FUN_024004-T1, FUN_050118-T1	Ds_00002335-RA
OG0002011	FUN_042355-T2, FUN_042355-T1	Ds_00000794-RA
OG0002012	FUN_006464-T1, FUN_015898-T1	Ds_00002393-RA
OG0002013	FUN_015338-T1, FUN_006543-T1, FUN_015337-T1	Ds_00001349-RA, Ds_00001348-RA, Ds_00002148-RA
OG0002014	FUN_043099-T2, FUN_043099-T1, FUN_045028-T1, FUN_045028-T2	Ds_00005608-RA
OG0002014	FUN_048241-T2, FUN_048241-T1, FUN_048241-T3, FUN_037544-T1	Ds_00015019-RA
OG0002015	FUN_001857-T1	Ds_00000762-RA
OG0002016	FUN_037227-T1, FUN_037227-T2, FUN_037227-T3	Ds_00004577-RA
OG0002017	FUN_034034-T1	Ds_00009853-RA, Ds_00014498-RA, Ds_00016432-RA, Ds_00017351-RA
OG0002018	FUN_037231-T2, FUN_037231-T1	Ds_00004579-RA
OG0002019	FUN_013707-T1, FUN_038302-T1, FUN_013705-T2, FUN_013705-T1	Ds_00016877-RA
OG0002020	FUN_031859-T1, FUN_025304-T1	Ds_00004799-RA
OG0002021	FUN_023987-T1, FUN_050081-T1	Ds_00017017-RA, Ds_00000475-RA
OG0002022	FUN_041175-T1, FUN_041175-T3, FUN_041175-T2, FUN_018394-T1	Ds_00016381-RA
OG0002023	FUN_011327-T5, FUN_011327-T3, FUN_011327-T2, FUN_011327-T1, FUN_011327-T4, FUN_047064-T1	Ds_00009751-RA
OG0002024	FUN_046267-T1, FUN_046267-T2, FUN_042582-T1, FUN_042582-T4, FUN_042582-T2, FUN_042582-T3	Ds_00012588-RA, Ds_00016887-RA
OG0002025	FUN_000779-T1	Ds_00009306-RA
OG0002025	FUN_047258-T1, FUN_047258-T2	Ds_00004560-RA
OG0002026	FUN_038939-T1	Ds_00015562-RA, Ds_00015565-RA, Ds_00015564-RA, Ds_00015563-RA
OG0002027	FUN_041053-T1	Ds_00011918-RA
OG0002027	FUN_033742-T1, FUN_023642-T1, FUN_023642-T3	Ds_00008415-RA, Ds_00009117-RA
OG0002029	FUN_046499-T1	Ds_00003368-RA
OG0002029	FUN_046498-T1	Ds_00004927-RA
OG0002030	FUN_033002-T1, FUN_033002-T2	Ds_00002685-RA
OG0002031	FUN_003111-T1, FUN_000289-T1	Ds_00005523-RA
OG0002032	FUN_049045-T4, FUN_049045-T1, FUN_049045-T2, FUN_049045-T3, FUN_006645-T3, FUN_006645-T4, FUN_006645-T1, FUN_006645-T5, FUN_006645-T2	Ds_00010113-RA
OG0002033	FUN_020072-T1, FUN_048904-T1	Ds_00010140-RA
OG0002034	FUN_016581-T1, FUN_029858-T1	Ds_00006716-RA, Ds_00009261-RA
OG0002035	FUN_049329-T1, FUN_032888-T1	Ds_00014731-RA
OG0002036	FUN_014581-T2, FUN_014581-T1	Ds_00001652-RA
OG0002037	FUN_031308-T1	Ds_00016141-RA
OG0002038	FUN_040465-T1, FUN_015238-T1, FUN_015238-T3, FUN_015238-T2	Ds_00000206-RA
OG0002039	FUN_000772-T2, FUN_000772-T1, FUN_000320-T1	Ds_00016236-RA
OG0002040	FUN_049952-T1, FUN_049955-T1, FUN_006089-T1, FUN_049956-T1	Ds_00008353-RA, Ds_00010165-RA
OG0002042	FUN_014822-T1, FUN_046360-T1, FUN_042599-T1	Ds_00001692-RA
OG0002042	FUN_020255-T1	Ds_00004080-RA
OG0002043	FUN_045961-T1, FUN_049868-T1	Ds_00002951-RA, Ds_00012262-RA, Ds_00016225-RA, Ds_00001737-RA
OG0002044	FUN_029221-T1	Ds_00016574-RA
OG0002044	FUN_029222-T1	Ds_00016573-RA
OG0002045	FUN_024566-T1	Ds_00010094-RA
OG0002045	FUN_030117-T1	Ds_00017236-RA
OG0002046	FUN_002084-T3, FUN_002084-T1, FUN_002084-T2	Ds_00006032-RA
OG0002048	FUN_003621-T1, FUN_033998-T1	Ds_00005744-RA
OG0002048	FUN_003622-T1, FUN_034000-T1	Ds_00012642-RA
OG0002049	FUN_027260-T1, FUN_046939-T1	Ds_00000435-RA, Ds_00012793-RA
OG0002050	FUN_036733-T1	Ds_00000570-RA
OG0002051	FUN_042843-T1, FUN_025000-T1	Ds_00012365-RA
OG0002052	FUN_037269-T1	Ds_00004575-RA
OG0002054	FUN_013868-T1	Ds_00012070-RA
OG0002054	FUN_018824-T1	Ds_00007295-RA, Ds_00012065-RA
OG0002055	FUN_038619-T1, FUN_044154-T1, FUN_044154-T2	Ds_00017144-RA
OG0002056	FUN_042653-T1	Ds_00007467-RA, Ds_00011974-RA
OG0002057	FUN_031640-T1, FUN_031640-T2	Ds_00013298-RA, Ds_00013295-RA
OG0002058	FUN_026955-T1, FUN_001266-T1	Ds_00005357-RA, Ds_00008675-RA
OG0002059	FUN_024546-T3, FUN_024546-T2, FUN_024546-T1	Ds_00000558-RA
OG0002060	FUN_038792-T3, FUN_038792-T4, FUN_038792-T2, FUN_038792-T1	Ds_00010876-RA
OG0002061	FUN_015271-T1	Ds_00008916-RA
OG0002061	FUN_030482-T1, FUN_030483-T1	Ds_00009422-RA
OG0002062	FUN_029961-T1, FUN_016465-T1, FUN_016458-T1	Ds_00012091-RA, Ds_00015092-RA, Ds_00012092-RA, Ds_00012094-RA, Ds_00012095-RA
OG0002063	FUN_016456-T1, FUN_029985-T1	Ds_00008506-RA
OG0002066	FUN_029931-T1, FUN_013077-T1, FUN_013077-T2	Ds_00009273-RA
OG0002067	FUN_017425-T1, FUN_041469-T2, FUN_041469-T1	Ds_00004906-RA
OG0002067	FUN_047859-T1	Ds_00008669-RA
OG0002068	FUN_032229-T2, FUN_032229-T3, FUN_032229-T4, FUN_032229-T5, FUN_032229-T1, FUN_009243-T1, FUN_009243-T2	Ds_00009030-RA
OG0002069	FUN_020797-T1, FUN_020794-T1	Ds_00005556-RA
OG0002070	FUN_007999-T1, FUN_007999-T2, FUN_030899-T1	Ds_00002303-RA
OG0002071	FUN_033503-T1	Ds_00006517-RA
OG0002072	FUN_009208-T1, FUN_032279-T1	Ds_00009016-RA, Ds_00015465-RA
OG0002073	FUN_021770-T1, FUN_011435-T1	Ds_00012808-RA, Ds_00012809-RA
OG0002086	FUN_051062-T3, FUN_051062-T2, FUN_051062-T1, FUN_010561-T1	Ds_00012894-RA, Ds_00004554-RA, Ds_00001102-RA
OG0002087	FUN_034593-T1, FUN_034593-T2, FUN_015932-T2, FUN_015932-T1, FUN_015935-T1	Ds_00014333-RA
OG0002088	FUN_004109-T1, FUN_000207-T1	Ds_00014981-RA
OG0002089	FUN_038321-T1, FUN_047814-T1	Ds_00000238-RA, Ds_00014388-RA
OG0002090	FUN_052418-T1	Ds_00003921-RA
OG0002091	FUN_015115-T2, FUN_015115-T1	Ds_00006451-RA
OG0002092	FUN_050951-T1, FUN_011519-T1, FUN_011519-T2, FUN_011519-T4	Ds_00004542-RA
OG0002093	FUN_027139-T2, FUN_027139-T1	Ds_00017626-RA
OG0002094	FUN_017096-T1	Ds_00001361-RA
OG0002096	FUN_020186-T1	Ds_00003085-RA
OG0002097	FUN_008080-T1	Ds_00013144-RA, Ds_00007409-RA
OG0002097	FUN_008095-T1	Ds_00013108-RA
OG0002098	FUN_024107-T1, FUN_034973-T1, FUN_034972-T1	Ds_00008276-RA
OG0002099	FUN_014450-T1	Ds_00004656-RA
OG0002100	FUN_024694-T5, FUN_024694-T4, FUN_024694-T3, FUN_024694-T2, FUN_024694-T1, FUN_042870-T2, FUN_042870-T1	Ds_00000916-RA
OG0002101	FUN_038673-T1	Ds_00010892-RA
OG0002102	FUN_001522-T1, FUN_027048-T1	Ds_00003257-RA
OG0002103	FUN_031564-T2, FUN_031564-T1	Ds_00003076-RA
OG0002103	FUN_039738-T1	Ds_00006290-RA, Ds_00006199-RA, Ds_00003982-RA, Ds_00006920-RA
OG0002104	FUN_026748-T1	Ds_00001109-RA
OG0002105	FUN_010726-T1, FUN_047333-T1	Ds_00013709-RA
OG0002106	FUN_015569-T1	Ds_00005234-RA
OG0002108	FUN_052314-T1	Ds_00014434-RA, Ds_00003706-RA
OG0002109	FUN_048821-T1	Ds_00010150-RA
OG0002110	FUN_003549-T1, FUN_034067-T1	Ds_00005725-RA
OG0002111	FUN_032567-T3, FUN_032567-T4, FUN_032567-T2, FUN_032567-T1, FUN_032567-T5, FUN_032567-T6	Ds_00016219-RA
OG0002112	FUN_039469-T1	Ds_00016776-RA
OG0002112	FUN_038533-T1	Ds_00000126-RA
OG0002113	FUN_004352-T1	Ds_00016194-RA
OG0002113	FUN_045761-T1	Ds_00000067-RA, Ds_00012999-RA
OG0002114	FUN_021905-T1, FUN_021905-T2	Ds_00007012-RA, Ds_00006579-RA, Ds_00000841-RA
OG0002115	FUN_011446-T2, FUN_011446-T1, FUN_011446-T3, FUN_011441-T1	Ds_00010993-RA
OG0002116	FUN_003367-T1	Ds_00003063-RA
OG0002116	FUN_051792-T1	Ds_00017026-RA
OG0002116	FUN_042979-T1, FUN_042977-T1	Ds_00004692-RA, Ds_00004691-RA
OG0002117	FUN_031588-T2, FUN_031588-T3, FUN_031588-T4, FUN_031588-T5, FUN_031588-T1, FUN_052256-T1	Ds_00010897-RA
OG0002118	FUN_038193-T1	Ds_00001582-RA, Ds_00008826-RA
OG0002120	FUN_052056-T1	Ds_00013042-RA
OG0002120	FUN_031156-T2, FUN_031156-T1, FUN_031156-T3	Ds_00011248-RA
OG0002121	FUN_038185-T1, FUN_048654-T1	Ds_00008830-RA
OG0002121	FUN_016999-T1, FUN_017001-T1, FUN_016991-T1	Ds_00001422-RA, Ds_00001421-RA, Ds_00008009-RA
OG0002122	FUN_038831-T2	Ds_00010868-RA
OG0002122	FUN_020828-T1, FUN_020828-T2, FUN_020827-T1	Ds_00010926-RA
OG0002123	FUN_038132-T1, FUN_038144-T1, FUN_048612-T1	Ds_00008158-RA
OG0002124	FUN_026725-T2, FUN_026724-T2, FUN_026725-T3, FUN_026724-T1, FUN_026724-T3, FUN_026725-T1	Ds_00014399-RA
OG0002125	FUN_029668-T1, FUN_016928-T2, FUN_016928-T1	Ds_00014033-RA
OG0002126	FUN_038039-T1, FUN_048558-T1	Ds_00003511-RA
OG0002126	FUN_031197-T1	Ds_00003610-RA
OG0002127	FUN_038856-T1	Ds_00017278-RA, Ds_00001543-RA
OG0002128	FUN_003877-T2, FUN_003877-T1, FUN_028958-T3, FUN_028958-T2, FUN_028958-T1	Ds_00016703-RA, Ds_00013433-RA
OG0002129	FUN_042872-T1, FUN_006027-T1	Ds_00003403-RA
OG0002130	FUN_038686-T1	Ds_00010896-RA
OG0002130	FUN_052255-T1	Ds_00014421-RA, Ds_00003710-RA, Ds_00003977-RA
OG0002131	FUN_010915-T1	Ds_00003753-RA, Ds_00016267-RA
OG0002131	FUN_024460-T1	Ds_00000522-RA
OG0002132	FUN_045189-T1, FUN_017923-T1, FUN_041839-T1	Ds_00013145-RA, Ds_00007419-RA
OG0002133	FUN_008588-T1, FUN_035531-T1, FUN_008586-T1	Ds_00015887-RA, Ds_00015140-RA
OG0002134	FUN_020743-T1, FUN_020737-T1	Ds_00014657-RA
OG0002135	FUN_046611-T1	Ds_00007585-RA, Ds_00002165-RA
OG0002136	FUN_036619-T2, FUN_036619-T1, FUN_036619-T3	Ds_00005535-RA
OG0002137	FUN_027812-T1, FUN_012586-T1, FUN_027819-T1, FUN_027820-T1	Ds_00000092-RA
OG0002138	FUN_040041-T1	Ds_00009097-RA
OG0002139	FUN_048662-T1	Ds_00003493-RA
