Orthogroup	P_amilis.proteins	A_vesiculosa.proteins
OG0000674	FUN_026450-T1	Av_00019524-RA, Av_00019068-RA, Av_00016035-RA
OG0000674	FUN_035174-T1, FUN_012345-T1	Av_00010599-RA, Av_00014141-RA
OG0000675	FUN_032447-T1, FUN_023147-T1	Av_00007532-RA, Av_00006427-RA, Av_00005282-RA
OG0000675	FUN_026118-T1, FUN_026118-T2	Av_00002696-RA
OG0000677	FUN_027152-T2, FUN_027152-T1, FUN_034950-T1, FUN_034952-T1	Av_00014183-RA, Av_00010642-RA, Av_00006009-RA
OG0000677	FUN_034954-T1, FUN_027153-T1	Av_00003728-RA
OG0000678	FUN_022453-T1	Av_00015140-RA, Av_00001355-RA
OG0000679	FUN_039429-T1	Av_00011736-RA, Av_00023748-RA, Av_00013464-RA
OG0000680	FUN_023666-T2, FUN_023666-T1, FUN_033736-T4, FUN_033736-T1, FUN_033736-T2	Av_00016992-RA, Av_00015538-RA
OG0000684	FUN_049319-T1, FUN_049318-T1	Av_00013357-RA
OG0000685	FUN_021894-T2, FUN_021894-T1	Av_00016219-RA, Av_00016112-RA, Av_00016735-RA, Av_00020318-RA
OG0000686	FUN_020527-T1	Av_00002919-RA, Av_00012600-RA
OG0000686	FUN_042289-T1	Av_00017370-RA
OG0000686	FUN_020257-T2, FUN_020257-T1	Av_00007427-RA
OG0000687	FUN_033041-T2, FUN_033041-T1, FUN_003713-T1	Av_00023989-RA, Av_00019628-RA, Av_00006714-RA
OG0000687	FUN_026212-T1	Av_00004034-RA, Av_00004897-RA
OG0000688	FUN_002515-T2, FUN_002515-T1, FUN_002515-T3	Av_00016771-RA, Av_00016258-RA, Av_00001286-RA
OG0000689	FUN_004683-T1, FUN_052535-T1, FUN_032900-T1	Av_00014467-RA, Av_00012659-RA
OG0000689	FUN_036509-T1, FUN_052772-T1	Av_00014914-RA, Av_00008142-RA, Av_00014396-RA
OG0000690	FUN_033432-T1	Av_00024342-RA, Av_00023684-RA, Av_00021498-RA, Av_00019432-RA, Av_00002553-RA, Av_00020478-RA
OG0000691	FUN_052383-T1, FUN_036052-T1, FUN_036052-T2, FUN_036051-T1, FUN_052379-T1	Av_00014843-RA, Av_00022986-RA, Av_00006641-RA
OG0000692	FUN_001803-T1, FUN_017207-T1	Av_00006713-RA
OG0000693	FUN_003523-T1	Av_00015457-RA
OG0000693	FUN_034793-T1, FUN_034792-T1	Av_00005636-RA
OG0000695	FUN_003900-T1	Av_00015348-RA, Av_00000414-RA
OG0000695	FUN_024239-T1	Av_00007934-RA, Av_00006848-RA, Av_00023578-RA
OG0000697	FUN_037164-T1, FUN_001366-T5, FUN_001366-T1, FUN_001366-T3, FUN_001366-T2, FUN_001366-T4	Av_00003205-RA, Av_00013899-RA
OG0000698	FUN_001667-T1	Av_00020958-RA, Av_00000870-RA
OG0000699	FUN_041121-T1, FUN_041098-T1	Av_00014455-RA
OG0000700	FUN_024032-T1, FUN_050134-T1	Av_00019603-RA, Av_00004088-RA
OG0000700	FUN_028591-T1, FUN_028591-T2	Av_00000997-RA, Av_00008751-RA, Av_00009799-RA
OG0000701	FUN_038505-T1	Av_00004560-RA, Av_00004326-RA
OG0000702	FUN_003000-T1, FUN_003000-T2	Av_00009535-RA
OG0000703	FUN_037233-T1, FUN_018238-T1, FUN_049111-T2, FUN_049111-T1	Av_00017404-RA, Av_00013922-RA, Av_00003228-RA, Av_00013920-RA
OG0000704	FUN_026753-T1	Av_00018223-RA, Av_00001031-RA, Av_00023597-RA, Av_00011047-RA, Av_00009839-RA
OG0000704	FUN_041295-T1	Av_00019913-RA
OG0000705	FUN_026882-T1, FUN_013048-T1, FUN_008266-T1	Av_00003599-RA, Av_00007106-RA
OG0000705	FUN_049050-T1	Av_00019162-RA
OG0000706	FUN_013929-T1	Av_00001624-RA, Av_00012928-RA, Av_00009402-RA, Av_00009176-RA
OG0000706	FUN_037162-T1	Av_00010881-RA, Av_00015219-RA
OG0000706	FUN_037163-T1	Av_00014772-RA
OG0000707	FUN_026040-T1	Av_00007373-RA, Av_00019778-RA, Av_00004000-RA, Av_00004920-RA, Av_00005831-RA, Av_00012156-RA
OG0000708	FUN_018199-T1, FUN_018198-T1, FUN_041047-T1	Av_00017083-RA
OG0000709	FUN_002469-T4, FUN_043813-T1, FUN_002469-T3, FUN_002469-T2, FUN_002469-T1, FUN_002469-T5, FUN_043812-T1	Av_00016777-RA, Av_00020354-RA
OG0000710	FUN_019283-T1	Av_00010684-RA
OG0000710	FUN_008783-T1, FUN_044985-T1, FUN_044976-T1	Av_00009479-RA
OG0000711	FUN_047552-T1	Av_00009305-RA, Av_00012420-RA, Av_00013793-RA, Av_00001754-RA, Av_00011266-RA, Av_00013868-RA, Av_00011267-RA
OG0000712	FUN_009252-T1	Av_00022010-RA, Av_00005322-RA
OG0000712	FUN_012736-T1	Av_00008438-RA, Av_00006174-RA, Av_00017848-RA
OG0000713	FUN_023157-T1	Av_00018492-RA, Av_00006426-RA
OG0000714	FUN_023450-T1, FUN_032658-T1	Av_00014256-RA, Av_00015519-RA
OG0000715	FUN_011181-T2, FUN_011181-T1, FUN_045487-T3, FUN_045487-T1, FUN_045487-T2	Av_00001795-RA, Av_00013763-RA
OG0000716	FUN_003994-T1, FUN_003994-T2, FUN_020315-T1	Av_00010303-RA, Av_00018002-RA, Av_00015653-RA
OG0000722	FUN_002000-T1, FUN_004693-T1	Av_00014362-RA, Av_00007053-RA, Av_00011926-RA
OG0000722	FUN_021633-T1, FUN_021609-T1	Av_00008182-RA, Av_00001167-RA
OG0000723	FUN_018056-T1	Av_00020822-RA, Av_00014589-RA
OG0000723	FUN_037285-T1	Av_00003234-RA
OG0000724	FUN_002570-T1	Av_00014254-RA, Av_00014255-RA, Av_00016246-RA, Av_00015131-RA
OG0000725	FUN_045749-T2, FUN_045749-T3, FUN_045749-T1, FUN_051987-T2, FUN_051987-T1	Av_00011073-RA
OG0000725	FUN_024813-T1, FUN_024813-T2	Av_00000749-RA
OG0000726	FUN_018182-T1, FUN_041041-T1	Av_00017519-RA, Av_00014597-RA, Av_00010448-RA
OG0000726	FUN_038575-T1	Av_00009428-RA
OG0000728	FUN_017911-T1	Av_00011057-RA
OG0000728	FUN_033128-T1	Av_00018346-RA, Av_00005129-RA
OG0000728	FUN_001892-T1, FUN_035879-T1, FUN_001893-T1	Av_00018345-RA, Av_00005130-RA, Av_00005127-RA
OG0000728	FUN_050879-T1	Av_00001423-RA
OG0000729	FUN_042649-T1, FUN_025643-T1	Av_00009010-RA, Av_00004068-RA
OG0000729	FUN_003816-T1	Av_00012351-RA
OG0000729	FUN_012959-T1, FUN_004164-T2, FUN_004164-T1	Av_00015898-RA, Av_00013393-RA
OG0000730	FUN_031759-T1	Av_00012347-RA
OG0000731	FUN_009929-T1	Av_00003074-RA, Av_00007892-RA, Av_00000166-RA
OG0000731	FUN_025734-T1, FUN_025734-T2	Av_00004877-RA
OG0000734	FUN_053130-T2, FUN_053130-T1	Av_00019014-RA
OG0000735	FUN_008772-T1, FUN_036607-T1	Av_00023127-RA, Av_00005918-RA, Av_00005654-RA
OG0000736	FUN_026433-T1, FUN_026433-T2	Av_00004244-RA
OG0000738	FUN_018425-T1	Av_00022058-RA
OG0000739	FUN_018632-T2, FUN_018632-T3, FUN_018632-T1	Av_00014553-RA, Av_00010391-RA
OG0000739	FUN_049727-T4, FUN_049727-T2, FUN_049727-T1, FUN_049727-T3	Av_00015238-RA
OG0000740	FUN_015829-T1, FUN_021533-T1	Av_00010061-RA
OG0000741	FUN_021395-T1, FUN_020656-T1, FUN_024947-T1, FUN_024947-T2, FUN_019159-T1	Av_00008698-RA
OG0000742	FUN_001842-T1, FUN_006378-T4, FUN_006378-T3, FUN_006378-T1, FUN_001842-T2	Av_00006796-RA, Av_00008005-RA
OG0000744	FUN_050750-T1, FUN_002153-T1, FUN_002153-T2	Av_00011327-RA, Av_00000973-RA
OG0000745	FUN_048288-T2, FUN_048288-T1	Av_00023875-RA
OG0000745	FUN_043860-T2, FUN_043860-T3, FUN_043860-T1, FUN_051857-T1	Av_00013040-RA, Av_00018875-RA, Av_00009489-RA
OG0000746	FUN_020534-T1, FUN_020534-T4, FUN_020534-T2, FUN_020534-T3, FUN_020532-T3, FUN_020532-T2, FUN_020532-T1	Av_00020021-RA, Av_00002920-RA, Av_00020957-RA
OG0000749	FUN_046171-T1	Av_00007788-RA
OG0000749	FUN_046821-T1	Av_00021238-RA, Av_00020360-RA
OG0000753	FUN_008046-T1, FUN_011620-T1, FUN_043359-T1	Av_00005887-RA, Av_00024101-RA, Av_00003643-RA
OG0000754	FUN_024357-T1	Av_00006861-RA, Av_00007915-RA, Av_00010798-RA, Av_00010225-RA
OG0000754	FUN_015028-T1	Av_00023909-RA, Av_00019200-RA, Av_00000572-RA, Av_00017453-RA, Av_00017050-RA
OG0000755	FUN_033147-T1, FUN_033143-T1, FUN_033142-T1	Av_00021366-RA
OG0000756	FUN_051227-T1	Av_00002298-RA, Av_00009689-RA
OG0000758	FUN_014520-T1, FUN_004397-T1, FUN_004396-T1	Av_00012442-RA, Av_00009330-RA
OG0000759	FUN_023308-T1, FUN_032524-T1	Av_00005271-RA, Av_00002703-RA, Av_00005270-RA
OG0000759	FUN_052674-T1, FUN_036351-T1, FUN_036351-T2, FUN_018858-T1, FUN_018858-T2, FUN_018858-T3, FUN_018858-T4	Av_00006543-RA, Av_00016542-RA
OG0000761	FUN_014922-T1	Av_00017554-RA
OG0000761	FUN_014920-T1, FUN_014918-T1, FUN_014917-T1, FUN_014917-T2	Av_00017066-RA, Av_00000558-RA
OG0000762	FUN_018704-T1, FUN_040694-T1, FUN_040694-T2	Av_00009660-RA, Av_00002257-RA
OG0000763	FUN_000300-T1	Av_00008153-RA, Av_00014923-RA
OG0000763	FUN_004805-T1, FUN_004804-T2, FUN_004804-T1	Av_00021793-RA, Av_00019622-RA
OG0000764	FUN_011525-T1, FUN_050944-T1	Av_00001424-RA, Av_00000818-RA
OG0000764	FUN_014562-T1	Av_00023733-RA, Av_00000611-RA
OG0000765	FUN_040497-T1, FUN_015104-T1	Av_00002184-RA
OG0000765	FUN_026936-T1, FUN_001181-T2, FUN_001181-T1	Av_00016386-RA, Av_00012475-RA
OG0000766	FUN_027219-T1	Av_00003343-RA
OG0000766	FUN_029762-T1, FUN_016796-T1	Av_00005776-RA, Av_00004962-RA, Av_00003936-RA, Av_00009116-RA
OG0000766	FUN_044159-T1, FUN_038615-T1	Av_00017056-RA
OG0000767	FUN_016942-T1, FUN_029626-T1	Av_00021689-RA, Av_00000354-RA
OG0000767	FUN_038187-T1	Av_00010968-RA, Av_00023226-RA
OG0000769	FUN_042727-T2, FUN_042727-T1	Av_00007902-RA, Av_00006873-RA, Av_00010000-RA
OG0000769	FUN_047188-T1, FUN_051750-T1	Av_00018185-RA, Av_00000986-RA
OG0000770	FUN_017078-T2, FUN_017078-T1	Av_00002015-RA
OG0000771	FUN_002230-T3, FUN_002230-T5, FUN_002230-T2, FUN_002230-T1, FUN_002230-T4, FUN_050578-T1	Av_00011162-RA, Av_00012273-RA
OG0000771	FUN_047795-T2, FUN_047795-T1	Av_00007208-RA
OG0000772	FUN_011090-T1	Av_00001765-RA, Av_00013783-RA
OG0000772	FUN_032599-T1	Av_00007554-RA
OG0000773	FUN_035761-T1, FUN_035760-T1	Av_00003708-RA, Av_00005988-RA, Av_00005591-RA, Av_00010649-RA, Av_00014161-RA, Av_00010625-RA
OG0000774	FUN_031554-T1	Av_00002969-RA, Av_00002970-RA
OG0000775	FUN_035145-T1, FUN_005687-T1, FUN_012331-T1, FUN_035147-T1	Av_00008445-RA, Av_00006180-RA
OG0000776	FUN_035598-T1, FUN_008680-T1	Av_00014115-RA, Av_00005928-RA, Av_00008728-RA, Av_00022091-RA
OG0000776	FUN_027274-T1	Av_00010863-RA, Av_00020259-RA, Av_00015832-RA
OG0000777	FUN_032075-T1, FUN_032073-T1	Av_00005355-RA
OG0000777	FUN_020650-T1, FUN_020646-T1, FUN_032074-T1	Av_00023868-RA
OG0000778	FUN_001899-T1	Av_00020918-RA, Av_00006282-RA, Av_00015839-RA
OG0000778	FUN_021203-T1, FUN_008310-T1	Av_00013605-RA, Av_00020103-RA, Av_00001123-RA
OG0000779	FUN_026394-T1	Av_00004633-RA, Av_00004252-RA
OG0000780	FUN_001914-T1	Av_00019284-RA, Av_00008901-RA
OG0000780	FUN_025894-T2, FUN_025894-T3, FUN_025894-T1, FUN_006558-T1	Av_00009373-RA, Av_00001600-RA
OG0000781	FUN_013721-T1, FUN_008986-T1	Av_00014790-RA, Av_00009201-RA
OG0000782	FUN_025303-T1, FUN_031858-T1	Av_00002625-RA, Av_00005373-RA, Av_00003360-RA, Av_00010832-RA
OG0000783	FUN_024049-T1, FUN_050144-T1	Av_00005078-RA
OG0000785	FUN_004538-T1, FUN_032754-T1	Av_00013157-RA
OG0000785	FUN_030130-T3, FUN_030130-T2, FUN_030130-T4, FUN_030130-T1	Av_00003879-RA
OG0000786	FUN_025360-T1	Av_00020249-RA
OG0000787	FUN_009001-T1, FUN_013733-T1	Av_00009198-RA, Av_00014788-RA
OG0000787	FUN_018224-T1, FUN_041060-T1	Av_00005498-RA, Av_00020834-RA, Av_00010443-RA
OG0000788	FUN_011470-T1	Av_00013811-RA, Av_00011196-RA
OG0000789	FUN_023358-T1, FUN_023358-T2, FUN_032568-T3, FUN_032568-T2, FUN_032568-T1	Av_00007543-RA, Av_00006418-RA
OG0000797	FUN_002506-T1, FUN_030744-T1, FUN_030745-T1	Av_00015091-RA
OG0000798	FUN_048687-T1, FUN_048687-T2, FUN_048679-T1, FUN_049942-T1, FUN_049942-T2, FUN_020010-T1, FUN_020010-T2, FUN_048685-T1, FUN_048673-T1	Av_00008483-RA, Av_00017360-RA, Av_00017320-RA
OG0000799	FUN_014323-T2, FUN_014323-T1	Av_00017887-RA
OG0000800	FUN_052589-T1, FUN_052589-T2, FUN_036270-T1	Av_00014892-RA, Av_00008111-RA, Av_00001229-RA
OG0000802	FUN_013096-T1	Av_00020945-RA
OG0000803	FUN_035631-T1, FUN_002566-T1	Av_00016157-RA, Av_00021209-RA, Av_00020343-RA
OG0000804	FUN_004769-T2, FUN_004769-T1, FUN_032950-T1	Av_00018730-RA, Av_00008852-RA
OG0000804	FUN_042766-T1	Av_00012506-RA, Av_00016346-RA, Av_00015309-RA, Av_00000448-RA
OG0000805	FUN_032796-T1, FUN_032796-T4, FUN_032796-T2, FUN_032796-T3, FUN_004565-T1	Av_00019804-RA
OG0000806	FUN_000419-T1, FUN_002456-T1	Av_00001299-RA
OG0000807	FUN_044917-T1	Av_00002265-RA, Av_00009664-RA
OG0000807	FUN_047389-T2, FUN_047389-T1	Av_00010553-RA
OG0000809	FUN_045747-T1	Av_00009866-RA, Av_00011075-RA
OG0000810	FUN_031025-T3, FUN_031025-T4, FUN_031025-T2, FUN_031025-T1	Av_00001952-RA, Av_00017905-RA
OG0000811	FUN_038079-T1, FUN_038070-T1, FUN_038069-T1, FUN_048583-T1	Av_00003167-RA
OG0000811	FUN_025460-T1, FUN_031204-T1	Av_00015389-RA
OG0000811	FUN_002419-T1, FUN_000463-T1	Av_00001302-RA, Av_00016783-RA, Av_00020361-RA
OG0000812	FUN_002171-T1	Av_00012387-RA, Av_00004550-RA, Av_00018839-RA, Av_00007194-RA, Av_00011090-RA, Av_00009881-RA
OG0000812	FUN_025582-T2, FUN_025582-T1, FUN_031046-T1	Av_00021578-RA, Av_00001947-RA, Av_00017902-RA
OG0000813	FUN_038023-T1, FUN_048551-T1	Av_00013983-RA, Av_00003172-RA
OG0000814	FUN_048208-T2, FUN_048208-T1, FUN_037502-T1	Av_00008595-RA
OG0000814	FUN_051364-T1	Av_00022770-RA, Av_00023448-RA
OG0000814	FUN_010715-T1, FUN_047321-T1	Av_00010480-RA, Av_00017649-RA
OG0000815	FUN_030637-T1, FUN_030635-T1, FUN_030635-T2	Av_00012511-RA, Av_00016340-RA
OG0000818	FUN_038359-T1	Av_00010964-RA, Av_00013996-RA, Av_00003155-RA
OG0000819	FUN_027340-T1, FUN_027396-T1	Av_00011962-RA, Av_00019837-RA
OG0000819	FUN_012075-T2, FUN_012075-T1, FUN_045892-T1	Av_00000186-RA, Av_00007876-RA
OG0000820	FUN_021665-T1	Av_00006605-RA
OG0000821	FUN_050272-T1, FUN_025174-T1	Av_00017545-RA, Av_00015395-RA, Av_00018333-RA
OG0000822	FUN_047636-T1, FUN_047636-T2	Av_00019471-RA, Av_00012649-RA, Av_00020231-RA
OG0000823	FUN_050035-T1	Av_00008038-RA
OG0000823	FUN_007624-T1	Av_00000942-RA
OG0000824	FUN_007705-T2, FUN_007705-T1	Av_00019708-RA, Av_00013372-RA
OG0000824	FUN_020296-T2, FUN_020296-T1, FUN_020296-T3, FUN_003959-T1, FUN_003959-T2	Av_00018006-RA, Av_00012632-RA, Av_00002959-RA
OG0000826	FUN_038997-T1	Av_00005095-RA
OG0000827	FUN_051107-T1, FUN_010628-T1	Av_00023840-RA, Av_00009720-RA
OG0000828	FUN_037865-T1, FUN_048449-T2, FUN_048449-T1	Av_00022276-RA, Av_00000006-RA
OG0000835	FUN_052609-T1	Av_00007940-RA, Av_00006842-RA
OG0000835	FUN_036289-T1	Av_00006558-RA, Av_00016530-RA
OG0000835	FUN_033958-T1	Av_00020289-RA, Av_00003511-RA
OG0000836	FUN_023181-T1, FUN_023175-T1	Av_00017166-RA
OG0000837	FUN_002522-T1, FUN_002522-T2, FUN_051053-T1, FUN_051052-T1	Av_00016259-RA
OG0000838	FUN_043247-T1	Av_00023872-RA, Av_00017833-RA, Av_00015795-RA
OG0000839	FUN_033935-T1, FUN_033935-T2, FUN_004441-T2, FUN_004441-T1	Av_00006304-RA, Av_00023038-RA
OG0000839	FUN_017081-T1, FUN_029480-T2, FUN_029480-T1	Av_00000291-RA, Av_00007729-RA, Av_00016368-RA
OG0000840	FUN_025978-T1	Av_00023848-RA, Av_00022144-RA
OG0000841	FUN_037987-T1, FUN_037993-T1, FUN_037994-T1, FUN_037991-T1	Av_00023349-RA, Av_00010717-RA, Av_00010716-RA, Av_00023350-RA
OG0000842	FUN_020323-T1, FUN_020323-T3, FUN_020323-T2	Av_00002966-RA, Av_00005410-RA
OG0000843	FUN_048615-T1, FUN_038421-T1, FUN_038419-T1, FUN_038418-T1, FUN_038417-T1, FUN_048614-T1	Av_00015274-RA, Av_00014696-RA, Av_00014695-RA, Av_00008663-RA, Av_00008664-RA
OG0000844	FUN_031181-T1, FUN_031181-T2	Av_00013706-RA
OG0000845	FUN_003866-T1, FUN_003866-T3, FUN_003866-T2, FUN_002804-T1	Av_00019990-RA
OG0000845	FUN_045780-T2, FUN_045780-T1	Av_00011134-RA, Av_00009920-RA, Av_00004581-RA
OG0000846	FUN_052266-T2, FUN_052266-T1, FUN_035941-T3, FUN_035941-T1, FUN_035941-T2	Av_00006614-RA, Av_00016494-RA, Av_00011781-RA, Av_00006939-RA
OG0000847	FUN_024129-T1, FUN_042037-T1	Av_00019114-RA
OG0000847	FUN_031093-T2, FUN_031093-T1, FUN_025549-T1	Av_00011696-RA, Av_00016306-RA
OG0000848	FUN_025421-T1, FUN_031266-T1	Av_00013405-RA, Av_00014835-RA, Av_00016606-RA
OG0000849	FUN_046856-T3, FUN_046856-T2, FUN_046856-T1, FUN_010494-T2, FUN_010494-T1	Av_00006273-RA, Av_00020904-RA
OG0000849	FUN_040898-T1	Av_00020810-RA, Av_00005484-RA
OG0000850	FUN_019237-T1, FUN_029509-T1	Av_00007734-RA
OG0000850	FUN_019238-T1, FUN_018607-T1, FUN_019239-T1	Av_00007733-RA, Av_00000286-RA
OG0000850	FUN_029507-T1	Av_00017951-RA, Av_00016370-RA, Av_00015882-RA
OG0000851	FUN_038081-T1	Av_00011481-RA, Av_00015267-RA, Av_00010945-RA
OG0000852	FUN_041403-T1, FUN_041403-T2	Av_00008432-RA
OG0000853	FUN_023911-T1, FUN_023911-T2	Av_00008528-RA
OG0000853	FUN_035458-T1, FUN_035458-T2	Av_00007482-RA
OG0000854	FUN_012366-T1, FUN_012366-T2	Av_00014139-RA, Av_00010596-RA
OG0000854	FUN_009944-T1, FUN_009944-T3	Av_00008419-RA
OG0000855	FUN_008500-T1	Av_00003673-RA
OG0000856	FUN_015466-T1, FUN_015466-T2, FUN_041638-T1	Av_00004478-RA, Av_00001030-RA, Av_00018222-RA, Av_00004477-RA, Av_00023594-RA
OG0000857	FUN_020871-T2, FUN_020871-T3, FUN_020871-T1	Av_00018271-RA, Av_00004679-RA, Av_00016472-RA, Av_00023242-RA
OG0000858	FUN_018465-T2, FUN_018465-T3, FUN_018465-T1	Av_00013799-RA
OG0000859	FUN_021553-T1	Av_00021208-RA
OG0000859	FUN_026183-T1	Av_00005852-RA
OG0000859	FUN_020986-T1	Av_00020208-RA
OG0000860	FUN_011962-T1, FUN_011962-T2	Av_00012309-RA, Av_00004407-RA
OG0000861	FUN_037396-T1, FUN_048130-T1	Av_00003249-RA, Av_00024506-RA
OG0000862	FUN_050896-T1, FUN_050896-T2, FUN_018220-T1	Av_00000857-RA
OG0000863	FUN_003824-T1, FUN_030133-T1	Av_00017282-RA, Av_00005720-RA, Av_00003878-RA
OG0000864	FUN_001058-T3, FUN_001058-T1, FUN_001058-T2, FUN_041015-T1	Av_00010167-RA, Av_00006207-RA, Av_00012754-RA
OG0000865	FUN_027612-T1	Av_00010128-RA, Av_00014286-RA
OG0000866	FUN_018631-T1	Av_00007939-RA
OG0000866	FUN_039939-T1	Av_00012168-RA, Av_00005825-RA
OG0000867	FUN_020441-T1	Av_00005198-RA
OG0000867	FUN_042841-T1	Av_00018722-RA
OG0000868	FUN_007579-T1	Av_00006687-RA, Av_00016140-RA, Av_00016744-RA
OG0000869	FUN_052571-T1, FUN_052571-T2	Av_00011831-RA
OG0000869	FUN_014161-T1, FUN_000722-T1	Av_00020856-RA, Av_00001570-RA, Av_00002039-RA, Av_00006980-RA, Av_00012878-RA
OG0000870	FUN_011086-T1	Av_00011254-RA, Av_00000537-RA
OG0000871	FUN_053047-T1, FUN_051965-T1	Av_00023092-RA
OG0000871	FUN_002931-T1	Av_00003579-RA
OG0000872	FUN_023577-T1, FUN_029712-T1	Av_00004956-RA, Av_00018621-RA, Av_00021872-RA
OG0000872	FUN_011259-T2, FUN_011259-T1, FUN_047134-T1	Av_00013753-RA, Av_00001804-RA, Av_00024880-RA
OG0000878	FUN_052646-T1, FUN_052646-T2	Av_00011845-RA, Av_00006990-RA, Av_00006550-RA, Av_00016537-RA
OG0000878	FUN_038014-T1	Av_00011844-RA, Av_00003174-RA, Av_00008657-RA
OG0000879	FUN_014371-T1, FUN_014371-T2	Av_00012565-RA
OG0000880	FUN_000876-T1	Av_00016275-RA, Av_00014341-RA
OG0000880	FUN_021018-T1	Av_00024210-RA
OG0000880	FUN_020946-T1, FUN_020961-T1	Av_00004667-RA
OG0000881	FUN_009281-T1, FUN_032178-T1	Av_00022564-RA
OG0000882	FUN_039841-T2, FUN_039841-T1	Av_00024419-RA, Av_00002804-RA, Av_00019588-RA
OG0000883	FUN_047824-T2, FUN_047824-T1, FUN_038292-T4, FUN_038292-T2, FUN_038292-T1, FUN_038292-T3	Av_00011521-RA
OG0000883	FUN_003955-T2, FUN_003955-T1	Av_00006744-RA, Av_00008071-RA, Av_00000722-RA
OG0000884	FUN_049473-T1	Av_00023570-RA, Av_00010020-RA
OG0000885	FUN_042028-T1, FUN_012899-T1	Av_00023781-RA
OG0000886	FUN_032959-T1, FUN_004777-T1	Av_00020191-RA, Av_00019254-RA, Av_00021249-RA
OG0000887	FUN_008864-T1, FUN_013655-T1	Av_00001664-RA, Av_00009207-RA
OG0000887	FUN_008164-T2, FUN_008164-T1, FUN_008164-T3	Av_00017501-RA
OG0000888	FUN_046015-T1, FUN_002362-T2, FUN_002362-T3, FUN_002362-T1	Av_00004414-RA, Av_00012299-RA, Av_00001079-RA, Av_00021264-RA, Av_00004413-RA, Av_00017473-RA, Av_00023262-RA
OG0000889	FUN_045896-T1, FUN_045896-T2, FUN_012077-T1	Av_00003089-RA, Av_00022801-RA
OG0000889	FUN_035429-T1, FUN_034650-T1	Av_00005630-RA, Av_00005941-RA, Av_00010570-RA
OG0000890	FUN_006649-T1, FUN_027377-T1	Av_00023568-RA, Av_00021460-RA, Av_00017392-RA
OG0000891	FUN_043179-T1, FUN_036654-T1	Av_00003650-RA, Av_00023125-RA, Av_00008715-RA
OG0000892	FUN_013710-T1	Av_00013102-RA
OG0000893	FUN_048172-T1, FUN_037454-T1	Av_00013956-RA, Av_00021901-RA, Av_00016053-RA
OG0000894	FUN_021576-T1, FUN_005424-T1	Av_00007962-RA, Av_00006825-RA
OG0000894	FUN_013172-T1, FUN_013172-T2, FUN_026162-T1	Av_00005848-RA, Av_00004019-RA, Av_00004906-RA
OG0000895	FUN_013741-T1, FUN_009005-T1, FUN_009004-T1	Av_00012863-RA
OG0000896	FUN_037270-T1, FUN_048046-T1	Av_00010879-RA, Av_00015216-RA, Av_00013928-RA
OG0000897	FUN_012764-T2, FUN_012764-T1, FUN_028407-T1, FUN_023994-T2, FUN_023994-T1	Av_00008745-RA, Av_00006350-RA, Av_00010870-RA, Av_00010869-RA, Av_00006349-RA
OG0000898	FUN_008810-T1, FUN_013622-T1	Av_00016706-RA, Av_00009938-RA, Av_00009470-RA
OG0000899	FUN_019202-T1	Av_00004189-RA, Av_00016006-RA
OG0000899	FUN_037290-T1, FUN_048057-T3, FUN_048057-T1	Av_00017898-RA, Av_00013932-RA, Av_00003235-RA
OG0000900	FUN_049472-T1, FUN_035732-T1, FUN_035732-T2, FUN_035732-T4, FUN_035732-T3	Av_00017974-RA, Av_00008352-RA
OG0000901	FUN_015544-T1, FUN_026396-T2, FUN_026396-T1	Av_00019305-RA, Av_00008865-RA
OG0000902	FUN_017468-T1, FUN_017468-T3, FUN_017468-T4, FUN_017468-T2, FUN_035234-T1, FUN_012403-T3	Av_00010586-RA
OG0000903	FUN_000917-T3, FUN_000917-T4, FUN_000917-T2, FUN_000917-T1	Av_00003558-RA, Av_00014337-RA
OG0000904	FUN_005811-T1	Av_00020020-RA, Av_00023825-RA, Av_00022509-RA
OG0000905	FUN_011396-T1, FUN_046956-T1	Av_00011002-RA, Av_00015026-RA, Av_00009250-RA
OG0000907	FUN_033789-T2, FUN_033789-T4, FUN_033789-T3, FUN_033789-T1	Av_00002746-RA, Av_00007597-RA, Av_00006373-RA
OG0000909	FUN_034794-T2, FUN_034794-T1	Av_00018472-RA, Av_00002560-RA, Av_00015458-RA
OG0000910	FUN_001296-T3, FUN_001296-T2, FUN_001296-T1, FUN_026972-T1, FUN_026972-T2, FUN_026972-T3	Av_00016677-RA, Av_00015863-RA, Av_00023384-RA
OG0000911	FUN_002035-T1, FUN_002035-T2, FUN_002036-T3, FUN_002036-T2, FUN_002036-T1, FUN_002040-T4, FUN_002040-T3, FUN_002040-T2, FUN_002040-T1	Av_00009561-RA, Av_00022630-RA
OG0000912	FUN_047553-T1, FUN_011034-T1	Av_00012421-RA
OG0000913	FUN_053048-T1, FUN_053048-T2, FUN_053048-T3	Av_00020745-RA, Av_00021488-RA
OG0000914	FUN_033891-T1, FUN_023484-T1	Av_00015524-RA, Av_00002728-RA
OG0000915	FUN_010774-T1	Av_00001705-RA
OG0000915	FUN_032146-T1, FUN_047363-T1	Av_00021481-RA, Av_00022556-RA
OG0000920	FUN_015229-T1, FUN_015229-T2, FUN_006622-T1	Av_00019218-RA, Av_00000595-RA
OG0000921	FUN_032700-T1, FUN_032701-T1	Av_00000695-RA
OG0000922	FUN_002647-T1	Av_00016241-RA, Av_00001342-RA
