Orthogroup	P_amilis.proteins	A_coerulea.proteins
OG0001355	FUN_031235-T1, FUN_025437-T1, FUN_001557-T1, FUN_027097-T1, FUN_009884-T1	Aqcoe3G118600.1.p, Aqcoe6G103100.1.p
OG0001356	FUN_034581-T1	Aqcoe6G158800.1.p, Aqcoe6G158900.1.p, Aqcoe3G161000.1.p
OG0001356	FUN_011387-T1	Aqcoe5G346200.1.p
OG0001357	FUN_002366-T1, FUN_029498-T1	Aqcoe6G096000.1.p, Aqcoe6G096000.2.p
OG0001358	FUN_025712-T1	Aqcoe6G227400.1.p
OG0001359	FUN_026924-T1	Aqcoe5G238700.3.p, Aqcoe5G238700.2.p, Aqcoe5G238700.4.p, Aqcoe5G238700.1.p
OG0001359	FUN_020893-T1	Aqcoe6G027900.2.p, Aqcoe6G027900.4.p, Aqcoe6G027900.3.p, Aqcoe6G027900.1.p
OG0001360	FUN_031206-T1, FUN_038083-T1, FUN_048594-T1, FUN_003811-T1	Aqcoe6G075200.1.p
OG0001361	FUN_042745-T1, FUN_025717-T2, FUN_025717-T1	Aqcoe6G241500.2.p, Aqcoe6G241500.1.p
OG0001362	FUN_031271-T1, FUN_025420-T1	Aqcoe5G202000.2.p, Aqcoe5G202000.1.p, Aqcoe6G107900.1.p, Aqcoe6G107900.2.p
OG0001363	FUN_048651-T1	Aqcoe6G086400.1.p, Aqcoe6G086400.3.p, Aqcoe6G086400.2.p
OG0001363	FUN_045627-T1	Aqcoe5G220600.4.p, Aqcoe5G220600.1.p, Aqcoe5G220600.2.p, Aqcoe5G220600.3.p
OG0001364	FUN_018236-T1	Aqcoe7G016300.1.p, Aqcoe7G016400.1.p, Aqcoe5G446900.1.p
OG0001364	FUN_046347-T1	Aqcoe4G312900.1.p
OG0001365	FUN_012691-T1	Aqcoe4G078600.1.p
OG0001366	FUN_012017-T1, FUN_012017-T2, FUN_012016-T2, FUN_012016-T1	Aqcoe4G136000.1.p, Aqcoe4G136100.1.p, Aqcoe4G127900.1.p, Aqcoe4G135900.1.p, Aqcoe4G135800.2.p, Aqcoe4G135800.1.p, Aqcoe4G123600.1.p, Aqcoe4G136400.1.p
OG0001367	FUN_040284-T1, FUN_015326-T1, FUN_015326-T2	Aqcoe4G045200.1.p, Aqcoe5G420100.1.p, Aqcoe5G420100.2.p, Aqcoe5G419600.3.p, Aqcoe0112s0001.1.p, Aqcoe7G078700.2.p, Aqcoe7G078700.1.p
OG0001368	FUN_023821-T3, FUN_023821-T2, FUN_023821-T1, FUN_029950-T3, FUN_029950-T4, FUN_029950-T2, FUN_029950-T1	Aqcoe3G079500.1.p, Aqcoe4G191700.1.p, Aqcoe4G192800.1.p
OG0001369	FUN_015632-T1	Aqcoe4G025500.1.p
OG0001369	FUN_004753-T1	Aqcoe4G025600.1.p
OG0001370	FUN_014146-T1, FUN_014143-T1, FUN_014142-T1, FUN_014144-T1, FUN_014141-T1, FUN_016992-T1	Aqcoe1G228600.1.p
OG0001371	FUN_028605-T2	Aqcoe7G441200.1.p
OG0001371	FUN_024063-T1, FUN_050169-T1, FUN_050169-T2	Aqcoe7G102000.4.p, Aqcoe7G102000.3.p, Aqcoe7G102000.2.p, Aqcoe7G102000.5.p, Aqcoe7G102000.6.p, Aqcoe7G102000.1.p
OG0001372	FUN_026719-T1	Aqcoe7G145100.1.p
OG0001372	FUN_017210-T1	Aqcoe3G271200.1.p
OG0001373	FUN_021164-T1	Aqcoe7G395200.2.p, Aqcoe7G395200.4.p, Aqcoe7G395200.3.p, Aqcoe7G395200.1.p
OG0001374	FUN_036058-T1, FUN_036058-T3, FUN_036058-T2	Aqcoe7G284000.2.p, Aqcoe7G284000.1.p
OG0001375	FUN_040520-T1, FUN_018478-T1, FUN_015330-T1	Aqcoe7G078200.1.p, Aqcoe7G078200.2.p
OG0001376	FUN_031666-T1	Aqcoe3G024600.1.p
OG0001376	FUN_051485-T1, FUN_051484-T1, FUN_051487-T1	Aqcoe5G084300.1.p
OG0001377	FUN_005463-T1, FUN_026063-T2, FUN_013141-T1, FUN_026063-T1, FUN_013141-T2, FUN_051576-T1	Aqcoe7G376400.1.p
OG0001378	FUN_039124-T1	Aqcoe1G449900.1.p
OG0001378	FUN_022590-T1, FUN_022068-T1	Aqcoe7G050900.1.p
OG0001379	FUN_050101-T1, FUN_023998-T1	Aqcoe7G108600.1.p
OG0001379	FUN_028386-T2, FUN_028386-T1	Aqcoe7G108600.2.p
OG0001380	FUN_013061-T1, FUN_039396-T1	Aqcoe7G318800.1.p, Aqcoe7G318800.2.p, Aqcoe7G318800.3.p
OG0001381	FUN_015507-T1, FUN_005137-T1	Aqcoe7G143900.1.p
OG0001383	FUN_019261-T1, FUN_005819-T1, FUN_042397-T1, FUN_007584-T1	Aqcoe7G287900.1.p
OG0001384	FUN_018739-T2, FUN_018739-T1, FUN_040713-T1, FUN_004201-T1, FUN_022032-T1, FUN_022032-T2, FUN_024269-T1	Aqcoe7G051100.2.p, Aqcoe7G051100.1.p
OG0001385	FUN_047863-T1, FUN_020786-T1, FUN_047877-T1, FUN_026439-T1, FUN_026439-T2, FUN_047875-T1, FUN_047864-T1, FUN_005466-T3, FUN_005466-T2, FUN_005466-T1	Aqcoe1G207500.1.p
OG0001386	FUN_027335-T1, FUN_027335-T2	Aqcoe1G010800.2.p, Aqcoe1G010800.1.p
OG0001387	FUN_034646-T3, FUN_034646-T4, FUN_034646-T2, FUN_034646-T1, FUN_003722-T2, FUN_003722-T3, FUN_003722-T1, FUN_033050-T1, FUN_033050-T2, FUN_033050-T3	Aqcoe1G056000.1.p
OG0001388	FUN_001010-T3, FUN_001010-T1, FUN_035248-T1, FUN_001010-T2, FUN_045991-T1	Aqcoe1G280600.1.p, Aqcoe1G280600.2.p
OG0001389	FUN_027320-T1, FUN_005623-T1	Aqcoe1G141400.2.p, Aqcoe1G141400.1.p, Aqcoe1G141400.3.p
OG0001390	FUN_049081-T1	Aqcoe1G085000.1.p, Aqcoe1G085000.2.p
OG0001390	FUN_041883-T1	Aqcoe1G085100.1.p
OG0001391	FUN_047069-T1	Aqcoe5G328000.1.p, Aqcoe5G328200.1.p, Aqcoe5G328100.2.p, Aqcoe5G328100.1.p, Aqcoe5G328300.1.p
OG0001392	FUN_008869-T1, FUN_008872-T1, FUN_008870-T1	Aqcoe5G464300.2.p, Aqcoe5G464300.1.p
OG0001393	FUN_039792-T1, FUN_039792-T3, FUN_039792-T2, FUN_015215-T3, FUN_015224-T2, FUN_015224-T1, FUN_015221-T1, FUN_015218-T1, FUN_015220-T1, FUN_007995-T1, FUN_015215-T2, FUN_015215-T1, FUN_015216-T1	Aqcoe5G033200.1.p
OG0001394	FUN_026956-T1, FUN_001268-T1	Aqcoe5G249200.2.p, Aqcoe5G249200.1.p
OG0001395	FUN_025129-T1	Aqcoe5G383100.2.p, Aqcoe5G383100.1.p, Aqcoe5G383100.3.p, Aqcoe5G383100.4.p, Aqcoe5G383100.5.p
OG0001396	FUN_025288-T1, FUN_025288-T2, FUN_031845-T5, FUN_031845-T4, FUN_031845-T3, FUN_031845-T2, FUN_031845-T1	Aqcoe3G198200.1.p, Aqcoe5G353100.4.p, Aqcoe5G353100.3.p, Aqcoe5G353100.5.p, Aqcoe5G353100.1.p, Aqcoe5G353100.2.p
OG0001397	FUN_029954-T1, FUN_029954-T2, FUN_029954-T3	Aqcoe3G390300.1.p, Aqcoe3G390300.3.p, Aqcoe3G390300.2.p
OG0001397	FUN_033691-T1, FUN_023800-T1	Aqcoe3G054300.2.p, Aqcoe3G054300.1.p
OG0001398	FUN_022493-T1, FUN_022491-T1, FUN_037625-T1, FUN_018970-T1	Aqcoe3G134300.1.p, Aqcoe3G134200.1.p, Aqcoe3G435900.1.p
OG0001399	FUN_023736-T1, FUN_023737-T1, FUN_023753-T1, FUN_023762-T1, FUN_023745-T1, FUN_023749-T1, FUN_023742-T1, FUN_023744-T1, FUN_002663-T1, FUN_023743-T1, FUN_033310-T1, FUN_033704-T1, FUN_029972-T1	Aqcoe3G387000.1.p, Aqcoe3G386900.1.p
OG0001400	FUN_032261-T2, FUN_032261-T1, FUN_009217-T1	Aqcoe3G114300.1.p, Aqcoe3G299000.1.p
OG0001400	FUN_039260-T1, FUN_002904-T1, FUN_002904-T2	Aqcoe3G114300.2.p
OG0001401	FUN_049483-T3, FUN_049483-T2, FUN_049483-T1	Aqcoe3G245500.1.p
OG0001402	FUN_029987-T1, FUN_033706-T1, FUN_023717-T1	Aqcoe3G075600.1.p
OG0001403	FUN_016703-T1, FUN_020116-T1	Aqcoe3G020600.2.p, Aqcoe3G020600.1.p
OG0001404	FUN_046793-T1, FUN_047406-T1, FUN_010834-T1	Aqcoe3G120300.1.p
OG0001405	FUN_047528-T1, FUN_016995-T2, FUN_016995-T1	Aqcoe3G007700.1.p, Aqcoe3G007700.2.p
OG0001406	FUN_010976-T1, FUN_022991-T1, FUN_032395-T1	Aqcoe3G315800.1.p, Aqcoe3G315800.3.p, Aqcoe3G315800.2.p
OG0001419	FUN_047160-T1, FUN_047160-T2, FUN_047169-T1, FUN_045643-T1, FUN_006179-T1	Aqcoe4G243000.1.p, Aqcoe5G057100.1.p, Aqcoe2G342500.2.p, Aqcoe2G342500.1.p, Aqcoe2G342400.1.p, Aqcoe2G342300.1.p, Aqcoe2G342100.1.p, Aqcoe7G138000.1.p, Aqcoe7G137900.1.p, Aqcoe6G196200.1.p, Aqcoe7G146600.1.p, Aqcoe4G266100.1.p, Aqcoe4G266600.1.p, Aqcoe4G266300.1.p, Aqcoe4G314500.1.p, Aqcoe4G314800.1.p
OG0001420	FUN_030048-T1	Aqcoe1G110200.1.p, Aqcoe2G155400.1.p, Aqcoe2G156300.1.p, Aqcoe2G156300.2.p, Aqcoe6G304700.1.p, Aqcoe5G222400.1.p, Aqcoe2G155200.1.p, Aqcoe2G154200.1.p, Aqcoe2G154200.3.p, Aqcoe2G154200.2.p
OG0001420	FUN_030051-T1	Aqcoe6G160900.1.p, Aqcoe3G431800.1.p, Aqcoe2G149000.1.p, Aqcoe4G177200.1.p, Aqcoe1G110100.1.p
OG0001422	FUN_010068-T1, FUN_030093-T1, FUN_047963-T1, FUN_047962-T1	Aqcoe1G104600.3.p, Aqcoe1G104600.4.p, Aqcoe1G104600.2.p, Aqcoe1G104600.1.p, Aqcoe1G104600.5.p, Aqcoe2G226200.1.p
OG0001423	FUN_010672-T1, FUN_047295-T2, FUN_047295-T3, FUN_047295-T1, FUN_047296-T1	Aqcoe2G422500.4.p, Aqcoe2G422500.3.p, Aqcoe2G422500.2.p, Aqcoe2G422500.1.p
OG0001424	FUN_014263-T1, FUN_000611-T1	Aqcoe2G432000.1.p
OG0001425	FUN_024145-T1	Aqcoe5G209400.1.p, Aqcoe5G209800.1.p, Aqcoe4G166900.1.p
OG0001425	FUN_003120-T1, FUN_000263-T1	Aqcoe2G009100.1.p, Aqcoe1G004300.1.p
OG0001426	FUN_048989-T2, FUN_048989-T1, FUN_030377-T1	Aqcoe2G088200.1.p
OG0001427	FUN_001061-T1, FUN_043305-T1	Aqcoe1G220600.1.p, Aqcoe1G220900.2.p, Aqcoe2G132400.2.p, Aqcoe2G132400.1.p, Aqcoe1G220900.1.p, Aqcoe3G288600.1.p
OG0001428	FUN_024602-T1	Aqcoe4G107500.1.p, Aqcoe4G107600.1.p
OG0001428	FUN_014327-T1	Aqcoe2G331600.1.p
OG0001430	FUN_036313-T1	Aqcoe2G028500.1.p
OG0001431	FUN_011232-T1	Aqcoe1G084300.1.p, Aqcoe1G084300.2.p, Aqcoe1G084300.3.p
OG0001431	FUN_049080-T1	Aqcoe2G104100.2.p, Aqcoe2G104100.1.p
OG0001432	FUN_003859-T1	Aqcoe2G021100.1.p
OG0001432	FUN_032845-T1	Aqcoe5G448100.1.p
OG0001433	FUN_034719-T1	Aqcoe1G191200.1.p, Aqcoe1G190700.1.p
OG0001433	FUN_036061-T1	Aqcoe2G266000.1.p
OG0001434	FUN_047279-T1	Aqcoe2G018900.2.p, Aqcoe2G018900.1.p
OG0001434	FUN_000797-T2, FUN_000797-T3, FUN_000797-T1	Aqcoe7G012900.2.p, Aqcoe7G012900.1.p
OG0001435	FUN_039796-T1	Aqcoe1G125800.1.p
OG0001437	FUN_001006-T1	Aqcoe2G327500.1.p, Aqcoe2G327500.2.p
OG0001438	FUN_039851-T1	Aqcoe2G422800.1.p
OG0001438	FUN_052512-T1, FUN_036201-T1, FUN_036200-T1	Aqcoe7G223800.1.p
OG0001439	FUN_007870-T1, FUN_026216-T1	Aqcoe7G390800.1.p, Aqcoe6G171700.1.p, Aqcoe7G275400.1.p
OG0001439	FUN_002644-T1, FUN_015242-T1	Aqcoe5G037700.1.p
OG0001441	FUN_029596-T1, FUN_038172-T2, FUN_038172-T1	Aqcoe6G087800.2.p, Aqcoe6G087800.1.p
OG0001442	FUN_030247-T1, FUN_001128-T1	Aqcoe5G197300.1.p
OG0001443	FUN_024237-T2, FUN_024237-T1	Aqcoe6G066900.1.p, Aqcoe6G066900.2.p
OG0001444	FUN_030621-T1, FUN_043765-T1, FUN_018918-T1, FUN_030960-T1, FUN_030959-T1, FUN_046582-T1, FUN_008669-T1	Aqcoe6G141300.1.p, Aqcoe6G141400.3.p, Aqcoe6G141400.2.p
OG0001445	FUN_030958-T1, FUN_030958-T2, FUN_018919-T1, FUN_018919-T2	Aqcoe0017s0002.1.p
OG0001446	FUN_027012-T1	Aqcoe4G302300.2.p, Aqcoe4G302300.1.p, Aqcoe1G378700.1.p
OG0001447	FUN_027944-T1	Aqcoe4G205100.1.p, Aqcoe4G205000.1.p
OG0001447	FUN_016934-T1, FUN_049773-T1, FUN_012324-T1	Aqcoe1G293900.1.p
OG0001448	FUN_045834-T1, FUN_008593-T1	Aqcoe4G261300.1.p, Aqcoe4G261100.1.p
OG0001449	FUN_050580-T1, FUN_002229-T1	Aqcoe1G443500.1.p, Aqcoe4G194200.1.p, Aqcoe5G232500.1.p
OG0001450	FUN_046698-T1, FUN_036794-T1, FUN_037129-T1	Aqcoe4G043800.1.p
OG0001451	FUN_000685-T1	Aqcoe5G297600.1.p, Aqcoe5G297600.11.p, Aqcoe5G297600.7.p, Aqcoe5G297600.6.p, Aqcoe5G297600.9.p, Aqcoe5G297600.5.p, Aqcoe5G297600.4.p, Aqcoe5G297600.2.p, Aqcoe5G297600.8.p, Aqcoe5G297600.12.p, Aqcoe5G297600.10.p, Aqcoe5G297600.3.p, Aqcoe0335s0001.2.p, Aqcoe0009s0001.1.p, Aqcoe4G306100.1.p, Aqcoe0335s0001.1.p, Aqcoe0335s0001.3.p, Aqcoe0335s0001.4.p
OG0001452	FUN_012014-T1, FUN_046700-T3, FUN_046700-T4, FUN_046700-T1, FUN_046700-T2, FUN_008566-T2, FUN_008566-T1, FUN_008566-T3	Aqcoe4G263700.1.p, Aqcoe4G263700.2.p
OG0001453	FUN_046353-T1, FUN_046353-T2, FUN_046353-T3, FUN_046352-T1	Aqcoe1G374600.3.p, Aqcoe1G374600.1.p, Aqcoe1G374600.2.p, Aqcoe4G310900.1.p
OG0001454	FUN_046619-T1, FUN_011936-T1, FUN_043156-T1, FUN_036660-T1	Aqcoe1G260600.1.p, Aqcoe4G096300.1.p
OG0001455	FUN_042587-T2, FUN_042587-T1	Aqcoe4G285100.2.p, Aqcoe4G285100.1.p
OG0001456	FUN_008119-T1, FUN_014008-T1, FUN_049183-T1, FUN_037120-T1, FUN_040752-T1, FUN_018751-T1	Aqcoe7G046200.1.p
OG0001457	FUN_035484-T1, FUN_008552-T1, FUN_012023-T1, FUN_012024-T1, FUN_045842-T1	Aqcoe1G384600.1.p, Aqcoe1G384600.2.p, Aqcoe7G312300.1.p
OG0001458	FUN_026720-T2, FUN_026720-T1	Aqcoe7G145000.3.p, Aqcoe7G145000.5.p, Aqcoe7G145000.1.p, Aqcoe7G145000.2.p, Aqcoe7G145000.4.p
OG0001459	FUN_020982-T1	Aqcoe7G386900.1.p
OG0001460	FUN_044973-T1, FUN_008780-T1	Aqcoe5G462100.1.p
OG0001461	FUN_040920-T1, FUN_040920-T2, FUN_040920-T3, FUN_007921-T2, FUN_007921-T3, FUN_007921-T1, FUN_037247-T1	Aqcoe7G030800.3.p, Aqcoe7G030800.1.p, Aqcoe7G030800.2.p
OG0001462	FUN_009044-T2, FUN_009044-T1, FUN_013761-T1, FUN_018183-T1	Aqcoe7G020000.1.p
OG0001463	FUN_037087-T2, FUN_037087-T3, FUN_037087-T1	Aqcoe7G052200.1.p
OG0001464	FUN_045346-T1, FUN_011132-T1, FUN_029149-T1	Aqcoe7G143500.1.p
OG0001464	FUN_032633-T1, FUN_032633-T2	Aqcoe3G350500.1.p
OG0001465	FUN_041352-T1, FUN_017364-T1	Aqcoe3G248500.1.p, Aqcoe3G248500.4.p, Aqcoe3G248500.3.p, Aqcoe3G248500.2.p
OG0001465	FUN_049471-T1	Aqcoe7G095100.1.p
OG0001466	FUN_005842-T1	Aqcoe1G456300.1.p
OG0001466	FUN_018743-T1, FUN_040744-T1	Aqcoe7G048900.1.p, Aqcoe5G426200.1.p
OG0001467	FUN_049174-T1, FUN_049174-T2, FUN_037116-T1	Aqcoe7G047200.2.p, Aqcoe7G047200.1.p
OG0001468	FUN_048729-T3, FUN_048729-T4, FUN_048729-T2, FUN_048729-T1, FUN_002117-T3, FUN_002117-T2, FUN_002117-T4, FUN_002117-T5, FUN_002117-T1	Aqcoe1G446400.1.p
OG0001469	FUN_046304-T2, FUN_046304-T1, FUN_044069-T2, FUN_044069-T1	Aqcoe1G390700.3.p, Aqcoe1G390700.1.p, Aqcoe1G390700.2.p
OG0001470	FUN_002105-T1, FUN_012012-T1, FUN_020518-T1	Aqcoe1G450000.1.p
OG0001471	FUN_043214-T1, FUN_047397-T1	Aqcoe1G186800.1.p
OG0001472	FUN_047617-T1, FUN_044314-T1	Aqcoe1G205500.1.p, Aqcoe1G201900.1.p
OG0001473	FUN_027145-T3, FUN_027145-T2, FUN_027145-T4, FUN_027145-T1	Aqcoe1G140400.1.p
OG0001474	FUN_030075-T1, FUN_030086-T1, FUN_030076-T1	Aqcoe5G129900.1.p
OG0001475	FUN_002667-T1	Aqcoe5G030100.1.p
OG0001475	FUN_051883-T1	Aqcoe1G487300.2.p, Aqcoe1G487300.1.p
OG0001476	FUN_039398-T1, FUN_039398-T2	Aqcoe1G142900.4.p, Aqcoe1G142900.1.p, Aqcoe1G142900.3.p, Aqcoe1G142900.2.p
OG0001477	FUN_005288-T1	Aqcoe1G166400.1.p
OG0001478	FUN_013088-T1, FUN_013089-T1, FUN_049315-T1	Aqcoe1G472300.1.p
OG0001479	FUN_012423-T1	Aqcoe1G278800.1.p
OG0001480	FUN_033947-T1, FUN_036296-T1	Aqcoe1G048500.3.p, Aqcoe1G048500.2.p, Aqcoe1G048500.1.p
OG0001481	FUN_000328-T1, FUN_032961-T1	Aqcoe1G017400.1.p
OG0001482	FUN_008236-T1, FUN_008233-T1	Aqcoe1G070500.1.p, Aqcoe3G083100.1.p, Aqcoe1G070500.2.p, Aqcoe1G070500.3.p, Aqcoe3G083100.2.p, Aqcoe3G082100.1.p, Aqcoe5G239200.2.p, Aqcoe5G239200.1.p, Aqcoe5G239300.1.p
OG0001483	FUN_035896-T2, FUN_035896-T3, FUN_035896-T1, FUN_021708-T1, FUN_021707-T1, FUN_003522-T1	Aqcoe3G119700.1.p, Aqcoe3G119700.2.p, Aqcoe1G199200.1.p
OG0001484	FUN_018635-T1	Aqcoe1G009000.1.p
OG0001485	FUN_042695-T1	Aqcoe1G376200.1.p, Aqcoe1G376200.2.p
OG0001486	FUN_036734-T1, FUN_043684-T1, FUN_027414-T1	Aqcoe5G396700.2.p, Aqcoe5G396700.1.p, Aqcoe5G396500.1.p
OG0001487	FUN_037324-T1, FUN_005247-T1	Aqcoe5G439600.1.p
OG0001488	FUN_003438-T1, FUN_019419-T1, FUN_019419-T2, FUN_014079-T1	Aqcoe5G438100.1.p, Aqcoe5G438100.2.p
OG0001489	FUN_031977-T1, FUN_031975-T1, FUN_031992-T1, FUN_031339-T1	Aqcoe5G379600.2.p, Aqcoe5G379600.1.p
OG0001490	FUN_048342-T1, FUN_037645-T1	Aqcoe5G299900.1.p
OG0001491	FUN_009067-T1, FUN_009062-T1, FUN_004638-T1, FUN_013777-T1, FUN_013776-T1, FUN_013781-T1	Aqcoe5G414000.1.p, Aqcoe5G413800.1.p
OG0001492	FUN_037576-T1, FUN_043113-T1	Aqcoe5G470700.1.p
OG0001493	FUN_014862-T1, FUN_036067-T1, FUN_052411-T1	Aqcoe5G135300.1.p
OG0001494	FUN_025321-T2, FUN_025321-T1, FUN_025321-T3, FUN_011459-T1, FUN_049084-T1	Aqcoe5G359600.1.p, Aqcoe3G194600.1.p
OG0001495	FUN_046868-T1, FUN_022906-T1, FUN_032359-T1, FUN_032357-T1, FUN_022914-T1	Aqcoe3G310200.1.p, Aqcoe3G310400.1.p, Aqcoe3G310500.1.p
OG0001496	FUN_045359-T1, FUN_018903-T1	Aqcoe3G352300.2.p, Aqcoe3G352300.1.p
OG0001497	FUN_010823-T1	Aqcoe3G289000.3.p, Aqcoe3G289000.2.p, Aqcoe3G289000.4.p, Aqcoe3G289000.1.p, Aqcoe3G289000.5.p, Aqcoe3G289000.6.p, Aqcoe3G289000.7.p, Aqcoe3G289000.8.p
OG0001498	FUN_047428-T1, FUN_039265-T1, FUN_026401-T1, FUN_004630-T1	Aqcoe3G294700.2.p, Aqcoe3G294700.1.p
OG0001499	FUN_043297-T1, FUN_043299-T1, FUN_043298-T1, FUN_043301-T1	Aqcoe3G118500.1.p
OG0001500	FUN_029711-T2, FUN_029711-T1, FUN_033788-T1	Aqcoe3G068100.1.p, Aqcoe3G068100.2.p
OG0001501	FUN_000641-T1, FUN_000641-T2, FUN_009283-T1, FUN_032171-T3, FUN_032171-T1, FUN_009283-T2, FUN_032171-T4, FUN_032171-T2	Aqcoe3G126400.2.p, Aqcoe3G126400.1.p
OG0001514	FUN_051527-T1, FUN_020216-T1, FUN_035459-T1	Aqcoe2G242700.1.p, Aqcoe2G242500.1.p, Aqcoe0444s0001.1.p, Aqcoe2G242600.1.p, Aqcoe5G287400.1.p, Aqcoe2G242300.1.p, Aqcoe5G152800.1.p, Aqcoe1G495000.1.p
OG0001515	FUN_005320-T1	Aqcoe7G231200.1.p, Aqcoe2G188900.1.p
OG0001516	FUN_020419-T1	Aqcoe1G164200.1.p
OG0001516	FUN_027317-T1	Aqcoe1G137100.1.p, Aqcoe2G143400.1.p
OG0001517	FUN_015192-T1	Aqcoe2G369900.1.p
OG0001517	FUN_015189-T1	Aqcoe5G029600.1.p, Aqcoe2G370000.1.p
OG0001518	FUN_019108-T1, FUN_030362-T1	Aqcoe2G092600.1.p, Aqcoe2G092600.2.p, Aqcoe1G419000.2.p, Aqcoe1G419000.1.p
OG0001519	FUN_019063-T1, FUN_030426-T1	Aqcoe2G218600.8.p, Aqcoe2G218600.4.p, Aqcoe2G218600.6.p, Aqcoe2G218600.3.p, Aqcoe2G218600.2.p, Aqcoe2G218600.5.p, Aqcoe2G218600.7.p, Aqcoe2G218600.1.p, Aqcoe1G152400.3.p
OG0001521	FUN_012891-T1	Aqcoe5G079900.1.p, Aqcoe5G079900.2.p
OG0001521	FUN_024698-T1	Aqcoe2G307600.2.p, Aqcoe2G307600.1.p
OG0001522	FUN_006744-T1	Aqcoe6G263900.1.p
OG0001523	FUN_025140-T1	Aqcoe2G005500.1.p
OG0001523	FUN_000293-T2, FUN_000293-T3, FUN_000293-T1, FUN_025139-T1	Aqcoe3G129500.1.p
OG0001524	FUN_001645-T1	Aqcoe1G096400.1.p, Aqcoe1G097100.1.p
OG0001525	FUN_032824-T1, FUN_032824-T2	Aqcoe2G016100.2.p, Aqcoe2G016100.1.p
OG0001526	FUN_050393-T1, FUN_025060-T1, FUN_034881-T1	Aqcoe1G206200.1.p, Aqcoe2G410000.3.p, Aqcoe2G410000.4.p, Aqcoe2G410000.2.p, Aqcoe2G410000.1.p
OG0001527	FUN_049132-T1, FUN_039029-T1, FUN_020344-T1, FUN_020344-T2, FUN_039029-T2	Aqcoe1G441400.1.p, Aqcoe2G119800.1.p, Aqcoe3G161200.1.p
OG0001528	FUN_000105-T1, FUN_000296-T1	Aqcoe2G005400.3.p
OG0001529	FUN_014546-T1	Aqcoe2G350600.1.p, Aqcoe2G350600.2.p, Aqcoe2G350600.3.p
OG0001530	FUN_014761-T1, FUN_014761-T2	Aqcoe1G014300.1.p
OG0001530	FUN_036234-T1	Aqcoe2G431100.1.p
OG0001531	FUN_033007-T2, FUN_033007-T1	Aqcoe2G007200.2.p, Aqcoe2G007200.1.p, Aqcoe2G007200.3.p
OG0001532	FUN_039137-T1	Aqcoe2G130200.2.p, Aqcoe2G130200.1.p, Aqcoe1G453300.1.p
OG0001533	FUN_014894-T1, FUN_006624-T4, FUN_006624-T2, FUN_006624-T3, FUN_006624-T5, FUN_006624-T1	Aqcoe2G270600.1.p
OG0001534	FUN_015920-T1, FUN_034600-T1	Aqcoe2G050400.1.p, Aqcoe2G050400.2.p
OG0001535	FUN_019075-T1, FUN_019075-T2, FUN_030415-T1, FUN_007692-T2, FUN_007692-T3, FUN_007692-T1	Aqcoe2G085200.1.p
OG0001537	FUN_003833-T1, FUN_003834-T2, FUN_003834-T1	Aqcoe2G233300.1.p
OG0001538	FUN_009533-T3, FUN_009533-T2, FUN_009533-T1, FUN_024344-T1	Aqcoe2G246600.1.p, Aqcoe5G095500.1.p, Aqcoe6G318000.1.p
OG0001539	FUN_038846-T3, FUN_038846-T2, FUN_038846-T1	Aqcoe2G161900.4.p, Aqcoe2G161900.1.p, Aqcoe2G161900.2.p, Aqcoe2G161900.3.p, Aqcoe5G335100.1.p, Aqcoe4G144800.1.p
OG0001540	FUN_046496-T3, FUN_046496-T1, FUN_004636-T1	Aqcoe2G020700.1.p, Aqcoe2G020700.3.p, Aqcoe2G020700.4.p, Aqcoe2G020700.2.p
OG0001541	FUN_017225-T1	Aqcoe2G363000.1.p, Aqcoe6G224300.1.p, Aqcoe3G269100.1.p
OG0001542	FUN_052331-T1, FUN_014206-T1, FUN_000700-T1	Aqcoe2G246100.1.p, Aqcoe5G285900.1.p
OG0001543	FUN_014563-T1	Aqcoe5G127200.1.p
OG0001543	FUN_042743-T1, FUN_025713-T1	Aqcoe6G227300.1.p
OG0001544	FUN_029572-T1, FUN_048634-T1, FUN_048634-T2, FUN_051830-T2, FUN_051830-T1, FUN_045611-T1	Aqcoe6G083200.1.p
OG0001545	FUN_003022-T1, FUN_024489-T1, FUN_024488-T1, FUN_024488-T2	Aqcoe6G285100.1.p, Aqcoe6G285000.1.p, Aqcoe5G100400.1.p
OG0001546	FUN_029486-T1, FUN_029486-T2	Aqcoe6G152900.1.p, Aqcoe6G152900.2.p
OG0001546	FUN_046034-T1, FUN_046034-T2	Aqcoe5G159900.1.p
OG0001547	FUN_002657-T1, FUN_002358-T1, FUN_009916-T1, FUN_009916-T2, FUN_023505-T1	Aqcoe6G098400.1.p
OG0001548	FUN_024306-T1, FUN_052128-T1, FUN_005589-T4, FUN_005589-T2, FUN_005589-T3, FUN_005589-T1	Aqcoe6G160500.1.p, Aqcoe5G314200.1.p
OG0001549	FUN_017013-T1, FUN_029589-T1	Aqcoe6G085700.1.p
OG0001549	FUN_017396-T1, FUN_041374-T1	Aqcoe3G254600.1.p
