Orthogroup	P_amilis.proteins	A_hypochondriacus.proteins
OG0001323	FUN_022071-T1	AH019507-RA
OG0001323	FUN_043330-T1	AH009207-RA
OG0001324	FUN_002205-T2, FUN_002205-T3, FUN_002205-T1, FUN_002205-T4	AH001775-RA
OG0001324	FUN_051871-T1	AH000875-RA
OG0001325	FUN_024969-T1	AH013066-RA
OG0001326	FUN_047131-T1	AH017456-RA
OG0001326	FUN_023598-T1, FUN_023596-T1	AH004010-RA
OG0001327	FUN_040814-T1	AH018657-RA
OG0001327	FUN_040834-T1, FUN_040783-T1, FUN_040916-T1	AH018670-RA, AH003194-RA
OG0001328	FUN_045832-T1	AH008131-RA, AH009991-RA
OG0001329	FUN_044035-T1	AH007262-RA
OG0001329	FUN_041644-T1, FUN_017653-T1	AH011539-RA, AH018434-RA
OG0001335	FUN_024809-T1, FUN_043081-T1	AH012970-RA, AH022063-RA
OG0001335	FUN_014989-T1	AH019874-RA, AH019873-RA, AH007142-RA
OG0001336	FUN_051152-T1	AH017755-RA, AH002641-RA
OG0001336	FUN_040486-T1, FUN_015212-T1	AH019392-RA
OG0001337	FUN_005891-T1, FUN_005891-T2, FUN_005892-T2, FUN_005892-T3, FUN_005892-T1, FUN_005875-T1	AH015959-RA
OG0001339	FUN_051571-T1	AH010403-RA
OG0001339	FUN_014961-T1, FUN_007528-T1	AH007115-RA
OG0001339	FUN_044708-T1	AH002684-RA, AH017696-RA
OG0001340	FUN_048966-T1	AH022637-RA
OG0001341	FUN_050814-T1, FUN_011599-T1	AH017764-RA, AH002620-RA
OG0001341	FUN_002626-T1	AH010772-RA
OG0001344	FUN_000945-T1, FUN_000945-T3, FUN_000945-T2	AH023779-RA
OG0001345	FUN_019102-T1, FUN_019102-T4, FUN_019102-T2, FUN_019102-T3, FUN_030369-T1	AH023102-RA
OG0001345	FUN_041937-T2, FUN_041937-T5, FUN_041937-T1, FUN_041937-T3, FUN_041937-T4	AH018808-RA
OG0001346	FUN_034361-T1	AH010533-RA
OG0001346	FUN_028650-T1	AH014296-RA, AH021071-RA
OG0001348	FUN_042019-T1, FUN_008059-T1, FUN_008059-T2	AH018838-RA
OG0001348	FUN_030435-T1, FUN_019057-T1	AH016333-RA, AH023137-RA
OG0001349	FUN_002694-T1, FUN_000221-T2, FUN_000221-T1	AH007880-RA, AH010749-RA
OG0001350	FUN_012964-T1, FUN_012964-T2	AH013041-RA
OG0001350	FUN_024953-T4, FUN_024953-T2, FUN_024953-T3, FUN_024953-T1	AH013042-RA
OG0001351	FUN_039962-T1	AH000203-RA
OG0001352	FUN_042764-T1	AH021941-RA
OG0001352	FUN_014427-T2, FUN_014427-T1	AH020102-RA
OG0001353	FUN_007552-T1	AH012682-RA
OG0001353	FUN_041418-T1	AH000391-RA
OG0001354	FUN_004647-T1, FUN_004647-T3, FUN_004647-T2, FUN_032855-T1, FUN_032855-T2	AH006792-RA, AH020379-RA
OG0001356	FUN_034581-T1	AH014878-RA
OG0001356	FUN_011387-T1	AH002972-RA, AH017352-RA
OG0001357	FUN_002366-T1	AH000633-RA
OG0001357	FUN_029498-T1	AH003712-RA
OG0001358	FUN_025712-T1	AH016807-RA
OG0001359	FUN_026924-T1	AH008449-RA
OG0001359	FUN_020893-T1	AH006217-RA
OG0001360	FUN_038083-T1, FUN_048594-T1	AH008694-RA
OG0001360	FUN_003811-T1	AH000727-RA, AH002414-RA
OG0001361	FUN_003871-T1	AH004300-RA
OG0001361	FUN_028953-T1	AH004967-RA
OG0001361	FUN_042745-T1, FUN_025717-T2, FUN_025717-T1	AH016802-RA
OG0001362	FUN_031271-T1, FUN_025420-T1	AH003982-RA, AH005913-RA
OG0001363	FUN_048651-T1	AH010155-RA, AH008751-RA, AH008752-RA
OG0001364	FUN_018236-T1	AH011305-RA, AH009598-RA
OG0001364	FUN_046347-T1	AH008286-RA, AH007873-RA, AH008285-RA
OG0001365	FUN_012691-T1	AH000303-RA, AH001381-RA
OG0001366	FUN_012017-T1, FUN_012017-T2, FUN_012016-T2, FUN_012016-T1	AH001349-RA
OG0001367	FUN_040284-T1	AH003213-RA
OG0001367	FUN_015326-T1, FUN_015326-T2	AH012230-RA
OG0001368	FUN_023821-T3, FUN_023821-T2, FUN_023821-T1	AH005431-RA
OG0001368	FUN_029950-T3, FUN_029950-T4, FUN_029950-T2, FUN_029950-T1	AH016496-RA, AH022919-RA
OG0001369	FUN_015632-T1	AH000395-RA
OG0001370	FUN_046699-T1	AH010137-RA, AH010138-RA
OG0001371	FUN_024063-T1, FUN_050169-T1, FUN_050169-T2	AH013431-RA, AH022312-RA
OG0001372	FUN_026719-T1	AH014446-RA
OG0001372	FUN_017210-T1	AH011401-RA, AH018314-RA
OG0001373	FUN_021164-T1	AH019182-RA
OG0001374	FUN_036058-T1, FUN_036058-T3, FUN_036058-T2	AH015891-RA
OG0001375	FUN_015330-T1	AH012226-RA, AH003216-RA, AH018557-RA, AH012180-RA, AH012227-RA
OG0001376	FUN_031666-T1	AH019805-RA
OG0001376	FUN_051485-T1, FUN_051484-T1, FUN_051487-T1	AH010499-RA
OG0001377	FUN_005463-T1	AH001942-RA
OG0001377	FUN_026063-T2, FUN_013141-T1, FUN_026063-T1, FUN_013141-T2	AH020681-RA, AH013974-RA
OG0001378	FUN_039124-T1	AH012632-RA
OG0001378	FUN_022590-T1, FUN_022068-T1	AH019506-RA, AH012337-RA
OG0001379	FUN_050101-T1, FUN_023998-T1	AH013393-RA, AH022340-RA
OG0001379	FUN_028386-T2, FUN_028386-T1	AH014318-RA
OG0001380	FUN_013061-T1	AH020970-RA
OG0001380	FUN_039396-T1	AH016009-RA, AH017022-RA
OG0001381	FUN_015507-T1	AH020930-RA
OG0001381	FUN_005137-T1	AH017117-RA
OG0001382	FUN_045382-T1, FUN_023459-T1	AH002862-RA
OG0001383	FUN_019261-T1	AH018291-RA
OG0001383	FUN_005819-T1	AH006875-RA, AH018292-RA
OG0001383	FUN_042397-T1, FUN_007584-T1	AH007859-RA
OG0001384	FUN_040713-T1	AH003149-RA
OG0001384	FUN_004201-T1	AH005942-RA
OG0001384	FUN_022032-T1, FUN_022032-T2, FUN_024269-T1	AH012336-RA
OG0001385	FUN_047863-T1	AH009325-RA, AH009327-RA
OG0001385	FUN_020786-T1	AH021896-RA
OG0001386	FUN_027335-T1, FUN_027335-T2	AH000240-RA
OG0001387	FUN_034646-T3, FUN_034646-T4, FUN_034646-T2, FUN_034646-T1	AH004826-RA
OG0001387	FUN_003722-T2	AH007647-RA
OG0001387	FUN_033050-T1, FUN_033050-T2, FUN_033050-T3	AH006903-RA, AH020283-RA
OG0001388	FUN_001010-T3, FUN_001010-T1, FUN_035248-T1	AH015012-RA
OG0001388	FUN_001010-T2	AH017041-RA
OG0001388	FUN_045991-T1	AH010193-RA
OG0001389	FUN_027320-T1	AH000188-RA
OG0001390	FUN_041883-T1	AH003084-RA
OG0001391	FUN_047069-T1	AH017402-RA, AH017401-RA, AH002942-RA, AH017403-RA
OG0001392	FUN_008869-T1, FUN_008872-T1, FUN_008870-T1	AH011983-RA
OG0001393	FUN_015215-T2, FUN_015215-T1, FUN_015216-T1	AH019390-RA
OG0001394	FUN_026956-T1, FUN_001268-T1	AH008516-RA
OG0001395	FUN_025129-T1	AH013557-RA
OG0001396	FUN_025288-T1, FUN_025288-T2, FUN_031845-T5, FUN_031845-T4, FUN_031845-T3, FUN_031845-T2, FUN_031845-T1	AH005194-RA, AH004539-RA
OG0001397	FUN_033691-T1, FUN_023800-T1	AH005438-RA, AH004090-RA
OG0001398	FUN_022491-T1	AH007832-RA, AH007833-RA, AH010694-RA
OG0001399	FUN_033310-T1, FUN_033704-T1	AH005452-RA
OG0001399	FUN_029972-T1	AH022927-RA
OG0001400	FUN_032261-T2, FUN_032261-T1, FUN_009217-T1	AH004404-RA, AH004764-RA
OG0001400	FUN_039260-T1, FUN_002904-T1	AH023435-RA
OG0001401	FUN_049483-T3, FUN_049483-T2, FUN_049483-T1	AH009355-RA
OG0001402	FUN_029987-T1	AH022921-RA
OG0001402	FUN_033706-T1, FUN_023717-T1	AH004095-RA
OG0001403	FUN_016703-T1	AH016547-RA
OG0001403	FUN_020116-T1	AH005509-RA, AH004175-RA
OG0001404	FUN_046793-T1	AH010253-RA
OG0001404	FUN_047406-T1, FUN_010834-T1	AH011635-RA, AH019875-RA, AH011638-RA, AH011636-RA
OG0001405	FUN_047528-T1	AH017627-RA
OG0001405	FUN_016995-T2, FUN_016995-T1	AH000005-RA
OG0001406	FUN_010976-T1	AH002769-RA, AH017651-RA
OG0001406	FUN_022991-T1, FUN_032395-T1	AH004662-RA
OG0001407	FUN_039368-T1, FUN_039368-T2	AH015970-RA
OG0001407	FUN_039192-T1	AH015965-RA
OG0001419	FUN_047160-T1, FUN_047160-T2, FUN_047169-T1, FUN_045643-T1, FUN_006179-T1	AH012694-RA
OG0001420	FUN_030048-T1	AH022961-RA
OG0001422	FUN_010068-T1, FUN_030093-T1	AH016429-RA
OG0001422	FUN_047963-T1, FUN_047962-T1	AH022580-RA
OG0001423	FUN_010672-T1	AH011144-RA
OG0001424	FUN_014263-T1, FUN_000611-T1	AH019975-RA, AH011839-RA
OG0001425	FUN_024145-T1	AH016757-RA
OG0001426	FUN_048989-T2, FUN_048989-T1	AH022654-RA
OG0001427	FUN_001061-T1, FUN_043305-T1	AH022962-RA, AH000419-RA, AH001427-RA
OG0001428	FUN_014327-T1	AH011825-RA, AH018566-RA, AH018559-RA
OG0001431	FUN_011232-T1	AH002991-RA
OG0001431	FUN_049080-T1	AH013772-RA, AH022710-RA
OG0001432	FUN_003859-T1	AH016575-RA, AH016573-RA, AH016569-RA, AH016571-RA, AH004522-RA
OG0001432	FUN_032845-T1	AH020387-RA, AH006768-RA
OG0001433	FUN_034719-T1	AH014848-RA, AH021419-RA
OG0001433	FUN_036061-T1	AH011235-RA
OG0001434	FUN_000797-T2, FUN_000797-T3, FUN_000797-T1	AH020035-RA
OG0001435	FUN_030054-T1	AH016417-RA, AH022964-RA
OG0001437	FUN_001006-T1	AH015944-RA
OG0001438	FUN_039851-T1	AH019101-RA
OG0001438	FUN_052512-T1, FUN_036201-T1, FUN_036200-T1	AH007454-RA, AH011142-RA
OG0001439	FUN_007870-T1, FUN_026216-T1	AH014077-RA, AH014078-RA
OG0001439	FUN_021032-T1	AH015404-RA
OG0001439	FUN_002644-T1	AH010769-RA
OG0001441	FUN_029596-T1	AH003547-RA
OG0001441	FUN_038172-T2, FUN_038172-T1	AH008754-RA
OG0001442	FUN_030247-T1, FUN_001128-T1	AH005590-RA
OG0001443	FUN_024237-T2, FUN_024237-T1	AH016745-RA
OG0001444	FUN_030621-T1	AH000777-RA, AH002322-RA, AH002320-RA
OG0001444	FUN_043765-T1, FUN_018918-T1, FUN_030960-T1, FUN_030959-T1, FUN_046582-T1, FUN_008669-T1	AH002318-RA, AH002317-RA, AH002321-RA, AH002314-RA
OG0001445	FUN_030958-T1, FUN_030958-T2, FUN_018919-T1	AH015628-RA
OG0001445	FUN_018919-T2	AH019312-RA
OG0001446	FUN_027012-T1	AH000260-RA, AH001280-RA
OG0001447	FUN_027944-T1	AH021332-RA, AH001020-RA, AH001021-RA
OG0001447	FUN_016934-T1, FUN_049773-T1	AH008957-RA
OG0001447	FUN_012324-T1	AH021489-RA
OG0001448	FUN_045834-T1	AH008128-RA
OG0001448	FUN_008593-T1	AH015147-RA, AH021588-RA
OG0001449	FUN_050580-T1, FUN_002229-T1	AH001793-RA, AH000577-RA
OG0001450	FUN_046698-T1	AH010140-RA
OG0001450	FUN_036794-T1	AH021387-RA
OG0001450	FUN_037129-T1	AH000246-RA
OG0001451	FUN_000685-T1	AH011798-RA
OG0001452	FUN_012014-T1	AH009978-RA
OG0001452	FUN_046700-T3, FUN_046700-T4, FUN_046700-T1, FUN_046700-T2	AH010136-RA
OG0001452	FUN_008566-T2, FUN_008566-T1, FUN_008566-T3	AH015142-RA, AH021581-RA
OG0001453	FUN_046353-T1, FUN_046353-T2, FUN_046353-T3, FUN_046352-T1	AH009773-RA
OG0001454	FUN_046619-T1, FUN_011936-T1	AH008058-RA, AH010067-RA
OG0001454	FUN_043156-T1, FUN_036660-T1	AH015235-RA, AH021658-RA
OG0001455	FUN_042587-T2, FUN_042587-T1	AH008249-RA
OG0001456	FUN_049183-T1, FUN_037120-T1	AH009223-RA
OG0001456	FUN_040752-T1, FUN_018751-T1	AH018685-RA
OG0001457	FUN_035484-T1, FUN_008552-T1	AH015153-RA, AH023831-RA
OG0001457	FUN_012023-T1, FUN_012024-T1, FUN_045842-T1	AH021576-RA, AH009976-RA
OG0001458	FUN_026720-T2, FUN_026720-T1	AH014445-RA, AH020926-RA
OG0001459	FUN_020982-T1	AH023208-RA, AH016284-RA
OG0001460	FUN_044973-T1	AH018176-RA
OG0001460	FUN_008780-T1	AH011929-RA, AH019717-RA
OG0001461	FUN_037247-T1	AH009678-RA
OG0001462	FUN_009044-T2, FUN_009044-T1	AH012076-RA
OG0001462	FUN_018183-T1	AH018031-RA
OG0001463	FUN_037087-T2, FUN_037087-T3, FUN_037087-T1	AH009203-RA
OG0001464	FUN_045346-T1, FUN_011132-T1	AH002850-RA, AH017559-RA
OG0001464	FUN_032633-T1, FUN_032633-T2	AH005018-RA
OG0001465	FUN_041352-T1, FUN_017364-T1	AH011455-RA, AH018235-RA
OG0001465	FUN_049471-T1	AH009349-RA
OG0001466	FUN_005842-T1	AH012655-RA
OG0001466	FUN_018743-T1, FUN_040744-T1	AH018689-RA
OG0001467	FUN_049174-T1, FUN_049174-T2, FUN_037116-T1	AH009221-RA
OG0001468	FUN_048729-T3, FUN_048729-T4, FUN_048729-T2, FUN_048729-T1	AH013255-RA
OG0001468	FUN_002117-T3, FUN_002117-T2, FUN_002117-T4, FUN_002117-T5, FUN_002117-T1	AH010216-RA, AH007551-RA
OG0001469	FUN_046304-T2, FUN_046304-T1	AH009745-RA
OG0001469	FUN_044069-T2, FUN_044069-T1	AH008274-RA, AH009744-RA
OG0001470	FUN_020518-T1	AH012628-RA, AH021832-RA
OG0001471	FUN_043214-T1	AH015219-RA
OG0001471	FUN_047397-T1	AH002039-RA
OG0001472	FUN_047617-T1	AH007964-RA
OG0001473	FUN_027145-T3, FUN_027145-T2, FUN_027145-T4, FUN_027145-T1	AH008582-RA
OG0001474	FUN_030075-T1, FUN_030086-T1, FUN_030076-T1	AH016426-RA, AH022975-RA
OG0001475	FUN_002667-T1	AH007885-RA
OG0001475	FUN_051883-T1	AH002230-RA
OG0001475	FUN_011548-T2, FUN_011548-T1	AH017793-RA
OG0001476	FUN_039398-T1, FUN_039398-T2	AH012454-RA
OG0001477	FUN_005288-T1	AH017105-RA, AH017104-RA
OG0001478	FUN_001485-T1	AH012730-RA
OG0001478	FUN_013088-T1, FUN_013089-T1, FUN_049315-T1	AH022520-RA
OG0001479	FUN_012423-T1	AH015014-RA
OG0001480	FUN_033947-T1	AH020487-RA
OG0001480	FUN_036296-T1	AH011063-RA
OG0001481	FUN_000328-T1	AH010912-RA
OG0001481	FUN_032961-T1	AH020333-RA
OG0001482	FUN_008236-T1, FUN_008233-T1	AH022169-RA
OG0001483	FUN_035896-T2, FUN_035896-T3, FUN_035896-T1, FUN_021708-T1, FUN_021707-T1, FUN_003522-T1	AH013026-RA
OG0001484	FUN_018635-T1	AH010675-RA, AH007812-RA
OG0001485	FUN_042695-T1	AH021118-RA, AH006775-RA, AH021115-RA
OG0001486	FUN_036734-T1	AH004856-RA
OG0001487	FUN_037324-T1	AH009625-RA
OG0001488	FUN_003438-T1, FUN_019419-T1, FUN_019419-T2	AH011703-RA
OG0001488	FUN_014079-T1	AH020042-RA
OG0001489	FUN_031977-T1, FUN_031975-T1, FUN_031992-T1	AH004903-RA
OG0001489	FUN_031339-T1	AH018698-RA
OG0001490	FUN_048342-T1	AH009445-RA
OG0001490	FUN_037645-T1	AH009444-RA
OG0001491	FUN_009062-T1, FUN_004638-T1, FUN_013777-T1, FUN_013776-T1, FUN_013781-T1	AH012082-RA, AH012083-RA, AH001581-RA
OG0001492	FUN_037576-T1	AH009490-RA
OG0001492	FUN_043113-T1	AH011908-RA
OG0001493	FUN_014862-T1	AH019793-RA
OG0001493	FUN_036067-T1, FUN_052411-T1	AH011227-RA, AH007411-RA
OG0001494	FUN_025321-T1, FUN_025321-T3, FUN_011459-T1, FUN_049084-T1	AH009708-RA, AH004556-RA, AH005163-RA
OG0001495	FUN_022914-T1	AH004706-RA
OG0001496	FUN_018903-T1	AH015639-RA
OG0001497	FUN_010823-T1	AH017974-RA
OG0001498	FUN_026401-T1, FUN_004630-T1	AH020859-RA
OG0001499	FUN_043297-T1, FUN_043299-T1, FUN_043298-T1	AH021655-RA, AH015234-RA, AH015233-RA
OG0001500	FUN_029711-T2, FUN_029711-T1	AH016597-RA, AH022765-RA
OG0001500	FUN_033788-T1	AH004013-RA
OG0001501	FUN_000641-T1, FUN_000641-T2	AH011793-RA
OG0001501	FUN_009283-T1, FUN_032171-T3, FUN_032171-T1, FUN_009283-T2, FUN_032171-T4, FUN_032171-T2	AH004798-RA, AH004437-RA
OG0001502	FUN_047106-T1, FUN_035158-T1, FUN_035157-T1, FUN_035163-T1, FUN_018948-T1, FUN_018957-T1, FUN_037265-T1, FUN_018942-T1, FUN_018959-T1, FUN_018949-T1, FUN_004168-T1, FUN_018952-T1, FUN_018958-T1, FUN_018956-T1, FUN_018855-T1, FUN_018953-T1, FUN_018951-T1, FUN_037266-T1, FUN_018954-T1, FUN_018943-T1, FUN_035164-T1	AH021370-RA
OG0001503	FUN_034568-T2, FUN_034568-T1	AH021433-RA, AH014871-RA
OG0001512	FUN_048949-T1, FUN_048949-T2, FUN_026445-T1	AH013868-RA
OG0001514	FUN_051527-T1	AH007625-RA
OG0001514	FUN_020216-T1, FUN_035459-T1	AH017039-RA, AH021572-RA
OG0001515	FUN_005320-T1	AH015494-RA
OG0001516	FUN_020419-T1	AH005253-RA
OG0001516	FUN_027317-T1	AH000189-RA
OG0001517	FUN_015189-T1	AH019389-RA
OG0001518	FUN_019108-T1, FUN_030362-T1	AH023106-RA, AH016382-RA
OG0001519	FUN_019063-T1, FUN_030426-T1	AH016337-RA
OG0001521	FUN_012891-T1	AH020179-RA, AH007018-RA
OG0001521	FUN_024698-T1	AH022181-RA
OG0001522	FUN_006744-T1	AH015532-RA, AH015520-RA
OG0001523	FUN_025140-T1	AH007670-RA
OG0001523	FUN_025139-T1	AH022364-RA
OG0001524	FUN_001645-T1	AH017715-RA, AH002670-RA
OG0001525	FUN_032824-T1, FUN_032824-T2	AH006762-RA, AH020397-RA
OG0001526	FUN_050393-T1, FUN_025060-T1, FUN_034881-T1	AH015758-RA, AH014280-RA, AH021055-RA
OG0001527	FUN_049132-T1, FUN_039029-T1, FUN_020344-T1	AH021800-RA, AH012590-RA, AH001244-RA, AH000214-RA
OG0001528	FUN_000105-T1, FUN_000296-T1	AH007671-RA, AH010895-RA
OG0001529	FUN_014546-T1	AH019819-RA, AH011850-RA
OG0001530	FUN_036234-T1	AH007467-RA, AH011121-RA
OG0001531	FUN_033007-T2, FUN_033007-T1	AH000115-RA, AH001300-RA
OG0001532	FUN_039137-T1	AH012646-RA, AH021841-RA, AH012645-RA
OG0001533	FUN_006624-T4, FUN_006624-T2, FUN_006624-T3, FUN_006624-T5, FUN_006624-T1	AH019844-RA
OG0001534	FUN_015920-T1, FUN_034600-T1	AH007653-RA
OG0001535	FUN_019075-T1, FUN_019075-T2, FUN_030415-T1	AH023126-RA, AH016342-RA
OG0001535	FUN_007692-T2, FUN_007692-T3, FUN_007692-T1	AH013198-RA, AH022452-RA
OG0001537	FUN_003833-T1, FUN_003834-T2, FUN_003834-T1	AH016453-RA, AH023003-RA
OG0001538	FUN_009533-T3, FUN_009533-T2, FUN_009533-T1	AH005733-RA
OG0001539	FUN_038846-T3, FUN_038846-T2, FUN_038846-T1	AH008664-RA
OG0001540	FUN_004636-T1	AH006766-RA
OG0001541	FUN_017225-T1	AH011400-RA, AH018319-RA
OG0001542	FUN_052331-T1	AH007379-RA, AH010616-RA, AH007380-RA, AH010614-RA
OG0001543	FUN_014563-T1	AH000480-RA, AH002311-RA
OG0001543	FUN_042743-T1, FUN_025713-T1	AH016806-RA, AH023695-RA
OG0001544	FUN_029572-T1	AH006013-RA
OG0001544	FUN_051830-T2, FUN_051830-T1, FUN_045611-T1	AH002179-RA
OG0001545	FUN_003022-T1	AH021189-RA
OG0001545	FUN_024489-T1	AH008395-RA
OG0001546	FUN_029486-T1, FUN_029486-T2	AH003708-RA
OG0001546	FUN_046034-T1	AH000632-RA
OG0001546	FUN_046034-T2	AH001896-RA
OG0001547	FUN_009916-T1, FUN_009916-T2, FUN_023505-T1	AH001886-RA
OG0001548	FUN_024306-T1	AH016707-RA, AH008351-RA
OG0001549	FUN_017013-T1, FUN_029589-T1	AH006003-RA
OG0001549	FUN_017396-T1, FUN_041374-T1	AH011434-RA
OG0001550	FUN_039576-T1	AH005336-RA
OG0001551	FUN_035187-T1	AH009831-RA
OG0001552	FUN_045759-T1, FUN_051995-T2, FUN_051995-T3, FUN_051995-T5, FUN_051995-T4, FUN_051995-T1	AH002282-RA
OG0001553	FUN_041618-T1, FUN_041615-T1, FUN_041616-T1, FUN_041612-T1, FUN_041614-T1, FUN_041611-T1, FUN_041613-T1, FUN_041617-T1	AH011523-RA, AH011525-RA, AH018422-RA, AH007015-RA, AH009840-RA, AH009838-RA
OG0001554	FUN_027729-T1	AH000012-RA, AH001040-RA
OG0001555	FUN_024901-T1, FUN_035742-T1	AH021908-RA
OG0001556	FUN_001764-T1	AH013949-RA
OG0001556	FUN_040271-T1	AH018570-RA
OG0001557	FUN_016612-T1, FUN_016610-T1, FUN_030331-T3, FUN_030331-T2, FUN_016611-T1, FUN_030331-T1	AH008030-RA
OG0001558	FUN_041692-T1, FUN_041697-T1, FUN_041696-T1	AH012625-RA
OG0001559	FUN_038562-T1	AH008929-RA
OG0001560	FUN_051872-T1, FUN_045652-T1	AH000873-RA, AH002203-RA
OG0001560	FUN_024152-T1	AH023643-RA, AH016752-RA
OG0001561	FUN_019428-T1	AH010269-RA
OG0001562	FUN_037363-T1	AH009591-RA
OG0001562	FUN_041087-T1, FUN_041088-T1, FUN_018288-T1	AH011308-RA, AH018064-RA
OG0001563	FUN_034207-T2	AH011954-RA
OG0001563	FUN_051475-T1, FUN_034207-T1	AH010495-RA
OG0001564	FUN_005944-T1, FUN_005944-T2	AH016999-RA, AH015901-RA
OG0001565	FUN_011537-T1	AH017805-RA
OG0001566	FUN_021478-T1, FUN_021478-T2	AH016073-RA
OG0001566	FUN_001869-T1	AH021133-RA
OG0001567	FUN_052283-T1	AH010648-RA
OG0001567	FUN_033089-T2, FUN_033089-T1	AH008640-RA
OG0001568	FUN_022856-T2, FUN_022856-T1	AH019584-RA, AH012136-RA
OG0001569	FUN_015904-T1	AH000501-RA, AH001571-RA
OG0001569	FUN_026681-T1	AH014453-RA, AH020904-RA
OG0001570	FUN_053230-T1, FUN_037159-T1	AH009704-RA, AH015593-RA
OG0001571	FUN_026373-T3, FUN_026373-T1, FUN_026373-T2, FUN_015551-T1	AH020835-RA
OG0001572	FUN_026165-T1, FUN_026164-T1	AH014037-RA, AH020717-RA
OG0001573	FUN_018586-T1, FUN_040588-T1	AH018757-RA
OG0001573	FUN_015437-T1, FUN_015437-T2	AH012272-RA
OG0001573	FUN_049701-T1, FUN_037000-T1, FUN_037000-T2	AH009107-RA
OG0001575	FUN_030570-T2, FUN_030570-T1, FUN_030570-T3, FUN_009662-T1, FUN_009662-T2	AH005708-RA, AH003867-RA
OG0001575	FUN_033056-T2	AH020270-RA
OG0001576	FUN_037588-T1, FUN_048290-T1	AH019735-RA
OG0001577	FUN_027446-T1	AH000112-RA
OG0001577	FUN_048055-T1	AH009649-RA
OG0001577	FUN_041019-T1	AH018002-RA, AH011275-RA
OG0001578	FUN_048934-T1, FUN_048934-T2	AH013857-RA
OG0001579	FUN_001638-T1, FUN_020695-T1	AH014673-RA
OG0001579	FUN_012598-T1	AH006300-RA
OG0001580	FUN_032336-T1, FUN_020496-T1, FUN_014726-T1, FUN_032338-T1	AH021876-RA
OG0001582	FUN_017955-T1	AH001224-RA
OG0001582	FUN_034823-T1	AH014750-RA
OG0001582	FUN_052342-T1, FUN_036007-T1	AH015407-RA, AH010605-RA
OG0001583	FUN_042110-T3, FUN_042110-T1	AH018912-RA
OG0001584	FUN_013091-T1	AH013140-RA, AH022519-RA
OG0001585	FUN_002871-T1	AH023422-RA
OG0001586	FUN_039031-T1	AH012591-RA
OG0001587	FUN_010399-T1	AH003514-RA, AH006204-RA
OG0001587	FUN_004368-T1	AH003513-RA, AH006205-RA
OG0001587	FUN_010409-T1, FUN_004367-T1	AH003516-RA, AH006202-RA
OG0001588	FUN_005012-T1, FUN_024315-T1	AH008356-RA
OG0001589	FUN_026965-T1	AH008522-RA
OG0001589	FUN_026962-T1, FUN_026962-T2	AH008513-RA
OG0001590	FUN_026697-T1, FUN_046606-T1	AH020921-RA, AH014461-RA
OG0001590	FUN_031969-T1	AH004501-RA
OG0001591	FUN_027209-T1	AH008591-RA
OG0001592	FUN_036032-T1	AH007393-RA, AH011246-RA
OG0001593	FUN_009392-T1, FUN_032113-T1	AH004818-RA, AH004453-RA
OG0001594	FUN_037434-T1, FUN_048165-T1	AH009561-RA
OG0001595	FUN_017998-T2, FUN_017998-T1	AH018780-RA
OG0001596	FUN_022438-T1	AH007854-RA
OG0001596	FUN_022435-T1	AH010717-RA, AH007856-RA
OG0001597	FUN_029870-T1, FUN_029870-T2, FUN_029880-T1, FUN_016561-T1, FUN_029869-T1	AH000800-RA, AH002278-RA, AH022884-RA, AH016538-RA, AH016535-RA, AH016540-RA
OG0001598	FUN_041472-T1, FUN_017435-T2, FUN_017435-T1	AH018334-RA
OG0001598	FUN_041481-T1, FUN_041480-T1, FUN_041475-T1	AH012424-RA
OG0001600	FUN_032669-T1	AH004006-RA, AH005577-RA
OG0001601	FUN_009256-T1, FUN_032217-T1	AH004781-RA, AH004422-RA
OG0001601	FUN_010829-T1	AH002490-RA, AH017979-RA
OG0001602	FUN_010995-T1, FUN_010994-T1	AH017636-RA, AH017638-RA, AH017639-RA, AH017637-RA, AH002785-RA, AH002786-RA
OG0001603	FUN_033485-T1, FUN_033485-T3, FUN_033485-T4, FUN_033485-T2	AH005494-RA
OG0001604	FUN_041656-T1, FUN_041656-T4, FUN_041656-T5, FUN_041656-T7, FUN_041656-T3, FUN_041656-T6, FUN_041656-T2, FUN_017682-T5, FUN_017682-T1, FUN_017682-T2, FUN_017682-T3, FUN_017682-T4	AH018441-RA
OG0001605	FUN_012771-T1, FUN_012558-T1, FUN_028370-T2, FUN_028370-T1, FUN_028370-T3	AH021091-RA, AH014324-RA
OG0001606	FUN_011691-T1	AH007949-RA
OG0001616	FUN_030955-T2, FUN_030955-T1	AH019309-RA
OG0001617	FUN_051580-T1	AH010416-RA
OG0001617	FUN_050401-T1, FUN_025058-T1	AH013605-RA, AH013606-RA
OG0001618	FUN_000991-T1, FUN_000992-T2, FUN_000992-T1, FUN_000991-T2, FUN_037219-T1	AH000040-RA, AH015948-RA, AH015947-RA
OG0001619	FUN_005292-T1, FUN_038197-T1	AH016052-RA
OG0001620	FUN_031817-T1, FUN_025269-T1	AH004529-RA, AH005206-RA
OG0001621	FUN_052765-T1	AH010947-RA
OG0001622	FUN_007881-T1, FUN_052059-T1, FUN_004485-T1	AH006278-RA, AH003798-RA, AH005847-RA
OG0001623	FUN_002490-T2, FUN_013878-T3, FUN_013878-T1, FUN_013883-T1	AH007541-RA, AH012418-RA, AH019573-RA, AH010866-RA
