Orthogroup	P_amilis.proteins	L_sativa.proteins
OG0001402	FUN_029987-T1	Lsat_1_v5_gn_2_86141.4, Lsat_1_v5_gn_3_95801.1, Lsat_1_v5_gn_8_37801.3
OG0001403	FUN_016703-T1	Lsat_1_v5_gn_4_155240.2, Lsat_1_v5_gn_4_155240.1
OG0001403	FUN_020116-T1	Lsat_1_v5_gn_8_42780.1, Lsat_1_v5_gn_3_54160.1, Lsat_1_v5_gn_3_54160.3
OG0001404	FUN_046793-T1	Lsat_1_v5_gn_0_19300.1, Lsat_1_v5_gn_2_92041.1
OG0001404	FUN_047406-T1, FUN_010834-T1	Lsat_1_v5_gn_4_75360.1
OG0001405	FUN_047528-T1, FUN_016995-T2, FUN_016995-T1	Lsat_1_v5_gn_5_69640.1, Lsat_1_v5_gn_5_69640.3, Lsat_1_v5_gn_5_69780.1, Lsat_1_v5_gn_5_70100.1, Lsat_1_v5_gn_5_69560.1, Lsat_1_v5_gn_5_69960.1, Lsat_1_v5_gn_5_172540.1
OG0001406	FUN_010976-T1	Lsat_1_v5_gn_2_76540.1, Lsat_1_v5_gn_2_76540.2
OG0001407	FUN_039368-T1, FUN_039368-T2	Lsat_1_v5_gn_6_32800.2, Lsat_1_v5_gn_6_32800.1, Lsat_1_v5_gn_6_32480.1, Lsat_1_v5_gn_6_32480.2, Lsat_1_v5_gn_1_55900.1, Lsat_1_v5_gn_1_55900.3
OG0001407	FUN_039192-T1	Lsat_1_v5_gn_8_15940.1, Lsat_1_v5_gn_8_15940.2, Lsat_1_v5_gn_8_15960.1, Lsat_1_v5_gn_8_15820.1, Lsat_1_v5_gn_8_15820.3, Lsat_1_v5_gn_8_16060.1, Lsat_1_v5_gn_2_117661.1, Lsat_1_v5_gn_8_16261.1
OG0001419	FUN_047160-T1, FUN_047160-T2, FUN_047169-T1, FUN_045643-T1, FUN_006179-T1	Lsat_1_v5_gn_9_3541.2, Lsat_1_v5_gn_9_3541.3, Lsat_1_v5_gn_9_3541.1
OG0001420	FUN_030048-T1	Lsat_1_v5_gn_8_15361.2, Lsat_1_v5_gn_8_15361.1
OG0001420	FUN_030051-T1	Lsat_1_v5_gn_5_43341.1
OG0001422	FUN_010068-T1, FUN_030093-T1, FUN_047963-T1, FUN_047962-T1	Lsat_1_v5_gn_8_72921.2, Lsat_1_v5_gn_8_72921.1, Lsat_1_v5_gn_5_169461.1, Lsat_1_v5_gn_5_169461.2, Lsat_1_v5_gn_9_24661.1, Lsat_1_v5_gn_4_19841.4, Lsat_1_v5_gn_4_19841.3, Lsat_1_v5_gn_2_50080.1, Lsat_1_v5_gn_4_19841.1
OG0001423	FUN_010672-T1	Lsat_1_v5_gn_5_178201.3, Lsat_1_v5_gn_5_178201.1, Lsat_1_v5_gn_5_176800.1, Lsat_1_v5_gn_5_176800.3, Lsat_1_v5_gn_5_176701.5, Lsat_1_v5_gn_5_176701.2, Lsat_1_v5_gn_5_176701.1
OG0001424	FUN_014263-T1, FUN_000611-T1	Lsat_1_v5_gn_1_71640.3, Lsat_1_v5_gn_6_55000.1
OG0001425	FUN_024145-T1	Lsat_1_v5_gn_8_125861.1
OG0001425	FUN_003120-T1, FUN_000263-T1	Lsat_1_v5_gn_6_50860.1
OG0001427	FUN_001061-T1, FUN_043305-T1	Lsat_1_v5_gn_4_69561.3, Lsat_1_v5_gn_4_69561.1, Lsat_1_v5_gn_4_48420.2, Lsat_1_v5_gn_7_24281.1, Lsat_1_v5_gn_7_24281.3, Lsat_1_v5_gn_4_69561.2, Lsat_1_v5_gn_4_48420.1, Lsat_1_v5_gn_7_24281.2
OG0001428	FUN_024602-T1	Lsat_1_v5_gn_9_4220.2, Lsat_1_v5_gn_9_4220.1, Lsat_1_v5_gn_5_187320.1, Lsat_1_v5_gn_5_187320.3, Lsat_1_v5_gn_8_55941.1, Lsat_1_v5_gn_8_55941.4, Lsat_1_v5_gn_8_55941.5
OG0001431	FUN_011232-T1	Lsat_1_v5_gn_9_36081.1, Lsat_1_v5_gn_8_99861.1, Lsat_1_v5_gn_8_99861.2
OG0001431	FUN_049080-T1	Lsat_1_v5_gn_5_170940.1, Lsat_1_v5_gn_8_72081.1
OG0001432	FUN_003859-T1	Lsat_1_v5_gn_1_106381.2, Lsat_1_v5_gn_1_106381.3, Lsat_1_v5_gn_1_106381.1
OG0001432	FUN_032845-T1	Lsat_1_v5_gn_8_79521.1, Lsat_1_v5_gn_8_79521.2
OG0001433	FUN_034719-T1	Lsat_1_v5_gn_8_116801.1
OG0001433	FUN_036061-T1	Lsat_1_v5_gn_5_94621.1, Lsat_1_v5_gn_5_94461.1, Lsat_1_v5_gn_5_35720.1
OG0001434	FUN_014119-T1, FUN_047279-T1	Lsat_1_v5_gn_1_71541.3, Lsat_1_v5_gn_1_71541.1
OG0001434	FUN_000797-T2, FUN_000797-T3, FUN_000797-T1	Lsat_1_v5_gn_1_71501.1, Lsat_1_v5_gn_1_71501.2
OG0001435	FUN_030054-T1, FUN_039796-T1, FUN_047924-T1	Lsat_1_v5_gn_8_73960.1, Lsat_1_v5_gn_9_23601.1, Lsat_1_v5_gn_5_170161.1
OG0001437	FUN_001006-T1	Lsat_1_v5_gn_5_78420.2, Lsat_1_v5_gn_5_78420.1, Lsat_1_v5_gn_5_78420.3, Lsat_1_v5_gn_8_110041.2, Lsat_1_v5_gn_8_110041.1
OG0001438	FUN_039851-T1	Lsat_1_v5_gn_6_57180.2
OG0001438	FUN_052512-T1, FUN_036201-T1, FUN_036200-T1	Lsat_1_v5_gn_0_18421.1, Lsat_1_v5_gn_0_18421.3, Lsat_1_v5_gn_8_560.1, Lsat_1_v5_gn_8_560.4, Lsat_1_v5_gn_2_17500.3
OG0001439	FUN_007870-T1, FUN_026216-T1, FUN_021032-T1	Lsat_1_v5_gn_5_131341.1, Lsat_1_v5_gn_5_131341.2, Lsat_1_v5_gn_7_45641.2, Lsat_1_v5_gn_7_45641.1
OG0001439	FUN_002644-T1	Lsat_1_v5_gn_5_37441.2, Lsat_1_v5_gn_5_37441.1
OG0001441	FUN_038172-T2, FUN_038172-T1	Lsat_1_v5_gn_9_41380.3, Lsat_1_v5_gn_9_41380.1, Lsat_1_v5_gn_6_102860.3, Lsat_1_v5_gn_6_102860.1
OG0001442	FUN_030247-T1, FUN_001128-T1	Lsat_1_v5_gn_3_21881.3, Lsat_1_v5_gn_3_21881.1
OG0001443	FUN_024237-T2, FUN_024237-T1	Lsat_1_v5_gn_6_107660.1
OG0001444	FUN_030621-T1, FUN_043765-T1, FUN_018918-T1, FUN_030960-T1, FUN_030959-T1, FUN_046582-T1, FUN_008669-T1	Lsat_1_v5_gn_6_112060.3, Lsat_1_v5_gn_6_112060.1
OG0001445	FUN_030958-T1, FUN_030958-T2, FUN_018919-T1	Lsat_1_v5_gn_9_60480.3, Lsat_1_v5_gn_9_60480.1, Lsat_1_v5_gn_8_10961.2, Lsat_1_v5_gn_8_10961.1, Lsat_1_v5_gn_2_127520.4
OG0001446	FUN_027012-T1	Lsat_1_v5_gn_5_122401.1, Lsat_1_v5_gn_7_97240.2, Lsat_1_v5_gn_9_102721.1, Lsat_1_v5_gn_9_102721.2
OG0001447	FUN_027944-T1	Lsat_1_v5_gn_9_107121.2, Lsat_1_v5_gn_9_107121.1, Lsat_1_v5_gn_5_124161.1
OG0001447	FUN_012324-T1	Lsat_1_v5_gn_1_129821.1, Lsat_1_v5_gn_1_129821.3, Lsat_1_v5_gn_7_16701.1, Lsat_1_v5_gn_7_16701.2, Lsat_1_v5_gn_7_15740.1
OG0001448	FUN_045834-T1	Lsat_1_v5_gn_7_105960.1
OG0001448	FUN_008593-T1	Lsat_1_v5_gn_4_56520.2, Lsat_1_v5_gn_4_56520.1, Lsat_1_v5_gn_1_122940.3, Lsat_1_v5_gn_1_122940.1, Lsat_1_v5_gn_7_20680.1
OG0001449	FUN_050580-T1, FUN_002229-T1	Lsat_1_v5_gn_8_24221.2, Lsat_1_v5_gn_5_119301.1, Lsat_1_v5_gn_2_104400.4, Lsat_1_v5_gn_8_24221.3, Lsat_1_v5_gn_5_119301.3, Lsat_1_v5_gn_0_8021.1, Lsat_1_v5_gn_0_8021.2, Lsat_1_v5_gn_0_8021.3, Lsat_1_v5_gn_2_104400.2, Lsat_1_v5_gn_8_24221.1, Lsat_1_v5_gn_5_119301.2, Lsat_1_v5_gn_9_108360.2, Lsat_1_v5_gn_9_108360.1, Lsat_1_v5_gn_9_108360.5, Lsat_1_v5_gn_9_108360.4
OG0001451	FUN_000685-T1	Lsat_1_v5_gn_1_40680.1, Lsat_1_v5_gn_1_40680.3, Lsat_1_v5_gn_1_40680.2
OG0001452	FUN_012014-T1	Lsat_1_v5_gn_0_5300.2, Lsat_1_v5_gn_0_5300.1, Lsat_1_v5_gn_0_5300.3
OG0001452	FUN_046700-T3, FUN_046700-T4, FUN_046700-T1, FUN_046700-T2, FUN_008566-T2, FUN_008566-T1, FUN_008566-T3	Lsat_1_v5_gn_1_122220.3, Lsat_1_v5_gn_1_122220.1
OG0001453	FUN_046353-T1, FUN_046353-T2, FUN_046353-T3, FUN_046352-T1	Lsat_1_v5_gn_5_1401.1, Lsat_1_v5_gn_5_1401.3
OG0001454	FUN_046619-T1, FUN_011936-T1	Lsat_1_v5_gn_7_104141.1, Lsat_1_v5_gn_9_97440.1
OG0001454	FUN_043156-T1, FUN_036660-T1	Lsat_1_v5_gn_9_5320.1, Lsat_1_v5_gn_3_26840.1, Lsat_1_v5_gn_7_21680.1, Lsat_1_v5_gn_4_53920.1, Lsat_1_v5_gn_4_53920.3
OG0001455	FUN_042587-T2, FUN_042587-T1	Lsat_1_v5_gn_7_113621.1
OG0001456	FUN_008119-T1, FUN_014008-T1	Lsat_1_v5_gn_2_133060.1
OG0001456	FUN_049183-T1, FUN_037120-T1	Lsat_1_v5_gn_7_5801.1
OG0001456	FUN_040752-T1, FUN_018751-T1	Lsat_1_v5_gn_6_87620.1, Lsat_1_v5_gn_6_7160.2, Lsat_1_v5_gn_6_7160.1
OG0001457	FUN_035484-T1, FUN_008552-T1, FUN_012023-T1, FUN_012024-T1, FUN_045842-T1	Lsat_1_v5_gn_0_5501.1
OG0001458	FUN_026720-T2, FUN_026720-T1	Lsat_1_v5_gn_7_38860.3, Lsat_1_v5_gn_7_38860.1, Lsat_1_v5_gn_5_146440.1, Lsat_1_v5_gn_5_146440.3
OG0001459	FUN_020982-T1	Lsat_1_v5_gn_6_21500.1, Lsat_1_v5_gn_6_21500.2
OG0001460	FUN_044973-T1, FUN_008780-T1	Lsat_1_v5_gn_2_135100.1
OG0001461	FUN_040920-T1, FUN_040920-T2, FUN_040920-T3, FUN_007921-T2, FUN_007921-T3, FUN_007921-T1	Lsat_1_v5_gn_3_6640.1
OG0001461	FUN_037247-T1	Lsat_1_v5_gn_7_4740.1, Lsat_1_v5_gn_4_36001.1
OG0001462	FUN_009044-T2, FUN_009044-T1	Lsat_1_v5_gn_9_57081.1
OG0001462	FUN_018183-T1	Lsat_1_v5_gn_6_84720.3, Lsat_1_v5_gn_6_84720.1, Lsat_1_v5_gn_6_84720.2, Lsat_1_v5_gn_3_9900.3, Lsat_1_v5_gn_3_9900.1
OG0001463	FUN_037087-T2, FUN_037087-T3, FUN_037087-T1	Lsat_1_v5_gn_3_135001.3, Lsat_1_v5_gn_3_135001.1, Lsat_1_v5_gn_4_37201.1, Lsat_1_v5_gn_7_6880.1
OG0001464	FUN_029149-T1	Lsat_1_v5_gn_4_169761.2, Lsat_1_v5_gn_4_169761.1, Lsat_1_v5_gn_4_169761.3, Lsat_1_v5_gn_3_99721.3, Lsat_1_v5_gn_3_99721.1
OG0001464	FUN_032633-T1, FUN_032633-T2	Lsat_1_v5_gn_4_10620.3, Lsat_1_v5_gn_4_10620.1
OG0001465	FUN_041352-T1, FUN_017364-T1	Lsat_1_v5_gn_3_15800.1, Lsat_1_v5_gn_3_15800.3, Lsat_1_v5_gn_6_95261.1
OG0001465	FUN_049471-T1	Lsat_1_v5_gn_4_38360.1
OG0001466	FUN_005842-T1	Lsat_1_v5_gn_2_20801.2, Lsat_1_v5_gn_2_20801.1, Lsat_1_v5_gn_1_51221.2, Lsat_1_v5_gn_1_51221.1
OG0001466	FUN_018743-T1, FUN_040744-T1	Lsat_1_v5_gn_3_5800.1, Lsat_1_v5_gn_3_5800.3, Lsat_1_v5_gn_3_5680.1, Lsat_1_v5_gn_6_13121.1, Lsat_1_v5_gn_2_70021.1
OG0001467	FUN_049174-T1, FUN_049174-T2, FUN_037116-T1	Lsat_1_v5_gn_7_5861.1, Lsat_1_v5_gn_7_5861.3
OG0001468	FUN_002117-T3, FUN_002117-T2, FUN_002117-T4, FUN_002117-T5, FUN_002117-T1	Lsat_1_v5_gn_2_104501.1, Lsat_1_v5_gn_2_104501.3
OG0001469	FUN_046304-T2, FUN_046304-T1, FUN_044069-T2, FUN_044069-T1	Lsat_1_v5_gn_7_113921.1, Lsat_1_v5_gn_0_15201.1
OG0001470	FUN_002105-T1, FUN_012012-T1	Lsat_1_v5_gn_8_23801.2, Lsat_1_v5_gn_8_23801.1
OG0001470	FUN_020518-T1	Lsat_1_v5_gn_6_24301.2, Lsat_1_v5_gn_6_24301.1
OG0001471	FUN_043214-T1, FUN_047397-T1	Lsat_1_v5_gn_4_44761.1, Lsat_1_v5_gn_1_36341.1, Lsat_1_v5_gn_5_159581.3, Lsat_1_v5_gn_5_159581.1
OG0001472	FUN_047617-T1	Lsat_1_v5_gn_7_100500.1, Lsat_1_v5_gn_7_100500.2, Lsat_1_v5_gn_9_101640.2, Lsat_1_v5_gn_9_101640.1, Lsat_1_v5_gn_9_101640.3
OG0001473	FUN_027145-T3, FUN_027145-T2, FUN_027145-T4, FUN_027145-T1	Lsat_1_v5_gn_2_106480.1, Lsat_1_v5_gn_2_106480.2
OG0001474	FUN_030075-T1, FUN_030086-T1, FUN_030076-T1	Lsat_1_v5_gn_8_15080.1, Lsat_1_v5_gn_2_118200.1, Lsat_1_v5_gn_9_64961.1, Lsat_1_v5_gn_9_64961.2
OG0001475	FUN_002667-T1	Lsat_1_v5_gn_0_220.1
OG0001475	FUN_051883-T1	Lsat_1_v5_gn_3_45700.1, Lsat_1_v5_gn_8_125940.1, Lsat_1_v5_gn_4_74720.1
OG0001476	FUN_039398-T1, FUN_039398-T2	Lsat_1_v5_gn_2_112341.3, Lsat_1_v5_gn_2_112341.1, Lsat_1_v5_gn_2_112341.2, Lsat_1_v5_gn_2_101280.1
OG0001477	FUN_005288-T1	Lsat_1_v5_gn_3_34740.1, Lsat_1_v5_gn_3_34740.3
OG0001478	FUN_001485-T1	Lsat_1_v5_gn_8_16141.1, Lsat_1_v5_gn_8_16141.2
OG0001478	FUN_013088-T1, FUN_013089-T1, FUN_049315-T1	Lsat_1_v5_gn_8_78661.1
OG0001479	FUN_012423-T1	Lsat_1_v5_gn_7_17640.1, Lsat_1_v5_gn_7_17620.2, Lsat_1_v5_gn_7_17620.1
OG0001480	FUN_033947-T1	Lsat_1_v5_gn_5_156361.1, Lsat_1_v5_gn_5_156361.2
OG0001481	FUN_000328-T1	Lsat_1_v5_gn_5_164201.1, Lsat_1_v5_gn_5_164201.3
OG0001482	FUN_008236-T1, FUN_008233-T1	Lsat_1_v5_gn_6_17921.3, Lsat_1_v5_gn_6_17921.1, Lsat_1_v5_gn_6_17921.2
OG0001483	FUN_021707-T1, FUN_003522-T1	Lsat_1_v5_gn_3_105740.4
OG0001484	FUN_018635-T1	Lsat_1_v5_gn_9_30061.1, Lsat_1_v5_gn_9_30101.1, Lsat_1_v5_gn_5_154240.1, Lsat_1_v5_gn_5_154240.2
OG0001485	FUN_042695-T1	Lsat_1_v5_gn_9_89380.1, Lsat_1_v5_gn_9_89380.3, Lsat_1_v5_gn_9_89380.2, Lsat_1_v5_gn_7_116441.1, Lsat_1_v5_gn_7_116441.3
OG0001486	FUN_036734-T1	Lsat_1_v5_gn_8_152601.3
OG0001486	FUN_027414-T1	Lsat_1_v5_gn_8_152601.1, Lsat_1_v5_gn_3_56980.1, Lsat_1_v5_gn_8_152601.5, Lsat_1_v5_gn_3_56980.4, Lsat_1_v5_gn_4_4000.1
OG0001487	FUN_037324-T1	Lsat_1_v5_gn_7_2520.1, Lsat_1_v5_gn_7_2520.2, Lsat_1_v5_gn_4_33880.2
OG0001487	FUN_005247-T1	Lsat_1_v5_gn_6_13521.1
OG0001488	FUN_003438-T1, FUN_019419-T1, FUN_019419-T2, FUN_014079-T1	Lsat_1_v5_gn_6_67641.1, Lsat_1_v5_gn_1_75020.1, Lsat_1_v5_gn_1_75020.3
OG0001489	FUN_031977-T1, FUN_031975-T1, FUN_031992-T1	Lsat_1_v5_gn_4_2340.2, Lsat_1_v5_gn_4_2340.1
OG0001489	FUN_031339-T1	Lsat_1_v5_gn_4_184720.1
OG0001490	FUN_048342-T1	Lsat_1_v5_gn_6_38661.3, Lsat_1_v5_gn_6_38661.1, Lsat_1_v5_gn_1_61641.1, Lsat_1_v5_gn_1_61641.2
OG0001490	FUN_037645-T1	Lsat_1_v5_gn_1_26001.3, Lsat_1_v5_gn_1_26001.1, Lsat_1_v5_gn_6_111521.1
OG0001491	FUN_009067-T1, FUN_009062-T1, FUN_004638-T1, FUN_013777-T1, FUN_013776-T1, FUN_013781-T1	Lsat_1_v5_gn_9_56880.1, Lsat_1_v5_gn_9_56980.1, Lsat_1_v5_gn_2_134080.1, Lsat_1_v5_gn_4_156121.1, Lsat_1_v5_gn_2_133400.1
OG0001492	FUN_043113-T1	Lsat_1_v5_gn_9_50101.3, Lsat_1_v5_gn_9_50101.1, Lsat_1_v5_gn_9_50101.2
OG0001493	FUN_014862-T1	Lsat_1_v5_gn_6_1340.1, Lsat_1_v5_gn_6_1340.3, Lsat_1_v5_gn_6_116760.1, Lsat_1_v5_gn_1_41680.2, Lsat_1_v5_gn_1_41680.1
OG0001494	FUN_025321-T1, FUN_025321-T3, FUN_011459-T1, FUN_049084-T1	Lsat_1_v5_gn_1_29220.2
OG0001495	FUN_046868-T1	Lsat_1_v5_gn_3_27201.1, Lsat_1_v5_gn_3_27201.2, Lsat_1_v5_gn_8_33701.1, Lsat_1_v5_gn_8_33661.1
OG0001496	FUN_045359-T1, FUN_018903-T1	Lsat_1_v5_gn_8_61981.5, Lsat_1_v5_gn_8_61881.1, Lsat_1_v5_gn_8_61881.2, Lsat_1_v5_gn_8_61981.2
OG0001498	FUN_026401-T1, FUN_004630-T1	Lsat_1_v5_gn_4_182180.1, Lsat_1_v5_gn_4_182040.3, Lsat_1_v5_gn_4_182040.1
OG0001499	FUN_043297-T1, FUN_043299-T1, FUN_043298-T1, FUN_043301-T1	Lsat_1_v5_gn_4_52301.3, Lsat_1_v5_gn_4_52301.1
OG0001500	FUN_029711-T2, FUN_029711-T1	Lsat_1_v5_gn_3_96981.1, Lsat_1_v5_gn_3_96981.4
OG0001500	FUN_033788-T1	Lsat_1_v5_gn_8_36960.1, Lsat_1_v5_gn_8_36960.3
OG0001501	FUN_000641-T1, FUN_000641-T2	Lsat_1_v5_gn_9_78860.1, Lsat_1_v5_gn_9_78860.3
OG0001501	FUN_009283-T1, FUN_032171-T3, FUN_032171-T1, FUN_009283-T2, FUN_032171-T4, FUN_032171-T2	Lsat_1_v5_gn_3_28540.1, Lsat_1_v5_gn_4_5241.1
OG0001503	FUN_034568-T2, FUN_034568-T1	Lsat_1_v5_gn_7_13200.2, Lsat_1_v5_gn_7_13200.1, Lsat_1_v5_gn_7_13180.3, Lsat_1_v5_gn_7_13180.1, Lsat_1_v5_gn_7_13180.2, Lsat_1_v5_gn_7_13160.1, Lsat_1_v5_gn_4_63601.3, Lsat_1_v5_gn_4_63601.2, Lsat_1_v5_gn_4_63601.1
OG0001504	FUN_002753-T1	Lsat_1_v5_gn_2_57540.1, Lsat_1_v5_gn_6_61260.1, Lsat_1_v5_gn_9_81761.2, Lsat_1_v5_gn_9_81761.3, Lsat_1_v5_gn_9_81761.1
OG0001504	FUN_041334-T1, FUN_041327-T1	Lsat_1_v5_gn_9_81561.3, Lsat_1_v5_gn_9_81561.1, Lsat_1_v5_gn_9_81581.3, Lsat_1_v5_gn_9_81581.1, Lsat_1_v5_gn_2_57540.3, Lsat_1_v5_gn_2_57540.2
OG0001512	FUN_048949-T1, FUN_048949-T2, FUN_026445-T1	Lsat_1_v5_gn_2_27520.1, Lsat_1_v5_gn_2_27520.3, Lsat_1_v5_gn_2_27520.2, Lsat_1_v5_gn_2_27661.2, Lsat_1_v5_gn_2_27661.1, Lsat_1_v5_gn_2_27661.3
OG0001514	FUN_020216-T1, FUN_035459-T1	Lsat_1_v5_gn_3_36681.1, Lsat_1_v5_gn_3_36661.2, Lsat_1_v5_gn_3_36661.1, Lsat_1_v5_gn_3_36000.1
OG0001515	FUN_005320-T1	Lsat_1_v5_gn_7_100661.3, Lsat_1_v5_gn_3_113220.1, Lsat_1_v5_gn_3_113220.2, Lsat_1_v5_gn_1_38720.2, Lsat_1_v5_gn_7_110220.2
OG0001516	FUN_020419-T1	Lsat_1_v5_gn_2_63681.1
OG0001516	FUN_027317-T1	Lsat_1_v5_gn_1_63701.1, Lsat_1_v5_gn_2_99701.1
OG0001517	FUN_015192-T1	Lsat_1_v5_gn_5_71281.2, Lsat_1_v5_gn_5_71281.1, Lsat_1_v5_gn_3_121460.2, Lsat_1_v5_gn_3_121460.1
OG0001517	FUN_015189-T1	Lsat_1_v5_gn_3_121401.3, Lsat_1_v5_gn_3_121401.1, Lsat_1_v5_gn_5_71300.3, Lsat_1_v5_gn_5_71300.1
OG0001518	FUN_019108-T1, FUN_030362-T1	Lsat_1_v5_gn_9_61600.1, Lsat_1_v5_gn_9_61600.2, Lsat_1_v5_gn_2_124860.1, Lsat_1_v5_gn_8_11840.1
OG0001519	FUN_019063-T1, FUN_030426-T1	Lsat_1_v5_gn_9_123441.1
OG0001521	FUN_012891-T1	Lsat_1_v5_gn_3_24160.3, Lsat_1_v5_gn_3_24160.1, Lsat_1_v5_gn_5_52221.1
OG0001521	FUN_024698-T1	Lsat_1_v5_gn_5_189400.3, Lsat_1_v5_gn_5_189400.1
OG0001522	FUN_006744-T1	Lsat_1_v5_gn_5_16521.1, Lsat_1_v5_gn_1_24001.1
OG0001523	FUN_025140-T1	Lsat_1_v5_gn_1_68521.1, Lsat_1_v5_gn_1_68521.2, Lsat_1_v5_gn_1_68521.3
OG0001523	FUN_000293-T2, FUN_000293-T3, FUN_000293-T1, FUN_025139-T1	Lsat_1_v5_gn_4_79080.1, Lsat_1_v5_gn_4_79080.2
OG0001524	FUN_001645-T1	Lsat_1_v5_gn_4_130920.3, Lsat_1_v5_gn_4_130920.1, Lsat_1_v5_gn_4_130920.2, Lsat_1_v5_gn_1_124901.1
OG0001525	FUN_032824-T1, FUN_032824-T2	Lsat_1_v5_gn_8_81241.1, Lsat_1_v5_gn_8_81241.2
OG0001526	FUN_050393-T1, FUN_025060-T1, FUN_034881-T1	Lsat_1_v5_gn_7_50180.2, Lsat_1_v5_gn_5_178600.1, Lsat_1_v5_gn_5_178600.2, Lsat_1_v5_gn_8_87881.1, Lsat_1_v5_gn_9_18041.1, Lsat_1_v5_gn_8_87881.3
OG0001527	FUN_049132-T1, FUN_039029-T1, FUN_020344-T1, FUN_020344-T2, FUN_039029-T2	Lsat_1_v5_gn_6_117460.2, Lsat_1_v5_gn_6_117480.2, Lsat_1_v5_gn_6_117480.1, Lsat_1_v5_gn_6_117480.3, Lsat_1_v5_gn_6_117460.1, Lsat_1_v5_gn_6_69320.3, Lsat_1_v5_gn_6_69320.2, Lsat_1_v5_gn_6_69320.1
OG0001528	FUN_000105-T1, FUN_000296-T1	Lsat_1_v5_gn_2_101300.1
OG0001529	FUN_014546-T1	Lsat_1_v5_gn_5_104381.1, Lsat_1_v5_gn_5_104381.3
OG0001530	FUN_014761-T1, FUN_014761-T2	Lsat_1_v5_gn_1_69320.1
OG0001530	FUN_036234-T1	Lsat_1_v5_gn_0_14601.3, Lsat_1_v5_gn_0_14601.1
OG0001531	FUN_033007-T2, FUN_033007-T1	Lsat_1_v5_gn_2_36081.1
OG0001532	FUN_039137-T1	Lsat_1_v5_gn_6_69600.1
OG0001533	FUN_014894-T1, FUN_006624-T4, FUN_006624-T2, FUN_006624-T3, FUN_006624-T5, FUN_006624-T1	Lsat_1_v5_gn_6_1600.1, Lsat_1_v5_gn_6_1600.3
OG0001534	FUN_015920-T1, FUN_034600-T1	Lsat_1_v5_gn_2_52540.1, Lsat_1_v5_gn_2_52540.2, Lsat_1_v5_gn_2_52540.3, Lsat_1_v5_gn_6_54340.3, Lsat_1_v5_gn_6_54340.2, Lsat_1_v5_gn_6_54340.1, Lsat_1_v5_gn_1_67481.1, Lsat_1_v5_gn_1_67481.3
OG0001535	FUN_019075-T1, FUN_019075-T2, FUN_030415-T1	Lsat_1_v5_gn_2_124361.3, Lsat_1_v5_gn_2_124361.1
OG0001535	FUN_007692-T2, FUN_007692-T3, FUN_007692-T1	Lsat_1_v5_gn_5_173301.2, Lsat_1_v5_gn_5_173301.1
OG0001536	FUN_008546-T1, FUN_008537-T1, FUN_046816-T1	Lsat_1_v5_gn_7_18841.1, Lsat_1_v5_gn_1_122620.3, Lsat_1_v5_gn_1_122620.1
OG0001536	FUN_012530-T1, FUN_012542-T1, FUN_012548-T1	Lsat_1_v5_gn_4_116421.1, Lsat_1_v5_gn_4_57601.1
OG0001537	FUN_003833-T1, FUN_003834-T2, FUN_003834-T1	Lsat_1_v5_gn_8_84940.4, Lsat_1_v5_gn_8_84940.1
OG0001538	FUN_024344-T1	Lsat_1_v5_gn_5_110501.3, Lsat_1_v5_gn_5_110501.1, Lsat_1_v5_gn_5_110501.4
OG0001539	FUN_038846-T3, FUN_038846-T2, FUN_038846-T1	Lsat_1_v5_gn_8_5081.1, Lsat_1_v5_gn_8_5081.2, Lsat_1_v5_gn_6_56501.3, Lsat_1_v5_gn_6_56501.1
OG0001540	FUN_046496-T3, FUN_046496-T1	Lsat_1_v5_gn_5_661.3, Lsat_1_v5_gn_5_661.2, Lsat_1_v5_gn_5_661.1
OG0001540	FUN_004636-T1	Lsat_1_v5_gn_5_162541.2, Lsat_1_v5_gn_5_162541.1
OG0001541	FUN_017225-T1	Lsat_1_v5_gn_2_128021.1, Lsat_1_v5_gn_9_50700.1
OG0001542	FUN_052331-T1, FUN_014206-T1, FUN_000700-T1	Lsat_1_v5_gn_7_63581.1, Lsat_1_v5_gn_7_63620.1, Lsat_1_v5_gn_7_63880.1, Lsat_1_v5_gn_7_63540.1, Lsat_1_v5_gn_9_84961.1, Lsat_1_v5_gn_9_85041.1, Lsat_1_v5_gn_9_85080.1
OG0001543	FUN_014563-T1	Lsat_1_v5_gn_3_47360.3, Lsat_1_v5_gn_3_47360.1
OG0001543	FUN_042743-T1, FUN_025713-T1	Lsat_1_v5_gn_2_6641.1, Lsat_1_v5_gn_2_6641.2, Lsat_1_v5_gn_2_6661.3, Lsat_1_v5_gn_2_6661.1, Lsat_1_v5_gn_2_6581.1, Lsat_1_v5_gn_2_5500.1, Lsat_1_v5_gn_8_28941.1
OG0001544	FUN_029572-T1	Lsat_1_v5_gn_5_34640.1
OG0001544	FUN_048634-T1, FUN_048634-T2	Lsat_1_v5_gn_6_103160.2, Lsat_1_v5_gn_6_103160.1
OG0001544	FUN_051830-T2, FUN_051830-T1, FUN_045611-T1	Lsat_1_v5_gn_7_81941.1
OG0001545	FUN_003022-T1	Lsat_1_v5_gn_7_20720.1
OG0001545	FUN_024489-T1, FUN_024488-T1, FUN_024488-T2	Lsat_1_v5_gn_1_24280.1, Lsat_1_v5_gn_4_131280.1
