Orthogroup	P_amilis.proteins	S_lycopersicum.proteins
OG0001666	FUN_013895-T1, FUN_013879-T1, FUN_013879-T2, FUN_013879-T3, FUN_022839-T1	Solyc03g025530.3.1, Solyc06g036020.1.1
OG0001667	FUN_049113-T3, FUN_049113-T2, FUN_049113-T1	Solyc01g094610.3.1
OG0001668	FUN_050083-T1, FUN_023991-T1	Solyc03g122270.3.1
OG0001668	FUN_012779-T2, FUN_012779-T3, FUN_012779-T1	Solyc07g042080.3.1, Solyc12g009160.2.1
OG0001669	FUN_050082-T1, FUN_050082-T2, FUN_050082-T3	Solyc03g122280.3.1
OG0001670	FUN_003340-T1	Solyc09g008010.3.1
OG0001671	FUN_036676-T1, FUN_036676-T2	Solyc02g077890.3.1, Solyc07g053800.3.1
OG0001672	FUN_027575-T1, FUN_027575-T2, FUN_027575-T3, FUN_027575-T4	Solyc07g056260.3.1
OG0001673	FUN_043075-T1	Solyc09g075530.3.1
OG0001673	FUN_051540-T1	Solyc01g100170.3.1
OG0001674	FUN_033941-T1, FUN_033941-T2	Solyc10g078370.2.1, Solyc10g080880.2.1
OG0001674	FUN_011676-T1, FUN_011676-T3, FUN_011676-T2	Solyc03g118740.3.1
OG0001675	FUN_021973-T1, FUN_021972-T1, FUN_021972-T2, FUN_021972-T3, FUN_021973-T2, FUN_021973-T4, FUN_021973-T3	Solyc04g009740.3.1, Solyc11g006620.2.1
OG0001675	FUN_048728-T1	Solyc10g081940.2.1
OG0001676	FUN_041253-T1, FUN_041255-T1, FUN_017279-T1, FUN_039697-T1	Solyc01g090190.3.1
OG0001677	FUN_042223-T1, FUN_042223-T5, FUN_042223-T3, FUN_042223-T2, FUN_042223-T4	Solyc08g023500.3.1
OG0001678	FUN_031584-T1	Solyc02g069860.3.1
OG0001679	FUN_008068-T1, FUN_008071-T1, FUN_042038-T1	Solyc10g076360.1.1, Solyc09g015155.1.1
OG0001679	FUN_029353-T1	Solyc06g050570.2.1
OG0001680	FUN_034878-T1	Solyc02g071250.3.1
OG0001682	FUN_027098-T1	Solyc11g069800.1.1, Solyc04g079730.1.1
OG0001683	FUN_018407-T1, FUN_018407-T2	Solyc08g082720.3.1
OG0001684	FUN_016354-T1	Solyc01g103570.3.1
OG0001685	FUN_005763-T1	Solyc09g091090.2.1
OG0001685	FUN_043640-T2, FUN_043640-T1, FUN_024897-T1	Solyc09g064160.3.1, Solyc06g008050.3.1, Solyc06g083700.3.1
OG0001686	FUN_010985-T1, FUN_053302-T1	Solyc06g053810.3.1
OG0001686	FUN_050815-T1, FUN_011603-T1	Solyc06g031670.2.1, Solyc08g059750.2.1
OG0001687	FUN_001593-T3, FUN_001593-T2, FUN_001593-T1	Solyc04g080240.3.1
OG0001688	FUN_025137-T2, FUN_025137-T1, FUN_025137-T3	Solyc05g055690.2.1, Solyc06g084210.3.1
OG0001689	FUN_008123-T1, FUN_008123-T2	Solyc02g067730.2.1, Solyc02g067720.1.1, Solyc02g086850.2.1
OG0001689	FUN_035681-T1	Solyc09g064740.3.1
OG0001690	FUN_037927-T1	Solyc11g013240.2.1
OG0001691	FUN_024889-T3, FUN_024889-T2, FUN_024889-T1, FUN_043585-T1	Solyc06g083660.3.1, Solyc09g063090.3.1
OG0001692	FUN_051480-T2, FUN_051480-T1, FUN_034219-T2, FUN_034219-T1	Solyc06g068680.3.1, Solyc03g117980.3.1, Solyc01g099620.3.1
OG0001693	FUN_052426-T2, FUN_052426-T1	Solyc01g100530.3.1
OG0001694	FUN_011165-T1	Solyc12g036300.2.1
OG0001696	FUN_014032-T1, FUN_014032-T2	Solyc10g080730.2.1, Solyc12g019740.2.1
OG0001696	FUN_011095-T1	Solyc03g115870.3.1, Solyc06g069727.1.1
OG0001697	FUN_031944-T1, FUN_025332-T1	Solyc05g015070.3.1
OG0001698	FUN_017650-T1, FUN_041634-T1, FUN_041634-T2	Solyc08g076540.3.1, Solyc11g066910.2.1, Solyc06g062360.3.1, Solyc08g005200.3.1
OG0001699	FUN_031740-T2, FUN_031740-T1	Solyc04g008700.3.1
OG0001700	FUN_033893-T1, FUN_023482-T1	Solyc04g005440.1.1, Solyc05g012490.1.1, Solyc01g010410.3.1
OG0001700	FUN_045436-T1, FUN_011168-T1	Solyc03g115450.1.1
OG0001702	FUN_050431-T1, FUN_025029-T1	Solyc06g083310.3.1
OG0001702	FUN_029695-T2, FUN_029695-T1	Solyc02g089440.3.1
OG0001703	FUN_016583-T2, FUN_016583-T1	Solyc03g119350.2.1
OG0001704	FUN_030055-T2, FUN_030055-T1	Solyc05g054410.3.1, Solyc04g011650.3.1
OG0001705	FUN_012941-T1, FUN_018373-T1, FUN_046189-T1, FUN_046194-T1	Solyc12g040450.2.1, Solyc12g040710.1.1
OG0001717	FUN_015785-T1	Solyc11g005540.1.1
OG0001717	FUN_042897-T1	Solyc11g005500.1.1
OG0001718	FUN_052374-T1	Solyc01g100930.3.1
OG0001718	FUN_011026-T1, FUN_015872-T1	Solyc01g005610.3.1, Solyc01g079160.3.1
OG0001719	FUN_042650-T1, FUN_051635-T1	Solyc05g055230.2.1, Solyc11g006690.1.1
OG0001721	FUN_030691-T1, FUN_030690-T1	Solyc02g085110.3.1, Solyc02g085120.3.1, Solyc02g062650.3.1
OG0001723	FUN_018915-T1, FUN_018915-T2, FUN_030964-T2, FUN_030964-T1	Solyc03g095250.3.1, Solyc06g048470.3.1
OG0001724	FUN_002451-T1, FUN_024626-T2, FUN_024626-T1	Solyc09g074113.1.1
OG0001725	FUN_049143-T1, FUN_049143-T2, FUN_026271-T1	Solyc06g007360.3.1, Solyc02g070340.3.1
OG0001726	FUN_020815-T1	Solyc04g064530.1.1
OG0001727	FUN_008141-T1, FUN_008140-T1	Solyc10g076880.2.1
OG0001727	FUN_048964-T1	Solyc01g009200.3.1, Solyc01g009215.1.1, Solyc09g007140.3.1, Solyc11g071560.2.1, Solyc01g009220.3.1
OG0001728	FUN_024753-T1	Solyc09g075190.3.1
OG0001729	FUN_015227-T1	Solyc03g005440.3.1, Solyc09g089570.3.1
OG0001730	FUN_035635-T3, FUN_035635-T1, FUN_035635-T2	Solyc06g008600.3.1, Solyc06g084040.3.1, Solyc09g065990.3.1
OG0001731	FUN_020563-T1	Solyc01g090550.3.1
OG0001731	FUN_020491-T1, FUN_048923-T1, FUN_040379-T1	Solyc05g055160.3.1
OG0001732	FUN_051398-T1, FUN_000480-T1	Solyc01g079870.3.1
OG0001733	FUN_014613-T1	Solyc04g025280.3.1
OG0001733	FUN_014612-T1, FUN_053164-T4, FUN_053164-T2, FUN_053164-T3, FUN_053164-T1	Solyc06g075130.3.1, Solyc11g069530.2.1
OG0001734	FUN_030795-T1, FUN_018850-T1	Solyc03g078380.1.1, Solyc11g005270.1.1
OG0001734	FUN_032722-T1	Solyc10g079560.1.1, Solyc04g039900.1.1
OG0001735	FUN_030207-T1	Solyc06g076760.2.1
OG0001736	FUN_000788-T1, FUN_014120-T1	Solyc12g019460.2.1, Solyc08g014420.3.1
OG0001736	FUN_027471-T1	Solyc06g005170.3.1
OG0001737	FUN_034069-T1, FUN_034069-T2, FUN_034069-T3	Solyc03g114040.3.1
OG0001738	FUN_005718-T1	Solyc04g051650.3.1, Solyc04g051640.3.1
OG0001738	FUN_027196-T1, FUN_024999-T2, FUN_024999-T1	Solyc09g091910.2.1
OG0001739	FUN_042970-T1, FUN_024763-T1	Solyc09g075230.1.1, Solyc09g075260.3.1
OG0001739	FUN_024761-T1	Solyc09g075220.1.1
OG0001740	FUN_021600-T1	Solyc12g042750.2.1, Solyc03g116780.3.1, Solyc06g068180.3.1
OG0001740	FUN_026117-T1, FUN_007763-T1, FUN_007763-T2	Solyc12g009620.2.1, Solyc07g007960.3.1
OG0001741	FUN_052078-T1	Solyc01g106400.3.1
OG0001741	FUN_005634-T2, FUN_005634-T1	Solyc10g047930.2.1
OG0001742	FUN_039210-T1	Solyc06g042960.2.1, Solyc06g042980.3.1
OG0001742	FUN_053240-T1	Solyc06g042950.3.1
OG0001744	FUN_025041-T1, FUN_047741-T2, FUN_047741-T1	Solyc06g083210.3.1
OG0001745	FUN_019234-T1, FUN_029529-T1	Solyc02g090210.3.1
OG0001746	FUN_031092-T1	Solyc02g083800.3.1
OG0001747	FUN_025731-T2, FUN_025731-T1	Solyc04g081930.3.1
OG0001747	FUN_028956-T1	Solyc03g033320.3.1, Solyc02g083390.3.1
OG0001748	FUN_024496-T1, FUN_024497-T1	Solyc12g088400.1.1, Solyc12g088390.1.1, Solyc04g077980.1.1
OG0001749	FUN_001524-T1	Solyc03g044580.1.1, Solyc02g090590.1.1
OG0001749	FUN_017077-T1, FUN_029472-T1	Solyc03g044530.1.1
OG0001750	FUN_051811-T1	Solyc02g021340.3.1
OG0001750	FUN_025640-T1	Solyc04g082540.2.1
OG0001751	FUN_025524-T1, FUN_031136-T1	Solyc02g061960.3.1, Solyc02g061980.3.1
OG0001752	FUN_002408-T1, FUN_046142-T1	Solyc10g074490.2.1, Solyc01g112070.3.1
OG0001753	FUN_009466-T1, FUN_030687-T2, FUN_030687-T3, FUN_030687-T1, FUN_030687-T4	Solyc03g034020.3.1, Solyc02g085140.3.1
OG0001754	FUN_038101-T1	Solyc04g074720.3.1, Solyc12g057130.2.1
OG0001755	FUN_011645-T1	Solyc05g008580.3.1, Solyc04g007520.3.1
OG0001756	FUN_038537-T1, FUN_038538-T1	Solyc01g020378.1.1, Solyc12g088840.1.1
OG0001757	FUN_005676-T1, FUN_041105-T1	Solyc01g106200.2.1
OG0001758	FUN_004184-T1, FUN_007798-T1	Solyc02g082450.3.1, Solyc03g032080.3.1
OG0001759	FUN_050574-T1	Solyc01g109770.3.1
OG0001761	FUN_035809-T3, FUN_035809-T1	Solyc03g006070.3.1, Solyc02g072300.3.1
OG0001761	FUN_035809-T2, FUN_035809-T4	Solyc07g055200.3.1
OG0001762	FUN_022495-T1	Solyc02g081550.3.1
OG0001762	FUN_015606-T1	Solyc07g055320.3.1
OG0001763	FUN_008439-T2, FUN_008439-T1	Solyc10g044670.2.1
OG0001763	FUN_027339-T3, FUN_027339-T2, FUN_027339-T1	Solyc07g045480.3.1
OG0001764	FUN_034772-T1	Solyc02g070870.3.1
OG0001764	FUN_047612-T1	Solyc02g068390.3.1
OG0001765	FUN_024514-T1, FUN_024517-T1	Solyc12g088530.2.1, Solyc12g088470.2.1, Solyc12g088500.2.1, Solyc12g088520.2.1, Solyc04g078310.3.1
OG0001766	FUN_011801-T1, FUN_010429-T1, FUN_010423-T1, FUN_017457-T1, FUN_010426-T1, FUN_027494-T1, FUN_051206-T1, FUN_051205-T1, FUN_051203-T2, FUN_051203-T1, FUN_010430-T1, FUN_051202-T1	Solyc11g010400.2.1, Solyc11g010410.2.1, Solyc02g070080.3.1, Solyc06g083910.3.1, Solyc09g066310.3.1, Solyc09g066320.2.1
OG0001767	FUN_040779-T1	Solyc08g080540.3.1
OG0001767	FUN_013973-T1, FUN_009192-T1	Solyc03g026020.3.1
OG0001768	FUN_006443-T1	Solyc03g121040.3.1
OG0001769	FUN_005943-T1	Solyc05g025500.3.1
OG0001769	FUN_006026-T1, FUN_034025-T1, FUN_028704-T1	Solyc07g017730.3.1
OG0001770	FUN_005682-T1	Solyc09g010650.1.1
OG0001770	FUN_027852-T1	Solyc12g009065.1.1
OG0001771	FUN_005399-T1	Solyc03g116490.1.1, Solyc06g068020.1.1
OG0001772	FUN_015498-T1	Solyc07g008770.3.1
OG0001772	FUN_050226-T1, FUN_025188-T1	Solyc06g063320.3.1
OG0001773	FUN_018351-T1, FUN_041166-T1	Solyc08g082420.3.1, Solyc12g055950.2.1
OG0001774	FUN_040686-T1	Solyc08g080030.3.1
OG0001774	FUN_000044-T1	Solyc01g093990.3.1, Solyc01g093975.1.1
OG0001775	FUN_003445-T1, FUN_041252-T2, FUN_041252-T1	Solyc11g012810.2.1
OG0001775	FUN_013941-T1, FUN_006190-T1, FUN_006190-T2	Solyc02g069810.2.1
OG0001776	FUN_027795-T1	Solyc05g041170.2.1, Solyc10g055100.1.1, Solyc10g055160.2.1, Solyc10g055005.1.1, Solyc10g049555.1.1, Solyc10g055040.2.1, Solyc10g055010.2.1, Solyc10g054950.2.1, Solyc10g055020.2.1, Solyc10g049510.2.1, Solyc10g054980.2.1, Solyc10g055070.1.1, Solyc10g055150.1.1, Solyc10g055025.1.1, Solyc10g055130.2.1, Solyc10g054967.1.1, Solyc12g062270.1.1, Solyc10g055030.1.1, Solyc12g021195.1.1, Solyc10g049550.2.1
OG0001777	FUN_048210-T2, FUN_048210-T1, FUN_037506-T2, FUN_037506-T1	Solyc01g096180.3.1, Solyc10g009330.3.1
OG0001778	FUN_017357-T1, FUN_041340-T1, FUN_049477-T1	Solyc06g061000.3.1
OG0001779	FUN_026765-T2, FUN_026765-T3, FUN_026765-T1	Solyc07g009490.3.1, Solyc05g046300.3.1
OG0001780	FUN_040958-T1, FUN_008028-T1, FUN_040964-T1	Solyc08g008080.1.1, Solyc08g081370.1.1
OG0001781	FUN_007990-T1	Solyc08g080740.3.1
OG0001781	FUN_030202-T2, FUN_030202-T1, FUN_019163-T2, FUN_019163-T1	Solyc05g052780.3.1
OG0001782	FUN_048366-T1	Solyc02g078190.3.1
OG0001782	FUN_001844-T1	Solyc05g056020.3.1, Solyc04g049330.3.1
OG0001783	FUN_047001-T1	Solyc03g061600.3.1
OG0001784	FUN_046409-T1, FUN_046409-T2	Solyc12g015850.1.1
OG0001784	FUN_012328-T1	Solyc07g006910.3.1
OG0001785	FUN_034595-T1	Solyc03g121770.2.1
OG0001785	FUN_001866-T1	Solyc07g040710.3.1, Solyc12g008960.2.1
OG0001786	FUN_009066-T4, FUN_009066-T3, FUN_009066-T2, FUN_009066-T1, FUN_009064-T2, FUN_009064-T1, FUN_009065-T3, FUN_009065-T2, FUN_009065-T1	Solyc02g069670.3.1, Solyc04g009630.3.1
OG0001787	FUN_048960-T1, FUN_048960-T3, FUN_048960-T4, FUN_048960-T2	Solyc01g088200.3.1, Solyc01g088230.3.1, Solyc01g088170.4.1, Solyc11g071610.2.1, Solyc11g071620.3.1, Solyc11g071580.2.1, Solyc01g088220.2.1, Solyc11g071600.2.1, Solyc11g071590.1.1, Solyc01g009235.1.1
OG0001788	FUN_012236-T3, FUN_012236-T2, FUN_012236-T1, FUN_035775-T1, FUN_035774-T1	Solyc11g012080.2.1
OG0001789	FUN_036590-T1, FUN_036593-T1, FUN_036592-T1, FUN_036591-T1, FUN_036553-T1	Solyc02g078590.1.1
OG0001789	FUN_005619-T1, FUN_005620-T1	Solyc10g076780.1.1, Solyc09g014390.1.1
OG0001790	FUN_041812-T1, FUN_017899-T1, FUN_041811-T1	Solyc06g066170.3.1
OG0001791	FUN_009969-T4, FUN_009969-T2, FUN_009969-T1, FUN_009969-T3, FUN_044095-T2, FUN_044095-T3, FUN_044095-T4, FUN_044095-T1	Solyc07g064740.3.1
OG0001793	FUN_019139-T1	Solyc09g014450.3.1
OG0001793	FUN_008759-T1	Solyc02g078540.3.1, Solyc03g006510.3.1
OG0001794	FUN_000964-T1, FUN_034805-T1	Solyc04g010240.3.1, Solyc06g075620.3.1, Solyc05g054810.3.1
OG0001795	FUN_005024-T1, FUN_005022-T1, FUN_005024-T3	Solyc08g066700.3.1
OG0001796	FUN_004102-T1, FUN_012885-T1	Solyc03g095500.3.1
OG0001799	FUN_039433-T1	Solyc10g084370.2.1
OG0001800	FUN_048935-T1	Solyc11g071780.1.1, Solyc01g009250.3.1
OG0001800	FUN_008091-T1	Solyc01g006790.2.1
OG0001801	FUN_029063-T1	Solyc02g091540.3.1
OG0001801	FUN_033357-T1	Solyc04g074100.3.1, Solyc04g007840.3.1
OG0001802	FUN_030966-T1, FUN_018909-T3, FUN_018909-T2, FUN_018909-T1	Solyc04g009465.1.1, Solyc04g009500.3.1
OG0001803	FUN_009465-T1, FUN_030688-T1	Solyc03g033980.3.1, Solyc04g071750.3.1, Solyc02g062670.3.1, Solyc02g085130.3.1, Solyc04g071755.1.1
OG0001804	FUN_020430-T1	Solyc04g005390.2.1
OG0001805	FUN_009009-T1, FUN_009009-T2	Solyc03g007810.3.1
OG0001805	FUN_017480-T1, FUN_041507-T1	Solyc08g077180.3.1
OG0001806	FUN_020183-T3, FUN_020183-T2, FUN_020183-T4, FUN_020183-T1	Solyc11g062010.2.1
OG0001808	FUN_011375-T1, FUN_047000-T1	Solyc05g024160.3.1
OG0001810	FUN_050841-T1, FUN_011566-T1	Solyc09g065820.3.1
OG0001810	FUN_002577-T1	Solyc03g005350.3.1, Solyc09g083220.3.1
OG0001811	FUN_043546-T1	Solyc11g008790.2.1
OG0001812	FUN_047450-T1, FUN_010913-T1	Solyc06g071320.3.1, Solyc03g114020.3.1
OG0001812	FUN_009169-T1, FUN_032314-T1	Solyc05g006030.3.1
OG0001813	FUN_049709-T1	Solyc01g091300.3.1
OG0001813	FUN_040599-T3, FUN_018591-T1, FUN_018591-T2, FUN_018593-T1, FUN_018593-T2	Solyc08g079520.3.1
OG0001814	FUN_011080-T1	Solyc03g116030.3.1
OG0001814	FUN_023366-T1	Solyc01g010880.3.1, Solyc05g007670.3.1
OG0001815	FUN_045435-T1, FUN_011163-T1	Solyc06g069570.3.1, Solyc03g115470.3.1
OG0001815	FUN_023476-T2, FUN_023476-T1	Solyc05g012520.3.1
OG0001816	FUN_029691-T1	Solyc02g089480.1.1
OG0001816	FUN_029692-T1, FUN_029693-T1	Solyc02g089460.1.1, Solyc02g089470.1.1
OG0001817	FUN_013010-T1, FUN_013010-T2, FUN_017603-T1	Solyc08g076810.3.1, Solyc08g076780.2.1, Solyc08g005120.3.1, Solyc08g076790.3.1, Solyc06g061280.3.1
OG0001818	FUN_015750-T1	Solyc10g008360.2.1
OG0001819	FUN_047533-T3, FUN_047533-T1, FUN_047533-T2	Solyc03g113250.3.1
OG0001819	FUN_032444-T1	Solyc04g005790.3.1, Solyc05g007000.3.1, Solyc05g006990.3.1
OG0001820	FUN_009340-T2, FUN_009340-T1	Solyc05g013490.3.1
OG0001821	FUN_045264-T1	Solyc06g072750.3.1, Solyc03g097120.3.1
OG0001821	FUN_041627-T1	Solyc08g076590.3.1, Solyc08g005170.3.1
OG0001823	FUN_005105-T1, FUN_005090-T1, FUN_005093-T1, FUN_005097-T1, FUN_005074-T1, FUN_005075-T1, FUN_005089-T1	Solyc08g062330.3.1, Solyc08g021880.1.1, Solyc08g062360.3.1
OG0001824	FUN_053250-T1	Solyc10g018790.1.1
OG0001833	FUN_030486-T1, FUN_047050-T1	Solyc07g016020.1.1, Solyc07g016040.2.1, Solyc07g015985.1.1, Solyc07g032580.2.1
OG0001834	FUN_044741-T1, FUN_036075-T1	Solyc01g079420.3.1
OG0001835	FUN_021025-T1, FUN_048745-T1	Solyc11g068420.2.1, Solyc01g009520.3.1
OG0001836	FUN_035645-T1, FUN_002550-T1	Solyc01g097790.3.1
OG0001837	FUN_046463-T1	Solyc07g065900.3.1
OG0001837	FUN_020541-T1, FUN_005835-T1	Solyc10g083570.2.1, Solyc09g009260.3.1
OG0001838	FUN_024641-T1	Solyc06g008880.3.1
OG0001838	FUN_020187-T2, FUN_020187-T1	Solyc01g080690.3.1
OG0001841	FUN_002646-T1, FUN_035692-T1, FUN_035692-T2	Solyc01g097010.3.1
OG0001843	FUN_034073-T1, FUN_003526-T1, FUN_001041-T1, FUN_003529-T1	Solyc09g092500.1.1, Solyc12g098590.2.1
OG0001844	FUN_019911-T1	Solyc07g032430.1.1, Solyc07g032420.2.1, Solyc10g047460.1.1, Solyc05g007065.1.1, Solyc10g047400.1.1, Solyc08g022150.1.1
OG0001845	FUN_011178-T1	Solyc05g007740.2.1
OG0001846	FUN_010059-T2, FUN_010059-T1	Solyc10g086580.2.1, Solyc09g011080.3.1
OG0001847	FUN_013642-T2, FUN_013642-T1, FUN_008836-T1	Solyc03g083030.3.1
OG0001848	FUN_033577-T1, FUN_020154-T1	Solyc05g009450.2.1, Solyc04g007170.3.1
OG0001850	FUN_036236-T1, FUN_036237-T1	Solyc01g008200.3.1
OG0001851	FUN_011342-T1, FUN_011342-T2, FUN_047052-T2, FUN_047052-T3, FUN_047052-T1	Solyc03g118290.3.1, Solyc12g042077.1.1
OG0001852	FUN_024800-T1, FUN_024800-T2, FUN_043074-T1	Solyc09g075490.3.1
OG0001852	FUN_020107-T1, FUN_033513-T1	Solyc05g009020.3.1
OG0001853	FUN_030714-T1	Solyc02g084990.3.1
OG0001853	FUN_038331-T1	Solyc04g080620.3.1, Solyc01g008710.4.1, Solyc01g008720.2.1
OG0001854	FUN_029341-T2, FUN_029341-T1, FUN_019030-T1	Solyc06g050730.3.1
OG0001855	FUN_020575-T1	Solyc03g063050.1.1, Solyc03g063030.3.1, Solyc11g008440.2.1
OG0001856	FUN_044209-T1	Solyc12g087980.2.1
OG0001856	FUN_003493-T1	Solyc09g092270.3.1
OG0001857	FUN_015016-T2, FUN_015016-T1	Solyc03g005690.3.1, Solyc09g090680.3.1
OG0001857	FUN_024853-T1	Solyc06g083750.3.1
OG0001859	FUN_004107-T1	Solyc09g048980.3.1
OG0001860	FUN_049741-T1, FUN_038492-T1, FUN_038491-T1	Solyc04g080850.3.1
OG0001861	FUN_018810-T4, FUN_018810-T1, FUN_018810-T3, FUN_018810-T2, FUN_018809-T2, FUN_018809-T3, FUN_018809-T1	Solyc01g102660.3.1
OG0001862	FUN_027044-T1, FUN_027044-T2, FUN_027044-T3, FUN_001515-T1	Solyc12g088920.2.1, Solyc04g079300.3.1
OG0001863	FUN_029399-T1, FUN_047178-T1, FUN_051758-T1	Solyc01g107910.3.1, Solyc10g050160.2.1
OG0001865	FUN_029093-T1, FUN_029093-T2	Solyc11g007800.2.1
OG0001866	FUN_029701-T1, FUN_031251-T1	Solyc02g090110.3.1
OG0001867	FUN_035969-T1, FUN_035970-T1, FUN_052306-T1	Solyc07g008820.3.1
OG0001867	FUN_028285-T1, FUN_028283-T1	Solyc07g042020.3.1, Solyc12g009150.2.1
OG0001868	FUN_001568-T1	Solyc12g089060.2.1, Solyc04g080030.3.1
OG0001869	FUN_001115-T1	Solyc02g063010.3.1
OG0001869	FUN_001574-T1	Solyc12g089040.2.1, Solyc04g079980.3.1
OG0001870	FUN_038628-T4, FUN_038628-T2, FUN_044195-T1	Solyc04g076380.3.1
OG0001870	FUN_026823-T2, FUN_026823-T1, FUN_026823-T3	Solyc07g019460.3.1
OG0001871	FUN_007927-T2, FUN_007927-T1	Solyc12g088420.2.1, Solyc04g078040.3.1
OG0001871	FUN_039728-T1	Solyc01g107240.3.1, Solyc11g012990.1.1
OG0001872	FUN_045719-T1	Solyc01g111440.3.1
OG0001872	FUN_025545-T1, FUN_031106-T2, FUN_031106-T3, FUN_031106-T1, FUN_023907-T1	Solyc02g094752.1.1
OG0001873	FUN_038206-T1, FUN_047181-T1, FUN_047182-T1	Solyc01g107900.3.1
OG0001874	FUN_017009-T1, FUN_017009-T3, FUN_029591-T1	Solyc04g055200.3.1
OG0001874	FUN_025921-T1	Solyc06g007180.3.1
OG0001875	FUN_025574-T1, FUN_002162-T1	Solyc02g084420.3.1
OG0001876	FUN_025411-T1	Solyc02g089870.2.1, Solyc02g065540.2.1
OG0001877	FUN_012867-T1, FUN_012867-T2, FUN_012867-T3	Solyc10g074810.2.1
OG0001878	FUN_050156-T1, FUN_036669-T1	Solyc12g013650.2.1, Solyc07g063340.3.1
OG0001878	FUN_008737-T1, FUN_036549-T1	Solyc02g078630.2.1
OG0001879	FUN_031543-T1	Solyc02g092280.1.1, Solyc00g022107.1.1
OG0001880	FUN_011658-T3, FUN_011658-T5, FUN_011658-T4, FUN_011658-T2, FUN_011658-T1	Solyc03g119080.4.1, Solyc12g040640.2.1
OG0001881	FUN_043291-T3, FUN_043291-T2, FUN_043291-T1, FUN_036675-T1	Solyc02g077910.3.1, Solyc10g009090.3.1
OG0001882	FUN_045808-T2, FUN_045808-T1	Solyc07g063430.3.1
OG0001882	FUN_011978-T1	Solyc10g008500.3.1
OG0001883	FUN_009741-T4, FUN_009741-T1, FUN_048092-T1, FUN_009741-T5, FUN_009741-T3, FUN_048091-T1, FUN_009741-T2	Solyc02g094520.3.1
OG0001884	FUN_011923-T2, FUN_011923-T3, FUN_011923-T1	Solyc07g062970.3.1
OG0001885	FUN_053085-T2, FUN_053085-T1	Solyc09g075640.3.1
OG0001886	FUN_039847-T1, FUN_038693-T1	Solyc09g098180.3.1, Solyc09g098160.3.1
OG0001886	FUN_046283-T1	Solyc12g014590.2.1, Solyc07g065165.1.1
OG0001887	FUN_012658-T1	Solyc12g010800.2.1, Solyc07g053450.3.1
OG0001887	FUN_011889-T1	Solyc07g062710.3.1
OG0001888	FUN_041845-T1, FUN_017925-T1	Solyc08g075540.4.1, Solyc08g005550.3.1
OG0001889	FUN_015355-T1	Solyc06g034370.1.1, Solyc03g083615.1.1
OG0001889	FUN_018535-T1	Solyc08g007450.1.1, Solyc08g079235.1.1
OG0001890	FUN_040652-T1	Solyc09g008150.2.1, Solyc10g084045.1.1
OG0001891	FUN_001918-T1	Solyc07g006720.3.1
OG0001891	FUN_045219-T1, FUN_045220-T1	Solyc10g083440.1.1
OG0001892	FUN_013073-T3, FUN_013073-T1	Solyc02g021420.3.1
OG0001893	FUN_018217-T3, FUN_018217-T2, FUN_018217-T1	Solyc03g122110.1.1, Solyc03g116063.1.1, Solyc08g005190.3.1, Solyc04g079920.3.1
OG0001894	FUN_049246-T1	Solyc01g093980.3.1
OG0001894	FUN_025859-T1	Solyc06g035530.3.1, Solyc11g072310.2.1, Solyc03g006880.3.1, Solyc10g045690.1.1, Solyc10g046773.1.1, Solyc10g046820.2.1, Solyc09g009110.3.1, Solyc10g045770.2.1, Solyc10g046800.2.1, Solyc06g050110.2.1
OG0001895	FUN_026434-T1	Solyc05g018180.3.1
OG0001895	FUN_037725-T1, FUN_005030-T1	Solyc08g066600.3.1
OG0001896	FUN_020949-T1, FUN_020949-T2, FUN_008398-T2, FUN_008398-T1	Solyc08g042000.3.1
OG0001896	FUN_026080-T4, FUN_026080-T2, FUN_026080-T1, FUN_026080-T3	Solyc07g007790.3.1
OG0001897	FUN_024056-T1	Solyc06g063070.3.1, Solyc03g123500.4.1, Solyc12g049560.2.1
OG0001898	FUN_027790-T1, FUN_027790-T3, FUN_027790-T2, FUN_050062-T1	Solyc07g041640.3.1
OG0001899	FUN_028762-T1	Solyc07g005860.3.1
OG0001900	FUN_013148-T1	Solyc12g019050.2.1, Solyc12g009660.2.1
OG0001901	FUN_049417-T1, FUN_037062-T1	Solyc01g094060.3.1, Solyc01g094050.1.1
OG0001902	FUN_026120-T2, FUN_026120-T1, FUN_007771-T2, FUN_007771-T4, FUN_007771-T1, FUN_007771-T3	Solyc12g009610.2.1, Solyc07g008000.3.1
OG0001903	FUN_008865-T1, FUN_013656-T1	Solyc01g096020.3.1, Solyc05g050580.3.1, Solyc10g009420.3.1
OG0001904	FUN_004959-T1, FUN_004959-T2	Solyc03g120750.3.1
OG0001904	FUN_002277-T1	Solyc01g109520.3.1
OG0001905	FUN_029217-T1	Solyc03g095600.1.1
OG0001905	FUN_007729-T1	Solyc08g077680.3.1
OG0001906	FUN_049265-T1	Solyc11g066080.1.1
OG0001907	FUN_000963-T1	Solyc03g122150.3.1
OG0001908	FUN_005175-T1	Solyc07g052460.3.1, Solyc05g045705.1.1, Solyc12g005820.2.1
OG0001908	FUN_012155-T1, FUN_043755-T1	Solyc10g006430.2.1
OG0001909	FUN_002253-T1, FUN_030448-T1, FUN_003583-T1, FUN_050512-T1	Solyc10g051390.2.1, Solyc01g109660.2.1, Solyc01g109655.1.1, Solyc10g051380.2.1
